ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
10;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding vwo;Cohort 1993;3130;46.0;68.0;76.0;80.0;82.0;83.0;46.0;65.0;70.0;72.0;72.0;73.0;1.0;3.0;6.0;8.0;9.0;10.0;6.0;8.0;10.0;10.0;12.0;13.0;14.0;14.0;14.0;94.0;92.0;90.0;43.0;20.0;11.0;6.0;4.0;3.0;84.0;80.0;78.0;31.0;11.0;5.0;3.0;2.0;1.0;3.0;4.0;5.0;4.0;3.0;1.0;1.0;1.0;1.0;8.0;8.0;8.0;8.0;7.0;4.0;3.0;2.0;1.0
11;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding vwo;Cohort 1994;9980;48.0;69.0;76.0;80.0;81.0;;47.0;66.0;71.0;73.0;73.0;;1.0;3.0;5.0;7.0;8.0;;6.0;8.0;9.0;11.0;12.0;13.0;14.0;15.0;;94.0;92.0;90.0;42.0;19.0;10.0;6.0;4.0;;85.0;81.0;79.0;31.0;11.0;5.0;2.0;2.0;;3.0;4.0;5.0;5.0;3.0;2.0;1.0;1.0;;5.0;6.0;6.0;6.0;5.0;4.0;3.0;2.0;
12;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding mbo;Cohort 1991;15940;34.0;57.0;63.0;65.0;66.0;67.0;34.0;55.0;61.0;62.0;63.0;64.0;0.0;1.0;2.0;3.0;3.0;4.0;16.0;25.0;27.0;29.0;31.0;31.0;32.0;32.0;32.0;84.0;74.0;70.0;37.0;13.0;6.0;3.0;2.0;1.0;81.0;70.0;65.0;33.0;10.0;4.0;2.0;1.0;1.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
13;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding mbo;Cohort 1992;13640;38.0;58.0;64.0;66.0;67.0;68.0;37.0;57.0;62.0;63.0;64.0;64.0;0.0;2.0;3.0;3.0;3.0;4.0;16.0;23.0;27.0;28.0;29.0;30.0;30.0;30.0;30.0;84.0;75.0;70.0;34.0;12.0;6.0;3.0;2.0;2.0;80.0;71.0;65.0;30.0;10.0;4.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
14;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding mbo;Cohort 1993;5110;40.0;58.0;64.0;66.0;67.0;67.0;39.0;56.0;61.0;62.0;63.0;63.0;1.0;2.0;3.0;4.0;4.0;4.0;16.0;23.0;26.0;28.0;29.0;30.0;30.0;30.0;30.0;84.0;76.0;69.0;33.0;13.0;7.0;4.0;3.0;2.0;80.0;72.0;65.0;29.0;10.0;5.0;2.0;2.0;2.0;3.0;4.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
15;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding mbo;Cohort 1994;17100;43.0;60.0;65.0;67.0;68.0;;43.0;58.0;62.0;64.0;64.0;;0.0;2.0;3.0;3.0;4.0;;17.0;23.0;25.0;27.0;28.0;29.0;29.0;29.0;;83.0;76.0;69.0;30.0;12.0;6.0;4.0;3.0;;79.0;71.0;65.0;26.0;9.0;4.0;2.0;2.0;;3.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;
16;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding wo;Cohort 1991;3070;45.0;66.0;72.0;75.0;76.0;77.0;44.0;64.0;69.0;71.0;72.0;72.0;1.0;2.0;3.0;4.0;4.0;4.0;9.0;14.0;16.0;19.0;20.0;20.0;21.0;21.0;21.0;91.0;85.0;81.0;37.0;15.0;8.0;4.0;3.0;2.0;87.0;80.0;75.0;31.0;10.0;5.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;0.0
17;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding wo;Cohort 1992;3440;46.0;66.0;70.0;73.0;74.0;75.0;45.0;63.0;67.0;69.0;70.0;71.0;1.0;2.0;3.0;4.0;4.0;5.0;8.0;13.0;16.0;18.0;20.0;21.0;22.0;23.0;23.0;92.0;86.0;81.0;36.0;14.0;8.0;5.0;3.0;2.0;88.0;80.0;75.0;31.0;11.0;5.0;3.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;4.0;3.0;2.0;2.0;1.0;1.0;1.0
18;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding wo;Cohort 1993;3260;47.0;65.0;71.0;73.0;75.0;75.0;46.0;63.0;68.0;69.0;70.0;71.0;1.0;2.0;3.0;4.0;4.0;5.0;8.0;13.0;16.0;18.0;20.0;21.0;22.0;22.0;22.0;92.0;86.0;79.0;35.0;15.0;8.0;5.0;3.0;3.0;88.0;81.0;74.0;30.0;11.0;6.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0
19;Totaal mannen en vrouwen;Totaal alle sectoren;Vooropleiding wo;Cohort 1994;3070;47.0;62.0;68.0;71.0;73.0;;45.0;60.0;64.0;66.0;67.0;;2.0;3.0;4.0;5.0;5.0;;9.0;13.0;16.0;19.0;20.0;22.0;22.0;23.0;;91.0;85.0;78.0;35.0;17.0;10.0;7.0;5.0;;86.0;79.0;72.0;29.0;12.0;6.0;4.0;2.0;;1.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;;4.0;4.0;4.0;4.0;3.0;3.0;2.0;1.0;
20;Totaal mannen en vrouwen;Totaal alle sectoren;Andere vooropleiding;Cohort 1991;3650;24.0;41.0;48.0;51.0;53.0;54.0;24.0;40.0;46.0;48.0;49.0;50.0;0.0;1.0;3.0;3.0;4.0;4.0;25.0;33.0;38.0;40.0;42.0;43.0;44.0;44.0;44.0;75.0;65.0;60.0;35.0;17.0;9.0;5.0;3.0;2.0;71.0;59.0;54.0;30.0;12.0;6.0;3.0;2.0;1.0;2.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
21;Totaal mannen en vrouwen;Totaal alle sectoren;Andere vooropleiding;Cohort 1992;6420;27.0;45.0;52.0;55.0;57.0;58.0;27.0;43.0;49.0;51.0;51.0;52.0;0.0;2.0;3.0;4.0;5.0;6.0;21.0;29.0;33.0;35.0;37.0;38.0;39.0;39.0;39.0;79.0;70.0;65.0;37.0;18.0;10.0;6.0;4.0;3.0;73.0;62.0;58.0;30.0;12.0;5.0;3.0;2.0;1.0;3.0;4.0;5.0;5.0;4.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
22;Totaal mannen en vrouwen;Totaal alle sectoren;Andere vooropleiding;Cohort 1993;33830;38.0;57.0;64.0;67.0;69.0;70.0;38.0;55.0;61.0;63.0;64.0;64.0;0.0;2.0;3.0;5.0;5.0;6.0;14.0;20.0;23.0;24.0;25.0;26.0;27.0;27.0;27.0;86.0;79.0;75.0;38.0;17.0;9.0;6.0;4.0;3.0;80.0;72.0;67.0;30.0;11.0;5.0;3.0;2.0;1.0;4.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
23;Totaal mannen en vrouwen;Totaal alle sectoren;Andere vooropleiding;Cohort 1994;4050;26.0;40.0;46.0;49.0;50.0;;25.0;39.0;44.0;46.0;47.0;;0.0;1.0;2.0;3.0;3.0;;26.0;34.0;37.0;40.0;42.0;44.0;45.0;45.0;;73.0;65.0;59.0;34.0;18.0;10.0;6.0;4.0;;69.0;60.0;54.0;29.0;14.0;7.0;4.0;3.0;;3.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;
24;Totaal mannen en vrouwen;Agrarisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;1560;25.0;60.0;67.0;70.0;71.0;73.0;25.0;58.0;65.0;67.0;68.0;68.0;0.0;1.0;2.0;3.0;3.0;4.0;15.0;30.0;20.0;24.0;25.0;25.0;26.0;27.0;27.0;85.0;70.0;78.0;51.0;15.0;7.0;3.0;2.0;1.0;81.0;65.0;73.0;45.0;11.0;4.0;1.0;1.0;0.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
25;Totaal mannen en vrouwen;Agrarisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;1990;32.0;61.0;69.0;72.0;73.0;74.0;32.0;59.0;66.0;68.0;69.0;69.0;0.0;2.0;3.0;4.0;4.0;5.0;15.0;18.0;20.0;21.0;22.0;24.0;25.0;25.0;25.0;85.0;82.0;80.0;47.0;17.0;7.0;4.0;2.0;1.0;81.0;76.0;74.0;41.0;13.0;5.0;2.0;1.0;0.0;3.0;4.0;4.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0
26;Totaal mannen en vrouwen;Agrarisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;1710;38.0;62.0;70.0;72.0;73.0;74.0;38.0;61.0;67.0;68.0;69.0;69.0;0.0;1.0;3.0;4.0;4.0;4.0;10.0;16.0;18.0;19.0;20.0;23.0;24.0;24.0;24.0;90.0;84.0;82.0;43.0;17.0;7.0;4.0;3.0;2.0;85.0;79.0;76.0;36.0;12.0;4.0;2.0;1.0;1.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
27;Totaal mannen en vrouwen;Agrarisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;1870;38.0;57.0;64.0;67.0;69.0;;37.0;56.0;61.0;63.0;64.0;;1.0;2.0;3.0;4.0;5.0;;12.0;17.0;19.0;20.0;25.0;26.0;27.0;27.0;;88.0;83.0;80.0;42.0;17.0;9.0;6.0;4.0;;83.0;76.0;73.0;35.0;11.0;5.0;3.0;2.0;;4.0;5.0;5.0;5.0;4.0;3.0;2.0;2.0;;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;
28;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding havo;Cohort 1991;610;19.0;57.0;67.0;70.0;72.0;74.0;19.0;55.0;64.0;67.0;68.0;69.0;0.0;2.0;3.0;4.0;4.0;5.0;13.0;26.0;19.0;21.0;23.0;23.0;25.0;25.0;25.0;87.0;74.0;81.0;60.0;20.0;10.0;5.0;4.0;1.0;82.0;69.0;75.0;53.0;15.0;6.0;2.0;1.0;0.0;5.0;5.0;5.0;5.0;4.0;3.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0
29;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding havo;Cohort 1992;820;27.0;59.0;70.0;74.0;76.0;77.0;27.0;57.0;66.0;69.0;70.0;70.0;0.0;3.0;5.0;5.0;6.0;7.0;10.0;15.0;15.0;17.0;18.0;20.0;21.0;21.0;21.0;90.0;85.0;85.0;56.0;23.0;10.0;5.0;3.0;2.0;84.0;77.0;75.0;47.0;16.0;6.0;2.0;1.0;0.0;5.0;6.0;7.0;7.0;5.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0
30;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding havo;Cohort 1993;440;28.0;56.0;66.0;70.0;72.0;73.0;28.0;56.0;65.0;67.0;68.0;68.0;0.0;0.0;2.0;3.0;4.0;4.0;10.0;15.0;17.0;18.0;18.0;22.0;22.0;24.0;24.0;89.0;84.0;82.0;53.0;25.0;11.0;7.0;3.0;2.0;85.0;79.0;76.0;46.0;18.0;6.0;3.0;1.0;0.0;3.0;3.0;4.0;5.0;5.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;0.0
31;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding havo;Cohort 1994;800;28.0;50.0;59.0;64.0;66.0;;28.0;49.0;57.0;59.0;60.0;;0.0;2.0;3.0;5.0;6.0;;13.0;16.0;19.0;19.0;26.0;28.0;29.0;28.0;;87.0;84.0;81.0;54.0;25.0;14.0;8.0;6.0;;82.0;76.0;72.0;44.0;16.0;6.0;3.0;2.0;;4.0;7.0;7.0;7.0;7.0;5.0;3.0;3.0;;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;
32;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding vwo;Cohort 1991;230;42.0;74.0;80.0;82.0;82.0;83.0;41.0;73.0;77.0;78.0;78.0;78.0;0.0;1.0;3.0;3.0;3.0;4.0;9.0;16.0;7.0;11.0;11.0;13.0;14.0;15.0;16.0;89.0;83.0;91.0;46.0;13.0;5.0;2.0;2.0;0.0;86.0;76.0;85.0;40.0;7.0;3.0;1.0;0.0;0.0;2.0;4.0;5.0;3.0;3.0;1.0;1.0;1.0;0.0;2.0;3.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0
33;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding vwo;Cohort 1992;260;55.0;80.0;86.0;89.0;90.0;91.0;54.0;77.0;80.0;81.0;82.0;82.0;1.0;3.0;7.0;8.0;8.0;8.0;9.0;5.0;4.0;7.0;7.0;8.0;10.0;10.0;11.0;93.0;97.0;97.0;40.0;15.0;8.0;3.0;2.0;0.0;86.0;87.0;87.0;31.0;9.0;5.0;2.0;1.0;0.0;3.0;5.0;5.0;3.0;2.0;1.0;0.0;0.0;0.0;4.0;5.0;5.0;5.0;4.0;2.0;1.0;0.0;0.0
34;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding vwo;Cohort 1993;140;61.0;82.0;89.0;91.0;91.0;91.0;61.0;81.0;84.0;84.0;84.0;84.0;1.0;1.0;6.0;6.0;6.0;6.0;4.0;6.0;6.0;6.0;6.0;7.0;8.0;9.0;8.0;96.0;95.0;94.0;34.0;12.0;4.0;2.0;1.0;2.0;90.0;87.0;86.0;26.0;5.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;6.0;6.0;6.0;6.0;5.0;1.0;1.0;1.0;1.0
35;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding vwo;Cohort 1994;280;52.0;73.0;78.0;80.0;81.0;;51.0;70.0;73.0;74.0;74.0;;1.0;3.0;5.0;6.0;6.0;;4.0;6.0;8.0;9.0;14.0;15.0;15.0;15.0;;94.0;92.0;90.0;38.0;13.0;6.0;3.0;3.0;;90.0;86.0;83.0;31.0;6.0;3.0;1.0;1.0;;2.0;4.0;5.0;4.0;3.0;1.0;0.0;0.0;;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;
36;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding mbo;Cohort 1991;650;26.0;59.0;65.0;67.0;68.0;68.0;25.0;58.0;63.0;66.0;66.0;66.0;0.0;1.0;1.0;2.0;2.0;2.0;18.0;39.0;26.0;30.0;31.0;31.0;31.0;32.0;32.0;82.0;62.0;72.0;45.0;11.0;4.0;2.0;1.0;0.0;80.0;60.0;70.0;42.0;10.0;4.0;1.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
37;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding mbo;Cohort 1992;710;31.0;58.0;65.0;66.0;67.0;67.0;31.0;58.0;64.0;65.0;66.0;66.0;0.0;1.0;1.0;1.0;1.0;1.0;22.0;25.0;28.0;29.0;29.0;30.0;32.0;32.0;31.0;78.0;75.0;71.0;40.0;12.0;4.0;2.0;1.0;1.0;77.0;73.0;70.0;39.0;11.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
38;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding mbo;Cohort 1993;180;43.0;64.0;66.0;68.0;68.0;68.0;42.0;63.0;64.0;66.0;66.0;66.0;1.0;1.0;2.0;3.0;3.0;2.0;11.0;21.0;24.0;27.0;29.0;31.0;32.0;31.0;32.0;91.0;81.0;77.0;32.0;9.0;4.0;2.0;2.0;2.0;87.0;77.0;74.0;29.0;6.0;3.0;1.0;1.0;0.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
39;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding mbo;Cohort 1994;630;45.0;62.0;67.0;69.0;70.0;;44.0;60.0;64.0;66.0;67.0;;1.0;2.0;3.0;3.0;3.0;;13.0;20.0;22.0;24.0;27.0;27.0;27.0;28.0;;88.0;80.0;78.0;31.0;11.0;6.0;4.0;3.0;;84.0;76.0;73.0;28.0;8.0;4.0;2.0;2.0;;3.0;3.0;4.0;3.0;2.0;2.0;2.0;1.0;;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;
40;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding wo;Cohort 1991;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding wo;Cohort 1992;60;45.0;70.0;75.0;77.0;78.0;80.0;45.0;68.0;72.0;73.0;75.0;77.0;0.0;2.0;3.0;3.0;3.0;3.0;12.0;20.0;22.0;23.0;25.0;25.0;28.0;27.0;25.0;95.0;87.0;83.0;38.0;12.0;7.0;2.0;2.0;2.0;93.0;83.0;80.0;35.0;10.0;7.0;2.0;2.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0
42;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding wo;Cohort 1993;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Totaal mannen en vrouwen;Agrarisch onderwijs;Vooropleiding wo;Cohort 1994;60;45.0;58.0;63.0;70.0;72.0;;43.0;55.0;60.0;63.0;63.0;;2.0;3.0;3.0;7.0;8.0;;10.0;13.0;13.0;13.0;17.0;22.0;23.0;23.0;;85.0;82.0;77.0;37.0;20.0;10.0;2.0;0.0;;78.0;75.0;70.0;30.0;15.0;5.0;0.0;0.0;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;;5.0;5.0;5.0;5.0;3.0;3.0;0.0;0.0;
44;Totaal mannen en vrouwen;Agrarisch onderwijs;Andere vooropleiding;Cohort 1991;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
