ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Grootteklasse_62;Klassegrenzen_63;Code_64;Omschrijving_65;InwonertalVoorlopig_66;Omgevingsadressendichtheid_67
279;262;262;Lochem                     ;LCM;418;6;Zutphen         ;32;Midden-IJssel                 ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;11;Stedendriehoek                          ;11;Achterhoek                              ;12;Achterhoek                              ;0;Niet van toepassing  ;16.1;140;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;4;Weinig stedelijk    ;18817;659
280;329;329;Loenen                     ;LNN;419;16;Utrecht         ;37;Utrecht                       ;23;Hilversum                          ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;0;Niet van toepassing  ;nvt ;170;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;8544;299
281;809;809;Loon op Zand               ;LZD;420;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;53;GGD Midden Brabant                      ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;48;Midden-Noord-Brabant                    ;3;Zuid-Nederland    ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;0;Niet van toepassing  ;nvt ;340;nvt                           ;18;Tilburg                   ;4;20 000 - < 50 000           ;4;Weinig stedelijk    ;22518;859
282;330;330;Loosdrecht                 ;LDT;421;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;4;Amsterdam       ;9;Utrecht           ;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;20;Utrecht                                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                     ;14;West-Utrecht                            ;17;West-Utrecht                            ;21;Hilversum            ;nvt ;170;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;4;Weinig stedelijk    ;8820;531
283;331;331;Lopik                      ;LPK;422;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;49;Utrechts weidegebied                    ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;0;Niet van toepassing  ;19.1;170;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;13208;288
284;24;24;Loppersum                  ;LPM;423;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;2;Delfzijl en omgeving               ;1;Groninger Hoogeland en n. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2006;Oostelijk Hogeland                      ;1;Bouwhoek en Hogeland          ;2;Appingedam/Delfzijl   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;2;Omgeving van Delfzijl (excl. Delfzijl)  ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;0;Niet van toepassing  ;1.2 ;20;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;11055;169
285;168;168;Losser                     ;LSR;424;8;Almelo          ;35;Enschede                      ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;27;Enschede           ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;0;Niet van toepassing  ;nvt ;120;nvt                           ;0;Niet van toepassing       ;4;20 000 - < 50 000           ;4;Weinig stedelijk    ;22694;634
286;332;332;Maarn                      ;MAN;427;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;26;GGD Zuid-Oost Utrecht                   ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2605;Zandgebied in Utrecht                   ;5;Centraal Veehouderijgebied    ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;0;Niet van toepassing  ;19.1;170;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;5864;364
287;333;333;Maarssen                   ;MSN;428;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2603;Centraal tuinbouwgebied in Utrecht      ;10;Rivierengebied                ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;4;Utrecht              ;19.1;170;nvt                           ;7;Utrecht                   ;4;20 000 - < 50 000           ;3;Matig stedelijk     ;41011;1417
288;334;334;Maartensdijk               ;MDK;429;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;48;Vechtstreek en Plassengebied in Utrecht ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;4;Utrecht              ;19.1;170;nvt                           ;7;Utrecht                   ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;9486;336
289;933;933;Maasbracht                 ;MBT;430;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;0;Niet van toepassing  ;47.1;380;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;13618;427
290;934;934;Maasbree                   ;MBE;431;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;0;Niet van toepassing  ;nvt ;370;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;12800;448
291;Maasdonk;1671;Maasdonk                   ;MNK;432;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;111;Maaskant                                ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;72;Oss                   ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;0;Niet van toepassing  ;41.3;352;Overig Noordoost-Noord-Brabant;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;11377;295
292;263;263;Maasdriel                  ;MSL;433;5;Arnhem          ;72;Noord-Oost Noord-Brabant      ;41;'s-Hertogenbosch                   ;16;Zuidwest-Gelderland                ;42;Bommelerwaard                           ;2;Arnhem          ;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;Stadsgewest 's-Hertogenbosch            ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2506;Bommelerwaard                           ;10;Rivierengebied                ;69;'s-Hertogenbosch      ;12;Noord-Noord-Brabant             ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;0;Niet van toepassing  ;41.1;160;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;9410;481
293;555;555;Maasland                   ;MLD;434;9;'s-Gravenhage   ;46;Haagland                      ;28;Rotterdam-Schiedam                 ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;17;Overig Nederland                        ;32;Delft en Westland                       ;7;West-Nederland 3  ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;0;Niet van toepassing  ;28.1;270;nvt                           ;15;Rotterdam                 ;2;5 000 - < 10 000            ;4;Weinig stedelijk    ;6742;596
294;556;556;Maassluis                  ;MSS;435;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;85;Industriegebied t.n.v. de N. Waterweg   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;47;GGD Nieuwe Waterweg Noord               ;33;Schiedam           ;14;Dordrecht       ;3;West-Nederland ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;35;Rijnmond (excl. Rotterdam, Hoek v Holl.);5;West-Nederland 1  ;29;Rijnmond                                ;23;Rijmond                                 ;31;Rijnmond                                ;1;Rotterdam            ;28.1;291;Rijnmond                      ;15;Rotterdam                 ;4;20 000 - < 50 000           ;2;Sterk stedelijk     ;33023;1747
295;935;935;Maastricht                 ;MTT;436;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;126;Maastricht                              ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;390;nvt                           ;23;Maastricht                ;6;100 000 - < 150 000         ;2;Sterk stedelijk     ;120296;1867
296;Made;1665;Made                       ;MAE;437;2;Breda           ;26;Breda                         ;43;Breda                              ;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;Gezondheidsdienst Stadsgewest Breda     ;5;Breda              ;17;Tilburg         ;4;Zuid-Nederland ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied   ;66;Breda                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;4;Deltagebied                             ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;0;Niet van toepassing  ;nvt ;330;nvt                           ;0;Niet van toepassing       ;4;20 000 - < 50 000           ;4;Weinig stedelijk    ;26475;597
297;936;936;Margraten                  ;MTN;438;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;390;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;13816;251
298;169;169;Markelo                    ;MKO;440;8;Almelo          ;18;Midden-Twente                 ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;0;Niet van toepassing  ;nvt ;120;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;7188;233
299;De Marne;1663;De Marne                   ;DME;441;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en n. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2001;De Marne                                ;1;Bouwhoek en Hogeland          ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;0;Niet van toepassing  ;1.1 ;30;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;10927;138
300;25;25;Marum                      ;MRM;442;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;5;Groninger zuidelijk Westerkwartier      ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;0;Niet van toepassing  ;1.1 ;30;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;9596;257
301;264;264;Maurik                     ;MRK;443;5;Arnhem          ;62;Rivierenland                  ;18;Tiel                               ;16;Zuidwest-Gelderland                ;37;Oostelijke Betuwe                       ;2;Arnhem          ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;31;Tiel                  ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;0;Niet van toepassing  ;nvt ;160;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;6635;216
302;420;420;Medemblik                  ;MBK;444;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;40;Hoorn                 ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;3;Ijsselmeerkust                          ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;0;Niet van toepassing  ;26.1;180;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;4;Weinig stedelijk    ;7300;820
303;993;993;Meerlo-Wanssum             ;MWM;446;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;0;Niet van toepassing  ;nvt ;370;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;7342;150
304;938;938;Meerssen                   ;MRN;447;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;390;nvt                           ;23;Maastricht                ;4;20 000 - < 50 000           ;4;Weinig stedelijk    ;20430;542
305;941;941;Meijel                     ;MYL;449;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;0;Niet van toepassing  ;nvt ;370;nvt                           ;0;Niet van toepassing       ;2;5 000 - < 10 000            ;5;Niet stedelijk      ;5623;353
306;83;83;Menaldumadeel              ;MDL;451;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;4;GGD Noord-Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;0;Niet van toepassing  ;nvt ;40;nvt                           ;2;Leeuwarden                ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;13719;226
307;Menterwolde;1987;Menterwolde                ;MTE;452;18;Groningen       ;34;Groningen/Noord Drenthe       ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;58;Zuidbroek          ;1;Groningen       ;1;Noord-Nederland;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkolonien en Oldambt       ;4;Veendam               ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Noord-Nederland   ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;0;Niet van toepassing  ;2.2 ;10;nvt                           ;0;Niet van toepassing       ;3;10 000 - < 20 000           ;5;Niet stedelijk      ;12331;309
308;119;119;Meppel                     ;MPL;453;19;Assen           ;71;Zuid-Oost Drenthe             ;8;Meppel-Steenwijk                   ;9;Zuidwest-Drenthe                   ;18;Zuiddrents randgebied                   ;5;Leeuwarden      ;3;Zwolle            ;3;Drenthe          ;8;GGD Zuid-West Drenthe                   ;62;Meppel             ;3;Assen           ;1;Noord-Nederland;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied        ;15;Meppel                ;5;Zwolle-Meppel en omstreken      ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;12;Zuidwest-Drenthe                        ;1;Noord-Nederland   ;9;Zuidwest-Drenthe                        ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;0;Niet van toepassing  ;8.1 ;90;nvt                           ;0;Niet van toepassing       ;4;20 000 - < 50 000           ;3;Matig stedelijk     ;29174;1076
