ID;Geslacht;Leeftijd;Nationaliteit;Perioden;UitgenodigdeVluchtelingen_1
85;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2013;0
86;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2014;25
87;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2015;75
88;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2016;25
89;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2017;0
90;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2018;15
91;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2019;35
92;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2020;0
93;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2021;30
94;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2022;190
95;Totaal mannen en vrouwen;Totaal;Congolees (Democratische Republiek) ;2023;125
96;Totaal mannen en vrouwen;Totaal;Eritrees ;2008;25
97;Totaal mannen en vrouwen;Totaal;Eritrees ;2009;15
98;Totaal mannen en vrouwen;Totaal;Eritrees ;2010;35
99;Totaal mannen en vrouwen;Totaal;Eritrees ;2011;75
100;Totaal mannen en vrouwen;Totaal;Eritrees ;2012;40
101;Totaal mannen en vrouwen;Totaal;Eritrees ;2013;65
102;Totaal mannen en vrouwen;Totaal;Eritrees ;2014;190
103;Totaal mannen en vrouwen;Totaal;Eritrees ;2015;30
104;Totaal mannen en vrouwen;Totaal;Eritrees ;2016;5
105;Totaal mannen en vrouwen;Totaal;Eritrees ;2017;5
106;Totaal mannen en vrouwen;Totaal;Eritrees ;2018;40
107;Totaal mannen en vrouwen;Totaal;Eritrees ;2019;55
108;Totaal mannen en vrouwen;Totaal;Eritrees ;2020;15
109;Totaal mannen en vrouwen;Totaal;Eritrees ;2021;25
110;Totaal mannen en vrouwen;Totaal;Eritrees ;2022;10
111;Totaal mannen en vrouwen;Totaal;Eritrees ;2023;90
112;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2008;70
113;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2009;45
114;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2010;5
115;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2011;85
116;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2012;45
117;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2013;5
118;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2014;65
119;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2015;10
120;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2016;35
121;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2017;0
122;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2018;0
123;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2019;0
124;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2020;0
125;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2021;0
126;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2022;5
127;Totaal mannen en vrouwen;Totaal;Ethiopisch ;2023;0
128;Totaal mannen en vrouwen;Totaal;Iraaks ;2008;165
129;Totaal mannen en vrouwen;Totaal;Iraaks ;2009;90
130;Totaal mannen en vrouwen;Totaal;Iraaks ;2010;125
131;Totaal mannen en vrouwen;Totaal;Iraaks ;2011;80
132;Totaal mannen en vrouwen;Totaal;Iraaks ;2012;100
133;Totaal mannen en vrouwen;Totaal;Iraaks ;2013;40
134;Totaal mannen en vrouwen;Totaal;Iraaks ;2014;45
135;Totaal mannen en vrouwen;Totaal;Iraaks ;2015;5
136;Totaal mannen en vrouwen;Totaal;Iraaks ;2016;10
137;Totaal mannen en vrouwen;Totaal;Iraaks ;2017;5
138;Totaal mannen en vrouwen;Totaal;Iraaks ;2018;5
139;Totaal mannen en vrouwen;Totaal;Iraaks ;2019;5
140;Totaal mannen en vrouwen;Totaal;Iraaks ;2020;5
141;Totaal mannen en vrouwen;Totaal;Iraaks ;2021;0
142;Totaal mannen en vrouwen;Totaal;Iraaks ;2022;0
143;Totaal mannen en vrouwen;Totaal;Iraaks ;2023;0
144;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2008;0
145;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2009;5
146;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2010;0
147;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2011;0
148;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2012;0
149;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2013;0
150;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2014;0
151;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2015;0
152;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2016;0
153;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2017;0
154;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2018;0
155;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2019;5
156;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2020;0
157;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2021;0
158;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2022;20
159;Totaal mannen en vrouwen;Totaal;Jemenitisch ;2023;10
160;Totaal mannen en vrouwen;Totaal;Laotiaans ;2008;0
161;Totaal mannen en vrouwen;Totaal;Laotiaans ;2009;0
162;Totaal mannen en vrouwen;Totaal;Laotiaans ;2010;35
163;Totaal mannen en vrouwen;Totaal;Laotiaans ;2011;0
164;Totaal mannen en vrouwen;Totaal;Laotiaans ;2012;0
165;Totaal mannen en vrouwen;Totaal;Laotiaans ;2013;0
166;Totaal mannen en vrouwen;Totaal;Laotiaans ;2014;0
167;Totaal mannen en vrouwen;Totaal;Laotiaans ;2015;0
168;Totaal mannen en vrouwen;Totaal;Laotiaans ;2016;0
169;Totaal mannen en vrouwen;Totaal;Laotiaans ;2017;0
170;Totaal mannen en vrouwen;Totaal;Laotiaans ;2018;0
171;Totaal mannen en vrouwen;Totaal;Laotiaans ;2019;0
172;Totaal mannen en vrouwen;Totaal;Laotiaans ;2020;0
173;Totaal mannen en vrouwen;Totaal;Laotiaans ;2021;0
174;Totaal mannen en vrouwen;Totaal;Laotiaans ;2022;0
175;Totaal mannen en vrouwen;Totaal;Laotiaans ;2023;0
176;Totaal mannen en vrouwen;Totaal;Myanmarees ;2008;135
177;Totaal mannen en vrouwen;Totaal;Myanmarees ;2009;5
178;Totaal mannen en vrouwen;Totaal;Myanmarees ;2010;45
179;Totaal mannen en vrouwen;Totaal;Myanmarees ;2011;80
180;Totaal mannen en vrouwen;Totaal;Myanmarees ;2012;95
181;Totaal mannen en vrouwen;Totaal;Myanmarees ;2013;30
182;Totaal mannen en vrouwen;Totaal;Myanmarees ;2014;0
183;Totaal mannen en vrouwen;Totaal;Myanmarees ;2015;0
184;Totaal mannen en vrouwen;Totaal;Myanmarees ;2016;0
185;Totaal mannen en vrouwen;Totaal;Myanmarees ;2017;0
186;Totaal mannen en vrouwen;Totaal;Myanmarees ;2018;0
187;Totaal mannen en vrouwen;Totaal;Myanmarees ;2019;0
188;Totaal mannen en vrouwen;Totaal;Myanmarees ;2020;0
189;Totaal mannen en vrouwen;Totaal;Myanmarees ;2021;0
190;Totaal mannen en vrouwen;Totaal;Myanmarees ;2022;0
191;Totaal mannen en vrouwen;Totaal;Myanmarees ;2023;0
192;Totaal mannen en vrouwen;Totaal;Pakistaans ;2008;0
193;Totaal mannen en vrouwen;Totaal;Pakistaans ;2009;0
194;Totaal mannen en vrouwen;Totaal;Pakistaans ;2010;0
195;Totaal mannen en vrouwen;Totaal;Pakistaans ;2011;0
196;Totaal mannen en vrouwen;Totaal;Pakistaans ;2012;30
197;Totaal mannen en vrouwen;Totaal;Pakistaans ;2013;35
198;Totaal mannen en vrouwen;Totaal;Pakistaans ;2014;35
199;Totaal mannen en vrouwen;Totaal;Pakistaans ;2015;40
200;Totaal mannen en vrouwen;Totaal;Pakistaans ;2016;0
201;Totaal mannen en vrouwen;Totaal;Pakistaans ;2017;0
202;Totaal mannen en vrouwen;Totaal;Pakistaans ;2018;0
203;Totaal mannen en vrouwen;Totaal;Pakistaans ;2019;0
204;Totaal mannen en vrouwen;Totaal;Pakistaans ;2020;0
205;Totaal mannen en vrouwen;Totaal;Pakistaans ;2021;0
206;Totaal mannen en vrouwen;Totaal;Pakistaans ;2022;0
207;Totaal mannen en vrouwen;Totaal;Pakistaans ;2023;25
208;Totaal mannen en vrouwen;Totaal;Soedanees ;2008;0
209;Totaal mannen en vrouwen;Totaal;Soedanees ;2009;5
210;Totaal mannen en vrouwen;Totaal;Soedanees ;2010;0
211;Totaal mannen en vrouwen;Totaal;Soedanees ;2011;5
212;Totaal mannen en vrouwen;Totaal;Soedanees ;2012;10
213;Totaal mannen en vrouwen;Totaal;Soedanees ;2013;10
214;Totaal mannen en vrouwen;Totaal;Soedanees ;2014;0
215;Totaal mannen en vrouwen;Totaal;Soedanees ;2015;5
216;Totaal mannen en vrouwen;Totaal;Soedanees ;2016;0
217;Totaal mannen en vrouwen;Totaal;Soedanees ;2017;0
218;Totaal mannen en vrouwen;Totaal;Soedanees ;2018;65
219;Totaal mannen en vrouwen;Totaal;Soedanees ;2019;75
220;Totaal mannen en vrouwen;Totaal;Soedanees ;2020;80
221;Totaal mannen en vrouwen;Totaal;Soedanees ;2021;0
222;Totaal mannen en vrouwen;Totaal;Soedanees ;2022;10
223;Totaal mannen en vrouwen;Totaal;Soedanees ;2023;40
224;Totaal mannen en vrouwen;Totaal;Somalisch ;2008;0
225;Totaal mannen en vrouwen;Totaal;Somalisch ;2009;15
226;Totaal mannen en vrouwen;Totaal;Somalisch ;2010;0
227;Totaal mannen en vrouwen;Totaal;Somalisch ;2011;5
228;Totaal mannen en vrouwen;Totaal;Somalisch ;2012;5
229;Totaal mannen en vrouwen;Totaal;Somalisch ;2013;0
230;Totaal mannen en vrouwen;Totaal;Somalisch ;2014;0
231;Totaal mannen en vrouwen;Totaal;Somalisch ;2015;5
232;Totaal mannen en vrouwen;Totaal;Somalisch ;2016;5
233;Totaal mannen en vrouwen;Totaal;Somalisch ;2017;0
234;Totaal mannen en vrouwen;Totaal;Somalisch ;2018;20
235;Totaal mannen en vrouwen;Totaal;Somalisch ;2019;5
236;Totaal mannen en vrouwen;Totaal;Somalisch ;2020;10
237;Totaal mannen en vrouwen;Totaal;Somalisch ;2021;0
238;Totaal mannen en vrouwen;Totaal;Somalisch ;2022;20
239;Totaal mannen en vrouwen;Totaal;Somalisch ;2023;15
240;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2008;15
241;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2009;10
242;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2010;0
243;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2011;40
244;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2012;25
245;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2013;15
246;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2014;15
247;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2015;0
248;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2016;0
249;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2017;0
250;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2018;0
251;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2019;0
252;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2020;0
253;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2021;0
254;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2022;0
255;Totaal mannen en vrouwen;Totaal;Sri Lankaans ;2023;0
256;Totaal mannen en vrouwen;Totaal;Syrisch ;2008;0
257;Totaal mannen en vrouwen;Totaal;Syrisch ;2009;0
258;Totaal mannen en vrouwen;Totaal;Syrisch ;2010;0
259;Totaal mannen en vrouwen;Totaal;Syrisch ;2011;0
260;Totaal mannen en vrouwen;Totaal;Syrisch ;2012;0
261;Totaal mannen en vrouwen;Totaal;Syrisch ;2013;15
262;Totaal mannen en vrouwen;Totaal;Syrisch ;2014;245
263;Totaal mannen en vrouwen;Totaal;Syrisch ;2015;175
264;Totaal mannen en vrouwen;Totaal;Syrisch ;2016;575
265;Totaal mannen en vrouwen;Totaal;Syrisch ;2017;2185
266;Totaal mannen en vrouwen;Totaal;Syrisch ;2018;815
267;Totaal mannen en vrouwen;Totaal;Syrisch ;2019;1350
268;Totaal mannen en vrouwen;Totaal;Syrisch ;2020;260
269;Totaal mannen en vrouwen;Totaal;Syrisch ;2021;375
270;Totaal mannen en vrouwen;Totaal;Syrisch ;2022;1125
271;Totaal mannen en vrouwen;Totaal;Syrisch ;2023;455
272;Totaal mannen en vrouwen;Totaal;Turks ;2008;0
273;Totaal mannen en vrouwen;Totaal;Turks ;2009;0
274;Totaal mannen en vrouwen;Totaal;Turks ;2010;0
275;Totaal mannen en vrouwen;Totaal;Turks ;2011;0
276;Totaal mannen en vrouwen;Totaal;Turks ;2012;0
277;Totaal mannen en vrouwen;Totaal;Turks ;2013;0
278;Totaal mannen en vrouwen;Totaal;Turks ;2014;0
279;Totaal mannen en vrouwen;Totaal;Turks ;2015;0
280;Totaal mannen en vrouwen;Totaal;Turks ;2016;0
281;Totaal mannen en vrouwen;Totaal;Turks ;2017;0
282;Totaal mannen en vrouwen;Totaal;Turks ;2018;0
283;Totaal mannen en vrouwen;Totaal;Turks ;2019;0
284;Totaal mannen en vrouwen;Totaal;Turks ;2020;0
285;Totaal mannen en vrouwen;Totaal;Turks ;2021;0
286;Totaal mannen en vrouwen;Totaal;Turks ;2022;10
287;Totaal mannen en vrouwen;Totaal;Turks ;2023;10
288;Totaal mannen en vrouwen;Totaal;Onbekend;2008;5
289;Totaal mannen en vrouwen;Totaal;Onbekend;2009;55
290;Totaal mannen en vrouwen;Totaal;Onbekend;2010;70
291;Totaal mannen en vrouwen;Totaal;Onbekend;2011;50
292;Totaal mannen en vrouwen;Totaal;Onbekend;2012;0
293;Totaal mannen en vrouwen;Totaal;Onbekend;2013;0
294;Totaal mannen en vrouwen;Totaal;Onbekend;2014;70
295;Totaal mannen en vrouwen;Totaal;Onbekend;2015;45
296;Totaal mannen en vrouwen;Totaal;Onbekend;2016;10
297;Totaal mannen en vrouwen;Totaal;Onbekend;2017;55
298;Totaal mannen en vrouwen;Totaal;Onbekend;2018;105
299;Totaal mannen en vrouwen;Totaal;Onbekend;2019;270
300;Totaal mannen en vrouwen;Totaal;Onbekend;2020;25
301;Totaal mannen en vrouwen;Totaal;Onbekend;2021;0
302;Totaal mannen en vrouwen;Totaal;Onbekend;2022;5
303;Totaal mannen en vrouwen;Totaal;Onbekend;2023;20
304;Totaal mannen en vrouwen;Totaal;Staatloos;2008;45
305;Totaal mannen en vrouwen;Totaal;Staatloos;2009;10
306;Totaal mannen en vrouwen;Totaal;Staatloos;2010;5
307;Totaal mannen en vrouwen;Totaal;Staatloos;2011;0
308;Totaal mannen en vrouwen;Totaal;Staatloos;2012;0
309;Totaal mannen en vrouwen;Totaal;Staatloos;2013;0
310;Totaal mannen en vrouwen;Totaal;Staatloos;2014;10
311;Totaal mannen en vrouwen;Totaal;Staatloos;2015;35
312;Totaal mannen en vrouwen;Totaal;Staatloos;2016;0
313;Totaal mannen en vrouwen;Totaal;Staatloos;2017;0
314;Totaal mannen en vrouwen;Totaal;Staatloos;2018;0
315;Totaal mannen en vrouwen;Totaal;Staatloos;2019;0
316;Totaal mannen en vrouwen;Totaal;Staatloos;2020;0
317;Totaal mannen en vrouwen;Totaal;Staatloos;2021;0
318;Totaal mannen en vrouwen;Totaal;Staatloos;2022;0
319;Totaal mannen en vrouwen;Totaal;Staatloos;2023;0
320;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2008;320
321;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2009;145
322;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2010;170
323;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2011;190
324;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2012;170
325;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2013;125
326;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2014;305
327;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2015;215
328;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2016;340
329;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2017;1190
330;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2018;645
331;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2019;890
332;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2020;215
333;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2021;200
334;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2022;635
335;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal;2023;395
336;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2008;0
337;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2009;0
338;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2010;5
339;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2011;0
340;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2012;0
341;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2013;0
342;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2014;0
343;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2015;5
344;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2016;0
345;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2017;0
346;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2018;0
347;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2019;0
348;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2020;0
349;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2021;0
350;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2022;0
351;Totaal mannen en vrouwen;Jonger dan 18 jaar;Afghaans ;2023;10
352;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2008;5
353;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2009;10
354;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2010;5
355;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2011;5
356;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2012;0
357;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2013;0
358;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2014;0
359;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2015;0
360;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2016;0
361;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2017;0
362;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2018;0
363;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2019;0
364;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2020;0
365;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2021;0
366;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2022;0
367;Totaal mannen en vrouwen;Jonger dan 18 jaar;Bhutaans ;2023;0
368;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2008;25
369;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2009;0
370;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2010;0
371;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2011;0
372;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2012;0
373;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2013;0
374;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2014;0
375;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2015;0
376;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2016;0
377;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2017;0
378;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2018;0
379;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2019;5
380;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2020;0
381;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2021;0
382;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2022;0
383;Totaal mannen en vrouwen;Jonger dan 18 jaar;Burundisch ;2023;0
384;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2008;15
385;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2009;5
386;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2010;0
387;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2011;10
388;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2012;10
389;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2013;40
390;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2014;5
391;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2015;0
392;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2016;0
393;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2017;0
394;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2018;65
395;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2019;15
396;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2020;0
