ID;SocialRelations;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
73;999;Origin: Native Dutch background;2006;10.0;90.0;12.0;88.0
74;999;Origin: Native Dutch background;2007;11.0;89.0;12.0;88.0
75;999;Origin: Native Dutch background;2008;10.0;90.0;11.0;89.0
76;999;Origin: Native Dutch background;2009;10.0;90.0;11.0;89.0
77;999;Origin: Native Dutch background;2010 old method;11.0;89.0;12.0;88.0
78;999;Origin: Native Dutch background;2010 new method;15.0;85.0;15.0;85.0
79;999;Origin: Native Dutch background;2012;16.0;84.0;16.0;84.0
80;999;Origin: Western foreign background ;2003;17.0;83.0;16.0;84.0
81;999;Origin: Western foreign background ;2004;14.0;86.0;16.0;84.0
82;999;Origin: Western foreign background ;2005;17.0;83.0;15.0;85.0
83;999;Origin: Western foreign background ;2006;13.0;87.0;16.0;84.0
84;999;Origin: Western foreign background ;2007;15.0;85.0;16.0;84.0
85;999;Origin: Western foreign background ;2008;15.0;85.0;15.0;85.0
86;999;Origin: Western foreign background ;2009;12.0;88.0;17.0;83.0
87;999;Origin: Western foreign background ;2010 old method;15.0;85.0;18.0;82.0
88;999;Origin: Western foreign background ;2010 new method;19.0;81.0;18.0;82.0
89;999;Origin: Western foreign background ;2012;19.0;81.0;21.0;79.0
90;999;Origin: Non-western foreign background;2003;28.0;72.0;25.0;75.0
91;999;Origin: Non-western foreign background;2004;28.0;72.0;27.0;73.0
92;999;Origin: Non-western foreign background;2005;28.0;72.0;27.0;73.0
93;999;Origin: Non-western foreign background;2006;22.0;78.0;28.0;72.0
94;999;Origin: Non-western foreign background;2007;25.0;75.0;19.0;81.0
95;999;Origin: Non-western foreign background;2008;23.0;77.0;19.0;81.0
96;999;Origin: Non-western foreign background;2009;22.0;78.0;24.0;76.0
97;999;Origin: Non-western foreign background;2010 old method;23.0;77.0;22.0;78.0
98;999;Origin: Non-western foreign background;2010 new method;26.0;74.0;20.0;80.0
99;999;Origin: Non-western foreign background;2012;23.0;77.0;25.0;75.0
100;123;Total population;2003;12.0;88.0;12.0;88.0
101;123;Total population;2004;11.0;89.0;12.0;88.0
102;123;Total population;2005;12.0;88.0;13.0;87.0
103;123;Total population;2006;11.0;89.0;13.0;87.0
104;123;Total population;2007;11.0;89.0;12.0;88.0
105;123;Total population;2008;10.0;90.0;11.0;89.0
106;123;Total population;2009;10.0;90.0;12.0;88.0
107;123;Total population;2010 old method;12.0;88.0;13.0;87.0
108;123;Total population;2010 new method;15.0;85.0;14.0;86.0
109;123;Total population;2012;15.0;85.0;15.0;85.0
110;123;Gender: male;2003;10.0;90.0;11.0;89.0
111;123;Gender: male;2004;10.0;90.0;12.0;88.0
112;123;Gender: male;2005;11.0;89.0;13.0;87.0
113;123;Gender: male;2006;9.0;91.0;12.0;88.0
114;123;Gender: male;2007;10.0;90.0;11.0;89.0
115;123;Gender: male;2008;10.0;90.0;10.0;90.0
116;123;Gender: male;2009;8.0;92.0;11.0;89.0
117;123;Gender: male;2010 old method;9.0;91.0;12.0;88.0
118;123;Gender: male;2010 new method;11.0;89.0;12.0;88.0
119;123;Gender: male;2012;16.0;84.0;15.0;85.0
120;123;Gender: female;2003;13.0;87.0;13.0;87.0
121;123;Gender: female;2004;13.0;87.0;13.0;87.0
122;123;Gender: female;2005;13.0;87.0;13.0;87.0
123;123;Gender: female;2006;12.0;88.0;13.0;87.0
124;123;Gender: female;2007;12.0;88.0;12.0;88.0
125;123;Gender: female;2008;11.0;89.0;12.0;88.0
126;123;Gender: female;2009;12.0;88.0;13.0;87.0
127;123;Gender: female;2010 old method;14.0;86.0;14.0;86.0
128;123;Gender: female;2010 new method;17.0;83.0;15.0;85.0
129;123;Gender: female;2012;14.0;86.0;15.0;85.0
130;123;Age: 18 to 35 years;2003;8.0;92.0;10.0;90.0
131;123;Age: 18 to 35 years;2004;8.0;92.0;11.0;89.0
132;123;Age: 18 to 35 years;2005;9.0;91.0;12.0;88.0
133;123;Age: 18 to 35 years;2006;8.0;92.0;11.0;89.0
134;123;Age: 18 to 35 years;2007;9.0;91.0;10.0;90.0
135;123;Age: 18 to 35 years;2008;6.0;94.0;8.0;92.0
136;123;Age: 18 to 35 years;2009;8.0;92.0;10.0;90.0
137;123;Age: 18 to 35 years;2010 old method;8.0;92.0;11.0;89.0
138;123;Age: 18 to 35 years;2010 new method;12.0;88.0;12.0;88.0
139;123;Age: 18 to 35 years;2012;11.0;89.0;12.0;88.0
140;123;Age: 35 to 50 years;2003;10.0;90.0;13.0;87.0
141;123;Age: 35 to 50 years;2004;11.0;89.0;13.0;87.0
142;123;Age: 35 to 50 years;2005;11.0;89.0;13.0;87.0
143;123;Age: 35 to 50 years;2006;10.0;90.0;13.0;87.0
144;123;Age: 35 to 50 years;2007;10.0;90.0;12.0;88.0
145;123;Age: 35 to 50 years;2008;11.0;89.0;12.0;88.0
146;123;Age: 35 to 50 years;2009;10.0;90.0;13.0;87.0
147;123;Age: 35 to 50 years;2010 old method;11.0;89.0;14.0;86.0
148;123;Age: 35 to 50 years;2010 new method;14.0;86.0;15.0;85.0
149;123;Age: 35 to 50 years;2012;13.0;87.0;15.0;85.0
150;123;Age: 50 to 65 years;2003;13.0;87.0;13.0;87.0
151;123;Age: 50 to 65 years;2004;12.0;88.0;13.0;87.0
152;123;Age: 50 to 65 years;2005;13.0;87.0;15.0;85.0
153;123;Age: 50 to 65 years;2006;13.0;87.0;14.0;86.0
154;123;Age: 50 to 65 years;2007;13.0;87.0;13.0;87.0
155;123;Age: 50 to 65 years;2008;12.0;88.0;11.0;89.0
156;123;Age: 50 to 65 years;2009;10.0;90.0;11.0;89.0
157;123;Age: 50 to 65 years;2010 old method;13.0;87.0;15.0;85.0
158;123;Age: 50 to 65 years;2010 new method;15.0;85.0;15.0;85.0
159;123;Age: 50 to 65 years;2012;20.0;80.0;20.0;80.0
160;123;Age: 65 years or older;2003;18.0;82.0;14.0;86.0
161;123;Age: 65 years or older;2004;16.0;84.0;12.0;88.0
162;123;Age: 65 years or older;2005;16.0;84.0;12.0;88.0
163;123;Age: 65 years or older;2006;14.0;86.0;12.0;88.0
164;123;Age: 65 years or older;2007;15.0;85.0;13.0;87.0
165;123;Age: 65 years or older;2008;14.0;86.0;11.0;89.0
166;123;Age: 65 years or older;2009;15.0;85.0;12.0;88.0
167;123;Age: 65 years or older;2010 old method;16.0;84.0;13.0;87.0
168;123;Age: 65 years or older;2010 new method;19.0;81.0;15.0;85.0
169;123;Age: 65 years or older;2012;16.0;84.0;13.0;87.0
170;123;Origin: Native Dutch background;2003;10.0;90.0;11.0;89.0
171;123;Origin: Native Dutch background;2004;10.0;90.0;11.0;89.0
172;123;Origin: Native Dutch background;2005;10.0;90.0;12.0;88.0
173;123;Origin: Native Dutch background;2006;10.0;90.0;11.0;89.0
174;123;Origin: Native Dutch background;2007;9.0;91.0;11.0;89.0
175;123;Origin: Native Dutch background;2008;9.0;91.0;10.0;90.0
176;123;Origin: Native Dutch background;2009;9.0;91.0;10.0;90.0
177;123;Origin: Native Dutch background;2010 old method;10.0;90.0;11.0;89.0
178;123;Origin: Native Dutch background;2010 new method;13.0;87.0;13.0;87.0
179;123;Origin: Native Dutch background;2012;14.0;86.0;14.0;86.0
180;123;Origin: Western foreign background ;2003;15.0;85.0;14.0;86.0
181;123;Origin: Western foreign background ;2004;12.0;88.0;13.0;87.0
182;123;Origin: Western foreign background ;2005;14.0;86.0;14.0;86.0
183;123;Origin: Western foreign background ;2006;11.0;89.0;13.0;87.0
184;123;Origin: Western foreign background ;2007;14.0;86.0;15.0;85.0
185;123;Origin: Western foreign background ;2008;14.0;86.0;14.0;86.0
186;123;Origin: Western foreign background ;2009;11.0;89.0;16.0;84.0
187;123;Origin: Western foreign background ;2010 old method;14.0;86.0;17.0;83.0
188;123;Origin: Western foreign background ;2010 new method;19.0;81.0;17.0;83.0
189;123;Origin: Western foreign background ;2012;16.0;84.0;17.0;83.0
190;123;Origin: Non-western foreign background;2003;24.0;76.0;24.0;76.0
191;123;Origin: Non-western foreign background;2004;25.0;75.0;25.0;75.0
192;123;Origin: Non-western foreign background;2005;26.0;74.0;25.0;75.0
193;123;Origin: Non-western foreign background;2006;21.0;79.0;27.0;73.0
194;123;Origin: Non-western foreign background;2007;24.0;76.0;18.0;82.0
195;123;Origin: Non-western foreign background;2008;20.0;80.0;18.0;82.0
196;123;Origin: Non-western foreign background;2009;20.0;80.0;22.0;78.0
197;123;Origin: Non-western foreign background;2010 old method;22.0;78.0;23.0;77.0
198;123;Origin: Non-western foreign background;2010 new method;20.0;80.0;16.0;84.0
199;123;Origin: Non-western foreign background;2012;;;;
200;456;Total population;2003;17.0;83.0;16.0;84.0
201;456;Total population;2004;15.0;85.0;15.0;85.0
202;456;Total population;2005;16.0;84.0;14.0;86.0
203;456;Total population;2006;16.0;84.0;16.0;84.0
204;456;Total population;2007;14.0;86.0;13.0;87.0
205;456;Total population;2008;15.0;85.0;15.0;85.0
206;456;Total population;2009;12.0;88.0;15.0;85.0
207;456;Total population;2010 old method;12.0;88.0;16.0;84.0
208;456;Total population;2010 new method;23.0;77.0;21.0;79.0
209;456;Total population;2012;0.0;0.0;0.0;0.0
210;456;Gender: male;2003;16.0;84.0;15.0;85.0
211;456;Gender: male;2004;14.0;86.0;14.0;86.0
212;456;Gender: male;2005;15.0;85.0;12.0;88.0
213;456;Gender: male;2006;13.0;87.0;12.0;88.0
214;456;Gender: male;2007;9.0;91.0;9.0;91.0
215;456;Gender: male;2008;15.0;85.0;13.0;87.0
216;456;Gender: male;2009;13.0;87.0;13.0;87.0
217;456;Gender: male;2010 old method;10.0;90.0;13.0;87.0
218;456;Gender: male;2010 new method;23.0;77.0;22.0;78.0
219;456;Gender: male;2012;0.0;0.0;0.0;0.0
220;456;Gender: female;2003;19.0;81.0;16.0;84.0
221;456;Gender: female;2004;17.0;83.0;16.0;84.0
222;456;Gender: female;2005;18.0;82.0;17.0;83.0
223;456;Gender: female;2006;23.0;77.0;24.0;76.0
224;456;Gender: female;2007;21.0;79.0;19.0;81.0
225;456;Gender: female;2008;17.0;83.0;16.0;84.0
226;456;Gender: female;2009;11.0;89.0;18.0;82.0
227;456;Gender: female;2010 old method;;;;
228;456;Gender: female;2010 new method;23.0;77.0;20.0;80.0
229;456;Gender: female;2012;0.0;0.0;0.0;0.0
230;456;Age: 18 to 35 years;2003;15.0;85.0;14.0;86.0
231;456;Age: 18 to 35 years;2004;12.0;88.0;13.0;87.0
232;456;Age: 18 to 35 years;2005;18.0;82.0;13.0;87.0
233;456;Age: 18 to 35 years;2006;10.0;90.0;11.0;89.0
234;456;Age: 18 to 35 years;2007;13.0;87.0;8.0;92.0
235;456;Age: 18 to 35 years;2008;12.0;88.0;10.0;90.0
236;456;Age: 18 to 35 years;2009;9.0;91.0;16.0;84.0
237;456;Age: 18 to 35 years;2010 old method;;;;
238;456;Age: 18 to 35 years;2010 new method;;;;
239;456;Age: 18 to 35 years;2012;0.0;0.0;0.0;0.0
240;456;Age: 35 to 50 years;2003;18.0;82.0;17.0;83.0
241;456;Age: 35 to 50 years;2004;15.0;85.0;14.0;86.0
242;456;Age: 35 to 50 years;2005;16.0;84.0;13.0;87.0
243;456;Age: 35 to 50 years;2006;22.0;78.0;21.0;79.0
244;456;Age: 35 to 50 years;2007;12.0;88.0;19.0;81.0
245;456;Age: 35 to 50 years;2008;19.0;81.0;20.0;80.0
246;456;Age: 35 to 50 years;2009;13.0;87.0;19.0;81.0
247;456;Age: 35 to 50 years;2010 old method;;;;
248;456;Age: 35 to 50 years;2010 new method;;;;
249;456;Age: 35 to 50 years;2012;0.0;0.0;0.0;0.0
250;456;Age: 50 to 65 years;2003;19.0;81.0;15.0;85.0
251;456;Age: 50 to 65 years;2004;18.0;82.0;22.0;78.0
252;456;Age: 50 to 65 years;2005;;;;
253;456;Age: 50 to 65 years;2006;;;;
254;456;Age: 50 to 65 years;2007;;;;
255;456;Age: 50 to 65 years;2008;13.0;87.0;12.0;88.0
256;456;Age: 50 to 65 years;2009;;;;
257;456;Age: 50 to 65 years;2010 old method;;;;
258;456;Age: 50 to 65 years;2010 new method;;;;
259;456;Age: 50 to 65 years;2012;0.0;0.0;0.0;0.0
260;456;Age: 65 years or older;2003;17.0;83.0;15.0;85.0
261;456;Age: 65 years or older;2004;18.0;82.0;9.0;91.0
262;456;Age: 65 years or older;2005;;;;
263;456;Age: 65 years or older;2006;;;;
264;456;Age: 65 years or older;2007;;;;
265;456;Age: 65 years or older;2008;;;;
266;456;Age: 65 years or older;2009;;;;
267;456;Age: 65 years or older;2010 old method;;;;
268;456;Age: 65 years or older;2010 new method;;;;
269;456;Age: 65 years or older;2012;0.0;0.0;0.0;0.0
270;456;Origin: Native Dutch background;2003;14.0;86.0;15.0;85.0
271;456;Origin: Native Dutch background;2004;14.0;86.0;14.0;86.0
272;456;Origin: Native Dutch background;2005;12.0;88.0;12.0;88.0
273;456;Origin: Native Dutch background;2006;14.0;86.0;13.0;87.0
274;456;Origin: Native Dutch background;2007;14.0;86.0;12.0;88.0
275;456;Origin: Native Dutch background;2008;14.0;86.0;14.0;86.0
276;456;Origin: Native Dutch background;2009;12.0;88.0;13.0;87.0
277;456;Origin: Native Dutch background;2010 old method;9.0;91.0;14.0;86.0
278;456;Origin: Native Dutch background;2010 new method;20.0;80.0;19.0;81.0
279;456;Origin: Native Dutch background;2012;0.0;0.0;0.0;0.0
280;456;Origin: Western foreign background ;2003;20.0;80.0;16.0;84.0
281;456;Origin: Western foreign background ;2004;16.0;84.0;19.0;81.0
282;456;Origin: Western foreign background ;2005;;;;
283;456;Origin: Western foreign background ;2006;;;;
284;456;Origin: Western foreign background ;2007;;;;
285;456;Origin: Western foreign background ;2008;;;;
286;456;Origin: Western foreign background ;2009;;;;
287;456;Origin: Western foreign background ;2010 old method;;;;
288;456;Origin: Western foreign background ;2010 new method;;;;
289;456;Origin: Western foreign background ;2012;0.0;0.0;0.0;0.0
290;456;Origin: Non-western foreign background;2003;38.0;62.0;23.0;77.0
291;456;Origin: Non-western foreign background;2004;25.0;75.0;21.0;79.0
292;456;Origin: Non-western foreign background;2005;;;;
293;456;Origin: Non-western foreign background;2006;;;;
294;456;Origin: Non-western foreign background;2007;;;;
295;456;Origin: Non-western foreign background;2008;;;;
296;456;Origin: Non-western foreign background;2009;;;;
297;456;Origin: Non-western foreign background;2010 old method;;;;
298;456;Origin: Non-western foreign background;2010 new method;;;;
299;456;Origin: Non-western foreign background;2012;0.0;0.0;0.0;0.0
300;789;Total population;2003;17.0;83.0;16.0;84.0
301;789;Total population;2004;20.0;80.0;19.0;81.0
302;789;Total population;2005;23.0;77.0;24.0;76.0
303;789;Total population;2006;15.0;85.0;17.0;83.0
304;789;Total population;2007;20.0;80.0;15.0;85.0
305;789;Total population;2008;19.0;81.0;20.0;80.0
306;789;Total population;2009;15.0;85.0;17.0;83.0
307;789;Total population;2010 old method;17.0;83.0;17.0;83.0
308;789;Total population;2010 new method;19.0;81.0;17.0;83.0
309;789;Total population;2012;21.0;79.0;24.0;76.0
310;789;Gender: male;2003;17.0;83.0;16.0;84.0
311;789;Gender: male;2004;19.0;81.0;15.0;85.0
312;789;Gender: male;2005;24.0;76.0;21.0;79.0
313;789;Gender: male;2006;14.0;86.0;20.0;80.0
314;789;Gender: male;2007;20.0;80.0;15.0;85.0
315;789;Gender: male;2008;19.0;81.0;21.0;79.0
316;789;Gender: male;2009;10.0;90.0;16.0;84.0
317;789;Gender: male;2010 old method;;;;
318;789;Gender: male;2010 new method;;;;
319;789;Gender: male;2012;21.0;79.0;23.0;77.0
320;789;Gender: female;2003;18.0;82.0;16.0;84.0
321;789;Gender: female;2004;22.0;78.0;26.0;74.0
322;789;Gender: female;2005;;;;
323;789;Gender: female;2006;;;;
324;789;Gender: female;2007;;;;
325;789;Gender: female;2008;19.0;81.0;19.0;81.0
326;789;Gender: female;2009;;;;
327;789;Gender: female;2010 old method;;;;
328;789;Gender: female;2010 new method;;;;
329;789;Gender: female;2012;;;;
330;789;Age: 18 to 35 years;2003;15.0;85.0;11.0;89.0
331;789;Age: 18 to 35 years;2004;13.0;87.0;15.0;85.0
332;789;Age: 18 to 35 years;2005;;;;
333;789;Age: 18 to 35 years;2006;;;;
334;789;Age: 18 to 35 years;2007;;;;
335;789;Age: 18 to 35 years;2008;;;;
336;789;Age: 18 to 35 years;2009;;;;
337;789;Age: 18 to 35 years;2010 old method;;;;
338;789;Age: 18 to 35 years;2010 new method;;;;
339;789;Age: 18 to 35 years;2012;;;;
340;789;Age: 35 to 50 years;2003;18.0;82.0;16.0;84.0
341;789;Age: 35 to 50 years;2004;20.0;80.0;24.0;76.0
342;789;Age: 35 to 50 years;2005;;;;
343;789;Age: 35 to 50 years;2006;;;;
344;789;Age: 35 to 50 years;2007;;;;
345;789;Age: 35 to 50 years;2008;;;;
346;789;Age: 35 to 50 years;2009;;;;
347;789;Age: 35 to 50 years;2010 old method;;;;
348;789;Age: 35 to 50 years;2010 new method;;;;
349;789;Age: 35 to 50 years;2012;;;;
350;789;Age: 50 to 65 years;2003;17.0;83.0;22.0;78.0
351;789;Age: 50 to 65 years;2004;24.0;76.0;18.0;82.0
352;789;Age: 50 to 65 years;2005;;;;
353;789;Age: 50 to 65 years;2006;;;;
354;789;Age: 50 to 65 years;2007;;;;
355;789;Age: 50 to 65 years;2008;;;;
356;789;Age: 50 to 65 years;2009;;;;
357;789;Age: 50 to 65 years;2010 old method;;;;
358;789;Age: 50 to 65 years;2010 new method;;;;
359;789;Age: 50 to 65 years;2012;;;;
360;789;Age: 65 years or older;2003;;;;
361;789;Age: 65 years or older;2004;;;;
362;789;Age: 65 years or older;2005;;;;
363;789;Age: 65 years or older;2006;;;;
364;789;Age: 65 years or older;2007;;;;
365;789;Age: 65 years or older;2008;;;;
366;789;Age: 65 years or older;2009;;;;
367;789;Age: 65 years or older;2010 old method;;;;
368;789;Age: 65 years or older;2010 new method;;;;
369;789;Age: 65 years or older;2012;;;;
370;789;Origin: Native Dutch background;2003;15.0;85.0;14.0;86.0
371;789;Origin: Native Dutch background;2004;19.0;81.0;17.0;83.0
372;789;Origin: Native Dutch background;2005;19.0;81.0;21.0;79.0
373;789;Origin: Native Dutch background;2006;13.0;87.0;13.0;87.0
374;789;Origin: Native Dutch background;2007;18.0;82.0;18.0;82.0
375;789;Origin: Native Dutch background;2008;16.0;84.0;20.0;80.0
376;789;Origin: Native Dutch background;2009;12.0;88.0;17.0;83.0
377;789;Origin: Native Dutch background;2010 old method;;;;
378;789;Origin: Native Dutch background;2010 new method;16.0;84.0;16.0;84.0
379;789;Origin: Native Dutch background;2012;22.0;78.0;23.0;77.0
380;789;Origin: Western foreign background ;2003;;;;
381;789;Origin: Western foreign background ;2004;;;;
382;789;Origin: Western foreign background ;2005;;;;
383;789;Origin: Western foreign background ;2006;;;;
384;789;Origin: Western foreign background ;2007;;;;
385;789;Origin: Western foreign background ;2008;;;;
386;789;Origin: Western foreign background ;2009;;;;
387;789;Origin: Western foreign background ;2010 old method;;;;
388;789;Origin: Western foreign background ;2010 new method;;;;
389;789;Origin: Western foreign background ;2012;;;;
390;789;Origin: Non-western foreign background;2003;27.0;73.0;21.0;79.0
391;789;Origin: Non-western foreign background;2004;;;;
392;789;Origin: Non-western foreign background;2005;;;;
393;789;Origin: Non-western foreign background;2006;;;;
394;789;Origin: Non-western foreign background;2007;;;;
395;789;Origin: Non-western foreign background;2008;;;;
396;789;Origin: Non-western foreign background;2009;;;;
397;789;Origin: Non-western foreign background;2010 old method;;;;
398;789;Origin: Non-western foreign background;2010 new method;;;;
399;789;Origin: Non-western foreign background;2012;;;;
400;234;Total population;2003;27.0;73.0;27.0;73.0
401;234;Total population;2004;24.0;76.0;25.0;75.0
402;234;Total population;2005;21.0;79.0;17.0;83.0
403;234;Total population;2006;23.0;77.0;27.0;73.0
404;234;Total population;2007;24.0;76.0;24.0;76.0
405;234;Total population;2008;27.0;73.0;29.0;71.0
406;234;Total population;2009;22.0;78.0;23.0;77.0
407;234;Total population;2010 old method;;;;
408;234;Total population;2010 new method;;;;
409;234;Total population;2012;;;;
410;234;Gender: male;2003;26.0;74.0;27.0;73.0
411;234;Gender: male;2004;20.0;80.0;25.0;75.0
412;234;Gender: male;2005;;;;
413;234;Gender: male;2006;;;;
414;234;Gender: male;2007;;;;
415;234;Gender: male;2008;;;;
416;234;Gender: male;2009;;;;
417;234;Gender: male;2010 old method;;;;
418;234;Gender: male;2010 new method;;;;
419;234;Gender: male;2012;;;;
420;234;Gender: female;2003;29.0;71.0;27.0;73.0
421;234;Gender: female;2004;32.0;68.0;25.0;75.0
422;234;Gender: female;2005;;;;
423;234;Gender: female;2006;;;;
424;234;Gender: female;2007;;;;
425;234;Gender: female;2008;;;;
426;234;Gender: female;2009;;;;
427;234;Gender: female;2010 old method;;;;
428;234;Gender: female;2010 new method;;;;
429;234;Gender: female;2012;;;;
430;234;Age: 18 to 35 years;2003;21.0;79.0;25.0;75.0
431;234;Age: 18 to 35 years;2004;;;;
432;234;Age: 18 to 35 years;2005;;;;
433;234;Age: 18 to 35 years;2006;;;;
434;234;Age: 18 to 35 years;2007;;;;
435;234;Age: 18 to 35 years;2008;;;;
436;234;Age: 18 to 35 years;2009;;;;
437;234;Age: 18 to 35 years;2010 old method;;;;
438;234;Age: 18 to 35 years;2010 new method;;;;
439;234;Age: 18 to 35 years;2012;;;;
440;234;Age: 35 to 50 years;2003;34.0;66.0;35.0;65.0
441;234;Age: 35 to 50 years;2004;;;;
442;234;Age: 35 to 50 years;2005;;;;
443;234;Age: 35 to 50 years;2006;;;;
444;234;Age: 35 to 50 years;2007;;;;
445;234;Age: 35 to 50 years;2008;;;;
446;234;Age: 35 to 50 years;2009;;;;
447;234;Age: 35 to 50 years;2010 old method;;;;
448;234;Age: 35 to 50 years;2010 new method;;;;
449;234;Age: 35 to 50 years;2012;;;;
450;234;Age: 50 to 65 years;2003;26.0;74.0;23.0;77.0
451;234;Age: 50 to 65 years;2004;;;;
452;234;Age: 50 to 65 years;2005;;;;
453;234;Age: 50 to 65 years;2006;;;;
454;234;Age: 50 to 65 years;2007;;;;
455;234;Age: 50 to 65 years;2008;;;;
456;234;Age: 50 to 65 years;2009;;;;
457;234;Age: 50 to 65 years;2010 old method;;;;
458;234;Age: 50 to 65 years;2010 new method;;;;
459;234;Age: 50 to 65 years;2012;;;;
460;234;Age: 65 years or older;2003;;;;
461;234;Age: 65 years or older;2004;;;;
462;234;Age: 65 years or older;2005;;;;
463;234;Age: 65 years or older;2006;;;;
464;234;Age: 65 years or older;2007;;;;
465;234;Age: 65 years or older;2008;;;;
466;234;Age: 65 years or older;2009;;;;
467;234;Age: 65 years or older;2010 old method;;;;
468;234;Age: 65 years or older;2010 new method;;;;
469;234;Age: 65 years or older;2012;;;;
