ID;Inkomensgroepen;KenmerkenVanHetHuishouden;Perioden;Aantal_1;Aandeel_2;AantalPersonen_3;Totaal_4;Aandeel_5;Gemiddeld_6;k_25ePercentiel_7;k_50ePercentielMediaan_8;k_75ePercentiel_9
55;1;24;2014;1034;13.8;1.0;60.9;5.1;59.0;0.0;2.0;25.0
56;1;25;2002;160;2.3;1.0;18.7;2.0;117.0;6.0;19.0;134.0
57;1;25;2003;164;2.4;1.0;21.1;2.2;129.0;6.0;21.0;169.0
58;1;25;2004;167;2.4;1.0;23.8;2.4;142.0;5.0;22.0;182.0
59;1;25;2005;172;2.5;1.0;26.4;2.5;153.0;5.0;23.0;208.0
60;1;25;2006;179;2.5;1.0;29.9;2.7;167.0;4.0;23.0;220.0
61;1;25;2007;185;2.6;1.0;33.6;2.7;182.0;4.0;25.0;229.0
62;1;25;2008;191;2.7;1.0;34.9;2.7;182.0;5.0;31.0;259.0
63;1;25;2009;198;2.7;1.0;37.7;3.0;190.0;6.0;38.0;266.0
64;1;25;2010;209;2.9;1.0;42.5;3.5;203.0;6.0;37.0;251.0
65;1;25;2011 voor methodewijziging;210;2.9;1.0;42.0;3.6;200.0;7.0;47.0;254.0
66;1;25;2011 na methodewijziging;213;2.9;1.0;42.3;3.6;198.0;7.0;44.0;245.0
67;1;25;2012;227;3.1;1.0;44.5;3.8;196.0;6.0;47.0;241.0
68;1;25;2013;240;3.2;1.0;44.8;4.1;187.0;4.0;46.0;221.0
69;1;25;2014;247;3.3;1.0;48.8;4.1;198.0;4.0;48.0;222.0
70;1;26;2002;1260;18.4;1.0;96.1;10.5;76.0;2.0;10.0;49.0
71;1;26;2003;1276;18.4;1.0;108.6;11.1;85.0;2.0;10.0;66.0
72;1;26;2004;1279;18.4;1.0;116.4;11.9;91.0;1.0;10.0;67.0
73;1;26;2005;1296;18.5;1.0;126.2;12.1;97.0;1.0;11.0;83.0
74;1;26;2006;1331;18.8;1.0;131.1;11.8;99.0;1.0;12.0;85.0
75;1;26;2007;1347;19.0;1.0;146.7;12.0;109.0;1.0;13.0;95.0
76;1;26;2008;1362;19.0;1.0;154.6;11.9;114.0;2.0;13.0;109.0
77;1;26;2009;1378;19.0;1.0;148.2;11.9;108.0;1.0;13.0;107.0
78;1;26;2010;1395;19.1;1.0;146.9;12.1;105.0;1.0;12.0;103.0
79;1;26;2011 voor methodewijziging;1399;19.1;1.0;146.3;12.5;105.0;1.0;12.0;103.0
80;1;26;2011 na methodewijziging;1394;19.0;1.0;147.8;12.4;106.0;1.0;12.0;105.0
81;1;26;2012;1416;19.1;1.0;146.1;12.4;103.0;1.0;11.0;102.0
82;1;26;2013;1433;19.2;1.0;138.5;12.8;97.0;1.0;9.0;91.0
83;1;26;2014;1429;19.1;1.0;142.1;11.9;99.0;1.0;9.0;93.0
84;1;27;2002;696;10.1;1.0;33.8;3.7;49.0;1.0;5.0;26.0
85;1;27;2003;707;10.2;1.0;37.4;3.8;53.0;1.0;5.0;32.0
86;1;27;2004;708;10.2;1.0;43.5;4.4;62.0;0.0;4.0;28.0
87;1;27;2005;720;10.3;1.0;47.6;4.5;66.0;0.0;4.0;38.0
88;1;27;2006;746;10.6;1.0;45.5;4.1;61.0;1.0;4.0;41.0
89;1;27;2007;758;10.7;1.0;54.4;4.4;72.0;1.0;5.0;48.0
90;1;27;2008;768;10.7;1.0;57.3;4.4;75.0;1.0;5.0;51.0
91;1;27;2009;778;10.7;1.0;53.2;4.3;68.0;1.0;5.0;45.0
92;1;27;2010;786;10.8;1.0;51.1;4.2;65.0;0.0;5.0;38.0
93;1;27;2011 voor methodewijziging;792;10.8;1.0;51.1;4.4;65.0;0.0;4.0;36.0
94;1;27;2011 na methodewijziging;785;10.7;1.0;47.9;4.0;61.0;0.0;4.0;33.0
95;1;27;2012;792;10.7;1.0;44.6;3.8;56.0;0.0;4.0;30.0
96;1;27;2013;794;10.6;1.0;39.1;3.6;49.0;0.0;2.0;24.0
97;1;27;2014;793;10.6;1.0;40.6;3.4;51.0;0.0;3.0;24.0
98;1;28;2002;564;8.2;1.0;62.4;6.8;111.0;5.0;18.0;107.0
99;1;28;2003;569;8.2;1.0;71.2;7.3;125.0;5.0;19.0;144.0
100;1;28;2004;571;8.2;1.0;72.8;7.4;128.0;5.0;20.0;154.0
101;1;28;2005;576;8.2;1.0;78.6;7.5;136.0;5.0;22.0;169.0
102;1;28;2006;585;8.3;1.0;85.7;7.7;146.0;5.0;22.0;181.0
103;1;28;2007;589;8.3;1.0;92.3;7.5;157.0;5.0;23.0;201.0
104;1;28;2008;594;8.3;1.0;97.4;7.5;164.0;6.0;23.0;218.0
105;1;28;2009;599;8.3;1.0;95.0;7.6;158.0;6.0;24.0;225.0
106;1;28;2010;609;8.3;1.0;95.8;7.9;157.0;6.0;24.0;215.0
107;1;28;2011 voor methodewijziging;607;8.3;1.0;95.1;8.1;157.0;7.0;24.0;218.0
108;1;28;2011 na methodewijziging;609;8.3;1.0;99.9;8.4;164.0;7.0;26.0;216.0
109;1;28;2012;624;8.4;1.0;101.5;8.6;163.0;6.0;29.0;213.0
110;1;28;2013;638;8.6;1.0;99.5;9.2;156.0;4.0;30.0;195.0
111;1;28;2014;637;8.5;1.0;101.5;8.5;159.0;4.0;31.0;196.0
112;1;29;2002;4574;66.7;3.0;754.3;82.5;165.0;9.0;73.0;196.0
113;1;29;2003;4594;66.4;2.9;796.1;81.5;173.0;8.0;81.0;214.0
114;1;29;2004;4607;66.3;2.9;792.8;80.8;172.0;7.0;80.0;214.0
115;1;29;2005;4622;66.1;2.9;842.6;80.5;182.0;7.0;84.0;226.0
116;1;29;2006;4626;65.5;2.9;894.0;80.3;193.0;7.0;86.0;239.0
117;1;29;2007;4636;65.2;2.9;978.0;79.9;211.0;8.0;94.0;255.0
118;1;29;2008;4655;65.0;2.9;1050.0;80.8;226.0;9.0;101.0;269.0
119;1;29;2009;4681;64.6;2.9;995.0;79.7;213.0;7.0;92.0;261.0
120;1;29;2010;4704;64.4;2.9;958.1;79.0;204.0;4.0;75.0;244.0
121;1;29;2011 voor methodewijziging;4721;64.3;2.9;917.9;78.6;194.0;3.0;66.0;233.0
122;1;29;2011 na methodewijziging;4720;64.3;2.9;937.4;78.7;199.0;3.0;67.0;234.0
123;1;29;2012;4736;64.0;2.9;927.4;78.6;196.0;2.0;62.0;230.0
124;1;29;2013;4752;63.7;2.9;847.6;78.1;178.0;1.0;43.0;201.0
125;1;29;2014;4771;63.8;2.9;937.7;78.8;197.0;1.0;42.0;202.0
126;1;30;2002;3968;57.8;3.0;689.4;75.4;174.0;13.0;85.0;205.0
127;1;30;2003;3966;57.3;2.9;727.3;74.5;183.0;13.0;95.0;224.0
128;1;30;2004;3962;57.0;2.9;719.4;73.4;182.0;12.0;94.0;224.0
129;1;30;2005;3970;56.8;2.9;762.7;72.9;192.0;12.0;100.0;236.0
130;1;30;2006;3971;56.2;2.9;811.5;72.9;204.0;12.0;102.0;250.0
131;1;30;2007;3969;55.8;2.9;889.9;72.7;224.0;14.0;112.0;268.0
132;1;30;2008;3983;55.6;2.9;954.8;73.5;240.0;15.0;120.0;284.0
133;1;30;2009;3998;55.2;2.9;898.7;72.0;225.0;12.0;111.0;277.0
134;1;30;2010;4002;54.8;2.9;863.2;71.1;216.0;7.0;94.0;259.0
135;1;30;2011 voor methodewijziging;4107;56.0;2.9;841.1;72.0;205.0;5.0;81.0;245.0
136;1;30;2011 na methodewijziging;4106;56.0;2.9;857.1;72.0;209.0;5.0;82.0;246.0
137;1;30;2012;4109;55.5;2.9;850.1;72.0;207.0;4.0;77.0;243.0
138;1;30;2013;4116;55.2;2.9;777.3;71.6;189.0;1.0;55.0;214.0
139;1;30;2014;4122;55.1;2.9;861.6;72.4;209.0;1.0;55.0;216.0
140;1;31;2002;1983;28.9;2.0;352.3;38.5;178.0;11.0;66.0;207.0
141;1;31;2003;1984;28.7;2.0;375.1;38.4;189.0;11.0;78.0;229.0
142;1;31;2004;1990;28.6;2.0;375.4;38.3;189.0;10.0;80.0;234.0
143;1;31;2005;2001;28.6;2.0;409.8;39.1;205.0;11.0;89.0;249.0
144;1;31;2006;2019;28.6;2.0;438.6;39.4;217.0;11.0;96.0;265.0
145;1;31;2007;2034;28.6;2.0;501.8;41.0;247.0;12.0;108.0;287.0
146;1;31;2008;2057;28.7;2.0;537.2;41.3;261.0;14.0;120.0;306.0
147;1;31;2009;2070;28.6;2.0;506.9;40.6;245.0;12.0;115.0;302.0
148;1;31;2010;2083;28.5;2.0;500.3;41.2;240.0;9.0;105.0;287.0
149;1;31;2011 voor methodewijziging;2114;28.8;2.0;490.1;41.9;232.0;8.0;96.0;271.0
150;1;31;2011 na methodewijziging;2107;28.7;2.0;490.0;41.1;233.0;8.0;97.0;274.0
151;1;31;2012;2113;28.5;2.0;488.9;41.4;231.0;8.0;96.0;274.0
152;1;31;2013;2124;28.5;2.0;462.1;42.6;218.0;4.0;80.0;248.0
153;1;31;2014;2138;28.6;2.0;502.7;42.3;235.0;5.0;82.0;250.0
154;1;32;2002;1366;19.9;2.0;223.4;24.4;164.0;8.0;65.0;188.0
155;1;32;2003;1359;19.6;2.0;232.5;23.8;171.0;8.0;73.0;206.0
156;1;32;2004;1352;19.5;2.0;230.5;23.5;171.0;7.0;75.0;207.0
157;1;32;2005;1346;19.3;2.0;247.5;23.6;184.0;7.0;80.0;220.0
158;1;32;2006;1348;19.1;2.0;256.1;23.0;190.0;7.0;81.0;231.0
159;1;32;2007;1346;18.9;2.0;296.8;24.3;220.0;8.0;90.0;248.0
160;1;32;2008;1350;18.8;2.0;306.8;23.6;227.0;9.0;94.0;260.0
161;1;32;2009;1339;18.5;2.0;279.7;22.4;209.0;6.0;83.0;250.0
162;1;32;2010;1327;18.2;2.0;261.8;21.6;197.0;3.0;67.0;231.0
163;1;32;2011 voor methodewijziging;1333;18.2;2.0;246.9;21.1;185.0;2.0;57.0;218.0
164;1;32;2011 na methodewijziging;1331;18.1;2.0;248.8;20.9;187.0;2.0;60.0;220.0
165;1;32;2012;1292;17.4;2.0;233.2;19.8;180.0;2.0;54.0;213.0
166;1;32;2013;1265;17.0;2.0;202.6;18.7;160.0;1.0;35.0;181.0
167;1;32;2014;1255;16.8;2.0;221.5;18.6;176.0;1.0;36.0;181.0
168;1;33;2002;617;9.0;2.0;128.9;14.1;209.0;15.0;67.0;250.0
169;1;33;2003;625;9.0;2.0;142.6;14.6;228.0;16.0;97.0;285.0
170;1;33;2004;638;9.2;2.0;144.9;14.8;227.0;16.0;103.0;291.0
171;1;33;2005;654;9.4;2.0;162.3;15.5;248.0;18.0;123.0;308.0
172;1;33;2006;671;9.5;2.0;182.5;16.4;272.0;19.0;142.0;331.0
173;1;33;2007;688;9.7;2.0;205.0;16.8;298.0;21.0;163.0;359.0
174;1;33;2008;707;9.9;2.0;230.4;17.7;326.0;26.0;187.0;387.0
175;1;33;2009;731;10.1;2.0;227.2;18.2;311.0;28.0;188.0;382.0
176;1;33;2010;755;10.3;2.0;238.5;19.7;316.0;31.0;187.0;371.0
177;1;33;2011 voor methodewijziging;781;10.6;2.0;243.2;20.8;311.0;32.0;179.0;355.0
178;1;33;2011 na methodewijziging;776;10.6;2.0;241.2;20.2;311.0;30.0;179.0;355.0
179;1;33;2012;821;11.1;2.0;255.7;21.7;311.0;32.0;179.0;356.0
180;1;33;2013;859;11.5;2.0;259.5;23.9;302.0;28.0;162.0;332.0
181;1;33;2014;883;11.8;2.0;281.2;23.6;319.0;28.0;162.0;332.0
182;1;34;2002;1340;19.5;3.9;197.0;21.6;147.0;13.0;86.0;180.0
183;1;34;2003;1347;19.5;3.9;206.0;21.1;153.0;13.0;93.0;193.0
184;1;34;2004;1347;19.4;3.9;206.1;21.0;153.0;11.0;89.0;190.0
185;1;34;2005;1346;19.3;3.9;205.3;19.6;153.0;10.0;91.0;198.0
186;1;34;2006;1344;19.0;3.9;220.7;19.8;164.0;9.0;90.0;209.0
187;1;34;2007;1333;18.8;3.9;228.8;18.7;172.0;11.0;94.0;219.0
188;1;34;2008;1333;18.6;3.9;247.4;19.0;186.0;12.0;99.0;228.0
189;1;34;2009;1326;18.3;3.9;227.6;18.2;172.0;7.0;84.0;216.0
190;1;34;2010;1321;18.1;3.9;205.5;16.9;156.0;2.0;62.0;193.0
191;1;34;2011 voor methodewijziging;1345;18.3;3.9;188.3;16.1;140.0;0.0;46.0;174.0
192;1;34;2011 na methodewijziging;1352;18.4;3.9;201.9;17.0;149.0;0.0;46.0;175.0
193;1;34;2012;1341;18.1;3.9;194.1;16.4;145.0;0.0;37.0;166.0
194;1;34;2013;1329;17.8;3.9;160.1;14.8;120.0;-23.0;13.0;129.0
195;1;34;2014;1318;17.6;3.9;185.3;15.6;141.0;-22.0;12.0;128.0
196;1;35;2002;645;9.4;3.8;140.1;15.3;217.0;29.0;131.0;258.0
197;1;35;2003;635;9.2;3.8;146.2;15.0;230.0;30.0;141.0;276.0
198;1;35;2004;625;9.0;3.8;137.9;14.1;221.0;28.0;142.0;277.0
199;1;35;2005;623;8.9;3.8;147.6;14.1;237.0;30.0;148.0;288.0
200;1;35;2006;608;8.6;3.8;152.2;13.7;250.0;27.0;152.0;305.0
201;1;35;2007;601;8.5;3.8;159.3;13.0;265.0;33.0;166.0;324.0
202;1;35;2008;594;8.3;3.8;170.1;13.1;287.0;40.0;177.0;345.0
203;1;35;2009;602;8.3;3.8;164.2;13.2;273.0;33.0;167.0;332.0
204;1;35;2010;598;8.2;3.8;157.5;13.0;263.0;24.0;148.0;308.0
205;1;35;2011 voor methodewijziging;648;8.8;3.8;162.7;13.9;251.0;17.0;135.0;295.0
206;1;35;2011 na methodewijziging;647;8.8;3.8;165.1;13.9;255.0;18.0;137.0;296.0
207;1;35;2012;655;8.8;3.8;167.1;14.2;255.0;15.0;130.0;292.0
208;1;35;2013;663;8.9;3.8;155.0;14.3;234.0;7.0;103.0;258.0
209;1;35;2014;666;8.9;3.8;173.7;14.6;261.0;6.0;102.0;261.0
210;1;36;2002;409;6.0;2.5;31.8;3.5;78.0;0.0;4.0;69.0
211;1;36;2003;425;6.1;2.5;32.6;3.3;77.0;0.0;4.0;74.0
212;1;36;2004;437;6.3;2.5;37.0;3.8;85.0;0.0;4.0;84.0
213;1;36;2005;439;6.3;2.5;41.2;3.9;94.0;0.0;5.0;88.0
214;1;36;2006;437;6.2;2.5;43.2;3.9;99.0;0.0;5.0;87.0
215;1;36;2007;445;6.3;2.5;42.5;3.5;96.0;0.0;5.0;98.0
216;1;36;2008;449;6.3;2.5;46.9;3.6;104.0;1.0;7.0;107.0
217;1;36;2009;463;6.4;2.5;49.1;3.9;106.0;1.0;6.0;100.0
218;1;36;2010;475;6.5;2.5;45.8;3.8;96.0;1.0;6.0;89.0
219;1;36;2011 voor methodewijziging;475;6.5;2.5;42.2;3.6;89.0;0.0;5.0;86.0
220;1;36;2011 na methodewijziging;477;6.5;2.5;46.6;3.9;98.0;0.0;5.0;86.0
221;1;36;2012;491;6.6;2.5;45.5;3.9;93.0;0.0;5.0;79.0
222;1;36;2013;502;6.7;2.5;41.0;3.8;82.0;0.0;4.0;62.0
223;1;36;2014;517;6.9;2.5;44.8;3.8;87.0;0.0;3.0;62.0
224;1;37;2002;230;3.4;2.6;9.0;1.0;39.0;0.0;1.0;15.0
225;1;37;2003;238;3.4;2.6;10.8;1.1;45.0;0.0;1.0;15.0
226;1;37;2004;242;3.5;2.6;11.4;1.2;47.0;0.0;2.0;21.0
227;1;37;2005;246;3.5;2.6;12.0;1.1;49.0;0.0;2.0;23.0
228;1;37;2006;247;3.5;2.6;12.6;1.1;51.0;0.0;2.0;26.0
229;1;37;2007;249;3.5;2.6;14.4;1.2;58.0;0.0;2.0;37.0
230;1;37;2008;255;3.6;2.6;16.0;1.2;63.0;0.0;3.0;48.0
231;1;37;2009;261;3.6;2.6;16.0;1.3;61.0;0.0;3.0;46.0
232;1;37;2010;267;3.7;2.5;14.9;1.2;56.0;0.0;3.0;40.0
233;1;37;2011 voor methodewijziging;259;3.5;2.6;12.8;1.1;49.0;0.0;2.0;37.0
234;1;37;2011 na methodewijziging;259;3.5;2.5;14.9;1.3;58.0;0.0;2.0;34.0
235;1;37;2012;267;3.6;2.5;14.2;1.2;53.0;0.0;2.0;30.0
236;1;37;2013;273;3.7;2.5;11.9;1.1;44.0;0.0;2.0;21.0
237;1;37;2014;281;3.8;2.5;13.5;1.1;48.0;0.0;2.0;21.0
238;1;38;2002;178;2.6;2.4;22.8;2.5;128.0;3.0;21.0;165.0
239;1;38;2003;187;2.7;2.4;21.9;2.2;117.0;2.0;21.0;164.0
240;1;38;2004;195;2.8;2.4;25.5;2.6;131.0;1.0;19.0;167.0
241;1;38;2005;193;2.8;2.5;29.1;2.8;151.0;2.0;23.0;185.0
242;1;38;2006;190;2.7;2.5;30.6;2.8;161.0;1.0;21.0;179.0
243;1;38;2007;195;2.7;2.5;28.1;2.3;144.0;1.0;22.0;183.0
244;1;38;2008;195;2.7;2.5;30.9;2.4;159.0;2.0;23.0;204.0
245;1;38;2009;202;2.8;2.5;33.1;2.7;164.0;1.0;18.0;189.0
246;1;38;2010;208;2.9;2.5;30.8;2.5;148.0;1.0;18.0;169.0
247;1;38;2011 voor methodewijziging;216;2.9;2.5;29.4;2.5;136.0;1.0;16.0;166.0
248;1;38;2011 na methodewijziging;217;3.0;2.5;31.7;2.7;146.0;1.0;17.0;161.0
249;1;38;2012;225;3.0;2.5;31.4;2.7;140.0;1.0;16.0;152.0
250;1;38;2013;229;3.1;2.5;29.0;2.7;127.0;1.0;11.0;129.0
251;1;38;2014;236;3.2;2.5;31.3;2.6;132.0;1.0;11.0;126.0
252;1;39;2002;198;2.9;3.8;33.1;3.6;168.0;2.0;32.0;197.0
253;1;39;2003;203;2.9;3.8;36.2;3.7;178.0;2.0;30.0;212.0
254;1;39;2004;207;3.0;3.8;36.5;3.7;176.0;1.0;29.0;215.0
255;1;39;2005;213;3.0;3.8;38.7;3.7;182.0;1.0;28.0;223.0
256;1;39;2006;218;3.1;3.8;39.3;3.5;180.0;1.0;25.0;224.0
257;1;39;2007;222;3.1;3.8;45.6;3.7;205.0;2.0;27.0;235.0
258;1;39;2008;222;3.1;3.8;48.3;3.7;217.0;2.0;29.0;242.0
259;1;39;2009;221;3.0;3.8;47.3;3.8;214.0;1.0;28.0;237.0
260;1;39;2010;227;3.1;3.7;49.1;4.0;216.0;1.0;22.0;211.0
261;1;39;2011 voor methodewijziging;139;1.9;3.9;34.7;3.0;250.0;1.0;30.0;277.0
262;1;39;2011 na methodewijziging;137;1.9;3.9;33.7;2.8;245.0;1.0;35.0;287.0
263;1;39;2012;136;1.8;3.9;31.8;2.7;234.0;1.0;31.0;275.0
264;1;39;2013;134;1.8;3.9;29.3;2.7;219.0;1.0;21.0;239.0
265;1;39;2014;131;1.8;3.9;31.3;2.6;238.0;1.0;22.0;239.0
266;1;42;2002;1530;22.3;1.6;257.4;28.2;168.0;9.0;29.0;207.0
267;1;42;2003;1547;22.4;1.6;286.3;29.3;185.0;9.0;36.0;237.0
268;1;42;2004;1567;22.6;1.6;293.4;29.9;187.0;9.0;39.0;245.0
269;1;42;2005;1595;22.8;1.6;322.8;30.8;202.0;9.0;45.0;262.0
270;1;42;2006;1629;23.1;1.6;359.8;32.3;221.0;10.0;56.0;279.0
271;1;42;2007;1656;23.3;1.6;395.4;32.3;239.0;10.0;67.0;299.0
272;1;42;2008;1689;23.6;1.6;434.1;33.4;257.0;11.0;93.0;328.0
273;1;42;2009;1728;23.9;1.6;430.9;34.5;249.0;12.0;107.0;326.0
274;1;42;2010;1775;24.3;1.6;447.3;36.9;252.0;12.0;107.0;313.0
275;1;42;2011 voor methodewijziging;1807;24.6;1.6;449.0;38.4;248.0;14.0;107.0;304.0
276;1;42;2011 na methodewijziging;1807;24.6;1.6;455.0;38.2;252.0;14.0;107.0;304.0
277;1;42;2012;1890;25.5;1.6;474.7;40.2;251.0;13.0;111.0;302.0
278;1;42;2013;1962;26.3;1.6;474.3;43.7;242.0;10.0;102.0;279.0
279;1;42;2014;1998;26.7;1.7;507.9;42.7;254.0;10.0;105.0;279.0
280;1;43;2002;724;10.5;1.0;81.0;8.9;112.0;5.0;19.0;113.0
281;1;43;2003;733;10.6;1.0;92.4;9.5;126.0;5.0;20.0;151.0
282;1;43;2004;738;10.6;1.0;96.6;9.8;131.0;5.0;21.0;159.0
283;1;43;2005;748;10.7;1.0;104.9;10.0;140.0;5.0;22.0;179.0
284;1;43;2006;764;10.8;1.0;115.5;10.4;151.0;5.0;23.0;191.0
285;1;43;2007;774;10.9;1.0;125.9;10.3;163.0;5.0;23.0;208.0
286;1;43;2008;786;11.0;1.0;132.3;10.2;168.0;6.0;23.0;229.0
287;1;43;2009;798;11.0;1.0;132.7;10.6;166.0;6.0;24.0;235.0
288;1;43;2010;818;11.2;1.0;138.3;11.4;169.0;6.0;24.0;224.0
289;1;43;2011 voor methodewijziging;818;11.1;1.0;137.2;11.7;168.0;7.0;27.0;226.0
290;1;43;2011 na methodewijziging;823;11.2;1.0;142.2;11.9;173.0;7.0;30.0;223.0
291;1;43;2012;851;11.5;1.0;146.0;12.4;172.0;6.0;32.0;221.0
292;1;43;2013;878;11.8;1.0;144.3;13.3;164.0;4.0;33.0;202.0
293;1;43;2014;883;11.8;1.0;150.3;12.6;170.0;4.0;34.0;202.0
294;1;44;2002;160;2.3;1.0;18.7;2.0;117.0;6.0;19.0;134.0
295;1;44;2003;164;2.4;1.0;21.1;2.2;129.0;6.0;21.0;169.0
296;1;44;2004;167;2.4;1.0;23.8;2.4;142.0;5.0;22.0;182.0
297;1;44;2005;172;2.5;1.0;26.4;2.5;153.0;5.0;23.0;208.0
298;1;44;2006;179;2.5;1.0;29.9;2.7;167.0;4.0;23.0;220.0
299;1;44;2007;185;2.6;1.0;33.6;2.7;182.0;4.0;25.0;229.0
300;1;44;2008;191;2.7;1.0;34.9;2.7;182.0;5.0;31.0;259.0
301;1;44;2009;198;2.7;1.0;37.7;3.0;190.0;6.0;38.0;266.0
302;1;44;2010;209;2.9;1.0;42.5;3.5;203.0;6.0;37.0;251.0
303;1;44;2011 voor methodewijziging;210;2.9;1.0;42.0;3.6;200.0;7.0;47.0;254.0
304;1;44;2011 na methodewijziging;213;2.9;1.0;42.3;3.6;198.0;7.0;44.0;245.0
305;1;44;2012;227;3.1;1.0;44.5;3.8;196.0;6.0;47.0;241.0
306;1;44;2013;240;3.2;1.0;44.8;4.1;187.0;4.0;46.0;221.0
