ID;RegioS;Perioden;WoningvoorraadOp31December_1
184;Oost-Nederland (LD);2001;1322564.0
185;Oost-Nederland (LD);2002;1334460.0
186;Oost-Nederland (LD);2003;1345803.0
187;Oost-Nederland (LD);2004;1358115.0
188;Oost-Nederland (LD);2005;1370747.0
189;Oost-Nederland (LD);2006;1383036.0
190;Oost-Nederland (LD);2007;1398038.0
191;Oost-Nederland (LD);2008;1416488.0
192;Oost-Nederland (LD);2009;1431956.0
193;Oost-Nederland (LD);2010;1441975.0
194;Oost-Nederland (LD);2011;1454607.0
195;West-Nederland (LD);1947;1158735.0
196;West-Nederland (LD);1948;1169660.0
197;West-Nederland (LD);1949;1188598.0
198;West-Nederland (LD);1950;1213711.0
199;West-Nederland (LD);1951;1244084.0
200;West-Nederland (LD);1952;1270995.0
201;West-Nederland (LD);1953;1295989.0
202;West-Nederland (LD);1954;1326580.0
203;West-Nederland (LD);1955;1355185.0
204;West-Nederland (LD);1956;1393204.0
205;West-Nederland (LD);1957;1432450.0
206;West-Nederland (LD);1958;1476026.0
207;West-Nederland (LD);1959;1513677.0
208;West-Nederland (LD);1960;1543455.0
209;West-Nederland (LD);1961;1579959.0
210;West-Nederland (LD);1962;1611512.0
211;West-Nederland (LD);1963;1639493.0
212;West-Nederland (LD);1964;1674503.0
213;West-Nederland (LD);1965;1717350.0
214;West-Nederland (LD);1966;1761731.0
215;West-Nederland (LD);1967;1813385.0
216;West-Nederland (LD);1968;1863712.0
217;West-Nederland (LD);1969;1914951.0
218;West-Nederland (LD);1970;1964234.0
219;West-Nederland (LD);1971;2017945.0
220;West-Nederland (LD);1972;2074227.0
221;West-Nederland (LD);1973;2128839.0
222;West-Nederland (LD);1974;2180991.0
223;West-Nederland (LD);1975;2214129.0
224;West-Nederland (LD);1976;2252912.0
225;West-Nederland (LD);1977;2294289.0
226;West-Nederland (LD);1978;2336389.0
227;West-Nederland (LD);1979;2367636.0
228;West-Nederland (LD);1980;2413379.0
229;West-Nederland (LD);1981;2460602.0
230;West-Nederland (LD);1982;2512943.0
231;West-Nederland (LD);1983;2567032.0
232;West-Nederland (LD);1984;2619794.0
233;West-Nederland (LD);1985;2662466.0
234;West-Nederland (LD);1986;2701715.0
235;West-Nederland (LD);1987;2748477.0
236;West-Nederland (LD);1988;2796258.0
237;West-Nederland (LD);1989;2842349.0
238;West-Nederland (LD);1990;2884217.0
239;West-Nederland (LD);1991;2917690.0
240;West-Nederland (LD);1992;2952941.0
241;West-Nederland (LD);1993;2984626.0
242;West-Nederland (LD);1994;3015991.0
243;West-Nederland (LD);1995;3051006.0
244;West-Nederland (LD);1996;3087006.0
245;West-Nederland (LD);1997;3120301.0
246;West-Nederland (LD);1998;3156474.0
247;West-Nederland (LD);1999;3187583.0
248;West-Nederland (LD);2000;3215915.0
249;West-Nederland (LD);2001;3244988.0
250;West-Nederland (LD);2002;3273129.0
251;West-Nederland (LD);2003;3296317.0
252;West-Nederland (LD);2004;3318444.0
253;West-Nederland (LD);2005;3345812.0
254;West-Nederland (LD);2006;3370955.0
255;West-Nederland (LD);2007;3399090.0
256;West-Nederland (LD);2008;3434986.0
257;West-Nederland (LD);2009;3468027.0
258;West-Nederland (LD);2010;3491098.0
259;West-Nederland (LD);2011;3513371.0
260;Zuid-Nederland (LD);1947;323425.0
261;Zuid-Nederland (LD);1948;336337.0
262;Zuid-Nederland (LD);1949;348659.0
263;Zuid-Nederland (LD);1950;360101.0
264;Zuid-Nederland (LD);1951;372776.0
265;Zuid-Nederland (LD);1952;384333.0
266;Zuid-Nederland (LD);1953;397909.0
267;Zuid-Nederland (LD);1954;413730.0
268;Zuid-Nederland (LD);1955;425204.0
269;Zuid-Nederland (LD);1956;440890.0
270;Zuid-Nederland (LD);1957;459773.0
271;Zuid-Nederland (LD);1958;477050.0
272;Zuid-Nederland (LD);1959;494036.0
273;Zuid-Nederland (LD);1960;507517.0
274;Zuid-Nederland (LD);1961;523733.0
275;Zuid-Nederland (LD);1962;540427.0
276;Zuid-Nederland (LD);1963;556603.0
277;Zuid-Nederland (LD);1964;580876.0
278;Zuid-Nederland (LD);1965;607921.0
279;Zuid-Nederland (LD);1966;634893.0
280;Zuid-Nederland (LD);1967;661629.0
281;Zuid-Nederland (LD);1968;686219.0
282;Zuid-Nederland (LD);1969;710604.0
283;Zuid-Nederland (LD);1970;733600.0
284;Zuid-Nederland (LD);1971;762311.0
285;Zuid-Nederland (LD);1972;798794.0
286;Zuid-Nederland (LD);1973;837821.0
287;Zuid-Nederland (LD);1974;869612.0
288;Zuid-Nederland (LD);1975;892374.0
289;Zuid-Nederland (LD);1976;916341.0
290;Zuid-Nederland (LD);1977;940157.0
291;Zuid-Nederland (LD);1978;963551.0
292;Zuid-Nederland (LD);1979;981810.0
293;Zuid-Nederland (LD);1980;1005937.0
294;Zuid-Nederland (LD);1981;1030348.0
295;Zuid-Nederland (LD);1982;1056158.0
296;Zuid-Nederland (LD);1983;1079296.0
297;Zuid-Nederland (LD);1984;1103510.0
298;Zuid-Nederland (LD);1985;1125609.0
299;Zuid-Nederland (LD);1986;1150955.0
300;Zuid-Nederland (LD);1987;1177227.0
301;Zuid-Nederland (LD);1988;1206236.0
302;Zuid-Nederland (LD);1989;1231367.0
303;Zuid-Nederland (LD);1990;1251934.0
304;Zuid-Nederland (LD);1991;1269414.0
305;Zuid-Nederland (LD);1992;1286474.0
306;Zuid-Nederland (LD);1993;1303403.0
307;Zuid-Nederland (LD);1994;1320114.0
308;Zuid-Nederland (LD);1995;1340038.0
309;Zuid-Nederland (LD);1996;1358513.0
310;Zuid-Nederland (LD);1997;1377301.0
311;Zuid-Nederland (LD);1998;1396396.0
312;Zuid-Nederland (LD);1999;1410864.0
313;Zuid-Nederland (LD);2000;1424866.0
314;Zuid-Nederland (LD);2001;1436546.0
315;Zuid-Nederland (LD);2002;1445739.0
316;Zuid-Nederland (LD);2003;1453423.0
317;Zuid-Nederland (LD);2004;1464101.0
318;Zuid-Nederland (LD);2005;1473987.0
319;Zuid-Nederland (LD);2006;1486864.0
320;Zuid-Nederland (LD);2007;1499767.0
321;Zuid-Nederland (LD);2008;1514215.0
322;Zuid-Nederland (LD);2009;1528950.0
323;Zuid-Nederland (LD);2010;1538902.0
324;Zuid-Nederland (LD);2011;1549416.0
325;Groningen (PV);1947;109496.0
326;Groningen (PV);1948;111245.0
327;Groningen (PV);1949;112746.0
328;Groningen (PV);1950;114702.0
329;Groningen (PV);1951;117449.0
330;Groningen (PV);1952;119477.0
331;Groningen (PV);1953;120792.0
332;Groningen (PV);1954;122266.0
333;Groningen (PV);1955;123635.0
334;Groningen (PV);1956;124518.0
335;Groningen (PV);1957;127555.0
336;Groningen (PV);1958;130048.0
337;Groningen (PV);1959;132088.0
338;Groningen (PV);1960;133467.0
339;Groningen (PV);1961;135463.0
340;Groningen (PV);1962;137390.0
341;Groningen (PV);1963;139962.0
342;Groningen (PV);1964;143572.0
343;Groningen (PV);1965;147639.0
344;Groningen (PV);1966;151902.0
345;Groningen (PV);1967;155259.0
346;Groningen (PV);1968;158243.0
347;Groningen (PV);1969;161661.0
348;Groningen (PV);1970;164753.0
349;Groningen (PV);1971;168980.0
350;Groningen (PV);1972;173870.0
351;Groningen (PV);1973;179446.0
352;Groningen (PV);1974;185614.0
353;Groningen (PV);1975;186621.0
354;Groningen (PV);1976;189659.0
355;Groningen (PV);1977;192854.0
356;Groningen (PV);1978;195323.0
357;Groningen (PV);1979;197694.0
358;Groningen (PV);1980;200387.0
359;Groningen (PV);1981;203983.0
360;Groningen (PV);1982;208433.0
361;Groningen (PV);1983;210833.0
362;Groningen (PV);1984;213584.0
363;Groningen (PV);1985;214827.0
364;Groningen (PV);1986;216716.0
365;Groningen (PV);1987;219139.0
366;Groningen (PV);1988;222020.0
367;Groningen (PV);1989;224810.0
368;Groningen (PV);1990;227287.0
369;Groningen (PV);1991;229357.0
370;Groningen (PV);1992;229899.0
371;Groningen (PV);1993;231624.0
372;Groningen (PV);1994;234239.0
373;Groningen (PV);1995;236527.0
374;Groningen (PV);1996;238686.0
375;Groningen (PV);1997;241254.0
376;Groningen (PV);1998;243047.0
377;Groningen (PV);1999;243943.0
378;Groningen (PV);2000;244205.0
379;Groningen (PV);2001;244881.0
380;Groningen (PV);2002;246447.0
381;Groningen (PV);2003;247233.0
382;Groningen (PV);2004;247483.0
383;Groningen (PV);2005;247735.0
384;Groningen (PV);2006;248371.0
385;Groningen (PV);2007;249584.0
386;Groningen (PV);2008;252142.0
387;Groningen (PV);2009;253984.0
388;Groningen (PV);2010;254677.0
389;Groningen (PV);2011;255957.0
390;Friesland (PV);1947;111341.0
391;Friesland (PV);1948;112869.0
392;Friesland (PV);1949;114174.0
393;Friesland (PV);1950;115623.0
394;Friesland (PV);1951;117346.0
395;Friesland (PV);1952;119141.0
396;Friesland (PV);1953;120214.0
397;Friesland (PV);1954;120940.0
398;Friesland (PV);1955;121619.0
399;Friesland (PV);1956;122323.0
400;Friesland (PV);1957;125445.0
401;Friesland (PV);1958;127590.0
402;Friesland (PV);1959;129584.0
403;Friesland (PV);1960;128981.0
404;Friesland (PV);1961;130746.0
405;Friesland (PV);1962;132169.0
406;Friesland (PV);1963;134400.0
407;Friesland (PV);1964;137919.0
408;Friesland (PV);1965;141919.0
409;Friesland (PV);1966;146154.0
410;Friesland (PV);1967;150152.0
411;Friesland (PV);1968;153890.0
412;Friesland (PV);1969;157250.0
413;Friesland (PV);1970;160733.0
414;Friesland (PV);1971;165318.0
415;Friesland (PV);1972;171769.0
416;Friesland (PV);1973;178470.0
417;Friesland (PV);1974;183989.0
418;Friesland (PV);1975;184616.0
419;Friesland (PV);1976;188591.0
420;Friesland (PV);1977;192657.0
421;Friesland (PV);1978;196487.0
422;Friesland (PV);1979;200090.0
423;Friesland (PV);1980;203560.0
424;Friesland (PV);1981;207817.0
425;Friesland (PV);1982;211563.0
426;Friesland (PV);1983;214162.0
427;Friesland (PV);1984;217680.0
428;Friesland (PV);1985;220673.0
429;Friesland (PV);1986;224487.0
430;Friesland (PV);1987;227620.0
431;Friesland (PV);1988;230870.0
432;Friesland (PV);1989;234535.0
433;Friesland (PV);1990;236617.0
434;Friesland (PV);1991;239019.0
435;Friesland (PV);1992;241341.0
436;Friesland (PV);1993;243909.0
437;Friesland (PV);1994;247030.0
438;Friesland (PV);1995;250333.0
439;Friesland (PV);1996;253133.0
440;Friesland (PV);1997;256344.0
441;Friesland (PV);1998;259494.0
442;Friesland (PV);1999;261849.0
443;Friesland (PV);2000;264115.0
444;Friesland (PV);2001;266345.0
445;Friesland (PV);2002;268200.0
446;Friesland (PV);2003;269378.0
447;Friesland (PV);2004;271500.0
448;Friesland (PV);2005;273395.0
449;Friesland (PV);2006;275221.0
450;Friesland (PV);2007;277363.0
451;Friesland (PV);2008;280356.0
452;Friesland (PV);2009;281632.0
453;Friesland (PV);2010;282689.0
454;Friesland (PV);2011;284033.0
455;Drenthe (PV);1947;54012.0
456;Drenthe (PV);1948;55728.0
457;Drenthe (PV);1949;57893.0
458;Drenthe (PV);1950;59296.0
459;Drenthe (PV);1951;61127.0
460;Drenthe (PV);1952;62180.0
461;Drenthe (PV);1953;64385.0
462;Drenthe (PV);1954;65533.0
463;Drenthe (PV);1955;66749.0
464;Drenthe (PV);1956;69266.0
465;Drenthe (PV);1957;71300.0
466;Drenthe (PV);1958;73159.0
467;Drenthe (PV);1959;74837.0
468;Drenthe (PV);1960;75135.0
469;Drenthe (PV);1961;77127.0
470;Drenthe (PV);1962;79053.0
471;Drenthe (PV);1963;81752.0
472;Drenthe (PV);1964;85283.0
473;Drenthe (PV);1965;88828.0
474;Drenthe (PV);1966;92627.0
475;Drenthe (PV);1967;96026.0
476;Drenthe (PV);1968;99331.0
477;Drenthe (PV);1969;102622.0
478;Drenthe (PV);1970;104941.0
479;Drenthe (PV);1971;109471.0
480;Drenthe (PV);1972;114678.0
481;Drenthe (PV);1973;120077.0
482;Drenthe (PV);1974;124993.0
483;Drenthe (PV);1975;125669.0
484;Drenthe (PV);1976;128276.0
485;Drenthe (PV);1977;131576.0
486;Drenthe (PV);1978;133785.0
487;Drenthe (PV);1979;135955.0
488;Drenthe (PV);1980;138598.0
489;Drenthe (PV);1981;141580.0
490;Drenthe (PV);1982;144329.0
491;Drenthe (PV);1983;147409.0
492;Drenthe (PV);1984;149531.0
493;Drenthe (PV);1985;153617.0
494;Drenthe (PV);1986;156348.0
495;Drenthe (PV);1987;159697.0
496;Drenthe (PV);1988;163048.0
497;Drenthe (PV);1989;166256.0
498;Drenthe (PV);1990;169458.0
499;Drenthe (PV);1991;170970.0
500;Drenthe (PV);1992;173661.0
501;Drenthe (PV);1993;176186.0
502;Drenthe (PV);1994;179505.0
503;Drenthe (PV);1995;182266.0
504;Drenthe (PV);1996;184918.0
505;Drenthe (PV);1997;187855.0
506;Drenthe (PV);1998;189651.0
507;Drenthe (PV);1999;191625.0
508;Drenthe (PV);2000;193292.0
509;Drenthe (PV);2001;194408.0
510;Drenthe (PV);2002;196091.0
511;Drenthe (PV);2003;197427.0
512;Drenthe (PV);2004;199076.0
513;Drenthe (PV);2005;200729.0
514;Drenthe (PV);2006;202599.0
515;Drenthe (PV);2007;204764.0
516;Drenthe (PV);2008;206331.0
517;Drenthe (PV);2009;207887.0
518;Drenthe (PV);2010;208462.0
519;Drenthe (PV);2011;208911.0
520;Overijssel (PV);1947;132488.0
521;Overijssel (PV);1948;134920.0
522;Overijssel (PV);1949;137256.0
523;Overijssel (PV);1950;141116.0
524;Overijssel (PV);1951;145105.0
525;Overijssel (PV);1952;149663.0
526;Overijssel (PV);1953;152889.0
527;Overijssel (PV);1954;156563.0
528;Overijssel (PV);1955;159583.0
529;Overijssel (PV);1956;163781.0
530;Overijssel (PV);1957;169236.0
531;Overijssel (PV);1958;174003.0
532;Overijssel (PV);1959;178802.0
533;Overijssel (PV);1960;182577.0
534;Overijssel (PV);1961;186403.0
535;Overijssel (PV);1962;196545.0
536;Overijssel (PV);1963;201229.0
537;Overijssel (PV);1964;207798.0
538;Overijssel (PV);1965;215375.0
539;Overijssel (PV);1966;223422.0
540;Overijssel (PV);1967;230624.0
541;Overijssel (PV);1968;238126.0
542;Overijssel (PV);1969;244700.0
543;Overijssel (PV);1970;250438.0
544;Overijssel (PV);1971;258562.0
545;Overijssel (PV);1972;268280.0
546;Overijssel (PV);1973;278004.0
547;Overijssel (PV);1974;288914.0
548;Overijssel (PV);1975;292559.0
549;Overijssel (PV);1976;298754.0
550;Overijssel (PV);1977;305312.0
551;Overijssel (PV);1978;311752.0
552;Overijssel (PV);1979;317952.0
553;Overijssel (PV);1980;325249.0
554;Overijssel (PV);1981;332390.0
555;Overijssel (PV);1982;339783.0
556;Overijssel (PV);1983;344925.0
557;Overijssel (PV);1984;351618.0
558;Overijssel (PV);1985;358812.0
559;Overijssel (PV);1986;349702.0
560;Overijssel (PV);1987;355969.0
561;Overijssel (PV);1988;363406.0
562;Overijssel (PV);1989;369959.0
563;Overijssel (PV);1990;375515.0
564;Overijssel (PV);1991;379951.0
565;Overijssel (PV);1992;385619.0
566;Overijssel (PV);1993;390197.0
567;Overijssel (PV);1994;394763.0
568;Overijssel (PV);1995;401287.0
569;Overijssel (PV);1996;407310.0
570;Overijssel (PV);1997;413935.0
571;Overijssel (PV);1998;420125.0
572;Overijssel (PV);1999;424944.0
573;Overijssel (PV);2000;428623.0
574;Overijssel (PV);2001;432437.0
575;Overijssel (PV);2002;435537.0
576;Overijssel (PV);2003;438571.0
577;Overijssel (PV);2004;442319.0
578;Overijssel (PV);2005;446506.0
579;Overijssel (PV);2006;450035.0
580;Overijssel (PV);2007;455265.0
581;Overijssel (PV);2008;460285.0
582;Overijssel (PV);2009;463780.0
583;Overijssel (PV);2010;465936.0
584;Overijssel (PV);2011;469442.0
585;Flevoland (PV);1947;416.0
586;Flevoland (PV);1948;634.0
587;Flevoland (PV);1949;1114.0
588;Flevoland (PV);1950;1582.0
589;Flevoland (PV);1951;2223.0
590;Flevoland (PV);1952;2751.0
591;Flevoland (PV);1953;3337.0
592;Flevoland (PV);1954;3842.0
593;Flevoland (PV);1955;4339.0
594;Flevoland (PV);1956;5087.0
595;Flevoland (PV);1957;5558.0
596;Flevoland (PV);1958;5999.0
597;Flevoland (PV);1959;6136.0
598;Flevoland (PV);1960;6086.0
599;Flevoland (PV);1961;6137.0
600;Flevoland (PV);1962;428.0
601;Flevoland (PV);1963;672.0
602;Flevoland (PV);1964;1129.0
603;Flevoland (PV);1965;1656.0
604;Flevoland (PV);1966;2001.0
605;Flevoland (PV);1967;2512.0
606;Flevoland (PV);1968;3155.0
607;Flevoland (PV);1969;3730.0
608;Flevoland (PV);1970;4416.0
609;Flevoland (PV);1971;5102.0
610;Flevoland (PV);1972;5912.0
611;Flevoland (PV);1973;6963.0
612;Flevoland (PV);1974;8528.0
613;Flevoland (PV);1975;10122.0
614;Flevoland (PV);1976;11989.0
615;Flevoland (PV);1977;14887.0
616;Flevoland (PV);1978;18294.0
617;Flevoland (PV);1979;20537.0
618;Flevoland (PV);1980;24776.0
619;Flevoland (PV);1981;30310.0
620;Flevoland (PV);1982;35135.0
621;Flevoland (PV);1983;39263.0
622;Flevoland (PV);1984;44405.0
623;Flevoland (PV);1985;47271.0
624;Flevoland (PV);1986;66843.0
625;Flevoland (PV);1987;71113.0
626;Flevoland (PV);1988;75418.0
627;Flevoland (PV);1989;79816.0
628;Flevoland (PV);1990;83719.0
629;Flevoland (PV);1991;87426.0
630;Flevoland (PV);1992;90923.0
631;Flevoland (PV);1993;94818.0
632;Flevoland (PV);1994;98671.0
633;Flevoland (PV);1995;103463.0
634;Flevoland (PV);1996;107419.0
635;Flevoland (PV);1997;112903.0
636;Flevoland (PV);1998;118115.0
637;Flevoland (PV);1999;122033.0
638;Flevoland (PV);2000;126542.0
639;Flevoland (PV);2001;130769.0
640;Flevoland (PV);2002;133927.0
641;Flevoland (PV);2003;137630.0
642;Flevoland (PV);2004;139841.0
643;Flevoland (PV);2005;141615.0
644;Flevoland (PV);2006;143619.0
645;Flevoland (PV);2007;145783.0
646;Flevoland (PV);2008;148663.0
647;Flevoland (PV);2009;151282.0
648;Flevoland (PV);2010;153853.0
649;Flevoland (PV);2011;155719.0
650;Gelderland (PV);1947;204887.0
651;Gelderland (PV);1948;210298.0
652;Gelderland (PV);1949;217462.0
653;Gelderland (PV);1950;223464.0
654;Gelderland (PV);1951;230998.0
655;Gelderland (PV);1952;236592.0
656;Gelderland (PV);1953;243857.0
657;Gelderland (PV);1954;250446.0
658;Gelderland (PV);1955;255956.0
659;Gelderland (PV);1956;263642.0
660;Gelderland (PV);1957;272531.0
661;Gelderland (PV);1958;280457.0
662;Gelderland (PV);1959;289142.0
663;Gelderland (PV);1960;294366.0
664;Gelderland (PV);1961;302553.0
665;Gelderland (PV);1962;310310.0
666;Gelderland (PV);1963;317927.0
667;Gelderland (PV);1964;328650.0
668;Gelderland (PV);1965;340320.0
669;Gelderland (PV);1966;353248.0
670;Gelderland (PV);1967;367325.0
671;Gelderland (PV);1968;379330.0
672;Gelderland (PV);1969;391805.0
673;Gelderland (PV);1970;403409.0
674;Gelderland (PV);1971;417990.0
675;Gelderland (PV);1972;434199.0
676;Gelderland (PV);1973;453118.0
677;Gelderland (PV);1974;470257.0
678;Gelderland (PV);1975;481912.0
679;Gelderland (PV);1976;493401.0
680;Gelderland (PV);1977;505970.0
681;Gelderland (PV);1978;516028.0
682;Gelderland (PV);1979;525415.0
683;Gelderland (PV);1980;537833.0
684;Gelderland (PV);1981;550182.0
685;Gelderland (PV);1982;563539.0
686;Gelderland (PV);1983;575138.0
687;Gelderland (PV);1984;589205.0
688;Gelderland (PV);1985;600806.0
689;Gelderland (PV);1986;616312.0
690;Gelderland (PV);1987;629317.0
691;Gelderland (PV);1988;642136.0
692;Gelderland (PV);1989;653269.0
693;Gelderland (PV);1990;663494.0
694;Gelderland (PV);1991;672023.0
695;Gelderland (PV);1992;682127.0
696;Gelderland (PV);1993;691262.0
697;Gelderland (PV);1994;701609.0
698;Gelderland (PV);1995;711125.0
699;Gelderland (PV);1996;720584.0
700;Gelderland (PV);1997;730618.0
701;Gelderland (PV);1998;739060.0
702;Gelderland (PV);1999;746821.0
703;Gelderland (PV);2000;753353.0
704;Gelderland (PV);2001;759358.0
705;Gelderland (PV);2002;764996.0
706;Gelderland (PV);2003;769602.0
