ID;KenmerkenWerknemer;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
196;Leeftijd: 0 tot 15 jaar;112710;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
197;Leeftijd: 0 tot 15 jaar;112710;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
198;Leeftijd: 0 tot 15 jaar;112710;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
199;Leeftijd: 0 tot 15 jaar;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
200;Leeftijd: 0 tot 15 jaar;113110;2006;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201;Leeftijd: 0 tot 15 jaar;113110;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
202;Leeftijd: 0 tot 15 jaar;113110;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
203;Leeftijd: 0 tot 15 jaar;113110;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
204;Leeftijd: 0 tot 15 jaar;114110;2006;2.4;0.4;0.6;0.7;0.8;1.0;1.5;0.5;0.1;0.1;0.1;0.2;0.2;0.3
205;Leeftijd: 0 tot 15 jaar;114110;2007;2.9;0.6;0.7;0.9;1.0;1.3;1.9;0.6;0.1;0.2;0.2;0.2;0.3;0.4
206;Leeftijd: 0 tot 15 jaar;114110;2008;3.7;0.6;0.8;1.0;1.2;1.4;2.0;0.7;0.1;0.2;0.2;0.3;0.3;0.4
207;Leeftijd: 0 tot 15 jaar;114110;2009;3.7;0.5;0.8;0.9;1.1;1.4;1.8;0.6;0.1;0.2;0.2;0.2;0.3;0.3
208;Leeftijd: 0 tot 15 jaar;122690;2006;1.1;0.2;0.3;0.4;0.5;0.6;0.7;0.2;0.0;0.1;0.1;0.1;0.1;0.1
209;Leeftijd: 0 tot 15 jaar;122690;2007;1.3;0.3;0.4;0.5;0.6;0.7;0.9;0.2;0.1;0.1;0.1;0.1;0.1;0.2
210;Leeftijd: 0 tot 15 jaar;122690;2008;1.5;0.4;0.5;0.6;0.8;0.9;1.1;0.3;0.1;0.1;0.1;0.2;0.2;0.2
211;Leeftijd: 0 tot 15 jaar;122690;2009;1.5;0.4;0.5;0.6;0.8;1.0;1.1;0.3;0.1;0.1;0.1;0.1;0.2;0.2
212;Leeftijd: 0 tot 15 jaar;123270;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
213;Leeftijd: 0 tot 15 jaar;123270;2007;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
214;Leeftijd: 0 tot 15 jaar;123270;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
215;Leeftijd: 0 tot 15 jaar;123270;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;Leeftijd: 0 tot 15 jaar;124750;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
217;Leeftijd: 0 tot 15 jaar;124750;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
218;Leeftijd: 0 tot 15 jaar;124750;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
219;Leeftijd: 0 tot 15 jaar;124750;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
220;Leeftijd: 0 tot 15 jaar;125910;2006;1.4;0.3;0.4;0.4;0.5;0.6;0.8;0.3;0.0;0.1;0.1;0.1;0.1;0.1
221;Leeftijd: 0 tot 15 jaar;125910;2007;1.5;0.3;0.5;0.6;0.6;0.7;0.9;0.3;0.1;0.1;0.1;0.1;0.1;0.2
222;Leeftijd: 0 tot 15 jaar;125910;2008;1.5;0.3;0.4;0.6;0.6;0.8;0.9;0.3;0.0;0.1;0.1;0.1;0.1;0.2
223;Leeftijd: 0 tot 15 jaar;125910;2009;1.3;0.4;0.5;0.6;0.7;0.8;0.9;0.2;0.1;0.1;0.1;0.1;0.1;0.2
224;Leeftijd: 0 tot 15 jaar;129670;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
225;Leeftijd: 0 tot 15 jaar;129670;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
226;Leeftijd: 0 tot 15 jaar;129670;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
227;Leeftijd: 0 tot 15 jaar;129670;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
228;Leeftijd: 0 tot 15 jaar;130250;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
229;Leeftijd: 0 tot 15 jaar;130250;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
230;Leeftijd: 0 tot 15 jaar;130250;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
231;Leeftijd: 0 tot 15 jaar;130250;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
232;Leeftijd: 0 tot 15 jaar;131410;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
233;Leeftijd: 0 tot 15 jaar;131410;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
234;Leeftijd: 0 tot 15 jaar;131410;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
235;Leeftijd: 0 tot 15 jaar;131410;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
236;Leeftijd: 0 tot 15 jaar;134150;2006;0.2;0.0;0.0;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
237;Leeftijd: 0 tot 15 jaar;134150;2007;0.2;0.0;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
238;Leeftijd: 0 tot 15 jaar;134150;2008;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
239;Leeftijd: 0 tot 15 jaar;134150;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
240;Leeftijd: 15 tot 20 jaar;100010;2006;514.2;83.0;104.6;126.9;151.5;179.9;242.6;196.6;36.9;45.3;53.4;62.2;73.2;94.4
241;Leeftijd: 15 tot 20 jaar;100010;2007;556.0;94.4;118.3;144.0;171.2;205.8;278.1;215.9;43.5;52.5;61.7;71.4;84.5;108.6
242;Leeftijd: 15 tot 20 jaar;100010;2008;580.8;91.6;117.1;143.4;169.6;198.9;261.9;225.4;44.0;53.4;62.7;72.0;83.0;105.7
243;Leeftijd: 15 tot 20 jaar;100010;2009;567.7;91.3;116.9;141.1;166.0;194.5;250.1;207.0;42.0;50.9;59.0;67.2;76.5;96.9
244;Leeftijd: 15 tot 20 jaar;100070;2006;25.9;2.9;3.8;5.1;6.6;8.3;11.8;9.7;1.1;1.5;1.8;2.3;2.8;3.9
245;Leeftijd: 15 tot 20 jaar;100070;2007;24.6;2.4;3.4;4.6;6.0;7.7;11.2;9.4;1.1;1.4;1.8;2.2;2.7;3.8
246;Leeftijd: 15 tot 20 jaar;100070;2008;23.4;2.2;3.0;3.9;5.1;6.7;9.9;9.2;1.1;1.4;1.7;2.0;2.5;3.5
247;Leeftijd: 15 tot 20 jaar;100070;2009;22.2;2.0;2.7;3.6;4.5;6.1;8.9;8.6;1.0;1.3;1.5;1.8;2.3;3.1
248;Leeftijd: 15 tot 20 jaar;101030;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
249;Leeftijd: 15 tot 20 jaar;101030;2007;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
250;Leeftijd: 15 tot 20 jaar;101030;2008;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
251;Leeftijd: 15 tot 20 jaar;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
252;Leeftijd: 15 tot 20 jaar;101760;2006;23.5;4.1;5.2;6.1;7.3;8.8;11.2;12.2;2.7;3.4;3.8;4.4;5.2;6.4
253;Leeftijd: 15 tot 20 jaar;101760;2007;24.4;4.4;5.3;6.4;7.7;9.4;11.9;12.9;3.0;3.6;4.0;4.6;5.6;6.8
254;Leeftijd: 15 tot 20 jaar;101760;2008;25.1;4.1;5.1;6.1;7.3;8.9;11.5;13.3;2.8;3.4;3.9;4.4;5.2;6.6
255;Leeftijd: 15 tot 20 jaar;101760;2009;22.8;3.7;4.7;5.6;6.8;8.1;10.7;11.6;2.5;3.1;3.5;4.0;4.6;5.8
256;Leeftijd: 15 tot 20 jaar;112710;2006;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
257;Leeftijd: 15 tot 20 jaar;112710;2007;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1
258;Leeftijd: 15 tot 20 jaar;112710;2008;0.1;0.0;0.1;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0
259;Leeftijd: 15 tot 20 jaar;112710;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
260;Leeftijd: 15 tot 20 jaar;113110;2006;13.0;1.5;1.9;2.2;2.5;3.2;4.2;9.7;1.1;1.3;1.5;1.8;2.3;3.0
261;Leeftijd: 15 tot 20 jaar;113110;2007;13.8;1.8;2.1;2.4;2.8;3.5;4.5;10.4;1.3;1.5;1.7;2.0;2.6;3.3
262;Leeftijd: 15 tot 20 jaar;113110;2008;14.2;1.7;2.0;2.3;2.6;3.2;4.2;10.6;1.2;1.4;1.6;1.9;2.3;3.1
263;Leeftijd: 15 tot 20 jaar;113110;2009;12.7;1.7;2.0;2.2;2.5;2.9;3.9;9.4;1.2;1.4;1.6;1.8;2.0;2.8
264;Leeftijd: 15 tot 20 jaar;114110;2006;198.3;32.6;42.2;51.9;61.8;74.4;108.9;65.8;13.1;16.8;20.3;23.9;28.7;39.4
265;Leeftijd: 15 tot 20 jaar;114110;2007;217.3;35.0;45.9;56.9;68.9;85.9;126.8;73.0;13.9;18.0;22.1;26.3;32.5;45.0
266;Leeftijd: 15 tot 20 jaar;114110;2008;230.2;34.1;45.9;56.8;67.3;79.0;109.5;76.1;13.2;17.6;21.6;25.5;30.0;40.3
267;Leeftijd: 15 tot 20 jaar;114110;2009;232.3;30.8;42.2;52.1;61.8;72.4;96.6;70.3;10.6;14.6;18.1;21.4;25.0;33.7
268;Leeftijd: 15 tot 20 jaar;122690;2006;75.6;13.2;17.0;21.8;27.3;32.4;41.6;23.1;4.2;5.3;6.7;8.4;9.9;12.7
269;Leeftijd: 15 tot 20 jaar;122690;2007;84.0;15.1;19.9;26.2;32.3;38.6;50.1;26.1;4.9;6.4;8.3;10.1;12.0;15.6
270;Leeftijd: 15 tot 20 jaar;122690;2008;89.8;14.3;19.7;26.8;33.7;41.2;53.7;27.6;4.7;6.3;8.4;10.5;12.7;16.6
271;Leeftijd: 15 tot 20 jaar;122690;2009;89.4;13.4;19.3;25.8;33.1;41.5;54.2;25.8;4.2;5.8;7.6;9.6;11.9;15.8
272;Leeftijd: 15 tot 20 jaar;123270;2006;11.7;1.6;1.8;2.0;2.4;2.6;3.2;4.9;0.8;0.9;1.0;1.2;1.3;1.5
273;Leeftijd: 15 tot 20 jaar;123270;2007;13.1;1.8;2.0;2.2;2.4;2.7;3.2;5.5;1.0;1.1;1.2;1.3;1.4;1.6
274;Leeftijd: 15 tot 20 jaar;123270;2008;13.9;1.6;1.8;2.0;2.2;2.4;2.9;5.7;0.9;1.0;1.1;1.2;1.3;1.6
275;Leeftijd: 15 tot 20 jaar;123270;2009;13.1;1.7;2.0;2.2;2.4;2.6;3.1;4.9;0.9;1.0;1.1;1.2;1.3;1.5
276;Leeftijd: 15 tot 20 jaar;124750;2006;2.5;0.5;0.6;0.7;0.7;0.8;1.0;1.1;0.4;0.4;0.4;0.5;0.5;0.6
277;Leeftijd: 15 tot 20 jaar;124750;2007;2.9;0.7;0.7;0.8;0.9;1.0;1.1;1.4;0.5;0.5;0.6;0.6;0.6;0.7
278;Leeftijd: 15 tot 20 jaar;124750;2008;3.2;0.7;0.7;0.8;0.9;1.0;1.1;1.5;0.5;0.6;0.6;0.6;0.6;0.7
279;Leeftijd: 15 tot 20 jaar;124750;2009;3.0;0.7;0.7;0.8;0.9;1.0;1.2;1.3;0.5;0.5;0.6;0.6;0.6;0.7
280;Leeftijd: 15 tot 20 jaar;125910;2006;93.5;11.9;15.5;19.1;23.0;27.3;35.6;33.6;4.5;5.8;7.1;8.5;10.0;12.9
281;Leeftijd: 15 tot 20 jaar;125910;2007;101.0;13.7;17.5;21.5;25.6;30.0;38.8;37.3;5.5;6.8;8.2;9.6;11.2;14.3
282;Leeftijd: 15 tot 20 jaar;125910;2008;101.2;11.6;15.6;19.5;23.3;27.3;35.6;38.1;5.4;6.7;8.0;9.4;10.8;13.7
283;Leeftijd: 15 tot 20 jaar;125910;2009;89.5;13.9;17.8;21.6;25.1;28.8;36.4;31.5;5.8;7.0;8.1;9.3;10.5;13.0
284;Leeftijd: 15 tot 20 jaar;129670;2006;5.7;1.1;1.2;1.2;1.2;1.2;1.3;5.1;0.9;0.9;0.9;0.9;0.9;1.0
285;Leeftijd: 15 tot 20 jaar;129670;2007;5.7;1.2;1.2;1.2;1.3;1.3;1.3;5.2;1.0;1.0;1.0;1.0;1.0;1.0
286;Leeftijd: 15 tot 20 jaar;129670;2008;5.5;1.1;1.1;1.1;1.2;1.2;1.2;5.0;0.9;0.9;0.9;0.9;0.9;0.9
287;Leeftijd: 15 tot 20 jaar;129670;2009;6.5;1.9;1.9;1.9;2.0;2.0;2.0;5.7;1.6;1.6;1.6;1.6;1.6;1.6
288;Leeftijd: 15 tot 20 jaar;130250;2006;4.8;0.6;0.7;0.8;0.9;1.3;1.7;3.7;0.5;0.6;0.6;0.7;1.1;1.4
289;Leeftijd: 15 tot 20 jaar;130250;2007;5.6;0.8;0.9;0.9;1.1;1.6;2.0;4.2;0.6;0.7;0.7;0.9;1.3;1.6
290;Leeftijd: 15 tot 20 jaar;130250;2008;6.7;0.9;1.0;1.1;1.2;1.6;2.4;5.0;0.8;0.9;0.9;1.0;1.4;2.1
291;Leeftijd: 15 tot 20 jaar;130250;2009;6.7;1.1;1.2;1.3;1.4;1.5;2.4;4.9;0.9;1.0;1.0;1.1;1.2;2.0
292;Leeftijd: 15 tot 20 jaar;131410;2006;35.5;8.0;8.7;9.1;9.6;10.1;11.2;15.0;4.9;5.1;5.3;5.5;5.6;5.9
293;Leeftijd: 15 tot 20 jaar;131410;2007;38.0;11.8;12.4;12.8;13.2;13.7;14.6;17.4;7.6;7.8;7.9;8.1;8.2;8.5
294;Leeftijd: 15 tot 20 jaar;131410;2008;40.4;13.2;13.7;14.2;14.6;15.1;16.0;19.4;8.9;9.1;9.3;9.4;9.6;9.8
295;Leeftijd: 15 tot 20 jaar;131410;2009;42.7;14.8;15.2;15.6;16.1;16.5;17.4;19.8;9.6;9.8;9.9;10.0;10.2;10.4
296;Leeftijd: 15 tot 20 jaar;134150;2006;23.9;4.9;6.0;7.0;8.0;9.3;11.0;12.4;2.7;3.3;3.7;4.2;4.7;5.5
297;Leeftijd: 15 tot 20 jaar;134150;2007;25.4;5.7;6.9;8.0;9.1;10.5;12.4;13.1;3.1;3.7;4.2;4.7;5.2;6.1
298;Leeftijd: 15 tot 20 jaar;134150;2008;27.1;6.1;7.4;8.7;10.1;11.4;13.6;13.8;3.4;4.0;4.5;5.1;5.7;6.7
299;Leeftijd: 15 tot 20 jaar;134150;2009;26.7;5.6;7.1;8.3;9.5;11.0;13.3;13.0;3.1;3.8;4.3;4.8;5.3;6.3
300;Leeftijd: 20 tot 25 jaar;100010;2006;794.0;110.0;142.4;180.8;221.0;264.7;351.4;517.0;64.2;83.3;106.5;131.4;159.4;216.4
301;Leeftijd: 20 tot 25 jaar;100010;2007;819.8;118.7;153.0;192.3;235.1;280.6;371.0;542.8;72.5;92.6;116.5;142.8;171.9;231.4
302;Leeftijd: 20 tot 25 jaar;100010;2008;832.3;111.8;145.9;184.3;225.2;269.3;358.1;556.4;70.4;90.5;113.7;139.0;166.6;225.0
303;Leeftijd: 20 tot 25 jaar;100010;2009;811.9;118.1;152.4;191.4;229.7;271.5;357.3;528.7;71.0;90.8;114.0;137.3;162.8;218.3
304;Leeftijd: 20 tot 25 jaar;100070;2006;15.7;2.4;3.0;3.7;4.5;5.3;7.0;11.1;1.3;1.6;2.0;2.5;3.1;4.2
305;Leeftijd: 20 tot 25 jaar;100070;2007;15.7;2.2;2.9;3.6;4.4;5.3;7.1;11.4;1.3;1.7;2.1;2.6;3.2;4.5
306;Leeftijd: 20 tot 25 jaar;100070;2008;15.4;2.0;2.6;3.3;4.0;4.9;6.6;11.3;1.2;1.6;2.0;2.5;3.0;4.3
307;Leeftijd: 20 tot 25 jaar;100070;2009;15.5;1.9;2.5;3.2;4.0;4.9;6.7;11.3;1.2;1.6;2.1;2.6;3.2;4.4
308;Leeftijd: 20 tot 25 jaar;101030;2006;0.3;0.0;0.0;0.0;0.1;0.1;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.1
309;Leeftijd: 20 tot 25 jaar;101030;2007;0.3;0.0;0.0;0.0;0.1;0.1;0.1;0.3;0.0;0.0;0.0;0.0;0.1;0.1
310;Leeftijd: 20 tot 25 jaar;101030;2008;0.3;0.0;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.1
311;Leeftijd: 20 tot 25 jaar;101030;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
312;Leeftijd: 20 tot 25 jaar;101760;2006;47.2;6.6;8.9;11.3;13.3;16.1;21.5;39.2;5.2;7.1;9.0;10.6;12.9;17.5
313;Leeftijd: 20 tot 25 jaar;101760;2007;47.2;7.1;9.3;11.5;13.6;16.4;21.6;39.7;5.7;7.5;9.3;10.9;13.3;17.8
314;Leeftijd: 20 tot 25 jaar;101760;2008;47.9;6.8;9.0;11.1;12.9;15.3;20.2;40.6;5.6;7.3;9.0;10.5;12.4;16.6
315;Leeftijd: 20 tot 25 jaar;101760;2009;44.0;6.4;8.8;10.8;12.4;14.5;18.9;36.7;5.2;7.1;8.7;10.0;11.6;15.3
316;Leeftijd: 20 tot 25 jaar;112710;2006;0.7;0.1;0.1;0.1;0.1;0.1;0.1;0.6;0.1;0.1;0.1;0.1;0.1;0.1
317;Leeftijd: 20 tot 25 jaar;112710;2007;0.8;0.1;0.2;0.2;0.2;0.2;0.2;0.7;0.1;0.1;0.1;0.2;0.2;0.2
318;Leeftijd: 20 tot 25 jaar;112710;2008;0.8;0.1;0.1;0.1;0.2;0.2;0.2;0.7;0.1;0.1;0.1;0.1;0.1;0.2
319;Leeftijd: 20 tot 25 jaar;112710;2009;0.9;0.2;0.2;0.2;0.2;0.2;0.2;0.8;0.1;0.1;0.2;0.2;0.2;0.2
320;Leeftijd: 20 tot 25 jaar;113110;2006;35.6;1.9;2.5;3.1;3.9;5.0;7.5;32.3;1.5;2.0;2.5;3.2;4.1;6.4
321;Leeftijd: 20 tot 25 jaar;113110;2007;36.3;2.0;2.6;3.2;4.0;5.1;7.8;33.1;1.6;2.1;2.6;3.3;4.3;6.7
322;Leeftijd: 20 tot 25 jaar;113110;2008;36.9;1.9;2.4;2.9;3.6;4.5;6.8;33.5;1.5;2.0;2.4;3.0;3.8;5.9
323;Leeftijd: 20 tot 25 jaar;113110;2009;35.5;1.9;2.4;2.9;3.5;4.4;6.7;32.2;1.6;2.0;2.4;3.0;3.7;5.8
324;Leeftijd: 20 tot 25 jaar;114110;2006;164.6;25.8;35.9;48.5;60.1;72.0;94.6;104.8;15.1;21.5;29.8;37.8;46.0;61.6
325;Leeftijd: 20 tot 25 jaar;114110;2007;164.6;26.5;37.1;49.7;62.0;74.8;98.5;106.9;15.6;22.2;30.6;38.9;47.6;63.8
326;Leeftijd: 20 tot 25 jaar;114110;2008;164.3;25.6;36.1;48.1;59.6;71.1;93.2;107.8;15.0;21.6;29.6;37.5;45.5;60.8
327;Leeftijd: 20 tot 25 jaar;114110;2009;161.2;25.4;35.6;47.5;58.1;68.7;88.8;102.4;14.2;20.7;28.6;35.8;43.0;57.0
328;Leeftijd: 20 tot 25 jaar;122690;2006;67.7;12.1;16.0;20.3;24.7;29.7;38.3;33.2;5.2;6.8;8.6;10.7;13.3;17.8
329;Leeftijd: 20 tot 25 jaar;122690;2007;69.0;12.1;16.5;21.3;26.3;31.5;41.4;34.5;5.3;7.1;9.3;11.8;14.4;19.6
330;Leeftijd: 20 tot 25 jaar;122690;2008;68.6;11.2;15.9;21.1;26.0;31.3;41.8;34.6;5.0;6.9;9.4;11.8;14.3;19.9
331;Leeftijd: 20 tot 25 jaar;122690;2009;67.1;10.9;15.6;21.1;25.8;31.2;41.7;32.6;4.7;6.7;9.2;11.5;14.0;19.4
332;Leeftijd: 20 tot 25 jaar;123270;2006;37.2;3.8;4.8;6.2;8.3;10.5;14.2;24.9;2.4;3.1;4.1;5.3;6.6;9.1
333;Leeftijd: 20 tot 25 jaar;123270;2007;38.2;3.8;4.8;6.1;8.2;10.1;13.9;26.2;2.5;3.2;4.1;5.2;6.5;9.0
334;Leeftijd: 20 tot 25 jaar;123270;2008;38.6;3.5;4.4;5.5;7.5;9.3;13.0;26.9;2.2;2.8;3.6;4.7;5.9;8.3
335;Leeftijd: 20 tot 25 jaar;123270;2009;36.6;3.6;4.6;6.1;7.9;9.5;13.2;24.3;2.1;2.8;3.6;4.6;5.6;7.9
336;Leeftijd: 20 tot 25 jaar;124750;2006;12.4;1.6;2.0;2.4;2.9;3.5;4.9;10.2;1.3;1.6;1.9;2.2;2.7;3.9
337;Leeftijd: 20 tot 25 jaar;124750;2007;12.5;1.8;2.1;2.5;3.0;3.5;4.7;10.3;1.4;1.7;2.0;2.3;2.8;3.8
338;Leeftijd: 20 tot 25 jaar;124750;2008;12.0;1.6;1.9;2.2;2.6;3.1;4.1;9.8;1.3;1.5;1.7;2.0;2.4;3.2
339;Leeftijd: 20 tot 25 jaar;124750;2009;11.2;1.5;1.8;2.1;2.5;3.0;4.1;9.0;1.2;1.4;1.6;1.9;2.3;3.1
340;Leeftijd: 20 tot 25 jaar;125910;2006;213.8;29.9;39.1;50.0;62.3;74.4;99.2;124.9;15.5;20.2;25.9;32.5;39.4;53.6
341;Leeftijd: 20 tot 25 jaar;125910;2007;227.6;32.6;42.5;53.8;67.1;79.8;105.3;136.9;18.1;23.3;29.5;36.6;43.9;58.9
342;Leeftijd: 20 tot 25 jaar;125910;2008;231.8;29.0;38.8;49.9;62.6;76.0;101.3;142.4;17.4;22.7;28.7;35.6;43.0;57.8
343;Leeftijd: 20 tot 25 jaar;125910;2009;214.1;33.2;43.2;54.2;65.6;77.9;101.4;126.4;17.8;22.9;28.7;34.8;41.4;54.9
344;Leeftijd: 20 tot 25 jaar;129670;2006;26.2;3.2;3.4;3.6;4.0;4.5;5.8;24.7;2.7;2.9;3.0;3.4;3.8;5.1
345;Leeftijd: 20 tot 25 jaar;129670;2007;26.3;3.4;3.5;3.7;4.1;4.6;5.9;24.8;2.8;3.0;3.1;3.5;3.9;5.1
346;Leeftijd: 20 tot 25 jaar;129670;2008;25.4;2.7;2.9;3.1;3.5;3.9;5.3;24.0;2.3;2.5;2.7;3.0;3.5;4.7
347;Leeftijd: 20 tot 25 jaar;129670;2009;26.6;3.5;3.7;3.9;4.4;4.9;6.4;24.7;3.0;3.2;3.3;3.8;4.3;5.7
348;Leeftijd: 20 tot 25 jaar;130250;2006;27.9;4.0;4.4;4.8;5.3;6.1;7.5;19.5;2.5;2.8;3.0;3.3;3.8;4.8
349;Leeftijd: 20 tot 25 jaar;130250;2007;29.6;4.3;4.8;5.2;5.7;6.6;8.1;20.4;2.9;3.1;3.4;3.7;4.3;5.3
350;Leeftijd: 20 tot 25 jaar;130250;2008;32.2;4.1;4.5;5.0;5.6;6.3;8.1;21.5;2.8;3.0;3.2;3.6;4.1;5.1
351;Leeftijd: 20 tot 25 jaar;130250;2009;32.6;4.2;4.7;5.2;5.8;6.5;8.2;21.2;2.8;3.0;3.3;3.6;4.0;5.0
352;Leeftijd: 20 tot 25 jaar;131410;2006;106.4;12.3;14.2;16.6;19.6;23.1;31.7;67.7;7.8;8.9;10.4;12.3;14.6;20.3
353;Leeftijd: 20 tot 25 jaar;131410;2007;111.3;15.8;17.7;20.1;23.1;26.7;35.3;72.5;10.8;11.9;13.4;15.3;17.6;23.3
354;Leeftijd: 20 tot 25 jaar;131410;2008;116.1;15.9;17.8;20.1;23.2;26.7;35.9;77.0;11.3;12.4;13.9;15.9;18.1;24.3
355;Leeftijd: 20 tot 25 jaar;131410;2009;123.7;17.7;19.6;22.0;25.1;28.8;38.8;81.1;12.3;13.5;15.0;16.9;19.3;26.1
356;Leeftijd: 20 tot 25 jaar;134150;2006;38.3;6.2;8.0;10.0;12.1;14.3;19.0;23.6;3.8;4.9;6.2;7.5;8.9;12.1
357;Leeftijd: 20 tot 25 jaar;134150;2007;40.4;6.9;9.0;11.2;13.5;16.0;20.9;25.0;4.3;5.6;7.0;8.5;10.0;13.3
358;Leeftijd: 20 tot 25 jaar;134150;2008;42.1;7.4;9.4;11.7;14.2;16.7;21.8;26.0;4.6;5.9;7.3;8.8;10.4;13.7
359;Leeftijd: 20 tot 25 jaar;134150;2009;42.7;7.5;9.7;12.0;14.4;16.9;22.0;25.6;4.6;5.9;7.3;8.8;10.2;13.5
360;Leeftijd: 25 tot 30 jaar;100010;2006;830.3;48.0;66.4;90.9;121.7;152.0;218.8;691.2;29.6;41.7;58.3;79.5;102.0;154.5
361;Leeftijd: 25 tot 30 jaar;100010;2007;850.1;52.3;72.3;98.4;130.8;161.8;229.6;711.6;33.3;46.6;64.6;87.1;110.2;164.0
