ID;Leeftijden;Migratieachtergrond;Perioden;WanbetalersZorgverzekering_1;WanbetalersZorgverzekeringRelatief_2
86;20300;(voormalige) Nederlandse Antillen, Aruba;2018;11680;9.7
87;20300;(voormalige) Nederlandse Antillen, Aruba;2019;10800;8.7
88;20300;(voormalige) Nederlandse Antillen, Aruba;2020;9920;7.7
89;20300;(voormalige) Nederlandse Antillen, Aruba;2021;9350;7.0
90;20300;(voormalige) Nederlandse Antillen, Aruba;2022;9180;6.6
91;20300;Overige niet-westerse migratieachterg...;2010;18880;4.1
92;20300;Overige niet-westerse migratieachterg...;2011;22070;4.6
93;20300;Overige niet-westerse migratieachterg...;2012;22440;4.6
94;20300;Overige niet-westerse migratieachterg...;2013;23230;4.6
95;20300;Overige niet-westerse migratieachterg...;2014;24710;4.6
96;20300;Overige niet-westerse migratieachterg...;2015;23390;4.1
97;20300;Overige niet-westerse migratieachterg...;2016;20900;3.4
98;20300;Overige niet-westerse migratieachterg...;2017;19310;2.9
99;20300;Overige niet-westerse migratieachterg...;2018;17990;2.6
100;20300;Overige niet-westerse migratieachterg...;2019;17240;2.3
101;20300;Overige niet-westerse migratieachterg...;2020;16540;2.1
102;20300;Overige niet-westerse migratieachterg...;2021;15790;1.9
103;20300;Overige niet-westerse migratieachterg...;2022;16330;1.8
104;20300;Westerse migratieachtergrond;2010;28740;2.2
105;20300;Westerse migratieachtergrond;2011;32370;2.5
106;20300;Westerse migratieachtergrond;2012;33600;2.5
107;20300;Westerse migratieachtergrond;2013;34720;2.6
108;20300;Westerse migratieachtergrond;2014;38450;2.8
109;20300;Westerse migratieachtergrond;2015;36420;2.6
110;20300;Westerse migratieachtergrond;2016;31940;2.2
111;20300;Westerse migratieachtergrond;2017;29850;2.0
112;20300;Westerse migratieachtergrond;2018;27570;1.8
113;20300;Westerse migratieachtergrond;2019;26640;1.7
114;20300;Westerse migratieachtergrond;2020;25640;1.6
115;20300;Westerse migratieachtergrond;2021;24710;1.5
116;20300;Westerse migratieachtergrond;2022;25450;1.5
117;53110;Totaal;2010;108520;3.1
118;53110;Totaal;2011;120350;3.5
119;53110;Totaal;2012;119080;3.4
120;53110;Totaal;2013;118640;3.4
121;53110;Totaal;2014;122730;3.5
122;53110;Totaal;2015;113910;3.2
123;53110;Totaal;2016;99350;2.8
124;53110;Totaal;2017;89930;2.5
125;53110;Totaal;2018;80800;2.2
126;53110;Totaal;2019;74770;2.0
127;53110;Totaal;2020;68620;1.8
128;53110;Totaal;2021;64360;1.7
129;53110;Totaal;2022;64500;1.6
130;53110;Nederlandse achtergrond;2010;52000;2.1
131;53110;Nederlandse achtergrond;2011;55440;2.2
132;53110;Nederlandse achtergrond;2012;54280;2.2
133;53110;Nederlandse achtergrond;2013;51680;2.0
134;53110;Nederlandse achtergrond;2014;52980;2.1
135;53110;Nederlandse achtergrond;2015;48700;1.9
136;53110;Nederlandse achtergrond;2016;42120;1.7
137;53110;Nederlandse achtergrond;2017;37940;1.5
138;53110;Nederlandse achtergrond;2018;33660;1.3
139;53110;Nederlandse achtergrond;2019;30340;1.2
140;53110;Nederlandse achtergrond;2020;26890;1.0
141;53110;Nederlandse achtergrond;2021;24460;0.9
142;53110;Nederlandse achtergrond;2022;24180;0.9
143;53110;Met migratieachtergrond;2010;56520;6.0
144;53110;Met migratieachtergrond;2011;64910;6.7
145;53110;Met migratieachtergrond;2012;64800;6.7
146;53110;Met migratieachtergrond;2013;66960;6.9
147;53110;Met migratieachtergrond;2014;69750;6.9
148;53110;Met migratieachtergrond;2015;65210;6.3
149;53110;Met migratieachtergrond;2016;57230;5.4
150;53110;Met migratieachtergrond;2017;51990;4.7
151;53110;Met migratieachtergrond;2018;47140;4.1
152;53110;Met migratieachtergrond;2019;44430;3.7
153;53110;Met migratieachtergrond;2020;41740;3.5
154;53110;Met migratieachtergrond;2021;39910;3.2
155;53110;Met migratieachtergrond;2022;40320;3.0
156;53110;Marokko;2010;8990;8.6
157;53110;Marokko;2011;10640;10.1
158;53110;Marokko;2012;10530;10.1
159;53110;Marokko;2013;11470;10.9
160;53110;Marokko;2014;11800;11.2
161;53110;Marokko;2015;11220;10.6
162;53110;Marokko;2016;9910;9.3
163;53110;Marokko;2017;9100;8.5
164;53110;Marokko;2018;8400;7.7
165;53110;Marokko;2019;7930;7.1
166;53110;Marokko;2020;7480;6.6
167;53110;Marokko;2021;7110;6.1
168;53110;Marokko;2022;7110;5.9
169;53110;Turkije;2010;7180;6.0
170;53110;Turkije;2011;8260;6.8
171;53110;Turkije;2012;8180;6.7
172;53110;Turkije;2013;8280;6.9
173;53110;Turkije;2014;8330;6.9
174;53110;Turkije;2015;7590;6.4
175;53110;Turkije;2016;6550;5.5
176;53110;Turkije;2017;5910;4.9
177;53110;Turkije;2018;5280;4.3
178;53110;Turkije;2019;4870;3.9
179;53110;Turkije;2020;4460;3.5
180;53110;Turkije;2021;4250;3.3
181;53110;Turkije;2022;4060;3.0
182;53110;Suriname;2010;10730;11.2
183;53110;Suriname;2011;12450;12.9
184;53110;Suriname;2012;12280;12.8
185;53110;Suriname;2013;12440;12.9
186;53110;Suriname;2014;12460;13.0
187;53110;Suriname;2015;11590;12.2
188;53110;Suriname;2016;10080;10.6
189;53110;Suriname;2017;8950;9.4
190;53110;Suriname;2018;7710;8.1
191;53110;Suriname;2019;6940;7.4
192;53110;Suriname;2020;6010;6.4
193;53110;Suriname;2021;5520;6.0
194;53110;Suriname;2022;5200;5.7
195;53110;(voormalige) Nederlandse Antillen, Aruba;2010;7270;15.1
196;53110;(voormalige) Nederlandse Antillen, Aruba;2011;8410;17.1
197;53110;(voormalige) Nederlandse Antillen, Aruba;2012;8500;17.1
198;53110;(voormalige) Nederlandse Antillen, Aruba;2013;8740;17.5
199;53110;(voormalige) Nederlandse Antillen, Aruba;2014;9040;17.9
200;53110;(voormalige) Nederlandse Antillen, Aruba;2015;8450;16.7
201;53110;(voormalige) Nederlandse Antillen, Aruba;2016;7670;15.0
202;53110;(voormalige) Nederlandse Antillen, Aruba;2017;6910;13.3
203;53110;(voormalige) Nederlandse Antillen, Aruba;2018;6170;11.7
204;53110;(voormalige) Nederlandse Antillen, Aruba;2019;5620;10.3
205;53110;(voormalige) Nederlandse Antillen, Aruba;2020;5140;9.2
206;53110;(voormalige) Nederlandse Antillen, Aruba;2021;4910;8.6
207;53110;(voormalige) Nederlandse Antillen, Aruba;2022;4840;8.3
208;53110;Overige niet-westerse migratieachterg...;2010;11170;5.1
209;53110;Overige niet-westerse migratieachterg...;2011;12790;5.7
210;53110;Overige niet-westerse migratieachterg...;2012;12780;5.6
211;53110;Overige niet-westerse migratieachterg...;2013;13080;5.6
212;53110;Overige niet-westerse migratieachterg...;2014;13650;5.6
213;53110;Overige niet-westerse migratieachterg...;2015;12850;4.9
214;53110;Overige niet-westerse migratieachterg...;2016;11360;4.0
215;53110;Overige niet-westerse migratieachterg...;2017;10370;3.4
216;53110;Overige niet-westerse migratieachterg...;2018;9750;3.1
217;53110;Overige niet-westerse migratieachterg...;2019;9350;2.8
218;53110;Overige niet-westerse migratieachterg...;2020;9100;2.7
219;53110;Overige niet-westerse migratieachterg...;2021;8710;2.4
220;53110;Overige niet-westerse migratieachterg...;2022;9280;2.4
221;53110;Westerse migratieachtergrond;2010;11190;3.1
222;53110;Westerse migratieachtergrond;2011;12360;3.4
223;53110;Westerse migratieachtergrond;2012;12540;3.4
224;53110;Westerse migratieachtergrond;2013;12950;3.6
225;53110;Westerse migratieachtergrond;2014;14480;3.7
226;53110;Westerse migratieachtergrond;2015;13500;3.4
227;53110;Westerse migratieachtergrond;2016;11660;2.8
228;53110;Westerse migratieachtergrond;2017;10750;2.5
229;53110;Westerse migratieachtergrond;2018;9830;2.2
230;53110;Westerse migratieachtergrond;2019;9730;2.1
231;53110;Westerse migratieachtergrond;2020;9540;2.0
232;53110;Westerse migratieachtergrond;2021;9410;1.9
233;53110;Westerse migratieachtergrond;2022;9830;1.8
234;53705;Totaal;2010;87570;2.4
235;53705;Totaal;2011;96940;2.6
236;53705;Totaal;2012;97730;2.7
237;53705;Totaal;2013;98830;2.8
238;53705;Totaal;2014;103230;3.0
239;53705;Totaal;2015;97450;2.9
240;53705;Totaal;2016;86420;2.6
241;53705;Totaal;2017;79580;2.4
242;53705;Totaal;2018;70830;2.2
243;53705;Totaal;2019;64800;2.0
244;53705;Totaal;2020;59430;1.8
245;53705;Totaal;2021;54550;1.7
246;53705;Totaal;2022;53080;1.6
247;53705;Nederlandse achtergrond;2010;52910;1.8
248;53705;Nederlandse achtergrond;2011;56710;2.0
249;53705;Nederlandse achtergrond;2012;56040;2.0
250;53705;Nederlandse achtergrond;2013;55280;2.0
251;53705;Nederlandse achtergrond;2014;57010;2.2
252;53705;Nederlandse achtergrond;2015;53370;2.1
253;53705;Nederlandse achtergrond;2016;46840;1.9
254;53705;Nederlandse achtergrond;2017;42360;1.7
255;53705;Nederlandse achtergrond;2018;36680;1.5
256;53705;Nederlandse achtergrond;2019;32580;1.4
257;53705;Nederlandse achtergrond;2020;29030;1.3
258;53705;Nederlandse achtergrond;2021;25890;1.2
259;53705;Nederlandse achtergrond;2022;24560;1.1
260;53705;Met migratieachtergrond;2010;34660;4.3
261;53705;Met migratieachtergrond;2011;40240;4.9
262;53705;Met migratieachtergrond;2012;41700;5.1
263;53705;Met migratieachtergrond;2013;43560;5.3
264;53705;Met migratieachtergrond;2014;46220;5.5
265;53705;Met migratieachtergrond;2015;44080;5.2
266;53705;Met migratieachtergrond;2016;39570;4.6
267;53705;Met migratieachtergrond;2017;37220;4.2
268;53705;Met migratieachtergrond;2018;34150;3.7
269;53705;Met migratieachtergrond;2019;32220;3.4
270;53705;Met migratieachtergrond;2020;30400;3.1
271;53705;Met migratieachtergrond;2021;28660;2.9
272;53705;Met migratieachtergrond;2022;28520;2.7
273;53705;Marokko;2010;3160;4.2
274;53705;Marokko;2011;3840;4.9
275;53705;Marokko;2012;4200;5.2
276;53705;Marokko;2013;4660;5.6
277;53705;Marokko;2014;5130;6.0
278;53705;Marokko;2015;5150;5.9
279;53705;Marokko;2016;4760;5.3
280;53705;Marokko;2017;4580;5.0
281;53705;Marokko;2018;4190;4.5
282;53705;Marokko;2019;4030;4.3
283;53705;Marokko;2020;3880;4.1
284;53705;Marokko;2021;3680;3.8
285;53705;Marokko;2022;3710;3.8
286;53705;Turkije;2010;4870;4.9
287;53705;Turkije;2011;5760;5.7
288;53705;Turkije;2012;5990;5.8
289;53705;Turkije;2013;6320;6.1
290;53705;Turkije;2014;6570;6.3
291;53705;Turkije;2015;6390;6.1
292;53705;Turkije;2016;5770;5.5
293;53705;Turkije;2017;5400;5.0
294;53705;Turkije;2018;4850;4.5
295;53705;Turkije;2019;4440;4.0
296;53705;Turkije;2020;3960;3.6
297;53705;Turkije;2021;3650;3.3
298;53705;Turkije;2022;3450;3.0
299;53705;Suriname;2010;6590;7.5
300;53705;Suriname;2011;7720;8.9
301;53705;Suriname;2012;7870;9.2
302;53705;Suriname;2013;8400;9.9
303;53705;Suriname;2014;8560;10.3
304;53705;Suriname;2015;8070;9.8
305;53705;Suriname;2016;7250;8.8
306;53705;Suriname;2017;6680;8.1
307;53705;Suriname;2018;6130;7.4
308;53705;Suriname;2019;5550;6.7
309;53705;Suriname;2020;5130;6.2
310;53705;Suriname;2021;4760;5.7
311;53705;Suriname;2022;4550;5.4
312;53705;(voormalige) Nederlandse Antillen, Aruba;2010;3750;12.9
313;53705;(voormalige) Nederlandse Antillen, Aruba;2011;4310;14.7
314;53705;(voormalige) Nederlandse Antillen, Aruba;2012;4430;15.2
315;53705;(voormalige) Nederlandse Antillen, Aruba;2013;4530;15.4
316;53705;(voormalige) Nederlandse Antillen, Aruba;2014;4680;15.7
317;53705;(voormalige) Nederlandse Antillen, Aruba;2015;4460;14.8
318;53705;(voormalige) Nederlandse Antillen, Aruba;2016;4040;13.0
319;53705;(voormalige) Nederlandse Antillen, Aruba;2017;3850;12.1
320;53705;(voormalige) Nederlandse Antillen, Aruba;2018;3440;10.5
321;53705;(voormalige) Nederlandse Antillen, Aruba;2019;3270;9.6
322;53705;(voormalige) Nederlandse Antillen, Aruba;2020;3090;8.8
323;53705;(voormalige) Nederlandse Antillen, Aruba;2021;2860;7.9
324;53705;(voormalige) Nederlandse Antillen, Aruba;2022;2730;7.3
325;53705;Overige niet-westerse migratieachterg...;2010;5610;3.6
326;53705;Overige niet-westerse migratieachterg...;2011;6620;4.2
327;53705;Overige niet-westerse migratieachterg...;2012;6710;4.2
328;53705;Overige niet-westerse migratieachterg...;2013;6800;4.2
329;53705;Overige niet-westerse migratieachterg...;2014;7230;4.3
330;53705;Overige niet-westerse migratieachterg...;2015;6720;3.8
331;53705;Overige niet-westerse migratieachterg...;2016;5980;3.2
332;53705;Overige niet-westerse migratieachterg...;2017;5670;2.8
333;53705;Overige niet-westerse migratieachterg...;2018;5220;2.4
334;53705;Overige niet-westerse migratieachterg...;2019;5040;2.2
335;53705;Overige niet-westerse migratieachterg...;2020;4770;2.0
336;53705;Overige niet-westerse migratieachterg...;2021;4540;1.7
337;53705;Overige niet-westerse migratieachterg...;2022;4530;1.6
338;53705;Westerse migratieachtergrond;2010;10690;2.9
339;53705;Westerse migratieachtergrond;2011;11980;3.3
340;53705;Westerse migratieachtergrond;2012;12490;3.4
341;53705;Westerse migratieachtergrond;2013;12840;3.6
342;53705;Westerse migratieachtergrond;2014;14050;3.8
343;53705;Westerse migratieachtergrond;2015;13300;3.6
344;53705;Westerse migratieachtergrond;2016;11770;3.2
345;53705;Westerse migratieachtergrond;2017;11040;2.9
346;53705;Westerse migratieachtergrond;2018;10330;2.7
347;53705;Westerse migratieachtergrond;2019;9890;2.5
348;53705;Westerse migratieachtergrond;2020;9580;2.4
349;53705;Westerse migratieachtergrond;2021;9180;2.2
350;53705;Westerse migratieachtergrond;2022;9550;2.1
351;53850;Totaal;2010;41600;1.2
352;53850;Totaal;2011;49110;1.4
353;53850;Totaal;2012;52310;1.5
354;53850;Totaal;2013;54560;1.6
355;53850;Totaal;2014;60260;1.7
356;53850;Totaal;2015;58650;1.7
357;53850;Totaal;2016;53050;1.5
358;53850;Totaal;2017;49530;1.4
359;53850;Totaal;2018;44610;1.2
360;53850;Totaal;2019;41270;1.1
361;53850;Totaal;2020;37920;1.0
362;53850;Totaal;2021;34830;0.9
363;53850;Totaal;2022;33290;0.9
364;53850;Nederlandse achtergrond;2010;28030;1.0
365;53850;Nederlandse achtergrond;2011;32600;1.1
366;53850;Nederlandse achtergrond;2012;34410;1.2
367;53850;Nederlandse achtergrond;2013;35160;1.2
368;53850;Nederlandse achtergrond;2014;38580;1.3
369;53850;Nederlandse achtergrond;2015;37420;1.3
370;53850;Nederlandse achtergrond;2016;33850;1.2
371;53850;Nederlandse achtergrond;2017;31680;1.1
372;53850;Nederlandse achtergrond;2018;28190;1.0
373;53850;Nederlandse achtergrond;2019;25910;0.9
374;53850;Nederlandse achtergrond;2020;23710;0.8
375;53850;Nederlandse achtergrond;2021;21400;0.7
376;53850;Nederlandse achtergrond;2022;20080;0.7
377;53850;Met migratieachtergrond;2010;13570;2.5
378;53850;Met migratieachtergrond;2011;16510;3.0
379;53850;Met migratieachtergrond;2012;17900;3.1
380;53850;Met migratieachtergrond;2013;19400;3.3
381;53850;Met migratieachtergrond;2014;21680;3.6
382;53850;Met migratieachtergrond;2015;21230;3.4
383;53850;Met migratieachtergrond;2016;19200;3.0
384;53850;Met migratieachtergrond;2017;17850;2.7
385;53850;Met migratieachtergrond;2018;16420;2.4
386;53850;Met migratieachtergrond;2019;15360;2.2
387;53850;Met migratieachtergrond;2020;14210;1.9
388;53850;Met migratieachtergrond;2021;13430;1.8
389;53850;Met migratieachtergrond;2022;13210;1.7
390;53850;Marokko;2010;530;1.7
391;53850;Marokko;2011;720;2.2
392;53850;Marokko;2012;830;2.4
393;53850;Marokko;2013;950;2.6
394;53850;Marokko;2014;1150;2.9
395;53850;Marokko;2015;1190;2.9
396;53850;Marokko;2016;1130;2.5
397;53850;Marokko;2017;1100;2.3
398;53850;Marokko;2018;1040;2.1
399;53850;Marokko;2019;990;1.8
400;53850;Marokko;2020;970;1.7
401;53850;Marokko;2021;1000;1.6
402;53850;Marokko;2022;1000;1.5
403;53850;Turkije;2010;820;2.3
404;53850;Turkije;2011;1080;2.9
405;53850;Turkije;2012;1290;3.2
406;53850;Turkije;2013;1510;3.5
407;53850;Turkije;2014;1840;3.9
408;53850;Turkije;2015;1990;4.0
409;53850;Turkije;2016;1920;3.5
410;53850;Turkije;2017;1850;3.2
411;53850;Turkije;2018;1810;2.9
412;53850;Turkije;2019;1810;2.7
413;53850;Turkije;2020;1750;2.5
414;53850;Turkije;2021;1660;2.2
415;53850;Turkije;2022;1660;2.1
416;53850;Suriname;2010;2880;4.8
417;53850;Suriname;2011;3620;5.8
418;53850;Suriname;2012;3870;5.9
419;53850;Suriname;2013;4340;6.4
420;53850;Suriname;2014;4720;6.6
421;53850;Suriname;2015;4570;6.2
422;53850;Suriname;2016;4080;5.4
423;53850;Suriname;2017;3740;4.8
424;53850;Suriname;2018;3380;4.3
425;53850;Suriname;2019;3000;3.7
426;53850;Suriname;2020;2700;3.3
427;53850;Suriname;2021;2540;3.0
428;53850;Suriname;2022;2390;2.8
429;53850;(voormalige) Nederlandse Antillen, Aruba;2010;1590;8.7
430;53850;(voormalige) Nederlandse Antillen, Aruba;2011;1920;10.0
431;53850;(voormalige) Nederlandse Antillen, Aruba;2012;2110;10.6
432;53850;(voormalige) Nederlandse Antillen, Aruba;2013;2300;11.2
433;53850;(voormalige) Nederlandse Antillen, Aruba;2014;2510;11.8
434;53850;(voormalige) Nederlandse Antillen, Aruba;2015;2370;10.8
435;53850;(voormalige) Nederlandse Antillen, Aruba;2016;2170;9.7
436;53850;(voormalige) Nederlandse Antillen, Aruba;2017;1960;8.5
437;53850;(voormalige) Nederlandse Antillen, Aruba;2018;1740;7.3
438;53850;(voormalige) Nederlandse Antillen, Aruba;2019;1610;6.5
439;53850;(voormalige) Nederlandse Antillen, Aruba;2020;1410;5.5
440;53850;(voormalige) Nederlandse Antillen, Aruba;2021;1290;4.9
441;53850;(voormalige) Nederlandse Antillen, Aruba;2022;1310;4.8
442;53850;Overige niet-westerse migratieachterg...;2010;1940;2.6
443;53850;Overige niet-westerse migratieachterg...;2011;2450;3.1
444;53850;Overige niet-westerse migratieachterg...;2012;2710;3.2
445;53850;Overige niet-westerse migratieachterg...;2013;3040;3.4
446;53850;Overige niet-westerse migratieachterg...;2014;3460;3.6
447;53850;Overige niet-westerse migratieachterg...;2015;3410;3.3
448;53850;Overige niet-westerse migratieachterg...;2016;3180;2.8
449;53850;Overige niet-westerse migratieachterg...;2017;2850;2.4
450;53850;Overige niet-westerse migratieachterg...;2018;2630;2.1
451;53850;Overige niet-westerse migratieachterg...;2019;2490;1.9
452;53850;Overige niet-westerse migratieachterg...;2020;2290;1.6
453;53850;Overige niet-westerse migratieachterg...;2021;2150;1.5
454;53850;Overige niet-westerse migratieachterg...;2022;2080;1.3
455;53850;Westerse migratieachtergrond;2010;5810;1.8
456;53850;Westerse migratieachtergrond;2011;6730;2.1
457;53850;Westerse migratieachtergrond;2012;7090;2.2
458;53850;Westerse migratieachtergrond;2013;7280;2.3
459;53850;Westerse migratieachtergrond;2014;8010;2.5
460;53850;Westerse migratieachtergrond;2015;7690;2.3
461;53850;Westerse migratieachtergrond;2016;6730;2.0
462;53850;Westerse migratieachtergrond;2017;6340;1.9
463;53850;Westerse migratieachtergrond;2018;5830;1.7
464;53850;Westerse migratieachtergrond;2019;5460;1.6
465;53850;Westerse migratieachtergrond;2020;5090;1.4
466;53850;Westerse migratieachtergrond;2021;4800;1.3
467;53850;Westerse migratieachtergrond;2022;4770;1.3
468;80200;Totaal;2010;6510;0.3
469;80200;Totaal;2011;8350;0.3
470;80200;Totaal;2012;9540;0.3
471;80200;Totaal;2013;10410;0.4
472;80200;Totaal;2014;12030;0.4
473;80200;Totaal;2015;12170;0.4
474;80200;Totaal;2016;11120;0.4
475;80200;Totaal;2017;10830;0.3
476;80200;Totaal;2018;9860;0.3
477;80200;Totaal;2019;9400;0.3
478;80200;Totaal;2020;8740;0.3
479;80200;Totaal;2021;8160;0.2
480;80200;Totaal;2022;8110;0.2
481;80200;Nederlandse achtergrond;2010;4430;0.2
482;80200;Nederlandse achtergrond;2011;5730;0.2
483;80200;Nederlandse achtergrond;2012;6600;0.3
484;80200;Nederlandse achtergrond;2013;7030;0.3
485;80200;Nederlandse achtergrond;2014;8140;0.3
486;80200;Nederlandse achtergrond;2015;8210;0.3
487;80200;Nederlandse achtergrond;2016;7420;0.3
488;80200;Nederlandse achtergrond;2017;7220;0.3
489;80200;Nederlandse achtergrond;2018;6520;0.2
490;80200;Nederlandse achtergrond;2019;6130;0.2
491;80200;Nederlandse achtergrond;2020;5700;0.2
492;80200;Nederlandse achtergrond;2021;5300;0.2
493;80200;Nederlandse achtergrond;2022;5220;0.2
494;80200;Met migratieachtergrond;2010;2080;0.6
495;80200;Met migratieachtergrond;2011;2620;0.8
496;80200;Met migratieachtergrond;2012;2940;0.8
497;80200;Met migratieachtergrond;2013;3390;0.9
498;80200;Met migratieachtergrond;2014;3880;1.0
499;80200;Met migratieachtergrond;2015;3960;1.0
500;80200;Met migratieachtergrond;2016;3700;0.9
501;80200;Met migratieachtergrond;2017;3610;0.8
502;80200;Met migratieachtergrond;2018;3340;0.7
503;80200;Met migratieachtergrond;2019;3280;0.7
504;80200;Met migratieachtergrond;2020;3040;0.6
505;80200;Met migratieachtergrond;2021;2860;0.6
506;80200;Met migratieachtergrond;2022;2890;0.5
507;80200;Marokko;2010;130;0.8
508;80200;Marokko;2011;150;0.8
509;80200;Marokko;2012;180;0.9
510;80200;Marokko;2013;220;1.1
511;80200;Marokko;2014;240;1.1
512;80200;Marokko;2015;240;1.1
513;80200;Marokko;2016;220;0.9
514;80200;Marokko;2017;190;0.8
515;80200;Marokko;2018;180;0.7
516;80200;Marokko;2019;170;0.7
517;80200;Marokko;2020;170;0.6
518;80200;Marokko;2021;170;0.6
519;80200;Marokko;2022;160;0.5
520;80200;Turkije;2010;170;0.9
521;80200;Turkije;2011;200;1.1
522;80200;Turkije;2012;200;1.0
523;80200;Turkije;2013;230;1.1
524;80200;Turkije;2014;230;1.1
525;80200;Turkije;2015;240;1.1
526;80200;Turkije;2016;230;1.0
527;80200;Turkije;2017;240;1.0
528;80200;Turkije;2018;220;0.9
529;80200;Turkije;2019;220;0.9
530;80200;Turkije;2020;190;0.8
531;80200;Turkije;2021;200;0.8
532;80200;Turkije;2022;200;0.8
533;80200;Suriname;2010;380;1.8
534;80200;Suriname;2011;460;2.0
535;80200;Suriname;2012;520;2.1
536;80200;Suriname;2013;620;2.4
537;80200;Suriname;2014;730;2.6
538;80200;Suriname;2015;760;2.6
539;80200;Suriname;2016;720;2.3
540;80200;Suriname;2017;680;2.0
541;80200;Suriname;2018;630;1.7
542;80200;Suriname;2019;650;1.6
543;80200;Suriname;2020;600;1.4
544;80200;Suriname;2021;480;1.1
545;80200;Suriname;2022;510;1.0
546;80200;(voormalige) Nederlandse Antillen, Aruba;2010;190;3.6
547;80200;(voormalige) Nederlandse Antillen, Aruba;2011;280;4.8
548;80200;(voormalige) Nederlandse Antillen, Aruba;2012;320;5.0
549;80200;(voormalige) Nederlandse Antillen, Aruba;2013;350;5.0
550;80200;(voormalige) Nederlandse Antillen, Aruba;2014;400;5.3
551;80200;(voormalige) Nederlandse Antillen, Aruba;2015;390;4.7
