ID;Landen;Perioden;k_0Tot1Jaar_1;k_1Tot3Jaar_2;k_3Tot5Jaar_3;k_5Tot10Jaar_4;k_10JaarEnMeer_5;SocialeUitkeringen_6;Werkloosheidsuitkeringen_7;ParttimeWerkgelegenheid_8;Minimumloon_9
34;België;2000;13.6;12.6;10.3;17.3;46.2;24.2;2.9;19.0;1096.0
35;België;2001;13.3;12.5;10.7;16.4;47.3;24.7;2.9;17.0;1129.0
36;België;2002;12.2;12.8;12.5;15.8;46.7;25.4;3.2;17.6;1152.0
37;België;2003;11.0;12.7;13.1;17.4;45.8;26.1;3.4;18.3;1175.0
38;België;2004;10.9;11.1;13.4;18.3;46.2;26.1;3.5;18.5;1186.0
39;België;2005;11.6;10.6;11.5;20.4;46.0;26.0;3.4;18.5;1210.0
40;België;2006;11.8;11.4;10.7;20.8;45.4;25.7;3.4;18.7;1234.0
41;België;2007;13.2;12.2;10.5;20.1;44.0;25.5;3.3;18.1;1271.0
42;België;2008;12.8;12.9;10.7;19.2;44.4;26.7;3.3;18.3;1323.0
43;België;2009;11.6;13.5;11.4;18.9;44.6;29.1;3.8;18.2;1388.0
44;België;2010;11.3;12.7;12.1;17.9;46.0;28.6;3.8;18.3;1388.0
45;België;2011;12.7;11.5;12.0;18.3;45.5;29.0;3.7;18.8;1429.0
46;België;2012;;;;;;;;18.7;1458.0
47;België;2013;;;;;;;;;1502.0
48;Canada;1990;24.8;20.5;11.5;15.0;28.2;;;17.0;
49;Canada;1991;22.6;20.6;12.1;15.3;29.4;;;18.1;
50;Canada;1992;21.8;18.8;13.6;15.9;29.9;;;18.6;
51;Canada;1993;21.4;17.0;14.0;17.6;30.0;;;19.2;
52;Canada;1994;21.8;16.8;12.8;18.8;29.8;;;18.9;
53;Canada;1995;21.8;17.2;11.3;19.9;29.7;;;18.8;
54;Canada;1996;20.9;18.3;10.9;19.9;30.0;;;19.1;
55;Canada;1997;20.7;18.8;10.8;19.3;30.4;;;19.1;
56;Canada;1998;21.2;19.1;11.1;18.0;30.7;;;18.8;
57;Canada;1999;20.9;20.0;11.2;16.9;31.0;;;18.4;
58;Canada;2000;21.2;20.4;11.2;15.7;31.5;;;18.1;
59;Canada;2001;20.9;20.9;11.9;15.1;31.3;;;18.1;
60;Canada;2002;19.9;20.9;12.6;15.4;31.1;;;18.8;
61;Canada;2003;19.6;19.9;13.3;16.4;30.9;;;19.0;
62;Canada;2004;19.7;19.1;13.3;17.1;30.7;;;18.6;
63;Canada;2005;20.0;19.1;12.5;18.0;30.4;;;18.4;
64;Canada;2006;20.4;19.5;11.7;18.3;30.1;;;18.2;
65;Canada;2007;20.8;20.4;11.2;18.3;29.4;;;18.3;
66;Canada;2008;20.7;20.7;11.3;17.7;29.6;;;18.5;
67;Canada;2009;18.3;21.5;12.3;17.8;30.1;;;19.3;
68;Canada;2010;18.2;20.1;13.1;17.4;31.3;;;19.4;
69;Canada;2011;;;;;;;;19.1;
70;Canada;2012;;;;;;;;18.8;
71;Canada;2013;;;;;;;;;
72;Denemarken;1990;;;;;;27.4;4.2;19.2;
73;Denemarken;1991;;;;;;28.4;4.5;18.7;
74;Denemarken;1992;17.9;18.3;12.3;17.9;33.6;28.9;4.8;18.9;
75;Denemarken;1993;18.0;17.4;12.2;18.5;33.9;30.7;5.5;19.0;
76;Denemarken;1994;20.9;17.6;10.9;18.5;32.2;31.6;5.2;17.3;
77;Denemarken;1995;22.5;17.2;10.0;18.2;32.1;31.0;4.6;16.9;
78;Denemarken;1996;21.6;19.4;10.1;16.6;32.2;30.4;4.2;16.6;
79;Denemarken;1997;20.3;21.0;10.5;15.4;32.8;29.3;3.7;17.2;
80;Denemarken;1998;22.0;16.2;13.7;14.6;33.4;29.2;3.4;17.1;
81;Denemarken;1999;21.5;17.2;12.7;16.0;32.6;29.0;3.2;15.3;
82;Denemarken;2000;23.0;17.3;13.0;15.4;31.1;28.1;3.0;16.1;
83;Denemarken;2001;21.5;16.8;13.4;17.4;30.9;28.4;2.8;14.7;
84;Denemarken;2002;20.9;17.0;13.7;16.9;31.5;28.8;2.7;15.5;
85;Denemarken;2003;19.9;15.5;15.3;18.1;31.1;30.0;3.0;16.2;
86;Denemarken;2004;21.1;14.6;14.6;18.3;31.3;29.8;2.8;17.0;
87;Denemarken;2005;20.7;15.2;13.8;19.3;30.9;29.4;2.5;17.3;
88;Denemarken;2006;23.5;14.7;12.6;19.3;29.9;28.5;2.1;17.9;
89;Denemarken;2007;27.2;17.3;11.0;16.2;28.3;29.3;1.2;17.3;
90;Denemarken;2008;25.4;20.4;12.0;15.2;27.1;29.2;0.9;17.8;
91;Denemarken;2009;20.7;21.9;13.7;16.1;27.6;33.1;1.6;18.8;
92;Denemarken;2010;19.3;18.5;16.6;16.3;29.2;32.8;1.8;19.2;
93;Denemarken;2011;20.6;16.1;16.3;17.6;29.5;32.8;1.8;19.2;
94;Denemarken;2012;;;;;;;;19.4;
95;Denemarken;2013;;;;;;;;;
96;Duitsland;1990;;;;;;;;13.4;
97;Duitsland;1991;;;;;;24.9;2.1;11.8;
98;Duitsland;1992;14.6;19.4;9.3;15.0;41.7;26.3;2.5;12.3;
99;Duitsland;1993;13.4;20.5;11.1;15.0;40.0;26.9;2.8;12.8;
100;Duitsland;1994;13.0;19.0;14.2;15.9;37.9;26.8;2.5;13.5;
101;Duitsland;1995;14.4;17.3;14.0;17.6;36.7;27.2;2.3;14.2;
102;Duitsland;1996;12.7;17.4;12.6;20.5;36.8;28.4;2.4;14.9;
103;Duitsland;1997;12.9;17.1;11.3;21.9;36.8;28.1;2.2;15.8;
104;Duitsland;1998;14.4;12.0;12.3;23.0;38.3;28.1;2.2;16.6;
105;Duitsland;1999;15.2;12.6;11.8;22.5;38.0;28.5;2.3;17.1;
106;Duitsland;2000;14.8;13.7;11.3;20.5;39.7;28.7;2.1;17.6;
107;Duitsland;2001;15.2;13.7;11.8;18.5;40.8;28.7;2.1;18.3;
108;Duitsland;2002;14.3;13.3;13.0;17.6;41.7;29.3;2.3;18.8;
109;Duitsland;2003;12.9;13.2;13.7;17.9;42.3;29.7;2.3;19.6;
110;Duitsland;2004;13.0;11.1;14.1;18.9;43.0;29.1;2.3;20.1;
111;Duitsland;2005;13.4;12.2;12.7;19.8;41.8;29.0;2.1;21.5;
112;Duitsland;2006;14.3;11.9;11.5;20.5;41.9;27.8;1.8;21.8;
113;Duitsland;2007;14.7;12.2;11.1;20.2;41.9;26.8;1.5;22.0;
114;Duitsland;2008;15.3;12.9;11.0;19.7;41.2;27.0;1.4;21.8;
115;Duitsland;2009;14.0;13.3;11.2;19.0;42.5;30.2;1.9;21.9;
116;Duitsland;2010;14.0;12.9;12.0;17.4;43.7;29.4;1.7;21.7;
117;Duitsland;2011;14.8;12.3;11.9;16.9;44.1;28.3;1.3;22.1;
118;Duitsland;2012;;;;;;;;22.1;
119;Duitsland;2013;;;;;;;;;
120;Finland;1990;;;;;;23.9;1.5;7.6;
121;Finland;1991;;;;;;28.5;2.5;7.9;
122;Finland;1992;;;;;;32.2;4.2;8.1;
123;Finland;1993;;;;;;33.3;5.3;8.9;
124;Finland;1994;;;;;;32.7;5.1;8.9;
125;Finland;1995;16.2;10.4;9.1;22.6;41.7;30.6;4.4;8.7;
126;Finland;1996;17.8;12.9;7.7;21.6;40.0;30.5;4.3;8.5;
127;Finland;1997;17.9;13.3;7.3;20.4;41.1;28.4;3.8;9.3;
128;Finland;1998;19.9;10.9;9.3;17.4;42.5;26.3;3.2;9.7;
129;Finland;1999;21.3;12.6;9.8;14.7;41.6;25.6;2.9;9.9;
130;Finland;2000;21.6;12.1;10.5;13.8;42.1;24.3;2.6;10.4;
131;Finland;2001;21.7;12.9;10.5;14.1;40.8;24.2;2.4;10.5;
132;Finland;2002;19.8;13.6;11.1;15.5;40.0;24.9;2.4;11.0;
133;Finland;2003;19.5;12.4;11.6;17.3;39.2;25.7;2.5;11.3;
134;Finland;2004;19.2;11.7;11.4;18.0;39.7;25.8;2.5;11.3;
135;Finland;2005;20.2;11.4;10.2;18.4;39.7;25.9;2.4;11.2;
136;Finland;2006;20.2;12.2;10.0;18.9;38.7;25.6;2.2;11.4;
137;Finland;2007;21.2;13.1;9.7;18.0;37.9;24.6;1.9;11.7;
138;Finland;2008;21.3;13.5;10.0;16.5;38.7;25.4;1.8;11.5;
139;Finland;2009;18.4;14.1;11.0;16.8;39.6;29.5;2.4;12.2;
140;Finland;2010;17.7;12.6;12.6;17.1;40.0;29.7;2.4;12.5;
141;Finland;2011;20.4;10.7;12.4;16.8;39.8;29.3;2.1;12.7;
142;Finland;2012;;;;;;;;13.0;
143;Finland;2013;;;;;;;;;
144;Frankrijk;1990;;;;;;25.9;2.3;12.2;
145;Frankrijk;1991;;;;;;26.5;2.4;12.0;
146;Frankrijk;1992;13.7;17.4;10.1;15.8;43.0;27.2;2.4;12.6;
147;Frankrijk;1993;13.0;15.9;11.6;15.5;44.1;28.6;2.6;13.2;
148;Frankrijk;1994;12.2;14.9;12.3;16.5;44.1;28.6;2.4;13.8;
149;Frankrijk;1995;13.5;13.9;11.2;18.1;43.2;28.7;2.3;14.2;
150;Frankrijk;1996;12.9;14.4;10.3;19.0;43.4;29.1;2.3;14.0;
151;Frankrijk;1997;13.2;14.6;9.5;19.5;43.3;28.9;2.3;14.8;
152;Frankrijk;1998;14.3;9.9;10.7;19.9;45.2;28.6;2.2;14.7;
153;Frankrijk;1999;14.8;9.5;11.0;19.2;45.5;28.4;2.1;14.6;1043.0
154;Frankrijk;2000;15.7;11.3;10.6;17.4;45.0;27.7;2.0;14.2;1066.0
155;Frankrijk;2001;16.4;11.8;11.2;16.6;44.0;27.8;2.0;13.8;1105.0
156;Frankrijk;2002;15.3;12.1;12.2;16.3;44.2;28.6;2.2;13.8;1141.0
157;Frankrijk;2003;14.0;10.4;13.1;17.2;45.3;29.2;2.3;13.0;1185.0
158;Frankrijk;2004;13.5;9.4;13.7;18.0;45.4;29.5;2.3;13.2;1251.0
159;Frankrijk;2005;13.5;9.0;12.6;19.3;45.6;29.6;2.2;13.2;1252.0
160;Frankrijk;2006;13.8;9.4;11.3;21.1;44.5;29.6;2.1;13.2;1236.0
161;Frankrijk;2007;14.8;9.6;11.2;20.8;43.7;29.3;1.9;13.3;1267.0
162;Frankrijk;2008;15.1;9.9;10.8;20.8;43.4;29.7;1.9;12.9;1301.0
163;Frankrijk;2009;13.4;10.5;12.1;20.5;43.4;31.9;2.1;13.3;1329.0
164;Frankrijk;2010;12.8;10.2;12.6;19.9;44.5;32.0;2.2;13.6;1344.0
165;Frankrijk;2011;13.5;9.0;12.6;19.2;45.6;31.9;2.1;13.6;1365.0
166;Frankrijk;2012;;;;;;;;13.8;1412.0
167;Frankrijk;2013;;;;;;;;;1430.0
168;Hongarije;1990;;;;;;;;;
169;Hongarije;1991;;;;;;;;;
170;Hongarije;1992;;;;;;;;;
171;Hongarije;1993;;;;;;;;;
172;Hongarije;1994;;;;;;;;;
173;Hongarije;1995;;;;;;;;2.8;
174;Hongarije;1996;;;;;;;;2.7;
175;Hongarije;1997;13.4;19.7;14.9;21.7;30.3;;;2.9;
176;Hongarije;1998;14.3;16.0;15.9;23.6;30.2;;;3.2;
177;Hongarije;1999;12.6;15.3;16.0;25.3;30.9;20.2;0.9;3.2;90.0
178;Hongarije;2000;11.6;14.2;15.8;24.7;33.6;19.5;0.8;2.9;99.0
179;Hongarije;2001;11.2;13.5;16.8;25.2;33.3;19.1;0.7;2.5;158.0
180;Hongarije;2002;10.7;13.4;16.7;24.7;34.5;20.0;0.6;2.6;204.0
181;Hongarije;2003;12.7;12.9;15.9;24.4;34.1;20.9;0.6;3.2;200.0
182;Hongarije;2004;11.9;12.9;16.0;23.8;35.4;20.4;0.6;3.3;206.0
183;Hongarije;2005;11.4;13.2;14.6;24.8;35.9;21.5;0.6;3.2;231.0
184;Hongarije;2006;11.7;12.5;14.3;25.4;36.1;22.0;0.7;2.7;234.0
185;Hongarije;2007;11.4;12.6;14.0;26.0;36.0;22.3;0.8;2.8;263.0
186;Hongarije;2008;13.0;13.6;13.6;24.7;35.0;22.5;0.8;3.1;283.0
187;Hongarije;2009;12.1;13.8;14.2;24.9;35.0;23.9;1.0;3.6;266.0
188;Hongarije;2010;12.7;13.0;13.9;22.5;37.9;22.6;0.9;3.6;264.0
189;Hongarije;2011;12.8;11.9;14.8;22.4;38.0;22.8;0.8;4.7;287.0
190;Hongarije;2012;;;;;;;;4.7;309.0
191;Hongarije;2013;;;;;;;;;334.0
192;Ierland;1990;;;;;;;;10.0;
193;Ierland;1991;;;;;;;;10.4;
194;Ierland;1992;12.1;18.0;11.7;16.1;42.1;;;11.3;
195;Ierland;1993;11.5;17.0;13.0;16.3;42.1;;;13.1;
196;Ierland;1994;12.7;16.3;12.6;17.6;40.8;;;13.5;
197;Ierland;1995;14.1;16.7;11.4;17.9;40.0;17.8;2.7;14.3;
198;Ierland;1996;14.4;18.3;10.1;17.6;39.5;16.8;2.6;14.2;
199;Ierland;1997;15.9;19.4;9.8;17.4;37.5;15.7;2.2;15.0;
200;Ierland;1998;21.5;10.4;12.8;17.7;37.7;14.5;1.8;17.6;
201;Ierland;1999;22.5;14.8;12.3;16.1;34.3;13.9;1.5;17.9;
202;Ierland;2000;20.9;15.3;13.6;14.8;35.4;12.7;1.3;18.1;945.0
203;Ierland;2001;19.7;15.5;14.9;15.5;34.4;13.7;1.2;17.9;977.0
204;Ierland;2002;15.8;15.1;16.8;17.1;35.3;15.5;1.3;18.4;1009.0
205;Ierland;2003;14.6;13.3;18.2;19.4;34.5;16.0;1.3;18.9;1073.0
206;Ierland;2004;18.7;13.7;16.9;19.9;30.9;16.2;1.3;18.9;1128.0
207;Ierland;2005;18.3;13.9;15.5;23.0;29.2;16.2;1.3;19.3;1238.0
208;Ierland;2006;17.0;15.1;14.0;22.5;31.5;16.5;1.3;19.3;1293.0
209;Ierland;2007;17.5;15.7;13.7;22.5;30.6;17.1;1.4;19.8;1432.0
210;Ierland;2008;16.5;15.0;15.2;21.6;31.6;20.3;1.8;20.8;1462.0
211;Ierland;2009;11.8;15.2;16.1;23.1;33.8;25.1;3.0;23.7;1462.0
212;Ierland;2010;10.1;11.8;17.4;22.9;37.7;27.3;3.5;24.9;1462.0
213;Ierland;2011;11.8;9.7;15.1;23.8;39.5;28.3;3.3;25.7;1462.0
214;Ierland;2012;;;;;;;;25.0;1462.0
215;Ierland;2013;;;;;;;;;1462.0
216;Italië;1990;;;;;;22.8;0.6;8.9;
217;Italië;1991;;;;;;23.2;0.6;9.0;
218;Italië;1992;7.0;13.9;12.2;18.1;48.8;24.3;0.7;10.0;
219;Italië;1993;6.4;13.4;12.3;18.5;49.5;24.4;0.8;10.0;
220;Italië;1994;5.8;13.0;12.4;19.6;49.2;24.2;0.8;10.0;
221;Italië;1995;6.7;12.2;11.1;21.2;48.8;23.4;0.7;10.5;
222;Italië;1996;7.1;13.1;9.9;21.7;48.2;23.5;0.6;10.5;
223;Italië;1997;7.0;14.1;9.6;21.2;48.2;24.2;0.6;11.3;
224;Italië;1998;9.9;10.3;10.3;20.1;49.3;23.8;0.5;11.2;
225;Italië;1999;10.2;10.3;10.5;19.0;50.0;24.0;0.5;11.8;
226;Italië;2000;11.1;10.2;10.5;17.5;50.7;23.7;0.4;12.2;
227;Italië;2001;11.1;10.5;10.9;17.7;49.9;23.8;0.4;12.2;
228;Italië;2002;10.8;10.4;11.9;17.6;49.3;24.3;0.4;11.6;
229;Italië;2003;9.9;10.0;12.2;19.1;48.7;24.8;0.5;11.7;
230;Italië;2004;10.8;10.4;13.2;18.3;47.2;25.0;0.5;14.7;
231;Italië;2005;10.9;11.0;12.5;20.0;45.6;25.3;0.5;14.6;
232;Italië;2006;11.1;10.6;11.9;20.8;45.6;25.5;0.5;15.0;
233;Italië;2007;11.7;10.6;11.0;21.4;45.4;25.4;0.4;15.2;
234;Italië;2008;12.3;11.3;10.7;20.5;45.1;26.4;0.5;15.9;
235;Italië;2009;9.7;11.7;11.2;21.0;46.4;28.5;0.8;15.8;
236;Italië;2010;9.9;10.3;11.6;19.9;48.3;28.6;0.8;16.3;
237;Italië;2011;10.0;9.4;11.6;19.5;49.4;28.4;0.8;16.7;
238;Italië;2012;;;;;;;;17.8;
239;Italië;2013;;;;;;;;;
240;Japan;1990;;;;;;;;;
241;Japan;1991;;;;;;;;;
242;Japan;1992;;;;;;;;;
243;Japan;1993;;;;;;;;;
244;Japan;1994;;;;;;;;;
245;Japan;1995;;;;;;;;;
246;Japan;1996;;;;;;;;;
247;Japan;1997;;;;;;;;;
248;Japan;1998;;;;;;;;;
249;Japan;1999;;;;;;;;;
250;Japan;2000;;;;;;;;;
251;Japan;2001;;;;;;;;;
252;Japan;2002;;;;;;;;17.7;
253;Japan;2003;;;;;;;;18.2;
254;Japan;2004;;;;;;;;18.1;
255;Japan;2005;;;;;;;;18.3;
256;Japan;2006;;;;;;;;18.0;
257;Japan;2007;;;;;;;;18.9;
258;Japan;2008;;;;;;;;19.6;
259;Japan;2009;;;;;;;;20.3;
260;Japan;2010;;;;;;;;20.2;
261;Japan;2011;;;;;;;;20.6;
262;Japan;2012;;;;;;;;20.5;
263;Japan;2013;;;;;;;;;
264;Nederland;1990;;;;;;29.6;2.5;28.2;
265;Nederland;1991;;;;;;29.6;2.5;28.6;
266;Nederland;1992;14.5;23.0;11.3;16.7;34.5;30.1;2.5;27.3;
267;Nederland;1993;13.1;22.6;12.4;17.9;34.0;30.4;2.8;27.9;
268;Nederland;1994;12.2;21.6;13.0;19.0;34.1;29.5;3.0;28.9;
269;Nederland;1995;13.2;19.7;12.6;20.6;33.9;28.9;2.9;29.4;
270;Nederland;1996;10.4;21.1;11.6;21.8;35.0;28.0;2.8;29.3;
271;Nederland;1997;9.2;18.6;11.1;23.7;37.4;27.0;2.4;29.1;
272;Nederland;1998;14.9;17.1;10.5;20.9;36.6;26.1;1.9;30.0;
273;Nederland;1999;13.4;20.0;10.8;18.8;37.1;25.4;1.5;30.4;1071.0
274;Nederland;2000;20.5;14.5;12.2;16.7;36.1;24.7;1.3;32.1;1101.0
275;Nederland;2001;21.6;13.7;13.4;15.5;35.9;24.8;1.2;33.0;1167.0
276;Nederland;2002;12.0;16.6;15.1;17.2;39.0;25.8;1.4;33.9;1219.0
277;Nederland;2003;8.7;15.1;16.9;20.3;39.1;26.5;1.6;34.5;1257.0
278;Nederland;2004;7.4;13.0;18.3;22.3;39.0;26.4;1.6;35.0;1265.0
279;Nederland;2005;7.4;11.1;16.2;25.6;39.8;26.0;1.6;35.6;1265.0
280;Nederland;2006;8.3;11.0;13.1;27.9;39.6;27.0;1.4;35.4;1279.0
281;Nederland;2007;9.9;12.4;11.6;26.6;39.5;26.7;1.1;35.9;1309.0
282;Nederland;2008;10.3;14.5;11.3;24.4;39.5;26.9;1.0;36.1;1346.0
283;Nederland;2009;8.9;14.8;13.1;22.4;40.7;29.7;1.4;36.7;1390.0
284;Nederland;2010;9.6;14.4;15.1;19.8;41.0;30.3;1.6;37.1;1412.0
285;Nederland;2011;14.9;12.9;15.2;18.8;38.2;30.5;1.5;37.2;1430.0
286;Nederland;2012;;;;;;;;37.8;1451.0
287;Nederland;2013;;;;;;;;;1474.0
288;Oostenrijk;1990;;;;;;25.3;1.2;;
289;Oostenrijk;1991;;;;;;25.6;1.3;;
290;Oostenrijk;1992;;;;;;26.2;1.3;;
291;Oostenrijk;1993;;;;;;27.4;1.6;;
292;Oostenrijk;1994;;;;;;28.2;1.6;;
293;Oostenrijk;1995;11.0;15.8;12.7;19.0;41.5;28.0;1.6;11.1;
294;Oostenrijk;1996;10.7;16.2;12.6;19.9;40.6;28.0;1.7;10.9;
295;Oostenrijk;1997;;;;;;27.8;1.6;10.8;
296;Oostenrijk;1998;;;;;;27.5;1.5;11.5;
297;Oostenrijk;1999;;;;;;28.0;1.5;12.3;
298;Oostenrijk;2000;;;;;;27.5;1.3;12.2;
299;Oostenrijk;2001;;;;;;27.8;1.4;12.4;
300;Oostenrijk;2002;;;;;;28.1;1.5;13.3;
301;Oostenrijk;2003;10.8;10.7;13.8;19.9;44.8;28.6;1.7;13.7;
302;Oostenrijk;2004;13.8;10.0;14.6;20.0;41.6;28.3;1.7;15.4;
303;Oostenrijk;2005;14.2;10.2;14.1;20.3;41.2;27.9;1.6;16.3;
304;Oostenrijk;2006;14.3;10.8;12.9;20.7;41.3;27.5;1.6;16.8;
305;Oostenrijk;2007;14.7;11.0;12.9;20.2;41.2;27.0;1.4;17.3;
306;Oostenrijk;2008;15.1;11.3;12.8;20.3;40.5;27.6;1.4;17.7;
307;Oostenrijk;2009;14.7;11.2;13.2;20.2;40.8;29.8;1.7;18.5;
308;Oostenrijk;2010;13.9;11.2;13.7;19.3;42.0;29.7;1.7;19.0;
309;Oostenrijk;2011;15.0;9.9;13.7;19.4;41.9;28.7;1.5;18.9;
310;Oostenrijk;2012;;;;;;;;19.2;
311;Oostenrijk;2013;;;;;;;;;
312;Polen;1990;;;;;;;;;
313;Polen;1991;;;;;;;;;
314;Polen;1992;;;;;;;;;
315;Polen;1993;;;;;;;;;
316;Polen;1994;;;;;;;;;
317;Polen;1995;;;;;;;;;
318;Polen;1996;;;;;;;;;
319;Polen;1997;15.7;15.8;10.1;17.3;41.0;;;11.9;
320;Polen;1998;14.6;13.3;11.4;19.1;41.5;;;11.8;
321;Polen;1999;10.5;11.8;12.6;20.8;44.2;;;14.0;160.0
322;Polen;2000;14.2;11.8;12.2;18.8;43.0;19.1;0.9;12.8;164.0
323;Polen;2001;12.3;12.0;12.4;20.1;43.3;20.5;0.9;11.6;211.0
324;Polen;2002;11.2;11.5;12.8;20.5;44.0;20.7;0.9;11.7;202.0
325;Polen;2003;13.0;10.6;12.0;21.1;43.3;20.7;0.8;11.5;189.0
326;Polen;2004;13.2;11.0;11.8;21.1;42.9;19.7;0.7;12.0;179.0
327;Polen;2005;13.2;12.4;10.5;20.4;43.4;19.2;0.6;11.7;209.0
328;Polen;2006;14.8;13.0;10.4;19.4;42.4;19.0;0.6;10.8;227.0
329;Polen;2007;15.7;13.8;10.2;18.1;42.2;17.8;0.4;10.1;246.0
330;Polen;2008;15.6;15.4;11.1;17.3;40.5;18.2;0.4;9.3;325.0
331;Polen;2009;13.5;16.1;13.1;17.2;40.1;18.8;0.4;8.7;297.0
332;Polen;2010;13.6;14.4;14.3;17.1;40.7;18.8;0.4;8.7;319.0
333;Polen;2011;12.4;13.2;15.0;18.8;40.6;18.7;0.3;8.3;348.0
334;Polen;2012;;;;;;;;8.0;345.0
335;Polen;2013;;;;;;;;;381.0
336;Spanje;1990;;;;;;19.3;3.5;4.6;
337;Spanje;1991;;;;;;20.4;3.9;4.4;
338;Spanje;1992;23.8;13.3;9.8;14.4;38.8;21.6;4.2;5.3;
339;Spanje;1993;22.0;13.0;10.0;15.4;39.6;23.0;5.0;6.0;
340;Spanje;1994;25.7;10.2;9.0;16.2;38.9;22.0;4.2;6.4;
341;Spanje;1995;28.1;9.4;7.9;16.5;38.1;20.9;3.4;7.0;
342;Spanje;1996;27.0;10.5;7.6;16.8;38.2;20.9;3.0;7.5;
343;Spanje;1997;27.6;10.6;7.3;16.7;37.9;20.3;2.8;7.9;
344;Spanje;1998;28.5;8.4;8.1;16.3;38.6;19.7;2.6;7.7;
345;Spanje;1999;22.0;13.5;9.9;16.4;38.2;19.3;2.4;7.8;486.0
346;Spanje;2000;20.8;13.9;10.5;15.6;39.2;19.5;2.0;7.7;496.0
347;Spanje;2001;20.5;13.6;11.8;15.6;38.5;19.2;2.1;7.8;506.0
348;Spanje;2002;20.4;14.2;12.2;15.3;37.9;19.5;2.2;7.6;516.0
349;Spanje;2003;20.3;14.1;12.6;16.1;37.0;19.8;2.2;7.8;526.0
350;Spanje;2004;20.5;13.9;13.3;16.6;35.7;19.8;2.1;8.4;555.0
351;Spanje;2005;21.6;13.8;12.6;17.0;35.0;20.1;2.2;11.0;599.0
352;Spanje;2006;22.0;14.2;11.9;17.2;34.7;20.0;2.1;10.8;631.0
353;Spanje;2007;22.0;14.6;12.1;17.5;33.8;20.3;2.1;10.7;666.0
354;Spanje;2008;20.4;14.9;12.7;17.9;34.2;21.7;2.5;11.1;700.0
355;Spanje;2009;16.0;14.6;13.4;19.3;36.6;24.9;3.7;11.9;728.0
356;Spanje;2010;15.5;12.2;14.0;19.6;38.6;25.3;3.6;12.4;739.0
357;Spanje;2011;15.5;10.5;13.5;20.7;39.8;25.6;3.7;12.9;748.0
358;Spanje;2012;;;;;;;;13.8;748.0
359;Spanje;2013;;;;;;;;;753.0
360;Tsjechië;1990;;;;;;;;;
361;Tsjechië;1991;;;;;;;;;
362;Tsjechië;1992;;;;;;;;;
363;Tsjechië;1993;;;;;;;;3.6;
364;Tsjechië;1994;;;;;;;;3.6;
365;Tsjechië;1995;;;;;;16.1;0.4;3.4;
366;Tsjechië;1996;;;;;;16.3;0.4;3.4;
367;Tsjechië;1997;14.4;22.0;17.1;19.1;27.4;17.3;0.5;3.4;
368;Tsjechië;1998;12.4;15.2;17.0;26.8;28.5;17.4;0.5;3.3;
369;Tsjechië;1999;10.4;14.3;16.9;31.1;27.3;18.0;0.7;3.4;96.0
370;Tsjechië;2000;9.3;12.5;16.2;32.0;29.9;18.2;0.6;3.2;119.0
371;Tsjechië;2001;15.8;14.6;13.4;28.8;27.3;18.1;0.6;3.2;145.0
372;Tsjechië;2002;12.0;13.0;14.5;28.4;32.1;18.8;0.6;2.9;187.0
