ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
57;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2016;4.0;46.7;2.5;15.4;13.6;70.4;19.1;11.3;1.1;6.1;4.7;5.1;1.6;6.6;3.1;0.5;3.0;9.0;0.7;1.3;47.0;5.5;1.5;12.1;;;;;;;;;;;;;;;;;;8.6;16.5;72.4;4.4;40.0;4.1;17.8;11.6;0.8;6.6;1.7;0.9;2.0;0.9;21.9;;;;;;;;;;
58;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2017;4.2;44.8;2.4;16.6;15.1;69.3;19.1;12.3;1.3;5.9;5.4;5.3;1.6;7.8;3.1;0.6;2.7;9.0;0.7;1.2;45.7;5.3;1.4;12.1;;;;;;;;;;;;;;;;;;10.2;17.2;69.8;4.9;41.9;4.2;17.2;10.9;0.5;6.7;2.3;0.8;1.9;0.7;20.9;;;;;;;;;;
59;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2018;4.5;49.0;2.7;16.5;14.3;68.7;20.1;11.8;1.1;5.3;4.6;4.9;1.6;7.5;2.7;0.7;2.4;8.8;0.7;1.3;48.3;5.2;1.6;11.4;;;;;;;;;;;;;;;;;;9.2;16.1;71.8;4.5;39.7;3.7;17.0;10.3;0.5;6.7;2.4;1.0;2.3;1.0;22.0;;;;;;;;;;
60;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2019;4.7;47.9;2.7;17.6;15.4;69.1;18.7;12.7;1.3;5.3;4.8;5.2;1.4;8.5;2.8;0.7;2.6;8.8;0.6;1.2;46.3;5.3;1.7;11.7;;;;;;;;;;;;;;;;;;9.3;16.8;70.5;5.2;40.2;4.2;16.9;10.3;0.5;7.0;2.8;1.0;2.2;0.9;20.9;;;;;;;;;;
61;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2020;4.5;44.8;2.8;18.2;16.1;63.8;23.5;13.3;1.4;5.4;4.8;4.3;1.6;7.8;2.7;0.7;3.2;7.9;0.6;1.2;43.9;6.5;1.8;15.6;;;;;;;;;;;;;;;;;;9.1;15.1;71.3;6.4;36.3;4.0;17.0;10.3;0.3;6.2;2.7;1.6;2.3;0.8;26.2;;;;;;;;;;
62;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2021;4.9;44.6;2.8;19.7;17.6;62.6;23.9;14.2;1.5;4.8;4.0;4.4;1.3;9.0;3.3;0.6;2.8;7.5;0.5;1.1;41.5;5.5;1.6;19.5;;;;;;;;;;;;;;;;;;9.9;15.7;69.7;6.9;39.6;4.5;16.4;8.1;0.7;6.1;2.3;1.4;2.4;0.3;26.3;;;;;;;;;;
63;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2022;5.5;58.4;2.7;16.7;13.9;64.4;26.1;9.9;1.2;;;;;;;;;;;;;;;;64.4;3.7;7.1;2.1;3.1;2.9;3.1;1.1;3.8;1.4;0.3;0.8;9.2;3.5;4.8;2.6;7.0;7.5;13.0;74.4;6.7;;;;;;;;;;;;30.6;5.4;5.2;1.7;11.0;4.7;5.7;3.1;24.2;16.1
64;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2023;5.0;51.0;2.8;17.5;15.3;70.3;18.5;11.5;1.4;;;;;;;;;;;;;;;;56.0;5.3;8.4;2.7;3.7;3.4;3.8;1.2;5.2;1.6;0.5;1.0;10.7;3.6;6.7;3.6;9.7;7.6;14.2;74.1;5.8;;;;;;;;;;;;31.9;5.8;5.7;2.5;12.3;6.0;7.1;3.6;16.7;16.6
65;Herkomst: geboren in Nederland;Bovengrens 95%-interval;2024;5.1;51.7;2.9;17.7;15.1;71.3;17.5;11.3;1.4;;;;;;;;;;;;;;;;56.1;5.1;8.6;2.6;3.9;3.3;3.9;1.2;5.2;1.5;0.5;1.0;10.4;3.7;6.9;4.3;10.5;7.4;14.7;73.8;5.8;;;;;;;;;;;;29.2;5.2;5.7;2.7;13.3;6.1;7.2;3.3;16.7;18.5
66;Herkomst: geboren buiten Nederland;Waarde;2014;3.4;39.5;2.6;15.7;13.3;66.4;21.9;10.4;1.4;7.1;6.1;4.3;1.3;5.1;2.4;0.5;2.2;9.0;0.8;1.2;46.6;4.4;1.3;10.4;;;;;;;;;;;;;;;;;;11.3;21.5;57.1;10.0;37.2;3.1;15.0;12.4;0.3;8.6;0.7;0.5;0.8;0.9;20.5;;;;;;;;;;
67;Herkomst: geboren buiten Nederland;Waarde;2015;3.4;40.5;2.6;15.5;12.4;66.5;22.2;10.4;0.9;6.9;6.4;5.1;1.2;5.8;3.3;0.6;2.4;6.9;0.6;0.8;45.9;4.3;1.4;11.1;;;;;;;;;;;;;;;;;;11.2;18.2;61.3;9.2;35.4;5.8;18.5;10.4;1.0;5.2;2.1;1.0;1.5;1.1;18.0;;;;;;;;;;
68;Herkomst: geboren buiten Nederland;Waarde;2016;3.4;41.3;2.5;16.0;13.1;66.4;20.3;12.3;0.9;5.8;7.6;4.3;1.1;6.3;2.4;0.7;2.4;9.2;0.8;1.0;43.9;4.8;1.1;11.3;;;;;;;;;;;;;;;;;;12.9;17.8;59.4;9.9;39.7;4.2;17.3;9.3;0.9;5.5;2.0;1.0;1.5;0.8;17.7;;;;;;;;;;
69;Herkomst: geboren buiten Nederland;Waarde;2017;3.5;42.0;2.7;15.4;12.3;70.0;18.4;10.9;0.7;6.6;6.7;4.6;1.7;7.2;3.0;0.9;2.5;8.2;0.5;1.2;43.6;5.0;0.6;10.2;;;;;;;;;;;;;;;;;;15.7;19.2;56.6;8.5;38.4;2.5;16.6;13.3;0.8;6.6;1.3;1.2;1.6;0.6;17.1;;;;;;;;;;
70;Herkomst: geboren buiten Nederland;Waarde;2018;3.9;43.4;2.8;16.9;13.5;65.7;21.9;11.5;0.8;8.0;6.3;4.6;1.3;7.6;2.5;0.5;2.0;8.2;0.9;1.6;42.2;4.4;1.3;11.1;;;;;;;;;;;;;;;;;;14.5;19.4;57.0;9.1;36.3;3.7;16.9;14.3;0.9;5.3;2.2;0.9;1.3;1.1;17.1;;;;;;;;;;
71;Herkomst: geboren buiten Nederland;Waarde;2019;3.8;42.4;2.9;17.0;13.5;67.3;20.3;11.2;1.1;7.2;7.4;4.3;1.4;8.0;2.4;0.8;2.4;6.6;0.5;1.3;44.1;4.1;1.5;10.4;;;;;;;;;;;;;;;;;;16.0;18.4;55.2;10.5;36.3;3.3;18.5;10.0;0.3;7.0;2.4;1.4;1.4;0.4;19.0;;;;;;;;;;
72;Herkomst: geboren buiten Nederland;Waarde;2020;3.8;38.6;2.9;18.9;14.3;60.6;26.5;12.0;0.9;6.7;7.2;4.7;1.0;7.1;2.3;0.7;2.3;6.4;0.4;1.6;41.5;6.0;1.2;14.1;;;;;;;;;;;;;;;;;;14.7;15.2;59.7;10.4;36.5;1.6;16.4;12.7;1.6;5.5;2.4;1.5;3.3;0.8;17.7;;;;;;;;;;
73;Herkomst: geboren buiten Nederland;Waarde;2021;4.0;40.1;3.0;19.0;15.8;61.6;24.8;12.4;1.2;8.7;5.9;3.7;1.1;8.9;3.2;0.8;2.2;6.2;0.5;1.3;36.7;6.0;1.5;15.9;;;;;;;;;;;;;;;;;;15.3;19.5;54.2;11.0;36.6;3.5;14.8;13.7;2.9;6.1;1.1;0.9;0.9;0.3;19.3;;;;;;;;;;
74;Herkomst: geboren buiten Nederland;Waarde;2022;4.5;55.6;3.0;15.5;11.7;63.2;27.9;8.0;0.8;;;;;;;;;;;;;;;;62.5;4.0;6.5;2.0;4.7;3.7;2.8;0.9;3.6;1.4;0.3;0.8;6.7;3.1;5.8;2.9;8.4;10.0;15.4;65.0;9.5;;;;;;;;;;;;25.1;8.7;8.0;3.1;13.0;7.1;4.0;2.3;16.1;12.7
75;Herkomst: geboren buiten Nederland;Waarde;2023;4.2;52.1;3.1;15.6;11.8;70.6;20.5;7.9;0.9;;;;;;;;;;;;;;;;54.5;5.4;7.4;1.9;5.5;4.1;3.6;1.1;5.2;1.0;0.5;1.0;8.8;4.1;7.8;3.6;10.9;11.2;17.7;60.2;11.0;;;;;;;;;;;;26.3;9.5;7.2;5.2;12.1;7.3;6.1;2.6;8.6;15.2
76;Herkomst: geboren buiten Nederland;Waarde;2024;4.4;53.0;3.4;16.4;12.5;69.8;19.7;9.4;1.1;;;;;;;;;;;;;;;;55.4;5.1;8.0;1.7;4.8;4.8;4.0;0.8;4.4;1.3;0.4;1.2;8.3;2.8;6.4;2.4;8.7;11.2;17.3;61.9;9.5;;;;;;;;;;;;24.5;9.4;10.1;4.5;12.2;7.1;5.7;2.8;10.3;13.6
77;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2014;3.0;37.6;2.3;13.8;10.9;63.5;19.5;8.7;0.8;5.8;4.9;3.3;0.8;4.0;1.6;0.2;1.5;7.4;0.4;0.7;43.5;3.4;0.7;8.7;;;;;;;;;;;;;;;;;;9.6;19.1;54.1;8.4;32.3;1.8;11.6;9.4;0.0;6.2;0.2;0.1;0.3;0.3;16.4;;;;;;;;;;
78;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2015;3.0;38.9;2.4;13.9;10.5;63.8;20.1;8.9;0.5;5.6;5.3;4.1;0.7;4.6;2.4;0.3;1.7;5.6;0.3;0.5;43.2;3.3;0.9;9.5;;;;;;;;;;;;;;;;;;9.6;16.2;58.6;7.8;30.7;3.7;15.0;7.8;0.4;3.4;1.1;0.4;0.7;0.3;14.5;;;;;;;;;;
79;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2016;3.0;39.6;2.3;14.3;11.3;63.9;18.3;10.7;0.5;4.7;6.3;3.3;0.7;5.1;1.7;0.4;1.7;7.8;0.4;0.6;41.2;3.7;0.7;9.7;;;;;;;;;;;;;;;;;;11.3;15.9;56.8;8.4;35.1;2.6;14.0;6.9;0.3;3.8;1.1;0.4;0.6;0.3;14.2;;;;;;;;;;
80;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2017;3.1;40.3;2.5;13.8;10.5;67.5;16.5;9.4;0.4;5.4;5.6;3.7;1.1;5.9;2.2;0.6;1.8;6.9;0.2;0.8;40.9;4.0;0.3;8.7;;;;;;;;;;;;;;;;;;13.9;17.2;54.0;7.2;34.2;1.5;13.6;10.6;0.3;4.8;0.6;0.5;0.8;0.2;14.0;;;;;;;;;;
81;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2018;3.6;42.0;2.7;15.4;11.8;63.6;20.1;10.2;0.5;6.9;5.4;3.8;0.9;6.5;1.9;0.3;1.5;7.1;0.5;1.1;39.9;3.5;0.9;9.8;;;;;;;;;;;;;;;;;;13.0;17.7;54.8;7.9;32.7;2.5;14.3;11.8;0.4;3.7;1.4;0.4;0.6;0.5;14.5;;;;;;;;;;
82;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2019;3.4;41.0;2.7;15.5;11.8;65.1;18.6;9.9;0.8;6.1;6.3;3.5;1.0;6.9;1.8;0.5;1.8;5.5;0.3;0.9;41.9;3.3;1.0;9.1;;;;;;;;;;;;;;;;;;14.4;16.7;52.9;9.2;32.7;2.2;15.7;7.9;0.1;5.3;1.5;0.7;0.7;0.2;16.2;;;;;;;;;;
83;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2020;3.4;37.2;2.6;17.1;12.5;58.3;24.5;10.6;0.6;5.6;6.1;3.8;0.6;6.1;1.7;0.4;1.7;5.4;0.2;1.1;39.2;5.0;0.8;12.6;;;;;;;;;;;;;;;;;;13.2;13.7;57.4;9.1;32.7;0.8;13.5;10.1;0.8;3.9;1.4;0.7;2.1;0.3;14.8;;;;;;;;;;
84;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2021;3.6;38.6;2.7;17.2;13.6;59.1;22.6;10.9;0.8;7.4;4.9;2.9;0.7;7.6;2.4;0.5;1.6;5.1;0.2;0.8;34.3;4.9;1.0;14.2;;;;;;;;;;;;;;;;;;13.6;17.6;51.7;9.5;32.6;2.3;12.0;11.0;1.7;4.4;0.5;0.3;0.3;0.1;16.0;;;;;;;;;;
85;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2022;4.1;54.2;2.8;14.3;10.3;61.3;26.3;7.1;0.6;;;;;;;;;;;;;;;;60.6;3.3;5.6;1.5;4.0;3.0;2.2;0.6;3.0;1.0;0.1;0.5;5.9;2.1;4.3;1.9;6.6;8.9;14.1;63.2;8.5;;;;;;;;;;;;21.9;6.8;6.2;2.0;10.6;5.4;2.7;1.4;13.5;10.3
86;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2023;3.8;50.8;2.9;14.4;10.3;68.9;19.0;7.0;0.6;;;;;;;;;;;;;;;;52.7;4.6;6.5;1.5;4.7;3.4;3.0;0.8;4.4;0.7;0.3;0.7;7.8;2.9;6.1;2.5;8.9;10.0;16.3;58.4;9.8;;;;;;;;;;;;23.3;7.6;5.6;3.8;9.9;5.7;4.6;1.7;6.8;12.8
87;Herkomst: geboren buiten Nederland;Ondergrens 95%-interval;2024;4.1;51.8;3.2;15.1;11.1;68.1;18.3;8.4;0.8;;;;;;;;;;;;;;;;53.6;4.4;7.1;1.3;4.1;4.1;3.4;0.5;3.7;0.9;0.2;0.9;7.4;1.8;5.0;1.6;6.9;10.1;16.1;60.2;8.6;;;;;;;;;;;;21.7;7.6;8.2;3.3;10.2;5.6;4.3;1.9;8.5;11.5
88;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2014;3.8;41.3;2.8;17.6;15.7;69.1;24.5;12.3;2.3;8.8;7.6;5.7;2.1;6.6;3.5;1.1;3.2;10.9;1.6;2.0;49.6;5.7;2.4;12.3;;;;;;;;;;;;;;;;;;13.3;24.1;60.0;11.9;42.3;5.6;19.2;16.1;2.1;11.9;2.3;1.8;2.3;2.7;25.3;;;;;;;;;;
89;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2015;3.8;42.2;2.8;17.2;14.3;69.0;24.6;12.2;1.5;8.4;7.9;6.4;1.9;7.2;4.4;1.1;3.3;8.4;1.1;1.4;48.7;5.6;2.3;12.9;;;;;;;;;;;;;;;;;;13.0;20.4;63.9;11.0;40.3;9.0;22.6;13.8;2.8;7.9;4.1;2.6;3.1;3.5;22.2;;;;;;;;;;
90;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2016;3.8;43.0;2.7;17.7;15.0;68.9;22.6;14.1;1.5;7.1;9.1;5.4;1.8;7.7;3.3;1.2;3.3;10.8;1.4;1.6;46.6;6.1;1.9;13.0;;;;;;;;;;;;;;;;;;14.8;19.9;62.0;11.6;44.4;6.7;21.2;12.5;2.4;8.0;3.7;2.4;3.6;2.3;21.7;;;;;;;;;;
91;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2017;3.8;43.7;2.9;17.0;14.2;72.3;20.5;12.6;1.3;8.0;8.1;5.8;2.6;8.6;4.0;1.5;3.5;9.8;1.0;1.9;46.3;6.2;1.1;11.8;;;;;;;;;;;;;;;;;;17.6;21.3;59.2;10.1;42.8;4.3;20.1;16.6;2.1;9.1;2.7;2.7;3.2;1.6;20.8;;;;;;;;;;
92;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2018;4.3;44.9;3.0;18.3;15.2;67.9;23.8;13.0;1.3;9.2;7.4;5.5;1.8;8.9;3.3;0.9;2.6;9.6;1.4;2.2;44.4;5.4;1.9;12.5;;;;;;;;;;;;;;;;;;16.1;21.2;59.2;10.5;40.0;5.6;19.8;17.2;2.1;7.4;3.5;2.0;2.8;2.2;20.1;;;;;;;;;;
93;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2019;4.1;43.9;3.1;18.5;15.2;69.4;22.3;12.7;1.6;8.5;8.6;5.2;2.0;9.3;3.3;1.3;3.2;7.8;0.9;1.9;46.5;5.1;2.2;11.8;;;;;;;;;;;;;;;;;;17.7;20.2;57.4;12.0;40.1;5.0;21.6;12.5;1.4;9.2;3.9;2.5;2.5;1.1;22.2;;;;;;;;;;
94;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2020;4.2;40.0;3.1;20.6;16.0;62.8;28.6;13.5;1.5;7.9;8.5;5.7;1.4;8.4;3.0;1.2;3.0;7.6;0.7;2.3;43.9;7.1;1.8;15.7;;;;;;;;;;;;;;;;;;16.4;16.9;61.9;11.9;40.6;3.0;19.6;15.7;3.0;7.6;4.2;3.0;5.4;1.9;21.1;;;;;;;;;;
95;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2021;4.4;41.6;3.2;20.8;17.9;64.0;27.0;14.1;1.8;10.3;7.2;4.6;1.7;10.4;4.2;1.4;3.1;7.5;1.1;2.0;39.3;7.3;2.2;17.8;;;;;;;;;;;;;;;;;;17.1;21.6;56.7;12.7;40.8;5.4;18.0;16.9;4.8;8.4;2.3;2.2;2.4;1.4;23.0;;;;;;;;;;
96;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2022;4.9;56.9;3.2;16.7;13.1;65.0;29.7;9.1;1.3;;;;;;;;;;;;;;;;64.3;4.9;7.5;2.6;5.6;4.4;3.5;1.3;4.4;1.9;0.6;1.2;7.7;4.7;7.7;4.3;10.6;11.2;16.8;66.8;10.7;;;;;;;;;;;;28.5;11.1;10.3;4.8;15.8;9.4;6.0;3.8;19.0;15.4
97;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2023;4.5;53.4;3.2;16.8;13.2;72.3;22.1;9.0;1.4;;;;;;;;;;;;;;;;56.3;6.2;8.4;2.5;6.5;4.9;4.3;1.5;6.1;1.4;0.8;1.4;9.9;5.7;10.0;5.1;13.4;12.4;19.1;62.0;12.2;;;;;;;;;;;;29.5;11.9;9.3;7.0;14.6;9.3;8.0;3.9;10.7;17.9
98;Herkomst: geboren buiten Nederland;Bovengrens 95%-interval;2024;4.7;54.3;3.5;17.6;13.9;71.4;21.2;10.5;1.5;;;;;;;;;;;;;;;;57.1;5.9;9.0;2.2;5.6;5.6;4.8;1.1;5.1;1.8;0.6;1.6;9.4;4.3;8.3;3.7;10.8;12.4;18.7;63.6;10.6;;;;;;;;;;;;27.4;11.5;12.3;6.1;14.6;8.9;7.4;4.2;12.4;16.0
99;Herkomst: geb. in NL, ouders in NL;Waarde;2014;3.7;42.8;2.3;15.3;13.6;68.6;19.1;11.2;1.1;6.1;5.4;5.2;1.5;5.7;2.8;0.6;2.9;9.8;0.6;1.0;42.4;5.5;1.8;11.8;;;;;;;;;;;;;;;;;;8.6;16.7;70.6;4.1;39.4;3.3;15.8;9.7;0.2;6.8;1.7;0.8;2.0;0.3;19.9;;;;;;;;;;
100;Herkomst: geb. in NL, ouders in NL;Waarde;2015;4.0;45.1;2.3;15.8;13.9;67.9;19.3;11.9;0.9;6.0;4.9;5.6;1.4;6.3;2.1;0.5;2.7;7.8;0.6;1.1;46.5;5.3;1.4;11.0;;;;;;;;;;;;;;;;;;8.2;15.1;71.8;4.8;37.4;3.4;16.8;10.9;0.3;5.7;2.1;0.7;1.9;0.4;20.4;;;;;;;;;;
101;Herkomst: geb. in NL, ouders in NL;Waarde;2016;3.9;46.0;2.4;15.2;13.3;69.2;18.7;11.1;1.0;5.8;4.4;4.9;1.5;6.3;2.8;0.4;2.8;8.6;0.6;1.1;45.6;5.1;1.3;11.7;;;;;;;;;;;;;;;;;;8.2;15.6;72.1;4.0;38.7;3.2;16.6;10.1;0.4;6.1;1.4;0.6;1.6;0.7;20.6;;;;;;;;;;
102;Herkomst: geb. in NL, ouders in NL;Waarde;2017;4.1;43.8;2.4;16.4;14.8;67.9;18.8;12.0;1.2;5.5;5.2;5.1;1.4;7.4;2.7;0.5;2.5;8.5;0.6;1.0;44.6;4.9;1.2;11.6;;;;;;;;;;;;;;;;;;9.7;16.5;69.4;4.4;40.5;3.6;16.2;10.0;0.3;5.6;1.9;0.6;1.6;0.4;19.3;;;;;;;;;;
103;Herkomst: geb. in NL, ouders in NL;Waarde;2018;4.4;48.3;2.6;16.2;13.9;67.7;19.6;11.7;1.0;5.0;4.5;4.8;1.5;7.2;2.5;0.6;2.3;8.3;0.5;1.1;47.4;4.9;1.3;11.0;;;;;;;;;;;;;;;;;;8.8;15.7;71.5;4.0;38.4;3.0;16.4;9.6;0.3;6.0;2.1;0.8;1.9;0.6;20.8;;;;;;;;;;
104;Herkomst: geb. in NL, ouders in NL;Waarde;2019;4.6;46.9;2.6;17.6;15.3;67.8;18.3;12.7;1.2;5.1;4.7;5.0;1.3;8.2;2.5;0.6;2.5;8.5;0.5;1.1;45.1;4.8;1.5;11.5;;;;;;;;;;;;;;;;;;8.9;16.4;70.1;4.7;38.9;3.6;16.4;9.6;0.2;6.2;2.3;0.8;1.9;0.6;19.5;;;;;;;;;;
105;Herkomst: geb. in NL, ouders in NL;Waarde;2020;4.4;44.0;2.7;17.9;15.7;62.6;23.1;13.1;1.2;5.1;4.5;4.2;1.5;7.4;2.5;0.6;2.9;7.3;0.5;1.1;42.7;5.9;1.5;15.4;;;;;;;;;;;;;;;;;;8.7;14.4;71.1;5.8;34.6;3.5;16.7;9.1;0.2;5.6;1.9;1.3;2.0;0.5;24.8;;;;;;;;;;
106;Herkomst: geb. in NL, ouders in NL;Waarde;2021;4.7;43.6;2.7;19.3;17.1;61.4;23.4;13.9;1.3;4.5;3.9;4.3;1.3;8.5;3.1;0.5;2.6;7.0;0.4;0.9;39.8;5.2;1.4;19.3;;;;;;;;;;;;;;;;;;9.4;15.1;69.2;6.2;37.5;3.7;15.6;7.3;0.4;5.2;1.9;1.1;2.0;0.1;25.2;;;;;;;;;;
107;Herkomst: geb. in NL, ouders in NL;Waarde;2022;5.3;57.8;2.6;16.2;13.5;63.4;25.9;9.6;1.1;;;;;;;;;;;;;;;;63.7;3.4;6.7;1.8;2.9;2.7;3.0;1.0;3.6;1.2;0.3;0.7;8.9;2.9;3.7;2.2;5.7;7.0;12.5;74.5;6.0;;;;;;;;;;;;29.6;4.8;4.6;1.2;10.0;4.2;4.9;2.8;23.0;14.9
108;Herkomst: geb. in NL, ouders in NL;Waarde;2023;4.9;50.1;2.7;17.3;15.2;69.3;17.9;11.4;1.3;;;;;;;;;;;;;;;;54.8;4.8;8.1;2.4;3.5;3.2;3.7;1.1;4.9;1.5;0.4;0.9;10.6;3.1;5.3;3.1;8.3;7.2;13.7;73.7;5.4;;;;;;;;;;;;30.0;5.3;4.7;1.9;11.8;5.4;6.0;3.2;15.9;15.8
109;Herkomst: geb. in NL, ouders in NL;Waarde;2024;4.9;50.7;2.8;17.4;14.7;70.7;16.9;11.2;1.2;;;;;;;;;;;;;;;;55.2;4.8;8.2;2.4;3.7;3.1;3.8;1.1;4.9;1.4;0.5;0.9;10.2;3.1;5.8;3.9;9.3;7.1;14.0;73.5;5.4;;;;;;;;;;;;27.5;4.6;4.9;2.1;12.7;5.7;6.6;2.9;15.6;17.4
110;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2014;3.6;42.2;2.3;14.7;12.8;67.7;18.4;10.6;0.9;5.7;5.0;4.8;1.3;5.3;2.5;0.5;2.6;9.3;0.4;0.8;41.5;5.1;1.6;11.2;;;;;;;;;;;;;;;;;;8.1;16.0;69.8;3.8;37.7;2.7;14.6;8.7;0.1;6.0;1.3;0.5;1.6;0.2;18.5;;;;;;;;;;
111;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2015;3.9;44.6;2.2;15.3;13.2;67.1;18.6;11.4;0.8;5.6;4.5;5.2;1.2;5.9;1.9;0.4;2.4;7.4;0.5;1.0;45.7;4.9;1.2;10.5;;;;;;;;;;;;;;;;;;7.8;14.5;71.1;4.5;35.7;2.8;15.6;10.0;0.2;5.0;1.7;0.5;1.5;0.2;19.0;;;;;;;;;;
112;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2016;3.8;45.4;2.4;14.6;12.7;68.5;18.1;10.6;0.8;5.4;4.1;4.6;1.3;5.9;2.5;0.4;2.5;8.2;0.5;1.0;44.8;4.7;1.2;11.2;;;;;;;;;;;;;;;;;;7.8;15.0;71.4;3.7;37.1;2.6;15.4;9.2;0.3;5.4;1.1;0.4;1.2;0.4;19.3;;;;;;;;;;
113;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2017;3.9;43.3;2.3;15.9;14.1;67.1;18.2;11.5;1.0;5.1;4.8;4.8;1.2;7.0;2.5;0.4;2.3;8.0;0.5;0.9;43.7;4.6;1.0;11.1;;;;;;;;;;;;;;;;;;9.2;15.9;68.7;4.1;38.9;3.0;15.1;9.0;0.2;4.9;1.5;0.4;1.2;0.3;18.1;;;;;;;;;;
114;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2018;4.3;47.8;2.6;15.8;13.4;67.1;19.1;11.3;0.8;4.8;4.2;4.5;1.4;6.9;2.3;0.5;2.1;8.0;0.4;1.0;46.7;4.6;1.1;10.6;;;;;;;;;;;;;;;;;;8.4;15.2;70.9;3.7;37.1;2.6;15.4;8.8;0.2;5.4;1.7;0.6;1.6;0.4;19.7;;;;;;;;;;
115;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2019;4.5;46.4;2.6;17.1;14.7;67.2;17.7;12.3;1.0;4.8;4.4;4.7;1.2;7.9;2.3;0.5;2.3;8.1;0.4;0.9;44.4;4.5;1.4;11.0;;;;;;;;;;;;;;;;;;8.5;15.8;69.4;4.4;37.5;3.1;15.4;8.8;0.1;5.6;1.9;0.6;1.5;0.4;18.4;;;;;;;;;;
