ID;Beroep;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
500;0131 Leidsters kinderopvang en onderw...;Waarde;2019;73.7;80.2;62.1;60.5;90.1;91.8;50.3;74.4
501;0131 Leidsters kinderopvang en onderw...;Waarde;2020;74.6;79.4;62.9;60.3;91.0;93.3;50.3;72.9
502;0131 Leidsters kinderopvang en onderw...;Waarde;2021;69.5;79.9;63.1;60.6;86.1;89.9;53.3;78.4
503;0131 Leidsters kinderopvang en onderw...;Waarde;2022;69.9;77.9;63.6;60.0;87.5;86.7;55.7;80.8
504;0131 Leidsters kinderopvang en onderw...;Waarde;2023;74.3;79.6;62.8;60.0;88.2;88.4;53.9;81.3
505;0131 Leidsters kinderopvang en onderw...;Waarde;2024;71.4;77.2;63.4;60.0;86.8;88.7;51.6;79.6
506;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2014;67.7;69.2;61.5;58.2;82.1;86.4;27.9;29.0
507;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2015;65.5;72.9;61.7;59.9;88.0;89.9;34.9;38.1
508;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2016;71.4;79.0;61.2;59.3;87.7;90.1;37.5;48.3
509;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2017;63.9;71.0;61.2;58.0;83.5;83.9;38.9;51.0
510;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2018;67.8;75.9;61.8;58.7;83.6;87.9;43.2;67.6
511;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2019;70.2;77.1;61.1;59.7;87.7;89.6;46.5;71.2
512;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2020;71.1;76.1;62.0;59.5;88.5;91.3;46.5;69.5
513;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2021;65.8;76.5;62.3;59.7;83.1;87.2;49.4;75.1
514;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2022;66.7;74.9;62.9;59.0;85.1;84.2;52.4;78.0
515;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2023;71.2;76.7;61.8;59.0;85.8;86.0;50.5;78.6
516;0131 Leidsters kinderopvang en onderw...;Ondergrens 95%-interval;2024;68.3;74.2;62.7;59.1;84.4;86.5;48.4;76.9
517;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2014;77.5;79.1;63.4;61.1;89.7;92.9;38.3;39.7
518;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2015;74.0;80.7;63.9;62.0;93.2;94.6;43.8;47.3
519;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2016;79.7;86.3;63.5;61.9;93.4;95.2;47.1;58.0
520;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2017;72.8;79.3;63.2;60.7;89.9;90.4;48.3;60.4
521;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2018;74.5;82.0;63.6;60.8;88.9;92.5;50.5;74.2
522;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2019;76.9;83.1;63.1;61.2;92.1;93.6;54.0;77.4
523;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2020;77.9;82.3;63.8;61.2;92.9;95.0;54.0;76.0
524;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2021;73.1;82.9;63.9;61.6;88.6;92.0;57.2;81.4
525;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2022;72.9;80.6;64.3;61.0;89.6;88.9;59.0;83.3
526;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2023;77.2;82.3;63.8;61.1;90.2;90.4;57.2;83.7
527;0131 Leidsters kinderopvang en onderw...;Bovengrens 95%-interval;2024;74.3;80.0;64.1;60.9;88.9;90.6;54.9;82.0
528;02 Creatieve en taalkundige beroepen;Waarde;2014;73.2;75.5;64.8;66.0;92.8;91.3;42.5;49.5
529;02 Creatieve en taalkundige beroepen;Waarde;2015;71.5;77.9;63.5;64.2;94.1;88.7;44.6;50.2
530;02 Creatieve en taalkundige beroepen;Waarde;2016;75.4;78.8;64.3;64.6;95.7;92.3;49.8;59.4
531;02 Creatieve en taalkundige beroepen;Waarde;2017;70.4;76.9;64.1;64.7;92.4;90.2;48.3;62.6
532;02 Creatieve en taalkundige beroepen;Waarde;2018;75.1;77.1;63.8;63.8;92.4;91.4;49.5;63.2
533;02 Creatieve en taalkundige beroepen;Waarde;2019;77.0;78.5;64.0;64.3;92.4;90.0;48.4;63.8
534;02 Creatieve en taalkundige beroepen;Waarde;2020;78.7;79.0;63.7;65.2;94.7;94.1;51.9;64.0
535;02 Creatieve en taalkundige beroepen;Waarde;2021;74.9;79.5;63.0;65.2;95.2;89.6;48.4;67.0
536;02 Creatieve en taalkundige beroepen;Waarde;2022;75.9;73.1;63.2;63.9;94.7;88.4;49.5;73.1
537;02 Creatieve en taalkundige beroepen;Waarde;2023;78.8;77.9;63.9;64.5;93.1;88.6;45.6;69.6
538;02 Creatieve en taalkundige beroepen;Waarde;2024;76.3;76.9;64.0;64.6;94.3;91.2;50.7;68.0
539;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2014;69.0;71.4;63.6;64.6;90.0;88.3;38.1;45.0
540;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2015;67.1;73.8;62.3;63.0;91.5;85.4;40.0;45.5
541;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2016;71.5;75.1;63.3;63.5;93.5;89.7;45.5;55.2
542;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2017;66.3;73.0;63.3;63.6;89.7;87.3;44.0;58.3
543;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2018;71.4;73.5;62.9;62.6;89.9;88.8;45.5;59.3
544;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2019;73.4;75.0;63.3;63.3;90.0;87.3;44.4;59.9
545;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2020;75.2;75.5;62.7;64.2;92.7;91.9;47.9;60.1
546;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2021;71.0;75.8;61.7;64.0;92.9;86.5;44.1;62.8
547;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2022;72.2;69.3;62.2;62.6;92.5;85.5;45.4;69.4
548;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2023;75.4;74.5;63.0;63.4;90.9;85.8;41.8;66.0
549;02 Creatieve en taalkundige beroepen;Ondergrens 95%-interval;2024;72.7;73.3;63.1;63.6;92.1;88.7;46.7;64.2
550;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2014;77.1;79.1;65.9;67.3;94.9;93.6;47.0;54.0
551;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2015;75.6;81.5;64.6;65.4;96.0;91.3;49.4;54.9
552;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2016;78.9;82.1;65.3;65.7;97.1;94.3;54.1;63.5
553;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2017;74.2;80.4;64.9;65.7;94.5;92.5;52.7;66.6
554;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2018;78.4;80.4;64.8;65.0;94.2;93.4;53.6;67.0
555;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2019;80.2;81.7;64.8;65.3;94.3;92.1;52.4;67.5
556;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2020;81.8;82.1;64.6;66.2;96.2;95.8;55.8;67.7
557;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2021;78.5;82.8;64.4;66.3;96.7;92.0;52.7;70.8
558;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2022;79.3;76.7;64.2;65.2;96.3;90.7;53.6;76.5
559;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2023;81.8;80.9;64.8;65.7;94.9;90.8;49.5;73.0
560;02 Creatieve en taalkundige beroepen;Bovengrens 95%-interval;2024;79.6;80.2;64.9;65.7;95.9;93.2;54.6;71.6
561;021 Auteurs en kunstenaars;Waarde;2014;73.4;78.0;65.9;66.9;93.2;89.5;42.6;46.0
562;021 Auteurs en kunstenaars;Waarde;2015;71.2;79.0;64.8;65.1;94.1;87.0;40.3;41.9
563;021 Auteurs en kunstenaars;Waarde;2016;76.9;81.6;65.3;66.0;94.8;92.5;50.4;56.9
564;021 Auteurs en kunstenaars;Waarde;2017;69.9;76.1;64.4;65.3;92.7;89.0;47.1;55.2
565;021 Auteurs en kunstenaars;Waarde;2018;76.3;78.8;64.3;64.7;91.4;91.5;50.4;57.1
566;021 Auteurs en kunstenaars;Waarde;2019;78.0;79.4;64.1;63.9;93.0;87.9;45.0;55.9
567;021 Auteurs en kunstenaars;Waarde;2020;80.6;82.7;65.0;66.4;94.5;93.8;49.0;62.4
568;021 Auteurs en kunstenaars;Waarde;2021;72.3;78.7;65.3;66.8;95.2;87.0;45.5;58.1
569;021 Auteurs en kunstenaars;Waarde;2022;76.0;73.2;65.4;65.3;94.7;86.7;48.1;67.6
570;021 Auteurs en kunstenaars;Waarde;2023;81.7;80.3;64.8;66.6;93.9;88.4;46.9;65.3
571;021 Auteurs en kunstenaars;Waarde;2024;78.1;80.0;65.2;66.7;94.4;90.0;52.1;63.2
572;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2014;67.8;72.6;64.7;65.2;89.5;84.9;36.9;40.2
573;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2015;65.4;73.7;64.0;63.8;90.5;82.3;34.5;36.0
574;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2016;71.8;76.8;63.9;64.9;91.6;89.0;44.6;51.2
575;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2017;64.4;70.8;63.3;64.0;88.9;84.8;41.4;49.4
576;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2018;71.5;74.1;63.1;63.1;87.8;87.9;45.0;51.8
577;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2019;73.1;74.6;63.1;62.4;89.6;83.9;39.7;50.6
578;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2020;76.1;78.3;64.0;65.4;91.8;90.6;43.8;57.2
579;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2021;66.5;73.2;64.0;65.4;92.0;82.3;39.7;52.2
580;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2022;70.4;67.5;64.2;63.4;91.2;82.1;42.2;61.9
581;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2023;77.2;75.8;63.5;65.1;90.9;84.6;41.7;60.2
582;021 Auteurs en kunstenaars;Ondergrens 95%-interval;2024;73.0;75.0;64.2;65.6;91.2;86.1;46.5;57.7
583;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2014;78.3;82.5;67.2;68.5;95.7;92.8;48.5;51.9
584;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2015;76.3;83.5;65.7;66.4;96.4;90.6;46.4;48.0
585;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2016;81.4;85.6;66.8;67.2;96.8;95.0;56.1;62.4
586;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2017;74.9;80.6;65.5;66.5;95.2;92.1;53.0;60.9
587;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2018;80.6;82.9;65.4;66.4;94.0;94.1;55.7;62.3
588;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2019;82.2;83.4;65.0;65.3;95.4;91.0;50.3;61.1
589;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2020;84.5;86.4;66.0;67.4;96.3;95.9;54.3;67.2
590;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2021;77.4;83.3;66.7;68.3;97.2;90.6;51.4;63.7
591;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2022;80.8;78.2;66.7;67.1;96.9;90.2;54.0;72.8
592;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2023;85.5;84.2;66.1;68.1;96.0;91.4;52.1;70.1
593;021 Auteurs en kunstenaars;Bovengrens 95%-interval;2024;82.4;84.3;66.3;67.7;96.5;92.9;57.7;68.4
594;022 Vakspecialisten op artistiek en c.;Waarde;2014;73.1;72.2;62.9;64.6;92.3;93.7;42.3;54.0
595;022 Vakspecialisten op artistiek en c.;Waarde;2015;72.1;76.3;61.1;62.6;94.2;91.2;50.9;62.3
596;022 Vakspecialisten op artistiek en c.;Waarde;2016;73.3;75.1;62.7;62.5;96.8;92.1;49.0;62.8
597;022 Vakspecialisten op artistiek en c.;Waarde;2017;71.0;77.9;63.7;63.8;92.1;91.6;49.7;71.6
598;022 Vakspecialisten op artistiek en c.;Waarde;2018;73.5;74.9;63.3;62.5;93.6;91.3;48.5;70.9
599;022 Vakspecialisten op artistiek en c.;Waarde;2019;75.9;77.6;64.0;64.9;91.7;92.2;52.2;72.5
600;022 Vakspecialisten op artistiek en c.;Waarde;2020;76.2;74.3;61.6;63.5;95.0;94.6;55.6;66.1
601;022 Vakspecialisten op artistiek en c.;Waarde;2021;77.6;80.4;60.5;63.5;95.1;92.1;51.4;76.0
602;022 Vakspecialisten op artistiek en c.;Waarde;2022;75.9;73.1;61.2;62.6;94.7;89.9;50.9;78.3
603;022 Vakspecialisten op artistiek en c.;Waarde;2023;75.5;75.1;62.8;62.2;92.3;88.7;44.2;74.3
604;022 Vakspecialisten op artistiek en c.;Waarde;2024;74.7;74.0;62.7;62.7;94.1;92.3;49.3;72.6
605;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2014;66.4;65.7;60.9;62.4;87.3;89.3;35.5;47.0
606;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2015;65.0;69.5;58.6;60.4;89.7;86.1;43.5;55.0
607;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2016;67.1;69.0;61.4;60.6;93.3;87.5;42.4;56.4
608;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2017;64.7;71.9;62.4;61.9;87.6;87.2;43.3;65.4
609;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2018;67.7;69.2;61.7;60.8;89.9;87.0;42.5;65.0
610;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2019;70.3;72.2;62.8;63.4;87.9;88.5;46.3;67.0
611;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2020;70.6;68.6;59.9;61.6;91.5;91.1;49.5;60.1
612;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2021;72.1;75.0;58.2;61.8;91.5;87.7;45.1;70.3
613;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2022;70.6;67.7;59.8;60.8;91.5;86.0;45.3;73.2
614;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2023;70.3;69.8;61.5;60.6;88.6;84.5;38.7;69.1
615;022 Vakspecialisten op artistiek en c.;Ondergrens 95%-interval;2024;69.4;68.7;61.3;61.0;90.8;88.7;43.7;67.3
616;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2014;78.8;78.0;64.9;66.9;95.4;96.4;49.3;60.8
617;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2015;78.2;82.0;63.6;64.8;96.9;94.5;58.3;69.2
618;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2016;78.8;80.4;64.0;64.4;98.5;95.0;55.6;68.8
619;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2017;76.6;82.9;64.9;65.7;95.0;94.6;56.2;77.0
620;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2018;78.5;79.9;64.9;64.2;96.0;94.2;54.6;76.1
621;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2019;80.6;82.2;65.2;66.3;94.4;94.8;58.1;77.4
622;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2020;81.0;79.2;63.3;65.5;97.1;96.8;61.5;71.5
623;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2021;82.3;84.8;62.8;65.3;97.3;95.1;57.6;80.9
624;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2022;80.5;78.0;62.7;64.4;96.7;92.8;56.6;82.6
625;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2023;80.2;79.7;64.0;63.8;94.8;91.9;50.0;78.9
626;022 Vakspecialisten op artistiek en c.;Bovengrens 95%-interval;2024;79.4;78.7;64.1;64.3;96.3;94.9;54.9;77.3
627;03 Commerciële beroepen;Waarde;2014;72.9;73.5;61.0;62.0;92.0;92.1;49.3;59.6
628;03 Commerciële beroepen;Waarde;2015;73.7;72.9;61.0;62.3;90.7;92.1;50.1;60.4
629;03 Commerciële beroepen;Waarde;2016;73.8;74.3;61.0;61.4;92.2;92.9;51.1;64.1
630;03 Commerciële beroepen;Waarde;2017;73.5;73.9;60.9;61.8;91.0;90.9;54.1;67.7
631;03 Commerciële beroepen;Waarde;2018;73.5;74.4;61.2;62.4;91.7;92.1;52.5;73.0
632;03 Commerciële beroepen;Waarde;2019;75.1;75.8;60.9;62.1;91.4;92.6;54.7;74.1
633;03 Commerciële beroepen;Waarde;2020;76.7;77.1;60.6;62.2;93.0;92.9;55.8;72.0
634;03 Commerciële beroepen;Waarde;2021;75.6;75.1;60.3;62.6;91.6;91.5;58.4;77.6
635;03 Commerciële beroepen;Waarde;2022;75.3;75.3;61.6;61.4;92.1;91.0;58.1;82.9
636;03 Commerciële beroepen;Waarde;2023;77.6;76.8;61.3;61.8;92.3;91.3;58.0;82.1
637;03 Commerciële beroepen;Waarde;2024;77.3;76.2;61.6;62.4;92.6;92.0;58.3;81.8
638;03 Commerciële beroepen;Ondergrens 95%-interval;2014;71.4;72.0;60.3;61.4;91.1;91.1;47.7;58.0
639;03 Commerciële beroepen;Ondergrens 95%-interval;2015;72.4;71.5;60.5;61.8;89.9;91.3;48.6;58.9
640;03 Commerciële beroepen;Ondergrens 95%-interval;2016;72.4;73.0;60.5;60.9;91.4;92.1;49.7;62.6
641;03 Commerciële beroepen;Ondergrens 95%-interval;2017;72.2;72.6;60.4;61.3;90.1;90.0;52.6;66.3
642;03 Commerciële beroepen;Ondergrens 95%-interval;2018;72.4;73.3;60.8;62.0;91.0;91.4;51.2;71.9
643;03 Commerciële beroepen;Ondergrens 95%-interval;2019;73.9;74.7;60.5;61.7;90.6;91.8;53.3;72.9
644;03 Commerciële beroepen;Ondergrens 95%-interval;2020;75.5;76.0;60.1;61.8;92.3;92.2;54.5;70.8
645;03 Commerciële beroepen;Ondergrens 95%-interval;2021;74.3;73.8;59.9;62.1;90.8;90.6;56.9;76.3
646;03 Commerciële beroepen;Ondergrens 95%-interval;2022;74.2;74.1;61.1;60.9;91.4;90.2;56.8;81.9
647;03 Commerciële beroepen;Ondergrens 95%-interval;2023;76.5;75.6;60.9;61.3;91.5;90.5;56.7;81.1
648;03 Commerciële beroepen;Ondergrens 95%-interval;2024;76.2;75.0;61.2;62.0;91.8;91.2;57.0;80.7
649;03 Commerciële beroepen;Bovengrens 95%-interval;2014;74.3;74.9;61.7;62.6;92.9;93.0;50.9;61.2
650;03 Commerciële beroepen;Bovengrens 95%-interval;2015;75.0;74.2;61.4;62.7;91.5;92.9;51.6;61.8
651;03 Commerciële beroepen;Bovengrens 95%-interval;2016;75.0;75.6;61.5;61.9;93.0;93.7;52.6;65.5
652;03 Commerciële beroepen;Bovengrens 95%-interval;2017;74.8;75.2;61.3;62.2;91.8;91.7;55.6;69.0
653;03 Commerciële beroepen;Bovengrens 95%-interval;2018;74.6;75.5;61.6;62.7;92.3;92.8;53.7;74.0
654;03 Commerciële beroepen;Bovengrens 95%-interval;2019;76.2;76.9;61.3;62.5;92.1;93.2;56.0;75.2
655;03 Commerciële beroepen;Bovengrens 95%-interval;2020;77.8;78.2;61.0;62.6;93.7;93.6;57.1;73.2
656;03 Commerciële beroepen;Bovengrens 95%-interval;2021;76.9;76.4;60.8;63.0;92.4;92.3;59.8;78.7
657;03 Commerciële beroepen;Bovengrens 95%-interval;2022;76.5;76.4;62.0;61.8;92.8;91.7;59.4;83.8
658;03 Commerciële beroepen;Bovengrens 95%-interval;2023;78.7;77.9;61.7;62.2;92.9;92.0;59.3;83.1
659;03 Commerciële beroepen;Bovengrens 95%-interval;2024;78.4;77.3;62.0;62.8;93.2;92.7;59.6;82.7
660;031 Adviseurs marketing, public relat.;Waarde;2014;76.4;76.2;63.7;64.5;96.4;90.5;50.9;62.6
661;031 Adviseurs marketing, public relat.;Waarde;2015;79.5;77.0;63.9;65.0;97.0;93.0;53.4;67.3
662;031 Adviseurs marketing, public relat.;Waarde;2016;77.5;78.1;63.3;64.4;97.0;91.2;52.3;70.9
663;031 Adviseurs marketing, public relat.;Waarde;2017;78.2;77.3;63.2;64.2;96.6;91.3;57.6;76.0
664;031 Adviseurs marketing, public relat.;Waarde;2018;77.3;77.8;62.9;64.3;96.7;90.5;54.0;79.3
665;031 Adviseurs marketing, public relat.;Waarde;2019;78.8;76.3;63.2;64.3;96.6;92.6;56.9;80.0
666;031 Adviseurs marketing, public relat.;Waarde;2020;76.8;77.7;63.1;64.4;97.3;92.7;57.4;76.3
667;031 Adviseurs marketing, public relat.;Waarde;2021;80.1;78.6;62.8;64.7;96.8;92.2;61.7;83.9
668;031 Adviseurs marketing, public relat.;Waarde;2022;81.7;78.2;63.7;64.7;96.8;90.3;60.6;87.1
669;031 Adviseurs marketing, public relat.;Waarde;2023;82.1;79.5;63.0;64.1;97.3;90.6;62.0;87.1
670;031 Adviseurs marketing, public relat.;Waarde;2024;82.5;77.7;63.7;64.9;96.4;91.7;58.8;85.4
671;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2014;73.1;72.8;63.1;63.8;94.7;88.0;47.2;59.0
672;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2015;76.3;73.7;63.4;64.2;95.5;90.9;49.7;63.8
673;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2016;74.5;75.0;62.6;63.7;95.6;89.0;48.8;67.7
674;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2017;75.2;74.3;62.7;63.5;95.2;89.2;54.2;73.0
675;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2018;74.7;75.3;62.4;63.6;95.4;88.5;51.0;76.8
676;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2019;76.1;73.6;62.8;63.7;95.3;90.9;53.9;77.6
677;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2020;74.2;75.1;62.6;63.8;96.1;91.0;54.4;73.7
678;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2021;77.5;76.0;62.2;64.1;95.5;90.4;58.7;81.7
679;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2022;79.5;75.8;63.2;64.1;95.7;88.6;58.0;85.3
680;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2023;79.9;77.3;62.5;63.5;96.3;88.9;59.4;85.3
681;031 Adviseurs marketing, public relat.;Ondergrens 95%-interval;2024;80.3;75.3;63.3;64.3;95.2;90.1;56.1;83.4
682;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2014;79.5;79.2;64.4;65.2;97.5;92.6;54.6;66.1
683;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2015;82.3;79.9;64.4;65.8;98.0;94.6;57.0;70.6
684;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2016;80.3;80.9;63.9;65.2;98.0;93.0;55.8;74.0
685;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2017;80.9;80.1;63.7;64.8;97.6;93.0;60.9;78.8
686;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2018;79.7;80.2;63.5;65.0;97.7;92.2;56.9;81.6
687;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2019;81.2;78.8;63.7;65.0;97.5;94.0;59.8;82.3
688;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2020;79.2;80.1;63.6;65.1;98.1;94.0;60.2;78.7
689;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2021;82.5;81.1;63.3;65.4;97.8;93.7;64.6;86.0
690;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2022;83.7;80.4;64.1;65.4;97.6;91.8;63.2;88.8
691;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2023;84.0;81.6;63.5;64.8;98.0;92.1;64.5;88.7
692;031 Adviseurs marketing, public relat.;Bovengrens 95%-interval;2024;84.4;79.9;64.1;65.5;97.3;93.0;61.4;87.2
693;0311 Adviseurs marketing, public rela...;Waarde;2014;76.4;76.2;63.7;64.5;96.4;90.5;50.9;62.6
694;0311 Adviseurs marketing, public rela...;Waarde;2015;79.5;77.0;63.9;65.0;97.0;93.0;53.4;67.3
695;0311 Adviseurs marketing, public rela...;Waarde;2016;77.5;78.1;63.3;64.4;97.0;91.2;52.3;70.9
696;0311 Adviseurs marketing, public rela...;Waarde;2017;78.2;77.3;63.2;64.2;96.6;91.3;57.6;76.0
697;0311 Adviseurs marketing, public rela...;Waarde;2018;77.3;77.8;62.9;64.3;96.7;90.5;54.0;79.3
698;0311 Adviseurs marketing, public rela...;Waarde;2019;78.8;76.3;63.2;64.3;96.6;92.6;56.9;80.0
699;0311 Adviseurs marketing, public rela...;Waarde;2020;76.8;77.7;63.1;64.4;97.3;92.7;57.4;76.3
700;0311 Adviseurs marketing, public rela...;Waarde;2021;80.1;78.6;62.8;64.7;96.8;92.2;61.7;83.9
701;0311 Adviseurs marketing, public rela...;Waarde;2022;81.7;78.2;63.7;64.7;96.8;90.3;60.6;87.1
702;0311 Adviseurs marketing, public rela...;Waarde;2023;82.1;79.5;63.0;64.1;97.3;90.6;62.0;87.1
703;0311 Adviseurs marketing, public rela...;Waarde;2024;82.5;77.7;63.7;64.9;96.4;91.7;58.8;85.4
704;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2014;73.1;72.8;63.1;63.8;94.7;88.0;47.2;59.0
705;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2015;76.3;73.7;63.4;64.2;95.5;90.9;49.7;63.8
706;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2016;74.5;75.0;62.6;63.7;95.6;89.0;48.8;67.7
707;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2017;75.2;74.3;62.7;63.5;95.2;89.2;54.2;73.0
708;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2018;74.7;75.3;62.4;63.6;95.4;88.5;51.0;76.8
709;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2019;76.1;73.6;62.8;63.7;95.3;90.9;53.9;77.6
710;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2020;74.2;75.1;62.6;63.8;96.1;91.0;54.4;73.7
711;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2021;77.5;76.0;62.2;64.1;95.5;90.4;58.7;81.7
712;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2022;79.5;75.8;63.2;64.1;95.7;88.6;58.0;85.3
713;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2023;79.9;77.3;62.5;63.5;96.3;88.9;59.4;85.3
714;0311 Adviseurs marketing, public rela...;Ondergrens 95%-interval;2024;80.3;75.3;63.3;64.3;95.2;90.1;56.1;83.4
