ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
62;Noord-Holland;Paar zonder kinderen;302.1;34.0;24.8
63;Noord-Holland;Paar met kinderen;289.7;40.9;22.0
64;Noord-Holland;Eenoudergezin;80.9;24.3;16.7
65;Zuid-Holland;Totaal particulier huishouden;1462.2;29.2;20.6
66;Zuid-Holland;Eenpersoonshuishouden;506.6;18.0;18.0
67;Zuid-Holland;Paar zonder kinderen;405.0;32.7;23.9
68;Zuid-Holland;Paar met kinderen;403.8;40.1;21.5
69;Zuid-Holland;Eenoudergezin;99.4;23.8;16.3
70;Zeeland;Totaal particulier huishouden;157.1;28.4;19.7
71;Zeeland;Eenpersoonshuishouden;46.2;17.0;17.0
72;Zeeland;Paar zonder kinderen;52.4;30.1;21.9
73;Zeeland;Paar met kinderen;47.1;37.7;20.1
74;Zeeland;Eenoudergezin;7.6;24.6;16.9
75;Noord-Brabant;Totaal particulier huishouden;963.4;30.0;20.4
76;Noord-Brabant;Eenpersoonshuishouden;263.4;17.6;17.6
77;Noord-Brabant;Paar zonder kinderen;306.0;31.2;22.8
78;Noord-Brabant;Paar met kinderen;314.9;38.9;20.8
79;Noord-Brabant;Eenoudergezin;49.6;25.1;17.1
80;Limburg;Totaal particulier huishouden;472.5;28.3;19.5
81;Limburg;Eenpersoonshuishouden;134.6;16.7;16.7
82;Limburg;Paar zonder kinderen;151.6;29.7;21.7
83;Limburg;Paar met kinderen;145.2;37.3;20.2
84;Limburg;Eenoudergezin;26.4;24.5;16.9
85;Oost-Groningen;Totaal particulier huishouden;65.1;25.5;17.6
86;Oost-Groningen;Eenpersoonshuishouden;18.2;15.3;15.3
87;Oost-Groningen;Paar zonder kinderen;22.0;26.2;19.2
88;Oost-Groningen;Paar met kinderen;19.8;34.0;18.4
89;Oost-Groningen;Eenoudergezin;3.4;22.4;15.4
90;Delfzijl en omgeving;Totaal particulier huishouden;22.1;26.4;18.4
91;Delfzijl en omgeving;Eenpersoonshuishouden;6.4;16.4;16.4
92;Delfzijl en omgeving;Paar zonder kinderen;7.4;28.2;20.5
93;Delfzijl en omgeving;Paar met kinderen;6.5;34.4;18.5
94;Delfzijl en omgeving;Eenoudergezin;1.2;22.4;15.4
95;Overig Groningen;Totaal particulier huishouden;152.6;26.6;19.1
96;Overig Groningen;Eenpersoonshuishouden;55.1;16.9;16.9
97;Overig Groningen;Paar zonder kinderen;45.3;30.2;22.1
98;Overig Groningen;Paar met kinderen;39.3;36.4;19.5
99;Overig Groningen;Eenoudergezin;9.4;22.4;15.5
100;Noord-Friesland;Totaal particulier huishouden;134.5;26.7;18.5
101;Noord-Friesland;Eenpersoonshuishouden;41.3;16.3;16.3
102;Noord-Friesland;Paar zonder kinderen;41.2;28.6;20.8
103;Noord-Friesland;Paar met kinderen;42.0;35.2;18.7
104;Noord-Friesland;Eenoudergezin;7.3;23.3;15.9
105;Zuidwest-Friesland;Totaal particulier huishouden;42.7;27.0;18.6
106;Zuidwest-Friesland;Eenpersoonshuishouden;12.6;16.3;16.3
107;Zuidwest-Friesland;Paar zonder kinderen;13.6;28.9;21.1
108;Zuidwest-Friesland;Paar met kinderen;13.6;35.1;18.5
109;Zuidwest-Friesland;Eenoudergezin;2.2;23.7;16.2
110;Zuidoost-Friesland;Totaal particulier huishouden;84.0;27.4;18.8
111;Zuidoost-Friesland;Eenpersoonshuishouden;24.2;16.4;16.4
112;Zuidoost-Friesland;Paar zonder kinderen;27.3;29.0;21.1
113;Zuidoost-Friesland;Paar met kinderen;26.4;35.7;19.0
114;Zuidoost-Friesland;Eenoudergezin;4.4;23.8;16.2
115;Noord-Drenthe;Totaal particulier huishouden;74.5;29.2;20.1
116;Noord-Drenthe;Eenpersoonshuishouden;20.4;17.4;17.4
117;Noord-Drenthe;Paar zonder kinderen;25.3;31.2;22.8
118;Noord-Drenthe;Paar met kinderen;23.7;37.2;20.0
119;Noord-Drenthe;Eenoudergezin;3.6;24.4;16.8
120;Zuidoost-Drenthe;Totaal particulier huishouden;69.6;26.8;18.3
121;Zuidoost-Drenthe;Eenpersoonshuishouden;18.0;16.0;16.0
122;Zuidoost-Drenthe;Paar zonder kinderen;23.6;27.5;20.1
123;Zuidoost-Drenthe;Paar met kinderen;22.5;34.1;18.4
124;Zuidoost-Drenthe;Eenoudergezin;3.3;23.7;16.3
125;Zuidwest-Drenthe;Totaal particulier huishouden;51.3;28.2;19.3
126;Zuidwest-Drenthe;Eenpersoonshuishouden;14.1;17.0;17.0
127;Zuidwest-Drenthe;Paar zonder kinderen;17.0;29.3;21.4
128;Zuidwest-Drenthe;Paar met kinderen;16.6;36.4;19.3
129;Zuidwest-Drenthe;Eenoudergezin;2.3;24.2;16.5
130;Noord-Overijssel;Totaal particulier huishouden;131.2;28.6;19.2
131;Noord-Overijssel;Eenpersoonshuishouden;36.5;16.8;16.8
132;Noord-Overijssel;Paar zonder kinderen;39.2;29.7;21.7
133;Noord-Overijssel;Paar met kinderen;45.6;36.7;19.3
134;Noord-Overijssel;Eenoudergezin;6.2;24.8;16.8
135;Zuidwest-Overijssel;Totaal particulier huishouden;58.9;28.0;19.2
136;Zuidwest-Overijssel;Eenpersoonshuishouden;17.2;16.7;16.7
137;Zuidwest-Overijssel;Paar zonder kinderen;18.2;30.1;21.9
138;Zuidwest-Overijssel;Paar met kinderen;18.8;35.9;19.2
139;Zuidwest-Overijssel;Eenoudergezin;2.9;24.4;16.7
140;Twente;Totaal particulier huishouden;240.6;28.1;19.0
141;Twente;Eenpersoonshuishouden;66.1;16.7;16.7
142;Twente;Paar zonder kinderen;74.1;28.9;21.1
143;Twente;Paar met kinderen;79.3;36.2;19.3
144;Twente;Eenoudergezin;12.1;24.3;16.5
145;Veluwe;Totaal particulier huishouden;244.2;30.6;20.5
146;Veluwe;Eenpersoonshuishouden;66.5;17.7;17.7
147;Veluwe;Paar zonder kinderen;74.1;31.8;23.2
148;Veluwe;Paar met kinderen;83.4;39.0;20.5
149;Veluwe;Eenoudergezin;11.5;26.5;17.8
150;Achterhoek;Totaal particulier huishouden;152.6;28.9;19.5
151;Achterhoek;Eenpersoonshuishouden;39.5;16.7;16.7
152;Achterhoek;Paar zonder kinderen;50.0;29.7;21.7
153;Achterhoek;Paar met kinderen;50.7;36.7;19.6
154;Achterhoek;Eenoudergezin;6.9;25.6;17.4
155;Arnhem/Nijmegen;Totaal particulier huishouden;292.6;28.4;19.8
156;Arnhem/Nijmegen;Eenpersoonshuishouden;93.8;17.2;17.2
157;Arnhem/Nijmegen;Paar zonder kinderen;87.3;31.1;22.7
158;Arnhem/Nijmegen;Paar met kinderen;85.7;37.8;20.4
159;Arnhem/Nijmegen;Eenoudergezin;17.4;23.7;16.2
160;Zuidwest-Gelderland;Totaal particulier huishouden;86.8;31.4;20.5
161;Zuidwest-Gelderland;Eenpersoonshuishouden;20.1;17.1;17.1
162;Zuidwest-Gelderland;Paar zonder kinderen;26.2;31.3;22.8
163;Zuidwest-Gelderland;Paar met kinderen;33.2;39.4;20.9
164;Zuidwest-Gelderland;Eenoudergezin;4.2;27.4;18.6
165;Utrecht;Totaal particulier huishouden;471.1;31.8;22.0
166;Utrecht;Eenpersoonshuishouden;152.7;19.1;19.1
167;Utrecht;Paar zonder kinderen;135.1;35.1;25.6
168;Utrecht;Paar met kinderen;143.6;42.1;22.5
169;Utrecht;Eenoudergezin;25.7;26.2;17.8
170;Kop van Noord-Holland;Totaal particulier huishouden;145.7;29.3;19.9
171;Kop van Noord-Holland;Eenpersoonshuishouden;40.3;17.0;17.0
172;Kop van Noord-Holland;Paar zonder kinderen;45.4;30.7;22.4
173;Kop van Noord-Holland;Paar met kinderen;48.5;38.4;20.4
174;Kop van Noord-Holland;Eenoudergezin;8.1;24.6;16.7
175;Alkmaar en omgeving;Totaal particulier huishouden;92.3;30.3;20.9
176;Alkmaar en omgeving;Eenpersoonshuishouden;28.1;18.1;18.1
177;Alkmaar en omgeving;Paar zonder kinderen;27.6;33.0;24.1
178;Alkmaar en omgeving;Paar met kinderen;28.6;39.9;21.3
179;Alkmaar en omgeving;Eenoudergezin;5.6;24.5;16.7
180;IJmond;Totaal particulier huishouden;78.0;30.7;21.2
181;IJmond;Eenpersoonshuishouden;23.6;18.8;18.8
182;IJmond;Paar zonder kinderen;23.7;32.7;23.9
183;IJmond;Paar met kinderen;24.5;40.7;21.7
184;IJmond;Eenoudergezin;4.5;24.6;16.8
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;97.7;31.0;22.4
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;38.1;19.3;19.3
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;27.2;36.3;26.5
188;Agglomeratie Haarlem (CR);Paar met kinderen;23.9;43.8;23.6
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.7;26.0;17.9
190;Zaanstreek (CR);Totaal particulier huishouden;65.6;29.3;20.3
191;Zaanstreek (CR);Eenpersoonshuishouden;20.0;17.6;17.6
192;Zaanstreek (CR);Paar zonder kinderen;19.9;31.5;23.0
193;Zaanstreek (CR);Paar met kinderen;19.5;39.1;21.1
194;Zaanstreek (CR);Eenoudergezin;4.3;24.2;16.6
195;Groot-Amsterdam (CR);Totaal particulier huishouden;556.3;27.9;20.7
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;247.4;18.6;18.6
197;Groot-Amsterdam (CR);Paar zonder kinderen;127.5;34.7;25.3
198;Groot-Amsterdam (CR);Paar met kinderen;115.5;40.6;22.0
199;Groot-Amsterdam (CR);Eenoudergezin;46.7;23.5;16.2
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.7;33.6;23.6
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;36.1;20.1;20.1
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;30.9;37.4;27.3
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.2;46.5;24.9
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.1;28.1;19.4
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;156.6;31.9;22.0
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;50.8;19.1;19.1
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.4;34.5;25.2
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;49.4;42.9;22.8
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.3;27.2;18.5
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.4;28.9;21.1
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;139.9;19.2;19.2
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;85.5;34.7;25.3
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;78.7;40.5;21.9
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;26.6;23.4;16.0
215;Delft en Westland (CR);Totaal particulier huishouden;83.7;30.6;21.1
216;Delft en Westland (CR);Eenpersoonshuishouden;26.3;18.1;18.1
217;Delft en Westland (CR);Paar zonder kinderen;24.5;32.4;23.6
218;Delft en Westland (CR);Paar met kinderen;26.1;41.5;22.1
219;Delft en Westland (CR);Eenoudergezin;4.7;26.7;18.2
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.9;32.2;21.6
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;33.6;18.2;18.2
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.3;33.5;24.5
223;Oost-Zuid-Holland (CR);Paar met kinderen;44.5;41.5;22.0
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.0;27.1;18.3
225;Groot-Rijnmond (CR);Totaal particulier huishouden;592.0;27.7;19.7
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;209.8;17.2;17.2
227;Groot-Rijnmond (CR);Paar zonder kinderen;164.0;31.5;23.0
228;Groot-Rijnmond (CR);Paar met kinderen;152.8;38.5;20.8
229;Groot-Rijnmond (CR);Eenoudergezin;44.9;22.5;15.4
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;160.6;29.6;20.1
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;46.3;17.2;17.2
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;48.4;31.1;22.7
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;52.2;39.3;20.9
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.0;24.9;16.9
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.0;28.6;19.8
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;13.2;16.9;16.9
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;15.9;29.5;21.5
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;13.4;38.7;21.0
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.3;24.3;16.9
240;Overig Zeeland (CR);Totaal particulier huishouden;111.1;28.4;19.6
241;Overig Zeeland (CR);Eenpersoonshuishouden;33.0;17.1;17.1
242;Overig Zeeland (CR);Paar zonder kinderen;36.5;30.3;22.1
243;Overig Zeeland (CR);Paar met kinderen;33.8;37.3;19.7
244;Overig Zeeland (CR);Eenoudergezin;5.4;24.7;16.9
245;West-Noord-Brabant (CR);Totaal particulier huishouden;247.1;29.7;20.3
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;67.8;17.5;17.5
247;West-Noord-Brabant (CR);Paar zonder kinderen;81.4;30.9;22.6
248;West-Noord-Brabant (CR);Paar met kinderen;77.8;38.8;20.9
249;West-Noord-Brabant (CR);Eenoudergezin;12.6;24.9;17.1
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;177.6;29.7;20.2
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;48.6;17.3;17.3
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;55.4;30.7;22.4
253;Midden-Noord-Brabant (CR);Paar met kinderen;58.7;39.2;20.9
254;Midden-Noord-Brabant (CR);Eenoudergezin;9.9;24.5;16.7
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;244.5;30.7;20.6
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;63.3;17.7;17.7
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;75.5;31.7;23.1
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;85.5;39.1;20.8
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.2;25.8;17.6
260;Zuidoost-Noord-Brabant;Totaal particulier huishouden;294.2;29.8;20.4
261;Zuidoost-Noord-Brabant;Eenpersoonshuishouden;83.8;17.8;17.8
262;Zuidoost-Noord-Brabant;Paar zonder kinderen;93.6;31.5;23.0
263;Zuidoost-Noord-Brabant;Paar met kinderen;92.9;38.7;20.7
264;Zuidoost-Noord-Brabant;Eenoudergezin;15.0;25.1;17.2
265;Noord-Limburg;Totaal particulier huishouden;109.6;29.3;19.7
266;Noord-Limburg;Eenpersoonshuishouden;27.9;16.8;16.8
267;Noord-Limburg;Paar zonder kinderen;35.0;30.2;22.0
268;Noord-Limburg;Paar met kinderen;38.1;37.2;19.9
269;Noord-Limburg;Eenoudergezin;5.3;26.5;18.1
270;Midden-Limburg;Totaal particulier huishouden;94.4;29.4;19.9
271;Midden-Limburg;Eenpersoonshuishouden;24.4;16.9;16.9
272;Midden-Limburg;Paar zonder kinderen;30.7;30.3;22.1
273;Midden-Limburg;Paar met kinderen;31.3;37.8;20.4
274;Midden-Limburg;Eenoudergezin;4.9;25.8;17.7
275;Zuid-Limburg;Totaal particulier huishouden;268.4;27.6;19.3
276;Zuid-Limburg;Eenpersoonshuishouden;82.3;16.6;16.6
277;Zuid-Limburg;Paar zonder kinderen;85.9;29.3;21.4
278;Zuid-Limburg;Paar met kinderen;75.8;37.2;20.2
279;Zuid-Limburg;Eenoudergezin;16.2;23.4;16.2
280;Flevoland;Totaal particulier huishouden;135.2;29.4;19.7
281;Flevoland;Eenpersoonshuishouden;34.3;17.4;17.4
282;Flevoland;Paar zonder kinderen;37.4;31.5;23.0
283;Flevoland;Paar met kinderen;49.4;36.9;19.7
284;Flevoland;Eenoudergezin;9.7;22.6;15.4
285;Groningen;Totaal particulier huishouden;85.6;25.7;19.3
286;Groningen;Eenpersoonshuishouden;37.4;17.2;17.2
287;Groningen;Paar zonder kinderen;23.8;31.6;23.0
288;Groningen;Paar met kinderen;16.4;37.2;20.2
289;Groningen;Eenoudergezin;6.1;21.7;15.1
290;Leeuwarden;Totaal particulier huishouden;40.3;25.0;18.4
291;Leeuwarden;Eenpersoonshuishouden;16.2;16.4;16.4
292;Leeuwarden;Paar zonder kinderen;11.5;29.4;21.5
293;Leeuwarden;Paar met kinderen;8.8;35.2;19.0
294;Leeuwarden;Eenoudergezin;2.7;21.5;14.8
295;Zwolle;Totaal particulier huishouden;46.3;28.1;19.8
296;Zwolle;Eenpersoonshuishouden;15.9;17.4;17.4
297;Zwolle;Paar zonder kinderen;13.7;31.7;23.1
298;Zwolle;Paar met kinderen;12.8;38.1;20.3
299;Zwolle;Eenoudergezin;2.6;22.3;15.2
300;Enschede;Totaal particulier huishouden;62.9;25.2;17.9
301;Enschede;Eenpersoonshuishouden;21.3;16.0;16.0
302;Enschede;Paar zonder kinderen;19.0;27.8;20.3
303;Enschede;Paar met kinderen;16.8;33.8;18.2
304;Enschede;Eenoudergezin;3.8;21.2;14.6
305;Apeldoorn;Totaal particulier huishouden;64.4;29.5;20.5
306;Apeldoorn;Eenpersoonshuishouden;19.8;17.9;17.9
307;Apeldoorn;Paar zonder kinderen;20.1;32.1;23.4
308;Apeldoorn;Paar met kinderen;19.0;38.6;20.6
309;Apeldoorn;Eenoudergezin;3.4;25.0;16.9
310;Arnhem;Totaal particulier huishouden;64.6;25.7;18.8
311;Arnhem;Eenpersoonshuishouden;26.2;16.7;16.7
312;Arnhem;Paar zonder kinderen;17.6;31.1;22.7
313;Arnhem;Paar met kinderen;14.3;35.9;19.5
314;Arnhem;Eenoudergezin;4.4;21.2;14.5
315;Nijmegen;Totaal particulier huishouden;68.4;26.0;19.0
316;Nijmegen;Eenpersoonshuishouden;28.5;16.7;16.7
317;Nijmegen;Paar zonder kinderen;18.0;31.0;22.6
318;Nijmegen;Paar met kinderen;15.2;37.4;20.2
319;Nijmegen;Eenoudergezin;4.9;22.8;15.7
320;Amersfoort;Totaal particulier huishouden;66.1;31.6;21.9
321;Amersfoort;Eenpersoonshuishouden;21.3;19.2;19.2
322;Amersfoort;Paar zonder kinderen;18.5;35.1;25.6
323;Amersfoort;Paar met kinderen;20.8;41.7;22.3
324;Amersfoort;Eenoudergezin;3.8;24.8;17.0
325;Utrecht;Totaal particulier huishouden;172.2;29.4;21.2
326;Utrecht;Eenpersoonshuishouden;66.5;18.6;18.6
327;Utrecht;Paar zonder kinderen;46.1;34.4;25.1
328;Utrecht;Paar met kinderen;43.2;40.5;21.9
329;Utrecht;Eenoudergezin;10.4;24.5;16.8
330;Amsterdam;Totaal particulier huishouden;490.3;26.8;20.3
331;Amsterdam;Eenpersoonshuishouden;232.0;18.5;18.5
332;Amsterdam;Paar zonder kinderen;107.6;34.1;24.9
333;Amsterdam;Paar met kinderen;89.1;39.2;21.3
334;Amsterdam;Eenoudergezin;43.7;23.0;15.9
335;Haarlem;Totaal particulier huishouden;85.5;30.8;22.2
336;Haarlem;Eenpersoonshuishouden;33.8;19.1;19.1
337;Haarlem;Paar zonder kinderen;23.5;36.1;26.3
338;Haarlem;Paar met kinderen;20.7;43.9;23.6
339;Haarlem;Eenoudergezin;5.0;26.0;17.9
340;Leiden;Totaal particulier huishouden;104.2;31.3;22.0
341;Leiden;Eenpersoonshuishouden;36.6;19.1;19.1
342;Leiden;Paar zonder kinderen;28.7;34.8;25.4
343;Leiden;Paar met kinderen;30.7;42.8;22.8
344;Leiden;Eenoudergezin;5.8;26.7;18.3
345;'s-Gravenhage;Totaal particulier huishouden;291.1;28.2;20.9
346;'s-Gravenhage;Eenpersoonshuishouden;125.9;19.1;19.1
347;'s-Gravenhage;Paar zonder kinderen;70.6;34.6;25.2
348;'s-Gravenhage;Paar met kinderen;60.5;40.0;21.7
349;'s-Gravenhage;Eenoudergezin;22.7;23.0;15.8
350;Rotterdam;Totaal particulier huishouden;453.6;26.3;19.1
351;Rotterdam;Eenpersoonshuishouden;177.1;17.0;17.0
352;Rotterdam;Paar zonder kinderen;117.8;30.9;22.6
353;Rotterdam;Paar met kinderen;103.3;37.3;20.2
354;Rotterdam;Eenoudergezin;38.2;21.7;14.9
355;Dordrecht;Totaal particulier huishouden;102.3;28.9;19.9
356;Dordrecht;Eenpersoonshuishouden;31.3;17.1;17.1
357;Dordrecht;Paar zonder kinderen;30.7;31.0;22.7
358;Dordrecht;Paar met kinderen;31.0;38.8;20.8
359;Dordrecht;Eenoudergezin;6.2;23.7;16.2
360;Breda;Totaal particulier huishouden;70.3;29.3;20.7
361;Breda;Eenpersoonshuishouden;23.7;18.1;18.1
362;Breda;Paar zonder kinderen;21.8;32.4;23.7
363;Breda;Paar met kinderen;18.7;39.8;21.4
364;Breda;Eenoudergezin;4.2;24.0;16.4
365;Tilburg;Totaal particulier huishouden;90.5;28.1;19.6
366;Tilburg;Eenpersoonshuishouden;28.9;17.0;17.0
367;Tilburg;Paar zonder kinderen;27.3;30.5;22.2
368;Tilburg;Paar met kinderen;25.8;38.3;20.6
369;Tilburg;Eenoudergezin;5.8;22.4;15.3
370;'s-Hertogenbosch;Totaal particulier huishouden;67.0;29.9;21.0
371;'s-Hertogenbosch;Eenpersoonshuishouden;22.4;18.4;18.4
372;'s-Hertogenbosch;Paar zonder kinderen;19.4;33.8;24.6
373;'s-Hertogenbosch;Paar met kinderen;19.1;39.8;21.4
374;'s-Hertogenbosch;Eenoudergezin;3.9;23.9;16.4
375;Eindhoven;Totaal particulier huishouden;133.3;28.6;20.4
376;Eindhoven;Eenpersoonshuishouden;45.7;18.0;18.0
377;Eindhoven;Paar zonder kinderen;41.8;32.1;23.5
378;Eindhoven;Paar met kinderen;34.5;38.4;20.6
379;Eindhoven;Eenoudergezin;7.4;24.0;16.4
380;Geleen/Sittard;Totaal particulier huishouden;59.7;28.6;19.7
381;Geleen/Sittard;Eenpersoonshuishouden;16.8;16.9;16.9
382;Geleen/Sittard;Paar zonder kinderen;19.6;30.0;21.9
383;Geleen/Sittard;Paar met kinderen;17.9;37.9;20.6
384;Geleen/Sittard;Eenoudergezin;3.5;24.0;16.5
385;Heerlen;Totaal particulier huishouden;95.5;25.7;18.3
386;Heerlen;Eenpersoonshuishouden;32.0;16.2;16.2
387;Heerlen;Paar zonder kinderen;29.8;27.7;20.2
388;Heerlen;Paar met kinderen;24.8;35.2;19.2
389;Heerlen;Eenoudergezin;6.2;22.4;15.6
390;Maastricht;Totaal particulier huishouden;52.0;26.6;19.2
391;Maastricht;Eenpersoonshuishouden;18.9;17.0;17.0
392;Maastricht;Paar zonder kinderen;15.4;29.8;21.8
393;Maastricht;Paar met kinderen;12.4;36.8;20.1
394;Maastricht;Eenoudergezin;3.5;22.7;15.7
395;Groningen;Totaal particulier huishouden;142.1;27.4;19.7
396;Groningen;Eenpersoonshuishouden;51.6;17.3;17.3
397;Groningen;Paar zonder kinderen;42.9;31.4;22.9
398;Groningen;Paar met kinderen;36.0;37.5;20.1
399;Groningen;Eenoudergezin;8.7;22.8;15.8
400;Leeuwarden;Totaal particulier huishouden;66.6;26.5;18.7
401;Leeuwarden;Eenpersoonshuishouden;22.6;16.5;16.5
