ID;Geslacht;Arbeidspositie;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;BeroepsEnNietBeroepsbevMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkOverdrachtsinkomen_4;GemiddeldPersoonlijkInkomen_5;GemiddeldGestandaardiseerdInkomen_6;BeroepsNietBeroepsbevInkomenOnb_7
50;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2005;12;3;;;;;9
51;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2006;15;3;;;;;12
52;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2007;13;3;;;;;10
53;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2008;18;9;;;;;9
54;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2009;22;10;;;;;12
55;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2010;21;10;;;;;10
56;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2011;15;7;;;;;7
57;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2012;14;4;;;;;10
58;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2013;19;4;;;;;15
59;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Migratieachtergrond : onbekend;2014;17;4;;;;;13
60;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2005;1937;1886;7.7;1.4;8.0;20.0;50
61;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2006;1944;1892;8.1;1.5;8.5;20.9;52
62;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2007;1957;1910;8.4;1.5;8.8;22.7;47
63;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2008;1978;1932;8.8;1.5;9.2;23.1;47
64;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2009;1997;1940;8.4;1.7;9.1;22.7;57
65;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2010;2006;1939;8.0;1.7;8.7;22.8;67
66;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2011;2010;1926;8.0;1.8;8.8;23.2;85
67;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2012;2023;1943;7.9;1.4;8.3;23.0;80
68;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2013;2040;1940;7.7;1.5;8.2;22.8;100
69;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 15 tot 25 jaar;2014;2045;1921;7.7;1.6;8.2;23.9;124
70;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2005;4744;4664;31.1;1.8;26.5;20.5;80
71;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2006;4673;4596;33.2;1.6;28.3;22.1;77
72;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2007;4600;4529;34.8;1.4;29.9;23.7;71
73;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2008;4534;4460;36.4;1.4;31.4;24.3;74
74;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2009;4467;4392;36.7;1.7;32.1;24.5;75
75;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2010;4399;4320;37.0;1.9;32.5;24.6;79
76;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2011;4341;4252;37.2;2.1;32.7;24.5;89
77;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2012;4319;4213;37.3;2.2;32.8;24.5;107
78;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2013;4305;4146;37.0;2.6;32.9;24.8;159
79;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 45 jaar;2014;4241;4060;37.4;2.6;33.3;25.6;181
80;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2005;2138;2090;28.5;1.5;24.3;20.3;48
81;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2006;2075;2033;30.3;1.4;25.8;21.8;42
82;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2007;2024;1987;31.5;1.2;27.0;23.1;37
83;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2008;1995;1955;33.1;1.2;28.5;23.7;41
84;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2009;1982;1937;32.9;1.5;28.9;23.8;45
85;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2010;1976;1929;33.1;1.8;29.1;23.9;47
86;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2011;1980;1932;33.3;1.8;29.3;23.8;48
87;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2012;2008;1952;33.3;1.9;29.2;23.8;56
88;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2013;2039;1958;32.5;2.3;28.9;24.0;81
89;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 25 tot 35 jaar;2014;2043;1950;32.8;2.2;29.1;24.8;93
90;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2005;2606;2574;33.3;2.0;28.4;20.7;32
91;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2006;2598;2563;35.5;1.8;30.3;22.4;35
92;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2007;2575;2542;37.4;1.6;32.2;24.2;33
93;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2008;2539;2505;39.0;1.5;33.7;24.8;33
94;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2009;2485;2455;39.6;1.8;34.7;25.0;31
95;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2010;2423;2391;40.2;2.1;35.2;25.1;32
96;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2011;2361;2320;40.5;2.3;35.5;25.0;41
97;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2012;2312;2261;40.8;2.5;35.9;25.1;51
98;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2013;2265;2187;41.0;2.9;36.4;25.5;78
99;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 35 tot 45 jaar;2014;2198;2110;41.6;3.0;37.0;26.4;88
100;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2005;5510;5429;20.7;9.4;25.6;23.1;81
101;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2006;5603;5525;21.7;9.5;26.8;23.9;78
102;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2007;5700;5625;23.3;9.5;28.4;26.0;76
103;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2008;5803;5724;24.4;9.6;29.6;26.5;78
104;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2009;5907;5827;24.8;9.9;30.3;26.7;80
105;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2010;6007;5910;25.3;10.1;30.8;26.6;98
106;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2011;6101;5987;26.0;10.1;31.4;26.5;113
107;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2012;6198;6072;26.4;10.2;31.7;26.6;126
108;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2013;6293;6112;27.0;10.7;32.8;27.1;181
109;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 75 jaar;2014;6378;6164;27.5;11.0;33.5;28.3;215
110;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2005;2310;2279;33.2;3.3;29.4;24.0;31
111;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2006;2336;2309;35.1;3.1;31.0;25.2;27
112;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2007;2365;2339;37.2;2.9;33.0;27.4;26
113;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2008;2395;2367;38.5;2.8;34.3;27.8;28
114;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2009;2429;2401;39.3;3.0;35.3;27.9;28
115;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2010;2458;2420;39.7;3.2;35.7;27.7;38
116;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2011;2479;2437;40.5;3.2;36.2;27.5;41
117;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2012;2498;2452;40.7;3.4;36.4;27.5;46
118;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2013;2516;2434;41.7;3.9;37.9;28.0;82
119;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 45 tot 55 jaar;2014;2527;2434;42.1;4.1;38.5;29.2;93
120;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2005;1950;1926;18.4;11.3;25.6;23.9;24
121;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2006;1998;1975;18.7;11.6;26.4;24.2;23
122;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2007;2047;2024;21.0;11.4;28.3;26.8;22
123;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2008;2089;2065;22.6;11.1;29.4;27.3;24
124;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2009;2121;2097;23.1;11.0;29.8;27.2;23
125;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2010;2154;2126;24.1;10.9;30.4;27.2;28
126;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2011;2164;2127;25.7;10.6;31.3;27.3;37
127;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2012;2151;2111;27.3;10.1;32.1;27.6;40
128;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2013;2153;2095;29.1;10.0;33.4;28.2;58
129;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 55 tot 65 jaar;2014;2167;2093;30.3;9.8;34.3;29.3;75
130;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2005;1250;1224;1.1;17.5;18.6;20.1;26
131;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2006;1269;1241;1.5;18.1;19.5;20.9;28
132;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2007;1289;1261;1.3;18.9;20.1;22.0;28
133;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2008;1318;1292;1.4;19.8;21.1;23.0;27
134;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2009;1358;1329;1.6;20.6;22.2;23.7;29
135;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2010;1395;1363;1.8;21.0;22.8;24.0;32
136;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2011;1458;1423;1.8;21.4;23.1;23.4;35
137;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2012;1549;1509;1.8;21.6;23.4;23.9;40
138;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2013;1624;1583;1.7;22.2;23.9;24.4;41
139;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Leeftijd: 65 tot 75 jaar;2014;1684;1637;2.2;23.1;25.2;25.7;47
140;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2005;4350;4269;11.3;5.3;14.5;19.0;81
141;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2006;4278;4205;11.7;5.2;14.8;19.8;72
142;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2007;4195;4127;12.2;5.3;15.4;21.2;68
143;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2008;4212;4138;12.8;5.5;16.2;21.8;73
144;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2009;4177;4095;12.7;5.8;16.5;21.7;82
145;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2010;4125;4029;12.6;6.2;16.8;21.8;96
146;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2011;4187;4086;13.4;6.4;17.6;22.2;101
147;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2012;4119;4012;13.1;6.6;17.4;22.2;107
148;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2013;3836;3720;12.3;6.8;17.0;22.2;116
149;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: laag onderwijs;2014;3854;3701;12.3;7.0;17.2;23.0;153
150;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2005;4845;4771;22.1;4.6;22.3;20.8;74
151;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2006;4900;4824;23.2;4.7;23.5;22.0;76
152;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2007;4943;4875;24.3;4.7;24.6;23.6;68
153;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2008;4872;4808;25.2;4.6;25.5;24.2;64
154;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2009;4862;4796;24.9;5.0;25.7;24.1;66
155;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2010;4865;4787;24.8;5.3;25.8;24.1;77
156;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2011;4853;4749;25.4;5.4;26.4;24.2;105
157;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2012;4892;4782;25.5;5.4;26.4;24.2;110
158;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2013;5075;4915;24.7;6.0;26.4;24.2;160
159;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: middelbaar onderwijs;2014;5089;4900;25.0;6.2;26.9;25.2;189
160;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2005;2879;2836;41.2;5.8;38.0;26.8;43
161;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2006;2924;2879;43.1;6.1;40.4;28.3;46
162;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2007;3002;2957;45.2;6.1;42.7;31.0;44
163;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2008;3139;3090;46.3;6.1;43.9;31.2;49
164;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2009;3242;3192;46.6;6.4;44.7;31.5;49
165;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2010;3324;3265;47.0;6.4;44.7;31.3;59
166;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2011;3309;3240;46.8;6.4;44.5;30.7;69
167;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2012;3412;3334;46.8;6.5;44.4;30.8;78
168;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2013;3478;3356;48.5;7.0;46.2;31.8;123
169;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: hoog onderwijs;2014;3564;3411;48.5;7.1;46.6;33.2;152
170;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: onbekend;2005;117;104;18.0;4.8;19.3;18.6;13
171;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: onbekend;2006;119;106;22.6;3.8;22.6;20.7;13
172;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: onbekend;2007;117;105;22.1;3.9;22.2;22.2;12
173;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: onbekend;2008;92;79;23.9;3.7;23.5;23.1;13
174;Totaal mannen en vrouwen;Beroeps- en niet beroepsbevolking;Onderwijsniveau: onbekend;2009;92;76;27.5;3.2;26.2;25.1;15
