ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalAantalBijstandsuitkeringen_1;BurgerlijkeStaatTotaal_2;Ongehuwd_3;Gehuwd_4;Gescheiden_5;Weduwstaat_6;LeefvormTotaal_7;Alleenstaande_8;AlleenstaandeOuder_9;EchtPaar_10;AndersInclusiefLeefvormOnbekend_11;HuisvestingTotaal_12;Huurder_13;Eigenaar_14;Inwonend_15;AantalTenLasteKomendeKinderenTotaal_16;GeenKinderenOfOnbekend_17;k_1Kind_18;k_2Kinderen_19;k_3OfMeerKinderen_20;InkomstenbronTotaal_21;GeenInkomsten_22;InkomstenUitArbeid_23;InkomstenUitOverigeBronnen_24;ArbeidAlsmedeOverigeBronnen_25;BijstandsuitkeringenTotaal_26;UitkeringsduurKorterDan1Jaar_27;Uitkeringsduur1JaarOfLanger_28
10;Mannen en vrouwen;Totaal leeftijd;Nederland;1998 november;414270.0;414270.0;183840.0;105250.0;118200.0;6810.0;414270.0;233150.0;104110.0;75160.0;1840.0;414270.0;374220.0;7680.0;32360.0;414270.0;;;;;414270.0;329260.0;37100.0;41210.0;6570.0;414270.0;88870.0;325400.0
11;Mannen en vrouwen;Totaal leeftijd;Nederland;1998 december;412320.0;412320.0;182970.0;104670.0;117710.0;6830.0;412320.0;231900.0;103790.0;74730.0;1900.0;412320.0;372520.0;7590.0;32220.0;412320.0;;;;;412320.0;327550.0;36440.0;41510.0;6710.0;412320.0;87730.0;324600.0
12;Mannen en vrouwen;Totaal leeftijd;Nederland;1998;412320.0;412320.0;182970.0;104670.0;117710.0;6830.0;412320.0;231900.0;103790.0;74730.0;1900.0;412320.0;372520.0;7590.0;32220.0;412320.0;;;;;412320.0;327550.0;36440.0;41510.0;6710.0;412320.0;87730.0;324600.0
13;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 januari;410310.0;410310.0;182030.0;103170.0;117670.0;7240.0;410310.0;230800.0;103240.0;74190.0;2080.0;410310.0;370930.0;7420.0;31960.0;410310.0;266420.0;67140.0;47790.0;28960.0;410310.0;326760.0;34900.0;41710.0;6820.0;410310.0;87950.0;322360.0
14;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 februari;407680.0;407680.0;180430.0;102450.0;117430.0;7270.0;407680.0;229050.0;102860.0;73640.0;2130.0;407680.0;368560.0;7390.0;31740.0;407680.0;264540.0;66710.0;47520.0;28910.0;407680.0;324030.0;34240.0;42430.0;6860.0;407680.0;87000.0;320680.0
15;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 maart;405120.0;405120.0;178840.0;101090.0;117810.0;7280.0;405120.0;227280.0;102770.0;73010.0;2060.0;405120.0;366600.0;7320.0;31210.0;405120.0;262560.0;66370.0;47300.0;28890.0;405120.0;321840.0;33820.0;42270.0;6950.0;405120.0;85420.0;319700.0
16;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 april;401550.0;401550.0;176190.0;99070.0;118870.0;7310.0;401550.0;224770.0;102460.0;72230.0;2090.0;401550.0;363700.0;7250.0;30600.0;401550.0;259910.0;65890.0;47010.0;28740.0;401550.0;319050.0;33220.0;41920.0;7100.0;401550.0;83870.0;317680.0
17;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 mei;398190.0;398190.0;173920.0;96970.0;119760.0;7440.0;398190.0;222260.0;102150.0;71570.0;2220.0;398190.0;361140.0;7190.0;29860.0;398190.0;257230.0;65590.0;46700.0;28680.0;398190.0;316110.0;33000.0;41740.0;7010.0;398190.0;82280.0;315920.0
18;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 juni;393240.0;393240.0;170840.0;94800.0;120110.0;7400.0;393240.0;219180.0;101100.0;70700.0;2250.0;393240.0;356980.0;7130.0;29130.0;393240.0;254080.0;64070.0;46420.0;28670.0;393240.0;311660.0;30840.0;38700.0;7140.0;393240.0;79340.0;313900.0
19;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 juli;392390.0;392390.0;170870.0;93700.0;120330.0;7420.0;392390.0;218570.0;101650.0;70250.0;1930.0;392390.0;355970.0;7100.0;29320.0;392390.0;252810.0;64880.0;46260.0;28460.0;392390.0;311130.0;31700.0;42130.0;7350.0;392390.0;80080.0;312320.0
20;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 augustus;389470.0;389470.0;169360.0;92830.0;119770.0;7450.0;389470.0;216620.0;101430.0;69530.0;1890.0;389470.0;353330.0;7050.0;29090.0;389470.0;250610.0;64560.0;46070.0;28220.0;389470.0;308570.0;30830.0;42660.0;7320.0;389470.0;78420.0;311060.0
21;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 september;386580.0;386580.0;167690.0;92120.0;119190.0;7520.0;386580.0;214600.0;101020.0;69010.0;1960.0;386580.0;350780.0;7000.0;28800.0;386580.0;248270.0;64200.0;45820.0;28300.0;386580.0;305620.0;31100.0;42410.0;7360.0;386580.0;77510.0;309070.0
22;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 oktober;384560.0;384560.0;166150.0;91580.0;118830.0;7940.0;384560.0;212950.0;100530.0;68480.0;2600.0;384560.0;348920.0;7000.0;28640.0;384560.0;246800.0;63820.0;45670.0;28270.0;384560.0;303370.0;31200.0;42430.0;7480.0;384560.0;77040.0;307520.0
23;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 november;381640.0;381640.0;164480.0;90670.0;118450.0;7980.0;381640.0;211060.0;100110.0;67930.0;2540.0;381640.0;346200.0;6960.0;28480.0;381640.0;244550.0;63480.0;45420.0;28200.0;381640.0;301020.0;30390.0;42630.0;7500.0;381640.0;76100.0;305550.0
24;Mannen en vrouwen;Totaal leeftijd;Nederland;1999 december;380550.0;380550.0;164010.0;90710.0;117680.0;8090.0;380550.0;210390.0;99830.0;67820.0;2510.0;380550.0;345090.0;6900.0;28560.0;380550.0;242830.0;63180.0;45810.0;28720.0;380550.0;299340.0;30030.0;43520.0;7590.0;380550.0;76000.0;304550.0
25;Mannen en vrouwen;Totaal leeftijd;Nederland;1999;380550.0;380550.0;164010.0;90710.0;117680.0;8090.0;380550.0;210390.0;99830.0;67820.0;2510.0;380550.0;345090.0;6900.0;28560.0;380550.0;242830.0;63180.0;45810.0;28720.0;380550.0;299340.0;30030.0;43520.0;7590.0;380550.0;76000.0;304550.0
26;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 januari;377680.0;377680.0;162940.0;89740.0;117040.0;7920.0;377680.0;209460.0;98900.0;67250.0;2070.0;377680.0;342230.0;6840.0;28610.0;377680.0;242130.0;61590.0;45280.0;28690.0;377680.0;297260.0;29200.0;43530.0;7620.0;377680.0;76090.0;301590.0
27;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 februari;375450.0;375450.0;161770.0;89150.0;116580.0;7910.0;375450.0;208100.0;98620.0;66750.0;1980.0;375450.0;340010.0;6700.0;28750.0;375450.0;240330.0;61260.0;45150.0;28710.0;375450.0;294330.0;28950.0;44390.0;7720.0;375450.0;75580.0;299870.0
28;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 maart;372730.0;372730.0;160340.0;88420.0;116040.0;7890.0;372730.0;206340.0;98330.0;66090.0;1960.0;372730.0;337360.0;6730.0;28650.0;372730.0;238290.0;60940.0;44870.0;28630.0;372730.0;292100.0;28860.0;43910.0;7840.0;372730.0;74330.0;298400.0
29;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 april;369770.0;369770.0;158470.0;87730.0;115650.0;7890.0;369770.0;204420.0;97920.0;65490.0;1950.0;369770.0;334750.0;6650.0;28380.0;369770.0;236020.0;60610.0;44610.0;28530.0;369770.0;289620.0;28220.0;43840.0;8070.0;369770.0;73320.0;296450.0
30;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 mei;367290.0;367290.0;157000.0;87040.0;115300.0;7900.0;367290.0;202650.0;97830.0;64890.0;1920.0;367290.0;332630.0;6560.0;28100.0;367290.0;233940.0;60300.0;44570.0;28490.0;367290.0;289790.0;26990.0;42590.0;7890.0;367290.0;72310.0;294980.0
31;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 juni;364320.0;364320.0;155210.0;86400.0;114830.0;7840.0;364320.0;200610.0;97540.0;64290.0;1880.0;364320.0;330150.0;6510.0;27650.0;364320.0;231600.0;60010.0;44340.0;28370.0;364320.0;284910.0;27180.0;43660.0;8550.0;364320.0;70320.0;294000.0
32;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 juli;363260.0;363260.0;154780.0;86180.0;114460.0;7810.0;363260.0;199990.0;97450.0;63960.0;1850.0;363260.0;328920.0;6440.0;27890.0;363260.0;230830.0;59790.0;44240.0;28400.0;363260.0;284350.0;26320.0;44050.0;8520.0;363260.0;70870.0;292390.0
33;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 augustus;361050.0;361050.0;153790.0;85350.0;114120.0;7750.0;361050.0;198660.0;97280.0;63350.0;1760.0;361050.0;326640.0;6430.0;27980.0;361050.0;229140.0;59540.0;44040.0;28330.0;361050.0;281960.0;25860.0;44700.0;8510.0;361050.0;69880.0;291170.0
34;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 september;358880.0;358880.0;152890.0;84860.0;113410.0;7690.0;358880.0;197270.0;96860.0;62980.0;1760.0;358880.0;324430.0;6380.0;28070.0;358880.0;227680.0;59150.0;43730.0;28310.0;358880.0;280320.0;25710.0;44270.0;8560.0;358880.0;69170.0;289700.0
35;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 oktober;356540.0;356540.0;151820.0;84190.0;112840.0;7640.0;356540.0;196010.0;96310.0;62500.0;1730.0;356540.0;322090.0;6310.0;28150.0;356540.0;226180.0;58750.0;43420.0;28190.0;356540.0;277380.0;25870.0;44490.0;8810.0;356540.0;68640.0;287910.0
36;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 november;354130.0;354130.0;150630.0;83650.0;112200.0;7610.0;354130.0;194560.0;95790.0;62110.0;1670.0;354130.0;319870.0;6250.0;28010.0;354130.0;224570.0;58340.0;43120.0;28110.0;354130.0;275570.0;25230.0;44440.0;8880.0;354130.0;68240.0;285890.0
37;Mannen en vrouwen;Totaal leeftijd;Nederland;2000 december;353640.0;353640.0;150630.0;83520.0;111850.0;7600.0;353640.0;194400.0;95590.0;61990.0;1660.0;353640.0;319310.0;6210.0;28120.0;353640.0;223500.0;58170.0;43450.0;28520.0;353640.0;274920.0;24480.0;45110.0;9140.0;353640.0;67870.0;285780.0
38;Mannen en vrouwen;Totaal leeftijd;Nederland;2000;353640.0;353640.0;150630.0;83520.0;111850.0;7600.0;353640.0;194400.0;95590.0;61990.0;1660.0;353640.0;319310.0;6210.0;28120.0;353640.0;223500.0;58170.0;43450.0;28520.0;353640.0;274920.0;24480.0;45110.0;9140.0;353640.0;67870.0;285780.0
39;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 januari;352430.0;352430.0;150500.0;82940.0;111320.0;7620.0;352430.0;194250.0;94960.0;61520.0;1700.0;352430.0;317970.0;6130.0;28330.0;352430.0;223920.0;57920.0;42730.0;27860.0;352430.0;239530.0;19500.0;80150.0;13220.0;352430.0;68530.0;283900.0
40;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 februari;351200.0;351200.0;150030.0;82580.0;110890.0;7660.0;351200.0;193640.0;94760.0;61190.0;1620.0;351200.0;316510.0;6140.0;28560.0;351200.0;223030.0;57780.0;42640.0;27750.0;351200.0;230620.0;18590.0;88470.0;13510.0;351200.0;68130.0;283080.0
41;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 maart;349900.0;349900.0;150090.0;81980.0;110170.0;7630.0;349900.0;192950.0;94610.0;60710.0;1630.0;349900.0;315220.0;6090.0;28600.0;349900.0;222090.0;57590.0;42520.0;27700.0;349900.0;221340.0;18230.0;96380.0;13920.0;349900.0;67950.0;281960.0
42;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 april;348610.0;348610.0;149390.0;81600.0;109870.0;7700.0;348610.0;192160.0;94430.0;60420.0;1600.0;348610.0;314020.0;6060.0;28520.0;348610.0;221150.0;57390.0;42380.0;27690.0;348610.0;218430.0;17930.0;97960.0;14250.0;348610.0;67510.0;281090.0
43;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 mei;347270.0;347270.0;148810.0;81150.0;109540.0;7730.0;347270.0;191370.0;94310.0;60080.0;1520.0;347270.0;312860.0;6020.0;28400.0;347270.0;220110.0;57190.0;42310.0;27670.0;347270.0;216760.0;17980.0;97830.0;14670.0;347270.0;66920.0;280350.0
44;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 juni;345410.0;345410.0;147870.0;80630.0;109100.0;7770.0;345410.0;190110.0;94210.0;59730.0;1360.0;345410.0;311120.0;6030.0;28250.0;345410.0;218400.0;56940.0;42270.0;27800.0;345410.0;214570.0;17690.0;98330.0;14790.0;345410.0;65920.0;279490.0
45;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 juli;344500.0;344500.0;147790.0;80120.0;108770.0;7770.0;344500.0;189570.0;94120.0;59480.0;1320.0;344500.0;310020.0;5990.0;28500.0;344500.0;217540.0;56860.0;42280.0;27820.0;344500.0;213460.0;17320.0;99070.0;14620.0;344500.0;66030.0;278470.0
46;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 augustus;343430.0;343430.0;147600.0;79600.0;108390.0;7800.0;343430.0;188930.0;94010.0;59150.0;1340.0;343430.0;308930.0;5910.0;28580.0;343430.0;216510.0;56660.0;42340.0;27920.0;343430.0;212250.0;17180.0;99410.0;14560.0;343430.0;65670.0;277760.0
47;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 september;342540.0;342540.0;147220.0;79520.0;107910.0;7840.0;342540.0;188430.0;93710.0;59070.0;1330.0;342540.0;308080.0;5850.0;28610.0;342540.0;215680.0;56480.0;42300.0;28080.0;342540.0;211780.0;17430.0;98600.0;14690.0;342540.0;65950.0;276590.0
48;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 oktober;342480.0;342480.0;147710.0;79330.0;107490.0;7900.0;342480.0;188770.0;93280.0;59150.0;1290.0;342480.0;307650.0;5830.0;29000.0;342480.0;215820.0;56400.0;42230.0;28040.0;342480.0;212390.0;17010.0;98040.0;14990.0;342480.0;66860.0;275620.0
49;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 november;341950.0;341950.0;147700.0;79250.0;107060.0;7890.0;341950.0;188660.0;92890.0;59160.0;1250.0;341950.0;306830.0;5810.0;29320.0;341950.0;215750.0;56210.0;42050.0;27940.0;341950.0;212560.0;17140.0;96780.0;15240.0;341950.0;67360.0;274600.0
50;Mannen en vrouwen;Totaal leeftijd;Nederland;2001 december;342250.0;342250.0;148210.0;79330.0;106770.0;7900.0;342250.0;189120.0;92610.0;59300.0;1220.0;342250.0;306840.0;5800.0;29610.0;342250.0;216160.0;56170.0;41960.0;27960.0;342250.0;212500.0;16950.0;97240.0;15330.0;342250.0;67430.0;274830.0
51;Mannen en vrouwen;Totaal leeftijd;Nederland;2001;342250.0;342250.0;148210.0;79330.0;106770.0;7900.0;342250.0;189120.0;92610.0;59300.0;1220.0;342250.0;306840.0;5800.0;29610.0;342250.0;216160.0;56170.0;41960.0;27960.0;342250.0;212500.0;16950.0;97240.0;15330.0;342250.0;67430.0;274830.0
52;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 januari;341960.0;341960.0;148730.0;78860.0;106440.0;7900.0;341960.0;189560.0;92250.0;58990.0;1170.0;341960.0;306380.0;5740.0;29840.0;341960.0;216310.0;56040.0;41720.0;27890.0;341960.0;213970.0;16840.0;95260.0;15690.0;341960.0;68270.0;273690.0
53;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 februari;341290.0;341290.0;148690.0;78630.0;106020.0;7900.0;341290.0;189360.0;91990.0;58830.0;1110.0;341290.0;305530.0;5720.0;30040.0;341290.0;216060.0;55880.0;41470.0;27880.0;341290.0;212240.0;16660.0;96600.0;15590.0;341290.0;68660.0;272630.0
54;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 maart;341020.0;341020.0;148840.0;78480.0;105730.0;7920.0;341020.0;189380.0;91910.0;58700.0;1030.0;341020.0;305010.0;5760.0;30240.0;341020.0;216020.0;55810.0;41380.0;27810.0;341020.0;211920.0;16550.0;96570.0;15770.0;341020.0;68860.0;272150.0
55;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 april;340280.0;340280.0;148690.0;77870.0;105750.0;7920.0;340280.0;189080.0;91800.0;58380.0;1020.0;340280.0;304340.0;5720.0;30220.0;340280.0;215620.0;55750.0;41180.0;27720.0;340280.0;211100.0;16340.0;96900.0;15730.0;340280.0;69180.0;271100.0
56;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 mei;339780.0;339780.0;148530.0;77670.0;105560.0;7960.0;339780.0;188740.0;91820.0;58200.0;1020.0;339780.0;303630.0;5690.0;30460.0;339780.0;215190.0;55730.0;41160.0;27700.0;339780.0;210340.0;16410.0;96740.0;16070.0;339780.0;69090.0;270690.0
57;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 juni;338890.0;338890.0;147990.0;77340.0;105520.0;7990.0;338890.0;188130.0;91800.0;57970.0;1000.0;338890.0;302870.0;5660.0;30370.0;338890.0;214470.0;55620.0;41070.0;27730.0;338890.0;209170.0;16300.0;97020.0;16200.0;338890.0;68250.0;270640.0
58;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 juli;338730.0;338730.0;148340.0;77000.0;105310.0;8020.0;338730.0;188270.0;91760.0;57690.0;1020.0;338730.0;302540.0;5590.0;30600.0;338730.0;214490.0;55570.0;41080.0;27600.0;338730.0;209040.0;16040.0;97330.0;16110.0;338730.0;68950.0;269780.0
59;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 augustus;338420.0;338420.0;148450.0;76800.0;105070.0;8040.0;338420.0;188020.0;91840.0;57560.0;1000.0;338420.0;302230.0;5580.0;30610.0;338420.0;214140.0;55580.0;41150.0;27560.0;338420.0;208240.0;15830.0;97990.0;16150.0;338420.0;69030.0;269400.0
60;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 september;338320.0;338320.0;148520.0;76810.0;104870.0;8050.0;338320.0;188000.0;91760.0;57550.0;1000.0;338320.0;302010.0;5600.0;30710.0;338320.0;214110.0;55580.0;41010.0;27620.0;338320.0;208040.0;16140.0;97700.0;16230.0;338320.0;69170.0;269150.0
61;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 oktober;338880.0;338880.0;149120.0;76960.0;104640.0;8090.0;338880.0;188700.0;91440.0;57770.0;970.0;338880.0;302140.0;5610.0;31130.0;338880.0;215000.0;55470.0;40800.0;27620.0;338880.0;208500.0;16320.0;97320.0;16540.0;338880.0;70020.0;268860.0
62;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 november;339770.0;339770.0;149990.0;77110.0;104490.0;8120.0;339770.0;189410.0;91380.0;58010.0;970.0;339770.0;302700.0;5630.0;31450.0;339770.0;215780.0;55540.0;40770.0;27680.0;339770.0;209510.0;16430.0;97080.0;16550.0;339770.0;71270.0;268500.0
63;Mannen en vrouwen;Totaal leeftijd;Nederland;2002 december;341490.0;341490.0;151340.0;77440.0;104490.0;8150.0;341490.0;190680.0;91480.0;58330.0;990.0;341490.0;303730.0;5640.0;32120.0;341490.0;217230.0;55690.0;40820.0;27750.0;341490.0;210580.0;16330.0;97670.0;16710.0;341490.0;72300.0;269190.0
64;Mannen en vrouwen;Totaal leeftijd;Nederland;2002;341490.0;341490.0;151340.0;77440.0;104490.0;8150.0;341490.0;190680.0;91480.0;58330.0;990.0;341490.0;303730.0;5640.0;32120.0;341490.0;217230.0;55690.0;40820.0;27750.0;341490.0;210580.0;16330.0;97670.0;16710.0;341490.0;72300.0;269190.0
65;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 januari;343310.0;343310.0;152930.0;77750.0;104380.0;8180.0;343310.0;192290.0;91630.0;58530.0;850.0;343310.0;304950.0;5600.0;32760.0;343310.0;219290.0;55950.0;40900.0;27170.0;343310.0;214500.0;15550.0;95530.0;17440.0;343310.0;74160.0;269140.0
66;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 februari;344790.0;344790.0;153960.0;77860.0;104670.0;8230.0;344790.0;193580.0;91700.0;58650.0;870.0;344790.0;305800.0;5620.0;33370.0;344790.0;220490.0;56050.0;41010.0;27250.0;344790.0;212020.0;15950.0;98990.0;17550.0;344790.0;75570.0;269220.0
67;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 maart;346700.0;346700.0;154980.0;78140.0;105230.0;8280.0;346700.0;195130.0;91910.0;58790.0;870.0;346700.0;306970.0;5690.0;34050.0;346700.0;221960.0;56160.0;41190.0;27400.0;346700.0;215180.0;15930.0;97600.0;17720.0;346700.0;77030.0;269670.0
68;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 april;347660.0;347660.0;154790.0;78430.0;106050.0;8320.0;347660.0;195720.0;92270.0;58800.0;880.0;347660.0;307630.0;5680.0;34350.0;347660.0;222430.0;56370.0;41320.0;27550.0;347660.0;215570.0;15810.0;98010.0;18000.0;347660.0;77820.0;269840.0
69;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 mei;348820.0;348820.0;;;;;348820.0;196560.0;92590.0;58810.0;860.0;348820.0;308360.0;5670.0;34790.0;348820.0;223150.0;56460.0;41540.0;27680.0;348820.0;215920.0;15740.0;98350.0;18530.0;348820.0;78620.0;270200.0
70;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 juni;349360.0;349360.0;;;;;349360.0;196770.0;92860.0;58870.0;870.0;349360.0;308810.0;5670.0;34880.0;349360.0;223230.0;56690.0;41700.0;27750.0;349360.0;216110.0;15720.0;98600.0;18660.0;349360.0;78140.0;271220.0
71;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 juli;350560.0;350560.0;;;;;350560.0;197690.0;93020.0;59010.0;840.0;350560.0;309510.0;5690.0;35360.0;350560.0;224020.0;56870.0;41840.0;27830.0;350560.0;216480.0;15770.0;99540.0;18500.0;350560.0;79260.0;271300.0
72;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 augustus;351280.0;351280.0;;;;;351280.0;197970.0;93390.0;59090.0;840.0;351280.0;310000.0;5700.0;35580.0;351280.0;224190.0;57050.0;42070.0;27970.0;351280.0;216640.0;15960.0;100280.0;18170.0;351280.0;79430.0;271850.0
73;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 september;352770.0;352770.0;;;;;352770.0;198900.0;93560.0;59470.0;840.0;352770.0;311120.0;5750.0;35910.0;352770.0;225210.0;57170.0;42310.0;28090.0;352770.0;217190.0;16300.0;100660.0;18370.0;352770.0;80130.0;272650.0
74;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 oktober;354980.0;354980.0;;;;;354980.0;200470.0;93710.0;59960.0;840.0;354980.0;312530.0;5790.0;36660.0;354980.0;226940.0;57310.0;42500.0;28230.0;354980.0;218260.0;16840.0;100950.0;18690.0;354980.0;81600.0;273380.0
75;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 november;356450.0;356450.0;;;;;356450.0;201480.0;93840.0;60300.0;820.0;356450.0;313450.0;5770.0;37230.0;356450.0;227990.0;57480.0;42560.0;28410.0;356450.0;219710.0;16830.0;100980.0;18670.0;356450.0;82630.0;273810.0
76;Mannen en vrouwen;Totaal leeftijd;Nederland;2003 december;358690.0;358690.0;;;;;358690.0;203150.0;94060.0;60650.0;830.0;358690.0;314900.0;5810.0;37970.0;358690.0;229690.0;57670.0;42790.0;28540.0;358690.0;220840.0;16870.0;101960.0;18770.0;358690.0;83550.0;275140.0
