ID;Gender;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
60;Total male and female;Total;A Agriculture, forestry and fishing;1981;238.0;320.0;219.0;494.0
61;Total male and female;Total;A Agriculture, forestry and fishing;1982;237.0;319.0;218.0;482.0
62;Total male and female;Total;A Agriculture, forestry and fishing;1983;240.0;322.0;219.0;476.0
63;Total male and female;Total;A Agriculture, forestry and fishing;1984;242.0;325.0;219.0;478.0
64;Total male and female;Total;A Agriculture, forestry and fishing;1985;242.0;323.0;218.0;476.0
65;Total male and female;Total;A Agriculture, forestry and fishing;1986;242.0;324.0;217.0;471.0
66;Total male and female;Total;A Agriculture, forestry and fishing;1987;241.0;323.0;216.0;464.0
67;Total male and female;Total;A Agriculture, forestry and fishing;1988;243.0;325.0;216.0;460.0
68;Total male and female;Total;A Agriculture, forestry and fishing;1989;243.0;326.0;215.0;459.0
69;Total male and female;Total;A Agriculture, forestry and fishing;1990;240.0;321.0;212.0;446.0
70;Total male and female;Total;A Agriculture, forestry and fishing;1991;242.0;324.0;214.0;443.0
71;Total male and female;Total;A Agriculture, forestry and fishing;1992;247.0;328.0;217.0;451.0
72;Total male and female;Total;A Agriculture, forestry and fishing;1993;246.0;332.0;216.0;449.0
73;Total male and female;Total;A Agriculture, forestry and fishing;1994;240.0;323.0;209.0;434.0
74;Total male and female;Total;A Agriculture, forestry and fishing;1995;236.0;321.0;204.0;419.0
75;Total male and female;Total;A Agriculture, forestry and fishing;1996;239.0;325.0;209.0;427.0
76;Total male and female;Total;A Agriculture, forestry and fishing;1997;242.0;326.0;209.0;427.0
77;Total male and female;Total;A Agriculture, forestry and fishing;1998;233.0;316.0;207.0;392.0
78;Total male and female;Total;A Agriculture, forestry and fishing;1999;235.0;318.0;209.0;419.0
79;Total male and female;Total;A Agriculture, forestry and fishing;2000;234.0;315.0;203.0;454.0
80;Total male and female;Total;A Agriculture, forestry and fishing;2001;237.0;310.0;196.0;437.0
81;Total male and female;Total;A Agriculture, forestry and fishing;2002;236.0;308.0;194.0;433.0
82;Total male and female;Total;A Agriculture, forestry and fishing;2003;230.0;301.0;188.0;409.0
83;Total male and female;Total;A Agriculture, forestry and fishing;2004;224.0;294.0;181.0;406.0
84;Total male and female;Total;A Agriculture, forestry and fishing;2005;219.0;287.0;179.0;400.0
85;Total male and female;Total;A Agriculture, forestry and fishing;2006;215.0;280.0;176.0;389.0
86;Total male and female;Total;A Agriculture, forestry and fishing;2007;213.0;276.0;174.0;383.0
87;Total male and female;Total;A Agriculture, forestry and fishing;2008;209.0;273.0;170.0;382.0
88;Total male and female;Total;A Agriculture, forestry and fishing;2009;204.0;267.0;168.0;378.0
89;Total male and female;Total;A Agriculture, forestry and fishing;2010;203.0;266.0;166.0;373.0
90;Total male and female;Total;A Agriculture, forestry and fishing;2011;201.0;269.0;165.0;370.0
91;Total male and female;Total;A Agriculture, forestry and fishing;2012;199.0;264.0;162.0;364.0
92;Total male and female;Total;A Agriculture, forestry and fishing;2013;196.0;258.0;164.0;362.0
93;Total male and female;Total;A Agriculture, forestry and fishing;2014;195.0;258.0;162.0;366.0
94;Total male and female;Total;A Agriculture, forestry and fishing;2015;194.0;258.0;162.0;365.0
95;Total male and female;Total;A Agriculture, forestry and fishing;2016;195.0;257.0;162.0;369.0
96;Total male and female;Total;01 Agriculture;1969;;;;
97;Total male and female;Total;01 Agriculture;1970;;;;
98;Total male and female;Total;01 Agriculture;1971;;;;
99;Total male and female;Total;01 Agriculture;1972;;;;
100;Total male and female;Total;01 Agriculture;1973;;;;
101;Total male and female;Total;01 Agriculture;1974;;;;
102;Total male and female;Total;01 Agriculture;1975;;;;
103;Total male and female;Total;01 Agriculture;1976;;;;
104;Total male and female;Total;01 Agriculture;1977;;;;
105;Total male and female;Total;01 Agriculture;1978;;;;
106;Total male and female;Total;01 Agriculture;1979;;;;
107;Total male and female;Total;01 Agriculture;1980;;;;
108;Total male and female;Total;01 Agriculture;1981;;;;
109;Total male and female;Total;01 Agriculture;1982;;;;
110;Total male and female;Total;01 Agriculture;1983;;;;
111;Total male and female;Total;01 Agriculture;1984;;;;
112;Total male and female;Total;01 Agriculture;1985;;;;
113;Total male and female;Total;01 Agriculture;1986;;;;
114;Total male and female;Total;01 Agriculture;1987;;;;
115;Total male and female;Total;01 Agriculture;1988;;;;
116;Total male and female;Total;01 Agriculture;1989;;;;
117;Total male and female;Total;01 Agriculture;1990;;;;
118;Total male and female;Total;01 Agriculture;1991;;;;
119;Total male and female;Total;01 Agriculture;1992;;;;
120;Total male and female;Total;01 Agriculture;1993;;;;
121;Total male and female;Total;01 Agriculture;1994;;;;
122;Total male and female;Total;01 Agriculture;1995;229.0;313.0;198.0;405.0
123;Total male and female;Total;01 Agriculture;1996;232.0;317.0;203.0;413.0
124;Total male and female;Total;01 Agriculture;1997;236.0;318.0;203.0;413.0
125;Total male and female;Total;01 Agriculture;1998;227.0;309.0;201.0;379.0
126;Total male and female;Total;01 Agriculture;1999;228.0;311.0;203.0;407.0
127;Total male and female;Total;01 Agriculture;2000;227.0;308.0;197.0;440.0
128;Total male and female;Total;01 Agriculture;2001;230.0;303.0;190.0;423.0
129;Total male and female;Total;01 Agriculture;2002;230.0;302.0;188.0;420.0
130;Total male and female;Total;01 Agriculture;2003;225.0;294.0;182.0;397.0
131;Total male and female;Total;01 Agriculture;2004;218.0;288.0;176.0;395.0
132;Total male and female;Total;01 Agriculture;2005;213.0;281.0;174.0;389.0
133;Total male and female;Total;01 Agriculture;2006;210.0;274.0;171.0;378.0
134;Total male and female;Total;01 Agriculture;2007;207.0;270.0;169.0;372.0
135;Total male and female;Total;01 Agriculture;2008;204.0;267.0;166.0;371.0
136;Total male and female;Total;01 Agriculture;2009;199.0;262.0;163.0;368.0
137;Total male and female;Total;01 Agriculture;2010;198.0;261.0;161.0;363.0
138;Total male and female;Total;01 Agriculture;2011;196.0;263.0;160.0;360.0
139;Total male and female;Total;01 Agriculture;2012;194.0;259.0;158.0;354.0
140;Total male and female;Total;01 Agriculture;2013;191.0;253.0;159.0;353.0
141;Total male and female;Total;01 Agriculture;2014;190.0;253.0;158.0;356.0
142;Total male and female;Total;01 Agriculture;2015;189.0;253.0;158.0;355.0
143;Total male and female;Total;01 Agriculture;2016;190.0;252.0;158.0;359.0
144;Total male and female;Total;02 Forestry and logging;1969;;;;
145;Total male and female;Total;02 Forestry and logging;1970;;;;
146;Total male and female;Total;02 Forestry and logging;1971;;;;
147;Total male and female;Total;02 Forestry and logging;1972;;;;
148;Total male and female;Total;02 Forestry and logging;1973;;;;
149;Total male and female;Total;02 Forestry and logging;1974;;;;
150;Total male and female;Total;02 Forestry and logging;1975;;;;
151;Total male and female;Total;02 Forestry and logging;1976;;;;
152;Total male and female;Total;02 Forestry and logging;1977;;;;
153;Total male and female;Total;02 Forestry and logging;1978;;;;
154;Total male and female;Total;02 Forestry and logging;1979;;;;
155;Total male and female;Total;02 Forestry and logging;1980;;;;
156;Total male and female;Total;02 Forestry and logging;1981;;;;
157;Total male and female;Total;02 Forestry and logging;1982;;;;
158;Total male and female;Total;02 Forestry and logging;1983;;;;
159;Total male and female;Total;02 Forestry and logging;1984;;;;
160;Total male and female;Total;02 Forestry and logging;1985;;;;
161;Total male and female;Total;02 Forestry and logging;1986;;;;
162;Total male and female;Total;02 Forestry and logging;1987;;;;
163;Total male and female;Total;02 Forestry and logging;1988;;;;
164;Total male and female;Total;02 Forestry and logging;1989;;;;
165;Total male and female;Total;02 Forestry and logging;1990;;;;
166;Total male and female;Total;02 Forestry and logging;1991;;;;
167;Total male and female;Total;02 Forestry and logging;1992;;;;
168;Total male and female;Total;02 Forestry and logging;1993;;;;
169;Total male and female;Total;02 Forestry and logging;1994;;;;
170;Total male and female;Total;02 Forestry and logging;1995;2.0;2.0;2.0;3.0
171;Total male and female;Total;02 Forestry and logging;1996;2.0;2.0;2.0;3.0
172;Total male and female;Total;02 Forestry and logging;1997;2.0;2.0;2.0;3.0
173;Total male and female;Total;02 Forestry and logging;1998;2.0;2.0;2.0;3.0
174;Total male and female;Total;02 Forestry and logging;1999;2.0;2.0;2.0;4.0
175;Total male and female;Total;02 Forestry and logging;2000;2.0;2.0;2.0;4.0
176;Total male and female;Total;02 Forestry and logging;2001;2.0;3.0;2.0;4.0
177;Total male and female;Total;02 Forestry and logging;2002;2.0;3.0;2.0;4.0
178;Total male and female;Total;02 Forestry and logging;2003;2.0;3.0;2.0;4.0
179;Total male and female;Total;02 Forestry and logging;2004;2.0;2.0;2.0;4.0
180;Total male and female;Total;02 Forestry and logging;2005;2.0;2.0;2.0;4.0
181;Total male and female;Total;02 Forestry and logging;2006;2.0;2.0;2.0;4.0
182;Total male and female;Total;02 Forestry and logging;2007;2.0;2.0;2.0;4.0
183;Total male and female;Total;02 Forestry and logging;2008;2.0;2.0;2.0;4.0
184;Total male and female;Total;02 Forestry and logging;2009;2.0;2.0;2.0;4.0
185;Total male and female;Total;02 Forestry and logging;2010;2.0;2.0;2.0;4.0
186;Total male and female;Total;02 Forestry and logging;2011;2.0;2.0;2.0;4.0
187;Total male and female;Total;02 Forestry and logging;2012;2.0;2.0;2.0;4.0
188;Total male and female;Total;02 Forestry and logging;2013;2.0;2.0;2.0;4.0
189;Total male and female;Total;02 Forestry and logging;2014;2.0;2.0;2.0;4.0
190;Total male and female;Total;02 Forestry and logging;2015;2.0;2.0;2.0;4.0
191;Total male and female;Total;02 Forestry and logging;2016;2.0;2.0;2.0;4.0
192;Total male and female;Total;03 Fishing and aquaculture;1969;;;;
193;Total male and female;Total;03 Fishing and aquaculture;1970;;;;
194;Total male and female;Total;03 Fishing and aquaculture;1971;;;;
195;Total male and female;Total;03 Fishing and aquaculture;1972;;;;
196;Total male and female;Total;03 Fishing and aquaculture;1973;;;;
197;Total male and female;Total;03 Fishing and aquaculture;1974;;;;
198;Total male and female;Total;03 Fishing and aquaculture;1975;;;;
199;Total male and female;Total;03 Fishing and aquaculture;1976;;;;
200;Total male and female;Total;03 Fishing and aquaculture;1977;;;;
201;Total male and female;Total;03 Fishing and aquaculture;1978;;;;
202;Total male and female;Total;03 Fishing and aquaculture;1979;;;;
203;Total male and female;Total;03 Fishing and aquaculture;1980;;;;
204;Total male and female;Total;03 Fishing and aquaculture;1981;;;;
205;Total male and female;Total;03 Fishing and aquaculture;1982;;;;
206;Total male and female;Total;03 Fishing and aquaculture;1983;;;;
207;Total male and female;Total;03 Fishing and aquaculture;1984;;;;
208;Total male and female;Total;03 Fishing and aquaculture;1985;;;;
209;Total male and female;Total;03 Fishing and aquaculture;1986;;;;
210;Total male and female;Total;03 Fishing and aquaculture;1987;;;;
211;Total male and female;Total;03 Fishing and aquaculture;1988;;;;
212;Total male and female;Total;03 Fishing and aquaculture;1989;;;;
213;Total male and female;Total;03 Fishing and aquaculture;1990;;;;
214;Total male and female;Total;03 Fishing and aquaculture;1991;;;;
215;Total male and female;Total;03 Fishing and aquaculture;1992;;;;
216;Total male and female;Total;03 Fishing and aquaculture;1993;;;;
217;Total male and female;Total;03 Fishing and aquaculture;1994;;;;
218;Total male and female;Total;03 Fishing and aquaculture;1995;5.0;5.0;4.0;10.0
219;Total male and female;Total;03 Fishing and aquaculture;1996;5.0;5.0;4.0;10.0
220;Total male and female;Total;03 Fishing and aquaculture;1997;5.0;5.0;4.0;10.0
221;Total male and female;Total;03 Fishing and aquaculture;1998;4.0;5.0;4.0;9.0
222;Total male and female;Total;03 Fishing and aquaculture;1999;4.0;5.0;4.0;9.0
223;Total male and female;Total;03 Fishing and aquaculture;2000;4.0;5.0;4.0;10.0
224;Total male and female;Total;03 Fishing and aquaculture;2001;4.0;4.0;4.0;10.0
225;Total male and female;Total;03 Fishing and aquaculture;2002;4.0;4.0;3.0;9.0
226;Total male and female;Total;03 Fishing and aquaculture;2003;4.0;4.0;3.0;8.0
227;Total male and female;Total;03 Fishing and aquaculture;2004;3.0;4.0;3.0;7.0
228;Total male and female;Total;03 Fishing and aquaculture;2005;3.0;4.0;3.0;7.0
229;Total male and female;Total;03 Fishing and aquaculture;2006;3.0;4.0;3.0;7.0
230;Total male and female;Total;03 Fishing and aquaculture;2007;3.0;4.0;3.0;7.0
231;Total male and female;Total;03 Fishing and aquaculture;2008;3.0;3.0;3.0;7.0
232;Total male and female;Total;03 Fishing and aquaculture;2009;3.0;3.0;3.0;6.0
233;Total male and female;Total;03 Fishing and aquaculture;2010;3.0;3.0;2.0;6.0
234;Total male and female;Total;03 Fishing and aquaculture;2011;3.0;3.0;2.0;6.0
235;Total male and female;Total;03 Fishing and aquaculture;2012;3.0;3.0;2.0;6.0
236;Total male and female;Total;03 Fishing and aquaculture;2013;3.0;3.0;2.0;6.0
237;Total male and female;Total;03 Fishing and aquaculture;2014;3.0;3.0;2.0;6.0
238;Total male and female;Total;03 Fishing and aquaculture;2015;3.0;3.0;2.0;6.0
239;Total male and female;Total;03 Fishing and aquaculture;2016;3.0;3.0;2.0;6.0
240;Total male and female;Total;B-E Industry (no construction), energy;1969;1275.0;1303.0;1244.0;2531.0
241;Total male and female;Total;B-E Industry (no construction), energy;1970;1277.0;1304.0;1244.0;2487.0
242;Total male and female;Total;B-E Industry (no construction), energy;1971;1259.0;1287.0;1226.0;2422.0
243;Total male and female;Total;B-E Industry (no construction), energy;1972;1218.0;1245.0;1185.0;2309.0
244;Total male and female;Total;B-E Industry (no construction), energy;1973;1206.0;1233.0;1173.0;2258.0
245;Total male and female;Total;B-E Industry (no construction), energy;1974;1204.0;1230.0;1168.0;2169.0
246;Total male and female;Total;B-E Industry (no construction), energy;1975;1170.0;1195.0;1134.0;2030.0
247;Total male and female;Total;B-E Industry (no construction), energy;1976;1134.0;1159.0;1098.0;1997.0
248;Total male and female;Total;B-E Industry (no construction), energy;1977;1123.0;1148.0;1085.0;1945.0
249;Total male and female;Total;B-E Industry (no construction), energy;1978;1104.0;1129.0;1064.0;1881.0
250;Total male and female;Total;B-E Industry (no construction), energy;1979;1097.0;1122.0;1056.0;1871.0
251;Total male and female;Total;B-E Industry (no construction), energy;1980;1090.0;1115.0;1047.0;1844.0
252;Total male and female;Total;B-E Industry (no construction), energy;1981;1069.0;1093.0;1025.0;1828.0
253;Total male and female;Total;B-E Industry (no construction), energy;1982;1035.0;1058.0;990.0;1771.0
254;Total male and female;Total;B-E Industry (no construction), energy;1983;999.0;1021.0;953.0;1708.0
255;Total male and female;Total;B-E Industry (no construction), energy;1984;981.0;1003.0;933.0;1680.0
256;Total male and female;Total;B-E Industry (no construction), energy;1985;990.0;1013.0;942.0;1664.0
257;Total male and female;Total;B-E Industry (no construction), energy;1986;1000.0;1024.0;951.0;1667.0
258;Total male and female;Total;B-E Industry (no construction), energy;1987;1010.0;1034.0;957.0;1674.0
259;Total male and female;Total;B-E Industry (no construction), energy;1988;1012.0;1037.0;958.0;1668.0
260;Total male and female;Total;B-E Industry (no construction), energy;1989;1026.0;1052.0;966.0;1667.0
261;Total male and female;Total;B-E Industry (no construction), energy;1990;1053.0;1077.0;990.0;1735.0
262;Total male and female;Total;B-E Industry (no construction), energy;1991;1068.0;1089.0;998.0;1743.0
263;Total male and female;Total;B-E Industry (no construction), energy;1992;1054.0;1078.0;991.0;1755.0
264;Total male and female;Total;B-E Industry (no construction), energy;1993;1021.0;1043.0;954.0;1671.0
265;Total male and female;Total;B-E Industry (no construction), energy;1994;988.0;1012.0;923.0;1636.0
266;Total male and female;Total;B-E Industry (no construction), energy;1995;1000.0;1024.0;931.0;1648.0
267;Total male and female;Total;B-E Industry (no construction), energy;1996;986.0;1009.0;921.0;1649.0
268;Total male and female;Total;B-E Industry (no construction), energy;1997;997.0;1021.0;930.0;1654.0
269;Total male and female;Total;B-E Industry (no construction), energy;1998;1005.0;1030.0;938.0;1671.0
270;Total male and female;Total;B-E Industry (no construction), energy;1999;1005.0;1032.0;935.0;1667.0
271;Total male and female;Total;B-E Industry (no construction), energy;2000;1009.0;1034.0;932.0;1647.0
272;Total male and female;Total;B-E Industry (no construction), energy;2001;1010.0;1033.0;934.0;1646.0
273;Total male and female;Total;B-E Industry (no construction), energy;2002;989.0;1011.0;914.0;1605.0
274;Total male and female;Total;B-E Industry (no construction), energy;2003;958.0;979.0;884.0;1557.0
275;Total male and female;Total;B-E Industry (no construction), energy;2004;928.0;952.0;856.0;1524.0
276;Total male and female;Total;B-E Industry (no construction), energy;2005;911.0;935.0;838.0;1484.0
277;Total male and female;Total;B-E Industry (no construction), energy;2006;904.0;930.0;831.0;1468.0
278;Total male and female;Total;B-E Industry (no construction), energy;2007;905.0;930.0;831.0;1468.0
279;Total male and female;Total;B-E Industry (no construction), energy;2008;909.0;935.0;833.0;1467.0
280;Total male and female;Total;B-E Industry (no construction), energy;2009;885.0;912.0;811.0;1406.0
281;Total male and female;Total;B-E Industry (no construction), energy;2010;863.0;891.0;792.0;1392.0
282;Total male and female;Total;B-E Industry (no construction), energy;2011;857.0;887.0;783.0;1390.0
283;Total male and female;Total;B-E Industry (no construction), energy;2012;848.0;877.0;775.0;1367.0
284;Total male and female;Total;B-E Industry (no construction), energy;2013;835.0;864.0;764.0;1361.0
285;Total male and female;Total;B-E Industry (no construction), energy;2014;830.0;860.0;759.0;1362.0
286;Total male and female;Total;B-E Industry (no construction), energy;2015;832.0;862.0;762.0;1354.0
287;Total male and female;Total;B-E Industry (no construction), energy;2016;833.0;863.0;763.0;1363.0
288;Total male and female;Total;B Mining and quarrying;1969;26.0;26.0;25.0;61.0
289;Total male and female;Total;B Mining and quarrying;1970;22.0;22.0;21.0;50.0
290;Total male and female;Total;B Mining and quarrying;1971;20.0;20.0;19.0;45.0
291;Total male and female;Total;B Mining and quarrying;1972;16.0;16.0;16.0;35.0
292;Total male and female;Total;B Mining and quarrying;1973;13.0;13.0;13.0;28.0
293;Total male and female;Total;B Mining and quarrying;1974;8.0;8.0;7.0;14.0
294;Total male and female;Total;B Mining and quarrying;1975;8.0;8.0;7.0;17.0
295;Total male and female;Total;B Mining and quarrying;1976;9.0;9.0;8.0;15.0
296;Total male and female;Total;B Mining and quarrying;1977;9.0;9.0;9.0;15.0
297;Total male and female;Total;B Mining and quarrying;1978;9.0;9.0;9.0;15.0
298;Total male and female;Total;B Mining and quarrying;1979;9.0;9.0;9.0;15.0
299;Total male and female;Total;B Mining and quarrying;1980;10.0;10.0;10.0;17.0
300;Total male and female;Total;B Mining and quarrying;1981;10.0;10.0;10.0;21.0
301;Total male and female;Total;B Mining and quarrying;1982;10.0;10.0;10.0;17.0
302;Total male and female;Total;B Mining and quarrying;1983;11.0;11.0;11.0;19.0
303;Total male and female;Total;B Mining and quarrying;1984;11.0;11.0;11.0;23.0
304;Total male and female;Total;B Mining and quarrying;1985;11.0;11.0;11.0;19.0
305;Total male and female;Total;B Mining and quarrying;1986;11.0;11.0;11.0;18.0
306;Total male and female;Total;B Mining and quarrying;1987;11.0;11.0;11.0;20.0
307;Total male and female;Total;B Mining and quarrying;1988;11.0;11.0;11.0;20.0
308;Total male and female;Total;B Mining and quarrying;1989;11.0;11.0;11.0;20.0
309;Total male and female;Total;B Mining and quarrying;1990;11.0;11.0;11.0;19.0
310;Total male and female;Total;B Mining and quarrying;1991;11.0;11.0;11.0;19.0
311;Total male and female;Total;B Mining and quarrying;1992;11.0;11.0;11.0;20.0
312;Total male and female;Total;B Mining and quarrying;1993;11.0;11.0;11.0;20.0
313;Total male and female;Total;B Mining and quarrying;1994;11.0;11.0;11.0;21.0
314;Total male and female;Total;B Mining and quarrying;1995;11.0;11.0;10.0;18.0
315;Total male and female;Total;B Mining and quarrying;1996;11.0;11.0;10.0;19.0
316;Total male and female;Total;B Mining and quarrying;1997;11.0;11.0;10.0;18.0
317;Total male and female;Total;B Mining and quarrying;1998;11.0;11.0;10.0;19.0
318;Total male and female;Total;B Mining and quarrying;1999;10.0;10.0;10.0;18.0
319;Total male and female;Total;B Mining and quarrying;2000;10.0;10.0;10.0;18.0
320;Total male and female;Total;B Mining and quarrying;2001;10.0;10.0;9.0;17.0
321;Total male and female;Total;B Mining and quarrying;2002;10.0;10.0;10.0;18.0
322;Total male and female;Total;B Mining and quarrying;2003;10.0;10.0;9.0;17.0
323;Total male and female;Total;B Mining and quarrying;2004;9.0;10.0;9.0;17.0
324;Total male and female;Total;B Mining and quarrying;2005;8.0;8.0;8.0;14.0
325;Total male and female;Total;B Mining and quarrying;2006;8.0;8.0;7.0;13.0
326;Total male and female;Total;B Mining and quarrying;2007;8.0;8.0;7.0;13.0
327;Total male and female;Total;B Mining and quarrying;2008;8.0;8.0;7.0;13.0
328;Total male and female;Total;B Mining and quarrying;2009;8.0;8.0;7.0;14.0
329;Total male and female;Total;B Mining and quarrying;2010;8.0;8.0;7.0;13.0
330;Total male and female;Total;B Mining and quarrying;2011;8.0;9.0;8.0;14.0
331;Total male and female;Total;B Mining and quarrying;2012;9.0;9.0;8.0;15.0
332;Total male and female;Total;B Mining and quarrying;2013;9.0;9.0;9.0;17.0
333;Total male and female;Total;B Mining and quarrying;2014;10.0;10.0;9.0;18.0
334;Total male and female;Total;B Mining and quarrying;2015;10.0;10.0;10.0;18.0
335;Total male and female;Total;B Mining and quarrying;2016;9.0;9.0;9.0;17.0
336;Total male and female;Total;C Manufacturing;1969;1203.0;1230.0;1173.0;2382.0
337;Total male and female;Total;C Manufacturing;1970;1210.0;1236.0;1178.0;2350.0
338;Total male and female;Total;C Manufacturing;1971;1195.0;1221.0;1162.0;2291.0
339;Total male and female;Total;C Manufacturing;1972;1156.0;1182.0;1124.0;2189.0
340;Total male and female;Total;C Manufacturing;1973;1147.0;1173.0;1114.0;2144.0
341;Total male and female;Total;C Manufacturing;1974;1150.0;1176.0;1115.0;2072.0
342;Total male and female;Total;C Manufacturing;1975;1116.0;1141.0;1081.0;1933.0
343;Total male and female;Total;C Manufacturing;1976;1080.0;1104.0;1044.0;1901.0
344;Total male and female;Total;C Manufacturing;1977;1069.0;1092.0;1030.0;1848.0
345;Total male and female;Total;C Manufacturing;1978;1049.0;1073.0;1009.0;1785.0
346;Total male and female;Total;C Manufacturing;1979;1042.0;1065.0;1000.0;1774.0
347;Total male and female;Total;C Manufacturing;1980;1033.0;1056.0;989.0;1744.0
348;Total male and female;Total;C Manufacturing;1981;1010.0;1033.0;967.0;1721.0
349;Total male and female;Total;C Manufacturing;1982;977.0;999.0;932.0;1669.0
