ID;Geslacht;Leeftijd;PrognoseInterval;Perioden;BevolkingOp1Januari_1
124;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2056;20691272
125;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2057;20791596
126;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2058;20869222
127;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2059;20898130
128;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2060;20945744
129;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2018;17162628
130;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2019;17224730
131;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2020;17270892
132;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2021;17310852
133;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2022;17352942
134;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2023;17387460
135;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2024;17419700
136;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2025;17449338
137;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2026;17484016
138;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2027;17510816
139;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2028;17537384
140;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2029;17577904
141;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2030;17596264
142;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2031;17619696
143;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2032;17632426
144;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2033;17645302
145;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2034;17669228
146;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2035;17673952
147;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2036;17669976
148;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2037;17670088
149;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2038;17662322
150;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2039;17651040
151;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2040;17646160
152;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2041;17630556
153;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2042;17611996
154;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2043;17603624
155;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2044;17579404
156;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2045;17549672
157;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2046;17530298
158;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2047;17501582
159;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2048;17476606
160;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2049;17444584
161;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2050;17425136
162;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2051;17397440
163;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2052;17357064
164;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2053;17322868
165;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2054;17287536
166;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2055;17268854
167;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2056;17244556
168;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2057;17252586
169;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2058;17218720
170;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2059;17174446
171;Totaal mannen en vrouwen;Totaal;Ondergrens 67%-prognose-interval;2060;17152144
172;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2018;17203116
173;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2019;17305910
174;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2020;17406072
175;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2021;17497152
176;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2022;17587948
177;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2023;17679066
178;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2024;17769616
179;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2025;17863224
180;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2026;17945708
181;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2027;18042420
182;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2028;18129998
183;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2029;18221280
184;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2030;18310854
185;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2031;18384410
186;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2032;18458688
187;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2033;18527040
188;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2034;18600948
189;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2035;18676516
190;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2036;18754510
191;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2037;18820032
192;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2038;18873420
193;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2039;18937734
194;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2040;18999784
195;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2041;19071928
196;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2042;19115596
197;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2043;19147684
198;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2044;19173364
199;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2045;19198580
200;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2046;19196368
201;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2047;19220156
202;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2048;19261472
203;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2049;19300464
204;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2050;19347330
205;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2051;19377764
206;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2052;19396312
207;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2053;19424804
208;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2054;19463080
209;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2055;19508444
210;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2056;19550520
211;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2057;19594166
212;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2058;19662428
213;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2059;19683348
214;Totaal mannen en vrouwen;Totaal;Bovengrens 67%-prognose-interval;2060;19711740
215;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2018;867279
216;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2019;866940
217;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2020;864063
218;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2021;867391
219;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2022;872463
220;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2023;883848
221;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2024;897149
222;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2025;911408
223;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2026;926396
224;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2027;940339
225;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2028;953019
226;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2029;963788
227;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2030;972779
228;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2031;979850
229;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2032;984750
230;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2033;987422
231;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2034;988079
232;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2035;987280
233;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2036;985060
234;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2037;981634
235;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2038;977381
236;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2039;972307
237;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2040;966350
238;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2041;959856
239;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2042;953189
240;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2043;946670
241;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2044;940499
242;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2045;934861
243;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2046;929912
244;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2047;925802
245;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2048;922625
246;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2049;920495
247;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2050;919533
248;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2051;919894
249;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2052;921660
250;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2053;924834
251;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2054;929330
252;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2055;934982
253;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2056;941550
254;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2057;948755
255;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2058;956315
256;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2059;963925
257;Totaal mannen en vrouwen;0 tot 5 jaar;Prognose;2060;971260
258;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2018;859297
259;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2019;848703
260;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2020;832906
261;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2021;822936
262;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2022;809651
263;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2023;806769
264;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2024;810337
265;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2025;812534
266;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2026;815469
267;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2027;822434
268;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2028;823975
269;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2029;823668
270;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2030;827242
271;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2031;824899
272;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2032;819495
273;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2033;819092
274;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2034;819243
275;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2035;815849
276;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2036;808698
277;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2037;794657
278;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2038;788114
279;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2039;782148
280;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2040;773042
281;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2041;763049
282;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2042;754103
283;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2043;743655
284;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2044;733594
285;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2045;717874
286;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2046;704538
287;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2047;691936
288;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2048;684466
289;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2049;679905
290;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2050;671696
291;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2051;666766
292;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2052;660023
293;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2053;659890
294;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2054;654381
295;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2055;648853
296;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2056;651863
297;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2057;651131
298;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2058;649378
299;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2059;647431
300;Totaal mannen en vrouwen;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2060;643809
301;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2018;875759
302;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2019;885683
303;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2020;896554
304;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2021;916212
305;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2022;939122
306;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2023;965481
307;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2024;989561
308;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2025;1016771
309;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2026;1045937
310;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2027;1064524
311;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2028;1090303
312;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2029;1102971
313;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2030;1115899
314;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2031;1132452
315;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2032;1146723
316;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2033;1152239
317;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2034;1158694
318;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2035;1167679
319;Totaal mannen en vrouwen;0 tot 5 jaar;Bovengrens 95%-prognose-interval;2036;1170459
