ID;KenmerkenHuishouden;Perioden;Consumentenvertrouwen_1;EconomischKlimaat_2;Koopbereidheid_3;EconomischeSituatieLaatste12Maanden_4;EconomischeSituatieKomende12Maanden_5;FinancieleSituatieLaatste12Maanden_6;FinancieleSituatieKomende12Maanden_7;GunstigeTijdVoorGroteAankopen_8;Totaal_9;VeelBeterGeworden_10;EenBeetjeBeterGeworden_11;HetzelfdeGebleven_12;EenBeetjeSlechterGeworden_13;VeelSlechterGeworden_14;WeetNiet_15;Totaal_16;VeelBeterWorden_17;EenBeetjeBeterWorden_18;HetzelfdeBlijven_19;EenBeetjeSlechterWorden_20;VeelSlechterWorden_21;WeetNiet_22;Totaal_23;VeelBeterGeworden_24;EenBeetjeBeterGeworden_25;HetzelfdeGebleven_26;EenBeetjeSlechterGeworden_27;VeelSlechterGeworden_28;WeetNiet_29;Totaal_30;VeelBeterWorden_31;EenBeetjeBeterWorden_32;HetzelfdeBlijven_33;EenBeetjeSlechterWorden_34;VeelSlechterWorden_35;WeetNiet_36;Totaal_37;GunstigeTijd_38;NietGunstigOfOngunstig_39;OngunstigeTijd_40;WeetNiet_41;Totaal_42;SterkGestegen_43;MatigGestegen_44;ZwakGestegen_45;OngeveerHetzelfdeGebleven_46;Gedaald_47;WeetNiet_48;Totaal_49;SterkerStijgen_50;EvenveelStijgen_51;MinderStijgen_52;GelijkBlijven_53;Dalen_54;WeetNiet_55;Totaal_56;SterkStijgen_57;EenBeetjeStijgen_58;HetzelfdeBlijven_59;EenBeetjeDalen_60;SterkDalen_61;WeetNiet_62;Totaal_63;SchuldenMaken_64;SpaartegoedenAanspreken_65;PreciesRondkomen_66;BeetjeGeldOverhouden_67;VeelGeldOverhouden_68;WeetNiet_69;Totaal_70;ZeerWaarschijnlijk_71;Waarschijnlijk_72;Onwaarschijnlijk_73;ZeerOnwaarschijnlijk_74;WeetNiet_75;Totaal_76;EenZeerGoedMoment_77;EenGoedMoment_78;EenSlechtMoment_79;EenZeerSlechtMoment_80;WeetNiet_81;Totaal_82;VeelMeerGeld_83;EenBeetjeMeerGeld_84;OngeveerHetzelfde_85;EenBeetjeMinderGeld_86;VeelMinderGeld_87;WeetNiet_88;Totaal_89;ZeerWaarschijnlijk_90;Waarschijnlijk_91;Onwaarschijnlijk_92;ZeerOnwaarschijnlijk_93;WeetNiet_94;Totaal_95;JaZekerWel_96;JaWaarschijnlijkWel_97;NeeWaarschijnlijkNiet_98;NeeZekerNiet_99;WeetNiet_100;Totaal_101;ZeerWaarschijnlijk_102;Waarschijnlijk_103;Onwaarschijnlijk_104;ZeerOnwaarschijnlijk_105;WeetNiet_106;Totaal_107;BoodschappenAlcoholTabak_108;KledingEnSchoenen_109;AutoEnVervoer_110;VakantiesMeerdaagseStedentrips_111;HorecaSportCultuur_112;WoningEnergieInternetTelefoon_113;OpAllesOpNietsNietsBijzonders_114;WeetNiet_115
10;Totaal personen;2019 1e kwartaal;-1;1;-2;13;-11;-6;-1;2;100;6;34;29;21;6;4;100;3;22;37;28;8;4;100;5;20;42;25;6;1;100;4;20;50;21;4;2;100;21;56;18;6;100;29;44;17;9;0;2;100;38;35;8;15;1;3;100;2;14;38;38;3;4;100;3;12;27;44;10;4;100;17;40;27;12;5;100;5;38;37;13;8;100;3;11;46;17;18;5;100;8;17;35;37;3;100;4;7;17;71;2;100;10;18;22;48;2;100;8;7;4;23;7;5;41;4
11;Totaal personen;2019 2e kwartaal;0;2;-1;10;-5;-9;1;4;100;6;32;32;22;6;4;100;3;21;42;24;5;5;100;5;20;41;26;7;1;100;3;20;53;19;3;2;100;21;58;16;6;100;38;42;12;6;0;2;100;19;42;14;19;1;5;100;2;14;37;39;3;5;100;3;11;27;45;10;4;100;18;41;26;12;5;100;5;40;35;13;7;100;4;12;45;16;18;6;100;7;16;35;38;4;100;4;6;16;72;2;100;10;16;22;50;2;100;8;7;5;22;6;6;41;5
12;Totaal personen;2019 3e kwartaal;1;1;0;11;-9;-6;1;6;100;5;31;34;20;5;4;100;3;20;40;26;6;5;100;4;21;43;25;6;2;100;3;19;53;19;3;3;100;22;56;16;6;100;38;39;13;7;0;3;100;21;44;13;16;1;5;100;3;17;38;33;3;6;100;4;10;26;46;10;5;100;18;40;25;11;5;100;5;34;38;17;7;100;3;11;48;17;15;7;100;8;18;33;38;4;100;4;6;18;71;2;100;9;18;22;49;2;100;8;6;3;22;7;5;43;6
13;Totaal personen;2019 4e kwartaal;-4;-9;0;3;-21;-6;1;4;100;4;27;36;22;6;5;100;3;17;35;33;8;5;100;4;21;42;25;6;1;100;4;19;52;18;3;4;100;21;57;16;6;100;31;42;15;10;0;3;100;27;45;7;14;1;6;100;6;26;36;24;2;6;100;4;10;25;47;9;6;100;17;39;26;13;6;100;4;28;42;20;7;100;3;13;46;16;17;6;100;7;18;35;37;4;100;4;7;16;72;2;100;10;19;22;48;3;100;8;8;4;22;5;5;42;6
14;Totaal personen;2019;-1;-1;-1;9;-11;-7;1;4;100;5;31;33;21;6;4;100;3;20;38;28;7;5;100;5;20;42;25;7;1;100;3;20;52;19;3;3;100;21;57;17;6;100;34;42;14;8;0;2;100;26;42;11;16;1;5;100;3;18;37;34;3;5;100;4;11;26;45;10;5;100;17;40;26;12;5;100;5;35;38;16;7;100;3;11;46;16;17;6;100;7;17;34;38;4;100;4;6;17;71;2;100;10;18;22;49;2;100;8;7;4;22;6;5;42;5
15;Totaal personen;2020 1e kwartaal;-2;-7;2;7;-21;-2;5;3;100;4;29;37;20;6;5;100;3;17;34;31;10;5;100;5;22;43;23;6;1;100;4;21;52;17;3;3;100;19;59;16;6;100;30;43;14;9;0;3;100;27;45;8;13;2;6;100;5;27;38;23;2;6;100;3;9;24;47;11;5;100;19;41;23;11;5;100;4;31;39;20;7;100;3;12;47;15;17;6;100;8;17;34;37;4;100;4;7;16;70;2;100;10;18;22;47;3;100;8;7;4;25;5;5;42;5
16;Totaal personen;2020 2e kwartaal;-27;-45;-14;-30;-60;5;-13;-35;100;4;18;22;29;23;5;100;2;13;6;28;47;4;100;6;22;48;18;5;1;100;2;14;51;23;5;4;100;9;43;44;5;100;17;37;18;23;1;5;100;51;16;3;17;6;7;100;62;24;4;5;3;2;100;3;9;23;48;13;6;100;18;41;24;11;6;100;12;51;24;7;7;100;3;10;43;17;20;6;100;6;16;34;40;4;100;4;8;17;69;2;100;10;18;21;49;2;100;6;8;3;24;7;4;43;5
17;Totaal personen;2020 3e kwartaal;-27;-53;-9;-68;-38;-3;-2;-23;100;1;5;17;44;30;4;100;2;19;15;34;26;4;100;4;19;50;20;6;1;100;2;17;55;18;4;3;100;10;53;32;4;100;20;35;19;22;0;4;100;40;25;6;18;4;7;100;56;31;4;5;2;2;100;3;8;24;49;13;5;100;21;42;23;9;6;100;10;53;23;5;8;100;3;11;46;16;18;6;100;7;17;33;39;4;100;4;7;18;69;2;100;11;19;22;47;2;100;7;7;3;23;7;5;43;5
18;Totaal personen;2020 4e kwartaal;-27;-53;-9;-73;-33;-7;-1;-21;100;1;3;16;44;32;4;100;3;21;15;32;25;4;100;5;16;50;22;6;1;100;3;18;55;18;3;4;100;11;53;32;4;100;17;35;18;25;1;5;100;40;27;5;19;2;7;100;57;29;4;6;2;2;100;2;9;21;49;12;6;100;21;42;22;8;7;100;10;53;23;6;8;100;4;12;45;16;17;6;100;7;17;35;36;4;100;5;7;18;67;3;100;11;19;22;46;3;100;6;9;3;23;6;5;44;5
19;Totaal personen;2020;-20;-40;-8;-41;-38;-2;-3;-19;100;3;14;23;34;23;4;100;3;18;18;31;27;4;100;5;20;48;21;6;1;100;3;18;53;19;4;4;100;12;52;31;5;100;21;38;17;20;0;4;100;39;28;5;17;4;7;100;45;28;13;10;2;3;100;3;9;23;48;12;5;100;20;42;23;10;6;100;9;47;27;9;8;100;3;12;45;16;18;6;100;7;17;34;38;4;100;4;7;17;69;2;100;11;18;22;47;3;100;7;8;3;24;6;5;43;5
20;Totaal personen;2021 1e kwartaal;-19;-40;-4;-75;-6;-4;7;-17;100;1;3;13;41;37;5;100;5;32;16;24;19;4;100;5;18;49;20;7;1;100;3;21;57;14;2;3;100;13;52;30;5;100;19;33;18;24;0;6;100;45;26;4;17;2;7;100;38;35;8;12;3;4;100;3;7;21;49;15;5;100;23;42;20;9;6;100;11;55;21;6;8;100;4;16;46;14;15;6;100;8;17;33;37;4;100;4;7;19;68;3;100;13;18;21;45;3;100;8;8;3;22;5;5;44;6
21;Totaal personen;2021 2e kwartaal;-6;-19;3;-60;22;3;11;-6;100;1;7;20;43;24;5;100;10;40;17;17;11;5;100;6;21;47;17;7;1;100;4;21;57;12;2;3;100;18;54;24;5;100;26;39;16;15;0;4;100;41;30;6;16;2;6;100;16;31;16;28;6;4;100;2;7;21;50;15;5;100;24;43;20;8;5;100;8;50;28;8;7;100;4;18;48;12;14;5;100;7;17;35;37;4;100;4;8;19;67;2;100;12;20;21;46;2;100;8;9;3;24;6;5;42;5
22;Totaal personen;2021 3e kwartaal;-6;-11;-3;-36;14;-5;7;-11;100;3;15;25;38;15;4;100;8;35;23;22;8;4;100;6;19;46;23;6;1;100;4;21;56;15;2;3;100;14;56;26;5;100;40;39;12;6;0;3;100;37;38;8;12;2;4;100;6;21;25;37;8;4;100;3;8;22;48;14;5;100;21;43;23;8;6;100;8;45;31;9;7;100;4;15;45;16;14;6;100;8;18;36;36;3;100;4;7;19;68;2;100;11;19;23;45;2;100;8;8;3;23;8;5;41;4
23;Totaal personen;2021 4e kwartaal;-24;-34;-17;-44;-23;-17;-8;-26;100;3;13;19;40;21;4;100;4;22;22;32;16;4;100;3;16;43;28;9;1;100;3;17;49;24;4;3;100;11;48;37;5;100;52;34;8;3;0;2;100;42;36;9;8;2;3;100;6;19;33;32;6;5;100;4;10;23;46;11;5;100;19;41;24;11;5;100;6;45;32;10;7;100;4;14;43;15;18;6;100;7;15;36;38;4;100;3;6;18;70;2;100;11;18;21;47;3;100;8;8;3;22;6;5;43;4
24;Totaal personen;2021;-14;-26;-5;-54;2;-6;5;-15;100;2;10;19;41;24;5;100;7;32;20;24;13;4;100;5;19;46;22;7;1;100;3;20;55;16;3;3;100;14;52;29;5;100;34;36;14;12;0;4;100;41;32;7;13;2;5;100;16;26;20;27;6;4;100;3;8;22;49;14;5;100;22;42;22;9;6;100;8;49;28;8;7;100;4;16;45;14;15;6;100;8;17;35;37;4;100;4;7;19;68;2;100;12;19;22;46;3;100;8;8;3;23;6;5;42;5
25;Totaal personen;2022 1e kwartaal;-31;-47;-20;-58;-37;-19;-10;-32;100;2;10;16;42;28;3;100;4;16;19;33;24;4;100;4;17;39;29;10;1;100;3;17;47;25;5;3;100;8;47;40;5;100;63;28;5;2;0;1;100;43;33;11;8;2;3;100;6;18;35;31;6;5;100;3;10;22;47;13;5;100;20;39;25;11;5;100;6;43;33;10;8;100;5;13;41;17;19;6;100;6;17;35;39;4;100;3;7;19;69;2;100;12;19;21;45;2;100;7;8;3;21;7;6;44;5
26;Totaal personen;2022 2e kwartaal;-47;-67;-34;-75;-59;-34;-19;-49;100;1;6;8;40;42;3;100;2;10;14;37;33;4;100;3;12;35;37;13;1;100;3;14;45;29;6;3;100;5;38;53;4;100;74;21;4;1;0;1;100;34;34;18;9;2;3;100;5;17;39;28;7;6;100;3;12;23;45;11;6;100;17;41;24;12;6;100;6;48;28;9;9;100;4;10;38;17;25;6;100;6;14;35;42;3;100;3;7;17;72;2;100;11;20;21;46;2;100;8;7;4;22;7;6;43;4
27;Totaal personen;2022 3e kwartaal;-54;-73;-41;-84;-63;-42;-26;-55;100;1;4;5;34;54;2;100;1;8;15;34;38;3;100;3;10;30;39;16;1;100;2;11;45;30;9;3;100;4;35;59;3;100;81;16;2;0;0;1;100;27;36;22;10;2;3;100;5;17;39;28;7;5;100;4;14;22;46;9;5;100;16;39;27;13;4;100;8;47;28;9;8;100;3;11;36;18;26;5;100;6;13;35;43;4;100;3;6;16;73;2;100;11;18;21;48;2;100;8;7;3;20;7;6;45;3
28;Totaal personen;2022 4e kwartaal;-55;-72;-44;-87;-56;-47;-25;-62;100;0;3;5;29;61;2;100;2;10;18;32;35;3;100;2;10;28;41;17;1;100;2;13;44;30;9;3;100;3;29;65;4;100;84;13;2;0;1;0;100;22;30;25;14;4;4;100;8;28;36;19;3;6;100;4;16;24;42;9;4;100;16;37;28;15;5;100;7;51;25;9;8;100;4;9;34;19;30;5;100;5;13;34;45;4;100;3;6;16;72;3;100;10;19;20;49;2;100;6;7;3;22;7;6;47;3
29;Totaal personen;2022;-47;-65;-35;-76;-54;-35;-20;-50;100;1;5;9;36;46;2;100;2;11;17;34;33;3;100;3;12;33;37;14;1;100;2;14;45;29;7;3;100;5;37;54;4;100;76;19;3;1;0;1;100;32;34;19;10;3;3;100;6;20;37;26;6;5;100;3;13;23;45;11;5;100;17;39;26;13;5;100;7;47;29;9;8;100;4;11;37;18;25;5;100;6;14;35;42;4;100;3;6;17;71;2;100;11;19;21;47;2;100;7;7;3;21;7;6;45;4
30;Totaal personen;2023 1e kwartaal;-42;-54;-34;-80;-28;-38;-8;-55;100;1;5;7;37;49;2;100;2;20;26;31;18;4;100;3;13;29;38;16;1;100;2;17;51;23;4;3;100;3;36;58;4;100;87;11;1;0;0;1;100;10;26;33;22;4;4;100;5;22;40;24;3;6;100;3;14;23;46;10;4;100;18;40;26;11;5;100;7;52;26;7;7;100;3;9;40;18;24;6;100;5;14;35;41;4;100;3;7;17;71;2;100;10;19;23;47;2;100;8;7;2;21;8;6;46;3
31;Totaal personen;2023 2e kwartaal;-39;-53;-29;-75;-31;-32;-5;-51;100;1;7;9;38;44;2;100;2;17;27;33;17;4;100;3;15;31;35;15;1;100;2;17;53;20;4;3;100;3;39;54;4;100;87;11;1;1;0;0;100;10;25;31;24;5;5;100;5;22;43;22;2;7;100;3;14;23;47;9;5;100;17;41;26;10;5;100;7;52;25;7;8;100;3;10;40;18;23;6;100;5;16;35;41;4;100;3;6;19;71;2;100;10;19;22;47;2;100;7;8;2;21;8;5;45;3
32;Totaal personen;2023 3e kwartaal;-39;-54;-28;-73;-35;-30;-6;-49;100;1;6;11;40;40;2;100;2;14;29;35;16;4;100;3;16;32;36;13;1;100;3;17;52;22;4;2;100;3;42;52;4;100;81;16;2;1;0;0;100;11;27;29;25;5;4;100;5;23;45;20;1;6;100;3;13;22;47;11;3;100;19;42;25;10;5;100;7;55;23;7;8;100;3;11;41;16;23;6;100;6;15;34;41;4;100;3;6;18;71;2;100;9;18;23;48;2;100;7;8;2;23;8;5;45;3
33;Totaal personen;2023 4e kwartaal;-35;-49;-25;-68;-30;-28;-3;-45;100;1;8;14;41;35;2;100;3;16;28;33;16;5;100;3;14;36;34;12;1;100;2;19;52;20;4;3;100;3;44;48;5;100;75;19;3;2;0;1;100;14;29;24;24;4;5;100;5;26;41;19;2;7;100;3;13;23;46;11;4;100;20;40;25;10;6;100;6;58;23;6;7;100;3;10;42;16;23;6;100;6;14;35;41;4;100;3;7;17;72;2;100;8;18;22;50;2;100;6;7;3;24;7;5;44;4
34;Totaal personen;2023;-38;-52;-29;-74;-31;-32;-5;-50;100;1;6;10;39;42;2;100;2;17;27;33;17;4;100;3;14;32;36;14;1;100;3;17;52;21;4;3;100;3;40;53;4;100;82;14;2;1;0;1;100;11;27;29;24;5;4;100;5;23;42;21;2;7;100;3;14;23;47;10;4;100;19;41;25;11;5;100;7;54;24;7;8;100;3;10;40;17;23;6;100;6;15;35;41;4;100;3;7;18;71;2;100;9;19;23;48;2;100;7;8;2;22;8;5;45;4
35;Totaal personen;2024 1e kwartaal;-25;-39;-15;-52;-25;-13;3;-36;100;1;12;19;40;25;3;100;2;17;31;33;12;5;100;4;21;36;28;10;2;100;3;21;52;17;3;4;100;4;51;40;5;100;66;26;4;2;1;1;100;14;30;23;24;4;5;100;4;25;43;21;1;6;100;3;12;22;48;11;4;100;21;40;24;10;5;100;7;58;22;5;8;100;4;12;42;18;20;6;100;6;16;36;39;3;100;3;7;18;70;3;100;9;17;24;48;2;100;8;8;2;23;7;5;43;4
36;Totaal personen;2024 2e kwartaal;-23;-37;-14;-45;-28;-12;3;-32;100;1;14;20;37;24;4;100;2;16;31;33;13;5;100;4;21;37;28;9;1;100;3;20;55;17;3;3;100;6;51;38;5;100;65;26;6;2;0;1;100;15;39;21;19;4;4;100;5;24;45;18;2;7;100;3;11;21;49;11;4;100;21;42;23;10;5;100;6;60;21;5;8;100;3;13;42;18;19;7;100;6;16;34;40;4;100;4;6;18;70;2;100;9;19;23;47;2;100;7;8;2;24;8;4;42;5
37;Totaal personen;2024 3e kwartaal;-22;-37;-11;-45;-29;-8;3;-30;100;1;13;25;40;19;3;100;3;15;31;35;12;5;100;4;21;41;26;7;1;100;4;19;55;16;3;3;100;6;53;35;6;100;59;31;6;3;0;1;100;16;43;18;16;2;5;100;4;24;45;18;2;7;100;3;11;19;50;13;4;100;21;43;22;9;6;100;6;60;21;4;9;100;4;13;45;17;16;7;100;7;18;35;36;4;100;4;7;20;66;3;100;9;18;24;46;3;100;8;8;2;22;8;4;44;4
38;Totaal personen;2024 4de kwartaal;-28;-46;-16;-53;-40;-15;-3;-30;100;1;10;22;43;21;4;100;2;13;27;37;17;4;100;3;19;39;28;9;1;100;2;19;51;21;4;3;100;6;53;36;6;100;59;31;6;2;0;1;100;20;46;17;10;2;4;100;5;24;46;17;1;7;100;3;12;20;49;11;4;100;21;42;23;10;6;100;8;56;21;5;10;100;4;13;43;16;18;7;100;7;16;34;39;4;100;3;7;20;68;3;100;9;18;23;47;2;100;8;7;3;25;8;4;42;4
39;Totaal personen;2024;-24;-40;-14;-49;-31;-12;2;-32;100;1;12;21;40;22;3;100;2;15;30;35;13;5;100;4;20;38;28;9;1;100;3;20;53;18;3;3;100;5;52;37;5;100;62;29;6;2;0;1;100;16;39;20;17;3;4;100;4;24;45;19;1;7;100;3;12;21;49;12;4;100;21;42;23;10;6;100;7;58;21;5;9;100;3;12;43;17;18;6;100;6;17;35;39;4;100;3;7;19;68;3;100;9;18;24;47;2;100;8;8;2;24;8;4;43;4
40;Totaal personen;2025 1e kwartaal;-31;-54;-17;-58;-49;-14;-3;-32;100;1;8;20;43;24;4;100;2;10;22;42;20;4;100;3;21;37;29;9;1;100;4;19;49;21;4;3;100;6;51;38;5;100;63;28;6;1;0;1;100;25;48;15;8;2;3;100;4;22;49;17;1;7;100;3;11;21;48;12;4;100;20;44;22;9;5;100;8;55;23;5;10;100;4;13;39;19;19;6;100;6;16;36;38;4;100;4;6;20;68;2;100;10;18;22;48;2;100;7;8;2;25;7;5;43;4
41;Huishoudensgrootte: 1 persoon;2017 1e kwartaal;20;40;7;38;41;-3;9;15;100;7;46;28;11;4;5;100;5;46;30;9;1;8;100;4;22;44;22;7;1;100;5;21;53;14;3;4;100;27;51;12;9;100;11;36;22;26;1;5;100;16;37;12;27;1;7;100;3;14;22;50;5;6;100;5;11;33;38;6;7;100;17;35;28;14;6;100;4;31;38;15;13;100;5;12;43;15;16;8;100;5;13;31;47;3;100;3;9;14;71;3;100;4;10;18;65;3;100;10;9;3;15;7;7;44;6
42;Huishoudensgrootte: 1 persoon;2017 2e kwartaal;19;39;7;38;40;1;9;9;100;9;42;28;11;3;7;100;6;44;31;8;2;9;100;6;21;47;18;8;1;100;4;20;56;11;4;5;100;23;53;14;10;100;11;35;20;28;1;6;100;25;33;5;25;2;11;100;4;16;23;45;4;9;100;6;12;30;38;7;8;100;16;35;28;15;6;100;3;31;36;20;10;100;4;10;47;12;21;6;100;5;12;30;48;4;100;3;8;14;73;2;100;5;9;15;68;2;100;10;8;3;17;4;6;45;7
