ID;LeeftijdVanDeMoederOp31December;MigratieachtergrondMoeder;GeneratieMoeder;Perioden;LevendGeborenKinderen_1
71;Totaal;Totaal;Moeder: Met migratieachtergrond;2013;49617.0
72;Totaal;Totaal;Moeder: Met migratieachtergrond;2014;51836.0
73;Totaal;Totaal;Moeder: Met migratieachtergrond;2015;51853.0
74;Totaal;Totaal;Moeder: Met migratieachtergrond;2016;53733.0
75;Totaal;Totaal;Moeder: Met migratieachtergrond;2017;53600.0
76;Totaal;Totaal;Moeder: Met migratieachtergrond;2018;54610.0
77;Totaal;Totaal;Moeder: Met migratieachtergrond;2019;55959.0
78;Totaal;Totaal;Moeder: Met migratieachtergrond;2020;55277.0
79;Totaal;Totaal;Moeder: Met migratieachtergrond;2021;58158.0
80;Totaal;Totaal;Moeder: Met migratieachtergrond;2022;56400.0
81;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;1996;29284.0
82;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;1997;30963.0
83;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;1998;32032.0
84;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;1999;32365.0
85;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2000;34448.0
86;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2001;34456.0
87;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2002;34706.0
88;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2003;34366.0
89;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2004;34263.0
90;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2005;33424.0
91;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2006;32786.0
92;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2007;31922.0
93;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2008;32094.0
94;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2009;32212.0
95;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2010;32843.0
96;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2011;32618.0
97;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2012;32195.0
98;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2013;31053.0
99;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2014;32152.0
100;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2015;31954.0
101;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2016;32990.0
102;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2017;32830.0
103;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2018;33567.0
104;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2019;34396.0
105;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2020;33636.0
106;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2021;34303.0
107;Totaal;Totaal;Moeder: 1e generatie migratieachtergrond;2022;33646.0
108;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;1996;10515.0
109;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;1997;10792.0
110;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;1998;11798.0
111;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;1999;12280.0
112;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2000;13287.0
113;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2001;13381.0
114;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2002;13586.0
115;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2003;14261.0
116;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2004;14294.0
117;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2005;14503.0
118;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2006;14817.0
119;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2007;15565.0
120;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2008;16370.0
121;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2009;17159.0
122;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2010;17815.0
123;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2011;17640.0
124;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2012;18392.0
125;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2013;18564.0
126;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2014;19684.0
127;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2015;19899.0
128;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2016;20743.0
129;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2017;20770.0
130;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2018;21043.0
131;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2019;21563.0
132;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2020;21641.0
133;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2021;23855.0
134;Totaal;Totaal;Moeder: 2e generatie migratieachtergrond;2022;22754.0
135;Totaal;Nederlandse achtergrond;Totaal moeders;1996;149722.0
136;Totaal;Nederlandse achtergrond;Totaal moeders;1997;150688.0
137;Totaal;Nederlandse achtergrond;Totaal moeders;1998;155578.0
138;Totaal;Nederlandse achtergrond;Totaal moeders;1999;155800.0
139;Totaal;Nederlandse achtergrond;Totaal moeders;2000;158884.0
140;Totaal;Nederlandse achtergrond;Totaal moeders;2001;154766.0
141;Totaal;Nederlandse achtergrond;Totaal moeders;2002;153791.0
142;Totaal;Nederlandse achtergrond;Totaal moeders;2003;151670.0
143;Totaal;Nederlandse achtergrond;Totaal moeders;2004;145450.0
144;Totaal;Nederlandse achtergrond;Totaal moeders;2005;139983.0
145;Totaal;Nederlandse achtergrond;Totaal moeders;2006;137454.0
146;Totaal;Nederlandse achtergrond;Totaal moeders;2007;133849.0
147;Totaal;Nederlandse achtergrond;Totaal moeders;2008;136170.0
148;Totaal;Nederlandse achtergrond;Totaal moeders;2009;135544.0
149;Totaal;Nederlandse achtergrond;Totaal moeders;2010;133739.0
150;Totaal;Nederlandse achtergrond;Totaal moeders;2011;129802.0
151;Totaal;Nederlandse achtergrond;Totaal moeders;2012;125372.0
152;Totaal;Nederlandse achtergrond;Totaal moeders;2013;121724.0
153;Totaal;Nederlandse achtergrond;Totaal moeders;2014;123345.0
154;Totaal;Nederlandse achtergrond;Totaal moeders;2015;118657.0
155;Totaal;Nederlandse achtergrond;Totaal moeders;2016;118787.0
156;Totaal;Nederlandse achtergrond;Totaal moeders;2017;116236.0
157;Totaal;Nederlandse achtergrond;Totaal moeders;2018;113915.0
158;Totaal;Nederlandse achtergrond;Totaal moeders;2019;113721.0
159;Totaal;Nederlandse achtergrond;Totaal moeders;2020;113404.0
160;Totaal;Nederlandse achtergrond;Totaal moeders;2021;121283.0
161;Totaal;Nederlandse achtergrond;Totaal moeders;2022;111104.0
162;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;1996;149722.0
163;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;1997;150688.0
164;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;1998;155578.0
165;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;1999;155800.0
166;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2000;158884.0
167;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2001;154766.0
168;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2002;153791.0
169;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2003;151670.0
170;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2004;145450.0
171;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2005;139983.0
172;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2006;137454.0
173;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2007;133849.0
174;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2008;136170.0
175;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2009;135544.0
176;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2010;133739.0
177;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2011;129802.0
178;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2012;125372.0
179;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2013;121724.0
180;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2014;123345.0
181;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2015;118657.0
182;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2016;118787.0
183;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2017;116236.0
184;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2018;113915.0
185;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2019;113721.0
186;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2020;113404.0
187;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2021;121283.0
188;Totaal;Nederlandse achtergrond;Moeder: Nederlandse achtergrond;2022;111104.0
189;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;1996;
190;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;1997;
191;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;1998;
192;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;1999;
193;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2000;
194;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2001;
195;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2002;
196;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2003;
197;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2004;
198;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2005;
199;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2006;
200;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2007;
201;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2008;
202;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2009;
203;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2010;
204;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2011;
205;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2012;
206;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2013;
207;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2014;
208;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2015;
209;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2016;
210;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2017;
211;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2018;
212;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2019;
213;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2020;
214;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2021;
215;Totaal;Nederlandse achtergrond;Moeder: Met migratieachtergrond;2022;
216;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;1996;
217;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;1997;
218;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;1998;
219;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;1999;
220;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2000;
221;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2001;
222;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2002;
223;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2003;
224;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2004;
225;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2005;
226;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2006;
227;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2007;
228;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2008;
229;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2009;
230;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2010;
231;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2011;
232;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2012;
233;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2013;
234;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2014;
235;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2015;
236;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2016;
237;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2017;
238;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2018;
239;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2019;
240;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2020;
241;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2021;
242;Totaal;Nederlandse achtergrond;Moeder: 1e generatie migratieachtergrond;2022;
243;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;1996;
244;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;1997;
245;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;1998;
246;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;1999;
247;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2000;
248;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2001;
249;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2002;
250;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2003;
251;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2004;
252;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2005;
253;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2006;
254;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2007;
255;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2008;
256;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2009;
257;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2010;
258;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2011;
259;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2012;
260;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2013;
261;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2014;
262;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2015;
263;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2016;
264;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2017;
265;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2018;
266;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2019;
267;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2020;
268;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2021;
269;Totaal;Nederlandse achtergrond;Moeder: 2e generatie migratieachtergrond;2022;
270;Totaal;Met migratieachtergrond;Totaal moeders;1996;39799.0
271;Totaal;Met migratieachtergrond;Totaal moeders;1997;41700.0
272;Totaal;Met migratieachtergrond;Totaal moeders;1998;43830.0
273;Totaal;Met migratieachtergrond;Totaal moeders;1999;44645.0
274;Totaal;Met migratieachtergrond;Totaal moeders;2000;47692.0
275;Totaal;Met migratieachtergrond;Totaal moeders;2001;47817.0
276;Totaal;Met migratieachtergrond;Totaal moeders;2002;48271.0
277;Totaal;Met migratieachtergrond;Totaal moeders;2003;48624.0
278;Totaal;Met migratieachtergrond;Totaal moeders;2004;48526.0
279;Totaal;Met migratieachtergrond;Totaal moeders;2005;47905.0
280;Totaal;Met migratieachtergrond;Totaal moeders;2006;47577.0
281;Totaal;Met migratieachtergrond;Totaal moeders;2007;47449.0
282;Totaal;Met migratieachtergrond;Totaal moeders;2008;48419.0
283;Totaal;Met migratieachtergrond;Totaal moeders;2009;49319.0
284;Totaal;Met migratieachtergrond;Totaal moeders;2010;50658.0
285;Totaal;Met migratieachtergrond;Totaal moeders;2011;50258.0
286;Totaal;Met migratieachtergrond;Totaal moeders;2012;50587.0
287;Totaal;Met migratieachtergrond;Totaal moeders;2013;49617.0
288;Totaal;Met migratieachtergrond;Totaal moeders;2014;51836.0
289;Totaal;Met migratieachtergrond;Totaal moeders;2015;51853.0
290;Totaal;Met migratieachtergrond;Totaal moeders;2016;53733.0
291;Totaal;Met migratieachtergrond;Totaal moeders;2017;53600.0
292;Totaal;Met migratieachtergrond;Totaal moeders;2018;54610.0
293;Totaal;Met migratieachtergrond;Totaal moeders;2019;55959.0
294;Totaal;Met migratieachtergrond;Totaal moeders;2020;55277.0
295;Totaal;Met migratieachtergrond;Totaal moeders;2021;58158.0
296;Totaal;Met migratieachtergrond;Totaal moeders;2022;56400.0
297;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;1996;
298;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;1997;
299;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;1998;
300;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;1999;
301;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2000;
302;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2001;
303;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2002;
304;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2003;
305;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2004;
306;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2005;
307;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2006;
308;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2007;
309;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2008;
310;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2009;
311;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2010;
312;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2011;
313;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2012;
314;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2013;
315;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2014;
316;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2015;
317;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2016;
318;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2017;
319;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2018;
320;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2019;
321;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2020;
322;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2021;
323;Totaal;Met migratieachtergrond;Moeder: Nederlandse achtergrond;2022;
324;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;1996;39799.0
325;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;1997;41700.0
326;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;1998;43830.0
327;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;1999;44645.0
328;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2000;47692.0
329;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2001;47817.0
330;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2002;48271.0
331;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2003;48624.0
332;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2004;48526.0
333;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2005;47905.0
334;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2006;47577.0
335;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2007;47449.0
336;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2008;48419.0
337;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2009;49319.0
338;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2010;50658.0
339;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2011;50258.0
340;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2012;50587.0
341;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2013;49617.0
342;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2014;51836.0
343;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2015;51853.0
344;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2016;53733.0
345;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2017;53600.0
346;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2018;54610.0
347;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2019;55959.0
348;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2020;55277.0
349;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2021;58158.0
350;Totaal;Met migratieachtergrond;Moeder: Met migratieachtergrond;2022;56400.0
351;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;1996;29284.0
352;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;1997;30908.0
353;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;1998;32032.0
354;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;1999;32365.0
355;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2000;34405.0
356;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2001;34436.0
357;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2002;34685.0
358;Totaal;Met migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2003;34363.0
