ID;TypeZorgwoonruimte;RegioS;Perioden;Zorgwoonruimte_1
59;Totaal;Drenthe (PV);2020;6575
60;Totaal;Drenthe (PV);2021;6595
61;Totaal;Drenthe (PV);2022;6385
62;Totaal;Drenthe (PV);2023;6635
63;Totaal;Drenthe (PV);2024;7030
64;Totaal;Overijssel (PV);2017;10155
65;Totaal;Overijssel (PV);2018;10605
66;Totaal;Overijssel (PV);2019;10850
67;Totaal;Overijssel (PV);2020;11325
68;Totaal;Overijssel (PV);2021;11690
69;Totaal;Overijssel (PV);2022;11860
70;Totaal;Overijssel (PV);2023;12315
71;Totaal;Overijssel (PV);2024;12730
72;Totaal;Flevoland (PV);2017;1785
73;Totaal;Flevoland (PV);2018;1825
74;Totaal;Flevoland (PV);2019;1965
75;Totaal;Flevoland (PV);2020;1980
76;Totaal;Flevoland (PV);2021;2080
77;Totaal;Flevoland (PV);2022;2110
78;Totaal;Flevoland (PV);2023;2230
79;Totaal;Flevoland (PV);2024;2345
80;Totaal;Gelderland (PV);2017;16085
81;Totaal;Gelderland (PV);2018;16425
82;Totaal;Gelderland (PV);2019;17060
83;Totaal;Gelderland (PV);2020;17810
84;Totaal;Gelderland (PV);2021;18130
85;Totaal;Gelderland (PV);2022;18580
86;Totaal;Gelderland (PV);2023;19065
87;Totaal;Gelderland (PV);2024;19390
88;Totaal;Utrecht (PV);2017;6770
89;Totaal;Utrecht (PV);2018;6825
90;Totaal;Utrecht (PV);2019;7300
91;Totaal;Utrecht (PV);2020;8065
92;Totaal;Utrecht (PV);2021;8220
93;Totaal;Utrecht (PV);2022;8640
94;Totaal;Utrecht (PV);2023;8985
95;Totaal;Utrecht (PV);2024;9335
96;Totaal;Noord-Holland (PV);2017;14930
97;Totaal;Noord-Holland (PV);2018;14865
98;Totaal;Noord-Holland (PV);2019;16075
99;Totaal;Noord-Holland (PV);2020;16585
100;Totaal;Noord-Holland (PV);2021;17180
101;Totaal;Noord-Holland (PV);2022;17205
102;Totaal;Noord-Holland (PV);2023;17535
103;Totaal;Noord-Holland (PV);2024;17705
104;Totaal;Zuid-Holland (PV);2017;22455
105;Totaal;Zuid-Holland (PV);2018;23055
106;Totaal;Zuid-Holland (PV);2019;22660
107;Totaal;Zuid-Holland (PV);2020;23075
108;Totaal;Zuid-Holland (PV);2021;24630
109;Totaal;Zuid-Holland (PV);2022;24700
110;Totaal;Zuid-Holland (PV);2023;24775
111;Totaal;Zuid-Holland (PV);2024;25235
112;Totaal;Zeeland (PV);2017;2400
113;Totaal;Zeeland (PV);2018;2435
114;Totaal;Zeeland (PV);2019;2555
115;Totaal;Zeeland (PV);2020;2620
116;Totaal;Zeeland (PV);2021;2705
117;Totaal;Zeeland (PV);2022;2690
118;Totaal;Zeeland (PV);2023;2890
119;Totaal;Zeeland (PV);2024;2950
120;Totaal;Noord-Brabant (PV);2017;16270
121;Totaal;Noord-Brabant (PV);2018;17370
122;Totaal;Noord-Brabant (PV);2019;17465
123;Totaal;Noord-Brabant (PV);2020;18195
124;Totaal;Noord-Brabant (PV);2021;18665
125;Totaal;Noord-Brabant (PV);2022;19090
126;Totaal;Noord-Brabant (PV);2023;19835
127;Totaal;Noord-Brabant (PV);2024;20125
128;Totaal;Limburg (PV);2017;8085
129;Totaal;Limburg (PV);2018;8285
130;Totaal;Limburg (PV);2019;8475
131;Totaal;Limburg (PV);2020;8360
132;Totaal;Limburg (PV);2021;8500
133;Totaal;Limburg (PV);2022;8700
134;Totaal;Limburg (PV);2023;8875
135;Totaal;Limburg (PV);2024;9445
136;Totaal;Oost-Groningen (CR);2017;1290
137;Totaal;Oost-Groningen (CR);2018;1300
138;Totaal;Oost-Groningen (CR);2019;1370
139;Totaal;Oost-Groningen (CR);2020;1495
140;Totaal;Oost-Groningen (CR);2021;1370
141;Totaal;Oost-Groningen (CR);2022;1325
142;Totaal;Oost-Groningen (CR);2023;1380
143;Totaal;Oost-Groningen (CR);2024;1460
144;Totaal;Delfzijl en omgeving (CR);2017;680
145;Totaal;Delfzijl en omgeving (CR);2018;690
146;Totaal;Delfzijl en omgeving (CR);2019;695
147;Totaal;Delfzijl en omgeving (CR);2020;700
148;Totaal;Delfzijl en omgeving (CR);2021;715
149;Totaal;Delfzijl en omgeving (CR);2022;710
150;Totaal;Delfzijl en omgeving (CR);2023;735
151;Totaal;Delfzijl en omgeving (CR);2024;760
152;Totaal;Overig Groningen (CR);2017;3040
153;Totaal;Overig Groningen (CR);2018;3195
154;Totaal;Overig Groningen (CR);2019;3330
155;Totaal;Overig Groningen (CR);2020;3595
156;Totaal;Overig Groningen (CR);2021;3695
157;Totaal;Overig Groningen (CR);2022;3730
158;Totaal;Overig Groningen (CR);2023;3530
159;Totaal;Overig Groningen (CR);2024;3530
160;Totaal;Noord-Friesland (CR);2017;2960
161;Totaal;Noord-Friesland (CR);2018;3015
162;Totaal;Noord-Friesland (CR);2019;2865
163;Totaal;Noord-Friesland (CR);2020;3010
164;Totaal;Noord-Friesland (CR);2021;3260
165;Totaal;Noord-Friesland (CR);2022;3325
166;Totaal;Noord-Friesland (CR);2023;3280
167;Totaal;Noord-Friesland (CR);2024;3345
168;Totaal;Zuidwest-Friesland (CR);2017;1235
169;Totaal;Zuidwest-Friesland (CR);2018;1290
170;Totaal;Zuidwest-Friesland (CR);2019;1385
171;Totaal;Zuidwest-Friesland (CR);2020;1450
172;Totaal;Zuidwest-Friesland (CR);2021;1515
173;Totaal;Zuidwest-Friesland (CR);2022;1530
174;Totaal;Zuidwest-Friesland (CR);2023;1520
175;Totaal;Zuidwest-Friesland (CR);2024;1525
176;Totaal;Zuidoost-Friesland (CR);2017;2065
177;Totaal;Zuidoost-Friesland (CR);2018;2010
178;Totaal;Zuidoost-Friesland (CR);2019;2080
179;Totaal;Zuidoost-Friesland (CR);2020;2195
180;Totaal;Zuidoost-Friesland (CR);2021;2270
181;Totaal;Zuidoost-Friesland (CR);2022;2215
182;Totaal;Zuidoost-Friesland (CR);2023;2460
183;Totaal;Zuidoost-Friesland (CR);2024;2550
184;Totaal;Noord-Drenthe (CR);2017;2030
185;Totaal;Noord-Drenthe (CR);2018;2200
186;Totaal;Noord-Drenthe (CR);2019;2185
187;Totaal;Noord-Drenthe (CR);2020;2250
188;Totaal;Noord-Drenthe (CR);2021;2250
189;Totaal;Noord-Drenthe (CR);2022;2195
190;Totaal;Noord-Drenthe (CR);2023;2425
191;Totaal;Noord-Drenthe (CR);2024;2495
192;Totaal;Zuidoost-Drenthe (CR);2017;1600
193;Totaal;Zuidoost-Drenthe (CR);2018;1720
194;Totaal;Zuidoost-Drenthe (CR);2019;2155
195;Totaal;Zuidoost-Drenthe (CR);2020;2230
196;Totaal;Zuidoost-Drenthe (CR);2021;2175
197;Totaal;Zuidoost-Drenthe (CR);2022;2020
198;Totaal;Zuidoost-Drenthe (CR);2023;2025
199;Totaal;Zuidoost-Drenthe (CR);2024;2280
200;Totaal;Zuidwest-Drenthe (CR);2017;2115
201;Totaal;Zuidwest-Drenthe (CR);2018;2145
202;Totaal;Zuidwest-Drenthe (CR);2019;2135
203;Totaal;Zuidwest-Drenthe (CR);2020;2095
204;Totaal;Zuidwest-Drenthe (CR);2021;2170
205;Totaal;Zuidwest-Drenthe (CR);2022;2170
206;Totaal;Zuidwest-Drenthe (CR);2023;2180
207;Totaal;Zuidwest-Drenthe (CR);2024;2255
208;Totaal;Noord-Overijssel (CR);2017;2345
209;Totaal;Noord-Overijssel (CR);2018;2545
210;Totaal;Noord-Overijssel (CR);2019;2525
211;Totaal;Noord-Overijssel (CR);2020;2705
212;Totaal;Noord-Overijssel (CR);2021;2825
213;Totaal;Noord-Overijssel (CR);2022;2925
214;Totaal;Noord-Overijssel (CR);2023;3110
215;Totaal;Noord-Overijssel (CR);2024;3485
216;Totaal;Zuidwest-Overijssel (CR);2017;1475
217;Totaal;Zuidwest-Overijssel (CR);2018;1595
218;Totaal;Zuidwest-Overijssel (CR);2019;1725
219;Totaal;Zuidwest-Overijssel (CR);2020;1710
220;Totaal;Zuidwest-Overijssel (CR);2021;1720
221;Totaal;Zuidwest-Overijssel (CR);2022;1750
222;Totaal;Zuidwest-Overijssel (CR);2023;1810
223;Totaal;Zuidwest-Overijssel (CR);2024;1745
224;Totaal;Twente (CR);2017;6340
225;Totaal;Twente (CR);2018;6465
226;Totaal;Twente (CR);2019;6600
227;Totaal;Twente (CR);2020;6910
228;Totaal;Twente (CR);2021;7140
229;Totaal;Twente (CR);2022;7180
230;Totaal;Twente (CR);2023;7395
231;Totaal;Twente (CR);2024;7505
232;Totaal;Veluwe (CR);2017;5105
233;Totaal;Veluwe (CR);2018;5290
234;Totaal;Veluwe (CR);2019;5520
235;Totaal;Veluwe (CR);2020;5770
236;Totaal;Veluwe (CR);2021;6155
237;Totaal;Veluwe (CR);2022;6300
238;Totaal;Veluwe (CR);2023;6540
239;Totaal;Veluwe (CR);2024;6600
240;Totaal;Achterhoek (CR);2017;4350
241;Totaal;Achterhoek (CR);2018;4425
242;Totaal;Achterhoek (CR);2019;4415
243;Totaal;Achterhoek (CR);2020;4580
244;Totaal;Achterhoek (CR);2021;4565
245;Totaal;Achterhoek (CR);2022;4735
246;Totaal;Achterhoek (CR);2023;4735
247;Totaal;Achterhoek (CR);2024;4745
248;Totaal;Arnhem/Nijmegen (CR);2017;5370
249;Totaal;Arnhem/Nijmegen (CR);2018;5470
250;Totaal;Arnhem/Nijmegen (CR);2019;5800
251;Totaal;Arnhem/Nijmegen (CR);2020;6090
252;Totaal;Arnhem/Nijmegen (CR);2021;5985
253;Totaal;Arnhem/Nijmegen (CR);2022;6180
254;Totaal;Arnhem/Nijmegen (CR);2023;6400
255;Totaal;Arnhem/Nijmegen (CR);2024;6645
256;Totaal;Zuidwest-Gelderland (CR);2017;1255
257;Totaal;Zuidwest-Gelderland (CR);2018;1240
258;Totaal;Zuidwest-Gelderland (CR);2019;1325
259;Totaal;Zuidwest-Gelderland (CR);2020;1375
260;Totaal;Zuidwest-Gelderland (CR);2021;1430
261;Totaal;Zuidwest-Gelderland (CR);2022;1365
262;Totaal;Zuidwest-Gelderland (CR);2023;1385
263;Totaal;Zuidwest-Gelderland (CR);2024;1405
264;Totaal;Utrecht (CR);2017;6770
265;Totaal;Utrecht (CR);2018;6825
266;Totaal;Utrecht (CR);2019;7300
267;Totaal;Utrecht (CR);2020;8065
268;Totaal;Utrecht (CR);2021;8220
269;Totaal;Utrecht (CR);2022;8640
270;Totaal;Utrecht (CR);2023;8985
271;Totaal;Utrecht (CR);2024;9335
272;Totaal;Kop van Noord-Holland (CR);2017;2880
273;Totaal;Kop van Noord-Holland (CR);2018;2870
274;Totaal;Kop van Noord-Holland (CR);2019;3045
275;Totaal;Kop van Noord-Holland (CR);2020;3125
276;Totaal;Kop van Noord-Holland (CR);2021;3390
277;Totaal;Kop van Noord-Holland (CR);2022;3390
278;Totaal;Kop van Noord-Holland (CR);2023;3435
279;Totaal;Kop van Noord-Holland (CR);2024;3495
280;Totaal;Alkmaar en omgeving (CR);2017;2225
281;Totaal;Alkmaar en omgeving (CR);2018;2215
282;Totaal;Alkmaar en omgeving (CR);2019;2140
283;Totaal;Alkmaar en omgeving (CR);2020;2255
284;Totaal;Alkmaar en omgeving (CR);2021;2350
285;Totaal;Alkmaar en omgeving (CR);2022;2405
286;Totaal;Alkmaar en omgeving (CR);2023;2520
287;Totaal;Alkmaar en omgeving (CR);2024;2545
288;Totaal;IJmond (CR);2017;1840
289;Totaal;IJmond (CR);2018;1865
290;Totaal;IJmond (CR);2019;1925
291;Totaal;IJmond (CR);2020;1960
292;Totaal;IJmond (CR);2021;1960
293;Totaal;IJmond (CR);2022;1925
294;Totaal;IJmond (CR);2023;1990
295;Totaal;IJmond (CR);2024;1995
296;Totaal;Agglomeratie Haarlem (CR);2017;1135
297;Totaal;Agglomeratie Haarlem (CR);2018;1145
298;Totaal;Agglomeratie Haarlem (CR);2019;1255
299;Totaal;Agglomeratie Haarlem (CR);2020;1265
300;Totaal;Agglomeratie Haarlem (CR);2021;1355
301;Totaal;Agglomeratie Haarlem (CR);2022;1335
302;Totaal;Agglomeratie Haarlem (CR);2023;1380
303;Totaal;Agglomeratie Haarlem (CR);2024;1460
304;Totaal;Zaanstreek (CR);2017;445
305;Totaal;Zaanstreek (CR);2018;455
306;Totaal;Zaanstreek (CR);2019;550
307;Totaal;Zaanstreek (CR);2020;550
308;Totaal;Zaanstreek (CR);2021;530
309;Totaal;Zaanstreek (CR);2022;530
310;Totaal;Zaanstreek (CR);2023;520
311;Totaal;Zaanstreek (CR);2024;505
312;Totaal;Groot-Amsterdam (CR);2017;4530
313;Totaal;Groot-Amsterdam (CR);2018;4515
314;Totaal;Groot-Amsterdam (CR);2019;5135
315;Totaal;Groot-Amsterdam (CR);2020;5400
316;Totaal;Groot-Amsterdam (CR);2021;5625
317;Totaal;Groot-Amsterdam (CR);2022;5445
318;Totaal;Groot-Amsterdam (CR);2023;5615
319;Totaal;Groot-Amsterdam (CR);2024;5775
320;Totaal;Het Gooi en Vechtstreek (CR);2017;1875
321;Totaal;Het Gooi en Vechtstreek (CR);2018;1800
322;Totaal;Het Gooi en Vechtstreek (CR);2019;2020
323;Totaal;Het Gooi en Vechtstreek (CR);2020;2025
324;Totaal;Het Gooi en Vechtstreek (CR);2021;1975
325;Totaal;Het Gooi en Vechtstreek (CR);2022;2170
326;Totaal;Het Gooi en Vechtstreek (CR);2023;2075
327;Totaal;Het Gooi en Vechtstreek (CR);2024;1940
328;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2017;2240
329;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2018;2345
330;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2019;2525
331;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020;2630
332;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;2635
333;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;2815
334;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2023;2825
335;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2024;2765
336;Totaal;Agglomeratie 's-Gravenhage (CR);2017;5360
337;Totaal;Agglomeratie 's-Gravenhage (CR);2018;5610
338;Totaal;Agglomeratie 's-Gravenhage (CR);2019;5110
339;Totaal;Agglomeratie 's-Gravenhage (CR);2020;5120
340;Totaal;Agglomeratie 's-Gravenhage (CR);2021;6180
341;Totaal;Agglomeratie 's-Gravenhage (CR);2022;5910
342;Totaal;Agglomeratie 's-Gravenhage (CR);2023;5485
343;Totaal;Agglomeratie 's-Gravenhage (CR);2024;5525
344;Totaal;Delft en Westland (CR);2017;1020
345;Totaal;Delft en Westland (CR);2018;1025
346;Totaal;Delft en Westland (CR);2019;825
347;Totaal;Delft en Westland (CR);2020;815
348;Totaal;Delft en Westland (CR);2021;1045
349;Totaal;Delft en Westland (CR);2022;890
350;Totaal;Delft en Westland (CR);2023;910
351;Totaal;Delft en Westland (CR);2024;945
352;Totaal;Oost-Zuid-Holland (CR);2017;1205
353;Totaal;Oost-Zuid-Holland (CR);2018;1220
354;Totaal;Oost-Zuid-Holland (CR);2019;1345
355;Totaal;Oost-Zuid-Holland (CR);2020;1370
356;Totaal;Oost-Zuid-Holland (CR);2021;1370
357;Totaal;Oost-Zuid-Holland (CR);2022;1390
358;Totaal;Oost-Zuid-Holland (CR);2023;1360
359;Totaal;Oost-Zuid-Holland (CR);2024;1450
360;Totaal;Groot-Rijnmond (CR);2017;10175
361;Totaal;Groot-Rijnmond (CR);2018;10250
362;Totaal;Groot-Rijnmond (CR);2019;10265
363;Totaal;Groot-Rijnmond (CR);2020;10430
364;Totaal;Groot-Rijnmond (CR);2021;10545
365;Totaal;Groot-Rijnmond (CR);2022;10785
366;Totaal;Groot-Rijnmond (CR);2023;11160
367;Totaal;Groot-Rijnmond (CR);2024;11415
368;Totaal;Zuidoost-Zuid-Holland (CR);2017;2450
369;Totaal;Zuidoost-Zuid-Holland (CR);2018;2605
370;Totaal;Zuidoost-Zuid-Holland (CR);2019;2595
371;Totaal;Zuidoost-Zuid-Holland (CR);2020;2710
372;Totaal;Zuidoost-Zuid-Holland (CR);2021;2850
373;Totaal;Zuidoost-Zuid-Holland (CR);2022;2910
374;Totaal;Zuidoost-Zuid-Holland (CR);2023;3040
375;Totaal;Zuidoost-Zuid-Holland (CR);2024;3135
376;Totaal;Zeeuwsch-Vlaanderen (CR);2017;740
377;Totaal;Zeeuwsch-Vlaanderen (CR);2018;710
378;Totaal;Zeeuwsch-Vlaanderen (CR);2019;735
379;Totaal;Zeeuwsch-Vlaanderen (CR);2020;730
380;Totaal;Zeeuwsch-Vlaanderen (CR);2021;725
381;Totaal;Zeeuwsch-Vlaanderen (CR);2022;765
382;Totaal;Zeeuwsch-Vlaanderen (CR);2023;855
383;Totaal;Zeeuwsch-Vlaanderen (CR);2024;865
384;Totaal;Overig Zeeland (CR);2017;1660
385;Totaal;Overig Zeeland (CR);2018;1730
386;Totaal;Overig Zeeland (CR);2019;1815
387;Totaal;Overig Zeeland (CR);2020;1890
388;Totaal;Overig Zeeland (CR);2021;1985
389;Totaal;Overig Zeeland (CR);2022;1925
390;Totaal;Overig Zeeland (CR);2023;2035
391;Totaal;Overig Zeeland (CR);2024;2085
392;Totaal;West-Noord-Brabant (CR);2017;4435
393;Totaal;West-Noord-Brabant (CR);2018;4820
394;Totaal;West-Noord-Brabant (CR);2019;4590
395;Totaal;West-Noord-Brabant (CR);2020;4935
396;Totaal;West-Noord-Brabant (CR);2021;4970
397;Totaal;West-Noord-Brabant (CR);2022;5090
398;Totaal;West-Noord-Brabant (CR);2023;5250
399;Totaal;West-Noord-Brabant (CR);2024;5250
400;Totaal;Midden-Noord-Brabant (CR);2017;4360
401;Totaal;Midden-Noord-Brabant (CR);2018;4615
402;Totaal;Midden-Noord-Brabant (CR);2019;4620
403;Totaal;Midden-Noord-Brabant (CR);2020;4505
404;Totaal;Midden-Noord-Brabant (CR);2021;4690
405;Totaal;Midden-Noord-Brabant (CR);2022;5005
406;Totaal;Midden-Noord-Brabant (CR);2023;5225
407;Totaal;Midden-Noord-Brabant (CR);2024;5240
408;Totaal;Noordoost-Noord-Brabant (CR);2017;4115
409;Totaal;Noordoost-Noord-Brabant (CR);2018;4625
410;Totaal;Noordoost-Noord-Brabant (CR);2019;4970
411;Totaal;Noordoost-Noord-Brabant (CR);2020;5325
412;Totaal;Noordoost-Noord-Brabant (CR);2021;5405
413;Totaal;Noordoost-Noord-Brabant (CR);2022;5145
414;Totaal;Noordoost-Noord-Brabant (CR);2023;5365
415;Totaal;Noordoost-Noord-Brabant (CR);2024;5405
416;Totaal;Zuidoost-Noord-Brabant (CR);2017;3360
417;Totaal;Zuidoost-Noord-Brabant (CR);2018;3310
418;Totaal;Zuidoost-Noord-Brabant (CR);2019;3285
419;Totaal;Zuidoost-Noord-Brabant (CR);2020;3425
420;Totaal;Zuidoost-Noord-Brabant (CR);2021;3600
421;Totaal;Zuidoost-Noord-Brabant (CR);2022;3845
422;Totaal;Zuidoost-Noord-Brabant (CR);2023;3995
423;Totaal;Zuidoost-Noord-Brabant (CR);2024;4230
424;Totaal;Noord-Limburg (CR);2017;1655
425;Totaal;Noord-Limburg (CR);2018;1700
426;Totaal;Noord-Limburg (CR);2019;1755
427;Totaal;Noord-Limburg (CR);2020;1830
428;Totaal;Noord-Limburg (CR);2021;1795
429;Totaal;Noord-Limburg (CR);2022;1955
430;Totaal;Noord-Limburg (CR);2023;2040
431;Totaal;Noord-Limburg (CR);2024;2135
432;Totaal;Midden-Limburg (CR);2017;1880
433;Totaal;Midden-Limburg (CR);2018;1875
434;Totaal;Midden-Limburg (CR);2019;1890
435;Totaal;Midden-Limburg (CR);2020;1930
436;Totaal;Midden-Limburg (CR);2021;2035
437;Totaal;Midden-Limburg (CR);2022;2045
438;Totaal;Midden-Limburg (CR);2023;2115
439;Totaal;Midden-Limburg (CR);2024;2315
440;Totaal;Zuid-Limburg (CR);2017;4555
441;Totaal;Zuid-Limburg (CR);2018;4710
442;Totaal;Zuid-Limburg (CR);2019;4835
443;Totaal;Zuid-Limburg (CR);2020;4600
444;Totaal;Zuid-Limburg (CR);2021;4670
445;Totaal;Zuid-Limburg (CR);2022;4700
446;Totaal;Zuid-Limburg (CR);2023;4720
447;Totaal;Zuid-Limburg (CR);2024;5000
448;Totaal;Flevoland (CR);2017;1785
449;Totaal;Flevoland (CR);2018;1825
450;Totaal;Flevoland (CR);2019;1965
451;Totaal;Flevoland (CR);2020;1980
452;Totaal;Flevoland (CR);2021;2080
453;Totaal;Flevoland (CR);2022;2110
454;Totaal;Flevoland (CR);2023;2230
455;Totaal;Flevoland (CR);2024;2345
456;Woning;Nederland;2017;110740
457;Woning;Nederland;2018;113865
458;Woning;Nederland;2019;117065
459;Woning;Nederland;2020;121250
460;Woning;Nederland;2021;125310
461;Woning;Nederland;2022;126820
462;Woning;Nederland;2023;130475
463;Woning;Nederland;2024;133980
464;Woning;Noord-Nederland (LD);2017;15925
465;Woning;Noord-Nederland (LD);2018;16500
466;Woning;Noord-Nederland (LD);2019;17135
467;Woning;Noord-Nederland (LD);2020;17935
468;Woning;Noord-Nederland (LD);2021;18370
469;Woning;Noord-Nederland (LD);2022;18195
470;Woning;Noord-Nederland (LD);2023;18690
471;Woning;Noord-Nederland (LD);2024;19390
472;Woning;Oost-Nederland (LD);2017;26605
473;Woning;Oost-Nederland (LD);2018;27410
474;Woning;Oost-Nederland (LD);2019;28390
475;Woning;Oost-Nederland (LD);2020;29520
476;Woning;Oost-Nederland (LD);2021;30280
477;Woning;Oost-Nederland (LD);2022;30935
478;Woning;Oost-Nederland (LD);2023;32155
479;Woning;Oost-Nederland (LD);2024;33025
480;Woning;West-Nederland (LD);2017;44840
481;Woning;West-Nederland (LD);2018;45315
482;Woning;West-Nederland (LD);2019;46685
483;Woning;West-Nederland (LD);2020;48375
484;Woning;West-Nederland (LD);2021;50625
485;Woning;West-Nederland (LD);2022;51040
486;Woning;West-Nederland (LD);2023;52030
487;Woning;West-Nederland (LD);2024;53035
488;Woning;Zuid-Nederland (LD);2017;23365
489;Woning;Zuid-Nederland (LD);2018;24640
490;Woning;Zuid-Nederland (LD);2019;24855
491;Woning;Zuid-Nederland (LD);2020;25420
492;Woning;Zuid-Nederland (LD);2021;26040
493;Woning;Zuid-Nederland (LD);2022;26650
494;Woning;Zuid-Nederland (LD);2023;27600
495;Woning;Zuid-Nederland (LD);2024;28530
496;Woning;Groningen (PV);2017;4805
497;Woning;Groningen (PV);2018;4990
498;Woning;Groningen (PV);2019;5220
499;Woning;Groningen (PV);2020;5615
500;Woning;Groningen (PV);2021;5600
501;Woning;Groningen (PV);2022;5580
502;Woning;Groningen (PV);2023;5460
503;Woning;Groningen (PV);2024;5585
504;Woning;Fryslân (PV);2017;5870
505;Woning;Fryslân (PV);2018;5985
506;Woning;Fryslân (PV);2019;5990
507;Woning;Fryslân (PV);2020;6310
508;Woning;Fryslân (PV);2021;6705
509;Woning;Fryslân (PV);2022;6740
510;Woning;Fryslân (PV);2023;6925
511;Woning;Fryslân (PV);2024;7115
512;Woning;Drenthe (PV);2017;5250
513;Woning;Drenthe (PV);2018;5530
514;Woning;Drenthe (PV);2019;5925
515;Woning;Drenthe (PV);2020;6010
516;Woning;Drenthe (PV);2021;6065
517;Woning;Drenthe (PV);2022;5875
518;Woning;Drenthe (PV);2023;6305
519;Woning;Drenthe (PV);2024;6690
520;Woning;Overijssel (PV);2017;9715
521;Woning;Overijssel (PV);2018;10110
522;Woning;Overijssel (PV);2019;10335
523;Woning;Overijssel (PV);2020;10805
524;Woning;Overijssel (PV);2021;11140
525;Woning;Overijssel (PV);2022;11285
526;Woning;Overijssel (PV);2023;11815
527;Woning;Overijssel (PV);2024;12225
528;Woning;Flevoland (PV);2017;1715
529;Woning;Flevoland (PV);2018;1755
530;Woning;Flevoland (PV);2019;1895
531;Woning;Flevoland (PV);2020;1910
532;Woning;Flevoland (PV);2021;2010
533;Woning;Flevoland (PV);2022;2040
534;Woning;Flevoland (PV);2023;2155
535;Woning;Flevoland (PV);2024;2275
536;Woning;Gelderland (PV);2017;15175
537;Woning;Gelderland (PV);2018;15545
538;Woning;Gelderland (PV);2019;16160
539;Woning;Gelderland (PV);2020;16805
540;Woning;Gelderland (PV);2021;17125
541;Woning;Gelderland (PV);2022;17610
542;Woning;Gelderland (PV);2023;18180
543;Woning;Gelderland (PV);2024;18530
544;Woning;Utrecht (PV);2017;6465
545;Woning;Utrecht (PV);2018;6500
546;Woning;Utrecht (PV);2019;6970
547;Woning;Utrecht (PV);2020;7660
548;Woning;Utrecht (PV);2021;7830
549;Woning;Utrecht (PV);2022;8235
550;Woning;Utrecht (PV);2023;8580
551;Woning;Utrecht (PV);2024;8920
552;Woning;Noord-Holland (PV);2017;14410
553;Woning;Noord-Holland (PV);2018;14305
554;Woning;Noord-Holland (PV);2019;15470
555;Woning;Noord-Holland (PV);2020;15970
