ID;Geslacht;Leeftijd;MigratieachtergrondEnGeneratie;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2012;273.0;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2013;256.0;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2014;256.0;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2015;263.0;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2016;267.0;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2017;265.0;67.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2018;268.0;67.2
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2019;276.0;66.8
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Farmacie;2020;281.0;64.1
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2009;44.0;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2010;47.0;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2011;42.0;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2012;43.0;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2013;41.0;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2014;44.0;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2015;44.0;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2016;44.0;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2017;43.0;18.1
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2018;44.0;17.8
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2019;46.0;17.7
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Mondzorg;2020;41.0;16.3
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2009;26.0;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2010;27.0;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2011;28.0;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2012;30.0;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2013;29.0;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2014;34.0;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2015;30.0;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2016;30.0;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2017;29.0;1.6
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2018;31.0;1.6
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2019;31.0;1.6
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geboortezorg;2020;38.0;1.7
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2009;42.0;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2010;45.0;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2011;46.0;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2012;37.0;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2013;37.0;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2014;39.0;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2015;40.0;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2016;42.0;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2017;43.0;8.3
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2018;44.0;8.8
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2019;46.0;9.1
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Paramedische zorg;2020;43.0;8.8
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2009;81.0;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2010;85.0;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2011;86.0;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2012;89.0;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2013;86.0;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2014;88.0;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2015;89.0;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2016;83.0;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2017;84.0;13.6
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2018;86.0;13.8
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2019;90.0;14.1
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Hulpmiddelen;2020;93.0;13.7
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2009;35.0;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2010;36.0;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2011;34.0;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2012;34.0;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2013;36.0;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2014;38.0;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2015;37.0;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2016;38.0;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2017;37.0;3.8
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2018;40.0;3.8
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2019;41.0;3.8
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Ziekenvervoer;2020;40.0;3.6
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2009;18.0;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2010;21.0;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2011;16.0;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2012;15.0;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2013;15.0;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2014;14.0;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2015;14.0;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2016;13.0;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2017;16.0;1.6
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2018;17.0;1.6
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2019;17.0;1.6
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Buitenland;2020;12.0;0.8
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2009;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2010;;
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2011;;
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2012;;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2013;;
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2014;13.0;
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2015;15.0;
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2016;12.0;
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2017;13.0;1.3
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2018;13.0;1.3
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2019;14.0;1.3
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2020;14.0;1.3
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2009;;
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2010;;
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2011;;
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2012;;
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2013;;
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2014;208.0;
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2015;179.0;
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2016;188.0;
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2017;193.0;2.9
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2018;204.0;3.0
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2019;215.0;3.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2020;228.0;3.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2009;;
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2010;;
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2011;;
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2012;;
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2013;44.0;
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2014;42.0;
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2015;41.0;
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2016;41.0;
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2017;41.0;0.3
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2018;43.0;0.3
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2019;43.0;0.3
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2020;38.0;0.3
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2009;;
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2010;;
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2011;;
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2012;;
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2013;;
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2014;;
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2015;182.0;
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2016;188.0;
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2017;199.0;3.2
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2018;210.0;3.4
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2019;204.0;3.4
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2020;190.0;3.3
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2009;;
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2010;;
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2011;;
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2012;;
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2013;;
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2014;;
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2015;9.0;
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2016;9.0;
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2017;9.0;0.2
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2018;9.0;0.2
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2019;9.0;0.2
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Zorg zintuiglijk gehandicapten;2020;10.0;0.2
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2009;;
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2010;;
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2011;;
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2012;;
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2013;;
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2014;;
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2015;;
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2016;;
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2017;;
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2018;16.0;0.2
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2019;16.0;0.2
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijnsverblijf;2020;17.0;0.2
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2009;7.0;
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2010;7.0;
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2011;7.0;
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2012;5.0;
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2013;4.0;
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2014;;
210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2015;;
211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2016;;
212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2017;;
213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2018;;
214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2019;;
215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Eerstelijns psychologische zorg;2020;;
216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Tweedelijns geestelijke gezondheidszorg;2009;239.0;
217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Tweedelijns geestelijke gezondheidszorg;2010;249.0;
218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal migratieachtergrond en generatie;Tweedelijns geestelijke gezondheidszorg;2011;249.0;
