ID;TypeZelfstandige;Geslacht;BedrijfstakkenBranchesSBI2008;Persoonskenmerken;Perioden;Zelfstandige_1
58;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2013;484.6
59;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2014;495.6
60;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2015;508.4
61;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2016;518.1
62;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2017;527.9
63;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2018;532.6
64;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 45 tot 55 jaar;2019;530.0
65;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2007;292.6
66;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2008;313.7
67;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2009;325.3
68;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2010;320.4
69;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2011;328.5
70;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2012;327.0
71;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2013;326.4
72;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2014;332.6
73;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2015;340.7
74;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2016;351.0
75;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2017;368.7
76;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2018;385.3
77;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 55 tot 65 jaar;2019;404.1
78;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2007;78.0
79;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2008;88.9
80;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2009;100.0
81;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2010;103.2
82;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2011;109.1
83;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2012;120.1
84;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2013;127.3
85;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2014;135.4
86;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2015;140.6
87;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2016;146.1
88;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2017;156.3
89;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2018;165.5
90;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 65 tot 75 jaar;2019;177.3
91;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2007;14.9
92;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2008;15.6
93;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2009;16.5
94;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2010;17.6
95;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2011;18.7
96;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2012;19.7
97;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2013;20.2
98;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2014;21.7
99;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2015;22.8
100;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2016;24.1
101;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2017;26.4
102;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2018;28.6
103;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Leeftijd: 75 jaar of ouder;2019;33.3
104;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2007;1312.0
105;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2008;1375.3
106;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2009;1407.5
107;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2010;1393.2
108;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2011;1414.6
109;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2012;1422.0
110;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2013;1427.5
111;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2014;1439.4
112;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2015;1457.5
113;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2016;1471.7
114;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2017;1503.7
115;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2018;1533.4
116;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: Nederland;2019;1562.4
117;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2007;130.4
118;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2008;139.3
119;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2009;146.4
120;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2010;147.6
121;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2011;153.0
122;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2012;156.0
123;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2013;158.0
124;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2014;161.7
125;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2015;166.7
126;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2016;171.7
127;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2017;179.1
128;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2018;188.3
129;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: westers;2019;198.1
130;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2007;80.4
131;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2008;90.0
132;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2009;100.4
133;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2010;104.6
134;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2011;111.5
135;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2012;117.5
136;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2013;125.0
137;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2014;132.0
138;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2015;139.3
139;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2016;147.6
140;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2017;159.0
141;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2018;174.5
142;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Migratieachtergrond: niet-westers;2019;190.7
143;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2007;1050.7
144;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2008;1102.2
145;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2009;1134.7
146;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2010;1155.9
147;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2011;1027.3
148;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2012;1034.3
149;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2013;1034.6
150;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2014;1049.9
151;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2015;1068.4
152;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2016;1087.3
153;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2017;1119.6
154;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2018;1155.6
155;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostwinner;2019;1190.3
156;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2007;247.9
157;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2008;266.4
158;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2009;275.4
159;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2010;280.6
160;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2011;287.1
161;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2012;297.4
162;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2013;303.1
163;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2014;310.8
164;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2015;322.5
165;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2016;332.4
166;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2017;345.3
167;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2018;362.3
168;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. zonder partner;2019;379.9
169;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2007;802.8
170;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2008;835.8
171;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2009;859.3
172;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2010;875.2
173;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2011;740.2
174;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2012;736.8
175;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2013;731.5
176;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2014;739.1
177;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2015;745.9
178;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2016;754.9
179;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2017;774.3
180;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2018;793.3
181;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: hoofdkostw. met partner;2019;810.5
182;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2007;407.6
183;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2008;434.3
184;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2009;449.0
185;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2010;417.4
186;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2011;564.2
187;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2012;570.3
188;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2013;579.3
189;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2014;584.0
190;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2015;591.1
191;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2016;594.3
192;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2017;604.2
193;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2018;613.0
194;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: partner van hoofdkostwinner;2019;620.8
195;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2007;1.7
196;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2008;1.7
197;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2009;1.7
198;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2010;1.7
199;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2011;3.0
200;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2012;3.1
201;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2013;3.3
202;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2014;2.8
203;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2015;2.8
204;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2016;3.3
205;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2017;3.9
206;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2018;4.7
207;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind < 18 jaar;2019;5.4
208;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2007;49.3
209;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2008;51.8
210;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2009;56.7
211;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2010;59.0
212;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2011;66.5
213;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2012;70.6
214;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2013;75.8
215;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2014;79.0
216;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2015;82.9
217;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2016;86.9
218;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2017;92.8
219;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2018;100.3
220;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: kind >=18 jaar;2019;110.5
221;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: overig lid;2007;13.7
222;Zelfstandige;Totaal mannen en vrouwen;A-U Alle economische activiteiten;Positie hh: overig lid;2008;14.7
