ID;ReIntegratievoorzieningen;RegioS;Perioden;NieuweVoorzieningen_1;BeeindigdeVoorzieningen_2
204;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 januari;1990.0;1370.0
205;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 februari;1850.0;1680.0
206;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 maart;2170.0;1710.0
207;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 april;2120.0;1700.0
208;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 mei;1980.0;1520.0
209;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 juni;1970.0;1580.0
210;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 juli;1580.0;1520.0
211;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 augustus;1520.0;1340.0
212;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 september;2130.0;1540.0
213;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 oktober;2090.0;1600.0
214;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 november;2280.0;1640.0
215;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2016 december;1310.0;1660.0
216;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 januari;2400.0;1800.0
217;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 februari;1660.0;1230.0
218;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 maart;2200.0;1520.0
219;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 april;1870.0;1450.0
220;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 mei;2170.0;1680.0
221;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 juni;1860.0;1460.0
222;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 juli;1690.0;1520.0
223;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 augustus;1870.0;1440.0
224;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 september;2300.0;1660.0
225;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 oktober;2080.0;1720.0
226;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 november;2410.0;1710.0
227;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2017 december;1890.0;1390.0
228;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 januari;3120.0;1410.0
229;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 februari;2110.0;1360.0
230;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 maart;2380.0;1600.0
231;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 april;2240.0;1590.0
232;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 mei;2260.0;1620.0
233;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 juni;2160.0;1610.0
234;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 juli;2090.0;1610.0
235;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 augustus;2170.0;1710.0
236;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 september;2370.0;1820.0
237;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 oktober;2730.0;1910.0
238;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 november;2370.0;1760.0
239;Totaal re-integratievoorzieningen;Zuid-Nederland (LD);2018 december;1720.0;1600.0
240;Totaal re-integratievoorzieningen;Groningen (PV);2015 januari;570.0;380.0
241;Totaal re-integratievoorzieningen;Groningen (PV);2015 februari;640.0;470.0
242;Totaal re-integratievoorzieningen;Groningen (PV);2015 maart;760.0;550.0
243;Totaal re-integratievoorzieningen;Groningen (PV);2015 april;490.0;410.0
244;Totaal re-integratievoorzieningen;Groningen (PV);2015 mei;360.0;320.0
245;Totaal re-integratievoorzieningen;Groningen (PV);2015 juni;510.0;540.0
246;Totaal re-integratievoorzieningen;Groningen (PV);2015 juli;440.0;470.0
247;Totaal re-integratievoorzieningen;Groningen (PV);2015 augustus;450.0;480.0
248;Totaal re-integratievoorzieningen;Groningen (PV);2015 september;760.0;460.0
249;Totaal re-integratievoorzieningen;Groningen (PV);2015 oktober;730.0;590.0
250;Totaal re-integratievoorzieningen;Groningen (PV);2015 november;630.0;470.0
251;Totaal re-integratievoorzieningen;Groningen (PV);2015 december;470.0;470.0
252;Totaal re-integratievoorzieningen;Groningen (PV);2016 januari;560.0;430.0
253;Totaal re-integratievoorzieningen;Groningen (PV);2016 februari;680.0;530.0
254;Totaal re-integratievoorzieningen;Groningen (PV);2016 maart;810.0;620.0
255;Totaal re-integratievoorzieningen;Groningen (PV);2016 april;740.0;600.0
256;Totaal re-integratievoorzieningen;Groningen (PV);2016 mei;550.0;660.0
257;Totaal re-integratievoorzieningen;Groningen (PV);2016 juni;930.0;760.0
258;Totaal re-integratievoorzieningen;Groningen (PV);2016 juli;580.0;480.0
259;Totaal re-integratievoorzieningen;Groningen (PV);2016 augustus;570.0;460.0
260;Totaal re-integratievoorzieningen;Groningen (PV);2016 september;830.0;560.0
261;Totaal re-integratievoorzieningen;Groningen (PV);2016 oktober;840.0;710.0
262;Totaal re-integratievoorzieningen;Groningen (PV);2016 november;920.0;650.0
263;Totaal re-integratievoorzieningen;Groningen (PV);2016 december;820.0;1760.0
264;Totaal re-integratievoorzieningen;Groningen (PV);2017 januari;900.0;630.0
265;Totaal re-integratievoorzieningen;Groningen (PV);2017 februari;840.0;540.0
266;Totaal re-integratievoorzieningen;Groningen (PV);2017 maart;970.0;720.0
267;Totaal re-integratievoorzieningen;Groningen (PV);2017 april;710.0;570.0
268;Totaal re-integratievoorzieningen;Groningen (PV);2017 mei;860.0;620.0
269;Totaal re-integratievoorzieningen;Groningen (PV);2017 juni;730.0;610.0
270;Totaal re-integratievoorzieningen;Groningen (PV);2017 juli;790.0;770.0
271;Totaal re-integratievoorzieningen;Groningen (PV);2017 augustus;470.0;500.0
272;Totaal re-integratievoorzieningen;Groningen (PV);2017 september;830.0;630.0
273;Totaal re-integratievoorzieningen;Groningen (PV);2017 oktober;910.0;680.0
274;Totaal re-integratievoorzieningen;Groningen (PV);2017 november;920.0;600.0
275;Totaal re-integratievoorzieningen;Groningen (PV);2017 december;640.0;550.0
276;Totaal re-integratievoorzieningen;Groningen (PV);2018 januari;890.0;520.0
277;Totaal re-integratievoorzieningen;Groningen (PV);2018 februari;890.0;560.0
278;Totaal re-integratievoorzieningen;Groningen (PV);2018 maart;1030.0;780.0
279;Totaal re-integratievoorzieningen;Groningen (PV);2018 april;930.0;730.0
280;Totaal re-integratievoorzieningen;Groningen (PV);2018 mei;760.0;590.0
281;Totaal re-integratievoorzieningen;Groningen (PV);2018 juni;800.0;630.0
282;Totaal re-integratievoorzieningen;Groningen (PV);2018 juli;760.0;770.0
283;Totaal re-integratievoorzieningen;Groningen (PV);2018 augustus;450.0;620.0
284;Totaal re-integratievoorzieningen;Groningen (PV);2018 september;840.0;680.0
285;Totaal re-integratievoorzieningen;Groningen (PV);2018 oktober;830.0;670.0
286;Totaal re-integratievoorzieningen;Groningen (PV);2018 november;770.0;620.0
287;Totaal re-integratievoorzieningen;Groningen (PV);2018 december;470.0;840.0
288;Totaal re-integratievoorzieningen;Friesland (PV);2015 januari;480.0;380.0
289;Totaal re-integratievoorzieningen;Friesland (PV);2015 februari;500.0;400.0
290;Totaal re-integratievoorzieningen;Friesland (PV);2015 maart;510.0;360.0
291;Totaal re-integratievoorzieningen;Friesland (PV);2015 april;420.0;360.0
292;Totaal re-integratievoorzieningen;Friesland (PV);2015 mei;410.0;370.0
293;Totaal re-integratievoorzieningen;Friesland (PV);2015 juni;500.0;490.0
294;Totaal re-integratievoorzieningen;Friesland (PV);2015 juli;350.0;350.0
295;Totaal re-integratievoorzieningen;Friesland (PV);2015 augustus;400.0;370.0
296;Totaal re-integratievoorzieningen;Friesland (PV);2015 september;480.0;410.0
297;Totaal re-integratievoorzieningen;Friesland (PV);2015 oktober;530.0;380.0
298;Totaal re-integratievoorzieningen;Friesland (PV);2015 november;510.0;330.0
299;Totaal re-integratievoorzieningen;Friesland (PV);2015 december;350.0;310.0
300;Totaal re-integratievoorzieningen;Friesland (PV);2016 januari;380.0;260.0
301;Totaal re-integratievoorzieningen;Friesland (PV);2016 februari;440.0;330.0
302;Totaal re-integratievoorzieningen;Friesland (PV);2016 maart;440.0;370.0
303;Totaal re-integratievoorzieningen;Friesland (PV);2016 april;420.0;340.0
304;Totaal re-integratievoorzieningen;Friesland (PV);2016 mei;380.0;330.0
305;Totaal re-integratievoorzieningen;Friesland (PV);2016 juni;410.0;300.0
306;Totaal re-integratievoorzieningen;Friesland (PV);2016 juli;290.0;270.0
307;Totaal re-integratievoorzieningen;Friesland (PV);2016 augustus;220.0;220.0
308;Totaal re-integratievoorzieningen;Friesland (PV);2016 september;490.0;380.0
309;Totaal re-integratievoorzieningen;Friesland (PV);2016 oktober;410.0;300.0
310;Totaal re-integratievoorzieningen;Friesland (PV);2016 november;430.0;360.0
311;Totaal re-integratievoorzieningen;Friesland (PV);2016 december;300.0;270.0
312;Totaal re-integratievoorzieningen;Friesland (PV);2017 januari;380.0;260.0
313;Totaal re-integratievoorzieningen;Friesland (PV);2017 februari;340.0;250.0
314;Totaal re-integratievoorzieningen;Friesland (PV);2017 maart;400.0;300.0
315;Totaal re-integratievoorzieningen;Friesland (PV);2017 april;420.0;320.0
316;Totaal re-integratievoorzieningen;Friesland (PV);2017 mei;340.0;240.0
317;Totaal re-integratievoorzieningen;Friesland (PV);2017 juni;330.0;360.0
318;Totaal re-integratievoorzieningen;Friesland (PV);2017 juli;370.0;430.0
319;Totaal re-integratievoorzieningen;Friesland (PV);2017 augustus;230.0;180.0
320;Totaal re-integratievoorzieningen;Friesland (PV);2017 september;440.0;320.0
