ID;Geslacht;TypeZelfstandige;SociaaleconomischePositieJaarEerder;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StartendeZelfstandigen_1
39;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2018;28.8
40;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2019;35.8
41;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2020;39.0
42;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2021;41.3
43;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-I Handel, vervoer en horeca;2022;46.2
44;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2012;71.3
45;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2013;70.4
46;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2014;78.0
47;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2015;86.2
48;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2016;82.2
49;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2017;84.8
50;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2018;87.7
51;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2019;101.9
52;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2020;111.4
53;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2021;118.5
54;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G-N Commerciële dienstverlening;2022;130.5
55;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2012;31.7
56;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2013;31.8
57;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2014;35.4
58;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2015;40.5
59;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2016;37.2
60;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2017;40.8
61;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2018;44.9
62;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2019;50.2
63;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2020;53.1
64;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2021;57.9
65;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M-N Zakelijke dienstverlening;2022;64.4
66;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2012;39.7
67;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2013;49.0
68;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2014;50.8
69;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2015;53.3
70;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2016;48.3
71;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2017;47.3
72;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2018;46.0
73;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2019;60.4
74;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2020;55.0
75;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2021;64.5
76;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-Q Overheid en zorg;2022;69.5
77;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2012;52.2
78;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2013;61.7
79;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2014;64.8
80;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2015;69.8
81;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2016;64.3
82;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2017;63.6
83;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2018;62.0
84;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2019;79.8
85;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2020;73.8
86;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2021;84.1
87;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;O-U Niet-commerciële dienstverlening;2022;92.4
88;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2012;12.5
89;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2013;12.8
90;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2014;14.0
91;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2015;16.4
92;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016;16.0
93;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2017;16.3
94;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2018;16.0
95;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2019;19.4
96;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2020;18.9
97;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2021;19.7
98;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;R-U Cultuur, recreatie, overige diensten;2022;22.9
99;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2012;3.5
100;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2013;3.7
101;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2014;3.7
102;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2015;4.3
103;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2016;4.1
104;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2017;4.1
105;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2018;4.1
106;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2019;4.5
107;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2020;4.5
108;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2021;4.8
109;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;A Landbouw, bosbouw en visserij;2022;5.5
110;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2012;0.0
111;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2013;0.0
112;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2014;0.0
113;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2015;0.0
114;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2016;0.0
115;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2017;0.0
116;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2018;0.0
117;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2019;0.1
118;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2020;0.1
119;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2021;0.1
120;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;B Delfstoffenwinning;2022;0.1
121;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2012;3.2
122;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2013;3.2
123;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2014;3.5
124;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2015;4.0
125;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2016;4.0
126;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2017;4.2
127;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2018;4.4
128;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2019;5.3
129;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2020;5.5
130;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2021;6.1
131;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;C Industrie;2022;6.2
132;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2012;0.0
133;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2013;0.1
134;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2014;0.1
135;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2015;0.2
136;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2016;0.0
137;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2017;0.0
138;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2018;0.2
139;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2019;1.2
140;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2020;1.0
141;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2021;2.0
142;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;D Energievoorziening;2022;1.4
143;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2012;0.1
144;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2013;0.1
145;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2014;0.1
146;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2015;0.2
147;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2016;0.1
148;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2017;0.1
149;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2018;0.2
150;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2019;0.2
151;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2020;0.1
152;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2021;0.1
153;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;E Waterbedrijven en afvalbeheer;2022;0.1
154;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2012;10.5
155;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2013;10.7
156;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2014;12.4
157;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2015;13.8
158;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2016;13.3
159;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2017;14.8
160;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2018;18.7
161;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2019;21.2
162;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2020;21.6
163;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2021;25.6
164;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;F Bouwnijverheid;2022;33.1
165;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2012;16.3
166;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2013;16.4
167;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2014;18.0
168;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2015;19.4
169;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2016;18.2
170;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2017;17.3
171;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2018;16.4
172;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2019;19.1
173;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2020;24.3
174;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2021;24.2
175;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;G Handel;2022;22.1
176;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2012;5.1
177;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2013;4.2
178;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2014;4.8
179;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2015;5.0
180;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2016;5.9
181;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2017;5.7
182;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2018;5.4
183;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2019;6.2
184;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2020;6.2
185;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2021;7.6
186;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;H Vervoer en opslag;2022;9.6
187;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2012;5.4
188;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2013;5.5
189;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2014;6.0
190;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2015;6.4
191;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2016;6.5
192;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2017;6.5
193;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2018;6.9
194;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2019;10.5
195;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2020;8.6
196;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2021;9.5
197;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;I Horeca;2022;14.5
198;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2012;6.9
199;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2013;6.4
200;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2014;6.7
201;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2015;8.8
202;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2016;8.3
203;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2017;8.1
204;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2018;8.3
205;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2019;10.2
206;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2020;13.7
207;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2021;13.3
208;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;J Informatie en communicatie;2022;13.7
209;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2012;4.9
210;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2013;4.8
211;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2014;6.1
212;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2015;4.9
213;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2016;4.9
214;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2017;5.1
215;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2018;4.6
216;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2019;4.5
217;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2020;4.2
218;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2021;4.4
219;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;K Financiële dienstverlening;2022;4.8
220;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2012;1.1
221;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2013;1.2
222;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2014;1.1
223;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2015;1.1
224;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2016;1.2
225;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2017;1.3
226;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2018;1.2
227;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2019;1.4
228;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2020;1.4
229;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2021;1.6
230;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;L Verhuur en handel van onroerend goed;2022;1.4
231;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2012;23.5
232;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2013;23.6
233;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2014;26.0
234;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2015;30.2
235;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2016;27.4
236;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2017;28.3
237;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2018;30.5
238;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2019;35.7
239;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2020;35.2
240;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2021;39.1
241;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;M Specialistische zakelijke diensten;2022;40.8
242;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2012;8.2
243;Totaal mannen en vrouwen;Zelfstandige;Totaal;Totaal personen;N Verhuur en overige zakelijke diensten;2013;8.3
