ID;InstitutioneleSectoren;TransactiesEnSaldi;Perioden;OverheidsproductieEnConsumptie_1
211;Overheid;B1g Bruto toegevoegde waarde;2003;65926
212;Overheid;B1g Bruto toegevoegde waarde;2004;67543
213;Overheid;B1g Bruto toegevoegde waarde;2005;70764
214;Overheid;B1g Bruto toegevoegde waarde;2006;74031
215;Overheid;B1g Bruto toegevoegde waarde;2007;76555
216;Overheid;B1g Bruto toegevoegde waarde;2008;83095
217;Overheid;B1g Bruto toegevoegde waarde;2009;84204
218;Overheid;B1g Bruto toegevoegde waarde;2010;86655
219;Overheid;B1g Bruto toegevoegde waarde;2011;87713
220;Overheid;B1g Bruto toegevoegde waarde;2012;90020
221;Overheid;B1g Bruto toegevoegde waarde;2013;90689
222;Overheid;B1g Bruto toegevoegde waarde;2014;88947
223;Overheid;B1g Bruto toegevoegde waarde;2015;87541
224;Overheid;B1g Bruto toegevoegde waarde;2016;87258
225;Overheid;B1g Bruto toegevoegde waarde;2017;89158
226;Overheid;B1g Bruto toegevoegde waarde;2018;91996
227;Overheid;B1g Bruto toegevoegde waarde;2019;95679
228;Overheid;B1g Bruto toegevoegde waarde;2020;98985
229;Overheid;B1g Bruto toegevoegde waarde;2021;104806
230;Overheid;B1g Bruto toegevoegde waarde;2022;118782
231;Overheid;B1g Bruto toegevoegde waarde;2023;120300
232;Overheid;P51c Verbruik van vaste activa;1995;10460
233;Overheid;P51c Verbruik van vaste activa;1996;10778
234;Overheid;P51c Verbruik van vaste activa;1997;11174
235;Overheid;P51c Verbruik van vaste activa;1998;11531
236;Overheid;P51c Verbruik van vaste activa;1999;12090
237;Overheid;P51c Verbruik van vaste activa;2000;12928
238;Overheid;P51c Verbruik van vaste activa;2001;13824
239;Overheid;P51c Verbruik van vaste activa;2002;14805
240;Overheid;P51c Verbruik van vaste activa;2003;15611
241;Overheid;P51c Verbruik van vaste activa;2004;16300
242;Overheid;P51c Verbruik van vaste activa;2005;16912
243;Overheid;P51c Verbruik van vaste activa;2006;17676
244;Overheid;P51c Verbruik van vaste activa;2007;18537
245;Overheid;P51c Verbruik van vaste activa;2008;19453
246;Overheid;P51c Verbruik van vaste activa;2009;20081
247;Overheid;P51c Verbruik van vaste activa;2010;20843
248;Overheid;P51c Verbruik van vaste activa;2011;21373
249;Overheid;P51c Verbruik van vaste activa;2012;21872
250;Overheid;P51c Verbruik van vaste activa;2013;22347
251;Overheid;P51c Verbruik van vaste activa;2014;22606
252;Overheid;P51c Verbruik van vaste activa;2015;22778
253;Overheid;P51c Verbruik van vaste activa;2016;22884
254;Overheid;P51c Verbruik van vaste activa;2017;23386
255;Overheid;P51c Verbruik van vaste activa;2018;24120
256;Overheid;P51c Verbruik van vaste activa;2019;24952
257;Overheid;P51c Verbruik van vaste activa;2020;25805
258;Overheid;P51c Verbruik van vaste activa;2021;26946
259;Overheid;P51c Verbruik van vaste activa;2022;29168
260;Overheid;P51c Verbruik van vaste activa;2023;30853
261;Overheid;B1n Netto toegevoegde waarde;1995;33880
262;Overheid;B1n Netto toegevoegde waarde;1996;34361
263;Overheid;B1n Netto toegevoegde waarde;1997;35774
264;Overheid;B1n Netto toegevoegde waarde;1998;37348
265;Overheid;B1n Netto toegevoegde waarde;1999;38991
266;Overheid;B1n Netto toegevoegde waarde;2000;41902
267;Overheid;B1n Netto toegevoegde waarde;2001;45269
268;Overheid;B1n Netto toegevoegde waarde;2002;47730
269;Overheid;B1n Netto toegevoegde waarde;2003;50315
270;Overheid;B1n Netto toegevoegde waarde;2004;51243
271;Overheid;B1n Netto toegevoegde waarde;2005;53852
272;Overheid;B1n Netto toegevoegde waarde;2006;56355
273;Overheid;B1n Netto toegevoegde waarde;2007;58018
274;Overheid;B1n Netto toegevoegde waarde;2008;63642
275;Overheid;B1n Netto toegevoegde waarde;2009;64123
276;Overheid;B1n Netto toegevoegde waarde;2010;65812
277;Overheid;B1n Netto toegevoegde waarde;2011;66340
278;Overheid;B1n Netto toegevoegde waarde;2012;68148
279;Overheid;B1n Netto toegevoegde waarde;2013;68342
280;Overheid;B1n Netto toegevoegde waarde;2014;66341
281;Overheid;B1n Netto toegevoegde waarde;2015;64763
282;Overheid;B1n Netto toegevoegde waarde;2016;64374
283;Overheid;B1n Netto toegevoegde waarde;2017;65772
284;Overheid;B1n Netto toegevoegde waarde;2018;67876
285;Overheid;B1n Netto toegevoegde waarde;2019;70727
286;Overheid;B1n Netto toegevoegde waarde;2020;73180
287;Overheid;B1n Netto toegevoegde waarde;2021;77860
288;Overheid;B1n Netto toegevoegde waarde;2022;89614
289;Overheid;B1n Netto toegevoegde waarde;2023;89447
290;Overheid;D1 Beloning van werknemers;1995;32069
291;Overheid;D1 Beloning van werknemers;1996;32441
292;Overheid;D1 Beloning van werknemers;1997;33813
293;Overheid;D1 Beloning van werknemers;1998;35585
294;Overheid;D1 Beloning van werknemers;1999;37459
295;Overheid;D1 Beloning van werknemers;2000;39623
296;Overheid;D1 Beloning van werknemers;2001;42409
297;Overheid;D1 Beloning van werknemers;2002;45363
298;Overheid;D1 Beloning van werknemers;2003;47821
299;Overheid;D1 Beloning van werknemers;2004;48722
300;Overheid;D1 Beloning van werknemers;2005;49422
301;Overheid;D1 Beloning van werknemers;2006;50552
302;Overheid;D1 Beloning van werknemers;2007;52454
303;Overheid;D1 Beloning van werknemers;2008;55529
304;Overheid;D1 Beloning van werknemers;2009;58437
305;Overheid;D1 Beloning van werknemers;2010;59896
306;Overheid;D1 Beloning van werknemers;2011;59804
307;Overheid;D1 Beloning van werknemers;2012;60227
308;Overheid;D1 Beloning van werknemers;2013;60074
309;Overheid;D1 Beloning van werknemers;2014;60168
310;Overheid;D1 Beloning van werknemers;2015;60227
311;Overheid;D1 Beloning van werknemers;2016;61498
312;Overheid;D1 Beloning van werknemers;2017;63121
313;Overheid;D1 Beloning van werknemers;2018;65537
314;Overheid;D1 Beloning van werknemers;2019;68819
315;Overheid;D1 Beloning van werknemers;2020;72588
316;Overheid;D1 Beloning van werknemers;2021;75463
317;Overheid;D1 Beloning van werknemers;2022;82007
318;Overheid;D1 Beloning van werknemers;2023;88838
319;Overheid;D11 Lonen;1995;25427
320;Overheid;D11 Lonen;1996;25575
321;Overheid;D11 Lonen;1997;27085
322;Overheid;D11 Lonen;1998;27450
323;Overheid;D11 Lonen;1999;29047
324;Overheid;D11 Lonen;2000;30783
325;Overheid;D11 Lonen;2001;32916
326;Overheid;D11 Lonen;2002;34971
327;Overheid;D11 Lonen;2003;36694
328;Overheid;D11 Lonen;2004;36510
329;Overheid;D11 Lonen;2005;36706
330;Overheid;D11 Lonen;2006;38244
331;Overheid;D11 Lonen;2007;39799
332;Overheid;D11 Lonen;2008;41573
333;Overheid;D11 Lonen;2009;44064
334;Overheid;D11 Lonen;2010;45565
335;Overheid;D11 Lonen;2011;45180
336;Overheid;D11 Lonen;2012;45087
337;Overheid;D11 Lonen;2013;44872
338;Overheid;D11 Lonen;2014;44586
339;Overheid;D11 Lonen;2015;45165
340;Overheid;D11 Lonen;2016;46372
341;Overheid;D11 Lonen;2017;47148
342;Overheid;D11 Lonen;2018;48059
343;Overheid;D11 Lonen;2019;50256
344;Overheid;D11 Lonen;2020;53603
345;Overheid;D11 Lonen;2021;55553
346;Overheid;D11 Lonen;2022;59633
347;Overheid;D11 Lonen;2023;65143
348;Overheid;D12 Sociale premies t.l.v. werkgevers;1995;6642
349;Overheid;D12 Sociale premies t.l.v. werkgevers;1996;6866
350;Overheid;D12 Sociale premies t.l.v. werkgevers;1997;6728
351;Overheid;D12 Sociale premies t.l.v. werkgevers;1998;8135
352;Overheid;D12 Sociale premies t.l.v. werkgevers;1999;8412
353;Overheid;D12 Sociale premies t.l.v. werkgevers;2000;8840
354;Overheid;D12 Sociale premies t.l.v. werkgevers;2001;9493
355;Overheid;D12 Sociale premies t.l.v. werkgevers;2002;10392
356;Overheid;D12 Sociale premies t.l.v. werkgevers;2003;11127
357;Overheid;D12 Sociale premies t.l.v. werkgevers;2004;12212
358;Overheid;D12 Sociale premies t.l.v. werkgevers;2005;12716
359;Overheid;D12 Sociale premies t.l.v. werkgevers;2006;12308
360;Overheid;D12 Sociale premies t.l.v. werkgevers;2007;12655
361;Overheid;D12 Sociale premies t.l.v. werkgevers;2008;13956
362;Overheid;D12 Sociale premies t.l.v. werkgevers;2009;14373
363;Overheid;D12 Sociale premies t.l.v. werkgevers;2010;14331
364;Overheid;D12 Sociale premies t.l.v. werkgevers;2011;14624
365;Overheid;D12 Sociale premies t.l.v. werkgevers;2012;15140
366;Overheid;D12 Sociale premies t.l.v. werkgevers;2013;15202
367;Overheid;D12 Sociale premies t.l.v. werkgevers;2014;15582
368;Overheid;D12 Sociale premies t.l.v. werkgevers;2015;15062
369;Overheid;D12 Sociale premies t.l.v. werkgevers;2016;15126
370;Overheid;D12 Sociale premies t.l.v. werkgevers;2017;15973
371;Overheid;D12 Sociale premies t.l.v. werkgevers;2018;17478
372;Overheid;D12 Sociale premies t.l.v. werkgevers;2019;18563
373;Overheid;D12 Sociale premies t.l.v. werkgevers;2020;18985
374;Overheid;D12 Sociale premies t.l.v. werkgevers;2021;19910
375;Overheid;D12 Sociale premies t.l.v. werkgevers;2022;22374
376;Overheid;D12 Sociale premies t.l.v. werkgevers;2023;23695
377;Overheid;D29 Niet-productgebonden belastingen;1995;316
378;Overheid;D29 Niet-productgebonden belastingen;1996;323
379;Overheid;D29 Niet-productgebonden belastingen;1997;335
380;Overheid;D29 Niet-productgebonden belastingen;1998;366
381;Overheid;D29 Niet-productgebonden belastingen;1999;444
382;Overheid;D29 Niet-productgebonden belastingen;2000;471
383;Overheid;D29 Niet-productgebonden belastingen;2001;502
384;Overheid;D29 Niet-productgebonden belastingen;2002;534
385;Overheid;D29 Niet-productgebonden belastingen;2003;530
386;Overheid;D29 Niet-productgebonden belastingen;2004;546
387;Overheid;D29 Niet-productgebonden belastingen;2005;568
388;Overheid;D29 Niet-productgebonden belastingen;2006;584
389;Overheid;D29 Niet-productgebonden belastingen;2007;601
390;Overheid;D29 Niet-productgebonden belastingen;2008;657
391;Overheid;D29 Niet-productgebonden belastingen;2009;673
392;Overheid;D29 Niet-productgebonden belastingen;2010;678
393;Overheid;D29 Niet-productgebonden belastingen;2011;708
394;Overheid;D29 Niet-productgebonden belastingen;2012;632
395;Overheid;D29 Niet-productgebonden belastingen;2013;754
396;Overheid;D29 Niet-productgebonden belastingen;2014;751
397;Overheid;D29 Niet-productgebonden belastingen;2015;953
398;Overheid;D29 Niet-productgebonden belastingen;2016;962
399;Overheid;D29 Niet-productgebonden belastingen;2017;971
400;Overheid;D29 Niet-productgebonden belastingen;2018;979
401;Overheid;D29 Niet-productgebonden belastingen;2019;905
402;Overheid;D29 Niet-productgebonden belastingen;2020;1000
403;Overheid;D29 Niet-productgebonden belastingen;2021;973
404;Overheid;D29 Niet-productgebonden belastingen;2022;1114
405;Overheid;D29 Niet-productgebonden belastingen;2023;1268
406;Overheid;D39 Subsidies niet-productgebonden;1995;-26
407;Overheid;D39 Subsidies niet-productgebonden;1996;-88
408;Overheid;D39 Subsidies niet-productgebonden;1997;-134
409;Overheid;D39 Subsidies niet-productgebonden;1998;-180
410;Overheid;D39 Subsidies niet-productgebonden;1999;-222
411;Overheid;D39 Subsidies niet-productgebonden;2000;-245
412;Overheid;D39 Subsidies niet-productgebonden;2001;-298
413;Overheid;D39 Subsidies niet-productgebonden;2002;-339
414;Overheid;D39 Subsidies niet-productgebonden;2003;-334
415;Overheid;D39 Subsidies niet-productgebonden;2004;-538
416;Overheid;D39 Subsidies niet-productgebonden;2005;-370
417;Overheid;D39 Subsidies niet-productgebonden;2006;-349
418;Overheid;D39 Subsidies niet-productgebonden;2007;-337
419;Overheid;D39 Subsidies niet-productgebonden;2008;-343
420;Overheid;D39 Subsidies niet-productgebonden;2009;-415
421;Overheid;D39 Subsidies niet-productgebonden;2010;-369
422;Overheid;D39 Subsidies niet-productgebonden;2011;-325
423;Overheid;D39 Subsidies niet-productgebonden;2012;-258
424;Overheid;D39 Subsidies niet-productgebonden;2013;-79
425;Overheid;D39 Subsidies niet-productgebonden;2014;-38
426;Overheid;D39 Subsidies niet-productgebonden;2015;-37
427;Overheid;D39 Subsidies niet-productgebonden;2016;-41
428;Overheid;D39 Subsidies niet-productgebonden;2017;-95
429;Overheid;D39 Subsidies niet-productgebonden;2018;-93
430;Overheid;D39 Subsidies niet-productgebonden;2019;-90
431;Overheid;D39 Subsidies niet-productgebonden;2020;-481
432;Overheid;D39 Subsidies niet-productgebonden;2021;-419
433;Overheid;D39 Subsidies niet-productgebonden;2022;-362
434;Overheid;D39 Subsidies niet-productgebonden;2023;-389
435;Overheid;B2n Netto exploitatieoverschot;1995;1521
436;Overheid;B2n Netto exploitatieoverschot;1996;1685
437;Overheid;B2n Netto exploitatieoverschot;1997;1760
438;Overheid;B2n Netto exploitatieoverschot;1998;1577
439;Overheid;B2n Netto exploitatieoverschot;1999;1310
440;Overheid;B2n Netto exploitatieoverschot;2000;2053
441;Overheid;B2n Netto exploitatieoverschot;2001;2656
442;Overheid;B2n Netto exploitatieoverschot;2002;2172
443;Overheid;B2n Netto exploitatieoverschot;2003;2298
444;Overheid;B2n Netto exploitatieoverschot;2004;2513
445;Overheid;B2n Netto exploitatieoverschot;2005;4232
446;Overheid;B2n Netto exploitatieoverschot;2006;5568
447;Overheid;B2n Netto exploitatieoverschot;2007;5300
448;Overheid;B2n Netto exploitatieoverschot;2008;7799
449;Overheid;B2n Netto exploitatieoverschot;2009;5428
450;Overheid;B2n Netto exploitatieoverschot;2010;5607
451;Overheid;B2n Netto exploitatieoverschot;2011;6153
452;Overheid;B2n Netto exploitatieoverschot;2012;7547
453;Overheid;B2n Netto exploitatieoverschot;2013;7593
454;Overheid;B2n Netto exploitatieoverschot;2014;5460
455;Overheid;B2n Netto exploitatieoverschot;2015;3620
456;Overheid;B2n Netto exploitatieoverschot;2016;1955
457;Overheid;B2n Netto exploitatieoverschot;2017;1775
458;Overheid;B2n Netto exploitatieoverschot;2018;1453
459;Overheid;B2n Netto exploitatieoverschot;2019;1093
460;Overheid;B2n Netto exploitatieoverschot;2020;73
461;Overheid;B2n Netto exploitatieoverschot;2021;1843
462;Overheid;B2n Netto exploitatieoverschot;2022;6855
463;Overheid;B2n Netto exploitatieoverschot;2023;-270
464;Overheid;P3 Consumptieve bestedingen;1995;73583
465;Overheid;P3 Consumptieve bestedingen;1996;73430
466;Overheid;P3 Consumptieve bestedingen;1997;77200
467;Overheid;P3 Consumptieve bestedingen;1998;81804
468;Overheid;P3 Consumptieve bestedingen;1999;86110
469;Overheid;P3 Consumptieve bestedingen;2000;92704
470;Overheid;P3 Consumptieve bestedingen;2001;100928
471;Overheid;P3 Consumptieve bestedingen;2002;110735
472;Overheid;P3 Consumptieve bestedingen;2003;117563
473;Overheid;P3 Consumptieve bestedingen;2004;119681
474;Overheid;P3 Consumptieve bestedingen;2005;123401
475;Overheid;P3 Consumptieve bestedingen;2006;136316
476;Overheid;P3 Consumptieve bestedingen;2007;144773
477;Overheid;P3 Consumptieve bestedingen;2008;152765
478;Overheid;P3 Consumptieve bestedingen;2009;163571
479;Overheid;P3 Consumptieve bestedingen;2010;168710
480;Overheid;P3 Consumptieve bestedingen;2011;168827
481;Overheid;P3 Consumptieve bestedingen;2012;171023
482;Overheid;P3 Consumptieve bestedingen;2013;171367
483;Overheid;P3 Consumptieve bestedingen;2014;173826
484;Overheid;P3 Consumptieve bestedingen;2015;173811
485;Overheid;P3 Consumptieve bestedingen;2016;176489
486;Overheid;P3 Consumptieve bestedingen;2017;181470
487;Overheid;P3 Consumptieve bestedingen;2018;190649
488;Overheid;P3 Consumptieve bestedingen;2019;202262
489;Overheid;P3 Consumptieve bestedingen;2020;209743
490;Overheid;P3 Consumptieve bestedingen;2021;226371
491;Overheid;P3 Consumptieve bestedingen;2022;241898
492;Overheid;P3 Consumptieve bestedingen;2023;264091
493;Overheid;P31 Individuele consumptieve bestedingen;1995;43692
494;Overheid;P31 Individuele consumptieve bestedingen;1996;43498
495;Overheid;P31 Individuele consumptieve bestedingen;1997;45965
496;Overheid;P31 Individuele consumptieve bestedingen;1998;49218
497;Overheid;P31 Individuele consumptieve bestedingen;1999;52030
498;Overheid;P31 Individuele consumptieve bestedingen;2000;56644
499;Overheid;P31 Individuele consumptieve bestedingen;2001;62004
500;Overheid;P31 Individuele consumptieve bestedingen;2002;68875
501;Overheid;P31 Individuele consumptieve bestedingen;2003;73403
502;Overheid;P31 Individuele consumptieve bestedingen;2004;75758
503;Overheid;P31 Individuele consumptieve bestedingen;2005;78589
