ID;Persoonskenmerken;Perioden;InwonersMetNederlandseNationaliteit_1;NeemtNietDeel_2;NeemtDeel_3;Gemiddeld_4;NeemtNietDeel_5;NeemtDeel_6;Gemiddeld_7
28;Mannen;2015;7857;4721.0;3136.0;2.0;2218.0;5639.0;2.0
29;Mannen;2016;7867;4623.0;3244.0;2.1;2105.0;5762.0;1.9
30;Vrouwen;2002;7665;4421.0;3244.0;2.0;1877.0;5788.0;2.0
31;Vrouwen;2003;7703;4452.0;3252.0;2.0;1939.0;5764.0;1.9
32;Vrouwen;2004;7735;4496.0;3239.0;2.0;1856.0;5879.0;2.0
33;Vrouwen;2005;7758;4568.0;3190.0;1.9;1932.0;5826.0;1.9
34;Vrouwen;2006;7779;4569.0;3209.0;1.9;2035.0;5744.0;2.0
35;Vrouwen;2007;7797;4577.0;3220.0;1.9;2109.0;5688.0;1.9
36;Vrouwen;2008;7819;4631.0;3187.0;1.9;1929.0;5889.0;2.0
37;Vrouwen;2009;7841;4528.0;3314.0;1.9;2021.0;5820.0;2.0
38;Vrouwen;2010;7879;4610.0;3268.0;1.9;1956.0;5923.0;1.9
39;Vrouwen;2011;7901;4614.0;3288.0;1.9;1975.0;5926.0;1.9
40;Vrouwen;2012;7926;4515.0;3410.0;2.0;2050.0;5876.0;1.9
41;Vrouwen;2013;7948;4724.0;3223.0;1.9;2117.0;5831.0;1.9
42;Vrouwen;2014;7944;4630.0;3315.0;2.0;2217.0;5728.0;1.9
43;Vrouwen;2015;7968;4550.0;3418.0;1.9;2123.0;5845.0;1.9
44;Vrouwen;2016;7976;4527.0;3449.0;1.9;2083.0;5893.0;1.9
45;0 tot 6 jaar;2002;1112;628.0;484.0;1.8;178.0;934.0;1.8
46;0 tot 6 jaar;2003;1120;663.0;457.0;1.7;243.0;877.0;1.7
47;0 tot 6 jaar;2004;1131;623.0;508.0;1.7;216.0;914.0;1.8
48;0 tot 6 jaar;2005;1110;613.0;497.0;1.7;200.0;910.0;1.7
49;0 tot 6 jaar;2006;1099;612.0;486.0;1.7;254.0;845.0;1.6
50;0 tot 6 jaar;2007;1050;633.0;417.0;1.8;241.0;809.0;1.6
51;0 tot 6 jaar;2008;1082;628.0;454.0;1.8;225.0;856.0;1.8
52;0 tot 6 jaar;2009;1009;580.0;429.0;2.2;226.0;784.0;1.8
53;0 tot 6 jaar;2010;1008;525.0;484.0;1.8;216.0;793.0;1.7
54;0 tot 6 jaar;2011;1043;569.0;474.0;1.9;175.0;868.0;1.7
55;0 tot 6 jaar;2012;995;537.0;459.0;1.9;192.0;803.0;1.8
56;0 tot 6 jaar;2013;998;564.0;434.0;1.7;135.0;863.0;1.8
57;0 tot 6 jaar;2014;981;544.0;437.0;1.6;153.0;828.0;1.7
58;0 tot 6 jaar;2015;938;495.0;444.0;1.7;168.0;771.0;1.8
59;0 tot 6 jaar;2016;953;490.0;462.0;1.7;193.0;759.0;1.8
60;6 tot13 jaar;2002;1385;733.0;653.0;2.0;222.0;1163.0;1.8
61;6 tot13 jaar;2003;1338;736.0;602.0;2.0;200.0;1138.0;1.8
62;6 tot13 jaar;2004;1334;761.0;573.0;1.9;225.0;1110.0;1.8
63;6 tot13 jaar;2005;1351;748.0;603.0;1.8;242.0;1110.0;1.8
64;6 tot13 jaar;2006;1334;692.0;642.0;1.9;238.0;1096.0;1.8
65;6 tot13 jaar;2007;1375;752.0;623.0;1.8;259.0;1115.0;1.9
66;6 tot13 jaar;2008;1338;747.0;591.0;1.8;236.0;1103.0;1.9
67;6 tot13 jaar;2009;1417;775.0;643.0;1.8;227.0;1190.0;1.8
68;6 tot13 jaar;2010;1376;748.0;628.0;1.7;214.0;1162.0;1.7
69;6 tot13 jaar;2011;1358;776.0;582.0;2.0;193.0;1165.0;1.8
70;6 tot13 jaar;2012;1381;748.0;633.0;1.8;251.0;1131.0;1.8
71;6 tot13 jaar;2013;1354;733.0;621.0;1.8;197.0;1156.0;1.8
72;6 tot13 jaar;2014;1327;715.0;612.0;1.7;224.0;1103.0;1.8
73;6 tot13 jaar;2015;1336;737.0;599.0;1.7;227.0;1109.0;1.9
74;6 tot13 jaar;2016;1302;724.0;578.0;1.8;215.0;1086.0;1.9
75;13 tot 18 jaar;2002;883;606.0;277.0;2.1;198.0;685.0;1.9
76;13 tot 18 jaar;2003;940;613.0;328.0;2.0;191.0;749.0;1.8
77;13 tot 18 jaar;2004;942;606.0;336.0;1.6;225.0;717.0;1.7
78;13 tot 18 jaar;2005;970;633.0;336.0;1.9;248.0;722.0;1.8
79;13 tot 18 jaar;2006;977;603.0;374.0;1.6;192.0;785.0;1.8
80;13 tot 18 jaar;2007;992;655.0;336.0;1.6;188.0;804.0;1.8
81;13 tot 18 jaar;2008;958;665.0;292.0;1.6;181.0;777.0;2.0
82;13 tot 18 jaar;2009;944;599.0;345.0;1.7;176.0;768.0;1.8
83;13 tot 18 jaar;2010;958;588.0;370.0;1.7;184.0;774.0;1.8
84;13 tot 18 jaar;2011;934;590.0;344.0;1.6;182.0;752.0;1.8
85;13 tot 18 jaar;2012;950;604.0;346.0;2.0;196.0;754.0;1.8
86;13 tot 18 jaar;2013;935;624.0;311.0;1.5;206.0;729.0;1.9
87;13 tot 18 jaar;2014;968;671.0;297.0;1.7;220.0;748.0;1.8
88;13 tot 18 jaar;2015;973;656.0;318.0;1.3;243.0;730.0;1.8
89;13 tot 18 jaar;2016;973;662.0;311.0;1.5;148.0;824.0;1.6
90;18 tot 25 jaar;2002;1229;730.0;498.0;1.8;352.0;876.0;1.7
91;18 tot 25 jaar;2003;1245;696.0;550.0;1.7;332.0;913.0;1.7
92;18 tot 25 jaar;2004;1250;729.0;522.0;1.9;339.0;912.0;1.7
93;18 tot 25 jaar;2005;1236;746.0;490.0;1.8;365.0;870.0;1.7
94;18 tot 25 jaar;2006;1256;710.0;545.0;2.0;417.0;839.0;1.8
95;18 tot 25 jaar;2007;1276;728.0;548.0;2.0;393.0;883.0;1.7
96;18 tot 25 jaar;2008;1297;730.0;567.0;1.8;401.0;896.0;1.8
97;18 tot 25 jaar;2009;1304;739.0;565.0;1.7;439.0;865.0;1.7
98;18 tot 25 jaar;2010;1349;801.0;547.0;1.7;397.0;952.0;1.8
99;18 tot 25 jaar;2011;1334;771.0;562.0;1.7;336.0;998.0;1.6
100;18 tot 25 jaar;2012;1326;801.0;525.0;1.8;363.0;963.0;1.6
101;18 tot 25 jaar;2013;1363;835.0;528.0;1.7;420.0;944.0;1.6
102;18 tot 25 jaar;2014;1353;854.0;499.0;1.7;465.0;889.0;1.6
103;18 tot 25 jaar;2015;1358;876.0;481.0;1.8;461.0;897.0;1.5
104;18 tot 25 jaar;2016;1357;870.0;487.0;1.7;441.0;915.0;1.6
105;25 tot 35 jaar;2002;2142;1028.0;1114.0;1.9;540.0;1602.0;1.8
106;25 tot 35 jaar;2003;2103;1019.0;1084.0;2.0;456.0;1647.0;1.8
107;25 tot 35 jaar;2004;2059;1105.0;955.0;1.8;473.0;1587.0;1.8
108;25 tot 35 jaar;2005;1950;1015.0;935.0;1.8;520.0;1430.0;1.8
109;25 tot 35 jaar;2006;1911;951.0;959.0;1.8;495.0;1416.0;1.7
110;25 tot 35 jaar;2007;1804;903.0;900.0;2.1;474.0;1330.0;1.7
111;25 tot 35 jaar;2008;1789;901.0;888.0;1.8;438.0;1351.0;1.8
112;25 tot 35 jaar;2009;1768;827.0;941.0;1.8;430.0;1338.0;1.8
113;25 tot 35 jaar;2010;1759;860.0;900.0;1.9;437.0;1322.0;1.8
114;25 tot 35 jaar;2011;1803;875.0;927.0;2.0;422.0;1380.0;1.9
115;25 tot 35 jaar;2012;1777;775.0;1003.0;1.8;449.0;1328.0;1.9
116;25 tot 35 jaar;2013;1810;871.0;939.0;1.9;500.0;1310.0;1.8
117;25 tot 35 jaar;2014;1810;907.0;903.0;1.8;519.0;1291.0;1.9
118;25 tot 35 jaar;2015;1829;919.0;909.0;2.0;517.0;1312.0;1.8
119;25 tot 35 jaar;2016;1814;895.0;918.0;2.0;477.0;1337.0;1.8
120;35 tot 45 jaar;2002;2491;1427.0;1063.0;2.1;677.0;1813.0;1.8
121;35 tot 45 jaar;2003;2472;1405.0;1067.0;1.9;615.0;1857.0;1.8
122;35 tot 45 jaar;2004;2471;1468.0;1003.0;2.2;583.0;1888.0;1.9
123;35 tot 45 jaar;2005;2493;1422.0;1071.0;1.9;499.0;1994.0;1.8
124;35 tot 45 jaar;2006;2462;1434.0;1028.0;1.9;590.0;1872.0;1.8
125;35 tot 45 jaar;2007;2469;1373.0;1096.0;2.0;562.0;1907.0;1.8
126;35 tot 45 jaar;2008;2413;1307.0;1106.0;1.9;537.0;1876.0;1.8
127;35 tot 45 jaar;2009;2386;1276.0;1110.0;1.9;509.0;1877.0;1.9
128;35 tot 45 jaar;2010;2316;1238.0;1077.0;1.8;533.0;1782.0;1.9
129;35 tot 45 jaar;2011;2206;1146.0;1060.0;2.0;563.0;1643.0;1.8
130;35 tot 45 jaar;2012;2205;1098.0;1107.0;2.1;511.0;1694.0;1.8
131;35 tot 45 jaar;2013;2121;1083.0;1038.0;2.0;458.0;1663.0;1.8
132;35 tot 45 jaar;2014;2039;1135.0;904.0;2.1;528.0;1511.0;1.8
133;35 tot 45 jaar;2015;1955;1008.0;947.0;2.0;504.0;1452.0;1.9
134;35 tot 45 jaar;2016;1910;981.0;929.0;2.2;446.0;1464.0;1.8
135;45 tot 55 jaar;2002;2199;1243.0;956.0;2.3;591.0;1608.0;2.0
136;45 tot 55 jaar;2003;2213;1312.0;901.0;2.2;598.0;1615.0;1.9
137;45 tot 55 jaar;2004;2201;1284.0;918.0;2.3;539.0;1662.0;2.1
138;45 tot 55 jaar;2005;2230;1316.0;914.0;2.2;535.0;1695.0;2.0
139;45 tot 55 jaar;2006;2253;1343.0;910.0;2.1;573.0;1680.0;2.0
140;45 tot 55 jaar;2007;2286;1293.0;992.0;2.2;593.0;1692.0;2.0
141;45 tot 55 jaar;2008;2311;1320.0;991.0;2.1;531.0;1780.0;2.0
142;45 tot 55 jaar;2009;2332;1250.0;1082.0;2.1;591.0;1741.0;2.1
143;45 tot 55 jaar;2010;2352;1336.0;1016.0;2.2;560.0;1792.0;2.0
144;45 tot 55 jaar;2011;2397;1360.0;1038.0;2.2;553.0;1845.0;2.0
145;45 tot 55 jaar;2012;2390;1285.0;1105.0;2.2;615.0;1776.0;1.9
146;45 tot 55 jaar;2013;2401;1419.0;982.0;2.2;634.0;1767.0;1.9
147;45 tot 55 jaar;2014;2418;1345.0;1073.0;2.2;672.0;1746.0;1.9
148;45 tot 55 jaar;2015;2434;1362.0;1072.0;2.0;616.0;1817.0;1.9
149;45 tot 55 jaar;2016;2422;1333.0;1089.0;2.1;621.0;1801.0;1.9
150;55 tot 65 jaar;2002;1694;1043.0;651.0;2.5;411.0;1283.0;2.6
151;55 tot 65 jaar;2003;1773;1039.0;734.0;2.2;458.0;1315.0;2.4
152;55 tot 65 jaar;2004;1837;1055.0;782.0;2.1;436.0;1401.0;2.4
153;55 tot 65 jaar;2005;1905;1152.0;752.0;2.4;467.0;1437.0;2.3
154;55 tot 65 jaar;2006;1930;1162.0;767.0;2.1;513.0;1417.0;2.4
155;55 tot 65 jaar;2007;1998;1202.0;796.0;2.3;466.0;1532.0;2.4
156;55 tot 65 jaar;2008;2047;1250.0;797.0;2.4;463.0;1584.0;2.5
157;55 tot 65 jaar;2009;2048;1173.0;875.0;2.3;441.0;1607.0;2.5
158;55 tot 65 jaar;2010;2086;1206.0;880.0;2.3;442.0;1644.0;2.4
159;55 tot 65 jaar;2011;2163;1260.0;902.0;2.3;489.0;1674.0;2.4
160;55 tot 65 jaar;2012;2097;1169.0;929.0;2.3;506.0;1591.0;2.4
161;55 tot 65 jaar;2013;2076;1197.0;879.0;2.3;503.0;1573.0;2.3
162;55 tot 65 jaar;2014;2109;1208.0;900.0;2.3;496.0;1613.0;2.2
163;55 tot 65 jaar;2015;2105;1220.0;885.0;2.2;521.0;1584.0;2.2
164;55 tot 65 jaar;2016;2144;1180.0;964.0;2.1;512.0;1632.0;2.1
165;65 tot 75 jaar;2002;1208;816.0;392.0;2.4;365.0;843.0;2.5
166;65 tot 75 jaar;2003;1196;806.0;390.0;2.4;330.0;866.0;2.3
167;65 tot 75 jaar;2004;1220;827.0;393.0;2.5;327.0;893.0;2.4
168;65 tot 75 jaar;2005;1218;810.0;408.0;2.0;341.0;877.0;2.5
169;65 tot 75 jaar;2006;1260;867.0;393.0;2.0;342.0;918.0;2.5
170;65 tot 75 jaar;2007;1228;832.0;396.0;1.9;415.0;813.0;2.4
171;65 tot 75 jaar;2008;1281;882.0;399.0;2.1;348.0;933.0;2.4
172;65 tot 75 jaar;2009;1340;853.0;488.0;2.1;312.0;1028.0;2.3
173;65 tot 75 jaar;2010;1380;925.0;455.0;2.0;389.0;991.0;2.3
174;65 tot 75 jaar;2011;1361;921.0;440.0;1.9;410.0;951.0;2.2
175;65 tot 75 jaar;2012;1511;1009.0;503.0;2.2;409.0;1102.0;2.4
176;65 tot 75 jaar;2013;1606;1065.0;541.0;2.1;440.0;1166.0;2.4
177;65 tot 75 jaar;2014;1632;1031.0;602.0;2.4;514.0;1119.0;2.4
178;65 tot 75 jaar;2015;1732;1121.0;611.0;2.1;527.0;1204.0;2.4
179;65 tot 75 jaar;2016;1762;1098.0;664.0;2.0;523.0;1239.0;2.4
180;75 jaar of ouder;2002;860;671.0;190.0;;388.0;473.0;2.3
181;75 jaar of ouder;2003;882;710.0;173.0;;432.0;450.0;2.2
182;75 jaar of ouder;2004;901;696.0;206.0;1.5;418.0;483.0;1.9
183;75 jaar of ouder;2005;930;727.0;203.0;1.4;480.0;450.0;2.0
184;75 jaar of ouder;2006;954;730.0;223.0;2.1;469.0;485.0;2.1
185;75 jaar of ouder;2007;993;705.0;288.0;1.6;475.0;517.0;2.2
186;75 jaar of ouder;2008;994;817.0;178.0;1.8;503.0;492.0;2.2
187;75 jaar of ouder;2009;1009;846.0;163.0;1.8;587.0;422.0;1.9
188;75 jaar of ouder;2010;1054;864.0;190.0;2.4;519.0;535.0;2.2
189;75 jaar of ouder;2011;1084;876.0;208.0;2.6;472.0;613.0;2.0
190;75 jaar of ouder;2012;1099;895.0;204.0;2.2;545.0;555.0;1.9
191;75 jaar of ouder;2013;1111;899.0;213.0;1.7;539.0;573.0;2.0
192;75 jaar of ouder;2014;1141;896.0;246.0;1.6;561.0;581.0;2.0
193;75 jaar of ouder;2015;1165;877.0;288.0;2.3;557.0;608.0;2.0
194;75 jaar of ouder;2016;1208;916.0;293.0;1.8;611.0;597.0;2.0
195;Alleenstaande;2002;2542;1526.0;1016.0;1.9;949.0;1593.0;1.9
196;Alleenstaande;2003;2009;1276.0;733.0;1.9;681.0;1328.0;1.8
197;Alleenstaande;2004;1885;1197.0;687.0;1.9;644.0;1241.0;1.9
198;Alleenstaande;2005;1724;1178.0;545.0;2.0;605.0;1119.0;1.8
199;Alleenstaande;2006;1699;1175.0;524.0;1.8;665.0;1033.0;1.9
200;Alleenstaande;2007;1695;1096.0;599.0;1.8;647.0;1048.0;1.9
201;Alleenstaande;2008;1705;1094.0;611.0;1.9;646.0;1059.0;2.0
202;Alleenstaande;2009;1878;1250.0;628.0;1.8;748.0;1130.0;1.9
203;Alleenstaande;2010;1882;1201.0;681.0;1.8;709.0;1173.0;1.9
204;Alleenstaande;2011;1979;1279.0;700.0;1.9;720.0;1259.0;1.9
205;Alleenstaande;2012;2002;1232.0;770.0;2.0;836.0;1165.0;1.9
206;Alleenstaande;2013;1965;1236.0;729.0;1.8;800.0;1165.0;1.8
207;Alleenstaande;2014;1799;1131.0;668.0;1.9;746.0;1053.0;1.9
208;Alleenstaande;2015;1687;1067.0;620.0;1.9;660.0;1027.0;1.8
209;Alleenstaande;2016;1576;1050.0;526.0;2.0;629.0;947.0;1.8
210;Huishouden met jongste kind 0 tot 6 jaar;2002;2626;1443.0;1184.0;1.9;454.0;2173.0;1.8
211;Huishouden met jongste kind 0 tot 6 jaar;2003;2808;1551.0;1257.0;1.8;555.0;2252.0;1.7
212;Huishouden met jongste kind 0 tot 6 jaar;2004;2872;1648.0;1225.0;1.7;528.0;2345.0;1.8
213;Huishouden met jongste kind 0 tot 6 jaar;2005;2986;1655.0;1330.0;1.6;561.0;2425.0;1.7
214;Huishouden met jongste kind 0 tot 6 jaar;2006;2875;1553.0;1321.0;1.7;626.0;2249.0;1.8
215;Huishouden met jongste kind 0 tot 6 jaar;2007;2865;1600.0;1265.0;1.9;583.0;2282.0;1.7
216;Huishouden met jongste kind 0 tot 6 jaar;2008;2792;1540.0;1252.0;1.8;556.0;2235.0;1.8
217;Huishouden met jongste kind 0 tot 6 jaar;2009;2627;1382.0;1245.0;1.8;510.0;2117.0;1.8
218;Huishouden met jongste kind 0 tot 6 jaar;2010;2661;1334.0;1328.0;1.8;529.0;2133.0;1.7
219;Huishouden met jongste kind 0 tot 6 jaar;2011;2593;1381.0;1211.0;1.9;456.0;2137.0;1.8
220;Huishouden met jongste kind 0 tot 6 jaar;2012;2473;1216.0;1257.0;1.8;462.0;2011.0;1.8
221;Huishouden met jongste kind 0 tot 6 jaar;2013;2455;1289.0;1166.0;1.7;409.0;2046.0;1.8
222;Huishouden met jongste kind 0 tot 6 jaar;2014;2184;1143.0;1041.0;1.7;379.0;1805.0;1.7
223;Huishouden met jongste kind 0 tot 6 jaar;2015;2252;1193.0;1059.0;1.7;467.0;1785.0;1.8
224;Huishouden met jongste kind 0 tot 6 jaar;2016;2331;1177.0;1155.0;1.8;402.0;1929.0;1.8
225;Huish. met jongste kind 6 tot 13 jaar;2002;2424;1399.0;1025.0;2.0;482.0;1943.0;1.8
226;Huish. met jongste kind 6 tot 13 jaar;2003;2613;1564.0;1049.0;1.9;514.0;2099.0;1.7
227;Huish. met jongste kind 6 tot 13 jaar;2004;2524;1517.0;1008.0;2.0;485.0;2039.0;1.8
228;Huish. met jongste kind 6 tot 13 jaar;2005;2521;1506.0;1015.0;1.9;522.0;1999.0;1.8
229;Huish. met jongste kind 6 tot 13 jaar;2006;2536;1416.0;1120.0;1.8;480.0;2056.0;1.7
230;Huish. met jongste kind 6 tot 13 jaar;2007;2455;1417.0;1039.0;1.8;478.0;1977.0;1.8
231;Huish. met jongste kind 6 tot 13 jaar;2008;2458;1477.0;981.0;1.8;423.0;2035.0;1.8
232;Huish. met jongste kind 6 tot 13 jaar;2009;2403;1356.0;1048.0;1.8;389.0;2015.0;1.8
233;Huish. met jongste kind 6 tot 13 jaar;2010;2372;1321.0;1051.0;1.8;400.0;1972.0;1.8
234;Huish. met jongste kind 6 tot 13 jaar;2011;2322;1255.0;1066.0;1.9;379.0;1942.0;1.8
235;Huish. met jongste kind 6 tot 13 jaar;2012;2206;1225.0;980.0;1.9;383.0;1823.0;1.7
236;Huish. met jongste kind 6 tot 13 jaar;2013;2248;1252.0;997.0;1.8;326.0;1923.0;1.8
237;Huish. met jongste kind 6 tot 13 jaar;2014;2288;1301.0;986.0;1.8;397.0;1891.0;1.8
238;Huish. met jongste kind 6 tot 13 jaar;2015;2181;1188.0;993.0;1.7;385.0;1796.0;1.8
239;Huish. met jongste kind 6 tot 13 jaar;2016;2228;1248.0;980.0;1.8;347.0;1882.0;1.8
240;Huish. met jongste kind 13 tot 18 jaar ;2002;1296;866.0;431.0;2.2;368.0;928.0;1.8
241;Huish. met jongste kind 13 tot 18 jaar ;2003;1390;848.0;542.0;2.2;333.0;1057.0;1.7
242;Huish. met jongste kind 13 tot 18 jaar ;2004;1556;967.0;589.0;1.9;441.0;1116.0;1.7
243;Huish. met jongste kind 13 tot 18 jaar ;2005;1550;988.0;563.0;1.8;440.0;1111.0;1.7
244;Huish. met jongste kind 13 tot 18 jaar ;2006;1563;936.0;626.0;1.8;404.0;1159.0;1.8
245;Huish. met jongste kind 13 tot 18 jaar ;2007;1598;1015.0;583.0;1.6;427.0;1171.0;1.8
246;Huish. met jongste kind 13 tot 18 jaar ;2008;1631;1015.0;616.0;1.6;403.0;1228.0;1.8
247;Huish. met jongste kind 13 tot 18 jaar ;2009;1592;987.0;605.0;1.7;389.0;1202.0;1.8
248;Huish. met jongste kind 13 tot 18 jaar ;2010;1461;905.0;556.0;1.6;294.0;1167.0;1.7
249;Huish. met jongste kind 13 tot 18 jaar ;2011;1463;902.0;561.0;1.7;326.0;1136.0;1.7
250;Huish. met jongste kind 13 tot 18 jaar ;2012;1483;911.0;572.0;1.9;349.0;1134.0;1.7
251;Huish. met jongste kind 13 tot 18 jaar ;2013;1505;969.0;536.0;1.9;393.0;1112.0;1.7
252;Huish. met jongste kind 13 tot 18 jaar ;2014;1585;1053.0;532.0;1.9;460.0;1126.0;1.8
253;Huish. met jongste kind 13 tot 18 jaar ;2015;1718;1079.0;639.0;1.6;509.0;1209.0;1.7
254;Huish. met jongste kind 13 tot 18 jaar ;2016;1623;1005.0;618.0;1.6;379.0;1244.0;1.7
255;Huishouden met uitsl. meerderjarigen;2002;6314;3691.0;2623.0;2.3;1670.0;4644.0;2.2
256;Huishouden met uitsl. meerderjarigen;2003;6464;3760.0;2704.0;2.1;1773.0;4690.0;2.2
257;Huishouden met uitsl. meerderjarigen;2004;6509;3824.0;2685.0;2.2;1683.0;4826.0;2.2
258;Huishouden met uitsl. meerderjarigen;2005;6612;3856.0;2756.0;2.2;1771.0;4842.0;2.2
259;Huishouden met uitsl. meerderjarigen;2006;6762;4025.0;2736.0;2.1;1906.0;4855.0;2.2
260;Huishouden met uitsl. meerderjarigen;2007;6856;3950.0;2906.0;2.3;1931.0;4925.0;2.2
261;Huishouden met uitsl. meerderjarigen;2008;6924;4120.0;2804.0;2.2;1834.0;5090.0;2.2
262;Huishouden met uitsl. meerderjarigen;2009;7059;3944.0;3115.0;2.2;1902.0;5157.0;2.2
263;Huishouden met uitsl. meerderjarigen;2010;7261;4330.0;2932.0;2.2;1959.0;5302.0;2.2
264;Huishouden met uitsl. meerderjarigen;2011;7326;4325.0;3001.0;2.2;1912.0;5414.0;2.1
265;Huishouden met uitsl. meerderjarigen;2012;7569;4336.0;3233.0;2.2;2006.0;5563.0;2.1
266;Huishouden met uitsl. meerderjarigen;2013;7602;4544.0;3058.0;2.2;2105.0;5498.0;2.1
267;Huishouden met uitsl. meerderjarigen;2014;7923;4677.0;3246.0;2.2;2370.0;5554.0;2.1
268;Huishouden met uitsl. meerderjarigen;2015;7987;4744.0;3243.0;2.2;2321.0;5666.0;2.1
269;Huishouden met uitsl. meerderjarigen;2016;8084;4669.0;3415.0;2.1;2431.0;5654.0;2.1
270;Bruto hh.-inkomen: tot 17.500 euro;2002;1609;1122.0;487.0;1.9;704.0;905.0;1.8
271;Bruto hh.-inkomen: tot 17.500 euro;2003;1445;981.0;465.0;;671.0;774.0;1.9
272;Bruto hh.-inkomen: tot 17.500 euro;2004;1552;1065.0;488.0;1.8;632.0;927.0;1.9
273;Bruto hh.-inkomen: tot 17.500 euro;2005;1677;1228.0;458.0;1.9;785.0;901.0;1.8
274;Bruto hh.-inkomen: tot 17.500 euro;2006;1612;1133.0;478.0;1.9;758.0;860.0;1.9
275;Bruto hh.-inkomen: tot 17.500 euro;2007;1622;1162.0;464.0;1.9;777.0;852.0;1.8
276;Bruto hh.-inkomen: tot 17.500 euro;2008;1541;1158.0;390.0;1.9;714.0;846.0;1.9
277;Bruto hh.-inkomen: tot 17.500 euro;2009;1432;1001.0;438.0;1.7;686.0;757.0;1.6
278;Bruto hh.-inkomen: tot 17.500 euro;2010;1846;1304.0;550.0;1.9;843.0;1022.0;1.8
279;Bruto hh.-inkomen: tot 17.500 euro;2011;1744;1254.0;493.0;1.8;829.0;929.0;1.8
280;Bruto hh.-inkomen: tot 17.500 euro;2012;1790;1287.0;508.0;1.9;955.0;853.0;1.8
281;Bruto hh.-inkomen: tot 17.500 euro;2013;1745;1294.0;457.0;1.6;881.0;889.0;1.7
282;Bruto hh.-inkomen: tot 17.500 euro;2014;1650;1142.0;511.0;1.9;917.0;742.0;1.8
283;Bruto hh.-inkomen: tot 17.500 euro;2015;1703;1195.0;515.0;2.1;848.0;862.0;1.7
284;Bruto hh.-inkomen: tot 17.500 euro;2016;1677;1204.0;480.0;1.9;832.0;864.0;1.7
285;Bruto hh.-inkomen:17.500 tot 23.000 euro;2002;2018;1334.0;683.0;2.1;761.0;1257.0;2.0
286;Bruto hh.-inkomen:17.500 tot 23.000 euro;2003;1265;864.0;401.0;;390.0;875.0;1.7
287;Bruto hh.-inkomen:17.500 tot 23.000 euro;2004;1445;969.0;477.0;2.0;558.0;892.0;1.7
288;Bruto hh.-inkomen:17.500 tot 23.000 euro;2005;1373;947.0;431.0;1.7;511.0;866.0;1.9
289;Bruto hh.-inkomen:17.500 tot 23.000 euro;2006;1457;1047.0;409.0;1.8;624.0;837.0;1.9
290;Bruto hh.-inkomen:17.500 tot 23.000 euro;2007;1552;1073.0;483.0;1.7;698.0;861.0;2.0
