ID;Geslacht;Leeftijd;Migratieachtergrond;Peilmoment;OnderwijspositieOpPeilmoment;StartkwalificatieOpPeilmoment;Perioden;TotaalVoortijdigSchoolverlaters_1;VoortijdigSchoolverlatersVo_2;TotaalMbo_3;BeroepsopleidendeLeerwegBol_4;BeroepbegeleidendeLeerwegBbl_5;Extranei_6
27;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2008/'09;41050.0;11790.0;29260.0;19100.0;9330.0;830.0
28;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2009/'10;40720.0;11840.0;28880.0;19970.0;8070.0;840.0
29;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2010/'11;39980.0;11740.0;28240.0;20320.0;7010.0;900.0
30;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2011/'12;38790.0;12120.0;26670.0;19060.0;6750.0;860.0
31;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2012/'13;30040.0;6600.0;23440.0;17170.0;5460.0;800.0
32;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2013/'14;28080.0;6430.0;21650.0;16780.0;4150.0;720.0
33;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2014/'15;27070.0;6480.0;20580.0;16450.0;3400.0;730.0
34;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2015/'16;26410.0;6800.0;19600.0;15670.0;3300.0;630.0
35;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2016/'17;27370.0;7180.0;20190.0;16080.0;3510.0;610.0
36;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2017/'18;29340.0;7180.0;22160.0;17450.0;4120.0;590.0
37;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2018/'19;30700.0;6830.0;23870.0;18240.0;5000.0;630.0
38;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2019/'20;25800.0;5320.0;20480.0;15110.0;4830.0;540.0
39;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2007/'08;1230.0;470.0;760.0;630.0;120.0;10.0
40;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2008/'09;1060.0;340.0;720.0;580.0;140.0;10.0
41;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2009/'10;1080.0;400.0;670.0;560.0;110.0;0.0
42;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2010/'11;1190.0;460.0;730.0;620.0;100.0;10.0
43;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2011/'12;1040.0;440.0;610.0;510.0;90.0;10.0
44;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2012/'13;880.0;320.0;560.0;470.0;70.0;10.0
45;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2013/'14;910.0;340.0;570.0;500.0;70.0;10.0
46;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2014/'15;810.0;310.0;500.0;440.0;50.0;10.0
47;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2015/'16;740.0;270.0;470.0;420.0;40.0;10.0
48;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2016/'17;740.0;270.0;470.0;400.0;60.0;10.0
49;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2017/'18;700.0;290.0;400.0;350.0;50.0;10.0
50;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2018/'19;620.0;240.0;380.0;310.0;60.0;10.0
51;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2019/'20;440.0;180.0;260.0;220.0;40.0;0.0
52;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2007/'08;11890.0;4890.0;7000.0;5710.0;1180.0;100.0
53;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2008/'09;10560.0;4150.0;6400.0;4950.0;1370.0;90.0
54;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2009/'10;11020.0;4570.0;6450.0;5140.0;1190.0;120.0
55;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2010/'11;10060.0;3750.0;6300.0;5250.0;930.0;120.0
56;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2011/'12;10200.0;4260.0;5940.0;4910.0;920.0;110.0
57;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2012/'13;7670.0;2390.0;5290.0;4450.0;740.0;90.0
58;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2013/'14;7120.0;2310.0;4810.0;4170.0;560.0;80.0
59;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2014/'15;7000.0;2210.0;4790.0;4230.0;440.0;110.0
60;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2015/'16;6790.0;2250.0;4540.0;4010.0;470.0;60.0
61;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2016/'17;6780.0;2390.0;4390.0;3900.0;410.0;80.0
62;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2017/'18;7060.0;2260.0;4800.0;4260.0;460.0;70.0
63;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2018/'19;7700.0;2240.0;5460.0;4780.0;610.0;70.0
64;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2019/'20;5710.0;1420.0;4290.0;3660.0;570.0;70.0
65;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2007/'08;830.0;590.0;240.0;190.0;40.0;10.0
66;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2008/'09;680.0;500.0;180.0;130.0;40.0;10.0
67;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2009/'10;600.0;430.0;180.0;130.0;40.0;10.0
68;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2010/'11;160.0;30.0;130.0;100.0;30.0;10.0
69;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2011/'12;120.0;30.0;90.0;60.0;20.0;10.0
70;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2012/'13;110.0;10.0;100.0;80.0;20.0;0.0
71;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2013/'14;110.0;20.0;100.0;70.0;20.0;10.0
72;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2014/'15;80.0;10.0;60.0;60.0;0.0;10.0
73;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2015/'16;60.0;10.0;60.0;50.0;10.0;0.0
74;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2016/'17;70.0;10.0;60.0;60.0;10.0;0.0
75;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2017/'18;80.0;20.0;60.0;50.0;10.0;0.0
76;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2018/'19;50.0;0.0;50.0;40.0;0.0;0.0
77;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2019/'20;30.0;10.0;30.0;20.0;0.0;0.0
78;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2007/'08;10980.0;4290.0;6700.0;5480.0;1130.0;90.0
79;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2008/'09;9810.0;3640.0;6170.0;4770.0;1320.0;80.0
80;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2009/'10;10350.0;4120.0;6230.0;4970.0;1150.0;110.0
81;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2010/'11;9830.0;3710.0;6120.0;5110.0;900.0;110.0
82;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2011/'12;10030.0;4220.0;5810.0;4810.0;900.0;100.0
83;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2012/'13;7520.0;2370.0;5160.0;4340.0;730.0;90.0
84;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2013/'14;6970.0;2290.0;4670.0;4060.0;540.0;80.0
85;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2014/'15;6890.0;2190.0;4700.0;4160.0;440.0;110.0
86;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2015/'16;6700.0;2240.0;4460.0;3940.0;460.0;60.0
87;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2016/'17;6680.0;2380.0;4300.0;3830.0;400.0;80.0
88;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2017/'18;6950.0;2240.0;4710.0;4190.0;460.0;70.0
89;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2018/'19;7630.0;2240.0;5390.0;4720.0;600.0;70.0
90;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Zonder startkwalificatie;2019/'20;5670.0;1410.0;4260.0;3630.0;560.0;70.0
91;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2007/'08;80.0;20.0;60.0;50.0;10.0;0.0
92;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2008/'09;70.0;10.0;60.0;50.0;10.0;0.0
93;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2009/'10;60.0;20.0;40.0;30.0;0.0;0.0
94;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2010/'11;70.0;20.0;50.0;50.0;10.0;0.0
95;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2011/'12;50.0;10.0;40.0;40.0;10.0;0.0
96;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2012/'13;40.0;10.0;30.0;30.0;0.0;0.0
97;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2013/'14;40.0;0.0;40.0;40.0;0.0;0.0
98;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2014/'15;30.0;10.0;20.0;20.0;0.0;0.0
99;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2015/'16;30.0;0.0;20.0;20.0;0.0;0.0
100;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2016/'17;30.0;10.0;20.0;20.0;0.0;0.0
101;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2017/'18;30.0;10.0;20.0;20.0;0.0;0.0
102;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2018/'19;30.0;0.0;20.0;20.0;0.0;0.0
103;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal in onderwijs;Startkwalificatie onbekend;2019/'20;10.0;0.0;10.0;10.0;0.0;0.0
104;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2007/'08;560.0;550.0;10.0;0.0;0.0;0.0
105;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2008/'09;460.0;460.0;0.0;0.0;0.0;0.0
106;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2009/'10;570.0;560.0;0.0;0.0;0.0;0.0
107;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2010/'11;590.0;590.0;0.0;0.0;0.0;0.0
108;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2011/'12;480.0;470.0;10.0;0.0;0.0;0.0
109;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2012/'13;160.0;160.0;0.0;0.0;0.0;0.0
110;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2013/'14;160.0;150.0;0.0;0.0;0.0;0.0
111;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2014/'15;130.0;130.0;0.0;0.0;0.0;0.0
112;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2015/'16;170.0;160.0;0.0;0.0;0.0;0.0
113;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2016/'17;150.0;140.0;0.0;0.0;0.0;0.0
114;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2017/'18;160.0;160.0;0.0;0.0;0.0;0.0
115;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2018/'19;130.0;130.0;0.0;0.0;0.0;0.0
116;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Totaal voortijdig schoolverlaters;2019/'20;80.0;80.0;0.0;0.0;0.0;0.0
117;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Met startkwalificatie;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Met startkwalificatie;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0
119;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Met startkwalificatie;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;1 jaar na verlaten onderwijs;Totaal voortgezet onderwijs (vo);Met startkwalificatie;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0
