ID;Geslacht;Leeftijd;BurgerlijkeStaat;Generatie;Migratieachtergrond;Perioden;Bevolking_1
52;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederlandse achtergrond;2021;13169507.0
53;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Nederlandse achtergrond;2022;13151772.0
54;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;1996;2498715.0
55;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;1997;2554289.0
56;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;1998;2620400.0
57;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;1999;2699234.0
58;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2000;2775302.0
59;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2001;2870224.0
60;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2002;2964949.0
61;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2003;3038758.0
62;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2004;3088152.0
63;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2005;3122717.0
64;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2006;3147615.0
65;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2007;3170406.0
66;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2008;3215416.0
67;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2009;3287706.0
68;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2010;3359603.0
69;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2011;3427019.0
70;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2012;3494193.0
71;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2013;3543081.0
72;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2014;3594744.0
73;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2015;3665321.0
74;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2016;3752291.0
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2017;3862753.0
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2018;3971859.0
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2019;4086138.0
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2020;4220705.0
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2021;4305908.0
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Met migratieachtergrond;2022;4438900.0
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;1996;1327602.0
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;1997;1333161.0
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;1998;1341947.0
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;1999;1353199.0
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2000;1366535.0
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2001;1387036.0
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2002;1406596.0
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2003;1416143.0
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2004;1419837.0
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2005;1423675.0
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2006;1427565.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2007;1431954.0
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2008;1449686.0
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2009;1478396.0
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2010;1501309.0
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2011;1527774.0
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2012;1556542.0
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2013;1576986.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2014;1597160.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2015;1626812.0
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2016;1655699.0
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2017;1689030.0
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2018;1729016.0
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2019;1774271.0
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2020;1828645.0
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2021;1858730.0
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Westerse migratieachtergrond;2022;1909408.0
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;1996;1171113.0
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;1997;1221128.0
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;1998;1278453.0
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;1999;1346035.0
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2000;1408767.0
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2001;1483188.0
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2002;1558353.0
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2003;1622615.0
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2004;1668315.0
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2005;1699042.0
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2006;1720050.0
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2007;1738452.0
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2008;1765730.0
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2009;1809310.0
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2010;1858294.0
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2011;1899245.0
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2012;1937651.0
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2013;1966095.0
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2014;1997584.0
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2015;2038509.0
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2016;2096592.0
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2017;2173723.0
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2018;2242843.0
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2019;2311867.0
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2020;2392060.0
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2021;2447178.0
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Niet-westerse migratieachtergrond;2022;2529492.0
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;1996;0.0
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;1997;0.0
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;1998;0.0
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;1999;0.0
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2000;0.0
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2001;0.0
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2002;0.0
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2003;0.0
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2004;0.0
144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2005;0.0
145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2006;0.0
146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2007;0.0
147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2008;0.0
148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2009;0.0
149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2010;0.0
150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2011;0.0
151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2012;0.0
152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2013;0.0
153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2014;0.0
154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2015;0.0
155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2016;0.0
156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2017;0.0
157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2018;0.0
158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2019;0.0
159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2020;0.0
160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2021;0.0
161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Onbekende migratieachtergrond;2022;0.0
162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;1996;338255.0
163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;1997;355199.0
164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;1998;373277.0
165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;1999;393937.0
166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2000;413523.0
167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2001;436777.0
168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2002;461916.0
169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2003;486689.0
170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2004;501687.0
171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2005;510467.0
172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2006;516566.0
173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2007;521672.0
174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2008;529875.0
175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2009;543649.0
176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2010;562236.0
177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2011;577242.0
178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2012;590804.0
179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2013;600285.0
180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2014;612627.0
181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2015;626581.0
182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2016;641753.0
183;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2017;657748.0
184;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2018;673908.0
185;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2019;693072.0
186;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2020;714732.0
187;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2021;731444.0
188;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Afrika;2022;749780.0
189;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;1996;438677.0
190;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;1997;449082.0
191;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;1998;461598.0
192;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;1999;480323.0
193;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2000;498313.0
194;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2001;519806.0
195;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2002;539280.0
196;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2003;554106.0
197;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2004;564056.0
198;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2005;571476.0
199;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2006;576249.0
200;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2007;580877.0
201;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2008;588027.0
202;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2009;598936.0
203;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2010;610808.0
204;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2011;621336.0
205;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2012;630610.0
206;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2013;637296.0
207;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2014;643290.0
208;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2015;651115.0
209;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2016;659900.0
210;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2017;669307.0
211;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2018;683250.0
212;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2019;700155.0
213;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2020;719601.0
214;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2021;733401.0
215;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Amerika;2022;751689.0
216;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;1996;572914.0
217;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;1997;586613.0
218;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;1998;603031.0
219;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;1999;622201.0
220;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2000;637918.0
221;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2001;657558.0
222;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2002;677504.0
223;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2003;690517.0
224;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2004;699469.0
225;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2005;705035.0
226;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2006;707134.0
227;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2007;708935.0
228;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2008;714470.0
229;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2009;726646.0
230;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2010;737866.0
231;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2011;747034.0
232;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2012;757316.0
233;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2013;765621.0
234;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2014;775520.0
235;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2015;793621.0
236;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2016;826211.0
237;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2017;874846.0
238;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2018;909910.0
239;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2019;937304.0
240;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2020;969980.0
241;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2021;985977.0
242;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Azië;2022;1023304.0
