ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;k_1eEn2eGeneratieMigratieachtergrond_1;k_1eGeneratieMigratieachtergrond_2;k_2eGeneratieMigratieachtergrond_3
62;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1983;1157154;437175;719979
63;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1984;1158906;431671;727235
64;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1985;1162086;427837;734249
65;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1986;1172754;431137;741617
66;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1987;1184738;435651;749087
67;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1988;1197079;441470;755609
68;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1989;1209627;447685;761942
69;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1990;1221227;452139;769088
70;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1991;1239070;463121;775949
71;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1992;1258728;475980;782748
72;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1993;1280736;491928;788808
73;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1994;1302942;508271;794671
74;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1995;1320205;519928;800277
75;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1996;1327602;522554;805048
76;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1997;1333161;524706;808455
77;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1998;1341947;529512;812435
78;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;1999;1353199;536380;816819
79;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2000;1366535;544890;821645
80;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2001;1387036;560403;826633
81;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2002;1406596;575379;831217
82;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2003;1416156;581361;834795
83;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2004;1419855;581656;838199
84;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2005;1423675;582278;841397
85;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2006;1427565;584268;843297
86;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2007;1431954;586718;845236
87;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2008;1449686;602130;847556
88;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2009;1478396;627311;851085
89;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2010;1501309;644486;856823
90;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2011;1527774;665865;861909
91;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2012;1556542;690203;866339
92;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2013;1576986;706512;870474
93;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2014;1597160;722766;874394
94;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2015;1626812;747703;879109
95;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2016;1655699;772428;883271
96;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2017;1689030;801203;887827
97;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2018;1729016;836178;892838
98;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2019;1774271;876946;897325
99;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2020;1828645;925952;902693
100;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2021;1858730;951072;907658
101;Totaal mannen en vrouwen;Totaal;Westerse migratieachtergrond;2022;1909408;996928;912480
102;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1972;162320;128103;34217
103;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1973;184376;145753;38623
104;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1974;212827;169605;43222
105;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1975;250813;202082;48731
106;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1976;320724;265478;55246
107;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1977;348523;285688;62835
108;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1978;379459;307719;71740
109;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1979;419049;337138;81911
110;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1980;475873;382306;93567
111;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1981;543418;436059;107359
112;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1982;581084;458678;122406
113;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1983;607216;469812;137404
114;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1984;631756;478774;152982
115;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1985;657445;488293;169152
116;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1986;689647;503881;185766
117;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1987;727369;523986;203383
118;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1988;774866;552747;222119
119;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1989;818494;576086;242408
120;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1990;865697;602042;263655
121;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1991;926780;640221;286559
122;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1992;986753;676750;310003
123;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1993;1038310;703858;334452
124;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1994;1091692;732621;359071
125;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1995;1128979;744472;384507
126;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1996;1171113;761552;409561
127;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1997;1221128;785999;435129
128;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1998;1278453;816207;462246
129;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;1999;1346035;853761;492274
130;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2000;1408767;886232;522535
131;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2001;1483188;928557;554631
132;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2002;1558353;971700;586653
133;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2003;1622602;1004566;618036
134;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2004;1668297;1021074;647223
135;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2005;1699042;1024386;674656
136;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2006;1720050;1019991;700059
137;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2007;1738452;1014476;723976
138;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2008;1765730;1017184;748546
139;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2009;1809310;1034194;775116
140;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2010;1858294;1055265;803029
141;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2011;1899245;1069352;829893
142;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2012;1937651;1082001;855650
143;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2013;1966095;1086677;879418
144;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2014;1997584;1095731;901853
145;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2015;2038509;1113274;925235
146;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2016;2096592;1148449;948143
147;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2017;2173723;1199972;973751
148;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2018;2242843;1243151;999692
149;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2019;2311867;1284738;1027129
150;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2020;2392060;1336304;1055756
151;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2021;2447178;1361849;1085329
152;Totaal mannen en vrouwen;Totaal;Niet-westerse migratieachtergrond;2022;2529492;1415416;1114076
153;Totaal mannen en vrouwen;Totaal;Marokko;1972;21760;20673;1087
154;Totaal mannen en vrouwen;Totaal;Marokko;1973;23904;22321;1583
155;Totaal mannen en vrouwen;Totaal;Marokko;1974;26716;24449;2267
156;Totaal mannen en vrouwen;Totaal;Marokko;1975;30481;27335;3146
157;Totaal mannen en vrouwen;Totaal;Marokko;1976;38923;34608;4315
158;Totaal mannen en vrouwen;Totaal;Marokko;1977;45164;39447;5717
159;Totaal mannen en vrouwen;Totaal;Marokko;1978;51941;44467;7474
160;Totaal mannen en vrouwen;Totaal;Marokko;1979;60314;50818;9496
161;Totaal mannen en vrouwen;Totaal;Marokko;1980;69464;57502;11962
162;Totaal mannen en vrouwen;Totaal;Marokko;1981;81516;66747;14769
163;Totaal mannen en vrouwen;Totaal;Marokko;1982;91781;73839;17942
164;Totaal mannen en vrouwen;Totaal;Marokko;1983;99466;78088;21378
165;Totaal mannen en vrouwen;Totaal;Marokko;1984;105523;80573;24950
166;Totaal mannen en vrouwen;Totaal;Marokko;1985;111795;83152;28643
167;Totaal mannen en vrouwen;Totaal;Marokko;1986;120144;87619;32525
168;Totaal mannen en vrouwen;Totaal;Marokko;1987;129699;93108;36591
169;Totaal mannen en vrouwen;Totaal;Marokko;1988;139830;98821;41009
170;Totaal mannen en vrouwen;Totaal;Marokko;1989;151384;105609;45775
171;Totaal mannen en vrouwen;Totaal;Marokko;1990;163458;112562;50896
172;Totaal mannen en vrouwen;Totaal;Marokko;1991;176868;120472;56396
173;Totaal mannen en vrouwen;Totaal;Marokko;1992;189677;127759;61918
174;Totaal mannen en vrouwen;Totaal;Marokko;1993;201058;133219;67839
175;Totaal mannen en vrouwen;Totaal;Marokko;1994;210636;137066;73570
176;Totaal mannen en vrouwen;Totaal;Marokko;1995;218578;139611;78967
177;Totaal mannen en vrouwen;Totaal;Marokko;1996;225088;140572;84516
178;Totaal mannen en vrouwen;Totaal;Marokko;1997;232841;142533;90308
179;Totaal mannen en vrouwen;Totaal;Marokko;1998;241982;145604;96378
180;Totaal mannen en vrouwen;Totaal;Marokko;1999;252493;149469;103024
181;Totaal mannen en vrouwen;Totaal;Marokko;2000;262221;152540;109681
182;Totaal mannen en vrouwen;Totaal;Marokko;2001;272752;155669;117083
183;Totaal mannen en vrouwen;Totaal;Marokko;2002;284124;159605;124519
184;Totaal mannen en vrouwen;Totaal;Marokko;2003;295332;163280;132052
185;Totaal mannen en vrouwen;Totaal;Marokko;2004;306219;166464;139755
186;Totaal mannen en vrouwen;Totaal;Marokko;2005;315821;168400;147421
187;Totaal mannen en vrouwen;Totaal;Marokko;2006;323239;168504;154735
188;Totaal mannen en vrouwen;Totaal;Marokko;2007;329493;167893;161600
189;Totaal mannen en vrouwen;Totaal;Marokko;2008;335127;167063;168064
190;Totaal mannen en vrouwen;Totaal;Marokko;2009;341528;166774;174754
191;Totaal mannen en vrouwen;Totaal;Marokko;2010;349005;167305;181700
192;Totaal mannen en vrouwen;Totaal;Marokko;2011;355883;167607;188276
193;Totaal mannen en vrouwen;Totaal;Marokko;2012;362954;168214;194740
194;Totaal mannen en vrouwen;Totaal;Marokko;2013;368838;168117;200721
195;Totaal mannen en vrouwen;Totaal;Marokko;2014;374996;168320;206676
196;Totaal mannen en vrouwen;Totaal;Marokko;2015;380755;168451;212304
197;Totaal mannen en vrouwen;Totaal;Marokko;2016;385761;168336;217425
198;Totaal mannen en vrouwen;Totaal;Marokko;2017;391088;168536;222552
199;Totaal mannen en vrouwen;Totaal;Marokko;2018;396539;169018;227521
200;Totaal mannen en vrouwen;Totaal;Marokko;2019;402492;170357;232135
201;Totaal mannen en vrouwen;Totaal;Marokko;2020;408864;172040;236824
202;Totaal mannen en vrouwen;Totaal;Marokko;2021;414186;172542;241644
203;Totaal mannen en vrouwen;Totaal;Marokko;2022;419272;173279;245993
204;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1972;22260;16065;6195
205;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1973;23833;16999;6834
206;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1974;25401;18021;7380
207;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1975;27217;19254;7963
208;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1976;29472;20955;8517
209;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1977;31645;22553;9092
210;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1978;34375;24632;9743
211;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1979;37569;27109;10460
212;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1980;40726;29515;11211
213;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1981;44867;32804;12063
214;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1982;47505;34579;12926
215;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1983;49390;35541;13849
216;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1984;51050;36261;14789
217;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1985;53020;37227;15793
218;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1986;56878;40113;16765
219;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1987;61596;43734;17862
220;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1988;66818;47773;19045
221;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1989;72040;51729;20311
222;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1990;76552;54881;21671
223;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1991;80901;57660;23241
224;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1992;84932;60099;24833
225;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1993;86511;60049;26462
226;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1994;87087;59023;28064
227;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1995;86192;56502;29690
228;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1996;86824;55808;31016
229;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1997;88709;56366;32343
230;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1998;92105;58203;33902
231;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;1999;99130;63268;35862
232;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2000;107197;69266;37931
233;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2001;117089;76826;40263
234;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2002;124870;82209;42661
235;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2003;129312;84395;44917
236;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2004;130722;84024;46698
237;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2005;130538;82321;48217
238;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2006;129683;80102;49581
239;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2007;129965;78907;51058
240;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2008;131841;78968;52873
241;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2009;134774;79785;54989
242;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2010;138420;81175;57245
243;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2011;141345;81968;59377
244;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2012;143992;82693;61299
245;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2013;145499;82476;63023
246;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2014;146855;82148;64707
247;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2015;148926;82289;66637
248;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2016;150981;82462;68519
249;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2017;153469;82995;70474
250;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2018;157114;84526;72588
251;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2019;161265;86517;74748
252;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2020;166265;89118;77147
253;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2021;171413;91728;79685
254;Totaal mannen en vrouwen;Totaal;(voormalige) Nederlandse Antillen, Aruba;2022;176912;94770;82142
255;Totaal mannen en vrouwen;Totaal;Suriname;1972;53508;38714;14794
256;Totaal mannen en vrouwen;Totaal;Suriname;1973;60962;44860;16102
257;Totaal mannen en vrouwen;Totaal;Suriname;1974;70798;53480;17318
258;Totaal mannen en vrouwen;Totaal;Suriname;1975;87474;68684;18790
259;Totaal mannen en vrouwen;Totaal;Suriname;1976;124530;103811;20719
260;Totaal mannen en vrouwen;Totaal;Suriname;1977;127890;104773;23117
261;Totaal mannen en vrouwen;Totaal;Suriname;1978;131766;106242;25524
262;Totaal mannen en vrouwen;Totaal;Suriname;1979;138885;110818;28067
263;Totaal mannen en vrouwen;Totaal;Suriname;1980;157081;126107;30974
264;Totaal mannen en vrouwen;Totaal;Suriname;1981;176752;142080;34672
265;Totaal mannen en vrouwen;Totaal;Suriname;1982;181606;143054;38552
266;Totaal mannen en vrouwen;Totaal;Suriname;1983;185400;142831;42569
267;Totaal mannen en vrouwen;Totaal;Suriname;1984;191707;145000;46707
268;Totaal mannen en vrouwen;Totaal;Suriname;1985;197395;146309;51086
269;Totaal mannen en vrouwen;Totaal;Suriname;1986;204445;148848;55597
270;Totaal mannen en vrouwen;Totaal;Suriname;1987;211755;151498;60257
271;Totaal mannen en vrouwen;Totaal;Suriname;1988;219928;155117;64811
272;Totaal mannen en vrouwen;Totaal;Suriname;1989;225904;156391;69513
273;Totaal mannen en vrouwen;Totaal;Suriname;1990;232776;158772;74004
274;Totaal mannen en vrouwen;Totaal;Suriname;1991;242628;163855;78773
275;Totaal mannen en vrouwen;Totaal;Suriname;1992;251936;168436;83500
276;Totaal mannen en vrouwen;Totaal;Suriname;1993;261218;173169;88049
277;Totaal mannen en vrouwen;Totaal;Suriname;1994;271199;178597;92602
278;Totaal mannen en vrouwen;Totaal;Suriname;1995;276023;179211;96812
279;Totaal mannen en vrouwen;Totaal;Suriname;1996;280615;179266;101349
280;Totaal mannen en vrouwen;Totaal;Suriname;1997;285524;179873;105651
281;Totaal mannen en vrouwen;Totaal;Suriname;1998;290467;180519;109948
282;Totaal mannen en vrouwen;Totaal;Suriname;1999;296984;182467;114517
283;Totaal mannen en vrouwen;Totaal;Suriname;2000;302514;183249;119265
284;Totaal mannen en vrouwen;Totaal;Suriname;2001;308824;184737;124087
285;Totaal mannen en vrouwen;Totaal;Suriname;2002;315177;186262;128915
286;Totaal mannen en vrouwen;Totaal;Suriname;2003;320658;187279;133379
287;Totaal mannen en vrouwen;Totaal;Suriname;2004;325281;187990;137291
288;Totaal mannen en vrouwen;Totaal;Suriname;2005;329430;188367;141063
289;Totaal mannen en vrouwen;Totaal;Suriname;2006;331890;187483;144407
290;Totaal mannen en vrouwen;Totaal;Suriname;2007;333504;186025;147479
291;Totaal mannen en vrouwen;Totaal;Suriname;2008;335799;185284;150515
292;Totaal mannen en vrouwen;Totaal;Suriname;2009;338678;184961;153717
293;Totaal mannen en vrouwen;Totaal;Suriname;2010;342279;185089;157190
294;Totaal mannen en vrouwen;Totaal;Suriname;2011;344734;184453;160281
295;Totaal mannen en vrouwen;Totaal;Suriname;2012;346797;183752;163045
296;Totaal mannen en vrouwen;Totaal;Suriname;2013;347631;182342;165289
297;Totaal mannen en vrouwen;Totaal;Suriname;2014;348291;180863;167428
298;Totaal mannen en vrouwen;Totaal;Suriname;2015;348662;179236;169426
299;Totaal mannen en vrouwen;Totaal;Suriname;2016;349022;177720;171302
300;Totaal mannen en vrouwen;Totaal;Suriname;2017;349978;176801;173177
