ID;Geslacht;Leeftijd;AanwezigheidOuders;Geboorteland;Herkomstland;Perioden;Kinderen_1;KinderenRelatief_2
24;Totaal jongens en meisjes;10000;Totaal;Totaal;Azië (exclusief Indonesië en Turkije);2023;301062.0;100.0
25;Totaal jongens en meisjes;10000;Totaal;Totaal;Azië (exclusief Indonesië en Turkije);2024;320261.0;100.0
26;Totaal jongens en meisjes;10000;Totaal;Totaal;Afrika;2023;319596.0;100.0
27;Totaal jongens en meisjes;10000;Totaal;Totaal;Afrika;2024;320920.0;100.0
28;Totaal jongens en meisjes;10000;Totaal;Totaal;Amerika;2023;247300.0;100.0
29;Totaal jongens en meisjes;10000;Totaal;Totaal;Amerika;2024;248013.0;100.0
30;Totaal jongens en meisjes;10000;Totaal;Totaal;Azië;2023;463776.0;100.0
31;Totaal jongens en meisjes;10000;Totaal;Totaal;Azië;2024;482407.0;100.0
32;Totaal jongens en meisjes;10000;Totaal;Totaal;Oceanië;2023;8909.0;100.0
33;Totaal jongens en meisjes;10000;Totaal;Totaal;Oceanië;2024;8961.0;100.0
34;Totaal jongens en meisjes;10000;Totaal;Totaal;Europese Unie (exclusief Nederland);2023;351786.0;100.0
35;Totaal jongens en meisjes;10000;Totaal;Totaal;Europese Unie (exclusief Nederland);2024;362727.0;100.0
36;Totaal jongens en meisjes;10000;Totaal;Totaal;Onbekend herkomstland;2023;0.0;0.0
37;Totaal jongens en meisjes;10000;Totaal;Totaal;Onbekend herkomstland;2024;0.0;0.0
38;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Totaal;2023;4411264.0;100.0
39;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Totaal;2024;4376659.0;100.0
40;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Nederland;2023;3399500.0;100.0
41;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Nederland;2024;3360437.0;100.0
42;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Buiten Nederland;2023;1011764.0;100.0
43;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Buiten Nederland;2024;1016222.0;100.0
44;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Europa (exclusief Nederland);2023;246641.0;100.0
45;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Europa (exclusief Nederland);2024;251144.0;100.0
46;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Buiten Europa;2023;765123.0;100.0
47;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Buiten Europa;2024;765078.0;100.0
48;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Indonesië;2023;19343.0;100.0
49;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Indonesië;2024;18492.0;100.0
50;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Marokko;2023;160021.0;100.0
51;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Marokko;2024;157179.0;100.0
52;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Nederlandse Cariben;2023;51178.0;100.0
53;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Nederlandse Cariben;2024;51750.0;100.0
54;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Suriname;2023;80542.0;100.0
55;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Suriname;2024;77704.0;100.0
56;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Turkije;2023;121131.0;100.0
57;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Turkije;2024;117479.0;100.0
58;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Afrika (exclusief Marokko);2023;103328.0;100.0
59;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Afrika (exclusief Marokko);2024;105446.0;100.0
60;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Amerika en Oceanië (ex. Suriname en N...;2023;63663.0;100.0
61;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Amerika en Oceanië (ex. Suriname en N...;2024;64675.0;100.0
62;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Azië (exclusief Indonesië en Turkije);2023;165917.0;100.0
63;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Azië (exclusief Indonesië en Turkije);2024;172353.0;100.0
64;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Afrika;2023;263349.0;100.0
65;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Afrika;2024;262625.0;100.0
66;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Amerika;2023;189347.0;100.0
67;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Amerika;2024;188300.0;100.0
68;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Azië;2023;306391.0;100.0
69;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Azië;2024;308324.0;100.0
70;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Oceanië;2023;6036.0;100.0
71;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Oceanië;2024;5829.0;100.0
72;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Europese Unie (exclusief Nederland);2023;184171.0;100.0
73;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Europese Unie (exclusief Nederland);2024;187666.0;100.0
74;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Onbekend herkomstland;2023;0.0;0.0
75;Totaal jongens en meisjes;10000;Totaal;Kind geboren in Nederland;Onbekend herkomstland;2024;0.0;0.0
76;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Totaal;2023;506457.0;100.0
77;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Totaal;2024;539540.0;100.0
78;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Nederland;2023;;
79;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Nederland;2024;;
80;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Buiten Nederland;2023;506457.0;100.0
81;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Buiten Nederland;2024;539540.0;100.0
82;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Europa (exclusief Nederland);2023;231999.0;100.0
83;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Europa (exclusief Nederland);2024;244317.0;100.0
84;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Buiten Europa;2023;274458.0;100.0
85;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Buiten Europa;2024;295223.0;100.0
86;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Indonesië;2023;3923.0;100.0
87;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Indonesië;2024;4114.0;100.0
88;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Marokko;2023;7074.0;100.0
89;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Marokko;2024;6961.0;100.0
90;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Nederlandse Cariben;2023;17960.0;100.0
91;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Nederlandse Cariben;2024;17842.0;100.0
92;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Suriname;2023;6791.0;100.0
93;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Suriname;2024;7303.0;100.0
94;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Turkije;2023;18317.0;100.0
95;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Turkije;2024;22061.0;100.0
96;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Afrika (exclusief Marokko);2023;49173.0;100.0
97;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Afrika (exclusief Marokko);2024;51334.0;100.0
98;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Amerika en Oceanië (ex. Suriname en N...;2023;36075.0;100.0
99;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Amerika en Oceanië (ex. Suriname en N...;2024;37700.0;100.0
100;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Azië (exclusief Indonesië en Turkije);2023;135145.0;100.0
101;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Azië (exclusief Indonesië en Turkije);2024;147908.0;100.0
102;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Afrika;2023;56247.0;100.0
103;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Afrika;2024;58295.0;100.0
104;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Amerika;2023;57953.0;100.0
105;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Amerika;2024;59713.0;100.0
106;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Azië;2023;157385.0;100.0
107;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Azië;2024;174083.0;100.0
108;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Oceanië;2023;2873.0;100.0
109;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Oceanië;2024;3132.0;100.0
110;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Europese Unie (exclusief Nederland);2023;167615.0;100.0
111;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Europese Unie (exclusief Nederland);2024;175061.0;100.0
112;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Onbekend herkomstland;2023;0.0;0.0
113;Totaal jongens en meisjes;10000;Totaal;Kind geboren buiten Nederland;Onbekend herkomstland;2024;0.0;0.0
114;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Totaal;2023;3272877.0;67.0
115;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Totaal;2024;3241862.0;66.0
116;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Nederland;2023;2424925.0;71.0
117;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Nederland;2024;2379656.0;71.0
118;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Buiten Nederland;2023;847952.0;56.0
119;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Buiten Nederland;2024;862206.0;55.0
120;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Europa (exclusief Nederland);2023;236518.0;49.0
121;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Europa (exclusief Nederland);2024;242449.0;49.0
122;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Buiten Europa;2023;611434.0;59.0
123;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Buiten Europa;2024;619757.0;58.0
124;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Indonesië;2023;13738.0;59.0
125;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Indonesië;2024;13246.0;59.0
126;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Marokko;2023;116294.0;70.0
127;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Marokko;2024;113691.0;69.0
128;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Nederlandse Cariben;2023;21531.0;31.0
129;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Nederlandse Cariben;2024;21699.0;31.0
130;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Suriname;2023;37272.0;43.0
131;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Suriname;2024;35972.0;42.0
132;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Turkije;2023;98590.0;71.0
133;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Turkije;2024;97820.0;70.0
134;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Afrika (exclusief Marokko);2023;70157.0;46.0
135;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Afrika (exclusief Marokko);2024;72297.0;46.0
136;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Amerika en Oceanië (ex. Suriname en N...;2023;54707.0;55.0
137;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Amerika en Oceanië (ex. Suriname en N...;2024;55455.0;54.0
138;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Azië (exclusief Indonesië en Turkije);2023;199145.0;66.0
139;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Azië (exclusief Indonesië en Turkije);2024;209577.0;65.0
140;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Afrika;2023;186451.0;58.0
141;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Afrika;2024;185988.0;58.0
142;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Amerika;2023;108103.0;44.0
143;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Amerika;2024;107881.0;43.0
144;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Azië;2023;311473.0;67.0
145;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Azië;2024;320643.0;66.0
146;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Oceanië;2023;5407.0;61.0
147;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Oceanië;2024;5245.0;59.0
148;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Europese Unie (exclusief Nederland);2023;173206.0;49.0
149;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Europese Unie (exclusief Nederland);2024;175614.0;48.0
150;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Onbekend herkomstland;2023;0.0;0.0
151;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Totaal;Onbekend herkomstland;2024;0.0;0.0
152;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Totaal;2023;3081713.0;70.0
153;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Totaal;2024;3037406.0;69.0
154;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Nederland;2023;2424925.0;71.0
155;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Nederland;2024;2379656.0;71.0
156;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Buiten Nederland;2023;656788.0;65.0
157;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Buiten Nederland;2024;657750.0;65.0
158;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Europa (exclusief Nederland);2023;172585.0;70.0
159;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Europa (exclusief Nederland);2024;175037.0;70.0
160;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Buiten Europa;2023;484203.0;63.0
161;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Buiten Europa;2024;482713.0;63.0
162;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Indonesië;2023;12740.0;66.0
163;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Indonesië;2024;12204.0;66.0
164;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Marokko;2023;113368.0;71.0
165;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Marokko;2024;110619.0;70.0
166;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Nederlandse Cariben;2023;18544.0;36.0
167;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Nederlandse Cariben;2024;18678.0;36.0
168;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Suriname;2023;36052.0;45.0
169;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Suriname;2024;34601.0;45.0
170;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Turkije;2023;88593.0;73.0
171;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Turkije;2024;85660.0;73.0
172;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Afrika (exclusief Marokko);2023;50496.0;49.0
173;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Afrika (exclusief Marokko);2024;51539.0;49.0
174;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Amerika en Oceanië (ex. Suriname en N...;2023;40156.0;63.0
175;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Amerika en Oceanië (ex. Suriname en N...;2024;40601.0;63.0
176;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Azië (exclusief Indonesië en Turkije);2023;124254.0;75.0
177;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Azië (exclusief Indonesië en Turkije);2024;128811.0;75.0
178;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Afrika;2023;163864.0;62.0
179;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Afrika;2024;162158.0;62.0
180;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Amerika;2023;90841.0;48.0
181;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Amerika;2024;90163.0;48.0
182;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Azië;2023;225587.0;74.0
183;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Azië;2024;226675.0;74.0
184;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Oceanië;2023;3911.0;65.0
185;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Oceanië;2024;3717.0;64.0
186;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Europese Unie (exclusief Nederland);2023;128611.0;70.0
187;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Europese Unie (exclusief Nederland);2024;130406.0;69.0
188;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Onbekend herkomstland;2023;0.0;0.0
189;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren in Nederland;Onbekend herkomstland;2024;0.0;0.0
190;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Totaal;2023;191164.0;38.0
191;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Totaal;2024;204456.0;38.0
192;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Nederland;2023;;
193;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Nederland;2024;;
194;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Buiten Nederland;2023;191164.0;38.0
195;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Buiten Nederland;2024;204456.0;38.0
196;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Europa (exclusief Nederland);2023;63933.0;28.0
197;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Europa (exclusief Nederland);2024;67412.0;28.0
198;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Buiten Europa;2023;127231.0;46.0
199;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Buiten Europa;2024;137044.0;46.0
200;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Indonesië;2023;998.0;25.0
201;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Indonesië;2024;1042.0;25.0
202;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Marokko;2023;2926.0;41.0
203;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Marokko;2024;3072.0;44.0
204;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Nederlandse Cariben;2023;2987.0;17.0
205;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Nederlandse Cariben;2024;3021.0;17.0
206;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Suriname;2023;1220.0;18.0
207;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Suriname;2024;1371.0;19.0
208;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Turkije;2023;9997.0;55.0
209;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Turkije;2024;12160.0;55.0
210;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Afrika (exclusief Marokko);2023;19661.0;40.0
211;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Afrika (exclusief Marokko);2024;20758.0;40.0
212;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Amerika en Oceanië (ex. Suriname en N...;2023;14551.0;40.0
213;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Amerika en Oceanië (ex. Suriname en N...;2024;14854.0;39.0
214;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Azië (exclusief Indonesië en Turkije);2023;74891.0;55.0
215;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Azië (exclusief Indonesië en Turkije);2024;80766.0;55.0
216;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Afrika;2023;22587.0;40.0
217;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Afrika;2024;23830.0;41.0
218;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Amerika;2023;17262.0;30.0
219;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Amerika;2024;17718.0;30.0
220;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Azië;2023;85886.0;55.0
221;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Azië;2024;93968.0;54.0
222;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Oceanië;2023;1496.0;52.0
223;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Oceanië;2024;1528.0;49.0
224;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Europese Unie (exclusief Nederland);2023;44595.0;27.0
225;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Europese Unie (exclusief Nederland);2024;45208.0;26.0
226;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Onbekend herkomstland;2023;0.0;0.0
227;Totaal jongens en meisjes;10000;Kind woont met beide juridische ouders;Kind geboren buiten Nederland;Onbekend herkomstland;2024;0.0;0.0
228;Totaal jongens en meisjes;10000;Kind woont alleen met moeder;Totaal;Totaal;2023;692644.0;14.0
229;Totaal jongens en meisjes;10000;Kind woont alleen met moeder;Totaal;Totaal;2024;695860.0;14.0
230;Totaal jongens en meisjes;10000;Kind woont alleen met moeder;Totaal;Nederland;2023;410465.0;12.0
231;Totaal jongens en meisjes;10000;Kind woont alleen met moeder;Totaal;Nederland;2024;408758.0;12.0
232;Totaal jongens en meisjes;10000;Kind woont alleen met moeder;Totaal;Buiten Nederland;2023;282179.0;19.0
