ID;Geslacht;HOOPGebieden;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na1Jaar_30;Na2Jaar_31;Na3Jaar_32;Na4Jaar_33;Na5Jaar_34;Na6Jaar_35;Na7Jaar_36;Na8Jaar_37;Na9Jaar_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar10_47;InJaar2_48;InJaar3_49;InJaar4_50;InJaar5_51;InJaar6_52;InJaar7_53;InJaar8_54;InJaar9_55;InJaar10_56;InJaar2_57;InJaar3_58;InJaar4_59;InJaar5_60;InJaar6_61;InJaar7_62;InJaar8_63;InJaar9_64;InJaar10_65
10;Totaal mannen en vrouwen;Techniek;Cohort 1990;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Totaal mannen en vrouwen;Techniek;Cohort 1991;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Totaal mannen en vrouwen;Techniek;Cohort 1992;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Totaal mannen en vrouwen;Techniek;Cohort 1993;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Totaal mannen en vrouwen;Techniek;Cohort 1994;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Totaal mannen en vrouwen;Gezondheid;Cohort 1990;230.0;14.0;33.0;51.0;57.0;64.0;67.0;67.0;13.0;32.0;49.0;55.0;62.0;64.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;15.0;17.0;20.0;23.0;26.0;27.0;30.0;30.0;31.0;83.0;75.0;66.0;43.0;23.0;16.0;7.0;3.0;2.0;82.0;73.0;65.0;43.0;23.0;16.0;7.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;Totaal mannen en vrouwen;Gezondheid;Cohort 1991;120.0;5.0;31.0;53.0;59.0;66.0;68.0;69.0;5.0;31.0;51.0;58.0;64.0;66.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;9.0;10.0;14.0;16.0;21.0;23.0;25.0;25.0;24.0;91.0;90.0;81.0;53.0;26.0;18.0;9.0;8.0;8.0;90.0;89.0;80.0;52.0;26.0;18.0;9.0;7.0;7.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
17;Totaal mannen en vrouwen;Gezondheid;Cohort 1992;160.0;1.0;19.0;38.0;46.0;52.0;56.0;59.0;1.0;18.0;36.0;44.0;49.0;54.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;20.0;25.0;28.0;31.0;34.0;33.0;36.0;36.0;36.0;80.0;75.0;72.0;50.0;28.0;21.0;12.0;8.0;6.0;80.0;74.0;70.0;48.0;27.0;20.0;12.0;6.0;4.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0
18;Totaal mannen en vrouwen;Gezondheid;Cohort 1993;190.0;6.0;19.0;29.0;39.0;45.0;48.0;50.0;6.0;17.0;27.0;36.0;42.0;44.0;46.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;3.0;4.0;4.0;24.0;33.0;36.0;39.0;41.0;41.0;40.0;42.0;42.0;75.0;61.0;57.0;42.0;30.0;20.0;15.0;10.0;9.0;74.0;59.0;54.0;42.0;29.0;18.0;13.0;9.0;7.0;1.0;2.0;3.0;0.0;1.0;2.0;2.0;1.0;1.0
19;Totaal mannen en vrouwen;Gezondheid;Cohort 1994;120.0;5.0;14.0;34.0;41.0;43.0;45.0;47.0;3.0;11.0;30.0;37.0;39.0;41.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;4.0;4.0;4.0;5.0;31.0;38.0;41.0;42.0;46.0;46.0;47.0;49.0;52.0;69.0;62.0;53.0;44.0;20.0;13.0;9.0;6.0;2.0;67.0;59.0;51.0;41.0;19.0;11.0;9.0;5.0;2.0;2.0;3.0;3.0;3.0;1.0;2.0;1.0;1.0;
20;Totaal mannen en vrouwen;Economie;Cohort 1990;180.0;5.0;6.0;13.0;18.0;20.0;21.0;24.0;3.0;5.0;9.0;14.0;15.0;15.0;18.0;0.0;0.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;44.0;58.0;60.0;63.0;66.0;67.0;67.0;67.0;70.0;55.0;41.0;35.0;30.0;21.0;15.0;13.0;12.0;6.0;54.0;38.0;33.0;27.0;18.0;11.0;9.0;9.0;5.0;2.0;2.0;2.0;3.0;3.0;4.0;3.0;3.0;2.0
21;Totaal mannen en vrouwen;Economie;Cohort 1991;220.0;2.0;4.0;8.0;13.0;16.0;17.0;19.0;2.0;4.0;7.0;11.0;13.0;13.0;15.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;33.0;60.0;69.0;73.0;74.0;74.0;75.0;75.0;75.0;67.0;40.0;29.0;23.0;18.0;13.0;9.0;8.0;6.0;66.0;38.0;26.0;20.0;15.0;10.0;8.0;8.0;5.0;0.0;2.0;3.0;3.0;3.0;3.0;1.0;0.0;1.0
22;Totaal mannen en vrouwen;Economie;Cohort 1992;140.0;4.0;8.0;12.0;18.0;22.0;23.0;25.0;3.0;7.0;10.0;15.0;18.0;20.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;4.0;4.0;4.0;41.0;53.0;63.0;66.0;68.0;68.0;69.0;70.0;70.0;59.0;46.0;35.0;27.0;20.0;15.0;10.0;8.0;6.0;58.0;44.0;33.0;24.0;19.0;11.0;8.0;6.0;4.0;1.0;2.0;1.0;3.0;1.0;4.0;1.0;1.0;2.0
23;Totaal mannen en vrouwen;Economie;Cohort 1993;170.0;4.0;10.0;11.0;15.0;18.0;21.0;23.0;4.0;9.0;11.0;15.0;17.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;35.0;52.0;63.0;64.0;61.0;64.0;69.0;69.0;70.0;65.0;45.0;33.0;26.0;27.0;20.0;13.0;10.0;7.0;64.0;44.0;31.0;24.0;26.0;18.0;12.0;8.0;7.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0
24;Totaal mannen en vrouwen;Economie;Cohort 1994;160.0;2.0;5.0;12.0;14.0;16.0;18.0;21.0;1.0;4.0;10.0;12.0;14.0;16.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;40.0;57.0;63.0;66.0;68.0;68.0;70.0;70.0;71.0;60.0;43.0;35.0;29.0;20.0;17.0;14.0;12.0;8.0;58.0;39.0;32.0;25.0;17.0;15.0;13.0;11.0;8.0;2.0;4.0;4.0;5.0;3.0;3.0;1.0;1.0;
25;Totaal mannen en vrouwen;Recht;Cohort 1990;730.0;5.0;12.0;18.0;23.0;30.0;34.0;37.0;4.0;9.0;14.0;19.0;26.0;30.0;33.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;22.0;35.0;41.0;45.0;48.0;51.0;52.0;53.0;53.0;77.0;63.0;53.0;43.0;34.0;26.0;18.0;13.0;10.0;75.0;61.0;52.0;42.0;34.0;26.0;18.0;13.0;9.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0
26;Totaal mannen en vrouwen;Recht;Cohort 1991;590.0;7.0;14.0;19.0;25.0;32.0;35.0;37.0;6.0;12.0;17.0;23.0;28.0;32.0;34.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;28.0;40.0;45.0;48.0;51.0;52.0;53.0;54.0;54.0;71.0;57.0;47.0;38.0;30.0;23.0;15.0;11.0;8.0;69.0;55.0;46.0;36.0;29.0;22.0;14.0;11.0;8.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0
27;Totaal mannen en vrouwen;Recht;Cohort 1992;530.0;5.0;11.0;20.0;26.0;33.0;39.0;42.0;4.0;9.0;18.0;24.0;31.0;36.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;21.0;32.0;40.0;44.0;45.0;46.0;46.0;46.0;47.0;78.0;66.0;55.0;45.0;35.0;28.0;21.0;15.0;11.0;76.0;64.0;54.0;45.0;34.0;27.0;20.0;13.0;10.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
28;Totaal mannen en vrouwen;Recht;Cohort 1993;510.0;7.0;13.0;20.0;27.0;33.0;37.0;40.0;5.0;11.0;17.0;23.0;30.0;33.0;36.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;4.0;26.0;37.0;43.0;45.0;47.0;49.0;49.0;51.0;52.0;73.0;60.0;49.0;42.0;32.0;24.0;17.0;12.0;8.0;71.0;58.0;47.0;40.0;31.0;23.0;16.0;10.0;7.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0
29;Totaal mannen en vrouwen;Recht;Cohort 1994;460.0;6.0;11.0;16.0;20.0;26.0;30.0;33.0;5.0;9.0;14.0;17.0;23.0;26.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;29.0;40.0;46.0;50.0;52.0;55.0;55.0;56.0;58.0;71.0;57.0;47.0;38.0;31.0;25.0;19.0;14.0;9.0;68.0;55.0;44.0;37.0;29.0;24.0;18.0;13.0;9.0;2.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0
30;Totaal mannen en vrouwen;Gedrag en maatschappij;Cohort 1990;1230.0;12.0;21.0;29.0;36.0;40.0;42.0;44.0;12.0;20.0;28.0;34.0;37.0;40.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;27.0;36.0;41.0;45.0;46.0;49.0;49.0;49.0;50.0;72.0;58.0;47.0;34.0;24.0;15.0;11.0;9.0;6.0;70.0;56.0;45.0;32.0;23.0;14.0;10.0;7.0;5.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0
31;Totaal mannen en vrouwen;Gedrag en maatschappij;Cohort 1991;1120.0;12.0;20.0;28.0;34.0;38.0;41.0;42.0;11.0;19.0;26.0;32.0;36.0;38.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;30.0;40.0;45.0;47.0;50.0;51.0;51.0;52.0;51.0;68.0;54.0;44.0;33.0;23.0;15.0;11.0;7.0;7.0;67.0;52.0;42.0;31.0;21.0;14.0;10.0;7.0;5.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0
32;Totaal mannen en vrouwen;Gedrag en maatschappij;Cohort 1992;1040.0;9.0;21.0;28.0;33.0;36.0;39.0;40.0;8.0;19.0;26.0;31.0;34.0;36.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;28.0;41.0;46.0;48.0;51.0;51.0;53.0;53.0;53.0;71.0;54.0;45.0;31.0;21.0;15.0;11.0;8.0;6.0;69.0;52.0;42.0;28.0;19.0;14.0;9.0;6.0;5.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0
33;Totaal mannen en vrouwen;Gedrag en maatschappij;Cohort 1993;840.0;10.0;19.0;28.0;32.0;36.0;39.0;41.0;9.0;18.0;25.0;29.0;33.0;36.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;31.0;40.0;46.0;48.0;50.0;51.0;52.0;51.0;51.0;69.0;56.0;43.0;33.0;22.0;17.0;12.0;10.0;8.0;66.0;52.0;40.0;30.0;20.0;15.0;10.0;8.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0
34;Totaal mannen en vrouwen;Gedrag en maatschappij;Cohort 1994;670.0;8.0;17.0;24.0;30.0;34.0;37.0;39.0;6.0;14.0;21.0;27.0;30.0;33.0;34.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;4.0;4.0;29.0;42.0;44.0;49.0;52.0;52.0;53.0;54.0;56.0;71.0;55.0;47.0;34.0;23.0;17.0;14.0;9.0;6.0;68.0;52.0;45.0;33.0;22.0;15.0;12.0;8.0;5.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0
35;Totaal mannen en vrouwen;Taal en cultuur;Cohort 1990;390.0;10.0;15.0;21.0;26.0;29.0;33.0;36.0;9.0;14.0;19.0;24.0;27.0;31.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;25.0;35.0;40.0;44.0;47.0;49.0;50.0;51.0;54.0;74.0;58.0;51.0;41.0;32.0;25.0;21.0;16.0;10.0;72.0;55.0;49.0;39.0;30.0;24.0;20.0;14.0;9.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0
36;Totaal mannen en vrouwen;Taal en cultuur;Cohort 1991;360.0;10.0;13.0;18.0;25.0;30.0;34.0;36.0;8.0;11.0;15.0;22.0;27.0;30.0;32.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;27.0;37.0;42.0;44.0;50.0;52.0;53.0;53.0;53.0;73.0;56.0;48.0;43.0;33.0;23.0;17.0;13.0;11.0;71.0;54.0;45.0;40.0;29.0;21.0;15.0;12.0;9.0;2.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;2.0
37;Totaal mannen en vrouwen;Taal en cultuur;Cohort 1992;390.0;11.0;14.0;19.0;24.0;29.0;34.0;36.0;8.0;10.0;15.0;19.0;23.0;29.0;30.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;4.0;5.0;5.0;5.0;6.0;27.0;39.0;44.0;47.0;51.0;51.0;53.0;53.0;52.0;72.0;55.0;45.0;40.0;31.0;26.0;19.0;13.0;12.0;68.0;52.0;43.0;38.0;29.0;25.0;17.0;12.0;10.0;4.0;4.0;3.0;2.0;2.0;1.0;2.0;1.0;2.0
38;Totaal mannen en vrouwen;Taal en cultuur;Cohort 1993;280.0;11.0;13.0;18.0;22.0;29.0;32.0;35.0;8.0;11.0;14.0;18.0;24.0;27.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;4.0;5.0;6.0;29.0;38.0;41.0;46.0;53.0;53.0;54.0;56.0;56.0;70.0;57.0;48.0;40.0;29.0;25.0;18.0;12.0;9.0;67.0;54.0;44.0;38.0;28.0;23.0;15.0;11.0;8.0;4.0;3.0;4.0;2.0;1.0;1.0;3.0;1.0;1.0
39;Totaal mannen en vrouwen;Taal en cultuur;Cohort 1994;260.0;8.0;12.0;15.0;20.0;25.0;31.0;32.0;7.0;10.0;12.0;16.0;22.0;25.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;5.0;5.0;29.0;38.0;47.0;53.0;56.0;56.0;56.0;57.0;58.0;70.0;57.0;45.0;36.0;29.0;24.0;19.0;13.0;10.0;67.0;53.0;42.0;32.0;27.0;22.0;15.0;12.0;8.0;3.0;4.0;3.0;3.0;2.0;2.0;3.0;1.0;2.0
40;Mannen;Totaal alle HOOP-gebieden;Cohort 1990;1450.0;12.0;20.0;28.0;32.0;36.0;38.0;40.0;11.0;18.0;25.0;29.0;32.0;35.0;37.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;26.0;37.0;43.0;46.0;49.0;51.0;52.0;52.0;53.0;72.0;57.0;45.0;34.0;23.0;17.0;13.0;10.0;6.0;70.0;55.0;44.0;32.0;22.0;16.0;12.0;9.0;5.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
41;Mannen;Totaal alle HOOP-gebieden;Cohort 1991;1240.0;10.0;17.0;23.0;29.0;32.0;36.0;37.0;9.0;16.0;22.0;27.0;30.0;33.0;34.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;28.0;41.0;48.0;51.0;54.0;56.0;56.0;57.0;57.0;71.0;54.0;43.0;32.0;22.0;16.0;11.0;8.0;7.0;70.0;53.0;41.0;30.0;21.0;15.0;11.0;7.0;6.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0
42;Mannen;Totaal alle HOOP-gebieden;Cohort 1992;1130.0;9.0;17.0;25.0;30.0;35.0;38.0;40.0;8.0;15.0;23.0;28.0;32.0;35.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;28.0;38.0;44.0;48.0;50.0;50.0;52.0;52.0;53.0;72.0;57.0;47.0;35.0;25.0;20.0;13.0;10.0;8.0;70.0;55.0;46.0;34.0;24.0;19.0;13.0;9.0;7.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
43;Mannen;Totaal alle HOOP-gebieden;Cohort 1993;950.0;10.0;17.0;23.0;28.0;32.0;34.0;37.0;8.0;15.0;20.0;25.0;29.0;31.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;3.0;3.0;30.0;40.0;46.0;48.0;50.0;52.0;54.0;55.0;56.0;70.0;56.0;45.0;35.0;27.0;20.0;13.0;10.0;7.0;67.0;54.0;42.0;33.0;26.0;19.0;12.0;9.0;6.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0
44;Mannen;Totaal alle HOOP-gebieden;Cohort 1994;810.0;7.0;13.0;19.0;23.0;27.0;31.0;33.0;6.0;12.0;17.0;21.0;25.0;28.0;29.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;31.0;44.0;48.0;52.0;55.0;56.0;58.0;59.0;60.0;68.0;54.0;45.0;35.0;26.0;20.0;15.0;11.0;8.0;66.0;52.0;42.0;33.0;24.0;19.0;14.0;10.0;7.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0
45;Mannen;Natuur;Cohort 1990;80.0;13.0;22.0;30.0;34.0;40.0;42.0;42.0;12.0;19.0;26.0;30.0;36.0;38.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;4.0;4.0;4.0;4.0;18.0;30.0;42.0;52.0;52.0;53.0;56.0;56.0;57.0;82.0;69.0;45.0;26.0;18.0;13.0;4.0;3.0;1.0;79.0;66.0;42.0;23.0;17.0;12.0;3.0;1.0;1.0;3.0;3.0;4.0;3.0;1.0;1.0;1.0;1.0;0.0
46;Mannen;Natuur;Cohort 1991;80.0;7.0;17.0;25.0;33.0;38.0;41.0;41.0;6.0;16.0;22.0;31.0;36.0;38.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;25.0;32.0;42.0;49.0;49.0;53.0;51.0;52.0;52.0;74.0;65.0;51.0;33.0;26.0;14.0;11.0;7.0;7.0;72.0;62.0;48.0;32.0;25.0;14.0;10.0;7.0;7.0;2.0;4.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0
47;Mannen;Natuur;Cohort 1992;50.0;10.0;16.0;22.0;29.0;31.0;33.0;35.0;10.0;16.0;22.0;29.0;31.0;33.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;39.0;41.0;45.0;55.0;61.0;61.0;59.0;57.0;67.0;59.0;49.0;39.0;24.0;10.0;8.0;8.0;8.0;67.0;59.0;49.0;39.0;24.0;10.0;8.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;Mannen;Natuur;Cohort 1993;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
