ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
53;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zeeland (PV);2023 december;168.0;17.3
54;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2021 december;1341.1;20.1
55;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2022 december;1378.2;19.3
56;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Brabant (PV);2023 december;1383.7;19.0
57;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Limburg (PV);2021 december;521.7;17.6
58;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Limburg (PV);2022 december;532.0;16.6
59;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Limburg (PV);2023 december;529.1;17.2
60;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2021 december;18.0;
61;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2022 december;20.2;
62;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (PV);2023 december;23.3;
63;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2021 december;47.4;16.5
64;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2022 december;47.8;15.9
65;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Groningen (CR);2023 december;47.8;16.3
66;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2021 december;16.7;28.1
67;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2022 december;16.4;26.6
68;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delfzijl en omgeving (CR);2023 december;15.6;25.3
69;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2021 december;211.8;19.0
70;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2022 december;216.9;19.3
71;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Groningen (CR);2023 december;217.5;18.9
72;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2021 december;137.0;17.7
73;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2022 december;138.9;17.6
74;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Friesland (CR);2023 december;137.6;17.1
75;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2021 december;53.1;18.8
76;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2022 december;53.6;17.5
77;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Friesland (CR);2023 december;53.3;17.2
78;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2021 december;89.3;19.8
79;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2022 december;90.7;19.9
80;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Friesland (CR);2023 december;92.8;20.4
81;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2021 december;80.2;21.1
82;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2022 december;82.1;19.8
83;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Drenthe (CR);2023 december;83.1;19.6
84;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2021 december;63.4;16.7
85;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2022 december;65.3;17.7
86;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Drenthe (CR);2023 december;65.2;16.7
87;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2021 december;66.0;24.2
88;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2022 december;67.1;24.1
89;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Drenthe (CR);2023 december;70.3;25.8
90;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2021 december;206.6;20.6
91;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2022 december;211.7;20.0
92;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Overijssel (CR);2023 december;209.6;19.7
93;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2021 december;72.3;18.0
94;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2022 december;74.5;17.4
95;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Overijssel (CR);2023 december;74.5;17.3
96;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Twente (CR);2021 december;309.7;16.6
97;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Twente (CR);2022 december;319.3;16.5
98;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Twente (CR);2023 december;321.9;16.3
99;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2021 december;349.0;19.2
100;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2022 december;359.0;19.2
101;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Veluwe (CR);2023 december;364.6;19.3
102;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2021 december;173.9;15.9
103;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2022 december;177.6;15.3
104;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Achterhoek (CR);2023 december;178.4;15.5
105;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2021 december;356.5;18.8
106;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2022 december;369.5;18.9
107;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Arnhem/Nijmegen (CR);2023 december;367.8;18.4
108;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2021 december;113.1;20.3
109;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2022 december;116.8;20.1
110;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidwest-Gelderland (CR);2023 december;118.1;19.8
111;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2021 december;778.2;24.6
112;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2022 december;802.0;24.9
113;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Utrecht (CR);2023 december;818.6;25.5
114;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2021 december;151.6;16.7
115;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2022 december;152.7;16.5
116;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Kop van Noord-Holland (CR);2023 december;160.2;19.0
117;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2021 december;104.5;14.7
118;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2022 december;106.2;14.7
119;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Alkmaar en omgeving (CR);2023 december;108.0;14.8
120;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;IJmond (CR);2021 december;74.0;15.5
121;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;IJmond (CR);2022 december;75.5;15.8
122;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;IJmond (CR);2023 december;75.6;15.4
123;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2021 december;85.7;16.3
124;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2022 december;87.6;16.6
125;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Haarlem (CR);2023 december;86.8;15.8
126;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2021 december;63.3;17.8
127;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2022 december;64.0;16.7
128;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zaanstreek (CR);2023 december;64.9;17.0
129;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2021 december;998.9;25.0
130;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2022 december;1041.4;25.2
131;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Amsterdam (CR);2023 december;1071.6;25.6
132;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2021 december;107.7;21.1
133;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2022 december;110.6;21.1
134;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Het Gooi en Vechtstreek (CR);2023 december;102.2;21.1
135;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2021 december;184.1;14.4
136;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2022 december;188.4;14.4
137;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie Leiden en Bollenstreek (CR);2023 december;192.0;14.2
138;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2021 december;420.7;18.1
139;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2022 december;436.6;19.0
140;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Agglomeratie 's-Gravenhage (CR);2023 december;438.7;18.9
141;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2021 december;141.4;16.4
142;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2022 december;144.4;16.1
143;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Delft en Westland (CR);2023 december;146.4;15.6
144;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2021 december;133.2;17.5
145;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2022 december;135.1;16.9
146;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Oost-Zuid-Holland (CR);2023 december;136.7;16.6
147;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2021 december;716.5;18.9
148;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2022 december;733.1;18.9
149;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Groot-Rijnmond (CR);2023 december;733.4;18.9
150;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2021 december;181.9;21.0
151;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2022 december;188.7;21.7
152;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Zuid-Holland (CR);2023 december;190.6;21.5
153;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2021 december;42.7;18.0
154;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2022 december;44.1;18.0
155;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zeeuwsch-Vlaanderen (CR);2023 december;43.2;18.3
156;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2021 december;118.8;16.5
157;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2022 december;122.4;16.3
158;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Overig Zeeland (CR);2023 december;124.8;16.9
159;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2021 december;314.0;20.1
160;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2022 december;321.2;18.8
161;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;West-Noord-Brabant (CR);2023 december;323.2;18.9
162;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2021 december;253.5;21.2
163;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2022 december;257.2;19.9
164;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Noord-Brabant (CR);2023 december;254.7;19.6
165;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2021 december;337.1;19.3
166;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2022 december;346.9;18.4
167;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noordoost-Noord-Brabant (CR);2023 december;350.6;18.6
168;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2021 december;436.5;20.2
169;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2022 december;452.9;20.1
170;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuidoost-Noord-Brabant (CR);2023 december;455.3;19.0
171;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2021 december;149.9;16.6
172;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2022 december;155.4;15.7
173;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Noord-Limburg (CR);2023 december;153.5;16.2
174;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2021 december;102.7;17.5
175;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2022 december;105.1;16.8
176;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Midden-Limburg (CR);2023 december;105.2;17.3
177;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2021 december;269.1;18.2
178;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2022 december;271.6;17.0
179;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Zuid-Limburg (CR);2023 december;270.3;17.6
180;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2021 december;167.6;20.8
181;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2022 december;171.4;20.5
182;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Flevoland (CR);2023 december;172.0;20.7
183;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2021 december;18.0;
184;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2022 december;20.2;
185;Totaal mannen en vrouwen;Totaal;Nederland, Buitenland, Niet in te delen;Niet in te delen (CR);2023 december;23.3;
186;Totaal mannen en vrouwen;Totaal;Nederland;Nederland, Buitenland, Niet in te delen;2021 december;8402.9;19.4
187;Totaal mannen en vrouwen;Totaal;Nederland;Nederland, Buitenland, Niet in te delen;2022 december;8630.7;19.4
188;Totaal mannen en vrouwen;Totaal;Nederland;Nederland, Buitenland, Niet in te delen;2023 december;8712.2;19.5
189;Totaal mannen en vrouwen;Totaal;Nederland;Nederland;2021 december;8393.6;19.4
190;Totaal mannen en vrouwen;Totaal;Nederland;Nederland;2022 december;8621.1;19.4
191;Totaal mannen en vrouwen;Totaal;Nederland;Nederland;2023 december;8701.1;19.5
192;Totaal mannen en vrouwen;Totaal;Nederland;"Nederland; niet in te delen";2021 december;9.2;
193;Totaal mannen en vrouwen;Totaal;Nederland;"Nederland; niet in te delen";2022 december;9.6;
194;Totaal mannen en vrouwen;Totaal;Nederland;"Nederland; niet in te delen";2023 december;11.1;
195;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Nederland (LD);2021 december;755.6;19.1
196;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Nederland (LD);2022 december;769.2;19.0
197;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Nederland (LD);2023 december;773.5;18.9
198;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Nederland (LD);2021 december;1695.5;18.1
199;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Nederland (LD);2022 december;1743.8;18.2
200;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Nederland (LD);2023 december;1751.0;18.0
201;Totaal mannen en vrouwen;Totaal;Nederland;West-Nederland (LD);2021 december;4191.2;20.3
202;Totaal mannen en vrouwen;Totaal;Nederland;West-Nederland (LD);2022 december;4313.1;20.6
203;Totaal mannen en vrouwen;Totaal;Nederland;West-Nederland (LD);2023 december;4374.8;20.9
204;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Nederland (LD);2021 december;1751.3;18.5
205;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Nederland (LD);2022 december;1795.0;18.0
206;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Nederland (LD);2023 december;1801.9;17.9
207;Totaal mannen en vrouwen;Totaal;Nederland;Niet in te delen (LD);2021 december;9.2;
208;Totaal mannen en vrouwen;Totaal;Nederland;Niet in te delen (LD);2022 december;9.6;
209;Totaal mannen en vrouwen;Totaal;Nederland;Niet in te delen (LD);2023 december;11.1;
210;Totaal mannen en vrouwen;Totaal;Nederland;Groningen (PV);2021 december;272.9;18.7
211;Totaal mannen en vrouwen;Totaal;Nederland;Groningen (PV);2022 december;277.7;18.8
212;Totaal mannen en vrouwen;Totaal;Nederland;Groningen (PV);2023 december;277.9;18.5
213;Totaal mannen en vrouwen;Totaal;Nederland;Fryslân (PV);2021 december;277.6;18.4
214;Totaal mannen en vrouwen;Totaal;Nederland;Fryslân (PV);2022 december;281.4;18.2
215;Totaal mannen en vrouwen;Totaal;Nederland;Fryslân (PV);2023 december;281.2;18.0
216;Totaal mannen en vrouwen;Totaal;Nederland;Drenthe (PV);2021 december;205.1;20.5
217;Totaal mannen en vrouwen;Totaal;Nederland;Drenthe (PV);2022 december;210.1;20.3
