ID;Arbeidspositie;Gezondheid;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
36;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;3377
37;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;3342
38;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;3442
39;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;3416
40;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;4979
41;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;4925
42;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;4935
43;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;4913
44;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021;4672
45;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022;4846
46;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023;4848
47;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024;4957
48;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;119
49;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;115
50;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;101
51;Beroeps- en niet beroepsbevolking;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;102
52;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Totaal personen;2021;6580
53;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Totaal personen;2022;6615
54;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Totaal personen;2023;6662
55;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Totaal personen;2024;6694
56;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2021;1079
57;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2022;1091
58;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2023;1102
59;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2024;1105
60;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2021;2171
61;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2022;2213
62;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2023;2259
63;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2024;2294
64;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2021;1133
65;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2022;1154
66;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2023;1177
67;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2024;1193
68;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2021;1038
69;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2022;1059
70;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2023;1082
71;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2024;1102
72;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2021;3330
73;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2022;3312
74;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2023;3302
75;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2024;3294
76;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2021;1182
77;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2022;1159
78;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2023;1138
79;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2024;1113
80;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2021;1193
81;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2022;1204
82;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2023;1214
83;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2024;1223
84;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2021;956
85;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2022;949
86;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2023;950
87;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2024;958
88;Beroeps- en niet beroepsbevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;1681
89;Beroeps- en niet beroepsbevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;1659
90;Beroeps- en niet beroepsbevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;1741
91;Beroeps- en niet beroepsbevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;1721
92;Beroeps- en niet beroepsbevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2021;2523
93;Beroeps- en niet beroepsbevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2022;2488
94;Beroeps- en niet beroepsbevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2023;2515
95;Beroeps- en niet beroepsbevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2024;2496
96;Beroeps- en niet beroepsbevolking;Totaal;Mannen;3 Hbo, wo;2021;2313
97;Beroeps- en niet beroepsbevolking;Totaal;Mannen;3 Hbo, wo;2022;2415
98;Beroeps- en niet beroepsbevolking;Totaal;Mannen;3 Hbo, wo;2023;2359
99;Beroeps- en niet beroepsbevolking;Totaal;Mannen;3 Hbo, wo;2024;2430
100;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2021;63
101;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2022;53
102;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2023;47
103;Beroeps- en niet beroepsbevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2024;48
104;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Totaal personen;2021;6566
105;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Totaal personen;2022;6612
106;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Totaal personen;2023;6663
107;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Totaal personen;2024;6694
108;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;1041
109;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;1056
110;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;1068
111;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;1070
112;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;2145
113;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;2187
114;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;2230
115;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;2261
116;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;1106
117;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;1127
118;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;1149
119;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;1164
120;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;1039
121;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;1061
122;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;1081
123;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;1098
124;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;3380
125;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;3369
126;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;3366
127;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;3362
128;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;1192
129;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;1174
130;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;1158
131;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;1135
132;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;1197
133;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;1210
134;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;1220
135;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;1230
136;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;991
137;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;985
138;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;988
139;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;997
140;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;1696
141;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;1682
142;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;1701
143;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;1695
144;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2021;2456
145;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2022;2437
146;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2023;2419
147;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2024;2418
148;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;3 Hbo, wo;2021;2359
149;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;3 Hbo, wo;2022;2431
150;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;3 Hbo, wo;2023;2489
151;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;3 Hbo, wo;2024;2527
152;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2021;56
153;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2022;62
154;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2023;54
155;Beroeps- en niet beroepsbevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2024;54
156;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2021;10183
157;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2022;10049
158;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2023;9995
159;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2024;9979
160;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;1820
161;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;1824
162;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;1807
163;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;1804
164;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;3607
165;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;3625
166;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;3664
167;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2024;3686
168;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;1907
169;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;1905
170;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;1932
171;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;1930
172;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;1700
173;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;1720
174;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;1732
175;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;1756
176;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;4756
177;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2022;4600
178;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2023;4524
179;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2024;4489
180;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;1807
181;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;1742
182;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;1694
183;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;1650
184;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;1618
185;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;1584
186;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;1598
187;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;1597
188;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;1331
189;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;1274
190;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;1232
191;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;1241
192;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;2296
193;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;2212
194;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;2235
195;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;2219
196;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;3868
197;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;3747
198;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;3702
199;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;3639
200;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2021;3953
201;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2022;4029
202;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2023;4007
203;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2024;4068
204;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;67
205;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;61
206;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;51
207;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;52
208;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2021;5217
209;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2022;5179
210;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2023;5151
211;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2024;5159
212;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2021;951
213;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2022;965
214;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2023;955
215;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2024;959
216;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2021;1867
217;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2022;1873
218;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2023;1894
219;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2024;1914
220;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2021;986
221;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2022;986
222;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2023;1006
223;Beroeps- en niet beroepsbevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2024;1002
