ID;Geslacht;Persoonskenmerken;RegioS;Perioden;Personen_1;PersonenMetPersoonlijkInkomen_2;AandeelPersonen_3;GemiddeldGestandaardiseerdInkomen_4;MediaanGestandaardiseerdInkomen_5;GemiddeldPersoonlijkInkomen_6;MediaanPersoonlijkInkomen_7
16;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2013;3484.7;2718.9;100;26.5;24.3;28.0;22.6
17;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2014;3484.2;2727.0;100;28.0;25.0;28.4;22.7
18;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2015;3494.3;2748.0;100;27.7;25.5;28.7;22.9
19;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2016;3505.0;2772.2;100;29.1;26.7;29.3;23.4
20;Totaal mannen en vrouwen;Totaal personen;Oost-Nederland (LD);2017;3527.8;2808.7;100;29.7;27.3;30.2;23.8
21;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2011;7662.2;6005.9;100;27.8;24.7;30.6;24.2
22;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2012;7710.3;6052.4;100;28.0;24.8;30.8;24.1
23;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2013;7745.7;6084.5;100;28.2;25.1;31.2;24.2
24;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2014;7776.0;6119.8;100;29.9;25.9;31.8;24.3
25;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2015;7831.3;6182.2;100;29.7;26.4;32.3;24.5
26;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2016;7883.5;6243.4;100;31.0;27.5;32.9;25.0
27;Totaal mannen en vrouwen;Totaal personen;West-Nederland (LD);2017;7946.5;6322.3;100;31.6;28.1;34.0;25.5
28;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2011;3504.4;2793.2;100;26.8;24.4;27.9;22.5
29;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2012;3512.5;2808.7;100;27.1;24.6;28.3;22.5
30;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2013;3518.2;2820.0;100;27.3;24.9;28.6;22.6
31;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2014;3518.3;2830.0;100;28.7;25.6;29.0;22.7
32;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2015;3525.6;2849.4;100;28.6;26.1;29.5;23.0
33;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2016;3532.1;2869.4;100;29.8;27.3;30.1;23.5
34;Totaal mannen en vrouwen;Totaal personen;Zuid-Nederland (LD);2017;3550.4;2901.0;100;30.5;27.9;31.1;24.0
35;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2011;564.3;449.8;100;23.7;21.8;25.2;20.3
36;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2012;565.4;452.0;100;23.8;21.9;25.3;20.2
37;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2013;566.3;453.7;100;24.0;22.2;25.6;20.3
38;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2014;565.2;454.4;100;25.1;22.9;26.0;20.4
39;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2015;566.7;457.3;100;25.2;23.2;26.3;20.5
40;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2016;565.7;457.7;100;26.2;24.2;26.9;21.0
41;Totaal mannen en vrouwen;Totaal personen;Groningen (PV);2017;566.2;459.9;100;26.7;24.7;27.5;21.5
42;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2011;634.3;492.6;100;24.6;22.5;25.4;21.1
43;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2012;634.1;494.3;100;24.7;22.8;25.5;21.0
44;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2013;633.8;495.2;100;25.0;23.0;25.9;21.1
45;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2014;632.6;496.4;100;26.3;23.8;26.3;21.3
46;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2015;632.4;498.6;100;26.2;24.2;26.5;21.5
47;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2016;631.8;500.9;100;27.4;25.4;27.2;21.9
48;Totaal mannen en vrouwen;Totaal personen;Friesland (PV);2017;632.7;505.3;100;28.0;25.9;27.9;22.4
49;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2011;481.3;377.0;100;25.5;23.4;26.6;21.8
50;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2012;480.8;378.3;100;25.7;23.6;26.8;21.8
51;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2013;480.1;378.4;100;25.9;23.9;27.2;22.0
52;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2014;478.2;378.2;100;27.2;24.7;27.6;22.2
53;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2015;477.8;380.0;100;27.2;25.1;27.9;22.4
54;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2016;477.1;381.9;100;28.4;26.2;28.6;22.8
55;Totaal mannen en vrouwen;Totaal personen;Drenthe (PV);2017;478.8;386.2;100;29.1;26.8;29.3;23.3
56;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2011;1113.6;863.8;100;25.5;23.3;26.3;21.7
57;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2012;1116.8;869.1;100;25.6;23.5;26.5;21.7
58;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2013;1119.2;872.7;100;25.8;23.8;26.8;21.8
59;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2014;1116.7;873.0;100;27.3;24.5;27.2;22.0
60;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2015;1118.3;878.3;100;27.0;25.0;27.5;22.1
61;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2016;1120.7;885.4;100;28.4;26.2;28.1;22.7
62;Totaal mannen en vrouwen;Totaal personen;Overijssel (PV);2017;1125.6;895.1;100;29.0;26.8;29.0;23.2
63;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2011;385.7;289.4;100;25.9;23.8;28.7;24.0
64;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2012;389.0;292.7;100;25.7;23.8;28.8;23.9
65;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2013;391.6;295.1;100;26.1;24.1;29.1;23.9
66;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2014;392.4;296.4;100;27.3;24.8;29.6;24.0
67;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2015;394.4;299.3;100;27.4;25.3;29.8;24.1
68;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2016;396.4;303.0;100;28.7;26.6;30.4;24.6
69;Totaal mannen en vrouwen;Totaal personen;Flevoland (PV);2017;400.1;308.2;100;29.2;27.1;30.9;24.9
70;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2011;1962.1;1533.9;100;26.7;24.2;27.9;22.8
71;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2012;1968.1;1543.3;100;26.9;24.4;28.1;22.7
72;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2013;1973.9;1551.2;100;27.0;24.6;28.4;22.8
73;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2014;1975.0;1557.6;100;28.6;25.4;28.8;22.9
74;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2015;1981.6;1570.5;100;28.2;25.9;29.1;23.1
75;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2016;1987.9;1583.8;100;29.5;27.0;29.7;23.5
76;Totaal mannen en vrouwen;Totaal personen;Gelderland (PV);2017;2002.1;1605.4;100;30.2;27.6;30.7;24.0
77;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2011;1205.7;937.3;100;29.1;26.0;32.0;25.6
78;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2012;1214.1;944.6;100;29.3;26.2;32.2;25.6
79;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2013;1222.0;951.0;100;29.5;26.5;32.6;25.7
80;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2014;1228.4;958.0;100;31.4;27.3;33.3;25.9
81;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2015;1237.9;967.9;100;31.1;27.9;33.8;26.2
82;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2016;1247.7;979.0;100;32.5;29.1;34.4;26.7
83;Totaal mannen en vrouwen;Totaal personen;Utrecht (PV);2017;1258.5;992.3;100;33.2;29.7;35.6;27.3
84;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2011;2633.6;2080.5;100;28.1;24.6;31.1;24.4
85;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2012;2652.1;2098.8;100;28.3;24.8;31.3;24.3
86;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2013;2667.0;2113.2;100;28.6;25.1;31.7;24.4
87;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2014;2682.3;2130.8;100;30.4;25.9;32.4;24.5
88;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2015;2704.3;2155.4;100;30.4;26.5;33.1;24.8
89;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2016;2725.5;2181.4;100;31.7;27.7;33.8;25.3
90;Totaal mannen en vrouwen;Totaal personen;Noord-Holland (PV);2017;2748.3;2209.1;100;32.3;28.2;34.9;25.8
91;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2011;3448.9;2692.2;100;27.3;24.3;30.1;23.8
92;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2012;3470.0;2711.8;100;27.4;24.4;30.3;23.6
93;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2013;3482.5;2722.3;100;27.5;24.6;30.6;23.7
94;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2014;3492.3;2732.8;100;29.2;25.4;31.1;23.8
95;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2015;3516.2;2759.5;100;28.8;25.8;31.5;24.0
96;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2016;3536.9;2781.8;100;30.0;26.9;32.1;24.4
97;Totaal mannen en vrouwen;Totaal personen;Zuid-Holland (PV);2017;3565.7;2817.7;100;30.7;27.5;33.1;24.9
98;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2011;374.0;295.9;100;26.6;24.2;27.5;22.3
99;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2012;374.0;297.2;100;26.7;24.5;27.8;22.4
100;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2013;374.1;298.0;100;27.1;24.7;28.3;22.5
101;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2014;373.0;298.2;100;28.4;25.5;28.7;22.6
102;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2015;372.9;299.4;100;28.2;25.9;29.0;22.8
103;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2016;373.3;301.1;100;29.3;26.9;29.4;23.2
104;Totaal mannen en vrouwen;Totaal personen;Zeeland (PV);2017;374.0;303.2;100;29.9;27.4;30.4;23.6
105;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2011;2409.5;1906.0;100;27.3;24.8;28.6;23.1
106;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2012;2418.4;1918.6;100;27.5;25.0;28.9;23.1
107;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2013;2426.5;1928.7;100;27.8;25.3;29.3;23.1
108;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2014;2430.4;1938.4;100;29.3;26.0;29.7;23.3
109;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2015;2440.4;1955.8;100;29.1;26.6;30.2;23.5
110;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2016;2449.4;1973.1;100;30.4;27.7;30.8;24.0
111;Totaal mannen en vrouwen;Totaal personen;Noord-Brabant (PV);2017;2465.9;1998.3;100;31.2;28.4;31.9;24.6
112;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2011;1094.9;887.2;100;25.7;23.5;26.5;21.5
113;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2012;1094.1;890.1;100;26.0;23.7;26.9;21.5
114;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2013;1091.8;891.3;100;26.1;24.0;27.1;21.6
115;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2014;1087.8;891.6;100;27.4;24.7;27.6;21.7
116;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2015;1085.2;893.6;100;27.4;25.2;28.0;22.0
117;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2016;1082.7;896.2;100;28.5;26.2;28.5;22.5
118;Totaal mannen en vrouwen;Totaal personen;Limburg (PV);2017;1084.4;902.7;100;29.1;26.8;29.3;23.0
119;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2011;136.0;107.4;100;23.4;21.5;24.0;19.8
120;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2012;135.4;107.3;100;23.7;21.7;24.2;19.8
121;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2013;134.7;107.1;100;23.7;21.9;24.4;19.8
122;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2014;133.5;106.5;100;24.8;22.6;24.7;20.1
123;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2015;133.7;107.2;100;24.7;22.9;24.9;20.0
124;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2016;132.7;107.0;100;25.8;23.8;25.4;20.4
125;Totaal mannen en vrouwen;Totaal personen;Oost-Groningen (CR);2017;132.2;107.2;100;26.4;24.4;26.0;20.9
126;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2011;47.9;37.8;100;24.1;22.2;25.3;20.6
127;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2012;47.6;37.5;100;24.0;22.3;25.3;20.6
128;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2013;47.3;37.5;100;24.4;22.6;25.8;20.7
129;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2014;46.7;37.2;100;25.3;23.3;26.1;20.8
130;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2015;46.3;37.0;100;25.5;23.6;26.3;20.9
131;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2016;45.9;36.9;100;26.1;24.3;26.5;21.3
132;Totaal mannen en vrouwen;Totaal personen;Delfzijl en omgeving (CR);2017;45.7;36.9;100;26.8;24.8;27.2;21.7
133;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2011;380.4;304.7;100;23.7;21.8;25.6;20.4
134;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2012;382.5;307.1;100;23.8;22.0;25.7;20.3
135;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2013;384.4;309.2;100;24.1;22.2;26.0;20.4
136;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2014;385.1;310.7;100;25.2;23.0;26.5;20.6
137;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2015;386.7;313.1;100;25.3;23.3;26.8;20.7
138;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2016;387.1;313.8;100;26.4;24.3;27.5;21.2
139;Totaal mannen en vrouwen;Totaal personen;Overig Groningen (CR);2017;388.4;315.8;100;26.8;24.8;28.1;21.7
140;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2011;311.4;242.8;100;24.1;22.2;25.0;20.9
141;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2012;311.4;243.5;100;24.0;22.4;25.0;20.7
142;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2013;311.6;244.2;100;24.4;22.7;25.3;20.9
143;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2014;311.5;245.0;100;25.6;23.3;25.8;21.0
144;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2015;311.2;245.6;100;25.6;23.8;26.0;21.2
145;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2016;310.9;246.6;100;26.8;24.9;26.7;21.7
146;Totaal mannen en vrouwen;Totaal personen;Noord-Friesland (CR);2017;311.4;248.7;100;27.3;25.4;27.3;22.1
147;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2011;139.2;107.2;100;25.5;23.1;26.0;21.5
148;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2012;139.1;107.6;100;25.7;23.5;26.2;21.4
149;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2013;139.1;107.9;100;25.9;23.7;26.4;21.5
150;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2014;138.9;108.3;100;27.5;24.5;27.0;21.8
151;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2015;138.7;108.9;100;27.0;24.9;27.1;21.8
152;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2016;138.5;109.7;100;28.4;26.1;27.7;22.3
153;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Friesland (CR);2017;138.7;110.7;100;29.1;26.8;28.7;22.8
154;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2011;183.7;142.7;100;24.8;22.7;25.7;21.2
155;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2012;183.6;143.2;100;25.1;22.9;25.9;21.1
156;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2013;183.1;143.2;100;25.5;23.3;26.4;21.3
157;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2014;182.3;143.2;100;26.6;24.0;26.8;21.6
158;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2015;182.6;144.0;100;26.5;24.4;26.9;21.7
159;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2016;182.4;144.6;100;27.7;25.6;27.5;22.2
160;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Friesland (CR);2017;182.6;145.9;100;28.4;26.2;28.3;22.7
161;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2011;185.6;145.0;100;26.5;24.3;28.1;23.1
162;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2012;185.6;145.7;100;26.8;24.6;28.5;23.1
163;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2013;185.4;146.1;100;27.1;24.9;28.8;23.3
164;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2014;184.7;145.9;100;28.4;25.7;29.4;23.6
165;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2015;184.5;146.5;100;28.4;26.3;29.7;23.8
166;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2016;184.5;147.3;100;29.7;27.4;30.5;24.3
167;Totaal mannen en vrouwen;Totaal personen;Noord-Drenthe (CR);2017;185.6;149.2;100;30.3;27.9;31.1;24.7
168;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2011;167.9;132.3;100;24.4;22.4;25.1;20.5
169;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2012;167.5;132.7;100;24.6;22.7;25.3;20.5
170;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2013;166.7;132.2;100;24.7;22.9;25.7;20.7
171;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2014;166.1;132.2;100;26.0;23.6;26.1;20.9
172;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2015;165.5;132.6;100;25.9;24.0;26.3;21.0
173;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2016;165.0;133.1;100;27.3;25.1;26.9;21.4
174;Totaal mannen en vrouwen;Totaal personen;Zuidoost-Drenthe (CR);2017;165.0;134.2;100;27.9;25.7;27.6;21.7
175;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2011;127.9;99.7;100;25.5;23.4;26.3;21.8
176;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2012;127.8;100.0;100;25.6;23.6;26.4;21.8
177;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2013;128.0;100.2;100;25.9;23.8;26.7;21.9
178;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2014;127.5;100.2;100;27.1;24.6;27.2;22.1
179;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2015;127.8;100.9;100;27.1;25.0;27.4;22.3
180;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2016;127.6;101.5;100;28.0;26.2;28.1;22.7
181;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Drenthe (CR);2017;128.2;102.8;100;29.1;26.8;28.9;23.3
182;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2011;350.6;269.6;100;25.8;23.6;26.6;22.4
183;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2012;352.5;271.6;100;25.8;23.8;26.8;22.4
184;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2013;354.2;273.1;100;26.1;24.0;27.2;22.5
185;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2014;354.5;273.7;100;27.5;24.8;27.6;22.7
186;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2015;355.7;275.7;100;27.3;25.3;28.0;22.9
187;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2016;358.0;279.2;100;28.7;26.5;28.6;23.4
188;Totaal mannen en vrouwen;Totaal personen;Noord-Overijssel (CR);2017;360.3;283.0;100;29.5;27.2;29.6;23.9
189;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2011;148.9;116.5;100;25.9;23.8;27.3;23.0
190;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2012;149.0;116.8;100;26.0;24.0;27.5;23.0
191;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2013;148.9;117.1;100;26.4;24.4;27.9;23.1
192;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2014;148.8;117.1;100;27.7;25.2;28.3;23.2
193;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2015;149.2;118.1;100;27.6;25.6;28.6;23.4
194;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2016;149.7;119.2;100;28.9;26.7;29.2;23.8
195;Totaal mannen en vrouwen;Totaal personen;Zuidwest-Overijssel (CR);2017;150.8;120.9;100;29.5;27.3;29.8;24.3
196;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2011;614.1;477.7;100;25.2;23.0;25.8;21.1
197;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2012;615.4;480.7;100;25.4;23.2;26.1;21.1
198;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2013;616.0;482.5;100;25.6;23.4;26.3;21.1
199;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2014;613.5;482.2;100;27.0;24.2;26.7;21.3
200;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2015;613.5;484.5;100;26.8;24.7;27.0;21.5
201;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2016;613.0;487.0;100;28.1;25.8;27.6;22.0
202;Totaal mannen en vrouwen;Totaal personen;Twente (CR);2017;614.5;491.2;100;28.7;26.4;28.4;22.5
203;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2011;640.0;493.5;100;27.3;24.7;28.2;23.1
204;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2012;642.6;497.1;100;27.5;24.8;28.4;23.1
205;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2013;645.6;500.2;100;27.5;25.0;28.7;23.1
206;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2014;647.6;503.4;100;29.2;25.8;29.1;23.3
207;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2015;651.6;508.5;100;28.7;26.2;29.5;23.4
208;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2016;654.9;513.8;100;30.1;27.4;30.1;23.9
209;Totaal mannen en vrouwen;Totaal personen;Veluwe (CR);2017;660.9;521.4;100;30.7;28.0;31.0;24.3
210;Totaal mannen en vrouwen;Totaal personen;Achterhoek (CR);2011;394.5;311.2;100;26.5;24.0;26.7;22.0
211;Totaal mannen en vrouwen;Totaal personen;Achterhoek (CR);2012;394.2;312.3;100;26.6;24.2;26.8;21.9
212;Totaal mannen en vrouwen;Totaal personen;Achterhoek (CR);2013;393.7;312.9;100;26.8;24.4;27.2;22.1
213;Totaal mannen en vrouwen;Totaal personen;Achterhoek (CR);2014;391.7;312.8;100;28.4;25.2;27.5;22.2
