ID;SamenstellingVanHetHuishouden;PrognoseInterval;RegioIndeling2015;Perioden;ParticuliereHuishoudens_1
33;Particulier huishouden;Prognose;Groningen (PV);2026;308.0
34;Particulier huishouden;Prognose;Groningen (PV);2027;308.1
35;Particulier huishouden;Prognose;Groningen (PV);2028;307.8
36;Particulier huishouden;Prognose;Groningen (PV);2029;307.4
37;Particulier huishouden;Prognose;Groningen (PV);2030;307.0
38;Particulier huishouden;Prognose;Groningen (PV);2031;306.3
39;Particulier huishouden;Prognose;Groningen (PV);2032;305.5
40;Particulier huishouden;Prognose;Groningen (PV);2033;304.6
41;Particulier huishouden;Prognose;Groningen (PV);2034;303.7
42;Particulier huishouden;Prognose;Groningen (PV);2035;302.7
43;Particulier huishouden;Prognose;Groningen (PV);2036;301.8
44;Particulier huishouden;Prognose;Groningen (PV);2037;301.2
45;Particulier huishouden;Prognose;Groningen (PV);2038;300.9
46;Particulier huishouden;Prognose;Groningen (PV);2039;300.4
47;Particulier huishouden;Prognose;Groningen (PV);2040;300.2
48;Particulier huishouden;Prognose;Friesland (PV);2017;290.4
49;Particulier huishouden;Prognose;Friesland (PV);2018;292.0
50;Particulier huishouden;Prognose;Friesland (PV);2019;293.4
51;Particulier huishouden;Prognose;Friesland (PV);2020;294.7
52;Particulier huishouden;Prognose;Friesland (PV);2021;295.8
53;Particulier huishouden;Prognose;Friesland (PV);2022;296.9
54;Particulier huishouden;Prognose;Friesland (PV);2023;298.0
55;Particulier huishouden;Prognose;Friesland (PV);2024;299.0
56;Particulier huishouden;Prognose;Friesland (PV);2025;299.8
57;Particulier huishouden;Prognose;Friesland (PV);2026;300.7
58;Particulier huishouden;Prognose;Friesland (PV);2027;301.5
59;Particulier huishouden;Prognose;Friesland (PV);2028;302.4
60;Particulier huishouden;Prognose;Friesland (PV);2029;303.0
61;Particulier huishouden;Prognose;Friesland (PV);2030;303.6
62;Particulier huishouden;Prognose;Friesland (PV);2031;303.9
63;Particulier huishouden;Prognose;Friesland (PV);2032;304.3
64;Particulier huishouden;Prognose;Friesland (PV);2033;304.7
65;Particulier huishouden;Prognose;Friesland (PV);2034;304.9
66;Particulier huishouden;Prognose;Friesland (PV);2035;305.0
67;Particulier huishouden;Prognose;Friesland (PV);2036;304.9
68;Particulier huishouden;Prognose;Friesland (PV);2037;304.4
69;Particulier huishouden;Prognose;Friesland (PV);2038;303.6
70;Particulier huishouden;Prognose;Friesland (PV);2039;302.9
71;Particulier huishouden;Prognose;Friesland (PV);2040;302.2
72;Particulier huishouden;Prognose;Drenthe (PV);2017;216.9
73;Particulier huishouden;Prognose;Drenthe (PV);2018;218.1
74;Particulier huishouden;Prognose;Drenthe (PV);2019;218.6
75;Particulier huishouden;Prognose;Drenthe (PV);2020;219.3
76;Particulier huishouden;Prognose;Drenthe (PV);2021;220.0
77;Particulier huishouden;Prognose;Drenthe (PV);2022;220.5
78;Particulier huishouden;Prognose;Drenthe (PV);2023;220.9
79;Particulier huishouden;Prognose;Drenthe (PV);2024;221.4
80;Particulier huishouden;Prognose;Drenthe (PV);2025;221.8
81;Particulier huishouden;Prognose;Drenthe (PV);2026;222.3
82;Particulier huishouden;Prognose;Drenthe (PV);2027;222.7
83;Particulier huishouden;Prognose;Drenthe (PV);2028;223.1
84;Particulier huishouden;Prognose;Drenthe (PV);2029;223.5
85;Particulier huishouden;Prognose;Drenthe (PV);2030;223.7
86;Particulier huishouden;Prognose;Drenthe (PV);2031;223.9
87;Particulier huishouden;Prognose;Drenthe (PV);2032;224.0
88;Particulier huishouden;Prognose;Drenthe (PV);2033;224.1
89;Particulier huishouden;Prognose;Drenthe (PV);2034;223.9
90;Particulier huishouden;Prognose;Drenthe (PV);2035;223.9
91;Particulier huishouden;Prognose;Drenthe (PV);2036;223.8
92;Particulier huishouden;Prognose;Drenthe (PV);2037;223.6
93;Particulier huishouden;Prognose;Drenthe (PV);2038;223.2
94;Particulier huishouden;Prognose;Drenthe (PV);2039;222.8
95;Particulier huishouden;Prognose;Drenthe (PV);2040;222.1
96;Particulier huishouden;Prognose;Overijssel (PV);2017;495.4
97;Particulier huishouden;Prognose;Overijssel (PV);2018;498.7
98;Particulier huishouden;Prognose;Overijssel (PV);2019;501.0
99;Particulier huishouden;Prognose;Overijssel (PV);2020;502.9
100;Particulier huishouden;Prognose;Overijssel (PV);2021;505.0
101;Particulier huishouden;Prognose;Overijssel (PV);2022;507.3
102;Particulier huishouden;Prognose;Overijssel (PV);2023;509.4
103;Particulier huishouden;Prognose;Overijssel (PV);2024;511.7
104;Particulier huishouden;Prognose;Overijssel (PV);2025;513.7
105;Particulier huishouden;Prognose;Overijssel (PV);2026;515.9
106;Particulier huishouden;Prognose;Overijssel (PV);2027;517.9
107;Particulier huishouden;Prognose;Overijssel (PV);2028;519.8
108;Particulier huishouden;Prognose;Overijssel (PV);2029;521.6
109;Particulier huishouden;Prognose;Overijssel (PV);2030;523.3
110;Particulier huishouden;Prognose;Overijssel (PV);2031;524.8
111;Particulier huishouden;Prognose;Overijssel (PV);2032;526.1
112;Particulier huishouden;Prognose;Overijssel (PV);2033;527.0
113;Particulier huishouden;Prognose;Overijssel (PV);2034;527.9
114;Particulier huishouden;Prognose;Overijssel (PV);2035;528.5
115;Particulier huishouden;Prognose;Overijssel (PV);2036;528.9
116;Particulier huishouden;Prognose;Overijssel (PV);2037;529.0
117;Particulier huishouden;Prognose;Overijssel (PV);2038;529.2
118;Particulier huishouden;Prognose;Overijssel (PV);2039;529.1
119;Particulier huishouden;Prognose;Overijssel (PV);2040;529.1
120;Particulier huishouden;Prognose;Flevoland (PV);2017;172.4
121;Particulier huishouden;Prognose;Flevoland (PV);2018;175.7
122;Particulier huishouden;Prognose;Flevoland (PV);2019;178.2
123;Particulier huishouden;Prognose;Flevoland (PV);2020;180.6
124;Particulier huishouden;Prognose;Flevoland (PV);2021;183.1
125;Particulier huishouden;Prognose;Flevoland (PV);2022;185.6
126;Particulier huishouden;Prognose;Flevoland (PV);2023;187.8
127;Particulier huishouden;Prognose;Flevoland (PV);2024;190.0
128;Particulier huishouden;Prognose;Flevoland (PV);2025;192.1
129;Particulier huishouden;Prognose;Flevoland (PV);2026;194.2
130;Particulier huishouden;Prognose;Flevoland (PV);2027;196.1
131;Particulier huishouden;Prognose;Flevoland (PV);2028;197.8
132;Particulier huishouden;Prognose;Flevoland (PV);2029;199.5
133;Particulier huishouden;Prognose;Flevoland (PV);2030;200.8
134;Particulier huishouden;Prognose;Flevoland (PV);2031;202.6
135;Particulier huishouden;Prognose;Flevoland (PV);2032;204.2
136;Particulier huishouden;Prognose;Flevoland (PV);2033;205.7
137;Particulier huishouden;Prognose;Flevoland (PV);2034;207.2
138;Particulier huishouden;Prognose;Flevoland (PV);2035;208.6
139;Particulier huishouden;Prognose;Flevoland (PV);2036;209.6
140;Particulier huishouden;Prognose;Flevoland (PV);2037;210.4
141;Particulier huishouden;Prognose;Flevoland (PV);2038;211.3
142;Particulier huishouden;Prognose;Flevoland (PV);2039;212.2
143;Particulier huishouden;Prognose;Flevoland (PV);2040;213.0
144;Particulier huishouden;Prognose;Gelderland (PV);2017;906.6
145;Particulier huishouden;Prognose;Gelderland (PV);2018;913.8
146;Particulier huishouden;Prognose;Gelderland (PV);2019;919.0
147;Particulier huishouden;Prognose;Gelderland (PV);2020;923.3
148;Particulier huishouden;Prognose;Gelderland (PV);2021;927.9
149;Particulier huishouden;Prognose;Gelderland (PV);2022;932.6
150;Particulier huishouden;Prognose;Gelderland (PV);2023;937.2
151;Particulier huishouden;Prognose;Gelderland (PV);2024;941.5
152;Particulier huishouden;Prognose;Gelderland (PV);2025;945.8
153;Particulier huishouden;Prognose;Gelderland (PV);2026;949.8
154;Particulier huishouden;Prognose;Gelderland (PV);2027;953.2
155;Particulier huishouden;Prognose;Gelderland (PV);2028;956.6
156;Particulier huishouden;Prognose;Gelderland (PV);2029;959.5
157;Particulier huishouden;Prognose;Gelderland (PV);2030;962.4
158;Particulier huishouden;Prognose;Gelderland (PV);2031;964.8
159;Particulier huishouden;Prognose;Gelderland (PV);2032;966.8
160;Particulier huishouden;Prognose;Gelderland (PV);2033;968.6
161;Particulier huishouden;Prognose;Gelderland (PV);2034;970.1
162;Particulier huishouden;Prognose;Gelderland (PV);2035;971.4
163;Particulier huishouden;Prognose;Gelderland (PV);2036;972.5
164;Particulier huishouden;Prognose;Gelderland (PV);2037;973.3
165;Particulier huishouden;Prognose;Gelderland (PV);2038;973.9
166;Particulier huishouden;Prognose;Gelderland (PV);2039;974.6
167;Particulier huishouden;Prognose;Gelderland (PV);2040;974.7
168;Particulier huishouden;Prognose;Utrecht (PV);2017;582.4
169;Particulier huishouden;Prognose;Utrecht (PV);2018;589.3
170;Particulier huishouden;Prognose;Utrecht (PV);2019;595.5
171;Particulier huishouden;Prognose;Utrecht (PV);2020;600.9
172;Particulier huishouden;Prognose;Utrecht (PV);2021;606.3
173;Particulier huishouden;Prognose;Utrecht (PV);2022;611.3
174;Particulier huishouden;Prognose;Utrecht (PV);2023;616.3
175;Particulier huishouden;Prognose;Utrecht (PV);2024;620.6
176;Particulier huishouden;Prognose;Utrecht (PV);2025;625.1
177;Particulier huishouden;Prognose;Utrecht (PV);2026;629.3
178;Particulier huishouden;Prognose;Utrecht (PV);2027;633.8
179;Particulier huishouden;Prognose;Utrecht (PV);2028;637.9
180;Particulier huishouden;Prognose;Utrecht (PV);2029;641.9
181;Particulier huishouden;Prognose;Utrecht (PV);2030;645.5
182;Particulier huishouden;Prognose;Utrecht (PV);2031;649.2
183;Particulier huishouden;Prognose;Utrecht (PV);2032;652.8
184;Particulier huishouden;Prognose;Utrecht (PV);2033;655.9
185;Particulier huishouden;Prognose;Utrecht (PV);2034;658.9
186;Particulier huishouden;Prognose;Utrecht (PV);2035;661.5
187;Particulier huishouden;Prognose;Utrecht (PV);2036;663.8
188;Particulier huishouden;Prognose;Utrecht (PV);2037;666.4
189;Particulier huishouden;Prognose;Utrecht (PV);2038;668.4
190;Particulier huishouden;Prognose;Utrecht (PV);2039;670.4
191;Particulier huishouden;Prognose;Utrecht (PV);2040;672.3
192;Particulier huishouden;Prognose;Noord-Holland (PV);2017;1343.5
193;Particulier huishouden;Prognose;Noord-Holland (PV);2018;1359.4
194;Particulier huishouden;Prognose;Noord-Holland (PV);2019;1371.1
195;Particulier huishouden;Prognose;Noord-Holland (PV);2020;1380.1
196;Particulier huishouden;Prognose;Noord-Holland (PV);2021;1388.7
197;Particulier huishouden;Prognose;Noord-Holland (PV);2022;1397.1
198;Particulier huishouden;Prognose;Noord-Holland (PV);2023;1405.9
199;Particulier huishouden;Prognose;Noord-Holland (PV);2024;1415.0
200;Particulier huishouden;Prognose;Noord-Holland (PV);2025;1424.2
201;Particulier huishouden;Prognose;Noord-Holland (PV);2026;1433.1
202;Particulier huishouden;Prognose;Noord-Holland (PV);2027;1441.9
203;Particulier huishouden;Prognose;Noord-Holland (PV);2028;1450.4
204;Particulier huishouden;Prognose;Noord-Holland (PV);2029;1458.9
205;Particulier huishouden;Prognose;Noord-Holland (PV);2030;1467.1
206;Particulier huishouden;Prognose;Noord-Holland (PV);2031;1474.6
207;Particulier huishouden;Prognose;Noord-Holland (PV);2032;1481.7
208;Particulier huishouden;Prognose;Noord-Holland (PV);2033;1488.3
209;Particulier huishouden;Prognose;Noord-Holland (PV);2034;1494.5
210;Particulier huishouden;Prognose;Noord-Holland (PV);2035;1500.4
211;Particulier huishouden;Prognose;Noord-Holland (PV);2036;1506.4
212;Particulier huishouden;Prognose;Noord-Holland (PV);2037;1512.2
213;Particulier huishouden;Prognose;Noord-Holland (PV);2038;1517.9
214;Particulier huishouden;Prognose;Noord-Holland (PV);2039;1523.2
215;Particulier huishouden;Prognose;Noord-Holland (PV);2040;1528.4
216;Particulier huishouden;Prognose;Zuid-Holland (PV);2017;1688.2
217;Particulier huishouden;Prognose;Zuid-Holland (PV);2018;1704.1
218;Particulier huishouden;Prognose;Zuid-Holland (PV);2019;1716.3
219;Particulier huishouden;Prognose;Zuid-Holland (PV);2020;1725.8
220;Particulier huishouden;Prognose;Zuid-Holland (PV);2021;1735.6
221;Particulier huishouden;Prognose;Zuid-Holland (PV);2022;1746.2
222;Particulier huishouden;Prognose;Zuid-Holland (PV);2023;1756.0
223;Particulier huishouden;Prognose;Zuid-Holland (PV);2024;1765.2
224;Particulier huishouden;Prognose;Zuid-Holland (PV);2025;1773.6
225;Particulier huishouden;Prognose;Zuid-Holland (PV);2026;1781.7
226;Particulier huishouden;Prognose;Zuid-Holland (PV);2027;1789.4
227;Particulier huishouden;Prognose;Zuid-Holland (PV);2028;1797.2
228;Particulier huishouden;Prognose;Zuid-Holland (PV);2029;1804.5
229;Particulier huishouden;Prognose;Zuid-Holland (PV);2030;1811.7
230;Particulier huishouden;Prognose;Zuid-Holland (PV);2031;1818.4
231;Particulier huishouden;Prognose;Zuid-Holland (PV);2032;1824.5
232;Particulier huishouden;Prognose;Zuid-Holland (PV);2033;1830.4
233;Particulier huishouden;Prognose;Zuid-Holland (PV);2034;1836.1
234;Particulier huishouden;Prognose;Zuid-Holland (PV);2035;1841.5
235;Particulier huishouden;Prognose;Zuid-Holland (PV);2036;1846.5
236;Particulier huishouden;Prognose;Zuid-Holland (PV);2037;1851.2
237;Particulier huishouden;Prognose;Zuid-Holland (PV);2038;1855.5
238;Particulier huishouden;Prognose;Zuid-Holland (PV);2039;1859.5
239;Particulier huishouden;Prognose;Zuid-Holland (PV);2040;1863.5
240;Particulier huishouden;Prognose;Zeeland (PV);2017;173.0
241;Particulier huishouden;Prognose;Zeeland (PV);2018;173.8
242;Particulier huishouden;Prognose;Zeeland (PV);2019;174.3
243;Particulier huishouden;Prognose;Zeeland (PV);2020;174.7
244;Particulier huishouden;Prognose;Zeeland (PV);2021;175.0
245;Particulier huishouden;Prognose;Zeeland (PV);2022;175.4
246;Particulier huishouden;Prognose;Zeeland (PV);2023;175.7
247;Particulier huishouden;Prognose;Zeeland (PV);2024;176.0
248;Particulier huishouden;Prognose;Zeeland (PV);2025;176.1
249;Particulier huishouden;Prognose;Zeeland (PV);2026;176.3
250;Particulier huishouden;Prognose;Zeeland (PV);2027;176.3
251;Particulier huishouden;Prognose;Zeeland (PV);2028;176.4
252;Particulier huishouden;Prognose;Zeeland (PV);2029;176.4
253;Particulier huishouden;Prognose;Zeeland (PV);2030;176.4
254;Particulier huishouden;Prognose;Zeeland (PV);2031;176.2
255;Particulier huishouden;Prognose;Zeeland (PV);2032;176.0
256;Particulier huishouden;Prognose;Zeeland (PV);2033;175.8
257;Particulier huishouden;Prognose;Zeeland (PV);2034;175.6
258;Particulier huishouden;Prognose;Zeeland (PV);2035;175.2
259;Particulier huishouden;Prognose;Zeeland (PV);2036;174.8
260;Particulier huishouden;Prognose;Zeeland (PV);2037;174.4
261;Particulier huishouden;Prognose;Zeeland (PV);2038;173.9
262;Particulier huishouden;Prognose;Zeeland (PV);2039;173.5
263;Particulier huishouden;Prognose;Zeeland (PV);2040;172.9
264;Particulier huishouden;Prognose;Noord-Brabant (PV);2017;1122.1
265;Particulier huishouden;Prognose;Noord-Brabant (PV);2018;1132.6
266;Particulier huishouden;Prognose;Noord-Brabant (PV);2019;1141.8
267;Particulier huishouden;Prognose;Noord-Brabant (PV);2020;1149.9
268;Particulier huishouden;Prognose;Noord-Brabant (PV);2021;1157.6
269;Particulier huishouden;Prognose;Noord-Brabant (PV);2022;1164.9
270;Particulier huishouden;Prognose;Noord-Brabant (PV);2023;1171.5
271;Particulier huishouden;Prognose;Noord-Brabant (PV);2024;1177.9
272;Particulier huishouden;Prognose;Noord-Brabant (PV);2025;1183.9
273;Particulier huishouden;Prognose;Noord-Brabant (PV);2026;1189.7
274;Particulier huishouden;Prognose;Noord-Brabant (PV);2027;1195.0
275;Particulier huishouden;Prognose;Noord-Brabant (PV);2028;1199.9
276;Particulier huishouden;Prognose;Noord-Brabant (PV);2029;1204.5
277;Particulier huishouden;Prognose;Noord-Brabant (PV);2030;1208.5
278;Particulier huishouden;Prognose;Noord-Brabant (PV);2031;1212.1
279;Particulier huishouden;Prognose;Noord-Brabant (PV);2032;1215.3
280;Particulier huishouden;Prognose;Noord-Brabant (PV);2033;1218.1
281;Particulier huishouden;Prognose;Noord-Brabant (PV);2034;1220.6
282;Particulier huishouden;Prognose;Noord-Brabant (PV);2035;1223.0
283;Particulier huishouden;Prognose;Noord-Brabant (PV);2036;1225.0
284;Particulier huishouden;Prognose;Noord-Brabant (PV);2037;1226.7
285;Particulier huishouden;Prognose;Noord-Brabant (PV);2038;1228.0
286;Particulier huishouden;Prognose;Noord-Brabant (PV);2039;1229.1
287;Particulier huishouden;Prognose;Noord-Brabant (PV);2040;1230.1
288;Particulier huishouden;Prognose;Limburg (PV);2017;523.7
289;Particulier huishouden;Prognose;Limburg (PV);2018;525.9
290;Particulier huishouden;Prognose;Limburg (PV);2019;527.4
291;Particulier huishouden;Prognose;Limburg (PV);2020;528.0
292;Particulier huishouden;Prognose;Limburg (PV);2021;528.6
293;Particulier huishouden;Prognose;Limburg (PV);2022;529.3
294;Particulier huishouden;Prognose;Limburg (PV);2023;530.2
295;Particulier huishouden;Prognose;Limburg (PV);2024;530.9
296;Particulier huishouden;Prognose;Limburg (PV);2025;531.5
297;Particulier huishouden;Prognose;Limburg (PV);2026;532.0
298;Particulier huishouden;Prognose;Limburg (PV);2027;532.4
299;Particulier huishouden;Prognose;Limburg (PV);2028;532.5
300;Particulier huishouden;Prognose;Limburg (PV);2029;532.6
301;Particulier huishouden;Prognose;Limburg (PV);2030;532.3
302;Particulier huishouden;Prognose;Limburg (PV);2031;532.1
303;Particulier huishouden;Prognose;Limburg (PV);2032;531.5
304;Particulier huishouden;Prognose;Limburg (PV);2033;530.9
305;Particulier huishouden;Prognose;Limburg (PV);2034;530.1
306;Particulier huishouden;Prognose;Limburg (PV);2035;529.0
307;Particulier huishouden;Prognose;Limburg (PV);2036;527.8
308;Particulier huishouden;Prognose;Limburg (PV);2037;526.6
309;Particulier huishouden;Prognose;Limburg (PV);2038;525.3
310;Particulier huishouden;Prognose;Limburg (PV);2039;523.9
311;Particulier huishouden;Prognose;Limburg (PV);2040;522.4
312;Particulier huishouden;Prognose;Oost-Groningen (CR);2017;69.8
313;Particulier huishouden;Prognose;Oost-Groningen (CR);2018;70.6
314;Particulier huishouden;Prognose;Oost-Groningen (CR);2019;70.2
315;Particulier huishouden;Prognose;Oost-Groningen (CR);2020;69.7
316;Particulier huishouden;Prognose;Oost-Groningen (CR);2021;69.4
317;Particulier huishouden;Prognose;Oost-Groningen (CR);2022;69.2
318;Particulier huishouden;Prognose;Oost-Groningen (CR);2023;69.1
319;Particulier huishouden;Prognose;Oost-Groningen (CR);2024;69.0
320;Particulier huishouden;Prognose;Oost-Groningen (CR);2025;68.8
321;Particulier huishouden;Prognose;Oost-Groningen (CR);2026;68.8
322;Particulier huishouden;Prognose;Oost-Groningen (CR);2027;68.7
323;Particulier huishouden;Prognose;Oost-Groningen (CR);2028;68.6
324;Particulier huishouden;Prognose;Oost-Groningen (CR);2029;68.5
325;Particulier huishouden;Prognose;Oost-Groningen (CR);2030;68.4
326;Particulier huishouden;Prognose;Oost-Groningen (CR);2031;68.3
327;Particulier huishouden;Prognose;Oost-Groningen (CR);2032;68.2
328;Particulier huishouden;Prognose;Oost-Groningen (CR);2033;68.1
329;Particulier huishouden;Prognose;Oost-Groningen (CR);2034;68.1
330;Particulier huishouden;Prognose;Oost-Groningen (CR);2035;68.1
331;Particulier huishouden;Prognose;Oost-Groningen (CR);2036;68.0
332;Particulier huishouden;Prognose;Oost-Groningen (CR);2037;67.7
333;Particulier huishouden;Prognose;Oost-Groningen (CR);2038;67.1
334;Particulier huishouden;Prognose;Oost-Groningen (CR);2039;66.3
335;Particulier huishouden;Prognose;Oost-Groningen (CR);2040;65.7
336;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2017;22.0
337;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2018;22.1
338;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2019;22.1
339;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2020;22.0
340;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2021;22.0
341;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2022;22.0
342;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2023;21.9
343;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2024;21.8
344;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2025;21.8
345;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2026;21.7
346;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2027;21.6
347;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2028;21.5
348;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2029;21.4
349;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2030;21.3
350;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2031;21.2
351;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2032;21.1
352;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2033;21.0
353;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2034;20.9
354;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2035;20.7
355;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2036;20.5
356;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2037;20.3
357;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2038;20.2
358;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2039;20.0
359;Particulier huishouden;Prognose;Delfzijl en omgeving (CR);2040;19.9
360;Particulier huishouden;Prognose;Overig Groningen (CR);2017;205.2
361;Particulier huishouden;Prognose;Overig Groningen (CR);2018;207.6
362;Particulier huishouden;Prognose;Overig Groningen (CR);2019;209.4
363;Particulier huishouden;Prognose;Overig Groningen (CR);2020;210.9
364;Particulier huishouden;Prognose;Overig Groningen (CR);2021;212.3
365;Particulier huishouden;Prognose;Overig Groningen (CR);2022;213.9
366;Particulier huishouden;Prognose;Overig Groningen (CR);2023;215.2
367;Particulier huishouden;Prognose;Overig Groningen (CR);2024;216.3
368;Particulier huishouden;Prognose;Overig Groningen (CR);2025;217.1
369;Particulier huishouden;Prognose;Overig Groningen (CR);2026;217.6
370;Particulier huishouden;Prognose;Overig Groningen (CR);2027;217.8
371;Particulier huishouden;Prognose;Overig Groningen (CR);2028;217.7
372;Particulier huishouden;Prognose;Overig Groningen (CR);2029;217.5
373;Particulier huishouden;Prognose;Overig Groningen (CR);2030;217.3
374;Particulier huishouden;Prognose;Overig Groningen (CR);2031;216.8
375;Particulier huishouden;Prognose;Overig Groningen (CR);2032;216.2
376;Particulier huishouden;Prognose;Overig Groningen (CR);2033;215.4
377;Particulier huishouden;Prognose;Overig Groningen (CR);2034;214.6
378;Particulier huishouden;Prognose;Overig Groningen (CR);2035;213.9
379;Particulier huishouden;Prognose;Overig Groningen (CR);2036;213.3
380;Particulier huishouden;Prognose;Overig Groningen (CR);2037;213.2
381;Particulier huishouden;Prognose;Overig Groningen (CR);2038;213.6
382;Particulier huishouden;Prognose;Overig Groningen (CR);2039;214.0
383;Particulier huishouden;Prognose;Overig Groningen (CR);2040;214.6
384;Particulier huishouden;Prognose;Noord-Friesland (CR);2017;149.6
385;Particulier huishouden;Prognose;Noord-Friesland (CR);2018;150.5
386;Particulier huishouden;Prognose;Noord-Friesland (CR);2019;151.1
387;Particulier huishouden;Prognose;Noord-Friesland (CR);2020;151.7
388;Particulier huishouden;Prognose;Noord-Friesland (CR);2021;152.3
389;Particulier huishouden;Prognose;Noord-Friesland (CR);2022;152.9
390;Particulier huishouden;Prognose;Noord-Friesland (CR);2023;153.4
391;Particulier huishouden;Prognose;Noord-Friesland (CR);2024;153.8
392;Particulier huishouden;Prognose;Noord-Friesland (CR);2025;154.2
393;Particulier huishouden;Prognose;Noord-Friesland (CR);2026;154.5
394;Particulier huishouden;Prognose;Noord-Friesland (CR);2027;154.8
395;Particulier huishouden;Prognose;Noord-Friesland (CR);2028;155.2
396;Particulier huishouden;Prognose;Noord-Friesland (CR);2029;155.5
397;Particulier huishouden;Prognose;Noord-Friesland (CR);2030;155.7
398;Particulier huishouden;Prognose;Noord-Friesland (CR);2031;155.8
399;Particulier huishouden;Prognose;Noord-Friesland (CR);2032;155.9
400;Particulier huishouden;Prognose;Noord-Friesland (CR);2033;156.1
401;Particulier huishouden;Prognose;Noord-Friesland (CR);2034;156.3
402;Particulier huishouden;Prognose;Noord-Friesland (CR);2035;156.4
403;Particulier huishouden;Prognose;Noord-Friesland (CR);2036;156.3
404;Particulier huishouden;Prognose;Noord-Friesland (CR);2037;156.2
405;Particulier huishouden;Prognose;Noord-Friesland (CR);2038;156.2
406;Particulier huishouden;Prognose;Noord-Friesland (CR);2039;155.9
407;Particulier huishouden;Prognose;Noord-Friesland (CR);2040;155.7
408;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2017;58.6
409;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2018;58.8
410;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2019;59.0
411;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2020;59.1
412;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2021;59.2
413;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2022;59.5
414;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2023;59.7
415;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2024;60.0
416;Particulier huishouden;Prognose;Zuidwest-Friesland (CR);2025;60.2
