ID;SBI93;Perioden;ProducentenprijzenAfzetBinnenland_1;IngekochteGrondstoffenHalffabrikaten_2
108;15-16 Voedings- en genotmiddelen ind.;1975;75.0;100.0
109;15-16 Voedings- en genotmiddelen ind.;1976;81.0;107.0
110;15-16 Voedings- en genotmiddelen ind.;1977;89.0;113.0
111;15-16 Voedings- en genotmiddelen ind.;1978;89.0;109.0
112;15-16 Voedings- en genotmiddelen ind.;1979;89.0;111.0
113;15-16 Voedings- en genotmiddelen ind.;1980;94.0;115.0
114;15-16 Voedings- en genotmiddelen ind.;1981;102.0;129.0
115;15-16 Voedings- en genotmiddelen ind.;1982;107.0;129.0
116;15-16 Voedings- en genotmiddelen ind.;1983;108.0;134.0
117;15-16 Voedings- en genotmiddelen ind.;1984;115.0;154.0
118;15-16 Voedings- en genotmiddelen ind.;1985;112.0;145.0
119;15-16 Voedings- en genotmiddelen ind.;1986;105.0;123.0
120;15-16 Voedings- en genotmiddelen ind.;1987;98.0;106.0
121;15-16 Voedings- en genotmiddelen ind.;1988;101.0;113.0
122;15-16 Voedings- en genotmiddelen ind.;1989;105.0;114.0
123;15-16 Voedings- en genotmiddelen ind.;1990;100.0;100.0
124;15-16 Voedings- en genotmiddelen ind.;1991;102.0;101.0
125;15-16 Voedings- en genotmiddelen ind.;1992;104.0;99.0
126;15-16 Voedings- en genotmiddelen ind.;1993;102.0;97.0
127;15-16 Voedings- en genotmiddelen ind.;1994;104.0;102.0
128;15-16 Voedings- en genotmiddelen ind.;1995;104.0;101.0
129;15-16 Voedings- en genotmiddelen ind.;1996;107.0;106.0
130;15-16 Voedings- en genotmiddelen ind.;1997;110.0;115.0
131;15-16 Voedings- en genotmiddelen ind.;1998;108.0;111.0
132;15-16 Voedings- en genotmiddelen ind.;1999;105.0;102.0
133;15-16 Voedings- en genotmiddelen ind.;2000;110.0;111.0
134;15-16 Voedings- en genotmiddelen ind.;2001;116.0;112.0
135;15-16 Voedings- en genotmiddelen ind.;2002;116.0;116.0
136;17 Textielindustrie;1935;10.0;15.0
137;17 Textielindustrie;1936;9.0;17.0
138;17 Textielindustrie;1937;11.0;21.0
139;17 Textielindustrie;1938;10.0;17.0
140;17 Textielindustrie;1939;10.0;18.0
141;17 Textielindustrie;1940;13.0;23.0
142;17 Textielindustrie;1941;17.0;26.0
143;17 Textielindustrie;1942;17.0;26.0
144;17 Textielindustrie;1943;19.0;26.0
145;17 Textielindustrie;1944;20.0;26.0
146;17 Textielindustrie;1945;21.0;32.0
147;17 Textielindustrie;1946;31.0;41.0
148;17 Textielindustrie;1947;33.0;45.0
149;17 Textielindustrie;1948;34.0;45.0
150;17 Textielindustrie;1949;38.0;48.0
151;17 Textielindustrie;1950;47.0;70.0
152;17 Textielindustrie;1951;57.0;87.0
153;17 Textielindustrie;1952;47.0;68.0
154;17 Textielindustrie;1953;47.0;63.0
155;17 Textielindustrie;1954;47.0;65.0
156;17 Textielindustrie;1955;47.0;60.0
157;17 Textielindustrie;1956;46.0;59.0
158;17 Textielindustrie;1957;47.0;62.0
159;17 Textielindustrie;1958;46.0;54.0
160;17 Textielindustrie;1959;44.0;51.0
161;17 Textielindustrie;1960;45.0;54.0
162;17 Textielindustrie;1961;46.0;52.0
163;17 Textielindustrie;1962;46.0;50.0
164;17 Textielindustrie;1963;47.0;52.0
165;17 Textielindustrie;1964;49.0;56.0
166;17 Textielindustrie;1965;50.0;51.0
167;17 Textielindustrie;1966;51.0;52.0
168;17 Textielindustrie;1967;52.0;50.0
169;17 Textielindustrie;1968;52.0;51.0
170;17 Textielindustrie;1969;54.0;53.0
171;17 Textielindustrie;1970;55.0;54.0
172;17 Textielindustrie;1971;56.0;54.0
173;17 Textielindustrie;1972;58.0;56.0
174;17 Textielindustrie;1973;62.0;61.0
175;17 Textielindustrie;1974;70.0;74.0
176;17 Textielindustrie;1975;72.0;67.0
177;17 Textielindustrie;1976;74.0;73.0
178;17 Textielindustrie;1977;79.0;75.0
179;17 Textielindustrie;1978;79.0;74.0
180;17 Textielindustrie;1979;81.0;79.0
181;17 Textielindustrie;1980;85.0;85.0
182;17 Textielindustrie;1981;89.0;91.0
183;17 Textielindustrie;1982;91.0;96.0
184;17 Textielindustrie;1983;93.0;97.0
185;17 Textielindustrie;1984;97.0;103.0
186;17 Textielindustrie;1985;100.0;105.0
187;17 Textielindustrie;1986;99.0;102.0
188;17 Textielindustrie;1987;98.0;100.0
189;17 Textielindustrie;1988;98.0;100.0
190;17 Textielindustrie;1989;99.0;101.0
191;17 Textielindustrie;1990;100.0;100.0
192;17 Textielindustrie;1991;101.0;100.0
193;17 Textielindustrie;1992;102.0;99.0
194;17 Textielindustrie;1993;103.0;97.0
195;17 Textielindustrie;1994;104.0;96.0
196;17 Textielindustrie;1995;106.0;100.0
197;17 Textielindustrie;1996;106.0;100.0
198;17 Textielindustrie;1997;106.0;102.0
199;17 Textielindustrie;1998;107.0;103.0
200;17 Textielindustrie;1999;107.0;102.0
201;17 Textielindustrie;2000;108.0;105.0
202;17 Textielindustrie;2001;111.0;107.0
203;17 Textielindustrie;2002;112.0;106.0
204;18 Kledingindustrie;1935;;
205;18 Kledingindustrie;1936;;
206;18 Kledingindustrie;1937;;
207;18 Kledingindustrie;1938;;
208;18 Kledingindustrie;1939;;
209;18 Kledingindustrie;1940;;
210;18 Kledingindustrie;1941;;
211;18 Kledingindustrie;1942;;
212;18 Kledingindustrie;1943;;
213;18 Kledingindustrie;1944;;
214;18 Kledingindustrie;1945;;
215;18 Kledingindustrie;1946;;
216;18 Kledingindustrie;1947;;
217;18 Kledingindustrie;1948;;
218;18 Kledingindustrie;1949;;
219;18 Kledingindustrie;1950;;
220;18 Kledingindustrie;1951;;
221;18 Kledingindustrie;1952;;
222;18 Kledingindustrie;1953;;
223;18 Kledingindustrie;1954;;
224;18 Kledingindustrie;1955;;
225;18 Kledingindustrie;1956;;
226;18 Kledingindustrie;1957;;
227;18 Kledingindustrie;1958;;44.0
228;18 Kledingindustrie;1959;;43.0
229;18 Kledingindustrie;1960;;44.0
230;18 Kledingindustrie;1961;;44.0
231;18 Kledingindustrie;1962;;45.0
232;18 Kledingindustrie;1963;;46.0
233;18 Kledingindustrie;1964;;48.0
234;18 Kledingindustrie;1965;;48.0
235;18 Kledingindustrie;1966;;49.0
236;18 Kledingindustrie;1967;;49.0
237;18 Kledingindustrie;1968;;49.0
238;18 Kledingindustrie;1969;;49.0
239;18 Kledingindustrie;1970;45.0;51.0
240;18 Kledingindustrie;1971;48.0;52.0
241;18 Kledingindustrie;1972;51.0;53.0
242;18 Kledingindustrie;1973;53.0;58.0
243;18 Kledingindustrie;1974;59.0;65.0
244;18 Kledingindustrie;1975;63.0;66.0
245;18 Kledingindustrie;1976;67.0;69.0
246;18 Kledingindustrie;1977;70.0;72.0
247;18 Kledingindustrie;1978;74.0;72.0
248;18 Kledingindustrie;1979;77.0;75.0
249;18 Kledingindustrie;1980;81.0;81.0
250;18 Kledingindustrie;1981;84.0;87.0
251;18 Kledingindustrie;1982;87.0;89.0
252;18 Kledingindustrie;1983;87.0;91.0
253;18 Kledingindustrie;1984;90.0;96.0
254;18 Kledingindustrie;1985;93.0;100.0
255;18 Kledingindustrie;1986;95.0;100.0
256;18 Kledingindustrie;1987;97.0;100.0
257;18 Kledingindustrie;1988;97.0;100.0
258;18 Kledingindustrie;1989;98.0;100.0
259;18 Kledingindustrie;1990;100.0;100.0
260;18 Kledingindustrie;1991;102.0;101.0
261;18 Kledingindustrie;1992;104.0;101.0
262;18 Kledingindustrie;1993;105.0;99.0
263;18 Kledingindustrie;1994;105.0;98.0
264;18 Kledingindustrie;1995;105.0;100.0
265;18 Kledingindustrie;1996;104.0;101.0
266;18 Kledingindustrie;1997;105.0;102.0
267;18 Kledingindustrie;1998;108.0;103.0
268;18 Kledingindustrie;1999;111.0;102.0
269;18 Kledingindustrie;2000;113.0;105.0
270;18 Kledingindustrie;2001;115.0;107.0
271;18 Kledingindustrie;2002;118.0;104.0
272;19 Leder- en lederwarenindustrie;1935;0.0;7.0
273;19 Leder- en lederwarenindustrie;1936;0.0;9.0
274;19 Leder- en lederwarenindustrie;1937;0.0;14.0
275;19 Leder- en lederwarenindustrie;1938;0.0;10.0
276;19 Leder- en lederwarenindustrie;1939;0.0;11.0
277;19 Leder- en lederwarenindustrie;1940;0.0;12.0
278;19 Leder- en lederwarenindustrie;1941;0.0;12.0
279;19 Leder- en lederwarenindustrie;1942;0.0;12.0
280;19 Leder- en lederwarenindustrie;1943;0.0;12.0
281;19 Leder- en lederwarenindustrie;1944;0.0;12.0
282;19 Leder- en lederwarenindustrie;1945;0.0;14.0
283;19 Leder- en lederwarenindustrie;1946;0.0;23.0
284;19 Leder- en lederwarenindustrie;1947;0.0;24.0
285;19 Leder- en lederwarenindustrie;1948;0.0;31.0
286;19 Leder- en lederwarenindustrie;1949;0.0;35.0
287;19 Leder- en lederwarenindustrie;1950;0.0;46.0
288;19 Leder- en lederwarenindustrie;1951;0.0;59.0
289;19 Leder- en lederwarenindustrie;1952;0.0;39.0
290;19 Leder- en lederwarenindustrie;1953;0.0;41.0
291;19 Leder- en lederwarenindustrie;1954;0.0;37.0
292;19 Leder- en lederwarenindustrie;1955;0.0;34.0
293;19 Leder- en lederwarenindustrie;1956;0.0;35.0
294;19 Leder- en lederwarenindustrie;1957;0.0;36.0
295;19 Leder- en lederwarenindustrie;1958;0.0;35.0
296;19 Leder- en lederwarenindustrie;1959;0.0;46.0
297;19 Leder- en lederwarenindustrie;1960;0.0;40.0
298;19 Leder- en lederwarenindustrie;1961;0.0;37.0
299;19 Leder- en lederwarenindustrie;1962;0.0;37.0
300;19 Leder- en lederwarenindustrie;1963;0.0;32.0
301;19 Leder- en lederwarenindustrie;1964;0.0;32.0
302;19 Leder- en lederwarenindustrie;1965;0.0;34.0
303;19 Leder- en lederwarenindustrie;1966;0.0;45.0
304;19 Leder- en lederwarenindustrie;1967;0.0;37.0
305;19 Leder- en lederwarenindustrie;1968;0.0;37.0
306;19 Leder- en lederwarenindustrie;1969;0.0;44.0
307;19 Leder- en lederwarenindustrie;1970;0.0;43.0
308;19 Leder- en lederwarenindustrie;1971;0.0;44.0
309;19 Leder- en lederwarenindustrie;1972;0.0;49.0
310;19 Leder- en lederwarenindustrie;1973;0.0;51.0
311;19 Leder- en lederwarenindustrie;1974;0.0;50.0
312;19 Leder- en lederwarenindustrie;1975;0.0;51.0
313;19 Leder- en lederwarenindustrie;1976;0.0;60.0
314;19 Leder- en lederwarenindustrie;1977;0.0;64.0
315;19 Leder- en lederwarenindustrie;1978;0.0;65.0
316;19 Leder- en lederwarenindustrie;1979;0.0;78.0
317;19 Leder- en lederwarenindustrie;1980;0.0;73.0
318;19 Leder- en lederwarenindustrie;1981;0.0;75.0
319;19 Leder- en lederwarenindustrie;1982;0.0;80.0
320;19 Leder- en lederwarenindustrie;1983;0.0;83.0
321;19 Leder- en lederwarenindustrie;1984;0.0;95.0
322;19 Leder- en lederwarenindustrie;1985;0.0;102.0
323;19 Leder- en lederwarenindustrie;1986;0.0;97.0
324;19 Leder- en lederwarenindustrie;1987;0.0;95.0
325;19 Leder- en lederwarenindustrie;1988;0.0;98.0
326;19 Leder- en lederwarenindustrie;1989;0.0;101.0
327;19 Leder- en lederwarenindustrie;1990;0.0;100.0
328;19 Leder- en lederwarenindustrie;1991;0.0;94.0
329;19 Leder- en lederwarenindustrie;1992;0.0;95.0
330;19 Leder- en lederwarenindustrie;1993;0.0;96.0
331;19 Leder- en lederwarenindustrie;1994;0.0;100.0
332;19 Leder- en lederwarenindustrie;1995;0.0;95.0
333;19 Leder- en lederwarenindustrie;1996;0.0;95.0
334;19 Leder- en lederwarenindustrie;1997;0.0;101.0
335;19 Leder- en lederwarenindustrie;1998;0.0;97.0
336;19 Leder- en lederwarenindustrie;1999;0.0;93.0
337;19 Leder- en lederwarenindustrie;2000;0.0;98.0
338;19 Leder- en lederwarenindustrie;2001;0.0;100.0
339;19 Leder- en lederwarenindustrie;2002;0.0;102.0
340;20  en 36 Hout- en meubelindustrie;1935;6.0;2.0
341;20  en 36 Hout- en meubelindustrie;1936;6.0;3.0
342;20  en 36 Hout- en meubelindustrie;1937;7.0;5.0
343;20  en 36 Hout- en meubelindustrie;1938;7.0;4.0
344;20  en 36 Hout- en meubelindustrie;1939;7.0;5.0
345;20  en 36 Hout- en meubelindustrie;1940;10.0;7.0
346;20  en 36 Hout- en meubelindustrie;1941;14.0;7.0
347;20  en 36 Hout- en meubelindustrie;1942;16.0;8.0
348;20  en 36 Hout- en meubelindustrie;1943;17.0;8.0
349;20  en 36 Hout- en meubelindustrie;1944;17.0;8.0
350;20  en 36 Hout- en meubelindustrie;1945;17.0;8.0
351;20  en 36 Hout- en meubelindustrie;1946;25.0;18.0
352;20  en 36 Hout- en meubelindustrie;1947;28.0;24.0
353;20  en 36 Hout- en meubelindustrie;1948;27.0;21.0
354;20  en 36 Hout- en meubelindustrie;1949;27.0;21.0
355;20  en 36 Hout- en meubelindustrie;1950;27.0;25.0
356;20  en 36 Hout- en meubelindustrie;1951;29.0;38.0
357;20  en 36 Hout- en meubelindustrie;1952;30.0;35.0
358;20  en 36 Hout- en meubelindustrie;1953;28.0;32.0
359;20  en 36 Hout- en meubelindustrie;1954;29.0;33.0
360;20  en 36 Hout- en meubelindustrie;1955;31.0;35.0
361;20  en 36 Hout- en meubelindustrie;1956;33.0;35.0
362;20  en 36 Hout- en meubelindustrie;1957;34.0;35.0
363;20  en 36 Hout- en meubelindustrie;1958;33.0;33.0
364;20  en 36 Hout- en meubelindustrie;1959;32.0;31.0
365;20  en 36 Hout- en meubelindustrie;1960;33.0;34.0
366;20  en 36 Hout- en meubelindustrie;1961;34.0;33.0
367;20  en 36 Hout- en meubelindustrie;1962;34.0;32.0
368;20  en 36 Hout- en meubelindustrie;1963;34.0;33.0
369;20  en 36 Hout- en meubelindustrie;1964;36.0;36.0
370;20  en 36 Hout- en meubelindustrie;1965;36.0;37.0
371;20  en 36 Hout- en meubelindustrie;1966;37.0;36.0
372;20  en 36 Hout- en meubelindustrie;1967;37.0;34.0
373;20  en 36 Hout- en meubelindustrie;1968;37.0;34.0
374;20  en 36 Hout- en meubelindustrie;1969;40.0;37.0
375;20  en 36 Hout- en meubelindustrie;1970;43.0;41.0
376;20  en 36 Hout- en meubelindustrie;1971;46.0;42.0
377;20  en 36 Hout- en meubelindustrie;1972;48.0;43.0
378;20  en 36 Hout- en meubelindustrie;1973;52.0;52.0
379;20  en 36 Hout- en meubelindustrie;1974;59.0;63.0
380;20  en 36 Hout- en meubelindustrie;1975;63.0;59.0
381;20  en 36 Hout- en meubelindustrie;1976;66.0;64.0
382;20  en 36 Hout- en meubelindustrie;1977;69.0;68.0
383;20  en 36 Hout- en meubelindustrie;1978;72.0;68.0
384;20  en 36 Hout- en meubelindustrie;1979;75.0;74.0
385;20  en 36 Hout- en meubelindustrie;1980;79.0;83.0
386;20  en 36 Hout- en meubelindustrie;1981;83.0;87.0
387;20  en 36 Hout- en meubelindustrie;1982;85.0;87.0
388;20  en 36 Hout- en meubelindustrie;1983;86.0;89.0
389;20  en 36 Hout- en meubelindustrie;1984;88.0;94.0
390;20  en 36 Hout- en meubelindustrie;1985;90.0;95.0
391;20  en 36 Hout- en meubelindustrie;1986;91.0;92.0
392;20  en 36 Hout- en meubelindustrie;1987;91.0;90.0
393;20  en 36 Hout- en meubelindustrie;1988;93.0;92.0
394;20  en 36 Hout- en meubelindustrie;1989;96.0;97.0
395;20  en 36 Hout- en meubelindustrie;1990;100.0;100.0
396;20  en 36 Hout- en meubelindustrie;1991;101.0;97.0
397;20  en 36 Hout- en meubelindustrie;1992;102.0;95.0
398;20  en 36 Hout- en meubelindustrie;1993;104.0;99.0
399;20  en 36 Hout- en meubelindustrie;1994;107.0;105.0
400;20  en 36 Hout- en meubelindustrie;1995;110.0;103.0
401;20  en 36 Hout- en meubelindustrie;1996;109.0;103.0
402;20  en 36 Hout- en meubelindustrie;1997;112.0;109.0
403;20  en 36 Hout- en meubelindustrie;1998;113.0;108.0
404;20  en 36 Hout- en meubelindustrie;1999;115.0;108.0
405;20  en 36 Hout- en meubelindustrie;2000;116.0;111.0
406;20  en 36 Hout- en meubelindustrie;2001;121.0;110.0
407;20  en 36 Hout- en meubelindustrie;2002;124.0;110.0
408;21 Papier- en papierwarenindustrie;1935;5.0;5.0
409;21 Papier- en papierwarenindustrie;1936;6.0;5.0
410;21 Papier- en papierwarenindustrie;1937;8.0;11.0
411;21 Papier- en papierwarenindustrie;1938;8.0;7.0
412;21 Papier- en papierwarenindustrie;1939;8.0;6.0
413;21 Papier- en papierwarenindustrie;1940;10.0;12.0
414;21 Papier- en papierwarenindustrie;1941;11.0;12.0
415;21 Papier- en papierwarenindustrie;1942;11.0;12.0
416;21 Papier- en papierwarenindustrie;1943;11.0;12.0
417;21 Papier- en papierwarenindustrie;1944;11.0;12.0
418;21 Papier- en papierwarenindustrie;1945;13.0;14.0
419;21 Papier- en papierwarenindustrie;1946;20.0;19.0
420;21 Papier- en papierwarenindustrie;1947;21.0;28.0
421;21 Papier- en papierwarenindustrie;1948;24.0;31.0
422;21 Papier- en papierwarenindustrie;1949;24.0;21.0
423;21 Papier- en papierwarenindustrie;1950;26.0;32.0
424;21 Papier- en papierwarenindustrie;1951;45.0;70.0
425;21 Papier- en papierwarenindustrie;1952;38.0;45.0
426;21 Papier- en papierwarenindustrie;1953;32.0;32.0
427;21 Papier- en papierwarenindustrie;1954;34.0;36.0
428;21 Papier- en papierwarenindustrie;1955;37.0;37.0
429;21 Papier- en papierwarenindustrie;1956;36.0;38.0
430;21 Papier- en papierwarenindustrie;1957;37.0;37.0
431;21 Papier- en papierwarenindustrie;1958;37.0;35.0
432;21 Papier- en papierwarenindustrie;1959;36.0;33.0
433;21 Papier- en papierwarenindustrie;1960;35.0;34.0
434;21 Papier- en papierwarenindustrie;1961;36.0;33.0
435;21 Papier- en papierwarenindustrie;1962;36.0;31.0
436;21 Papier- en papierwarenindustrie;1963;36.0;31.0
437;21 Papier- en papierwarenindustrie;1964;38.0;32.0
438;21 Papier- en papierwarenindustrie;1965;38.0;34.0
439;21 Papier- en papierwarenindustrie;1966;39.0;33.0
440;21 Papier- en papierwarenindustrie;1967;39.0;33.0
441;21 Papier- en papierwarenindustrie;1968;39.0;32.0
442;21 Papier- en papierwarenindustrie;1969;41.0;34.0
443;21 Papier- en papierwarenindustrie;1970;45.0;39.0
444;21 Papier- en papierwarenindustrie;1971;48.0;40.0
445;21 Papier- en papierwarenindustrie;1972;49.0;39.0
446;21 Papier- en papierwarenindustrie;1973;51.0;40.0
447;21 Papier- en papierwarenindustrie;1974;60.0;55.0
448;21 Papier- en papierwarenindustrie;1975;68.0;65.0
449;21 Papier- en papierwarenindustrie;1976;67.0;66.0
450;21 Papier- en papierwarenindustrie;1977;71.0;66.0
451;21 Papier- en papierwarenindustrie;1978;70.0;60.0
452;21 Papier- en papierwarenindustrie;1979;71.0;66.0
453;21 Papier- en papierwarenindustrie;1980;78.0;76.0
454;21 Papier- en papierwarenindustrie;1981;85.0;90.0
455;21 Papier- en papierwarenindustrie;1982;89.0;92.0
456;21 Papier- en papierwarenindustrie;1983;88.0;90.0
457;21 Papier- en papierwarenindustrie;1984;92.0;105.0
458;21 Papier- en papierwarenindustrie;1985;96.0;100.0
459;21 Papier- en papierwarenindustrie;1986;94.0;92.0
460;21 Papier- en papierwarenindustrie;1987;93.0;93.0
461;21 Papier- en papierwarenindustrie;1988;96.0;99.0
462;21 Papier- en papierwarenindustrie;1989;99.0;109.0
463;21 Papier- en papierwarenindustrie;1990;100.0;100.0
464;21 Papier- en papierwarenindustrie;1991;101.0;95.0
465;21 Papier- en papierwarenindustrie;1992;101.0;90.0
466;21 Papier- en papierwarenindustrie;1993;97.0;82.0
467;21 Papier- en papierwarenindustrie;1994;99.0;85.0
468;21 Papier- en papierwarenindustrie;1995;111.0;100.0
469;21 Papier- en papierwarenindustrie;1996;106.0;93.0
470;21 Papier- en papierwarenindustrie;1997;103.0;92.0
471;21 Papier- en papierwarenindustrie;1998;105.0;94.0
472;21 Papier- en papierwarenindustrie;1999;106.0;93.0
473;21 Papier- en papierwarenindustrie;2000;115.0;112.0
474;21 Papier- en papierwarenindustrie;2001;118.0;108.0
475;21 Papier- en papierwarenindustrie;2002;118.0;102.0
476;23 Aardolie-industrie;1935;;
477;23 Aardolie-industrie;1936;;
478;23 Aardolie-industrie;1937;;
479;23 Aardolie-industrie;1938;;
480;23 Aardolie-industrie;1939;;
481;23 Aardolie-industrie;1940;;
482;23 Aardolie-industrie;1941;;
483;23 Aardolie-industrie;1942;;
484;23 Aardolie-industrie;1943;;
485;23 Aardolie-industrie;1944;;
486;23 Aardolie-industrie;1945;;
487;23 Aardolie-industrie;1946;;
488;23 Aardolie-industrie;1947;;
489;23 Aardolie-industrie;1948;;
490;23 Aardolie-industrie;1949;;
491;23 Aardolie-industrie;1950;;
492;23 Aardolie-industrie;1951;;
493;23 Aardolie-industrie;1952;;
494;23 Aardolie-industrie;1953;;
495;23 Aardolie-industrie;1954;;
496;23 Aardolie-industrie;1955;;
497;23 Aardolie-industrie;1956;;
498;23 Aardolie-industrie;1957;;
499;23 Aardolie-industrie;1958;;
500;23 Aardolie-industrie;1959;;
501;23 Aardolie-industrie;1960;;
502;23 Aardolie-industrie;1961;;
503;23 Aardolie-industrie;1962;;
504;23 Aardolie-industrie;1963;;
505;23 Aardolie-industrie;1964;;
506;23 Aardolie-industrie;1965;;
507;23 Aardolie-industrie;1966;;
508;23 Aardolie-industrie;1967;;
509;23 Aardolie-industrie;1968;;
510;23 Aardolie-industrie;1969;;
511;23 Aardolie-industrie;1970;34.0;21.0
