ID;Geslacht;Onderwijssoorten;Migratieachtergrond;Generatie;WoonregioSchoolregio;Regiokenmerken;Perioden;TotaalAantalLeerlingen_1;TotaalVertraagdeLeerlingen_2;VertraagdeLeerlingenNaarHogerNiveau_3;VertraagdeLeerlingenNaarLagerNiveau_4;VertraagdeLeerlingenNaarGelijkNiveau_5;TotaalVertraagdeLeerlingen_6;VertraagdeLeerlingenNaarHogerNiveau_7;VertraagdeLeerlingenNaarLagerNiveau_8;VertraagdeLeerlingenNaarGelijkNiveau_9
24;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2012/'13 naar 2013/'14;98056.0;;945.0;484.0;3902.0;;1.0;0.0;4.0
25;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2013/'14 naar 2014/'15;100278.0;;1080.0;441.0;3889.0;;1.0;0.0;4.0
26;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2014/'15 naar 2015/'16;102559.0;;1260.0;404.0;3815.0;;1.0;0.0;4.0
27;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2015/'16 naar 2016/'17;104929.0;;1310.0;363.0;3685.0;;1.0;0.0;4.0
28;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2016/'17 naar 2017/'18;106648.0;;1413.0;374.0;3868.0;;1.0;0.0;4.0
29;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Vier grote gemeenten (G4);2017/'18 naar 2018/'19;108716.0;;1448.0;441.0;4351.0;;1.0;0.0;4.0
30;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2003/'04 naar 2004/'05;148323.0;9875.0;1317.0;633.0;5151.0;7.0;1.0;0.0;3.0
31;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2004/'05 naar 2005/'06;150572.0;9136.0;1482.0;579.0;4809.0;6.0;1.0;0.0;3.0
32;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2005/'06 naar 2006/'07;156980.0;9743.0;1583.0;644.0;5427.0;6.0;1.0;0.0;3.0
33;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2006/'07 naar 2007/'08;157817.0;10128.0;1964.0;714.0;5475.0;6.0;1.0;0.0;3.0
34;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2007/'08 naar 2008/'09;158164.0;9509.0;1996.0;667.0;4777.0;6.0;1.0;0.0;3.0
35;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2008/'09 naar 2009/'10;157230.0;10133.0;1951.0;805.0;5258.0;6.0;1.0;1.0;3.0
36;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2009/'10 naar 2010/'11;158051.0;10983.0;1895.0;903.0;5822.0;7.0;1.0;1.0;4.0
37;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2010/'11 naar 2011/'12;164762.0;;1720.0;1127.0;6498.0;;1.0;1.0;4.0
38;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2011/'12 naar 2012/'13;161685.0;;1660.0;1186.0;6410.0;;1.0;1.0;4.0
39;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2012/'13 naar 2013/'14;170351.0;;1649.0;1012.0;6463.0;;1.0;1.0;4.0
40;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2013/'14 naar 2014/'15;178514.0;;1872.0;887.0;6389.0;;1.0;0.0;4.0
41;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2014/'15 naar 2015/'16;197210.0;;2359.0;907.0;6604.0;;1.0;0.0;3.0
42;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2015/'16 naar 2016/'17;205538.0;;2595.0;905.0;6811.0;;1.0;0.0;3.0
43;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2016/'17 naar 2017/'18;207233.0;;2743.0;944.0;7560.0;;1.0;0.0;4.0
44;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2017/'18 naar 2018/'19;206089.0;;2470.0;1046.0;7919.0;;1.0;1.0;4.0
45;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2003/'04 naar 2004/'05;617330.0;34600.0;5834.0;2633.0;19001.0;6.0;1.0;0.0;3.0
46;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2004/'05 naar 2005/'06;626956.0;33537.0;6372.0;2512.0;18450.0;5.0;1.0;0.0;3.0
47;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2005/'06 naar 2006/'07;659032.0;35998.0;7278.0;2574.0;20099.0;5.0;1.0;0.0;3.0
48;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2006/'07 naar 2007/'08;662660.0;37169.0;8315.0;2709.0;20156.0;6.0;1.0;0.0;3.0
49;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2007/'08 naar 2008/'09;661710.0;34533.0;8190.0;2800.0;17890.0;5.0;1.0;0.0;3.0
50;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2008/'09 naar 2009/'10;657418.0;37102.0;7977.0;3129.0;19931.0;6.0;1.0;0.0;3.0
51;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2009/'10 naar 2010/'11;656525.0;40851.0;7754.0;3641.0;22236.0;6.0;1.0;1.0;3.0
52;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2010/'11 naar 2011/'12;653044.0;;7083.0;4021.0;23566.0;;1.0;1.0;4.0
53;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2011/'12 naar 2012/'13;662363.0;;6610.0;4489.0;23918.0;;1.0;1.0;4.0
54;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2012/'13 naar 2013/'14;662604.0;;6055.0;3997.0;22234.0;;1.0;1.0;3.0
55;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2013/'14 naar 2014/'15;664076.0;;6454.0;3369.0;20978.0;;1.0;1.0;3.0
56;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2014/'15 naar 2015/'16;653989.0;;7528.0;3052.0;20184.0;;1.0;0.0;3.0
57;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2015/'16 naar 2016/'17;652961.0;;8021.0;2845.0;19940.0;;1.0;0.0;3.0
58;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2016/'17 naar 2017/'18;649718.0;;8075.0;3000.0;21090.0;;1.0;0.0;3.0
59;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Gemeenten < 100.000 inwoners;2017/'18 naar 2018/'19;638832.0;;7324.0;3308.0;21932.0;;1.0;1.0;3.0
60;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2003/'04 naar 2004/'05;86723.0;5470.0;1072.0;419.0;2981.0;6.0;1.0;0.0;3.0
61;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2004/'05 naar 2005/'06;87208.0;5338.0;1243.0;356.0;2890.0;6.0;1.0;0.0;3.0
62;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2005/'06 naar 2006/'07;92302.0;5680.0;1316.0;352.0;3182.0;6.0;1.0;0.0;3.0
63;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2006/'07 naar 2007/'08;92932.0;5958.0;1461.0;383.0;3268.0;6.0;2.0;0.0;4.0
64;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2007/'08 naar 2008/'09;93029.0;5542.0;1494.0;422.0;2935.0;6.0;2.0;0.0;3.0
65;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2008/'09 naar 2009/'10;92851.0;6058.0;1365.0;532.0;3315.0;7.0;1.0;1.0;4.0
66;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2009/'10 naar 2010/'11;93512.0;6501.0;1358.0;558.0;3591.0;7.0;1.0;1.0;4.0
67;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2010/'11 naar 2011/'12;93869.0;;1110.0;632.0;3736.0;;1.0;1.0;4.0
68;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2011/'12 naar 2012/'13;94938.0;;1055.0;765.0;3718.0;;1.0;1.0;4.0
69;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2012/'13 naar 2013/'14;95841.0;;932.0;666.0;3603.0;;1.0;1.0;4.0
70;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2013/'14 naar 2014/'15;97073.0;;908.0;533.0;3420.0;;1.0;1.0;4.0
71;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2014/'15 naar 2015/'16;98010.0;;1151.0;445.0;3231.0;;1.0;0.0;3.0
72;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2015/'16 naar 2016/'17;98637.0;;1222.0;451.0;3206.0;;1.0;0.0;3.0
73;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2016/'17 naar 2017/'18;97780.0;;1219.0;475.0;3343.0;;1.0;0.0;3.0
74;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Noord-Nederland (LD);2017/'18 naar 2018/'19;96262.0;;1033.0;539.0;3589.0;;1.0;1.0;4.0
75;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2003/'04 naar 2004/'05;192303.0;9940.0;1650.0;838.0;5324.0;5.0;1.0;0.0;3.0
76;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2004/'05 naar 2005/'06;194468.0;9798.0;1789.0;788.0;5387.0;5.0;1.0;0.0;3.0
77;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2005/'06 naar 2006/'07;202096.0;10699.0;2109.0;794.0;5926.0;5.0;1.0;0.0;3.0
78;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2006/'07 naar 2007/'08;203360.0;11116.0;2441.0;855.0;6008.0;5.0;1.0;0.0;3.0
79;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2007/'08 naar 2008/'09;203180.0;10342.0;2345.0;879.0;5286.0;5.0;1.0;0.0;3.0
80;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2008/'09 naar 2009/'10;202485.0;11194.0;2352.0;978.0;5925.0;6.0;1.0;0.0;3.0
81;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2009/'10 naar 2010/'11;202931.0;11914.0;2176.0;1148.0;6516.0;6.0;1.0;1.0;3.0
82;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2010/'11 naar 2011/'12;203677.0;;1990.0;1313.0;7186.0;;1.0;1.0;4.0
83;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2011/'12 naar 2012/'13;205959.0;;1965.0;1422.0;7425.0;;1.0;1.0;4.0
84;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2012/'13 naar 2013/'14;209243.0;;1742.0;1283.0;7005.0;;1.0;1.0;3.0
85;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2013/'14 naar 2014/'15;212574.0;;1913.0;1141.0;6605.0;;1.0;1.0;3.0
86;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2014/'15 naar 2015/'16;215275.0;;2276.0;1046.0;6355.0;;1.0;0.0;3.0
87;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2015/'16 naar 2016/'17;218486.0;;2440.0;1009.0;6637.0;;1.0;0.0;3.0
88;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2016/'17 naar 2017/'18;218979.0;;2587.0;994.0;6965.0;;1.0;0.0;3.0
89;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Oost-Nederland (LD);2017/'18 naar 2018/'19;216031.0;;2302.0;1159.0;7304.0;;1.0;1.0;3.0
90;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2003/'04 naar 2004/'05;386482.0;24379.0;3514.0;1583.0;13190.0;6.0;1.0;0.0;3.0
91;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2004/'05 naar 2005/'06;393875.0;23315.0;3697.0;1593.0;12738.0;6.0;1.0;0.0;3.0
92;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2005/'06 naar 2006/'07;416507.0;24515.0;4366.0;1618.0;13575.0;6.0;1.0;0.0;3.0
93;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2006/'07 naar 2007/'08;417791.0;24765.0;5141.0;1639.0;13217.0;6.0;1.0;0.0;3.0
94;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2007/'08 naar 2008/'09;417085.0;23396.0;5202.0;1700.0;11913.0;6.0;1.0;0.0;3.0
95;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2008/'09 naar 2009/'10;414343.0;24702.0;5050.0;1877.0;13012.0;6.0;1.0;0.0;3.0
96;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2009/'10 naar 2010/'11;414938.0;28020.0;5090.0;2195.0;14768.0;7.0;1.0;1.0;4.0
97;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2010/'11 naar 2011/'12;418367.0;;4685.0;2519.0;15648.0;;1.0;1.0;4.0
98;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2011/'12 naar 2012/'13;423788.0;;4483.0;2671.0;15895.0;;1.0;1.0;4.0
99;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2012/'13 naar 2013/'14;430475.0;;4365.0;2309.0;15115.0;;1.0;1.0;4.0
100;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2013/'14 naar 2014/'15;436771.0;;4872.0;2075.0;15054.0;;1.0;0.0;3.0
101;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2014/'15 naar 2015/'16;443205.0;;5575.0;1898.0;14922.0;;1.0;0.0;3.0
102;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2015/'16 naar 2016/'17;449017.0;;5879.0;1796.0;14515.0;;1.0;0.0;3.0
103;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2016/'17 naar 2017/'18;450856.0;;5891.0;1858.0;15232.0;;1.0;0.0;3.0
104;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;West-Nederland (LD);2017/'18 naar 2018/'19;449048.0;;5735.0;2034.0;15963.0;;1.0;0.0;4.0
105;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2003/'04 naar 2004/'05;189339.0;11183.0;1654.0;772.0;5840.0;6.0;1.0;0.0;3.0
106;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2004/'05 naar 2005/'06;191786.0;10749.0;1880.0;758.0;5595.0;6.0;1.0;0.0;3.0
107;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2005/'06 naar 2006/'07;198235.0;11210.0;1961.0;824.0;6126.0;6.0;1.0;0.0;3.0
108;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2006/'07 naar 2007/'08;198964.0;11777.0;2277.0;881.0;6340.0;6.0;1.0;0.0;3.0
109;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2007/'08 naar 2008/'09;198191.0;10599.0;2199.0;819.0;5438.0;5.0;1.0;0.0;3.0
110;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2008/'09 naar 2009/'10;195834.0;11736.0;2216.0;947.0;6246.0;6.0;1.0;0.0;3.0
111;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2009/'10 naar 2010/'11;194627.0;12639.0;2088.0;1142.0;6862.0;6.0;1.0;1.0;4.0
112;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2010/'11 naar 2011/'12;194934.0;;1941.0;1212.0;7390.0;;1.0;1.0;4.0
113;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2011/'12 naar 2012/'13;195173.0;;1750.0;1406.0;7290.0;;1.0;1.0;4.0
114;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2012/'13 naar 2013/'14;195452.0;;1610.0;1235.0;6876.0;;1.0;1.0;4.0
115;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Woonregio;Zuid-Nederland (LD);2013/'14 naar 2014/'15;196450.0;;1713.0;948.0;6177.0;;1.0;0.0;3.0
