ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10
62;Zelfstandige;0116 Teelt van vezelgewassen;2009;0.0;;;;;;;;;
63;Zelfstandige;0116 Teelt van vezelgewassen;2010;0.0;;;;;;;;;
64;Zelfstandige;0116 Teelt van vezelgewassen;2011;0.1;;;;;;;;;
65;Zelfstandige;0116 Teelt van vezelgewassen;2012;0.0;;;;;;;;;
66;Zelfstandige;0116 Teelt van vezelgewassen;2013;0.0;;;;;;;;;
67;Zelfstandige;0116 Teelt van vezelgewassen;2014;0.0;;;;;;;;;
68;Zelfstandige;0116 Teelt van vezelgewassen;2015;0.0;;;;;;;;;
69;Zelfstandige;0116 Teelt van vezelgewassen;2016;0.0;;;;;;;;;
70;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2007;0.0;;;;;;;;;
71;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2008;0.0;;;;;;;;;
72;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2009;0.0;;;;;;;;;
73;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2010;4.2;31.3;25.3;31.1;24.0;27.3;27.2;3.9;507.4;140.5
74;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2011;4.2;30.9;25.9;30.8;24.8;31.1;31.2;4.0;505.2;140.2
75;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2012;4.0;31.4;26.2;30.7;24.9;32.1;31.8;3.9;504.0;149.1
76;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2013;3.9;31.1;26.7;30.4;25.4;31.9;31.8;3.8;480.4;157.7
77;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2014;3.8;39.8;30.5;38.8;29.0;40.2;34.8;3.7;495.8;168.8
78;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2015;3.8;43.6;32.5;42.6;30.8;40.3;35.5;3.7;531.7;187.0
79;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2016;3.8;44.5;32.5;42.9;30.8;41.1;36.2;3.7;572.8;213.0
80;Zelfstandige;012 Teelt van meerjarige gewassen;2007;2.0;28.5;24.2;28.5;23.2;28.7;27.2;1.7;506.5;172.9
81;Zelfstandige;012 Teelt van meerjarige gewassen;2008;2.0;35.5;29.3;35.3;28.3;33.8;30.9;2.0;549.7;187.2
82;Zelfstandige;012 Teelt van meerjarige gewassen;2009;2.0;23.1;20.5;22.8;19.8;24.6;24.9;1.9;551.5;188.7
83;Zelfstandige;012 Teelt van meerjarige gewassen;2010;2.4;29.2;24.6;28.1;23.6;28.9;27.1;2.3;552.9;217.9
84;Zelfstandige;012 Teelt van meerjarige gewassen;2011;2.4;30.0;24.5;29.2;23.0;32.5;30.8;2.4;539.1;210.4
85;Zelfstandige;012 Teelt van meerjarige gewassen;2012;2.4;33.5;28.7;32.4;26.6;35.5;33.8;2.4;560.9;232.3
86;Zelfstandige;012 Teelt van meerjarige gewassen;2013;2.4;39.0;30.8;37.5;29.0;38.9;35.0;2.4;571.2;261.0
87;Zelfstandige;012 Teelt van meerjarige gewassen;2014;2.4;26.3;24.3;24.8;22.7;30.0;31.5;2.3;611.3;277.4
88;Zelfstandige;012 Teelt van meerjarige gewassen;2015;2.4;33.7;27.2;32.3;25.7;36.2;33.4;2.3;639.9;289.1
89;Zelfstandige;012 Teelt van meerjarige gewassen;2016;2.5;34.2;28.2;32.4;26.7;36.6;34.6;2.5;676.3;334.5
90;Zelfstandige;0121 Teelt van druiven;2007;0.0;;;;;;;;;
91;Zelfstandige;0121 Teelt van druiven;2008;0.0;;;;;;;;;
92;Zelfstandige;0121 Teelt van druiven;2009;0.0;;;;;;;;;
93;Zelfstandige;0121 Teelt van druiven;2010;0.0;;;;;;;;;
94;Zelfstandige;0121 Teelt van druiven;2011;0.0;;;;;;;;;
95;Zelfstandige;0121 Teelt van druiven;2012;0.0;;;;;;;;;
96;Zelfstandige;0121 Teelt van druiven;2013;0.0;;;;;;;;;
97;Zelfstandige;0121 Teelt van druiven;2014;0.0;;;;;;;;;
98;Zelfstandige;0121 Teelt van druiven;2015;0.0;;;;;;;;;
99;Zelfstandige;0121 Teelt van druiven;2016;0.0;;;;;;;;;
100;Zelfstandige;0124 Teelt van pit- en steenvruchten;2007;2.0;28.5;24.2;28.5;23.2;28.7;27.2;1.7;506.5;172.9
101;Zelfstandige;0124 Teelt van pit- en steenvruchten;2008;2.0;35.5;29.3;35.3;28.3;33.8;30.9;2.0;549.7;187.2
102;Zelfstandige;0124 Teelt van pit- en steenvruchten;2009;2.0;23.1;20.5;22.8;19.8;24.6;24.9;1.9;551.5;188.7
103;Zelfstandige;0124 Teelt van pit- en steenvruchten;2010;2.0;29.0;24.5;27.7;23.1;28.7;27.0;2.0;555.3;222.8
104;Zelfstandige;0124 Teelt van pit- en steenvruchten;2011;2.0;29.5;24.2;28.5;22.9;32.2;30.8;2.0;544.0;215.6
105;Zelfstandige;0124 Teelt van pit- en steenvruchten;2012;2.0;34.0;29.2;32.8;27.3;35.8;33.9;2.0;567.0;240.8
106;Zelfstandige;0124 Teelt van pit- en steenvruchten;2013;2.0;40.3;31.6;38.6;29.6;39.8;35.4;2.0;589.7;282.8
107;Zelfstandige;0124 Teelt van pit- en steenvruchten;2014;1.9;27.0;23.8;25.3;22.0;30.8;31.4;1.9;629.6;297.5
108;Zelfstandige;0124 Teelt van pit- en steenvruchten;2015;1.9;32.1;26.5;30.4;25.1;35.4;33.2;1.9;661.1;312.8
109;Zelfstandige;0124 Teelt van pit- en steenvruchten;2016;1.9;33.0;27.8;30.7;26.1;35.9;34.8;1.8;721.9;367.3
110;Zelfstandige;0125 Teelt van overige vruchten;2007;0.0;;;;;;;;;
111;Zelfstandige;0125 Teelt van overige vruchten;2008;0.0;;;;;;;;;
112;Zelfstandige;0125 Teelt van overige vruchten;2009;0.0;;;;;;;;;
113;Zelfstandige;0125 Teelt van overige vruchten;2010;0.2;31.1;25.0;31.5;24.4;30.4;27.1;0.2;534.8;181.7
114;Zelfstandige;0125 Teelt van overige vruchten;2011;0.3;29.5;25.8;29.6;24.4;33.5;32.4;0.3;524.1;152.4
115;Zelfstandige;0125 Teelt van overige vruchten;2012;0.3;28.2;22.4;27.3;21.6;32.8;31.5;0.3;505.3;168.2
116;Zelfstandige;0125 Teelt van overige vruchten;2013;0.3;31.3;25.3;31.3;24.9;34.0;31.6;0.3;502.2;172.7
117;Zelfstandige;0125 Teelt van overige vruchten;2014;0.4;17.7;25.2;17.3;23.5;22.2;31.2;0.4;512.4;188.9
118;Zelfstandige;0125 Teelt van overige vruchten;2015;0.4;35.7;28.7;36.2;28.2;38.7;35.0;0.4;582.2;215.5
119;Zelfstandige;0125 Teelt van overige vruchten;2016;0.4;37.1;31.0;36.7;28.5;39.3;35.5;0.4;598.5;265.7
120;Zelfstandige;0127 Teelt van gewassen voor dranken;2007;0.0;;;;;;;;;
121;Zelfstandige;0127 Teelt van gewassen voor dranken;2008;0.0;;;;;;;;;
122;Zelfstandige;0127 Teelt van gewassen voor dranken;2009;0.0;;;;;;;;;
123;Zelfstandige;0127 Teelt van gewassen voor dranken;2010;0.0;;;;;;;;;
124;Zelfstandige;0127 Teelt van gewassen voor dranken;2011;0.0;;;;;;;;;
125;Zelfstandige;0127 Teelt van gewassen voor dranken;2012;0.0;;;;;;;;;
126;Zelfstandige;0127 Teelt van gewassen voor dranken;2013;0.0;;;;;;;;;
127;Zelfstandige;0127 Teelt van gewassen voor dranken;2014;0.0;;;;;;;;;
128;Zelfstandige;0127 Teelt van gewassen voor dranken;2015;0.0;;;;;;;;;
129;Zelfstandige;0127 Teelt van gewassen voor dranken;2016;0.0;;;;;;;;;
130;Zelfstandige;0128 Teelt van specerijen;2007;0.0;;;;;;;;;
131;Zelfstandige;0128 Teelt van specerijen;2008;0.0;;;;;;;;;
132;Zelfstandige;0128 Teelt van specerijen;2009;0.0;;;;;;;;;
133;Zelfstandige;0128 Teelt van specerijen;2010;0.0;;;;;;;;;
134;Zelfstandige;0128 Teelt van specerijen;2011;0.0;;;;;;;;;
135;Zelfstandige;0128 Teelt van specerijen;2012;0.0;;;;;;;;;
136;Zelfstandige;0128 Teelt van specerijen;2013;0.0;;;;;;;;;
137;Zelfstandige;0128 Teelt van specerijen;2014;0.0;;;;;;;;;
138;Zelfstandige;0128 Teelt van specerijen;2015;0.0;;;;;;;;;
139;Zelfstandige;0128 Teelt van specerijen;2016;0.0;;;;;;;;;
140;Zelfstandige;0129 Teelt van overig meerjarig gewas;2007;0.0;;;;;;;;;
141;Zelfstandige;0129 Teelt van overig meerjarig gewas;2008;0.0;;;;;;;;;
142;Zelfstandige;0129 Teelt van overig meerjarig gewas;2009;0.0;;;;;;;;;
143;Zelfstandige;0129 Teelt van overig meerjarig gewas;2010;0.0;;;;;;;;;
144;Zelfstandige;0129 Teelt van overig meerjarig gewas;2011;0.0;;;;;;;;;
145;Zelfstandige;0129 Teelt van overig meerjarig gewas;2012;0.1;;;;;;;;;
146;Zelfstandige;0129 Teelt van overig meerjarig gewas;2013;0.1;;;;;;;;;
147;Zelfstandige;0129 Teelt van overig meerjarig gewas;2014;0.1;;;;;;;;;
148;Zelfstandige;0129 Teelt van overig meerjarig gewas;2015;0.1;49.8;34.7;48.2;32.9;41.2;34.5;0.1;612.5;168.1
149;Zelfstandige;0129 Teelt van overig meerjarig gewas;2016;0.2;41.7;32.0;40.3;30.9;37.7;33.3;0.1;594.3;216.9
150;Zelfstandige;013 Teelt van sierplanten;2007;3.2;32.9;28.8;32.7;28.0;30.2;28.3;2.7;463.2;125.5
151;Zelfstandige;013 Teelt van sierplanten;2008;3.0;31.5;27.2;31.5;26.7;29.6;28.3;2.9;499.1;129.8
152;Zelfstandige;013 Teelt van sierplanten;2009;2.9;30.4;26.1;30.3;25.6;28.0;27.3;2.9;480.3;133.9
153;Zelfstandige;013 Teelt van sierplanten;2010;6.5;33.0;28.0;32.8;27.2;28.9;27.7;6.1;491.6;142.4
154;Zelfstandige;013 Teelt van sierplanten;2011;6.4;34.5;29.1;34.4;28.2;32.6;31.2;6.2;484.5;137.4
155;Zelfstandige;013 Teelt van sierplanten;2012;6.3;34.2;30.0;34.0;29.2;33.5;32.0;6.1;472.2;150.3
156;Zelfstandige;013 Teelt van sierplanten;2013;6.0;34.5;30.3;34.0;29.5;32.8;31.7;5.8;461.9;161.1
157;Zelfstandige;013 Teelt van sierplanten;2014;5.9;39.4;32.5;39.3;31.4;38.0;33.6;5.7;477.1;176.2
158;Zelfstandige;013 Teelt van sierplanten;2015;5.7;44.3;35.2;43.9;34.0;39.1;35.5;5.6;492.5;175.5
159;Zelfstandige;013 Teelt van sierplanten;2016;5.9;45.6;36.6;44.7;35.3;40.9;36.9;5.6;546.7;202.7
160;Zelfstandige;0130 Teelt van sierplanten;2007;3.2;32.9;28.8;32.7;28.0;30.2;28.3;2.7;463.2;125.5
161;Zelfstandige;0130 Teelt van sierplanten;2008;3.0;31.5;27.2;31.5;26.7;29.6;28.3;2.9;499.1;129.8
162;Zelfstandige;0130 Teelt van sierplanten;2009;2.9;30.4;26.1;30.3;25.6;28.0;27.3;2.9;480.3;133.9
163;Zelfstandige;0130 Teelt van sierplanten;2010;6.5;33.0;28.0;32.8;27.2;28.9;27.7;6.1;491.6;142.4
164;Zelfstandige;0130 Teelt van sierplanten;2011;6.4;34.5;29.1;34.4;28.2;32.6;31.2;6.2;484.5;137.4
165;Zelfstandige;0130 Teelt van sierplanten;2012;6.3;34.2;30.0;34.0;29.2;33.5;32.0;6.1;472.2;150.3
166;Zelfstandige;0130 Teelt van sierplanten;2013;6.0;34.5;30.3;34.0;29.5;32.8;31.7;5.8;461.9;161.1
167;Zelfstandige;0130 Teelt van sierplanten;2014;5.9;39.4;32.5;39.3;31.4;38.0;33.6;5.7;477.1;176.2
168;Zelfstandige;0130 Teelt van sierplanten;2015;5.7;44.3;35.2;43.9;34.0;39.1;35.5;5.6;492.5;175.5
169;Zelfstandige;0130 Teelt van sierplanten;2016;5.9;45.6;36.6;44.7;35.3;40.9;36.9;5.6;546.7;202.7
170;Zelfstandige;014 Veeteelt en fokkerijen;2007;39.7;24.4;21.0;24.7;20.0;26.7;26.0;33.9;586.7;209.9
171;Zelfstandige;014 Veeteelt en fokkerijen;2008;39.9;26.0;22.8;26.0;21.8;31.6;30.0;38.8;650.1;233.5
172;Zelfstandige;014 Veeteelt en fokkerijen;2009;38.6;20.2;17.6;20.2;16.6;24.0;23.9;38.1;659.4;247.6
173;Zelfstandige;014 Veeteelt en fokkerijen;2010;42.1;28.7;24.0;28.5;22.8;30.1;28.1;40.8;598.7;291.8
174;Zelfstandige;014 Veeteelt en fokkerijen;2011;43.3;30.8;27.3;30.5;25.8;34.0;32.9;42.7;589.4;289.1
175;Zelfstandige;014 Veeteelt en fokkerijen;2012;43.1;31.2;26.5;30.4;25.0;34.7;32.4;42.5;649.4;338.1
176;Zelfstandige;014 Veeteelt en fokkerijen;2013;43.1;32.0;28.5;31.1;26.9;35.2;33.8;42.7;707.2;399.9
177;Zelfstandige;014 Veeteelt en fokkerijen;2014;42.1;32.2;28.5;31.3;27.1;35.9;34.5;41.7;777.2;458.8
178;Zelfstandige;014 Veeteelt en fokkerijen;2015;41.7;26.3;23.6;25.2;22.4;31.4;31.0;41.3;806.6;483.0
179;Zelfstandige;014 Veeteelt en fokkerijen;2016;42.4;29.0;25.6;27.4;24.1;33.6;32.8;41.6;863.6;539.3
180;Zelfstandige;0141 Melkveehouderij;2007;35.3;23.7;20.6;24.1;19.7;26.4;25.9;30.3;596.0;220.4
181;Zelfstandige;0141 Melkveehouderij;2008;35.6;25.8;22.7;25.7;21.7;32.0;30.2;34.6;664.7;244.8
182;Zelfstandige;0141 Melkveehouderij;2009;33.9;17.8;16.6;17.9;15.5;22.5;23.3;33.6;675.3;261.3
183;Zelfstandige;0141 Melkveehouderij;2010;30.9;28.0;24.4;28.1;23.4;29.8;28.3;30.1;628.6;328.8
184;Zelfstandige;0141 Melkveehouderij;2011;30.8;33.7;29.0;33.8;27.8;36.1;33.9;30.5;620.5;329.1
185;Zelfstandige;0141 Melkveehouderij;2012;30.2;29.3;26.3;28.8;25.0;33.2;31.9;29.9;703.1;401.3
186;Zelfstandige;0141 Melkveehouderij;2013;30.4;33.4;30.0;32.7;28.6;36.0;34.7;30.2;778.4;486.5
187;Zelfstandige;0141 Melkveehouderij;2014;29.2;33.2;30.1;32.5;28.8;36.1;35.3;29.0;881.8;587.0
188;Zelfstandige;0141 Melkveehouderij;2015;28.7;25.0;23.7;24.2;22.7;30.5;30.6;28.5;932.5;634.0
189;Zelfstandige;0141 Melkveehouderij;2016;29.2;27.1;25.5;25.8;24.0;32.3;32.5;28.7;1007.0;716.0
190;Zelfstandige;0142 Rundveehouderij (geen melkvee);2007;0.0;;;;;;;;;
191;Zelfstandige;0142 Rundveehouderij (geen melkvee);2008;0.0;;;;;;;;;
192;Zelfstandige;0142 Rundveehouderij (geen melkvee);2009;0.0;;;;;;;;;
193;Zelfstandige;0142 Rundveehouderij (geen melkvee);2010;2.5;24.2;17.4;22.5;15.0;27.7;25.2;2.4;557.3;231.9
194;Zelfstandige;0142 Rundveehouderij (geen melkvee);2011;3.4;28.3;22.6;25.9;20.1;34.0;31.5;3.4;564.5;241.4
195;Zelfstandige;0142 Rundveehouderij (geen melkvee);2012;3.7;27.1;21.5;25.1;18.5;32.5;30.5;3.6;604.7;284.5
196;Zelfstandige;0142 Rundveehouderij (geen melkvee);2013;3.7;27.2;22.4;24.7;19.7;33.4;31.1;3.7;633.5;311.7
197;Zelfstandige;0142 Rundveehouderij (geen melkvee);2014;3.9;28.3;23.5;25.6;21.1;33.8;32.0;3.8;645.7;316.8
198;Zelfstandige;0142 Rundveehouderij (geen melkvee);2015;4.0;26.5;21.8;23.5;19.1;32.3;30.9;3.9;667.6;323.8
199;Zelfstandige;0142 Rundveehouderij (geen melkvee);2016;3.8;29.2;24.5;25.9;21.6;34.2;33.1;3.7;661.8;334.0
200;Zelfstandige;0143 Paardenfokkerij;2007;0.0;;;;;;;;;
201;Zelfstandige;0143 Paardenfokkerij;2008;0.0;;;;;;;;;
202;Zelfstandige;0143 Paardenfokkerij;2009;0.0;;;;;;;;;
203;Zelfstandige;0143 Paardenfokkerij;2010;0.3;26.1;12.9;23.5;9.9;23.4;21.4;0.3;433.3;186.2
204;Zelfstandige;0143 Paardenfokkerij;2011;0.4;18.3;13.3;15.0;9.2;25.2;24.2;0.4;468.7;211.7
205;Zelfstandige;0143 Paardenfokkerij;2012;0.4;16.3;11.6;13.9;8.2;25.0;24.2;0.4;427.4;184.7
206;Zelfstandige;0143 Paardenfokkerij;2013;0.5;18.1;12.8;15.4;9.6;31.3;24.8;0.5;387.4;168.3
207;Zelfstandige;0143 Paardenfokkerij;2014;0.5;23.7;16.8;19.8;13.3;34.3;27.5;0.5;399.1;184.6
208;Zelfstandige;0143 Paardenfokkerij;2015;0.6;24.7;18.2;21.3;16.0;31.4;29.1;0.6;439.9;185.7
209;Zelfstandige;0143 Paardenfokkerij;2016;0.7;25.4;19.1;22.2;15.8;31.8;29.4;0.7;485.5;213.2
210;Zelfstandige;0145 Schapen- en geitenhouderij;2007;0.7;24.1;17.4;22.0;16.5;26.1;23.9;0.6;489.8;138.4
211;Zelfstandige;0145 Schapen- en geitenhouderij;2008;0.7;20.3;17.3;19.2;15.9;22.6;24.2;0.7;547.5;157.9
212;Zelfstandige;0145 Schapen- en geitenhouderij;2009;0.9;20.9;15.8;18.7;15.2;23.0;21.7;0.8;513.3;160.0
213;Zelfstandige;0145 Schapen- en geitenhouderij;2010;1.5;25.1;17.3;23.9;16.1;26.7;24.0;1.4;509.4;192.0
214;Zelfstandige;0145 Schapen- en geitenhouderij;2011;1.6;20.5;16.8;18.5;15.2;28.7;26.6;1.5;481.1;183.3
215;Zelfstandige;0145 Schapen- en geitenhouderij;2012;1.6;24.2;19.7;21.8;17.6;30.8;27.7;1.5;486.1;187.5
216;Zelfstandige;0145 Schapen- en geitenhouderij;2013;1.5;31.0;22.4;28.8;21.2;35.3;30.2;1.5;506.1;229.1
217;Zelfstandige;0145 Schapen- en geitenhouderij;2014;1.6;37.1;25.0;35.5;23.9;41.8;33.2;1.6;529.8;246.4
218;Zelfstandige;0145 Schapen- en geitenhouderij;2015;1.6;39.2;25.8;37.3;23.0;41.3;33.7;1.6;536.1;252.1
219;Zelfstandige;0145 Schapen- en geitenhouderij;2016;1.7;38.9;29.1;36.9;26.5;40.7;34.8;1.6;541.8;272.9
