ID;Geslacht;Leeftijd;Herkomst;Generatie;PercentageAOWOpbouw;SoortInactieve;Perioden;AantalInactieven_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
10;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Werkloosheidsuitkering;2005;23550.0;2500.0;15500.0;6100.0;31.0;2200.0;17200.0;2800.0;14.0;24.0;4700.0;32700.0;8900.0;45.0
11;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Bijstandsuitkering;2005;109150.0;2200.0;14500.0;6400.0;60.0;100.0;600.0;100.0;1.0;1.0;2300.0;15100.0;6500.0;61.0
12;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Overige uitkering;2005;17850.0;2500.0;17500.0;5800.0;32.0;3200.0;25600.0;3500.0;19.0;29.0;5700.0;43100.0;9300.0;51.0
13;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Pensioen;2005;21500.0;3400.0;36600.0;4200.0;11.0;18200.0;186100.0;19500.0;52.0;60.0;21600.0;222700.0;23700.0;63.0
14;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Scholier/student;2005;34300.0;600.0;1600.0;9100.0;511.0;0.0;200.0;200.0;12.0;3.0;600.0;1800.0;9300.0;523.0
15;Totaal mannen en vrouwen;0;0;Totaal alle generaties;Minder dan 70% AOW opbouw;Overig inactief;2005;225200.0;1400.0;8500.0;6300.0;588.0;200.0;1600.0;300.0;31.0;18.0;1600.0;10100.0;6600.0;619.0
16;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Totaal inactieven;2005;232450.0;4700.0;34400.0;8400.0;70.0;2300.0;21400.0;3000.0;25.0;24.0;7000.0;55800.0;11400.0;95.0
17;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;50650.0;5600.0;44300.0;7900.0;45.0;3200.0;27200.0;4700.0;26.0;25.0;8800.0;71500.0;12600.0;71.0
18;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Werkloosheidsuitkering;2005;15450.0;4700.0;31200.0;8200.0;40.0;3100.0;24600.0;3900.0;19.0;28.0;7800.0;55800.0;12100.0;59.0
19;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Bijstandsuitkering;2005;47150.0;4600.0;29100.0;9100.0;82.0;300.0;1700.0;300.0;3.0;1.0;4900.0;30800.0;9400.0;85.0
20;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Overige uitkering;2005;12450.0;5000.0;35600.0;8400.0;43.0;3500.0;28600.0;4100.0;21.0;28.0;8500.0;64200.0;12500.0;64.0
21;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Pensioen;2005;19300.0;6900.0;72500.0;7600.0;23.0;11600.0;123900.0;13100.0;40.0;59.0;18500.0;196400.0;20700.0;63.0
22;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Scholier/student;2005;11050.0;1400.0;3700.0;10200.0;349.0;100.0;400.0;400.0;13.0;4.0;1500.0;4100.0;10600.0;362.0
23;Totaal mannen en vrouwen;0;0;Totaal alle generaties;70% tot 95% AOW opbouw;Overig inactief;2005;73750.0;4000.0;27000.0;8100.0;501.0;700.0;5000.0;1100.0;65.0;30.0;4700.0;32000.0;9200.0;566.0
24;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Totaal inactieven;2005;3389400.0;4100.0;32200.0;9700.0;110.0;2200.0;19600.0;2900.0;33.0;31.0;6300.0;51800.0;12600.0;143.0
25;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;510900.0;6200.0;48300.0;9300.0;55.0;3700.0;30600.0;5500.0;32.0;40.0;9900.0;78900.0;14800.0;87.0
26;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Werkloosheidsuitkering;2005;156700.0;5400.0;36000.0;9000.0;43.0;4300.0;33400.0;5600.0;27.0;44.0;9700.0;69400.0;14600.0;70.0
27;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Bijstandsuitkering;2005;207800.0;5600.0;36800.0;10500.0;89.0;300.0;1900.0;400.0;3.0;2.0;5900.0;38700.0;10900.0;92.0
28;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Overige uitkering;2005;131200.0;5700.0;41500.0;9400.0;43.0;4700.0;38000.0;6000.0;27.0;46.0;10400.0;79500.0;15400.0;70.0
29;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Pensioen;2005;301350.0;8300.0;86900.0;9000.0;29.0;11700.0;119900.0;13500.0;44.0;69.0;20000.0;206800.0;22500.0;73.0
30;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Scholier/student;2005;1162450.0;800.0;1600.0;11000.0;618.0;0.0;100.0;100.0;7.0;1.0;800.0;1700.0;11100.0;625.0
31;Totaal mannen en vrouwen;0;0;Totaal alle generaties;95% of meer AOW opbouw;Overig inactief;2005;918100.0;5100.0;41100.0;8500.0;658.0;700.0;4400.0;1100.0;88.0;55.0;5800.0;45500.0;9600.0;746.0
32;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Totaal inactieven;2005;728400.0;2400.0;15700.0;7700.0;105.0;700.0;6000.0;900.0;13.0;11.0;3100.0;21700.0;8600.0;118.0
33;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Arbeidsongeschiktheidsuitkering;2005;78900.0;4600.0;33700.0;7600.0;46.0;1900.0;16000.0;2700.0;17.0;18.0;6500.0;49700.0;10300.0;63.0
34;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Werkloosheidsuitkering;2005;37450.0;3400.0;19800.0;7400.0;40.0;1700.0;12000.0;2200.0;12.0;19.0;5100.0;31800.0;9600.0;52.0
35;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Bijstandsuitkering;2005;161700.0;2900.0;17400.0;7500.0;69.0;100.0;600.0;100.0;1.0;1.0;3000.0;18000.0;7600.0;70.0
36;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Overige uitkering;2005;26650.0;3500.0;22800.0;7500.0;44.0;1800.0;13600.0;2200.0;13.0;20.0;5300.0;36400.0;9700.0;57.0
37;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Pensioen;2005;20900.0;6400.0;68000.0;7100.0;25.0;8700.0;91100.0;9500.0;34.0;44.0;15100.0;159100.0;16600.0;59.0
38;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Scholier/student;2005;106950.0;700.0;1600.0;10400.0;644.0;0.0;100.0;100.0;7.0;1.0;700.0;1700.0;10500.0;651.0
39;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Totaal alle AOW percentages;Overig inactief;2005;282150.0;1800.0;10700.0;7000.0;571.0;200.0;1100.0;300.0;24.0;15.0;2000.0;11800.0;7300.0;595.0
40;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Totaal inactieven;2005;412350.0;1600.0;10400.0;6500.0;106.0;400.0;3300.0;600.0;9.0;10.0;2000.0;13700.0;7100.0;115.0
41;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;26800.0;3400.0;25900.0;6000.0;36.0;1600.0;12800.0;2300.0;14.0;15.0;5000.0;38700.0;8300.0;50.0
42;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Werkloosheidsuitkering;2005;18700.0;2300.0;13200.0;6200.0;34.0;1200.0;7800.0;1600.0;9.0;17.0;3500.0;21000.0;7800.0;43.0
43;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Bijstandsuitkering;2005;101600.0;2100.0;13500.0;6400.0;60.0;100.0;400.0;100.0;1.0;1.0;2200.0;13900.0;6500.0;61.0
44;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Overige uitkering;2005;13150.0;2400.0;15500.0;6100.0;39.0;1100.0;8400.0;1400.0;9.0;20.0;3500.0;23900.0;7500.0;48.0
45;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Pensioen;2005;7500.0;4300.0;47100.0;5200.0;20.0;7500.0;79200.0;8200.0;31.0;34.0;11800.0;126300.0;13400.0;51.0
46;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Scholier/student;2005;30250.0;600.0;1500.0;9000.0;512.0;0.0;100.0;200.0;11.0;2.0;600.0;1600.0;9200.0;523.0
47;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;Minder dan 70% AOW opbouw;Overig inactief;2005;201400.0;1200.0;6700.0;6400.0;617.0;100.0;600.0;200.0;19.0;13.0;1300.0;7300.0;6600.0;636.0
48;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Totaal inactieven;2005;136750.0;4400.0;31300.0;8300.0;75.0;1400.0;12300.0;1700.0;16.0;16.0;5800.0;43600.0;10000.0;91.0
49;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;31950.0;5300.0;41600.0;7700.0;45.0;2300.0;19600.0;3100.0;19.0;19.0;7600.0;61200.0;10800.0;64.0
50;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Werkloosheidsuitkering;2005;9250.0;4500.0;28300.0;8100.0;42.0;2200.0;17200.0;2800.0;15.0;21.0;6700.0;45500.0;10900.0;57.0
51;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Bijstandsuitkering;2005;34200.0;4400.0;27800.0;8900.0;80.0;200.0;1100.0;200.0;2.0;1.0;4600.0;28900.0;9100.0;82.0
52;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Overige uitkering;2005;7200.0;4800.0;33200.0;8300.0;46.0;2200.0;18000.0;2600.0;15.0;21.0;7000.0;51200.0;10900.0;61.0
53;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Pensioen;2005;7750.0;6900.0;73300.0;7600.0;28.0;7700.0;83300.0;8400.0;30.0;43.0;14600.0;156600.0;16000.0;58.0
54;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Scholier/student;2005;5850.0;1200.0;2900.0;10300.0;378.0;100.0;300.0;200.0;8.0;2.0;1300.0;3200.0;10500.0;386.0
55;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;70% tot 95% AOW opbouw;Overig inactief;2005;40100.0;3600.0;23000.0;8100.0;612.0;300.0;2300.0;500.0;35.0;23.0;3900.0;25300.0;8600.0;647.0
56;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Totaal inactieven;2005;179300.0;2800.0;16000.0;10000.0;140.0;900.0;7500.0;1200.0;16.0;10.0;3700.0;23500.0;11200.0;156.0
57;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;20150.0;5000.0;31700.0;9400.0;60.0;1800.0;14500.0;2600.0;17.0;21.0;6800.0;46200.0;12000.0;77.0
58;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Werkloosheidsuitkering;2005;9550.0;4500.0;24600.0;9200.0;49.0;2100.0;15100.0;2800.0;15.0;22.0;6600.0;39700.0;12000.0;64.0
59;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Bijstandsuitkering;2005;25900.0;4000.0;18700.0;10200.0;88.0;100.0;800.0;200.0;2.0;1.0;4100.0;19500.0;10400.0;90.0
60;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Overige uitkering;2005;6300.0;4400.0;26100.0;9300.0;49.0;2600.0;19600.0;3200.0;17.0;21.0;7000.0;45700.0;12500.0;66.0
61;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Pensioen;2005;5650.0;8400.0;88700.0;9100.0;29.0;11500.0;117800.0;12600.0;40.0;57.0;19900.0;206500.0;21700.0;69.0
62;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Scholier/student;2005;70850.0;700.0;1500.0;11000.0;753.0;0.0;0.0;100.0;6.0;0.0;700.0;1500.0;11100.0;759.0
63;Totaal mannen en vrouwen;0;0;Eerste generatie allochtonen;95% of meer AOW opbouw;Overig inactief;2005;40700.0;3200.0;18300.0;9100.0;433.0;400.0;2400.0;600.0;30.0;18.0;3600.0;20700.0;9700.0;463.0
64;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Totaal inactieven;2005;383250.0;2900.0;19700.0;10100.0;145.0;1400.0;12500.0;1800.0;25.0;17.0;4300.0;32200.0;11900.0;170.0
65;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Arbeidsongeschiktheidsuitkering;2005;41150.0;5700.0;43200.0;9400.0;57.0;3200.0;26700.0;4400.0;27.0;33.0;8900.0;69900.0;13800.0;84.0
66;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Werkloosheidsuitkering;2005;15650.0;4800.0;29600.0;9100.0;44.0;3500.0;26200.0;4400.0;21.0;34.0;8300.0;55800.0;13500.0;65.0
67;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Bijstandsuitkering;2005;29850.0;4300.0;24900.0;10400.0;90.0;200.0;1400.0;300.0;3.0;1.0;4500.0;26300.0;10700.0;93.0
68;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Overige uitkering;2005;12350.0;4700.0;32000.0;9200.0;45.0;3600.0;29300.0;4400.0;21.0;34.0;8300.0;61300.0;13600.0;66.0
69;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Pensioen;2005;19000.0;7900.0;83600.0;8600.0;27.0;12900.0;132900.0;14300.0;44.0;68.0;20800.0;216500.0;22900.0;71.0
70;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Scholier/student;2005;184500.0;700.0;1500.0;11000.0;692.0;0.0;100.0;100.0;7.0;1.0;700.0;1600.0;11100.0;699.0
71;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Totaal alle AOW percentages;Overig inactief;2005;79850.0;4000.0;28800.0;9000.0;445.0;600.0;4100.0;1000.0;47.0;35.0;4600.0;32900.0;10000.0;492.0
72;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Totaal inactieven;2005;10200.0;2500.0;19100.0;6700.0;53.0;4500.0;42600.0;5000.0;39.0;33.0;7000.0;61700.0;11700.0;92.0
73;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;1250.0;3600.0;30500.0;5800.0;30.0;4700.0;42100.0;5800.0;31.0;34.0;8300.0;72600.0;11600.0;61.0
74;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Werkloosheidsuitkering;2005;650.0;3100.0;22700.0;5800.0;25.0;4800.0;36000.0;5200.0;22.0;44.0;7900.0;58700.0;11000.0;47.0
75;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Bijstandsuitkering;2005;1250.0;3000.0;20200.0;7600.0;67.0;300.0;2000.0;300.0;3.0;1.0;3300.0;22200.0;7900.0;70.0
76;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Overige uitkering;2005;700.0;2800.0;22800.0;5400.0;23.0;7600.0;63600.0;7400.0;31.0;49.0;10400.0;86400.0;12800.0;54.0
77;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Pensioen;2005;1200.0;3000.0;31600.0;3700.0;8.0;23800.0;241500.0;25100.0;56.0;72.0;26800.0;273100.0;28800.0;64.0
78;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Scholier/student;2005;1600.0;700.0;1700.0;9800.0;528.0;100.0;200.0;200.0;11.0;2.0;800.0;1900.0;10000.0;539.0
79;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;Minder dan 70% AOW opbouw;Overig inactief;2005;3350.0;2500.0;18000.0;6600.0;404.0;1000.0;8100.0;1500.0;94.0;41.0;3500.0;26100.0;8100.0;498.0
80;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Totaal inactieven;2005;16050.0;4200.0;29200.0;9000.0;83.0;2400.0;21400.0;3100.0;28.0;24.0;6600.0;50600.0;12100.0;111.0
81;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;2500.0;5700.0;45700.0;8400.0;46.0;4400.0;36100.0;6200.0;34.0;32.0;10100.0;81800.0;14600.0;80.0
82;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Werkloosheidsuitkering;2005;1000.0;4500.0;28600.0;8600.0;40.0;3200.0;24300.0;4300.0;20.0;28.0;7700.0;52900.0;12900.0;60.0
83;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Bijstandsuitkering;2005;2850.0;3900.0;21600.0;9900.0;90.0;300.0;1900.0;400.0;4.0;1.0;4200.0;23500.0;10300.0;94.0
84;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Overige uitkering;2005;850.0;4500.0;31800.0;8600.0;44.0;3400.0;28900.0;4000.0;20.0;31.0;7900.0;60700.0;12600.0;64.0
85;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Pensioen;2005;1200.0;7100.0;73700.0;7800.0;23.0;12900.0;136500.0;14500.0;43.0;65.0;20000.0;210200.0;22300.0;66.0
86;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Scholier/student;2005;1450.0;1400.0;3600.0;10300.0;347.0;100.0;200.0;400.0;15.0;4.0;1500.0;3800.0;10700.0;362.0
87;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;70% tot 95% AOW opbouw;Overig inactief;2005;5800.0;3800.0;24000.0;8800.0;368.0;800.0;5800.0;1200.0;49.0;29.0;4600.0;29800.0;10000.0;417.0
88;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Totaal inactieven;2005;356950.0;2800.0;19300.0;10300.0;154.0;1300.0;11200.0;1600.0;24.0;16.0;4100.0;30500.0;11900.0;178.0
89;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;37400.0;5800.0;43400.0;9600.0;58.0;3000.0;25600.0;4300.0;26.0;32.0;8800.0;69000.0;13900.0;84.0
90;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Werkloosheidsuitkering;2005;14000.0;4900.0;30000.0;9300.0;45.0;3400.0;25900.0;4300.0;21.0;34.0;8300.0;55900.0;13600.0;66.0
91;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Bijstandsuitkering;2005;25750.0;4500.0;25500.0;10600.0;91.0;200.0;1300.0;300.0;3.0;1.0;4700.0;26800.0;10900.0;94.0
92;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Overige uitkering;2005;10850.0;4800.0;32600.0;9500.0;47.0;3400.0;27200.0;4200.0;21.0;33.0;8200.0;59800.0;13700.0;68.0
93;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Pensioen;2005;16600.0;8300.0;88000.0;9000.0;29.0;12100.0;124900.0;13500.0;43.0;68.0;20400.0;212900.0;22500.0;72.0
94;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Scholier/student;2005;181500.0;700.0;1500.0;11000.0;699.0;0.0;100.0;100.0;6.0;1.0;700.0;1600.0;11100.0;705.0
95;Totaal mannen en vrouwen;0;0;Tweede generatie allochtonen;95% of meer AOW opbouw;Overig inactief;2005;70700.0;4100.0;29700.0;9200.0;454.0;600.0;3800.0;900.0;46.0;36.0;4700.0;33500.0;10100.0;500.0
96;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Totaal inactieven;2005;2993650.0;4400.0;34800.0;9500.0;100.0;2500.0;22900.0;3300.0;35.0;35.0;6900.0;57700.0;12800.0;135.0
97;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Arbeidsongeschiktheidsuitkering;2005;479450.0;6300.0;49100.0;9200.0;53.0;3800.0;32200.0;5800.0;34.0;42.0;10100.0;81300.0;15000.0;87.0
98;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Werkloosheidsuitkering;2005;142600.0;5500.0;37000.0;8900.0;41.0;4700.0;36200.0;6000.0;28.0;47.0;10200.0;73200.0;14900.0;69.0
99;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Bijstandsuitkering;2005;172600.0;5900.0;40900.0;10300.0;88.0;300.0;2300.0;500.0;4.0;2.0;6200.0;43200.0;10800.0;92.0
100;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Overige uitkering;2005;122500.0;5700.0;42400.0;9200.0;41.0;5100.0;41400.0;6500.0;29.0;48.0;10800.0;83800.0;15700.0;70.0
101;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Pensioen;2005;302250.0;8000.0;83900.0;8700.0;28.0;12300.0;126000.0;14100.0;45.0;70.0;20300.0;209900.0;22800.0;73.0
102;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Scholier/student;2005;916300.0;800.0;1600.0;11000.0;593.0;0.0;100.0;100.0;7.0;2.0;800.0;1700.0;11100.0;600.0
103;Totaal mannen en vrouwen;0;0;Autochtonen;Totaal alle AOW percentages;Overig inactief;2005;855050.0;5200.0;42400.0;8300.0;686.0;700.0;4900.0;1200.0;100.0;58.0;5900.0;47300.0;9500.0;786.0
104;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW opbouw;Totaal inactieven;2005;60800.0;3000.0;26100.0;5400.0;30.0;7400.0;70800.0;8200.0;46.0;49.0;10400.0;96900.0;13600.0;76.0
105;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW opbouw;Arbeidsongeschiktheidsuitkering;2005;10000.0;3600.0;30300.0;5500.0;28.0;4700.0;41500.0;6200.0;32.0;37.0;8300.0;71800.0;11700.0;60.0
106;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW opbouw;Werkloosheidsuitkering;2005;4200.0;3200.0;24500.0;5500.0;22.0;6500.0;55900.0;7500.0;30.0;51.0;9700.0;80400.0;13000.0;52.0
107;Totaal mannen en vrouwen;0;0;Autochtonen;Minder dan 70% AOW opbouw;Bijstandsuitkering;2005;6300.0;3700.0;28900.0;6600.0;56.0;400.0;3300.0;500.0;5.0;2.0;4100.0;32200.0;7100.0;61.0
