ID;Geslacht;Persoonskenmerken;Beroep;Perioden;WerkzameBeroepsbevolking_1
46;Totaal mannen en vrouwen;Totaal personen;Totaal;2012 2e kwartaal;8327
47;Totaal mannen en vrouwen;Totaal personen;Totaal;2012 3e kwartaal;8368
48;Totaal mannen en vrouwen;Totaal personen;Totaal;2012 4e kwartaal;8341
49;Totaal mannen en vrouwen;Totaal personen;Totaal;2012;8330
50;Totaal mannen en vrouwen;Totaal personen;Totaal;2013 1e kwartaal;8259
51;Totaal mannen en vrouwen;Totaal personen;Totaal;2013 2e kwartaal;8273
52;Totaal mannen en vrouwen;Totaal personen;Totaal;2013 3e kwartaal;8280
53;Totaal mannen en vrouwen;Totaal personen;Totaal;2013 4e kwartaal;8254
54;Totaal mannen en vrouwen;Totaal personen;Totaal;2013;8266
55;Totaal mannen en vrouwen;Totaal personen;Totaal;2014 1e kwartaal;8146
56;Totaal mannen en vrouwen;Totaal personen;Totaal;2014 2e kwartaal;8190
57;Totaal mannen en vrouwen;Totaal personen;Totaal;2014 3e kwartaal;8251
58;Totaal mannen en vrouwen;Totaal personen;Totaal;2014 4e kwartaal;8270
59;Totaal mannen en vrouwen;Totaal personen;Totaal;2014;8214
60;Totaal mannen en vrouwen;Totaal personen;Totaal;2015 1e kwartaal;8235
61;Totaal mannen en vrouwen;Totaal personen;Totaal;2015 2e kwartaal;8296
62;Totaal mannen en vrouwen;Totaal personen;Totaal;2015 3e kwartaal;8332
63;Totaal mannen en vrouwen;Totaal personen;Totaal;2015 4e kwartaal;8311
64;Totaal mannen en vrouwen;Totaal personen;Totaal;2015;8294
65;Totaal mannen en vrouwen;Totaal personen;Totaal;2016 1e kwartaal;8287
66;Totaal mannen en vrouwen;Totaal personen;Totaal;2016 2e kwartaal;8386
67;Totaal mannen en vrouwen;Totaal personen;Totaal;2016 3e kwartaal;8461
68;Totaal mannen en vrouwen;Totaal personen;Totaal;2016 4e kwartaal;8478
69;Totaal mannen en vrouwen;Totaal personen;Totaal;2016;8403
70;Totaal mannen en vrouwen;Totaal personen;Totaal;2017 1e kwartaal;8474
71;Totaal mannen en vrouwen;Totaal personen;Totaal;2017 2e kwartaal;8553
72;Totaal mannen en vrouwen;Totaal personen;Totaal;2017 3e kwartaal;8638
73;Totaal mannen en vrouwen;Totaal personen;Totaal;2017 4e kwartaal;8651
74;Totaal mannen en vrouwen;Totaal personen;Totaal;2017;8579
75;Totaal mannen en vrouwen;Totaal personen;Totaal;2018 1e kwartaal;8654
76;Totaal mannen en vrouwen;Totaal personen;Totaal;2018 2e kwartaal;8747
77;Totaal mannen en vrouwen;Totaal personen;Totaal;2018 3e kwartaal;8835
78;Totaal mannen en vrouwen;Totaal personen;Totaal;2018 4e kwartaal;8862
79;Totaal mannen en vrouwen;Totaal personen;Totaal;2018;8774
80;Totaal mannen en vrouwen;Totaal personen;Totaal;2019 1e kwartaal;8866
81;Totaal mannen en vrouwen;Totaal personen;Totaal;2019 2e kwartaal;8941
82;Totaal mannen en vrouwen;Totaal personen;Totaal;2019 3e kwartaal;8992
83;Totaal mannen en vrouwen;Totaal personen;Totaal;2019 4e kwartaal;9012
84;Totaal mannen en vrouwen;Totaal personen;Totaal;2019;8953
85;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 1e kwartaal;9014
86;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 2e kwartaal;8882
87;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 3e kwartaal;8936
88;Totaal mannen en vrouwen;Totaal personen;Totaal;2020 4e kwartaal;8974
89;Totaal mannen en vrouwen;Totaal personen;Totaal;2020;8951
90;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 1e kwartaal;9135
91;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 2e kwartaal;9207
92;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 3e kwartaal;9309
93;Totaal mannen en vrouwen;Totaal personen;Totaal;2021 4e kwartaal;9370
94;Totaal mannen en vrouwen;Totaal personen;Totaal;2021;9255
95;Totaal mannen en vrouwen;Totaal personen;Totaal;2022 1e kwartaal;9412
96;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2003 1e kwartaal;650
97;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2003 2e kwartaal;665
98;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2003 3e kwartaal;670
99;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2003 4e kwartaal;655
100;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2003;660
101;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2004 1e kwartaal;629
102;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2004 2e kwartaal;626
103;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2004 3e kwartaal;659
104;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2004 4e kwartaal;632
105;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2004;637
106;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2005 1e kwartaal;633
107;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2005 2e kwartaal;654
108;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2005 3e kwartaal;684
109;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2005 4e kwartaal;677
110;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2005;662
111;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2006 1e kwartaal;678
112;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2006 2e kwartaal;689
113;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2006 3e kwartaal;707
114;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2006 4e kwartaal;711
115;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2006;696
116;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2007 1e kwartaal;702
117;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2007 2e kwartaal;719
118;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2007 3e kwartaal;726
119;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2007 4e kwartaal;712
120;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2007;715
121;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2008 1e kwartaal;709
122;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2008 2e kwartaal;715
123;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2008 3e kwartaal;713
124;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2008 4e kwartaal;683
125;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2008;705
126;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2009 1e kwartaal;679
127;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2009 2e kwartaal;686
128;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2009 3e kwartaal;682
129;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2009 4e kwartaal;660
130;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2009;677
131;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2010 1e kwartaal;669
132;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2010 2e kwartaal;690
133;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2010 3e kwartaal;665
134;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2010 4e kwartaal;662
135;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2010;672
136;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2011 1e kwartaal;658
137;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2011 2e kwartaal;668
138;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2011 3e kwartaal;671
139;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2011 4e kwartaal;684
140;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2011;670
141;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2012 1e kwartaal;676
142;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2012 2e kwartaal;700
143;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2012 3e kwartaal;726
144;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2012 4e kwartaal;709
145;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2012;703
146;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2013 1e kwartaal;710
147;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2013 2e kwartaal;735
148;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2013 3e kwartaal;752
149;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2013 4e kwartaal;752
150;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2013;737
151;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2014 1e kwartaal;717
152;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2014 2e kwartaal;730
153;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2014 3e kwartaal;752
154;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2014 4e kwartaal;751
155;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2014;737
156;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015 1e kwartaal;727
157;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015 2e kwartaal;732
158;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015 3e kwartaal;761
159;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015 4e kwartaal;727
160;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2015;737
161;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016 1e kwartaal;722
162;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016 2e kwartaal;743
163;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016 3e kwartaal;757
164;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016 4e kwartaal;730
165;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016;738
166;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 1e kwartaal;748
167;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 2e kwartaal;767
168;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 3e kwartaal;778
169;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 4e kwartaal;780
170;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017;768
171;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 1e kwartaal;770
172;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 2e kwartaal;774
173;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 3e kwartaal;781
174;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 4e kwartaal;775
175;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018;775
176;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 1e kwartaal;766
177;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 2e kwartaal;791
178;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 3e kwartaal;790
179;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 4e kwartaal;777
180;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019;781
181;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 1e kwartaal;766
182;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 2e kwartaal;750
183;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 3e kwartaal;761
184;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 4e kwartaal;758
185;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020;759
186;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 1e kwartaal;725
187;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 2e kwartaal;736
188;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 3e kwartaal;773
189;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 4e kwartaal;750
190;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021;746
191;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022 1e kwartaal;724
192;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2003 1e kwartaal;3619
193;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2003 2e kwartaal;3617
194;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2003 3e kwartaal;3651
195;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2003 4e kwartaal;3620
196;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2003;3627
197;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2004 1e kwartaal;3635
198;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2004 2e kwartaal;3696
199;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2004 3e kwartaal;3757
200;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2004 4e kwartaal;3758
201;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2004;3711
202;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2005 1e kwartaal;3748
203;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2005 2e kwartaal;3767
204;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2005 3e kwartaal;3786
205;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2005 4e kwartaal;3767
206;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2005;3767
207;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2006 1e kwartaal;3715
208;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2006 2e kwartaal;3766
209;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2006 3e kwartaal;3781
210;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2006 4e kwartaal;3780
211;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2006;3761
212;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2007 1e kwartaal;3774
213;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2007 2e kwartaal;3803
214;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2007 3e kwartaal;3846
215;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2007 4e kwartaal;3816
216;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2007;3810
217;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2008 1e kwartaal;3803
218;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2008 2e kwartaal;3852
219;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2008 3e kwartaal;3887
220;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2008 4e kwartaal;3876
221;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2008;3854
222;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2009 1e kwartaal;3889
223;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2009 2e kwartaal;3850
224;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2009 3e kwartaal;3824
225;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2009 4e kwartaal;3783
226;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2009;3837
227;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2010 1e kwartaal;3737
228;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2010 2e kwartaal;3689
229;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2010 3e kwartaal;3698
230;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2010 4e kwartaal;3681
231;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2010;3702
232;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2011 1e kwartaal;3638
233;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2011 2e kwartaal;3653
234;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2011 3e kwartaal;3690
235;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2011 4e kwartaal;3690
236;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2011;3668
237;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2012 1e kwartaal;3651
238;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2012 2e kwartaal;3670
239;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2012 3e kwartaal;3711
240;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2012 4e kwartaal;3679
241;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2012;3678
242;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 1e kwartaal;3529
243;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 2e kwartaal;3532
244;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 3e kwartaal;3556
245;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 4e kwartaal;3538
246;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013;3539
247;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 1e kwartaal;3489
248;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 2e kwartaal;3519
249;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 3e kwartaal;3571
250;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 4e kwartaal;3559
251;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014;3535
252;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 1e kwartaal;3554
253;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 2e kwartaal;3599
254;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 3e kwartaal;3631
255;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 4e kwartaal;3586
256;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015;3592
257;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 1e kwartaal;3541
258;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 2e kwartaal;3617
259;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 3e kwartaal;3625
260;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 4e kwartaal;3603
261;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016;3597
262;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 1e kwartaal;3612
263;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 2e kwartaal;3636
264;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 3e kwartaal;3696
265;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 4e kwartaal;3667
266;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017;3653
267;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 1e kwartaal;3654
268;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 2e kwartaal;3677
269;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 3e kwartaal;3727
270;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 4e kwartaal;3706
271;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018;3691
272;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 1e kwartaal;3698
273;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 2e kwartaal;3703
274;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 3e kwartaal;3739
275;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 4e kwartaal;3711
276;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019;3713
277;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020 1e kwartaal;3688
