ID;KenmerkenVanHetHuishouden;RegioS;Perioden;AantalHuishoudens_1;AandeelHuishoudensPerRegio_2;PersonenPerHuishouden_3;TotaalVermogen_4;GemiddeldVermogen_5;MediaanVermogen_6
48;Particuliere huishoudens;Noord-Holland (PV);2011;1248.3;100.0;2.1;214.9;172.2;21.3
49;Particuliere huishoudens;Noord-Holland (PV);2012;1260.5;100.0;2.1;209.9;166.5;19.3
50;Particuliere huishoudens;Noord-Holland (PV);2013;1269.9;100.0;2.1;195.2;153.7;12.4
51;Particuliere huishoudens;Noord-Holland (PV);2014;1277.9;100.0;2.1;217.4;170.1;13.1
52;Particuliere huishoudens;Zuid-Holland (PV);2011;1581.1;100.0;2.2;226.7;143.4;18.7
53;Particuliere huishoudens;Zuid-Holland (PV);2012;1597.4;100.0;2.2;227.2;142.2;16.8
54;Particuliere huishoudens;Zuid-Holland (PV);2013;1606.1;100.0;2.1;208.4;129.8;9.9
55;Particuliere huishoudens;Zuid-Holland (PV);2014;1607.9;100.0;2.1;232.6;144.7;10.3
56;Particuliere huishoudens;Zeeland (PV);2011;166.7;100.0;2.2;29.7;178.4;68.9
57;Particuliere huishoudens;Zeeland (PV);2012;168.0;100.0;2.2;30.2;179.9;64.8
58;Particuliere huishoudens;Zeeland (PV);2013;169.0;100.0;2.2;28.4;168.1;49.7
59;Particuliere huishoudens;Zeeland (PV);2014;169.1;100.0;2.2;31.0;183.2;51.2
60;Particuliere huishoudens;Noord-Brabant (PV);2011;1055.9;100.0;2.3;198.6;188.1;58.3
61;Particuliere huishoudens;Noord-Brabant (PV);2012;1066.6;100.0;2.3;195.6;183.4;52.5
62;Particuliere huishoudens;Noord-Brabant (PV);2013;1075.8;100.0;2.2;178.9;166.3;36.7
63;Particuliere huishoudens;Noord-Brabant (PV);2014;1081.5;100.0;2.2;195.7;181.0;36.3
64;Particuliere huishoudens;Limburg (PV);2011;500.0;100.0;2.2;72.2;144.4;39.1
65;Particuliere huishoudens;Limburg (PV);2012;503.9;100.0;2.2;71.1;141.2;35.1
66;Particuliere huishoudens;Limburg (PV);2013;506.1;100.0;2.1;65.2;128.8;24.5
67;Particuliere huishoudens;Limburg (PV);2014;506.1;100.0;2.1;70.1;138.6;24.9
68;Particuliere huishoudens;Oost-Groningen (CR);2011;66.0;100.0;2.2;7.8;118.7;35.5
69;Particuliere huishoudens;Oost-Groningen (CR);2012;66.3;100.0;2.2;8.1;122.8;33.4
70;Particuliere huishoudens;Oost-Groningen (CR);2013;66.5;100.0;2.2;7.4;111.4;22.0
71;Particuliere huishoudens;Oost-Groningen (CR);2014;66.1;100.0;2.2;7.7;116.1;20.7
72;Particuliere huishoudens;Delfzijl en omgeving (CR);2011;21.6;100.0;2.2;2.5;117.0;30.4
73;Particuliere huishoudens;Delfzijl en omgeving (CR);2012;21.5;100.0;2.2;2.5;118.1;28.5
74;Particuliere huishoudens;Delfzijl en omgeving (CR);2013;21.5;100.0;2.2;2.4;109.4;21.6
75;Particuliere huishoudens;Delfzijl en omgeving (CR);2014;21.4;100.0;2.2;2.5;115.3;20.7
76;Particuliere huishoudens;Overig Groningen (CR);2011;186.7;100.0;2.0;21.8;116.9;14.3
77;Particuliere huishoudens;Overig Groningen (CR);2012;189.2;100.0;1.9;21.7;114.5;12.3
78;Particuliere huishoudens;Overig Groningen (CR);2013;190.7;100.0;1.9;19.9;104.4;8.2
79;Particuliere huishoudens;Overig Groningen (CR);2014;191.5;100.0;1.9;21.1;110.3;8.6
80;Particuliere huishoudens;Noord-Friesland (CR);2011;145.8;100.0;2.2;19.6;134.2;38.1
81;Particuliere huishoudens;Noord-Friesland (CR);2012;146.8;100.0;2.2;19.7;134.3;34.6
82;Particuliere huishoudens;Noord-Friesland (CR);2013;147.7;100.0;2.2;18.0;121.6;24.2
83;Particuliere huishoudens;Noord-Friesland (CR);2014;144.7;100.0;2.2;18.5;127.8;22.3
84;Particuliere huishoudens;Zuidwest-Friesland (CR);2011;45.0;100.0;2.3;8.1;180.9;63.3
85;Particuliere huishoudens;Zuidwest-Friesland (CR);2012;45.2;100.0;2.3;8.0;176.8;58.1
86;Particuliere huishoudens;Zuidwest-Friesland (CR);2013;45.5;100.0;2.3;7.4;162.3;40.3
87;Particuliere huishoudens;Zuidwest-Friesland (CR);2014;57.8;100.0;2.3;10.4;179.4;45.6
88;Particuliere huishoudens;Zuidoost-Friesland (CR);2011;88.5;100.0;2.3;14.4;162.8;55.2
89;Particuliere huishoudens;Zuidoost-Friesland (CR);2012;88.8;100.0;2.3;14.0;158.0;50.3
90;Particuliere huishoudens;Zuidoost-Friesland (CR);2013;89.0;100.0;2.3;13.0;146.6;36.3
91;Particuliere huishoudens;Zuidoost-Friesland (CR);2014;80.4;100.0;2.3;12.1;150.7;31.0
92;Particuliere huishoudens;Noord-Drenthe (CR);2011;80.8;100.0;2.3;14.0;173.8;66.4
93;Particuliere huishoudens;Noord-Drenthe (CR);2012;81.5;100.0;2.3;13.9;171.1;62.6
94;Particuliere huishoudens;Noord-Drenthe (CR);2013;81.8;100.0;2.3;12.5;153.3;44.2
95;Particuliere huishoudens;Noord-Drenthe (CR);2014;81.5;100.0;2.3;13.4;164.5;45.3
96;Particuliere huishoudens;Zuidoost-Drenthe (CR);2011;73.0;100.0;2.3;9.8;133.8;39.7
97;Particuliere huishoudens;Zuidoost-Drenthe (CR);2012;73.2;100.0;2.3;9.6;131.3;35.1
98;Particuliere huishoudens;Zuidoost-Drenthe (CR);2013;73.3;100.0;2.3;8.8;119.5;23.9
99;Particuliere huishoudens;Zuidoost-Drenthe (CR);2014;73.3;100.0;2.3;9.2;125.4;23.6
100;Particuliere huishoudens;Zuidwest-Drenthe (CR);2011;54.8;100.0;2.3;9.6;175.9;68.0
101;Particuliere huishoudens;Zuidwest-Drenthe (CR);2012;55.1;100.0;2.3;9.4;170.4;64.3
102;Particuliere huishoudens;Zuidwest-Drenthe (CR);2013;55.5;100.0;2.3;8.7;156.2;46.8
103;Particuliere huishoudens;Zuidwest-Drenthe (CR);2014;55.5;100.0;2.3;9.2;165.9;45.0
104;Particuliere huishoudens;Noord-Overijssel (CR);2011;146.5;100.0;2.4;24.1;164.7;50.0
105;Particuliere huishoudens;Noord-Overijssel (CR);2012;147.9;100.0;2.3;24.4;165.4;47.4
106;Particuliere huishoudens;Noord-Overijssel (CR);2013;149.2;100.0;2.3;22.9;153.3;34.1
107;Particuliere huishoudens;Noord-Overijssel (CR);2014;149.0;100.0;2.3;24.5;164.6;32.8
108;Particuliere huishoudens;Zuidwest-Overijssel (CR);2011;64.8;100.0;2.3;9.8;151.8;34.8
109;Particuliere huishoudens;Zuidwest-Overijssel (CR);2012;65.0;100.0;2.3;9.9;152.5;34.5
110;Particuliere huishoudens;Zuidwest-Overijssel (CR);2013;65.1;100.0;2.3;9.2;141.1;25.3
111;Particuliere huishoudens;Zuidwest-Overijssel (CR);2014;65.2;100.0;2.3;9.9;152.6;25.7
112;Particuliere huishoudens;Twente (CR);2011;262.9;100.0;2.3;39.7;151.0;31.5
113;Particuliere huishoudens;Twente (CR);2012;264.6;100.0;2.3;39.1;147.9;27.8
114;Particuliere huishoudens;Twente (CR);2013;266.2;100.0;2.3;36.0;135.2;20.0
115;Particuliere huishoudens;Twente (CR);2014;265.2;100.0;2.3;38.8;146.5;20.1
116;Particuliere huishoudens;Veluwe (CR);2011;266.6;100.0;2.4;54.6;204.9;68.0
117;Particuliere huishoudens;Veluwe (CR);2012;269.5;100.0;2.3;54.2;201.0;61.9
118;Particuliere huishoudens;Veluwe (CR);2013;272.4;100.0;2.3;49.4;181.4;43.0
119;Particuliere huishoudens;Veluwe (CR);2014;274.4;100.0;2.3;53.1;193.6;40.9
120;Particuliere huishoudens;Achterhoek (CR);2011;166.6;100.0;2.3;33.7;202.1;83.4
121;Particuliere huishoudens;Achterhoek (CR);2012;167.9;100.0;2.3;33.1;196.9;75.6
122;Particuliere huishoudens;Achterhoek (CR);2013;169.3;100.0;2.3;30.5;180.1;56.1
123;Particuliere huishoudens;Achterhoek (CR);2014;169.0;100.0;2.3;33.2;196.3;55.3
124;Particuliere huishoudens;Arnhem/Nijmegen (CR);2011;324.7;100.0;2.1;44.5;137.0;20.3
125;Particuliere huishoudens;Arnhem/Nijmegen (CR);2012;327.9;100.0;2.1;42.8;130.5;17.8
126;Particuliere huishoudens;Arnhem/Nijmegen (CR);2013;330.7;100.0;2.1;38.3;115.9;11.4
127;Particuliere huishoudens;Arnhem/Nijmegen (CR);2014;332.2;100.0;2.1;41.7;125.7;11.2
128;Particuliere huishoudens;Zuidwest-Gelderland (CR);2011;92.1;100.0;2.5;19.4;210.3;88.3
129;Particuliere huishoudens;Zuidwest-Gelderland (CR);2012;93.2;100.0;2.5;19.2;205.9;82.6
130;Particuliere huishoudens;Zuidwest-Gelderland (CR);2013;94.1;100.0;2.4;17.7;188.4;60.9
131;Particuliere huishoudens;Zuidwest-Gelderland (CR);2014;94.4;100.0;2.4;19.5;206.2;59.1
132;Particuliere huishoudens;Utrecht (CR);2011;542.0;100.0;2.2;102.6;189.4;32.3
133;Particuliere huishoudens;Utrecht (CR);2012;546.8;100.0;2.2;100.9;184.6;29.9
134;Particuliere huishoudens;Utrecht (CR);2013;551.4;100.0;2.2;93.4;169.4;21.1
135;Particuliere huishoudens;Utrecht (CR);2014;554.6;100.0;2.2;102.6;185.0;21.6
136;Particuliere huishoudens;Kop van Noord-Holland (CR);2011;157.8;100.0;2.3;25.3;160.3;50.8
137;Particuliere huishoudens;Kop van Noord-Holland (CR);2012;159.4;100.0;2.3;25.5;159.7;47.4
138;Particuliere huishoudens;Kop van Noord-Holland (CR);2013;160.1;100.0;2.3;23.1;144.5;33.5
139;Particuliere huishoudens;Kop van Noord-Holland (CR);2014;160.3;100.0;2.3;25.7;160.1;34.0
140;Particuliere huishoudens;Alkmaar en omgeving (CR);2011;100.7;100.0;2.2;18.6;184.2;51.1
141;Particuliere huishoudens;Alkmaar en omgeving (CR);2012;101.4;100.0;2.2;18.4;181.7;48.3
142;Particuliere huishoudens;Alkmaar en omgeving (CR);2013;102.0;100.0;2.2;16.8;164.6;32.2
143;Particuliere huishoudens;Alkmaar en omgeving (CR);2014;102.9;100.0;2.2;18.7;181.5;32.0
144;Particuliere huishoudens;IJmond (CR);2011;84.1;100.0;2.3;14.1;167.4;47.6
145;Particuliere huishoudens;IJmond (CR);2012;84.5;100.0;2.2;13.6;161.1;44.3
146;Particuliere huishoudens;IJmond (CR);2013;85.0;100.0;2.2;12.1;142.6;30.9
147;Particuliere huishoudens;IJmond (CR);2014;85.2;100.0;2.2;13.2;155.5;31.4
148;Particuliere huishoudens;Agglomeratie Haarlem (CR);2011;103.3;100.0;2.1;26.0;251.9;34.9
149;Particuliere huishoudens;Agglomeratie Haarlem (CR);2012;104.0;100.0;2.1;24.9;239.5;32.3
150;Particuliere huishoudens;Agglomeratie Haarlem (CR);2013;104.7;100.0;2.1;23.4;223.2;23.3
151;Particuliere huishoudens;Agglomeratie Haarlem (CR);2014;105.7;100.0;2.1;25.4;240.1;23.8
152;Particuliere huishoudens;Zaanstreek (CR);2011;71.1;100.0;2.2;8.4;118.4;18.9
153;Particuliere huishoudens;Zaanstreek (CR);2012;72.0;100.0;2.2;7.5;103.8;15.0
154;Particuliere huishoudens;Zaanstreek (CR);2013;73.0;100.0;2.2;6.8;93.2;9.4
155;Particuliere huishoudens;Zaanstreek (CR);2014;73.5;100.0;2.2;7.4;101.0;9.3
156;Particuliere huishoudens;Groot-Amsterdam (CR);2011;622.0;100.0;2.0;87.5;140.7;10.7
157;Particuliere huishoudens;Groot-Amsterdam (CR);2012;629.4;100.0;2.0;86.2;137.0;9.6
158;Particuliere huishoudens;Groot-Amsterdam (CR);2013;634.8;100.0;2.0;81.4;128.2;6.1
159;Particuliere huishoudens;Groot-Amsterdam (CR);2014;640.2;100.0;2.0;92.0;143.7;6.6
160;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2011;109.2;100.0;2.2;35.0;321.0;61.2
161;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2012;109.8;100.0;2.2;33.8;308.0;55.9
162;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2013;110.3;100.0;2.2;31.5;286.1;38.7
163;Particuliere huishoudens;Het Gooi en Vechtstreek (CR);2014;110.3;100.0;2.2;35.0;317.8;39.5
164;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2011;178.5;100.0;2.2;36.5;204.6;44.6
165;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2012;180.7;100.0;2.2;36.9;204.4;43.4
166;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2013;182.8;100.0;2.2;33.6;183.9;28.5
167;Particuliere huishoudens;Agglomeratie Leiden en Bollenstreek (CR);2014;184.0;100.0;2.2;36.3;197.3;29.1
168;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2011;376.4;100.0;2.1;52.9;140.5;11.4
169;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2012;380.6;100.0;2.1;53.6;140.7;10.3
170;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2013;382.7;100.0;2.1;49.2;128.5;5.4
171;Particuliere huishoudens;Agglomeratie 's-Gravenhage (CR);2014;382.9;100.0;2.1;54.7;143.0;5.7
172;Particuliere huishoudens;Delft en Westland (CR);2011;96.4;100.0;2.1;16.6;171.6;27.1
173;Particuliere huishoudens;Delft en Westland (CR);2012;99.1;100.0;2.1;16.5;166.5;24.1
174;Particuliere huishoudens;Delft en Westland (CR);2013;100.5;100.0;2.1;15.2;150.9;17.6
175;Particuliere huishoudens;Delft en Westland (CR);2014;101.5;100.0;2.1;17.3;170.7;18.1
176;Particuliere huishoudens;Oost-Zuid-Holland (CR);2011;121.6;100.0;2.3;23.4;192.5;50.3
177;Particuliere huishoudens;Oost-Zuid-Holland (CR);2012;122.8;100.0;2.3;23.6;192.0;49.9
178;Particuliere huishoudens;Oost-Zuid-Holland (CR);2013;123.5;100.0;2.3;21.7;175.6;35.1
179;Particuliere huishoudens;Oost-Zuid-Holland (CR);2014;123.7;100.0;2.3;23.7;191.4;34.9
180;Particuliere huishoudens;Groot-Rijnmond (CR);2011;641.1;100.0;2.1;72.1;112.5;11.9
181;Particuliere huishoudens;Groot-Rijnmond (CR);2012;646.2;100.0;2.1;71.7;111.0;10.5
182;Particuliere huishoudens;Groot-Rijnmond (CR);2013;648.0;100.0;2.1;65.1;100.5;5.7
183;Particuliere huishoudens;Groot-Rijnmond (CR);2014;647.3;100.0;2.1;74.0;114.4;5.9
184;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2011;167.0;100.0;2.3;25.1;150.6;32.1
185;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2012;167.9;100.0;2.3;24.9;148.1;29.1
186;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2013;168.7;100.0;2.3;23.6;140.1;20.5
187;Particuliere huishoudens;Zuidoost-Zuid-Holland (CR);2014;168.6;100.0;2.3;26.6;157.5;20.0
188;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2011;47.7;100.0;2.2;8.6;179.4;79.5
189;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2012;48.0;100.0;2.2;8.9;185.3;77.6
190;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2013;48.1;100.0;2.1;8.5;177.4;65.7
191;Particuliere huishoudens;Zeeuwsch-Vlaanderen (CR);2014;47.9;100.0;2.1;9.2;192.7;69.9
192;Particuliere huishoudens;Overig Zeeland (CR);2011;119.0;100.0;2.2;21.2;178.0;64.1
193;Particuliere huishoudens;Overig Zeeland (CR);2012;120.0;100.0;2.2;21.3;177.7;59.5
194;Particuliere huishoudens;Overig Zeeland (CR);2013;120.9;100.0;2.2;19.9;164.4;43.1
195;Particuliere huishoudens;Overig Zeeland (CR);2014;121.2;100.0;2.2;21.7;179.5;43.6
196;Particuliere huishoudens;West-Noord-Brabant (CR);2011;267.8;100.0;2.2;46.7;174.3;50.9
197;Particuliere huishoudens;West-Noord-Brabant (CR);2012;270.4;100.0;2.2;46.2;170.9;47.0
198;Particuliere huishoudens;West-Noord-Brabant (CR);2013;272.8;100.0;2.2;42.2;154.8;32.5
199;Particuliere huishoudens;West-Noord-Brabant (CR);2014;273.7;100.0;2.2;46.0;168.1;32.3
200;Particuliere huishoudens;Midden-Noord-Brabant (CR);2011;200.4;100.0;2.2;33.8;168.4;40.0
201;Particuliere huishoudens;Midden-Noord-Brabant (CR);2012;202.2;100.0;2.2;33.1;163.8;35.9
202;Particuliere huishoudens;Midden-Noord-Brabant (CR);2013;203.9;100.0;2.2;30.4;149.1;24.5
203;Particuliere huishoudens;Midden-Noord-Brabant (CR);2014;205.6;100.0;2.2;33.3;161.9;24.4
204;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2011;265.7;100.0;2.3;56.9;214.0;85.3
205;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2012;268.1;100.0;2.3;55.9;208.5;76.4
206;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2013;270.8;100.0;2.3;51.2;188.9;54.4
207;Particuliere huishoudens;Noordoost-Noord-Brabant (CR);2014;271.8;100.0;2.3;56.8;208.9;54.2
208;Particuliere huishoudens;Zuidoost-Noord-Brabant (CR);2011;322.0;100.0;2.2;61.3;190.4;58.7
209;Particuliere huishoudens;Zuidoost-Noord-Brabant (CR);2012;325.9;100.0;2.2;60.3;185.2;52.9
210;Particuliere huishoudens;Zuidoost-Noord-Brabant (CR);2013;328.3;100.0;2.2;55.2;168.0;37.2
211;Particuliere huishoudens;Zuidoost-Noord-Brabant (CR);2014;330.5;100.0;2.2;59.7;180.5;36.8
212;Particuliere huishoudens;Noord-Limburg (CR);2011;116.9;100.0;2.3;20.8;177.6;67.5
213;Particuliere huishoudens;Noord-Limburg (CR);2012;118.3;100.0;2.3;20.5;173.3;59.7
214;Particuliere huishoudens;Noord-Limburg (CR);2013;119.2;100.0;2.3;18.8;157.6;43.7
215;Particuliere huishoudens;Noord-Limburg (CR);2014;119.3;100.0;2.3;20.0;167.5;44.1
216;Particuliere huishoudens;Midden-Limburg (CR);2011;101.2;100.0;2.3;17.7;175.2;81.7
217;Particuliere huishoudens;Midden-Limburg (CR);2012;102.0;100.0;2.2;17.8;174.1;75.6
218;Particuliere huishoudens;Midden-Limburg (CR);2013;103.0;100.0;2.2;16.4;159.0;57.5
219;Particuliere huishoudens;Midden-Limburg (CR);2014;103.2;100.0;2.2;17.9;173.8;60.9
220;Particuliere huishoudens;Zuid-Limburg (CR);2011;281.8;100.0;2.1;33.7;119.6;23.4
221;Particuliere huishoudens;Zuid-Limburg (CR);2012;283.5;100.0;2.1;32.9;116.0;20.8
222;Particuliere huishoudens;Zuid-Limburg (CR);2013;284.0;100.0;2.1;30.0;105.8;14.0
223;Particuliere huishoudens;Zuid-Limburg (CR);2014;283.6;100.0;2.0;32.2;113.6;14.1
224;Particuliere huishoudens;Flevoland (CR);2011;156.9;100.0;2.4;15.0;95.3;12.0
225;Particuliere huishoudens;Flevoland (CR);2012;159.6;100.0;2.4;15.3;96.0;9.9
226;Particuliere huishoudens;Flevoland (CR);2013;161.3;100.0;2.4;13.4;83.1;4.1
227;Particuliere huishoudens;Flevoland (CR);2014;162.0;100.0;2.4;15.1;93.5;4.5
228;Particuliere huishoudens;Aa en Hunze;2011;11.1;100.0;2.3;2.5;221.6;122.8
229;Particuliere huishoudens;Aa en Hunze;2012;11.2;100.0;2.3;2.4;217.5;117.6
230;Particuliere huishoudens;Aa en Hunze;2013;11.1;100.0;2.3;2.2;200.1;91.1
231;Particuliere huishoudens;Aa en Hunze;2014;10.9;100.0;2.3;2.3;211.7;96.9
232;Particuliere huishoudens;Aalburg;2011;4.5;100.0;2.7;1.2;265.7;160.3
233;Particuliere huishoudens;Aalburg;2012;4.6;100.0;2.7;1.2;258.0;146.2
234;Particuliere huishoudens;Aalburg;2013;4.6;100.0;2.6;1.1;239.2;120.3
235;Particuliere huishoudens;Aalburg;2014;4.7;100.0;2.6;1.2;255.5;118.7
236;Particuliere huishoudens;Aalsmeer;2011;12.2;100.0;2.4;2.9;241.2;64.6
237;Particuliere huishoudens;Aalsmeer;2012;12.3;100.0;2.4;3.0;242.9;66.1
238;Particuliere huishoudens;Aalsmeer;2013;12.4;100.0;2.4;2.7;218.6;45.5
239;Particuliere huishoudens;Aalsmeer;2014;12.4;100.0;2.4;3.0;242.1;49.0
240;Particuliere huishoudens;Aalten;2011;11.0;100.0;2.4;2.1;194.1;89.0
241;Particuliere huishoudens;Aalten;2012;11.1;100.0;2.4;2.0;182.2;83.7
242;Particuliere huishoudens;Aalten;2013;11.2;100.0;2.4;1.9;166.8;65.9
243;Particuliere huishoudens;Aalten;2014;11.2;100.0;2.4;2.0;181.0;63.7
244;Particuliere huishoudens;Achtkarspelen;2011;11.4;100.0;2.4;1.8;158.7;76.2
245;Particuliere huishoudens;Achtkarspelen;2012;11.4;100.0;2.4;1.7;152.7;71.6
246;Particuliere huishoudens;Achtkarspelen;2013;11.5;100.0;2.4;1.5;134.7;50.2
247;Particuliere huishoudens;Achtkarspelen;2014;11.5;100.0;2.4;1.6;138.7;45.5
248;Particuliere huishoudens;Alblasserdam;2011;7.7;100.0;2.4;1.1;138.1;38.9
249;Particuliere huishoudens;Alblasserdam;2012;7.8;100.0;2.4;1.2;158.1;34.2
250;Particuliere huishoudens;Alblasserdam;2013;7.9;100.0;2.4;1.1;135.7;24.5
251;Particuliere huishoudens;Alblasserdam;2014;7.9;100.0;2.4;1.2;153.0;25.2
252;Particuliere huishoudens;Albrandswaard;2011;9.7;100.0;2.5;2.0;203.2;54.7
253;Particuliere huishoudens;Albrandswaard;2012;9.8;100.0;2.4;1.9;197.4;50.6
254;Particuliere huishoudens;Albrandswaard;2013;9.9;100.0;2.4;1.7;176.2;30.9
255;Particuliere huishoudens;Albrandswaard;2014;9.9;100.0;2.4;2.1;211.1;34.0
256;Particuliere huishoudens;Alkmaar;2011;43.8;100.0;2.1;4.5;103.1;19.1
257;Particuliere huishoudens;Alkmaar;2012;44.1;100.0;2.1;4.6;103.3;17.5
258;Particuliere huishoudens;Alkmaar;2013;44.4;100.0;2.1;4.0;89.7;9.7
259;Particuliere huishoudens;Alkmaar;2014;44.6;100.0;2.1;4.1;93.0;9.6
260;Particuliere huishoudens;Almelo;2011;31.2;100.0;2.3;3.0;96.2;12.2
261;Particuliere huishoudens;Almelo;2012;31.3;100.0;2.3;3.0;95.7;10.1
262;Particuliere huishoudens;Almelo;2013;31.5;100.0;2.3;2.6;82.9;5.3
263;Particuliere huishoudens;Almelo;2014;31.2;100.0;2.3;2.8;89.2;5.5
