ID;MigratieachtergrondMoeder;Kenmerken;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
16;Totaal;Migratieachtergrond: Nederland;2007;134560.0;133768.0;792.0;334.0;1127.0;5.9;2.5;8.4;134560.0;133768.0;792.0;428.0;1220.0;5.9;3.2;9.1;133768.0;334.0;428.0;526.0;2.5;3.2;3.9
17;Totaal;Migratieachtergrond: Nederland;2008;136848.0;136066.0;782.0;307.0;1089.0;5.7;2.3;8.0;136848.0;136066.0;782.0;401.0;1183.0;5.7;2.9;8.6;136066.0;307.0;401.0;494.0;2.3;2.9;3.6
18;Totaal;Migratieachtergrond: Nederland;2009;136167.0;135462.0;704.0;311.0;1015.0;5.2;2.3;7.5;136167.0;135462.0;704.0;386.0;1090.0;5.2;2.9;8.0;135462.0;311.0;386.0;524.0;2.3;2.9;3.9
19;Totaal;Migratieachtergrond: Nederland;2010;134305.0;133623.0;682.0;326.0;1008.0;5.1;2.4;7.5;134305.0;133623.0;682.0;414.0;1096.0;5.1;3.1;8.2;133623.0;326.0;414.0;517.0;2.4;3.1;3.9
20;Totaal;Migratieachtergrond: Nederland;2011;130318.0;129673.0;645.0;308.0;953.0;4.9;2.4;7.3;130318.0;129673.0;645.0;386.0;1031.0;4.9;3.0;7.9;129673.0;308.0;386.0;498.0;2.4;3.0;3.8
21;Totaal;Migratieachtergrond: Nederland;2012;125860.0;125245.0;615.0;259.0;874.0;4.9;2.1;6.9;125860.0;125245.0;615.0;328.0;943.0;4.9;2.6;7.5;125245.0;259.0;328.0;443.0;2.1;2.6;3.5
22;Totaal;Migratieachtergrond: Nederland;2013;122162.0;121611.0;552.0;267.0;819.0;4.5;2.2;6.7;122162.0;121611.0;552.0;352.0;903.0;4.5;2.9;7.4;121611.0;267.0;352.0;450.0;2.2;2.9;3.7
23;Totaal;Migratieachtergrond: Nederland;2014;123804.0;123234.0;570.0;237.0;806.0;4.6;1.9;6.5;123804.0;123234.0;570.0;322.0;892.0;4.6;2.6;7.2;123234.0;237.0;322.0;418.0;1.9;2.6;3.4
24;Totaal;Migratieachtergrond: Nederland;2015;119175.0;118633.0;542.0;211.0;754.0;4.5;1.8;6.3;119175.0;118633.0;542.0;292.0;834.0;4.5;2.5;7.0;118633.0;211.0;292.0;373.0;1.8;2.5;3.1
25;Totaal;Migratieachtergrond: Nederland;2016;119232.0;118702.0;530.0;246.0;777.0;4.4;2.1;6.5;119232.0;118702.0;530.0;302.0;832.0;4.4;2.5;7.0;118702.0;246.0;302.0;394.0;2.1;2.5;3.3
26;Totaal;Migratieachtergrond: 1e generatie;2004;33928.0;33637.0;291.0;97.0;388.0;8.6;2.9;11.4;33928.0;33637.0;291.0;119.0;410.0;8.6;3.5;12.1;33637.0;97.0;119.0;175.0;2.9;3.5;5.2
27;Totaal;Migratieachtergrond: 1e generatie;2005;32860.0;32567.0;293.0;132.0;426.0;8.9;4.1;13.0;32860.0;32567.0;293.0;164.0;457.0;8.9;5.0;13.9;32567.0;132.0;164.0;215.0;4.1;5.0;6.6
28;Totaal;Migratieachtergrond: 1e generatie;2006;32387.0;32127.0;260.0;114.0;374.0;8.0;3.5;11.5;32387.0;32127.0;260.0;148.0;409.0;8.0;4.6;12.6;32127.0;114.0;148.0;191.0;3.5;4.6;5.9
29;Totaal;Migratieachtergrond: 1e generatie;2007;31335.0;31094.0;241.0;112.0;353.0;7.7;3.6;11.3;31335.0;31094.0;241.0;145.0;386.0;7.7;4.7;12.3;31094.0;112.0;145.0;184.0;3.6;4.7;5.9
30;Totaal;Migratieachtergrond: 1e generatie;2008;31588.0;31333.0;255.0;106.0;361.0;8.1;3.4;11.4;31588.0;31333.0;255.0;129.0;384.0;8.1;4.1;12.2;31333.0;106.0;129.0;171.0;3.4;4.1;5.4
31;Totaal;Migratieachtergrond: 1e generatie;2009;31493.0;31254.0;239.0;99.0;338.0;7.6;3.2;10.7;31493.0;31254.0;239.0;127.0;366.0;7.6;4.1;11.6;31254.0;99.0;127.0;179.0;3.2;4.1;5.7
32;Totaal;Migratieachtergrond: 1e generatie;2010;32172.0;31946.0;226.0;85.0;312.0;7.0;2.7;9.7;32172.0;31946.0;226.0;110.0;336.0;7.0;3.4;10.4;31946.0;85.0;110.0;161.0;2.7;3.4;5.1
33;Totaal;Migratieachtergrond: 1e generatie;2011;31964.0;31776.0;188.0;92.0;280.0;5.9;2.9;8.7;31964.0;31776.0;188.0;121.0;308.0;5.9;3.8;9.6;31776.0;92.0;121.0;146.0;2.9;3.8;4.6
34;Totaal;Migratieachtergrond: 1e generatie;2012;31644.0;31415.0;229.0;95.0;324.0;7.2;3.0;10.2;31644.0;31415.0;229.0;134.0;363.0;7.2;4.3;11.5;31415.0;95.0;134.0;186.0;3.0;4.3;5.9
35;Totaal;Migratieachtergrond: 1e generatie;2013;30418.0;30249.0;170.0;86.0;255.0;5.6;2.8;8.4;30418.0;30249.0;170.0;114.0;283.0;5.6;3.8;9.3;30249.0;86.0;114.0;144.0;2.8;3.8;4.8
36;Totaal;Migratieachtergrond: 1e generatie;2014;31519.0;31329.0;190.0;111.0;300.0;6.0;3.5;9.5;31519.0;31329.0;190.0;144.0;334.0;6.0;4.6;10.6;31329.0;111.0;144.0;189.0;3.5;4.6;6.0
37;Totaal;Migratieachtergrond: 1e generatie;2015;31667.0;31459.0;208.0;83.0;291.0;6.6;2.6;9.2;31667.0;31459.0;208.0;109.0;317.0;6.6;3.5;10.0;31459.0;83.0;109.0;137.0;2.6;3.5;4.4
38;Totaal;Migratieachtergrond: 1e generatie;2016;32328.0;32143.0;185.0;84.0;268.0;5.7;2.6;8.3;32328.0;32143.0;185.0;116.0;300.0;5.7;3.6;9.3;32143.0;84.0;116.0;162.0;2.6;3.6;5.0
39;Totaal;Migratieachtergrond: 2e generatie ;2004;14531.0;14427.0;104.0;40.0;144.0;7.1;2.8;9.9;14531.0;14427.0;104.0;51.0;154.0;7.1;3.5;10.6;14427.0;40.0;51.0;66.0;2.8;3.5;4.6
40;Totaal;Migratieachtergrond: 2e generatie ;2005;14732.0;14641.0;91.0;54.0;145.0;6.2;3.7;9.8;14732.0;14641.0;91.0;61.0;153.0;6.2;4.2;10.4;14641.0;54.0;61.0;85.0;3.7;4.2;5.8
41;Totaal;Migratieachtergrond: 2e generatie ;2006;15026.0;14900.0;126.0;37.0;163.0;8.4;2.5;10.9;15026.0;14900.0;126.0;49.0;175.0;8.4;3.3;11.6;14900.0;37.0;49.0;63.0;2.5;3.3;4.2
42;Totaal;Migratieachtergrond: 2e generatie ;2007;15805.0;15716.0;89.0;51.0;139.0;5.6;3.2;8.8;15805.0;15716.0;89.0;62.0;151.0;5.6;3.9;9.5;15716.0;51.0;62.0;86.0;3.2;3.9;5.4
43;Totaal;Migratieachtergrond: 2e generatie ;2008;16581.0;16471.0;110.0;40.0;150.0;6.7;2.4;9.1;16581.0;16471.0;110.0;52.0;163.0;6.7;3.2;9.8;16471.0;40.0;52.0;72.0;2.4;3.2;4.4
44;Totaal;Migratieachtergrond: 2e generatie ;2009;17354.0;17250.0;103.0;46.0;150.0;6.0;2.7;8.6;17354.0;17250.0;103.0;63.0;166.0;6.0;3.6;9.6;17250.0;46.0;63.0;82.0;2.7;3.6;4.8
45;Totaal;Migratieachtergrond: 2e generatie ;2010;17880.0;17791.0;89.0;44.0;133.0;5.0;2.5;7.5;17880.0;17791.0;89.0;60.0;149.0;5.0;3.4;8.4;17791.0;44.0;60.0;78.0;2.5;3.4;4.4
46;Totaal;Migratieachtergrond: 2e generatie ;2011;17803.0;17693.0;110.0;37.0;147.0;6.2;2.1;8.2;17803.0;17693.0;110.0;46.0;156.0;6.2;2.6;8.8;17693.0;37.0;46.0;73.0;2.1;2.6;4.1
47;Totaal;Migratieachtergrond: 2e generatie ;2012;18523.0;18422.0;102.0;36.0;138.0;5.5;2.0;7.4;18523.0;18422.0;102.0;48.0;150.0;5.5;2.6;8.1;18422.0;36.0;48.0;78.0;2.0;2.6;4.2
48;Totaal;Migratieachtergrond: 2e generatie ;2013;18724.0;18642.0;82.0;52.0;134.0;4.4;2.8;7.2;18724.0;18642.0;82.0;62.0;144.0;4.4;3.3;7.7;18642.0;52.0;62.0;74.0;2.8;3.3;4.0
49;Totaal;Migratieachtergrond: 2e generatie ;2014;19808.0;19699.0;109.0;49.0;158.0;5.5;2.5;8.0;19808.0;19699.0;109.0;65.0;173.0;5.5;3.3;8.8;19699.0;49.0;65.0;86.0;2.5;3.3;4.4
50;Totaal;Migratieachtergrond: 2e generatie ;2015;20116.0;20013.0;103.0;49.0;152.0;5.1;2.4;7.6;20116.0;20013.0;103.0;69.0;172.0;5.1;3.4;8.6;20013.0;49.0;69.0;88.0;2.4;3.4;4.4
51;Totaal;Migratieachtergrond: 2e generatie ;2016;20858.0;20754.0;104.0;46.0;150.0;5.0;2.2;7.2;20858.0;20754.0;104.0;58.0;162.0;5.0;2.8;7.8;20754.0;46.0;58.0;80.0;2.2;2.8;3.9
52;Totaal;Migratieachtergrond: Totaal niet-westers;2004;31737.0;31441.0;296.0;103.0;399.0;9.3;3.3;12.6;31737.0;31441.0;296.0;130.0;426.0;9.3;4.1;13.4;31441.0;103.0;130.0;183.0;3.3;4.1;5.8
53;Totaal;Migratieachtergrond: Totaal niet-westers;2005;31301.0;31012.0;289.0;146.0;435.0;9.2;4.7;13.9;31301.0;31012.0;289.0;176.0;465.0;9.2;5.7;14.8;31012.0;146.0;176.0;234.0;4.7;5.7;7.6
54;Totaal;Migratieachtergrond: Totaal niet-westers;2006;31395.0;31136.0;259.0;103.0;362.0;8.2;3.3;11.5;31395.0;31136.0;259.0;141.0;400.0;8.2;4.5;12.7;31136.0;103.0;141.0;182.0;3.3;4.5;5.8
55;Totaal;Migratieachtergrond: Totaal niet-westers;2007;30916.0;30677.0;239.0;112.0;351.0;7.7;3.6;11.4;30916.0;30677.0;239.0;150.0;389.0;7.7;4.9;12.6;30677.0;112.0;150.0;202.0;3.6;4.9;6.6
56;Totaal;Migratieachtergrond: Totaal niet-westers;2008;31414.0;31136.0;277.0;112.0;389.0;8.8;3.6;12.4;31414.0;31136.0;277.0;143.0;420.0;8.8;4.6;13.4;31136.0;112.0;143.0;187.0;3.6;4.6;6.0
57;Totaal;Migratieachtergrond: Totaal niet-westers;2009;31480.0;31239.0;242.0;110.0;352.0;7.7;3.5;11.2;31480.0;31239.0;242.0;143.0;385.0;7.7;4.6;12.2;31239.0;110.0;143.0;204.0;3.5;4.6;6.5
58;Totaal;Migratieachtergrond: Totaal niet-westers;2010;32301.0;32069.0;232.0;93.0;325.0;7.2;2.9;10.1;32301.0;32069.0;232.0;125.0;357.0;7.2;3.9;11.1;32069.0;93.0;125.0;176.0;2.9;3.9;5.5
59;Totaal;Migratieachtergrond: Totaal niet-westers;2011;32392.0;32182.0;210.0;101.0;311.0;6.5;3.1;9.6;32392.0;32182.0;210.0;129.0;339.0;6.5;4.0;10.5;32182.0;101.0;129.0;167.0;3.1;4.0;5.2
60;Totaal;Migratieachtergrond: Totaal niet-westers;2012;32724.0;32483.0;241.0;104.0;345.0;7.4;3.2;10.5;32724.0;32483.0;241.0;144.0;385.0;7.4;4.4;11.8;32483.0;104.0;144.0;204.0;3.2;4.4;6.3
61;Totaal;Migratieachtergrond: Totaal niet-westers;2013;31662.0;31478.0;184.0;98.0;282.0;5.8;3.1;8.9;31662.0;31478.0;184.0;125.0;309.0;5.8;4.0;9.8;31478.0;98.0;125.0;156.0;3.1;4.0;5.0
62;Totaal;Migratieachtergrond: Totaal niet-westers;2014;33174.0;32948.0;226.0;122.0;348.0;6.8;3.7;10.5;33174.0;32948.0;226.0;159.0;385.0;6.8;4.8;11.6;32948.0;122.0;159.0;212.0;3.7;4.8;6.4
63;Totaal;Migratieachtergrond: Totaal niet-westers;2015;33250.0;33041.0;209.0;94.0;304.0;6.3;2.9;9.1;33250.0;33041.0;209.0;124.0;334.0;6.3;3.8;10.0;33041.0;94.0;124.0;161.0;2.9;3.8;4.9
64;Totaal;Migratieachtergrond: Totaal niet-westers;2016;34646.0;34432.0;215.0;94.0;308.0;6.2;2.7;8.9;34646.0;34432.0;215.0;125.0;339.0;6.2;3.6;9.8;34432.0;94.0;125.0;177.0;2.7;3.6;5.1
65;Totaal;Migratieachtergrond: Marokko;2004;8149.0;8077.0;72.0;30.0;102.0;8.8;3.8;12.5;8149.0;8077.0;72.0;38.0;109.0;8.8;4.7;13.4;8077.0;30.0;38.0;60.0;3.8;4.7;7.4
66;Totaal;Migratieachtergrond: Marokko;2005;8236.0;8158.0;78.0;33.0;111.0;9.5;4.1;13.5;8236.0;8158.0;78.0;43.0;121.0;9.5;5.3;14.7;8158.0;33.0;43.0;56.0;4.1;5.3;6.8
67;Totaal;Migratieachtergrond: Marokko;2006;8197.0;8136.0;61.0;26.0;86.0;7.4;3.1;10.5;8197.0;8136.0;61.0;33.0;94.0;7.4;4.1;11.4;8136.0;26.0;33.0;40.0;3.1;4.1;5.0
68;Totaal;Migratieachtergrond: Marokko;2007;7911.0;7859.0;52.0;21.0;73.0;6.6;2.7;9.2;7911.0;7859.0;52.0;32.0;85.0;6.6;4.1;10.7;7859.0;21.0;32.0;43.0;2.7;4.1;5.4
69;Totaal;Migratieachtergrond: Marokko;2008;7968.0;7909.0;60.0;25.0;85.0;7.5;3.2;10.6;7968.0;7909.0;60.0;32.0;92.0;7.5;4.1;11.5;7909.0;25.0;32.0;41.0;3.2;4.1;5.1
70;Totaal;Migratieachtergrond: Marokko;2009;7850.0;7794.0;56.0;24.0;80.0;7.1;3.1;10.1;7850.0;7794.0;56.0;29.0;85.0;7.1;3.7;10.8;7794.0;24.0;29.0;38.0;3.1;3.7;4.9
71;Totaal;Migratieachtergrond: Marokko;2010;7850.0;7790.0;60.0;23.0;83.0;7.7;2.9;10.6;7850.0;7790.0;60.0;29.0;89.0;7.7;3.7;11.4;7790.0;23.0;29.0;38.0;2.9;3.7;4.8
72;Totaal;Migratieachtergrond: Marokko;2011;7769.0;7721.0;48.0;19.0;67.0;6.2;2.5;8.7;7769.0;7721.0;48.0;23.0;71.0;6.2;2.9;9.1;7721.0;19.0;23.0;34.0;2.5;2.9;4.4
73;Totaal;Migratieachtergrond: Marokko;2012;7670.0;7615.0;55.0;22.0;77.0;7.2;2.9;10.1;7670.0;7615.0;55.0;27.0;83.0;7.2;3.6;10.8;7615.0;22.0;27.0;42.0;2.9;3.6;5.5
74;Totaal;Migratieachtergrond: Marokko;2013;7403.0;7359.0;45.0;19.0;64.0;6.1;2.6;8.6;7403.0;7359.0;45.0;24.0;69.0;6.1;3.3;9.3;7359.0;19.0;24.0;33.0;2.6;3.3;4.5
75;Totaal;Migratieachtergrond: Marokko;2014;7653.0;7607.0;46.0;26.0;71.0;6.0;3.4;9.3;7653.0;7607.0;46.0;34.0;79.0;6.0;4.4;10.4;7607.0;26.0;34.0;45.0;3.4;4.4;5.9
76;Totaal;Migratieachtergrond: Marokko;2015;7537.0;7494.0;43.0;19.0;62.0;5.8;2.5;8.2;7537.0;7494.0;43.0;24.0;67.0;5.8;3.1;8.9;7494.0;19.0;24.0;31.0;2.5;3.1;4.1
77;Totaal;Migratieachtergrond: Marokko;2016;7452.0;7409.0;43.0;20.0;62.0;5.7;2.7;8.4;7452.0;7409.0;43.0;27.0;70.0;5.7;3.6;9.4;7409.0;20.0;27.0;36.0;2.7;3.6;4.9
78;Totaal;Migratieachtergrond: Turkije;2004;6461.0;6410.0;51.0;8.0;59.0;7.9;1.3;9.1;6461.0;6410.0;51.0;15.0;66.0;7.9;2.4;10.2;6410.0;8.0;15.0;29.0;1.3;2.4;4.5
79;Totaal;Migratieachtergrond: Turkije;2005;6539.0;6490.0;49.0;14.0;63.0;7.6;2.1;9.7;6539.0;6490.0;49.0;17.0;67.0;7.6;2.6;10.2;6490.0;14.0;17.0;27.0;2.1;2.6;4.1
80;Totaal;Migratieachtergrond: Turkije;2006;6367.0;6321.0;47.0;14.0;60.0;7.3;2.1;9.4;6367.0;6321.0;47.0;22.0;69.0;7.3;3.5;10.8;6321.0;14.0;22.0;33.0;2.1;3.5;5.2
81;Totaal;Migratieachtergrond: Turkije;2007;6209.0;6173.0;36.0;22.0;58.0;5.7;3.6;9.3;6209.0;6173.0;36.0;25.0;61.0;5.7;4.1;9.8;6173.0;22.0;25.0;39.0;3.6;4.1;6.4
82;Totaal;Migratieachtergrond: Turkije;2008;6107.0;6056.0;51.0;19.0;70.0;8.4;3.2;11.5;6107.0;6056.0;51.0;27.0;79.0;8.4;4.5;12.9;6056.0;19.0;27.0;36.0;3.2;4.5;5.9
83;Totaal;Migratieachtergrond: Turkije;2009;5878.0;5841.0;37.0;17.0;54.0;6.2;2.9;9.1;5878.0;5841.0;37.0;23.0;60.0;6.2;4.0;10.2;5841.0;17.0;23.0;36.0;2.9;4.0;6.2
84;Totaal;Migratieachtergrond: Turkije;2010;6085.0;6048.0;38.0;15.0;53.0;6.2;2.6;8.7;6085.0;6048.0;38.0;24.0;62.0;6.2;4.0;10.1;6048.0;15.0;24.0;35.0;2.6;4.0;5.8
85;Totaal;Migratieachtergrond: Turkije;2011;6048.0;6015.0;33.0;17.0;50.0;5.5;2.8;8.3;6048.0;6015.0;33.0;23.0;56.0;5.5;3.8;9.3;6015.0;17.0;23.0;28.0;2.8;3.8;4.7
86;Totaal;Migratieachtergrond: Turkije;2012;6146.0;6107.0;39.0;11.0;49.0;6.3;1.7;8.0;6146.0;6107.0;39.0;16.0;55.0;6.3;2.6;8.9;6107.0;11.0;16.0;24.0;1.7;2.6;4.0
87;Totaal;Migratieachtergrond: Turkije;2013;5874.0;5849.0;25.0;21.0;46.0;4.3;3.6;7.8;5874.0;5849.0;25.0;24.0;49.0;4.3;4.1;8.3;5849.0;21.0;24.0;30.0;3.6;4.1;5.1
88;Totaal;Migratieachtergrond: Turkije;2014;6279.0;6241.0;38.0;13.0;51.0;6.0;2.2;8.1;6279.0;6241.0;38.0;17.0;54.0;6.0;2.7;8.6;6241.0;13.0;17.0;32.0;2.2;2.7;5.1
89;Totaal;Migratieachtergrond: Turkije;2015;6070.0;6041.0;29.0;16.0;45.0;4.8;2.6;7.4;6070.0;6041.0;29.0;23.0;52.0;4.8;3.8;8.5;6041.0;16.0;23.0;29.0;2.6;3.8;4.8
90;Totaal;Migratieachtergrond: Turkije;2016;6240.0;6213.0;27.0;15.0;42.0;4.3;2.4;6.7;6240.0;6213.0;27.0;18.0;45.0;4.3;2.9;7.2;6213.0;15.0;18.0;22.0;2.4;2.9;3.5
91;Totaal;Migratieachtergrond: Suriname;2004;4703.0;4647.0;56.0;22.0;78.0;11.9;4.7;16.5;4703.0;4647.0;56.0;26.0;82.0;11.9;5.6;17.4;4647.0;22.0;26.0;32.0;4.7;5.6;6.9
92;Totaal;Migratieachtergrond: Suriname;2005;4554.0;4504.0;50.0;23.0;73.0;10.9;5.2;16.1;4554.0;4504.0;50.0;28.0;78.0;10.9;6.2;17.0;4504.0;23.0;28.0;38.0;5.2;6.2;8.5
93;Totaal;Migratieachtergrond: Suriname;2006;4617.0;4567.0;50.0;12.0;62.0;10.8;2.7;13.5;4617.0;4567.0;50.0;22.0;72.0;10.8;4.8;15.6;4567.0;12.0;22.0;26.0;2.7;4.8;5.7
94;Totaal;Migratieachtergrond: Suriname;2007;4616.0;4584.0;32.0;20.0;52.0;6.8;4.4;11.2;4616.0;4584.0;32.0;30.0;61.0;6.8;6.5;13.3;4584.0;20.0;30.0;38.0;4.4;6.5;8.3
95;Totaal;Migratieachtergrond: Suriname;2008;4829.0;4776.0;54.0;19.0;73.0;11.2;4.0;15.1;4829.0;4776.0;54.0;23.0;77.0;11.2;4.9;16.0;4776.0;19.0;23.0;28.0;4.0;4.9;6.0
96;Totaal;Migratieachtergrond: Suriname;2009;4905.0;4843.0;62.0;20.0;82.0;12.6;4.1;16.7;4905.0;4843.0;62.0;25.0;87.0;12.6;5.2;17.8;4843.0;20.0;25.0;31.0;4.1;5.2;6.5
97;Totaal;Migratieachtergrond: Suriname;2010;4937.0;4899.0;37.0;18.0;55.0;7.6;3.6;11.1;4937.0;4899.0;37.0;25.0;62.0;7.6;5.1;12.6;4899.0;18.0;25.0;31.0;3.6;5.1;6.3
98;Totaal;Migratieachtergrond: Suriname;2011;4727.0;4692.0;35.0;17.0;52.0;7.5;3.6;11.0;4727.0;4692.0;35.0;20.0;55.0;7.5;4.2;11.7;4692.0;17.0;20.0;27.0;3.6;4.2;5.8
99;Totaal;Migratieachtergrond: Suriname;2012;4684.0;4649.0;35.0;9.0;44.0;7.4;2.0;9.3;4684.0;4649.0;35.0;15.0;50.0;7.4;3.3;10.6;4649.0;9.0;15.0;25.0;2.0;3.3;5.3
100;Totaal;Migratieachtergrond: Suriname;2013;4530.0;4496.0;34.0;11.0;45.0;7.5;2.4;9.9;4530.0;4496.0;34.0;17.0;51.0;7.5;3.8;11.3;4496.0;11.0;17.0;23.0;2.4;3.8;5.1
101;Totaal;Migratieachtergrond: Suriname;2014;4553.0;4516.0;37.0;25.0;63.0;8.2;5.6;13.8;4553.0;4516.0;37.0;34.0;72.0;8.2;7.6;15.8;4516.0;25.0;34.0;42.0;5.6;7.6;9.2
102;Totaal;Migratieachtergrond: Suriname;2015;4493.0;4465.0;28.0;13.0;41.0;6.2;3.0;9.2;4493.0;4465.0;28.0;18.0;45.0;6.2;3.9;10.1;4465.0;13.0;18.0;24.0;3.0;3.9;5.3
103;Totaal;Migratieachtergrond: Suriname;2016;4511.0;4483.0;28.0;7.0;35.0;6.2;1.6;7.8;4511.0;4483.0;28.0;10.0;38.0;6.2;2.3;8.4;4483.0;7.0;10.0;23.0;1.6;2.3;5.2
104;Totaal;Migratieachtergrond: (vm) Ned Ant, Aruba;2004;2114.0;2090.0;24.0;11.0;35.0;11.2;5.3;16.4;2114.0;2090.0;24.0;14.0;38.0;11.2;6.9;18.0;2090.0;11.0;14.0;14.0;5.3;6.9;6.9
105;Totaal;Migratieachtergrond: (vm) Ned Ant, Aruba;2005;2002.0;1981.0;20.0;15.0;35.0;10.2;7.4;17.5;2002.0;1981.0;20.0;15.0;35.0;10.2;7.4;17.5;1981.0;15.0;15.0;20.0;7.4;7.4;10.1
