ID;Geslacht;PositieWerkkring;Persoonskenmerken;Werktijden;WerkzaamBuitenKantoortijden;Perioden;WerkzameBeroepsbevolking_1
55;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2004;2346.0
56;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2005;2334.0
57;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2006;2396.0
58;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2007;2448.0
59;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2008;2467.0
60;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2009;2546.0
61;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2010;2426.0
62;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2011;2355.0
63;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2012;2401.0
64;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2013;2478.0
65;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2014;2436.0
66;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2015;2464.0
67;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2016;2532.0
68;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2017;2602.0
69;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2018;2626.0
70;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2019;2614.0
71;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zaterdag;2020;2521.0
72;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2003;1326.0
73;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2004;1364.0
74;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2005;1378.0
75;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2006;1445.0
76;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2007;1456.0
77;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2008;1470.0
78;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2009;1572.0
79;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2010;1530.0
80;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2011;1480.0
81;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2012;1513.0
82;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2013;1595.0
83;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2014;1590.0
84;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2015;1601.0
85;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2016;1690.0
86;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2017;1793.0
87;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2018;1816.0
88;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2019;1835.0
89;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Regelmatig werkzaam op zondag;2020;1806.0
90;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2003;1084.0
91;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2004;1059.0
92;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2005;997.0
93;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2006;1045.0
94;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2007;1170.0
95;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2008;1255.0
96;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2009;1181.0
97;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2010;1457.0
98;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2011;1679.0
99;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2012;1681.0
100;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2013;1593.0
101;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2014;1591.0
102;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2015;1665.0
103;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2016;1664.0
104;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2017;1702.0
105;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2018;1703.0
106;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2019;1806.0
107;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de avond;2020;1768.0
108;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2003;455.0
109;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2004;446.0
110;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2005;431.0
111;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2006;460.0
112;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2007;493.0
113;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2008;504.0
114;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2009;493.0
115;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2010;542.0
116;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2011;574.0
117;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2012;561.0
118;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2013;580.0
119;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2014;553.0
120;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2015;605.0
121;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2016;559.0
122;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2017;612.0
123;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2018;559.0
124;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2019;614.0
125;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam in de nacht;2020;527.0
126;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2003;1260.0
127;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2004;1258.0
128;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2005;1139.0
129;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2006;1203.0
130;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2007;1298.0
131;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2008;1388.0
132;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2009;1311.0
133;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2010;1549.0
134;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2011;1770.0
135;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2012;1776.0
136;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2013;1773.0
137;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2014;1753.0
138;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2015;1793.0
139;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2016;1790.0
140;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2017;1842.0
141;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2018;1784.0
142;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2019;1903.0
143;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zaterdag;2020;1906.0
144;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2003;926.0
145;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2004;925.0
146;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2005;876.0
147;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2006;891.0
148;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2007;1009.0
149;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2008;1056.0
150;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2009;1042.0
151;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2010;1182.0
152;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2011;1315.0
153;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2012;1340.0
154;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2013;1341.0
155;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2014;1347.0
156;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2015;1380.0
157;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2016;1360.0
158;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2017;1418.0
159;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2018;1421.0
160;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2019;1481.0
161;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Soms werkzaam op zondag;2020;1488.0
162;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2003;4293.0
163;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2004;4252.0
164;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2005;4343.0
165;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2006;4363.0
166;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2007;4411.0
167;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2008;4463.0
168;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2009;4410.0
169;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2010;4197.0
170;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2011;4069.0
171;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2012;4134.0
172;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2013;4042.0
173;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2014;4039.0
174;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2015;4021.0
175;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2016;4058.0
176;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2017;4110.0
177;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2018;4309.0
178;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2019;4413.0
179;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de avond;2020;4581.0
180;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2003;6571.0
181;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2004;6557.0
182;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2005;6611.0
183;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2006;6688.0
184;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2007;6899.0
185;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2008;7079.0
186;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2009;7048.0
187;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2010;6982.0
188;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2011;7019.0
189;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2012;7078.0
190;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2013;6982.0
191;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2014;6983.0
192;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2015;7019.0
193;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2016;7138.0
194;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2017;7230.0
195;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2018;7454.0
196;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2019;7627.0
197;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam in de nacht;2020;7744.0
198;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2003;4230.0
199;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2004;4155.0
200;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2005;4344.0
201;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2006;4337.0
202;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2007;4421.0
203;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2008;4501.0
204;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2009;4503.0
205;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2010;4299.0
206;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2011;4150.0
207;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2012;4148.0
208;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2013;4012.0
209;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2014;4022.0
210;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2015;4028.0
211;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2016;4074.0
212;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2017;4129.0
213;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2018;4359.0
214;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2019;4430.0
215;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zaterdag;2020;4517.0
216;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2003;5530.0
217;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2004;5470.0
218;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2005;5563.0
219;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2006;5600.0
220;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2007;5703.0
221;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2008;5830.0
222;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2009;5747.0
223;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2010;5563.0
224;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2011;5480.0
225;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2012;5472.0
226;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2013;5326.0
227;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2014;5273.0
228;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2015;5304.0
229;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2016;5346.0
230;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2017;5362.0
231;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2018;5531.0
232;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2019;5631.0
233;Totaal mannen en vrouwen;Totaal;Totaal personen;Totaal;Niet werkzaam op zondag;2020;5651.0
234;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2003;3198.0
235;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2004;3257.0
236;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2005;3258.0
237;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2006;3326.0
238;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2007;3417.0
239;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2008;3487.0
240;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2009;3591.0
241;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2010;3464.0
242;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2011;3407.0
243;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2012;3422.0
244;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2013;3531.0
245;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2014;3488.0
246;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2015;3543.0
247;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2016;3617.0
248;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2017;3714.0
249;Totaal mannen en vrouwen;Totaal;Totaal personen;Regelmatig werkzaam buiten kantoortijden;Totaal;2018;3742.0
