ID;ArbeidspositieEindePeriode;LangdurigeAandoening;Persoonskenmerken;Perioden;Personen15Tot65JaarBeginPeriode_1;WerkzameBeroepsbevolkingBeginPeriode_2;WerklozenNietActievenBeginPeriode_3
32;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Totaal persoonskenmerken;2010 3e kwartaal;11018.0;7455.0;3563.0
33;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Totaal persoonskenmerken;2010 4e kwartaal;11020.0;7426.0;3595.0
34;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2003 1e kwartaal;5507.0;4109.0;1398.0
35;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2003 2e kwartaal;5513.0;4119.0;1394.0
36;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2003 3e kwartaal;5512.0;4146.0;1366.0
37;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2003 4e kwartaal;5514.0;4109.0;1405.0
38;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2003;5512.0;4138.0;1373.0
39;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2004 1e kwartaal;5516.0;4086.0;1430.0
40;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2004 2e kwartaal;5517.0;4076.0;1441.0
41;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2004 3e kwartaal;5516.0;4110.0;1407.0
42;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2004 4e kwartaal;5515.0;4058.0;1457.0
43;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2004;5516.0;4095.0;1421.0
44;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2005 1e kwartaal;5516.0;4041.0;1474.0
45;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2005 2e kwartaal;5517.0;4074.0;1443.0
46;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2005 3e kwartaal;5518.0;4084.0;1434.0
47;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2005 4e kwartaal;5518.0;4072.0;1446.0
48;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2005;5517.0;4078.0;1439.0
49;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2006 1e kwartaal;5518.0;4060.0;1458.0
50;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2006 2e kwartaal;5519.0;4088.0;1431.0
51;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2006 3e kwartaal;5510.0;4147.0;1363.0
52;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2006 4e kwartaal;5517.0;4134.0;1383.0
53;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2006;5517.0;4122.0;1396.0
54;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2008 1e kwartaal;5527.0;4224.0;1303.0
55;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2008 2e kwartaal;5531.0;4286.0;1245.0
56;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2008 3e kwartaal;5535.0;4317.0;1218.0
57;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2008 4e kwartaal;5539.0;4281.0;1258.0
58;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2008;5533.0;4285.0;1248.0
59;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2009 1e kwartaal;5540.0;4253.0;1288.0
60;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2009 2e kwartaal;5538.0;4234.0;1304.0
61;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2009 3e kwartaal;5536.0;4218.0;1318.0
62;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2009 4e kwartaal;5534.0;4156.0;1377.0
63;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2009;5537.0;4217.0;1320.0
64;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2010 1e kwartaal;5533.0;4087.0;1446.0
65;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2010 2e kwartaal;5533.0;4121.0;1412.0
66;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2010 3e kwartaal;5533.0;4168.0;1364.0
67;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: mannen;2010 4e kwartaal;5532.0;4148.0;1385.0
68;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2003 1e kwartaal;5385.0;2836.0;2550.0
69;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2003 2e kwartaal;5393.0;2839.0;2554.0
70;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2003 3e kwartaal;5394.0;2876.0;2518.0
71;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2003 4e kwartaal;5399.0;2836.0;2563.0
72;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2003;5391.0;2831.0;2560.0
73;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2004 1e kwartaal;5403.0;2808.0;2595.0
74;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2004 2e kwartaal;5406.0;2857.0;2549.0
75;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2004 3e kwartaal;5411.0;2895.0;2516.0
76;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2004 4e kwartaal;5416.0;2875.0;2541.0
77;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2004;5409.0;2846.0;2563.0
78;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2005 1e kwartaal;5419.0;2840.0;2580.0
79;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2005 2e kwartaal;5422.0;2885.0;2536.0
80;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2005 3e kwartaal;5423.0;2958.0;2465.0
81;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2005 4e kwartaal;5427.0;2938.0;2488.0
82;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2005;5423.0;2896.0;2527.0
83;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2006 1e kwartaal;5430.0;2935.0;2495.0
84;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2006 2e kwartaal;5431.0;2973.0;2459.0
85;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2006 3e kwartaal;5441.0;3023.0;2418.0
86;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2006 4e kwartaal;5438.0;3030.0;2408.0
87;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2006;5434.0;2976.0;2458.0
88;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2008 1e kwartaal;5457.0;3172.0;2285.0
89;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2008 2e kwartaal;5461.0;3209.0;2252.0
90;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2008 3e kwartaal;5466.0;3261.0;2205.0
91;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2008 4e kwartaal;5471.0;3253.0;2217.0
92;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2008;5464.0;3215.0;2248.0
93;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2009 1e kwartaal;5474.0;3247.0;2227.0
94;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2009 2e kwartaal;5476.0;3262.0;2214.0
95;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2009 3e kwartaal;5478.0;3281.0;2196.0
96;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2009 4e kwartaal;5480.0;3226.0;2253.0
97;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2009;5477.0;3252.0;2225.0
98;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2010 1e kwartaal;5482.0;3226.0;2256.0
99;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2010 2e kwartaal;5484.0;3249.0;2234.0
100;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2010 3e kwartaal;5486.0;3287.0;2199.0
101;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Geslacht: vrouwen;2010 4e kwartaal;5488.0;3278.0;2210.0
102;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2003 1e kwartaal;4242.0;2650.0;1593.0
103;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2003 2e kwartaal;4230.0;2664.0;1567.0
104;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2003 3e kwartaal;4213.0;2696.0;1516.0
105;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2003 4e kwartaal;4204.0;2616.0;1588.0
106;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2003;4202.0;2658.0;1544.0
107;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2004 1e kwartaal;4191.0;2554.0;1638.0
108;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2004 2e kwartaal;4170.0;2550.0;1620.0
109;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2004 3e kwartaal;4152.0;2595.0;1557.0
110;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2004 4e kwartaal;4134.0;2496.0;1638.0
111;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2004;4139.0;2542.0;1597.0
112;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2005 1e kwartaal;4122.0;2463.0;1659.0
113;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2005 2e kwartaal;4105.0;2500.0;1605.0
114;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2005 3e kwartaal;4083.0;2540.0;1543.0
115;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2005 4e kwartaal;4084.0;2494.0;1590.0
116;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2005;4074.0;2477.0;1597.0
117;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2006 1e kwartaal;4061.0;2454.0;1607.0
118;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2006 2e kwartaal;4045.0;2486.0;1559.0
119;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2006 3e kwartaal;4029.0;2539.0;1490.0
120;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2006 4e kwartaal;4010.0;2478.0;1532.0
121;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2006;4019.0;2475.0;1545.0
122;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2008 1e kwartaal;3970.0;2494.0;1476.0
123;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2008 2e kwartaal;3973.0;2531.0;1442.0
124;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2008 3e kwartaal;3975.0;2600.0;1375.0
125;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2008 4e kwartaal;3978.0;2528.0;1449.0
126;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2008;3974.0;2546.0;1428.0
127;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2009 1e kwartaal;3979.0;2481.0;1497.0
128;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2009 2e kwartaal;3979.0;2487.0;1491.0
129;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2009 3e kwartaal;3979.0;2531.0;1447.0
130;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2009 4e kwartaal;3979.0;2416.0;1563.0
131;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2009;3979.0;2478.0;1500.0
132;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2010 1e kwartaal;3980.0;2362.0;1618.0
133;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2010 2e kwartaal;3981.0;2389.0;1592.0
134;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2010 3e kwartaal;3983.0;2463.0;1520.0
135;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 15 tot 35 jaar;2010 4e kwartaal;3985.0;2406.0;1579.0
136;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2003 1e kwartaal;4858.0;3641.0;1217.0
137;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2003 2e kwartaal;4860.0;3625.0;1235.0
138;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2003 3e kwartaal;4870.0;3656.0;1214.0
139;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2003 4e kwartaal;4866.0;3655.0;1212.0
140;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2003;4867.0;3652.0;1215.0
141;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2004 1e kwartaal;4868.0;3644.0;1225.0
142;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2004 2e kwartaal;4874.0;3673.0;1201.0
143;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2004 3e kwartaal;4881.0;3675.0;1207.0
144;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2004 4e kwartaal;4897.0;3695.0;1202.0
145;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2004;4889.0;3665.0;1224.0
146;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2005 1e kwartaal;4900.0;3685.0;1215.0
147;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2005 2e kwartaal;4899.0;3716.0;1183.0
148;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2005 3e kwartaal;4908.0;3748.0;1160.0
149;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2005 4e kwartaal;4911.0;3765.0;1147.0
150;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2005;4916.0;3747.0;1169.0
151;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2006 1e kwartaal;4918.0;3771.0;1146.0
152;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2006 2e kwartaal;4923.0;3786.0;1136.0
153;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2006 3e kwartaal;4924.0;3819.0;1105.0
154;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2006 4e kwartaal;4940.0;3862.0;1078.0
155;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2006;4935.0;3820.0;1114.0
156;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2008 1e kwartaal;4938.0;3970.0;968.0
157;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2008 2e kwartaal;4935.0;3996.0;939.0
158;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2008 3e kwartaal;4933.0;4000.0;933.0
159;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2008 4e kwartaal;4930.0;4022.0;907.0
160;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2008;4934.0;4002.0;932.0
161;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2009 1e kwartaal;4925.0;4008.0;917.0
162;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2009 2e kwartaal;4918.0;4000.0;918.0
163;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2009 3e kwartaal;4910.0;3965.0;946.0
164;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2009 4e kwartaal;4903.0;3950.0;953.0
165;Potentiële beroepsbevolking 15 tot 65 jr;Totaal wel of geen langdurige aandoening;Leeftijd: 35 tot 55 jaar;2009;4914.0;3989.0;925.0
