ID;Geslacht;Leeftijd;Zorgkenmerken;DiagnosenGGZ;Perioden;PrimaireDiagnoses_1;PrimaireEnNevendiagnoses_2;PrimaireDiagnoses_3;PrimaireEnNevendiagnoses_4;PrimaireDiagnoses_5;PrimaireEnNevendiagnoses_6;PrimaireDiagnoses_7;PrimaireEnNevendiagnoses_8
12;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1 Totaal stoornissen in de kindertijd;2013;316235.0;379615;1882.0;2259;212450.0;254145;1264.0;1512
13;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1 Totaal stoornissen in de kindertijd;2014;289220.0;352030;1715.0;2087;258795.0;303680;1535.0;1801
14;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1 Totaal stoornissen in de kindertijd;2015;78355.0;127930;463.0;755;53735.0;86965;317.0;513
15;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1 Totaal stoornissen in de kindertijd;2016;74625.0;116690;438.0;685;48715.0;81965;286.0;481
16;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2009;;24740;;150;;16990;;103
17;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2010;;25170;;151;;18615;;112
18;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2011;;24870;;149;;17530;;105
19;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2012;;24490;;146;;17475;;104
20;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2013;;23505;;140;;17135;;102
21;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2014;;19385;;115;;15850;;94
22;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2015;;11245;;66;;7920;;47
23;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.1 Zwakzinnigheid;2016;;9640;;57;;7520;;44
24;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2009;9610.0;22270;58.0;135;4290.0;12200;26.0;74
25;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2010;17275.0;31405;104.0;189;9015.0;18585;54.0;112
26;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2011;27015.0;42145;162.0;252;14645.0;24720;88.0;148
27;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2012;36190.0;52145;216.0;311;20365.0;30825;122.0;184
28;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2013;35985.0;52815;214.0;314;23125.0;34515;138.0;205
29;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2014;36090.0;50225;214.0;298;36030.0;49285;214.0;292
30;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2015;90.0;2540;1.0;15;80.0;1740;0.0;10
31;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2 Totaal leerstoornissen;2016;35.0;1845;0.0;11;35.0;1470;0.0;9
32;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2009;6570.0;12800;40.0;77;2305.0;6055;14.0;37
33;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2010;13965.0;21390;84.0;129;6815.0;11735;41.0;71
34;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2011;23515.0;31685;141.0;190;12280.0;17605;74.0;105
35;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2012;33210.0;42230;198.0;252;18160.0;23985;108.0;143
36;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2013;33735.0;43445;201.0;259;21450.0;27930;128.0;166
37;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2014;34835.0;43095;207.0;256;34835.0;42575;207.0;252
38;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2015;5.0;1435;0.0;8;5.0;975;0.0;6
39;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.1 Leesstoornis;2016;0.0;1060;0.0;6;0.0;825;0.0;5
40;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2009;3035.0;10985;18.0;66;1985.0;7160;12.0;43
41;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2010;3315.0;11785;20.0;71;2200.0;7940;13.0;48
42;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2011;3500.0;12395;21.0;74;2365.0;8340;14.0;50
43;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2012;2985.0;11875;18.0;71;2210.0;8095;13.0;48
44;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2013;2250.0;11380;13.0;68;1680.0;7880;10.0;47
45;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2014;1255.0;8460;7.0;50;1195.0;7985;7.0;47
46;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2015;85.0;1245;1.0;7;75.0;855;0.0;5
47;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.2.2 Leerstoornis: overig of NAO;2016;35.0;905;0.0;5;30.0;740;0.0;4
48;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2009;280.0;1595;2.0;10;185.0;1005;1.0;6
49;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2010;280.0;1720;2.0;10;210.0;1245;1.0;7
50;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2011;255.0;1665;2.0;10;170.0;1135;1.0;7
51;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2012;255.0;1770;2.0;11;180.0;1190;1.0;7
52;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2013;215.0;1870;1.0;11;175.0;1280;1.0;8
53;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2014;135.0;1475;1.0;9;130.0;1450;1.0;9
54;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2015;5.0;80;0.0;0;5.0;50;0.0;0
55;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.3 Stoornissen motorische vaardigheden;2016;5.0;75;0.0;0;5.0;60;0.0;0
56;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2009;1240.0;3945;8.0;24;835.0;2545;5.0;15
57;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2010;1325.0;4245;8.0;26;905.0;2950;5.0;18
58;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2011;1195.0;4130;7.0;25;815.0;2810;5.0;17
59;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2012;1145.0;4220;7.0;25;770.0;2840;5.0;17
60;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2013;1070.0;4215;6.0;25;810.0;2965;5.0;18
61;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2014;645.0;3300;4.0;20;620.0;3110;4.0;18
62;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2015;70.0;440;0.0;3;60.0;320;0.0;2
63;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.4 Communicatiestoornissen;2016;45.0;310;0.0;2;25.0;240;0.0;1
64;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2009;73370.0;85665;444.0;518;48055.0;55875;291.0;338
65;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2010;79220.0;93445;477.0;562;55995.0;65660;337.0;395
66;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2011;84745.0;100310;508.0;601;59025.0;69535;354.0;417
67;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2012;87900.0;104100;525.0;621;60665.0;71570;362.0;427
68;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2013;93650.0;112020;557.0;667;64240.0;76245;382.0;454
69;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2014;87290.0;106020;518.0;629;75410.0;90090;447.0;534
70;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2015;33890.0;45165;200.0;267;23185.0;30675;137.0;181
71;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5 Totaal pervasieve ontwikk.stoorn.;2016;34605.0;43875;203.0;258;22860.0;30355;134.0;178
72;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2009;11890.0;13330;72.0;81;7765.0;8710;47.0;53
73;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2010;13140.0;14775;79.0;89;9275.0;10400;56.0;63
74;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2011;14350.0;16245;86.0;97;9890.0;11160;59.0;67
75;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2012;15275.0;17295;91.0;103;10465.0;11825;62.0;71
76;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2013;16915.0;19440;101.0;116;11550.0;13105;69.0;78
77;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2014;17325.0;20280;103.0;120;14345.0;16405;85.0;97
78;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2015;8635.0;11185;51.0;66;5645.0;7290;33.0;43
79;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.1 Perv.ontw.st.: autistische stoorn.;2016;10480.0;12805;62.0;75;6345.0;8155;37.0;48
80;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2009;61480.0;72615;372.0;439;40290.0;47330;244.0;286
81;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2010;66080.0;78980;398.0;475;46715.0;55460;281.0;334
82;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2011;70395.0;84375;422.0;505;49135.0;58595;294.0;351
83;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2012;72625.0;87090;433.0;520;50200.0;59920;300.0;358
84;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2013;76735.0;92875;457.0;553;52690.0;63340;314.0;377
85;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2014;69965.0;85985;415.0;510;61065.0;73885;362.0;438
86;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2015;25255.0;34100;149.0;201;17545.0;23450;104.0;138
87;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.5.2 Perv.ontw.st.: overig of NAO;2016;24125.0;31165;142.0;183;16515.0;22275;97.0;131
88;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2009;112290.0;148760;679.0;900;71515.0;93425;433.0;565
89;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2010;126525.0;170130;762.0;1024;87120.0;116100;524.0;699
90;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2011;135005.0;183535;809.0;1099;90865.0;122775;544.0;735
91;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2012;142060.0;193255;848.0;1153;94865.0;129085;566.0;770
92;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2013;150065.0;206970;893.0;1232;101500.0;138590;604.0;825
93;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2014;134340.0;191785;797.0;1137;116630.0;160805;692.0;953
94;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2015;42545.0;77730;251.0;459;29090.0;52340;172.0;309
95;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6 Totaal aandacht- en gedragsstoorn.;2016;38440.0;68120;226.0;400;24765.0;48130;145.0;283
96;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2009;95620.0;130195;578.0;788;60550.0;81255;366.0;492
97;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2010;110035.0;151740;662.0;913;75490.0;103105;454.0;621
98;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2011;119130.0;165785;714.0;993;80320.0;110990;481.0;665
99;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2012;124550.0;174185;743.0;1040;84090.0;117135;502.0;699
100;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2013;131075.0;186605;780.0;1110;88785.0;124975;528.0;744
101;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2014;118495.0;174865;703.0;1037;101260.0;144560;600.0;857
102;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2015;41175.0;75765;243.0;447;28065.0;50890;166.0;300
103;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.1 Aandachtstekort: hyperactiviteit;2016;37485.0;66655;220.0;391;24075.0;47035;141.0;276
104;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2009;16670.0;28025;101.0;170;10965.0;18335;66.0;111
105;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2010;16495.0;28380;99.0;171;11630.0;20060;70.0;121
106;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2011;15880.0;27610;95.0;165;10545.0;18615;63.0;112
107;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2012;17510.0;29250;105.0;175;10775.0;18845;64.0;112
108;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2013;18995.0;30750;113.0;183;12710.0;20780;76.0;124
109;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2014;15845.0;25815;94.0;153;15370.0;24905;91.0;148
110;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2015;1370.0;2640;8.0;16;1025.0;1925;6.0;11
111;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2 Totaal gedragsstoornissen;2016;955.0;1900;6.0;11;690.0;1450;4.0;9
112;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2009;3390.0;4690;21.0;28;2240.0;3075;14.0;19
113;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2010;3270.0;4590;20.0;28;2240.0;3140;13.0;19
114;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2011;3185.0;4415;19.0;26;2115.0;2950;13.0;18
115;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2012;3080.0;4265;18.0;25;1970.0;2765;12.0;17
116;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2013;3010.0;4155;18.0;25;2040.0;2790;12.0;17
117;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2014;2510.0;3540;15.0;21;2385.0;3310;14.0;20
118;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2015;350.0;620;2.0;4;270.0;460;2.0;3
119;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.1 Gedragsstoornis;2016;230.0;435;1.0;3;145.0;305;1.0;2
120;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2009;6995.0;14145;42.0;86;4660.0;9375;28.0;57
121;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2010;6830.0;14160;41.0;85;4890.0;10190;29.0;61
122;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2011;6250.0;13355;37.0;80;4235.0;9220;25.0;55
123;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2012;6495.0;13465;39.0;80;4115.0;9005;25.0;54
124;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2013;6775.0;13575;40.0;81;4535.0;9315;27.0;55
125;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2014;5760.0;11355;34.0;67;5625.0;11075;33.0;66
126;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2015;345.0;775;2.0;5;250.0;555;1.0;3
127;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.2 Gedrag: opposit.-opstandig;2016;205.0;510;1.0;3;160.0;400;1.0;2
128;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2009;6280.0;9425;38.0;57;4065.0;6035;25.0;37
129;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2010;6390.0;9850;38.0;59;4500.0;6875;27.0;41
130;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2011;6445.0;10050;39.0;60;4195.0;6580;25.0;39
131;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2012;7935.0;11720;47.0;70;4695.0;7200;28.0;43
132;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2013;9210.0;13240;55.0;79;6135.0;8815;37.0;52
133;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2014;7575.0;11115;45.0;66;7360.0;10710;44.0;64
134;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2015;670.0;1250;4.0;7;510.0;920;3.0;5
135;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.6.2.3 Gedrag: overig of NAO;2016;515.0;960;3.0;6;380.0;745;2.0;4
136;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2009;290.0;480;2.0;3;195.0;315;1.0;2
137;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2010;370.0;580;2.0;3;230.0;370;1.0;2
138;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2011;475.0;675;3.0;4;315.0;450;2.0;3
139;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2012;470.0;700;3.0;4;315.0;470;2.0;3
140;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2013;355.0;605;2.0;4;270.0;420;2.0;2
141;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2014;180.0;400;1.0;2;175.0;385;1.0;2
142;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2015;10.0;45;0.0;0;5.0;30;0.0;0
143;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.7 Voedings- en eetstoorn. kindertijd;2016;5.0;30;0.0;0;0.0;25;0.0;0
144;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2009;1980.0;5635;12.0;34;1380.0;3735;8.0;23
145;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2010;1995.0;5885;12.0;35;1425.0;4185;9.0;25
146;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2011;1905.0;5945;11.0;36;1355.0;4220;8.0;25
147;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2012;1880.0;5940;11.0;35;1340.0;4215;8.0;25
148;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2013;1890.0;6045;11.0;36;1335.0;4230;8.0;25
149;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2014;1725.0;5425;10.0;32;1535.0;4860;9.0;29
150;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2015;405.0;1435;2.0;8;315.0;1045;2.0;6
151;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8 Totaal Tic-stoornissen;2016;325.0;1105;2.0;7;240.0;855;1.0;5
152;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2009;1430.0;3155;9.0;19;1030.0;2155;6.0;13
153;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2010;1440.0;3275;9.0;20;1035.0;2320;6.0;14
154;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2011;1330.0;3265;8.0;20;975.0;2355;6.0;14
155;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2012;1300.0;3245;8.0;19;940.0;2345;6.0;14
156;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2013;1330.0;3315;8.0;20;945.0;2375;6.0;14
157;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2014;1225.0;2980;7.0;18;1080.0;2610;6.0;15
158;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2015;305.0;960;2.0;6;235.0;710;1.0;4
159;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.1 Tic-stoorn.: Gilles de la Tourette;2016;235.0;720;1.0;4;175.0;550;1.0;3
160;Totaal mannen en vrouwen;Totaal;Totaal zorgtrajecten;1.8.2 Tic-stoornis: Overig of NAO;2009;550.0;2500;3.0;15;355.0;1600;2.0;10
