ID;Geslacht;Leeftijd;SoortOpname;DiagnoseIndelingISHMT;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2;PersMet1OfMeerOpnamen_3;PersMet1OfMeerOpnPer10000Inw_4;Verpleegdagen_5;VerpleegdagenPer10000Inwoners_6;GemiddeldeVerpleegduur_7
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Sepsis;2021;2800.0;1.6;2690.0;1.5;;;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Sepsis;2022;2690.0;1.5;2620.0;1.4;;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2013;810.0;0.5;460.0;0.3;;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2014;735.0;0.4;335.0;0.2;;;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2015;495.0;0.3;285.0;0.2;;;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2016;420.0;0.2;280.0;0.2;;;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2017;320.0;0.2;235.0;0.1;;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2018;290.0;0.2;195.0;0.1;;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2019;295.0;0.2;195.0;0.1;;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2020;285.0;0.2;180.0;0.1;;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2021;350.0;0.2;215.0;0.1;;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 HIV-Humaan Immunodeficiëntievirus;2022;235.0;0.1;165.0;0.1;;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2013;20300.0;11.9;17050.0;10.0;;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2014;19725.0;11.5;17070.0;9.9;;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2015;18655.0;10.8;16625.0;9.6;;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2016;20120.0;11.6;17875.0;10.3;;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2017;20050.0;11.5;18180.0;10.4;;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2018;19660.0;11.2;17995.0;10.2;;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2019;19365.0;10.9;17550.0;9.9;;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2020;14740.0;8.3;13405.0;7.5;;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2021;14855.0;8.3;13540.0;7.6;;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Ov. infectieuze en paras. ziekten...;2022;17370.0;9.6;16080.0;8.9;;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2013;501875.0;293.0;226005.0;131.9;;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2014;480620.0;279.4;222790.0;129.5;;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2015;514710.0;297.7;225475.0;130.4;;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2016;542990.0;312.3;236215.0;135.8;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2017;541840.0;309.8;239225.0;136.8;;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2018;549270.0;312.1;236825.0;134.6;;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2019;575535.0;324.7;241175.0;136.1;;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2020;544140.0;305.7;219235.0;123.2;;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2021;580285.0;324.0;242815.0;135.6;;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2 Totaal nieuwvormingen;2022;572305.0;315.2;246775.0;135.9;;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2013;37440.0;21.9;17395.0;10.2;;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2014;38735.0;22.5;18880.0;11.0;;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2015;53000.0;30.7;21680.0;12.5;;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2016;54885.0;31.6;22700.0;13.1;;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2017;49930.0;28.5;21590.0;12.3;;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2018;47115.0;26.8;20670.0;11.7;;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2019;45245.0;25.5;19595.0;11.1;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2020;40655.0;22.8;16965.0;9.5;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2021;46610.0;26.0;19065.0;10.6;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.1 Kwaadaardige nieuwv. dikke darm...;2022;45440.0;25.0;18280.0;10.1;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2013;41890.0;24.5;15210.0;8.9;;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2014;39945.0;23.2;14440.0;8.4;;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2015;42100.0;24.4;15155.0;8.8;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2016;46980.0;27.0;16160.0;9.3;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2017;49135.0;28.1;16605.0;9.5;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2018;49710.0;28.2;17170.0;9.8;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2019;52610.0;29.7;18220.0;10.3;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2020;48695.0;27.4;17130.0;9.6;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2021;51270.0;28.6;17815.0;9.9;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.2 Kwaadaardige nieuwv. trachea...;2022;49825.0;27.4;17470.0;9.6;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2013;18325.0;10.7;13850.0;8.1;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2014;11920.0;6.9;9285.0;5.4;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2015;13245.0;7.7;10505.0;6.1;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2016;13800.0;7.9;10700.0;6.2;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2017;12575.0;7.2;10090.0;5.8;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2018;10985.0;6.2;9025.0;5.1;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2019;12670.0;7.1;9635.0;5.4;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2020;10625.0;6.0;8540.0;4.8;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2021;10565.0;5.9;8800.0;4.9;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.3 Kwaadaardige nieuwv. huid;2022;10965.0;6.0;9180.0;5.1;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2013;47340.0;27.6;19060.0;11.1;;;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2014;42590.0;24.8;17995.0;10.5;;;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2015;64590.0;37.4;19730.0;11.4;;;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2016;68060.0;39.1;20585.0;11.8;;;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2017;69730.0;39.9;20585.0;11.8;;;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2018;73070.0;41.5;20375.0;11.6;;;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2019;78455.0;44.3;21765.0;12.3;;;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2020;74450.0;41.8;19395.0;10.9;;;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2021;88460.0;49.4;22660.0;12.7;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.4 Kwaadaardige nieuwv. borst;2022;88975.0;49.0;22970.0;12.7;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2013;6265.0;3.7;3315.0;1.9;;;
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2014;5800.0;3.4;3030.0;1.8;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2015;6780.0;3.9;3095.0;1.8;;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2016;7400.0;4.3;3215.0;1.8;;;
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2017;8070.0;4.6;3455.0;2.0;;;
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2018;7885.0;4.5;3500.0;2.0;;;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2019;8530.0;4.8;3680.0;2.1;;;
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2020;7790.0;4.4;3580.0;2.0;;;
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2021;8625.0;4.8;3910.0;2.2;;;
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.5 Kwaadaardige nieuwv. uterus;2022;8445.0;4.7;3845.0;2.1;;;
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2013;7970.0;4.7;2500.0;1.5;;;
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2014;7840.0;4.6;2455.0;1.4;;;
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2015;9965.0;5.8;2600.0;1.5;;;
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2016;11055.0;6.4;2700.0;1.6;;;
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2017;11145.0;6.4;2785.0;1.6;;;
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2018;11505.0;6.5;2785.0;1.6;;;
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2019;11430.0;6.5;2830.0;1.6;;;
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2020;11315.0;6.4;2750.0;1.5;;;
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2021;11390.0;6.4;2670.0;1.5;;;
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.6 Kwaadaardige nieuwv. eierstok;2022;11370.0;6.3;2745.0;1.5;;;
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2013;15650.0;9.1;9100.0;5.3;;;
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2014;14995.0;8.7;8655.0;5.0;;;
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2015;16075.0;9.3;8950.0;5.2;;;
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2016;17905.0;10.3;9660.0;5.6;;;
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2017;17300.0;9.9;10120.0;5.8;;;
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2018;17275.0;9.8;9910.0;5.6;;;
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2019;18280.0;10.3;10505.0;5.9;;;
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2020;17120.0;9.6;9725.0;5.5;;;
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2021;18400.0;10.3;10315.0;5.8;;;
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.7 Kwaadaardige nieuwv. prostaat;2022;20655.0;11.4;10950.0;6.0;;;
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2013;15205.0;8.9;8315.0;4.9;;;
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2014;13670.0;7.9;7920.0;4.6;;;
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2015;15800.0;9.1;8195.0;4.7;;;
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2016;15170.0;8.7;7790.0;4.5;;;
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2017;13965.0;8.0;7365.0;4.2;;;
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2018;12780.0;7.3;7030.0;4.0;;;
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2019;12940.0;7.3;7010.0;4.0;;;
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2020;12585.0;7.1;6770.0;3.8;;;
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2021;13005.0;7.3;7035.0;3.9;;;
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.8 Kwaadaardige nieuwv. urineblaas;2022;12890.0;7.1;6890.0;3.8;;;
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.9 Overige kwaadaardige nieuwvormingen;2013;215010.0;125.5;65455.0;38.2;;;
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;2.9 Overige kwaadaardige nieuwvormingen;2014;201835.0;117.3;66830.0;38.9;;;
