ID;TeeltsectorenEnGewassen;Gewasbeschermingsmiddelen;Perioden;OppervlakteMetGewasbescherming_1;GebruikInKilogramWerkzameStof_2;DoseringPerJaarPerHectare_3
36;Totaal gewassen/teeltsectoren;Ametoctradin;2012;6432.0;4287.0;0.7
37;Totaal gewassen/teeltsectoren;Ametoctradin;2016;7718.0;3448.0;0.4
38;Totaal gewassen/teeltsectoren;Amidosulfuron;2012;0.0;0.0;
39;Totaal gewassen/teeltsectoren;Amidosulfuron;2016;609.0;5.0;0.0
40;Totaal gewassen/teeltsectoren;Amisulbrom;2012;7037.0;758.0;0.1
41;Totaal gewassen/teeltsectoren;Amisulbrom;2016;27952.0;8002.0;0.3
42;Totaal gewassen/teeltsectoren;Amitrol;2012;11687.0;17547.0;1.5
43;Totaal gewassen/teeltsectoren;Amitrol;2016;4410.0;7159.0;1.6
44;Totaal gewassen/teeltsectoren;Asulam;2012;13526.0;23421.0;1.7
45;Totaal gewassen/teeltsectoren;Asulam;2016;10464.0;16429.0;1.6
46;Totaal gewassen/teeltsectoren;Aureobasidium pullulans  DSM 14940;2012;0.0;0.0;
47;Totaal gewassen/teeltsectoren;Aureobasidium pullulans  DSM 14940;2016;96.0;136.0;1.4
48;Totaal gewassen/teeltsectoren;Azadirachtin;2012;1924.0;477.0;0.2
49;Totaal gewassen/teeltsectoren;Azadirachtin;2016;1695.0;480.0;0.3
50;Totaal gewassen/teeltsectoren;Azoxystrobin;2012;50801.0;22196.0;0.4
51;Totaal gewassen/teeltsectoren;Azoxystrobin;2016;58979.0;24472.0;0.4
52;Totaal gewassen/teeltsectoren;Bacillus subtilis stam QST 713;2012;0.0;0.0;
53;Totaal gewassen/teeltsectoren;Bacillus subtilis stam QST 713;2016;2019.0;485.0;0.2
54;Totaal gewassen/teeltsectoren;Bacillus thuringiensis subsp. aizawai;2012;3414.0;3722.0;1.1
55;Totaal gewassen/teeltsectoren;Bacillus thuringiensis subsp. aizawai;2016;3074.0;4337.0;1.4
56;Totaal gewassen/teeltsectoren;Bacillus thuringiensis subsp. kurstaki;2012;0.0;0.0;
57;Totaal gewassen/teeltsectoren;Bacillus thuringiensis subsp. kurstaki;2016;563.0;656.0;1.2
58;Totaal gewassen/teeltsectoren;Beauveria bassiana stam GHA;2012;1267.0;1241.0;1.0
59;Totaal gewassen/teeltsectoren;Beauveria bassiana stam GHA;2016;1595.0;2198.0;1.4
60;Totaal gewassen/teeltsectoren;Benfluralin;2012;0.0;0.0;
61;Totaal gewassen/teeltsectoren;Benfluralin;2016;3880.0;5554.0;1.4
62;Totaal gewassen/teeltsectoren;Bentazon;2012;42999.0;12728.0;0.3
63;Totaal gewassen/teeltsectoren;Bentazon;2016;33880.0;8231.0;0.2
64;Totaal gewassen/teeltsectoren;Benthiavalicarb-isopropyl;2012;30164.0;4472.0;0.1
65;Totaal gewassen/teeltsectoren;Benthiavalicarb-isopropyl;2016;60645.0;6396.0;0.1
66;Totaal gewassen/teeltsectoren;Benzoezuur;2012;217.0;408.0;1.9
67;Totaal gewassen/teeltsectoren;Benzoezuur;2016;383.0;389.0;1.0
68;Totaal gewassen/teeltsectoren;Bifenazaat;2012;4079.0;934.0;0.2
69;Totaal gewassen/teeltsectoren;Bifenazaat;2016;3981.0;698.0;0.2
70;Totaal gewassen/teeltsectoren;Bifenox;2012;11521.0;5971.0;0.5
71;Totaal gewassen/teeltsectoren;Bifenox;2016;2657.0;743.0;0.3
72;Totaal gewassen/teeltsectoren;Bitertanol;2012;794.0;385.0;0.5
73;Totaal gewassen/teeltsectoren;Bitertanol;2016;15.0;0.0;0.0
74;Totaal gewassen/teeltsectoren;Bixafen;2012;94668.0;6525.0;0.1
75;Totaal gewassen/teeltsectoren;Bixafen;2016;65547.0;3798.0;0.1
76;Totaal gewassen/teeltsectoren;Boscalid;2012;104738.0;21955.0;0.2
77;Totaal gewassen/teeltsectoren;Boscalid;2016;83324.0;17373.0;0.2
78;Totaal gewassen/teeltsectoren;Bromoxynil;2012;218.0;46.0;0.2
79;Totaal gewassen/teeltsectoren;Bromoxynil;2016;21210.0;3167.0;0.1
80;Totaal gewassen/teeltsectoren;Bromuconazool;2012;0.0;0.0;
81;Totaal gewassen/teeltsectoren;Bromuconazool;2016;2814.0;340.0;0.1
82;Totaal gewassen/teeltsectoren;Bupirimaat;2012;12554.0;6060.0;0.5
83;Totaal gewassen/teeltsectoren;Bupirimaat;2016;9459.0;3064.0;0.3
84;Totaal gewassen/teeltsectoren;Calcium(poly)sulfide;2012;144.0;675.0;4.7
85;Totaal gewassen/teeltsectoren;Calcium(poly)sulfide;2016;0.0;0.0;
86;Totaal gewassen/teeltsectoren;Captan;2012;30655.0;329481.0;10.7
87;Totaal gewassen/teeltsectoren;Captan;2016;29472.0;305950.0;10.4
88;Totaal gewassen/teeltsectoren;Carbetamide;2012;5373.0;5083.0;0.9
89;Totaal gewassen/teeltsectoren;Carbetamide;2016;4953.0;3020.0;0.6
90;Totaal gewassen/teeltsectoren;Carfentrazone-ethyl;2012;45964.0;2664.0;0.1
91;Totaal gewassen/teeltsectoren;Carfentrazone-ethyl;2016;48568.0;2460.0;0.1
92;Totaal gewassen/teeltsectoren;Chloormequat;2012;122983.0;108059.0;0.9
93;Totaal gewassen/teeltsectoren;Chloormequat;2016;96861.0;86428.0;0.9
94;Totaal gewassen/teeltsectoren;Chloorprofam;2012;64558.0;73180.0;1.1
95;Totaal gewassen/teeltsectoren;Chloorprofam;2016;56317.0;57995.0;1.0
96;Totaal gewassen/teeltsectoren;Chloorthalonil;2012;44765.0;49539.0;1.1
97;Totaal gewassen/teeltsectoren;Chloorthalonil;2016;46154.0;45457.0;1.0
98;Totaal gewassen/teeltsectoren;Chlorantraniliprole;2012;11010.0;706.0;0.1
99;Totaal gewassen/teeltsectoren;Chlorantraniliprole;2016;24235.0;1844.0;0.1
100;Totaal gewassen/teeltsectoren;Chloridazon;2012;68452.0;76662.0;1.1
101;Totaal gewassen/teeltsectoren;Chloridazon;2016;58855.0;56829.0;1.0
102;Totaal gewassen/teeltsectoren;Clethodim;2012;0.0;0.0;
103;Totaal gewassen/teeltsectoren;Clethodim;2016;18450.0;2321.0;0.1
104;Totaal gewassen/teeltsectoren;Clodinafop-propargyl;2012;0.0;0.0;
105;Totaal gewassen/teeltsectoren;Clodinafop-propargyl;2016;10.0;0.0;0.0
106;Totaal gewassen/teeltsectoren;Clofentezin;2012;228.0;33.0;0.1
107;Totaal gewassen/teeltsectoren;Clofentezin;2016;1443.0;129.0;0.1
108;Totaal gewassen/teeltsectoren;Clomazone;2012;27695.0;2224.0;0.1
109;Totaal gewassen/teeltsectoren;Clomazone;2016;42215.0;2462.0;0.1
110;Totaal gewassen/teeltsectoren;Clopyralid;2012;16584.0;970.0;0.1
111;Totaal gewassen/teeltsectoren;Clopyralid;2016;74080.0;2758.0;0.0
112;Totaal gewassen/teeltsectoren;Coniothyrium minitans stam CON/M/91-8;2012;1441.0;125.0;0.1
113;Totaal gewassen/teeltsectoren;Coniothyrium minitans stam CON/M/91-8;2016;1355.0;193.0;0.1
114;Totaal gewassen/teeltsectoren;COS-OGA;2012;0.0;0.0;
115;Totaal gewassen/teeltsectoren;COS-OGA;2016;161.0;9.0;0.1
116;Totaal gewassen/teeltsectoren;Cyazofamide;2012;86454.0;34198.0;0.4
117;Totaal gewassen/teeltsectoren;Cyazofamide;2016;118102.0;33851.0;0.3
118;Totaal gewassen/teeltsectoren;Cycloxydim;2012;17656.0;2756.0;0.2
119;Totaal gewassen/teeltsectoren;Cycloxydim;2016;12629.0;1962.0;0.2
120;Totaal gewassen/teeltsectoren;Cydia pomonella granulose virus;2012;4159.0;20.0;0.0
121;Totaal gewassen/teeltsectoren;Cydia pomonella granulose virus;2016;1583.0;5.0;0.0
122;Totaal gewassen/teeltsectoren;Cyflufenamide;2012;0.0;0.0;
123;Totaal gewassen/teeltsectoren;Cyflufenamide;2016;3081.0;87.0;0.0
124;Totaal gewassen/teeltsectoren;Cyflumetofen;2012;1945.0;1088.0;0.6
125;Totaal gewassen/teeltsectoren;Cyflumetofen;2016;1787.0;715.0;0.4
126;Totaal gewassen/teeltsectoren;Cymoxanil;2012;58594.0;33446.0;0.6
127;Totaal gewassen/teeltsectoren;Cymoxanil;2016;104165.0;46148.0;0.4
128;Totaal gewassen/teeltsectoren;Cyproconazool;2012;29851.0;2417.0;0.1
129;Totaal gewassen/teeltsectoren;Cyproconazool;2016;19175.0;1469.0;0.1
130;Totaal gewassen/teeltsectoren;Cyprodinil;2012;15004.0;6122.0;0.4
131;Totaal gewassen/teeltsectoren;Cyprodinil;2016;27575.0;10237.0;0.4
132;Totaal gewassen/teeltsectoren;Cyromazine;2012;1334.0;256.0;0.2
133;Totaal gewassen/teeltsectoren;Cyromazine;2016;567.0;166.0;0.3
134;Totaal gewassen/teeltsectoren;Daminozide;2012;2252.0;28409.0;12.6
135;Totaal gewassen/teeltsectoren;Daminozide;2016;1372.0;15679.0;11.4
136;Totaal gewassen/teeltsectoren;Dazomet;2012;645.0;9358.0;14.5
137;Totaal gewassen/teeltsectoren;Dazomet;2016;0.0;0.0;
138;Totaal gewassen/teeltsectoren;Deltamethrin;2012;64534.0;1408.0;0.0
139;Totaal gewassen/teeltsectoren;Deltamethrin;2016;50357.0;618.0;0.0
140;Totaal gewassen/teeltsectoren;Desmedifam;2012;24983.0;2007.0;0.1
141;Totaal gewassen/teeltsectoren;Desmedifam;2016;35990.0;5159.0;0.1
142;Totaal gewassen/teeltsectoren;Dicamba;2012;3039.0;630.0;0.2
143;Totaal gewassen/teeltsectoren;Dicamba;2016;12434.0;1385.0;0.1
144;Totaal gewassen/teeltsectoren;Didecyldimethylammoniumchloride;2012;;;
145;Totaal gewassen/teeltsectoren;Didecyldimethylammoniumchloride;2016;;;
146;Totaal gewassen/teeltsectoren;Diethofencarb;2012;10.0;1.0;0.1
147;Totaal gewassen/teeltsectoren;Diethofencarb;2016;0.0;0.0;
148;Totaal gewassen/teeltsectoren;Difenoconazool;2012;43136.0;6443.0;0.1
149;Totaal gewassen/teeltsectoren;Difenoconazool;2016;125711.0;32061.0;0.3
150;Totaal gewassen/teeltsectoren;Diflufenican;2012;7600.0;2289.0;0.3
151;Totaal gewassen/teeltsectoren;Diflufenican;2016;30677.0;3190.0;0.1
152;Totaal gewassen/teeltsectoren;Dimethenamide-P;2012;198573.0;127340.0;0.6
153;Totaal gewassen/teeltsectoren;Dimethenamide-P;2016;211015.0;120109.0;0.6
154;Totaal gewassen/teeltsectoren;Dimethoaat;2012;9822.0;3639.0;0.4
155;Totaal gewassen/teeltsectoren;Dimethoaat;2016;184.0;191.0;1.0
156;Totaal gewassen/teeltsectoren;Dimethomorf;2012;26094.0;20403.0;0.8
157;Totaal gewassen/teeltsectoren;Dimethomorf;2016;31348.0;15002.0;0.5
158;Totaal gewassen/teeltsectoren;Diquatdibromide;2012;86771.0;91940.0;1.1
159;Totaal gewassen/teeltsectoren;Diquatdibromide;2016;112612.0;184944.0;1.6
160;Totaal gewassen/teeltsectoren;Dithianon;2012;11883.0;15989.0;1.3
161;Totaal gewassen/teeltsectoren;Dithianon;2016;11829.0;15408.0;1.3
162;Totaal gewassen/teeltsectoren;Dodemorf;2012;448.0;17000.0;37.9
163;Totaal gewassen/teeltsectoren;Dodemorf;2016;245.0;9614.0;39.2
164;Totaal gewassen/teeltsectoren;Dodine;2012;10421.0;8325.0;0.8
165;Totaal gewassen/teeltsectoren;Dodine;2016;11023.0;11794.0;1.1
166;Totaal gewassen/teeltsectoren;Emamectin benzoaat;2012;4103.0;150.0;0.0
167;Totaal gewassen/teeltsectoren;Emamectin benzoaat;2016;1130.0;35.0;0.0
168;Totaal gewassen/teeltsectoren;Epoxiconazool;2012;126399.0;15105.0;0.1
169;Totaal gewassen/teeltsectoren;Epoxiconazool;2016;157782.0;17055.0;0.1
170;Totaal gewassen/teeltsectoren;Esfenvaleraat;2012;92267.0;3334.0;0.0
171;Totaal gewassen/teeltsectoren;Esfenvaleraat;2016;117038.0;3613.0;0.0
172;Totaal gewassen/teeltsectoren;Ethefon;2012;3429.0;1296.0;0.4
173;Totaal gewassen/teeltsectoren;Ethefon;2016;9246.0;1338.0;0.1
174;Totaal gewassen/teeltsectoren;Ethofumesaat;2012;74301.0;55422.0;0.7
175;Totaal gewassen/teeltsectoren;Ethofumesaat;2016;64752.0;27105.0;0.4
176;Totaal gewassen/teeltsectoren;Ethoprofos;2012;5932.0;5466.0;0.9
177;Totaal gewassen/teeltsectoren;Ethoprofos;2016;10170.0;12062.0;1.2
178;Totaal gewassen/teeltsectoren;Ethyleen;2012;0.0;0.0;
179;Totaal gewassen/teeltsectoren;Ethyleen;2016;6.0;98.0;16.5
180;Totaal gewassen/teeltsectoren;Etoxazool;2012;547.0;136.0;0.2
181;Totaal gewassen/teeltsectoren;Etoxazool;2016;388.0;50.0;0.1
182;Totaal gewassen/teeltsectoren;Etridiazool;2012;1926.0;7982.0;4.1
183;Totaal gewassen/teeltsectoren;Etridiazool;2016;2121.0;5418.0;2.6
184;Totaal gewassen/teeltsectoren;Famoxadone;2012;287.0;20.0;0.1
185;Totaal gewassen/teeltsectoren;Famoxadone;2016;131.0;31.0;0.2
186;Totaal gewassen/teeltsectoren;Fenamidone;2012;5111.0;953.0;0.2
187;Totaal gewassen/teeltsectoren;Fenamidone;2016;4372.0;381.0;0.1
188;Totaal gewassen/teeltsectoren;Fenhexamide;2012;4062.0;5261.0;1.3
189;Totaal gewassen/teeltsectoren;Fenhexamide;2016;2500.0;1641.0;0.7
190;Totaal gewassen/teeltsectoren;Fenmedifam;2012;72856.0;29754.0;0.4
191;Totaal gewassen/teeltsectoren;Fenmedifam;2016;64759.0;26559.0;0.4
192;Totaal gewassen/teeltsectoren;Fenoxaprop-P-ethyl;2012;4101.0;319.0;0.1
193;Totaal gewassen/teeltsectoren;Fenoxaprop-P-ethyl;2016;2927.0;146.0;0.0
194;Totaal gewassen/teeltsectoren;Fenoxycarb;2012;5164.0;389.0;0.1
195;Totaal gewassen/teeltsectoren;Fenoxycarb;2016;1876.0;192.0;0.1
196;Totaal gewassen/teeltsectoren;Fenpropidin;2012;10309.0;10611.0;1.0
197;Totaal gewassen/teeltsectoren;Fenpropidin;2016;17411.0;6978.0;0.4
198;Totaal gewassen/teeltsectoren;Fenpropimorf;2012;104675.0;30970.0;0.3
199;Totaal gewassen/teeltsectoren;Fenpropimorf;2016;39250.0;9052.0;0.2
200;Totaal gewassen/teeltsectoren;Fenpyrazamine;2012;0.0;0.0;
201;Totaal gewassen/teeltsectoren;Fenpyrazamine;2016;538.0;86.0;0.2
202;Totaal gewassen/teeltsectoren;Flonicamid;2012;42298.0;5130.0;0.1
203;Totaal gewassen/teeltsectoren;Flonicamid;2016;50342.0;7672.0;0.2
204;Totaal gewassen/teeltsectoren;Florasulam;2012;243738.0;939.0;0.0
205;Totaal gewassen/teeltsectoren;Florasulam;2016;250029.0;602.0;0.0
206;Totaal gewassen/teeltsectoren;Fluazifop-P-butyl;2012;33287.0;3706.0;0.1
207;Totaal gewassen/teeltsectoren;Fluazifop-P-butyl;2016;13091.0;1356.0;0.1
208;Totaal gewassen/teeltsectoren;Fluazinam;2012;69635.0;47915.0;0.7
209;Totaal gewassen/teeltsectoren;Fluazinam;2016;22157.0;9176.0;0.4
210;Totaal gewassen/teeltsectoren;Flubendiamide;2012;1939.0;439.0;0.2
211;Totaal gewassen/teeltsectoren;Flubendiamide;2016;1116.0;288.0;0.3
212;Totaal gewassen/teeltsectoren;Fludioxonil;2012;14901.0;3990.0;0.3
213;Totaal gewassen/teeltsectoren;Fludioxonil;2016;16719.0;5878.0;0.4
214;Totaal gewassen/teeltsectoren;Flufenacet;2012;0.0;0.0;
215;Totaal gewassen/teeltsectoren;Flufenacet;2016;20965.0;3786.0;0.2
216;Totaal gewassen/teeltsectoren;Flumioxazin;2012;56.0;16.0;0.3
217;Totaal gewassen/teeltsectoren;Flumioxazin;2016;972.0;152.0;0.2
218;Totaal gewassen/teeltsectoren;Fluopicolide;2012;84249.0;29042.0;0.3
219;Totaal gewassen/teeltsectoren;Fluopicolide;2016;106111.0;28252.0;0.3
220;Totaal gewassen/teeltsectoren;Fluopyram;2012;0.0;0.0;
221;Totaal gewassen/teeltsectoren;Fluopyram;2016;52044.0;11365.0;0.2
222;Totaal gewassen/teeltsectoren;Fluoxastrobin;2012;40622.0;11243.0;0.3
223;Totaal gewassen/teeltsectoren;Fluoxastrobin;2016;36897.0;10002.0;0.3
224;Totaal gewassen/teeltsectoren;Flupyrsulfuron-methyl;2012;0.0;0.0;
225;Totaal gewassen/teeltsectoren;Flupyrsulfuron-methyl;2016;8918.0;3369.0;0.4
226;Totaal gewassen/teeltsectoren;Fluroxypyr;2012;246264.0;53194.0;0.2
227;Totaal gewassen/teeltsectoren;Fluroxypyr;2016;229726.0;22320.0;0.1
228;Totaal gewassen/teeltsectoren;Flutolanil;2012;10763.0;5854.0;0.5
229;Totaal gewassen/teeltsectoren;Flutolanil;2016;8784.0;3080.0;0.4
230;Totaal gewassen/teeltsectoren;Fluxapyroxad;2012;16843.0;1748.0;0.1
231;Totaal gewassen/teeltsectoren;Fluxapyroxad;2016;69058.0;6900.0;0.1
232;Totaal gewassen/teeltsectoren;Folpet;2012;18958.0;52656.0;2.8
233;Totaal gewassen/teeltsectoren;Folpet;2016;15081.0;36037.0;2.4
234;Totaal gewassen/teeltsectoren;Foramsulfuron;2012;18840.0;4636.0;0.2
235;Totaal gewassen/teeltsectoren;Foramsulfuron;2016;9204.0;629.0;0.1
236;Totaal gewassen/teeltsectoren;Formetanaat;2012;0.0;0.0;
237;Totaal gewassen/teeltsectoren;Formetanaat;2016;824.0;800.0;1.0
238;Totaal gewassen/teeltsectoren;Fosetyl;2012;7520.0;12649.0;1.7
239;Totaal gewassen/teeltsectoren;Fosetyl;2016;5055.0;6967.0;1.4
240;Totaal gewassen/teeltsectoren;Fosthiazaat;2012;935.0;656.0;0.7
241;Totaal gewassen/teeltsectoren;Fosthiazaat;2016;26124.0;24385.0;0.9
242;Totaal gewassen/teeltsectoren;Gibberellin A4 + A7;2012;10273.0;76.0;0.0
243;Totaal gewassen/teeltsectoren;Gibberellin A4 + A7;2016;6738.0;34.0;0.0
244;Totaal gewassen/teeltsectoren;Gibberellinezuur;2012;4497.0;380.0;0.1
245;Totaal gewassen/teeltsectoren;Gibberellinezuur;2016;3160.0;831.0;0.3
246;Totaal gewassen/teeltsectoren;Gliocladium catenulatum stam J1446;2012;189.0;90.0;0.5
247;Totaal gewassen/teeltsectoren;Gliocladium catenulatum stam J1446;2016;24.0;75.0;3.1
248;Totaal gewassen/teeltsectoren;Glufosinaat-ammonium;2012;37785.0;13534.0;0.4
249;Totaal gewassen/teeltsectoren;Glufosinaat-ammonium;2016;27389.0;7305.0;0.3
250;Totaal gewassen/teeltsectoren;Glyfosaat;2012;141336.0;207346.0;1.5
251;Totaal gewassen/teeltsectoren;Glyfosaat;2016;156018.0;190262.0;1.2
252;Totaal gewassen/teeltsectoren;Haloxyfop-P-methyl;2012;0.0;0.0;
253;Totaal gewassen/teeltsectoren;Haloxyfop-P-methyl;2016;11535.0;1157.0;0.1
254;Totaal gewassen/teeltsectoren;Hexythiazox;2012;3367.0;228.0;0.1
255;Totaal gewassen/teeltsectoren;Hexythiazox;2016;2027.0;168.0;0.1
256;Totaal gewassen/teeltsectoren;IJzer(II)sulfaat;2012;29.0;947.0;33.0
257;Totaal gewassen/teeltsectoren;IJzer(II)sulfaat;2016;13.0;738.0;58.3
258;Totaal gewassen/teeltsectoren;IJzer(III)fosfaat;2012;1487.0;431.0;0.3
259;Totaal gewassen/teeltsectoren;IJzer(III)fosfaat;2016;15627.0;4262.0;0.3
260;Totaal gewassen/teeltsectoren;Imazalil;2012;19219.0;6630.0;0.3
261;Totaal gewassen/teeltsectoren;Imazalil;2016;3053.0;686.0;0.2
262;Totaal gewassen/teeltsectoren;Imazamox;2012;0.0;0.0;
263;Totaal gewassen/teeltsectoren;Imazamox;2016;1927.0;48.0;0.0
264;Totaal gewassen/teeltsectoren;Imidacloprid;2012;13331.0;3783.0;0.3
265;Totaal gewassen/teeltsectoren;Imidacloprid;2016;3106.0;588.0;0.2
266;Totaal gewassen/teeltsectoren;Indolylboterzuur;2012;441.0;11.0;0.0
267;Totaal gewassen/teeltsectoren;Indolylboterzuur;2016;381.0;6.0;0.0
268;Totaal gewassen/teeltsectoren;Indoxacarb;2012;13526.0;1516.0;0.1
269;Totaal gewassen/teeltsectoren;Indoxacarb;2016;8066.0;931.0;0.1
270;Totaal gewassen/teeltsectoren;Iodosulfuron-methyl-natrium;2012;121842.0;917.0;0.0
271;Totaal gewassen/teeltsectoren;Iodosulfuron-methyl-natrium;2016;92571.0;380.0;0.0
272;Totaal gewassen/teeltsectoren;Ioxynil;2012;827.0;605.0;0.7
273;Totaal gewassen/teeltsectoren;Ioxynil;2016;0.0;0.0;
274;Totaal gewassen/teeltsectoren;Ioxynil octanoaat;2012;19424.0;2878.0;0.1
275;Totaal gewassen/teeltsectoren;Ioxynil octanoaat;2016;5992.0;663.0;0.1
276;Totaal gewassen/teeltsectoren;Iprodion;2012;13604.0;10342.0;0.8
277;Totaal gewassen/teeltsectoren;Iprodion;2016;12709.0;6196.0;0.5
278;Totaal gewassen/teeltsectoren;Isaria Fumosorosea Apopka Stam 97;2012;202.0;57.0;0.3
279;Totaal gewassen/teeltsectoren;Isaria Fumosorosea Apopka Stam 97;2016;118.0;42.0;0.4
280;Totaal gewassen/teeltsectoren;Isoproturon;2012;7600.0;19679.0;2.6
281;Totaal gewassen/teeltsectoren;Isoproturon;2016;4505.0;930.0;0.2
282;Totaal gewassen/teeltsectoren;Isopyrazam;2012;131.0;32.0;0.2
283;Totaal gewassen/teeltsectoren;Isopyrazam;2016;70752.0;6486.0;0.1
284;Totaal gewassen/teeltsectoren;Isoxaflutool;2012;6217.0;156.0;0.0
285;Totaal gewassen/teeltsectoren;Isoxaflutool;2016;667.0;41.0;0.1
286;Totaal gewassen/teeltsectoren;Kaliumfosfonaten;2012;0.0;0.0;
287;Totaal gewassen/teeltsectoren;Kaliumfosfonaten;2016;1081.0;2226.0;2.1
288;Totaal gewassen/teeltsectoren;Kaliumjodide;2012;679.0;109.0;0.2
289;Totaal gewassen/teeltsectoren;Kaliumjodide;2016;0.0;0.0;
290;Totaal gewassen/teeltsectoren;Kaliumthiocyanaat;2012;679.0;46.0;0.1
291;Totaal gewassen/teeltsectoren;Kaliumthiocyanaat;2016;0.0;0.0;
292;Totaal gewassen/teeltsectoren;Kalium waterstofcarbonaat;2012;144.0;979.0;6.8
293;Totaal gewassen/teeltsectoren;Kalium waterstofcarbonaat;2016;851.0;5371.0;6.3
294;Totaal gewassen/teeltsectoren;Koolzaadolie;2012;178.0;1621.0;9.1
295;Totaal gewassen/teeltsectoren;Koolzaadolie;2016;1429.0;8627.0;6.0
296;Totaal gewassen/teeltsectoren;Kresoxim-methyl;2012;25504.0;7154.0;0.3
297;Totaal gewassen/teeltsectoren;Kresoxim-methyl;2016;21896.0;5444.0;0.2
298;Totaal gewassen/teeltsectoren;Lambda-cyhalothrin;2012;105204.0;1633.0;0.0
299;Totaal gewassen/teeltsectoren;Lambda-cyhalothrin;2016;90339.0;1536.0;0.0
300;Totaal gewassen/teeltsectoren;Laminarin;2012;129.0;10.0;0.1
301;Totaal gewassen/teeltsectoren;Laminarin;2016;245.0;11.0;0.0
302;Totaal gewassen/teeltsectoren;Lecanicillium muscarium stam Ve6;2012;200.0;121.0;0.6
303;Totaal gewassen/teeltsectoren;Lecanicillium muscarium stam Ve6;2016;357.0;76.0;0.2
304;Totaal gewassen/teeltsectoren;Lenacil;2012;0.0;0.0;
305;Totaal gewassen/teeltsectoren;Lenacil;2016;30001.0;2462.0;0.1
306;Totaal gewassen/teeltsectoren;Linuron;2012;128516.0;72613.0;0.6
307;Totaal gewassen/teeltsectoren;Linuron;2016;111142.0;64693.0;0.6
