ID;Geslacht;Persoonskenmerken;Beroep;Perioden;WerkzameBeroepsbevolking_1
78;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016 4e kwartaal;792
79;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2016;798
80;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 1e kwartaal;798
81;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 2e kwartaal;824
82;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 3e kwartaal;819
83;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017 4e kwartaal;840
84;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2017;820
85;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 1e kwartaal;832
86;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 2e kwartaal;841
87;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 3e kwartaal;852
88;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018 4e kwartaal;841
89;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2018;841
90;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 1e kwartaal;833
91;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 2e kwartaal;846
92;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 3e kwartaal;850
93;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019 4e kwartaal;839
94;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2019;842
95;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 1e kwartaal;827
96;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 2e kwartaal;827
97;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 3e kwartaal;838
98;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020 4e kwartaal;810
99;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2020;825
100;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 1e kwartaal;725
101;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 2e kwartaal;736
102;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 3e kwartaal;773
103;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021 4e kwartaal;750
104;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2021;746
105;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022 1e kwartaal;724
106;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022 2e kwartaal;730
107;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022 3e kwartaal;755
108;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022 4e kwartaal;732
109;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2022;735
110;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2023 1e kwartaal;742
111;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2023 2e kwartaal;768
112;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2023 3e kwartaal;765
113;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2023 4e kwartaal;731
114;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2023;752
115;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2024 1e kwartaal;719
116;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2024 2e kwartaal;722
117;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2024 3e kwartaal;730
118;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2024 4e kwartaal;718
119;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 1 (ISCO 2008);2024;722
120;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 1e kwartaal;3688
121;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 2e kwartaal;3694
122;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 3e kwartaal;3714
123;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013 4e kwartaal;3711
124;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2013;3702
125;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 1e kwartaal;3635
126;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 2e kwartaal;3677
127;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 3e kwartaal;3713
128;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014 4e kwartaal;3717
129;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2014;3686
130;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 1e kwartaal;3694
131;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 2e kwartaal;3752
132;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 3e kwartaal;3787
133;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 4e kwartaal;3745
134;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2015 ;3745
135;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 1e kwartaal;3701
136;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 2e kwartaal;3768
137;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 3e kwartaal;3786
138;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016 4e kwartaal;3760
139;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2016;3754
140;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 1e kwartaal;3754
141;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 2e kwartaal;3799
142;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 3e kwartaal;3866
143;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017 4e kwartaal;3805
144;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2017;3806
145;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 1e kwartaal;3802
146;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 2e kwartaal;3831
147;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 3e kwartaal;3878
148;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018 4e kwartaal;3851
149;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2018;3840
150;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 1e kwartaal;3832
151;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 2e kwartaal;3837
152;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 3e kwartaal;3885
153;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019 4e kwartaal;3845
154;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2019;3850
155;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020 1e kwartaal;3825
156;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020 2e kwartaal;3692
157;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020 3e kwartaal;3735
158;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020 4e kwartaal;3717
159;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2020;3742
160;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2021 1e kwartaal;3558
161;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2021 2e kwartaal;3531
162;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2021 3e kwartaal;3576
163;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2021 4e kwartaal;3543
164;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2021;3552
165;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2022 1e kwartaal;3543
166;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2022 2e kwartaal;3648
167;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2022 3e kwartaal;3651
168;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2022 4e kwartaal;3637
169;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2022;3620
170;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2023 1e kwartaal;3640
171;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2023 2e kwartaal;3671
172;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2023 3e kwartaal;3696
173;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2023 4e kwartaal;3668
174;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2023;3669
175;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2024 1e kwartaal;3666
176;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2024 2e kwartaal;3651
177;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2024 3e kwartaal;3613
178;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2024 4e kwartaal;3586
179;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 2 (ISCO 2008);2024;3629
180;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2013 1e kwartaal;1412
181;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2013 2e kwartaal;1402
182;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2013 3e kwartaal;1389
183;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2013 4e kwartaal;1371
184;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2013;1394
185;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2014 1e kwartaal;1350
186;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2014 2e kwartaal;1325
187;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2014 3e kwartaal;1343
188;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2014 4e kwartaal;1356
189;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2014;1343
190;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015 1e kwartaal;1338
191;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015 2e kwartaal;1319
192;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015 3e kwartaal;1325
193;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015 4e kwartaal;1352
194;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2015 ;1333
195;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016 1e kwartaal;1360
196;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016 2e kwartaal;1353
197;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016 3e kwartaal;1396
198;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016 4e kwartaal;1422
199;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2016;1383
200;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017 1e kwartaal;1419
201;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017 2e kwartaal;1412
202;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017 3e kwartaal;1403
203;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017 4e kwartaal;1419
204;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2017;1413
205;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2018 1e kwartaal;1413
206;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2018 2e kwartaal;1447
207;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2018 3e kwartaal;1495
208;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2018 4e kwartaal;1527
209;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2018;1471
210;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2019 1e kwartaal;1537
211;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2019 2e kwartaal;1550
212;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2019 3e kwartaal;1560
213;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2019 4e kwartaal;1569
214;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2019;1554
215;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2020 1e kwartaal;1549
216;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2020 2e kwartaal;1555
217;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2020 3e kwartaal;1543
218;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2020 4e kwartaal;1578
219;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2020;1556
220;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2021 1e kwartaal;1627
221;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2021 2e kwartaal;1674
222;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2021 3e kwartaal;1675
223;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2021 4e kwartaal;1690
224;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2021;1666
225;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2022 1e kwartaal;1709
226;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2022 2e kwartaal;1721
227;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2022 3e kwartaal;1709
228;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2022 4e kwartaal;1754
229;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2022;1723
230;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2023 1e kwartaal;1775
231;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2023 2e kwartaal;1760
232;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2023 3e kwartaal;1761
233;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2023 4e kwartaal;1779
234;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2023;1769
235;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2024 1e kwartaal;1762
236;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2024 2e kwartaal;1790
237;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2024 3e kwartaal;1785
238;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2024 4e kwartaal;1761
239;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 3 (ISCO 2008);2024;1774
240;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2013 1e kwartaal;2415
241;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2013 2e kwartaal;2409
242;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2013 3e kwartaal;2392
243;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2013 4e kwartaal;2421
244;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2013;2409
245;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2014 1e kwartaal;2435
246;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2014 2e kwartaal;2442
247;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2014 3e kwartaal;2424
248;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2014 4e kwartaal;2442
249;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2014;2436
250;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015 1e kwartaal;2473
251;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015 2e kwartaal;2494
252;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015 3e kwartaal;2478
253;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015 4e kwartaal;2516
254;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2015 ;2490
255;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016 1e kwartaal;2524
256;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016 2e kwartaal;2537
257;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016 3e kwartaal;2521
258;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016 4e kwartaal;2566
259;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2016;2537
260;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017 1e kwartaal;2555
261;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017 2e kwartaal;2554
262;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017 3e kwartaal;2546
263;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017 4e kwartaal;2590
264;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2017;2561
265;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2018 1e kwartaal;2617
266;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2018 2e kwartaal;2652
267;Totaal mannen en vrouwen;Totaal personen;Beroepsniveau 4 (ISCO 2008);2018 3e kwartaal;2647
