ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
136;Overig Groningen;Zelfstandige;18.4;20.8
137;Overig Groningen;Totaal niet-actief;98.5;13.3
138;Overig Groningen;Werkloosheids- en bijstandsuitk. ontv.;12.3;12.0
139;Overig Groningen;Pensioenontvanger;52.2;15.5
140;Noord-Friesland;Totaal sociaal-economische categorie;215.5;17.1
141;Noord-Friesland;Totaal actief;133.6;19.2
142;Noord-Friesland;Werknemer;113.5;18.9
143;Noord-Friesland;Zelfstandige;19.9;21.4
144;Noord-Friesland;Totaal niet-actief;81.9;13.5
145;Noord-Friesland;Werkloosheids- en bijstandsuitk. ontv.;8.3;12.0
146;Noord-Friesland;Pensioenontvanger;49.6;15.0
147;Zuidwest-Friesland;Totaal sociaal-economische categorie;67.9;17.3
148;Zuidwest-Friesland;Totaal actief;43.2;19.2
149;Zuidwest-Friesland;Werknemer;35.1;19.0
150;Zuidwest-Friesland;Zelfstandige;7.9;19.9
151;Zuidwest-Friesland;Totaal niet-actief;24.7;14.1
152;Zuidwest-Friesland;Werkloosheids- en bijstandsuitk. ontv.;2.0;12.2
153;Zuidwest-Friesland;Pensioenontvanger;16.7;15.2
154;Zuidoost-Friesland;Totaal sociaal-economische categorie;135.6;17.3
155;Zuidoost-Friesland;Totaal actief;84.2;19.3
156;Zuidoost-Friesland;Werknemer;71.6;19.0
157;Zuidoost-Friesland;Zelfstandige;12.5;20.6
158;Zuidoost-Friesland;Totaal niet-actief;51.3;14.0
159;Zuidoost-Friesland;Werkloosheids- en bijstandsuitk. ontv.;4.0;12.4
160;Zuidoost-Friesland;Pensioenontvanger;34.2;15.1
161;Noord-Drenthe;Totaal sociaal-economische categorie;123.3;18.2
162;Noord-Drenthe;Totaal actief;76.8;20.3
163;Noord-Drenthe;Werknemer;66.7;20.4
164;Noord-Drenthe;Zelfstandige;9.9;20.0
165;Noord-Drenthe;Totaal niet-actief;46.5;14.8
166;Noord-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;3.3;12.9
167;Noord-Drenthe;Pensioenontvanger;31.3;16.1
168;Zuidoost-Drenthe;Totaal sociaal-economische categorie;114.7;16.4
169;Zuidoost-Drenthe;Totaal actief;69.6;18.3
170;Zuidoost-Drenthe;Werknemer;60.6;18.6
171;Zuidoost-Drenthe;Zelfstandige;8.8;16.4
172;Zuidoost-Drenthe;Totaal niet-actief;45.1;13.6
173;Zuidoost-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;4.1;12.1
174;Zuidoost-Drenthe;Pensioenontvanger;29.0;14.6
175;Zuidwest-Drenthe;Totaal sociaal-economische categorie;84.5;17.4
176;Zuidwest-Drenthe;Totaal actief;52.1;19.3
177;Zuidwest-Drenthe;Werknemer;44.4;19.3
178;Zuidwest-Drenthe;Zelfstandige;7.6;19.5
179;Zuidwest-Drenthe;Totaal niet-actief;32.3;14.4
180;Zuidwest-Drenthe;Werkloosheids- en bijstandsuitk. ontv.;2.2;13.1
181;Zuidwest-Drenthe;Pensioenontvanger;21.7;15.5
182;Noord-Overijssel;Totaal sociaal-economische categorie;221.4;17.5
183;Noord-Overijssel;Totaal actief;146.1;19.4
184;Noord-Overijssel;Werknemer;126.8;19.3
185;Noord-Overijssel;Zelfstandige;19.1;19.6
186;Noord-Overijssel;Totaal niet-actief;75.2;14.0
187;Noord-Overijssel;Werkloosheids- en bijstandsuitk. ontv.;5.6;12.7
188;Noord-Overijssel;Pensioenontvanger;47.7;15.4
189;Zuidwest-Overijssel;Totaal sociaal-economische categorie;98.1;17.5
190;Zuidwest-Overijssel;Totaal actief;62.7;19.4
191;Zuidwest-Overijssel;Werknemer;55.7;19.5
192;Zuidwest-Overijssel;Zelfstandige;6.9;18.7
193;Zuidwest-Overijssel;Totaal niet-actief;35.4;14.0
194;Zuidwest-Overijssel;Werkloosheids- en bijstandsuitk. ontv.;2.8;12.5
195;Zuidwest-Overijssel;Pensioenontvanger;22.1;15.4
196;Twente;Totaal sociaal-economische categorie;403.0;17.3
197;Twente;Totaal actief;250.6;19.4
198;Twente;Werknemer;220.2;19.4
199;Twente;Zelfstandige;30.0;19.8
200;Twente;Totaal niet-actief;152.2;13.8
201;Twente;Werkloosheids- en bijstandsuitk. ontv.;14.2;11.9
202;Twente;Pensioenontvanger;93.4;15.3
203;Veluwe;Totaal sociaal-economische categorie;417.5;18.5
204;Veluwe;Totaal actief;269.3;20.5
205;Veluwe;Werknemer;236.1;20.3
206;Veluwe;Zelfstandige;32.8;21.7
207;Veluwe;Totaal niet-actief;148.1;14.8
208;Veluwe;Werkloosheids- en bijstandsuitk. ontv.;8.8;12.8
209;Veluwe;Pensioenontvanger;97.0;16.6
210;Achterhoek;Totaal sociaal-economische categorie;257.9;17.4
211;Achterhoek;Totaal actief;164.7;19.2
212;Achterhoek;Werknemer;140.7;19.4
213;Achterhoek;Zelfstandige;23.7;18.6
214;Achterhoek;Totaal niet-actief;93.1;14.3
215;Achterhoek;Werkloosheids- en bijstandsuitk. ontv.;5.6;12.9
216;Achterhoek;Pensioenontvanger;63.3;15.4
217;Arnhem/Nijmegen;Totaal sociaal-economische categorie;470.6;18.1
218;Arnhem/Nijmegen;Totaal actief;299.3;20.3
219;Arnhem/Nijmegen;Werknemer;267.5;20.2
220;Arnhem/Nijmegen;Zelfstandige;31.3;21.0
221;Arnhem/Nijmegen;Totaal niet-actief;171.2;14.4
222;Arnhem/Nijmegen;Werkloosheids- en bijstandsuitk. ontv.;14.8;12.2
223;Arnhem/Nijmegen;Pensioenontvanger;103.6;16.4
224;Zuidwest-Gelderland;Totaal sociaal-economische categorie;148.2;18.8
225;Zuidwest-Gelderland;Totaal actief;103.3;20.8
226;Zuidwest-Gelderland;Werknemer;88.0;20.8
227;Zuidwest-Gelderland;Zelfstandige;15.1;21.3
228;Zuidwest-Gelderland;Totaal niet-actief;44.9;14.0
229;Zuidwest-Gelderland;Werkloosheids- en bijstandsuitk. ontv.;3.1;12.6
230;Zuidwest-Gelderland;Pensioenontvanger;29.7;15.1
231;Utrecht;Totaal sociaal-economische categorie;773.4;19.9
232;Utrecht;Totaal actief;513.5;22.3
233;Utrecht;Werknemer;455.8;22.2
234;Utrecht;Zelfstandige;57.0;23.4
235;Utrecht;Totaal niet-actief;259.7;15.2
236;Utrecht;Werkloosheids- en bijstandsuitk. ontv.;22.1;12.4
237;Utrecht;Pensioenontvanger;155.1;17.6
238;Kop van Noord-Holland;Totaal sociaal-economische categorie;241.2;18.2
239;Kop van Noord-Holland;Totaal actief;161.4;20.1
240;Kop van Noord-Holland;Werknemer;137.1;19.9
241;Kop van Noord-Holland;Zelfstandige;23.9;20.9
242;Kop van Noord-Holland;Totaal niet-actief;79.8;14.3
243;Kop van Noord-Holland;Werkloosheids- en bijstandsuitk. ontv.;5.7;13.3
244;Kop van Noord-Holland;Pensioenontvanger;49.3;15.6
245;Alkmaar en omgeving;Totaal sociaal-economische categorie;151.5;18.9
246;Alkmaar en omgeving;Totaal actief;98.6;21.0
247;Alkmaar en omgeving;Werknemer;86.8;20.9
248;Alkmaar en omgeving;Zelfstandige;11.7;22.1
249;Alkmaar en omgeving;Totaal niet-actief;52.9;15.1
250;Alkmaar en omgeving;Werkloosheids- en bijstandsuitk. ontv.;4.0;13.0
251;Alkmaar en omgeving;Pensioenontvanger;32.1;16.9
252;IJmond;Totaal sociaal-economische categorie;128.6;19.2
253;IJmond;Totaal actief;80.4;21.4
254;IJmond;Werknemer;72.3;21.2
255;IJmond;Zelfstandige;8.1;23.4
256;IJmond;Totaal niet-actief;48.2;15.5
257;IJmond;Werkloosheids- en bijstandsuitk. ontv.;2.9;13.5
258;IJmond;Pensioenontvanger;32.3;17.2
259;Agglomeratie Haarlem;Totaal sociaal-economische categorie;151.7;20.6
260;Agglomeratie Haarlem;Totaal actief;92.9;23.3
261;Agglomeratie Haarlem;Werknemer;81.5;23.2
262;Agglomeratie Haarlem;Zelfstandige;11.4;24.2
263;Agglomeratie Haarlem;Totaal niet-actief;58.7;16.2
264;Agglomeratie Haarlem;Werkloosheids- en bijstandsuitk. ontv.;4.3;12.5
265;Agglomeratie Haarlem;Pensioenontvanger;37.7;18.4
266;Zaanstreek;Totaal sociaal-economische categorie;106.9;18.4
267;Zaanstreek;Totaal actief;68.6;20.7
268;Zaanstreek;Werknemer;62.2;20.5
269;Zaanstreek;Zelfstandige;6.3;21.9
270;Zaanstreek;Totaal niet-actief;38.3;14.4
271;Zaanstreek;Werkloosheids- en bijstandsuitk. ontv.;3.1;12.9
272;Zaanstreek;Pensioenontvanger;23.2;15.7
273;Groot-Amsterdam;Totaal sociaal-economische categorie;798.9;19.8
274;Groot-Amsterdam;Totaal actief;508.7;22.8
275;Groot-Amsterdam;Werknemer;439.2;22.9
276;Groot-Amsterdam;Zelfstandige;68.9;21.8
277;Groot-Amsterdam;Totaal niet-actief;289.9;14.6
278;Groot-Amsterdam;Werkloosheids- en bijstandsuitk. ontv.;48.2;12.4
279;Groot-Amsterdam;Pensioenontvanger;151.7;16.6
280;Het Gooi en Vechtstreek;Totaal sociaal-economische categorie;165.4;21.8
281;Het Gooi en Vechtstreek;Totaal actief;103.6;24.7
282;Het Gooi en Vechtstreek;Werknemer;88.8;24.6
283;Het Gooi en Vechtstreek;Zelfstandige;14.6;25.1
284;Het Gooi en Vechtstreek;Totaal niet-actief;61.8;16.9
285;Het Gooi en Vechtstreek;Werkloosheids- en bijstandsuitk. ontv.;3.6;13.1
286;Het Gooi en Vechtstreek;Pensioenontvanger;43.6;18.7
287;Agglomeratie Leiden en Bollenstreek;Totaal sociaal-economische categorie;259.1;19.9
288;Agglomeratie Leiden en Bollenstreek;Totaal actief;172.8;22.3
289;Agglomeratie Leiden en Bollenstreek;Werknemer;154.3;21.9
290;Agglomeratie Leiden en Bollenstreek;Zelfstandige;18.2;25.3
291;Agglomeratie Leiden en Bollenstreek;Totaal niet-actief;86.2;15.1
292;Agglomeratie Leiden en Bollenstreek;Werkloosheids- en bijstandsuitk. ontv.;5.9;12.7
293;Agglomeratie Leiden en Bollenstreek;Pensioenontvanger;54.7;17.2
294;Agglomeratie 's-Gravenhage;Totaal sociaal-economische categorie;508.3;20.0
295;Agglomeratie 's-Gravenhage;Totaal actief;314.4;22.6
296;Agglomeratie 's-Gravenhage;Werknemer;281.2;22.5
297;Agglomeratie 's-Gravenhage;Zelfstandige;32.9;22.7
298;Agglomeratie 's-Gravenhage;Totaal niet-actief;193.8;15.9
299;Agglomeratie 's-Gravenhage;Werkloosheids- en bijstandsuitk. ontv.;28.0;12.4
300;Agglomeratie 's-Gravenhage;Pensioenontvanger;118.7;18.2
301;Delft en Westland;Totaal sociaal-economische categorie;141.5;18.8
302;Delft en Westland;Totaal actief;93.0;21.3
303;Delft en Westland;Werknemer;80.6;20.8
304;Delft en Westland;Zelfstandige;12.3;24.7
305;Delft en Westland;Totaal niet-actief;48.4;13.9
306;Delft en Westland;Werkloosheids- en bijstandsuitk. ontv.;4.4;12.3
307;Delft en Westland;Pensioenontvanger;29.3;16.1
308;Oost-Zuid-Holland;Totaal sociaal-economische categorie;212.6;19.5
309;Oost-Zuid-Holland;Totaal actief;148.5;21.6
310;Oost-Zuid-Holland;Werknemer;130.7;21.5
311;Oost-Zuid-Holland;Zelfstandige;17.6;22.8
312;Oost-Zuid-Holland;Totaal niet-actief;64.1;14.7
313;Oost-Zuid-Holland;Werkloosheids- en bijstandsuitk. ontv.;4.4;12.8
314;Oost-Zuid-Holland;Pensioenontvanger;42.1;16.4
315;Groot-Rijnmond;Totaal sociaal-economische categorie;898.8;18.7
316;Groot-Rijnmond;Totaal actief;553.2;21.5
317;Groot-Rijnmond;Werknemer;497.7;21.4
318;Groot-Rijnmond;Zelfstandige;54.9;22.6
319;Groot-Rijnmond;Totaal niet-actief;345.5;14.2
320;Groot-Rijnmond;Werkloosheids- en bijstandsuitk. ontv.;58.6;12.2
321;Groot-Rijnmond;Pensioenontvanger;205.9;15.8
322;Zuidoost-Zuid-Holland;Totaal sociaal-economische categorie;259.7;18.8
323;Zuidoost-Zuid-Holland;Totaal actief;169.9;21.2
324;Zuidoost-Zuid-Holland;Werknemer;152.3;20.9
325;Zuidoost-Zuid-Holland;Zelfstandige;17.2;23.4
326;Zuidoost-Zuid-Holland;Totaal niet-actief;89.7;14.3
327;Zuidoost-Zuid-Holland;Werkloosheids- en bijstandsuitk. ontv.;8.5;12.2
328;Zuidoost-Zuid-Holland;Pensioenontvanger;59.8;15.8
329;Zeeuwsch-Vlaanderen;Totaal sociaal-economische categorie;72.0;18.2
330;Zeeuwsch-Vlaanderen;Totaal actief;44.2;20.6
331;Zeeuwsch-Vlaanderen;Werknemer;37.3;20.5
332;Zeeuwsch-Vlaanderen;Zelfstandige;6.8;21.2
333;Zeeuwsch-Vlaanderen;Totaal niet-actief;27.7;14.2
334;Zeeuwsch-Vlaanderen;Werkloosheids- en bijstandsuitk. ontv.;1.7;12.2
335;Zeeuwsch-Vlaanderen;Pensioenontvanger;20.5;15.0
336;Overig Zeeland;Totaal sociaal-economische categorie;178.5;18.1
337;Overig Zeeland;Totaal actief;112.9;20.0
338;Overig Zeeland;Werknemer;96.6;19.6
339;Overig Zeeland;Zelfstandige;16.0;22.5
340;Overig Zeeland;Totaal niet-actief;65.5;14.9
341;Overig Zeeland;Werkloosheids- en bijstandsuitk. ontv.;4.4;12.9
342;Overig Zeeland;Pensioenontvanger;46.6;16.1
343;West-Noord-Brabant;Totaal sociaal-economische categorie;407.0;18.4
344;West-Noord-Brabant;Totaal actief;262.8;20.7
345;West-Noord-Brabant;Werknemer;232.3;20.7
346;West-Noord-Brabant;Zelfstandige;30.2;20.6
347;West-Noord-Brabant;Totaal niet-actief;144.1;14.3
348;West-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;12.6;12.4
349;West-Noord-Brabant;Pensioenontvanger;92.8;15.7
350;Midden-Noord-Brabant;Totaal sociaal-economische categorie;304.0;17.9
351;Midden-Noord-Brabant;Totaal actief;197.7;20.2
352;Midden-Noord-Brabant;Werknemer;175.3;20.2
353;Midden-Noord-Brabant;Zelfstandige;21.9;20.5
354;Midden-Noord-Brabant;Totaal niet-actief;106.2;13.7
355;Midden-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;8.9;12.2
356;Midden-Noord-Brabant;Pensioenontvanger;63.3;15.4
357;Noordoost-Noord-Brabant;Totaal sociaal-economische categorie;421.4;18.3
358;Noordoost-Noord-Brabant;Totaal actief;278.9;20.3
359;Noordoost-Noord-Brabant;Werknemer;243.0;20.4
360;Noordoost-Noord-Brabant;Zelfstandige;35.5;20.1
361;Noordoost-Noord-Brabant;Totaal niet-actief;142.5;14.3
362;Noordoost-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;10.8;12.6
363;Noordoost-Noord-Brabant;Pensioenontvanger;88.0;15.8
364;Zuidoost-Noord-Brabant;Totaal sociaal-economische categorie;487.0;18.4
365;Zuidoost-Noord-Brabant;Totaal actief;314.1;20.5
366;Zuidoost-Noord-Brabant;Werknemer;276.6;20.5
367;Zuidoost-Noord-Brabant;Zelfstandige;37.0;20.5
368;Zuidoost-Noord-Brabant;Totaal niet-actief;172.7;14.6
369;Zuidoost-Noord-Brabant;Werkloosheids- en bijstandsuitk. ontv.;15.4;12.4
370;Zuidoost-Noord-Brabant;Pensioenontvanger;107.3;16.4
371;Noord-Limburg;Totaal sociaal-economische categorie;187.3;17.3
372;Noord-Limburg;Totaal actief;122.3;19.2
373;Noord-Limburg;Werknemer;107.2;19.1
374;Noord-Limburg;Zelfstandige;14.9;19.5
375;Noord-Limburg;Totaal niet-actief;65.0;13.8
376;Noord-Limburg;Werkloosheids- en bijstandsuitk. ontv.;5.2;12.8
377;Noord-Limburg;Pensioenontvanger;40.7;15.0
378;Midden-Limburg;Totaal sociaal-economische categorie;158.1;17.8
379;Midden-Limburg;Totaal actief;99.4;20.0
380;Midden-Limburg;Werknemer;87.0;20.1
381;Midden-Limburg;Zelfstandige;12.2;19.6
382;Midden-Limburg;Totaal niet-actief;58.7;14.1
383;Midden-Limburg;Werkloosheids- en bijstandsuitk. ontv.;5.3;12.8
384;Midden-Limburg;Pensioenontvanger;37.0;15.4
385;Zuid-Limburg;Totaal sociaal-economische categorie;425.5;17.5
386;Zuid-Limburg;Totaal actief;240.7;20.1
387;Zuid-Limburg;Werknemer;214.3;20.2
388;Zuid-Limburg;Zelfstandige;26.1;19.5
389;Zuid-Limburg;Totaal niet-actief;184.7;14.0
390;Zuid-Limburg;Werkloosheids- en bijstandsuitk. ontv.;19.0;12.1
391;Zuid-Limburg;Pensioenontvanger;110.1;15.6
392;Flevoland;Totaal sociaal-economische categorie;219.3;18.4
393;Flevoland;Totaal actief;156.0;20.4
394;Flevoland;Werknemer;137.8;20.4
395;Flevoland;Zelfstandige;17.9;20.4
396;Flevoland;Totaal niet-actief;63.3;13.7
397;Flevoland;Werkloosheids- en bijstandsuitk. ontv.;7.3;12.9
398;Flevoland;Pensioenontvanger;33.5;15.3
399;Groningen;Totaal sociaal-economische categorie;134.8;17.3
400;Groningen;Totaal actief;74.8;20.6
401;Groningen;Werknemer;66.5;20.4
402;Groningen;Zelfstandige;8.1;22.0
403;Groningen;Totaal niet-actief;60.0;13.1
404;Groningen;Werkloosheids- en bijstandsuitk. ontv.;9.2;11.8
405;Groningen;Pensioenontvanger;27.2;16.5
406;Leeuwarden;Totaal sociaal-economische categorie;62.1;16.9
407;Leeuwarden;Totaal actief;34.7;19.4
408;Leeuwarden;Werknemer;31.2;18.9
409;Leeuwarden;Zelfstandige;3.5;23.8
410;Leeuwarden;Totaal niet-actief;27.4;13.6
411;Leeuwarden;Werkloosheids- en bijstandsuitk. ontv.;4.1;11.8
412;Leeuwarden;Pensioenontvanger;14.2;16.3
413;Zwolle;Totaal sociaal-economische categorie;75.6;18.0
414;Zwolle;Totaal actief;48.6;20.2
415;Zwolle;Werknemer;44.8;19.9
416;Zwolle;Zelfstandige;3.8;23.3
417;Zwolle;Totaal niet-actief;27.0;14.2
418;Zwolle;Werkloosheids- en bijstandsuitk. ontv.;2.9;12.3
419;Zwolle;Pensioenontvanger;14.9;16.5
420;Enschede;Totaal sociaal-economische categorie;99.5;16.5
421;Enschede;Totaal actief;56.9;18.9
422;Enschede;Werknemer;51.1;18.9
423;Enschede;Zelfstandige;5.6;19.8
424;Enschede;Totaal niet-actief;42.7;13.2
425;Enschede;Werkloosheids- en bijstandsuitk. ontv.;5.9;11.7
426;Enschede;Pensioenontvanger;22.4;15.0
427;Apeldoorn;Totaal sociaal-economische categorie;106.4;18.5
428;Apeldoorn;Totaal actief;66.7;20.6
429;Apeldoorn;Werknemer;60.5;20.5
430;Apeldoorn;Zelfstandige;6.1;22.0
431;Apeldoorn;Totaal niet-actief;39.6;15.1
432;Apeldoorn;Werkloosheids- en bijstandsuitk. ontv.;3.0;12.5
433;Apeldoorn;Pensioenontvanger;25.8;16.6
434;Arnhem;Totaal sociaal-economische categorie;92.4;18.1
435;Arnhem;Totaal actief;58.8;20.0
436;Arnhem;Werknemer;52.9;19.9
437;Arnhem;Zelfstandige;5.8;20.3
438;Arnhem;Totaal niet-actief;33.6;14.8
439;Arnhem;Werkloosheids- en bijstandsuitk. ontv.;1.3;13.9
440;Arnhem;Pensioenontvanger;20.3;16.8
441;Nijmegen;Totaal sociaal-economische categorie;106.4;17.5
442;Nijmegen;Totaal actief;62.1;20.3
443;Nijmegen;Werknemer;55.7;20.2
444;Nijmegen;Zelfstandige;6.3;21.7
445;Nijmegen;Totaal niet-actief;44.3;13.5
446;Nijmegen;Werkloosheids- en bijstandsuitk. ontv.;7.1;11.6
447;Nijmegen;Pensioenontvanger;22.1;16.2
448;Amersfoort;Totaal sociaal-economische categorie;107.3;20.1
449;Amersfoort;Totaal actief;72.8;22.3
