ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;Verblijfsduur1eGeneratie;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
26;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Totaal verblijfsduur;2006/'07;19240.0;300.0;18940.0;1.6
27;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Totaal verblijfsduur;2007/'08;17920.0;290.0;17640.0;1.6
28;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Totaal verblijfsduur;2008/'09;17330.0;220.0;17110.0;1.3
29;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Totaal verblijfsduur;2009/'10;17460.0;240.0;17220.0;1.3
30;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2004/'05;6780.0;270.0;6510.0;4.0
31;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2005/'06;5660.0;230.0;5430.0;4.0
32;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2006/'07;4570.0;110.0;4460.0;2.4
33;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2007/'08;3920.0;90.0;3830.0;2.3
34;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2008/'09;3990.0;80.0;3910.0;2.0
35;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;Minder dan 5 jaar;2009/'10;4380.0;90.0;4280.0;2.1
36;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2004/'05;8360.0;170.0;8190.0;2.0
37;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2005/'06;8560.0;150.0;8400.0;1.8
38;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2006/'07;8630.0;120.0;8510.0;1.4
39;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2007/'08;8420.0;130.0;8290.0;1.6
40;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2008/'09;7750.0;90.0;7660.0;1.2
41;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;5 tot 10 jaar;2009/'10;7040.0;60.0;6980.0;0.9
42;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2004/'05;6640.0;120.0;6530.0;1.8
43;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2005/'06;6350.0;100.0;6250.0;1.6
44;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2006/'07;6030.0;70.0;5960.0;1.2
45;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2007/'08;5450.0;70.0;5380.0;1.2
46;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2008/'09;5590.0;50.0;5540.0;0.9
47;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;15 jaar of jonger;10 jaar en langer;2009/'10;6040.0;80.0;5960.0;1.3
48;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2004/'05;20390.0;1420.0;18970.0;7.0
49;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2005/'06;20130.0;1270.0;18850.0;6.3
50;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2006/'07;19060.0;990.0;18070.0;5.2
51;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2007/'08;17930.0;750.0;17180.0;4.2
52;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2008/'09;16810.0;530.0;16280.0;3.1
53;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Totaal verblijfsduur;2009/'10;15860.0;600.0;15260.0;3.8
54;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2004/'05;5900.0;520.0;5380.0;8.8
55;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2005/'06;5070.0;440.0;4640.0;8.6
56;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2006/'07;4040.0;270.0;3780.0;6.6
57;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2007/'08;3450.0;200.0;3260.0;5.7
58;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2008/'09;3350.0;150.0;3200.0;4.4
59;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;Minder dan 5 jaar;2009/'10;3500.0;200.0;3300.0;5.7
60;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2004/'05;6580.0;410.0;6170.0;6.3
61;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2005/'06;7080.0;390.0;6690.0;5.5
62;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2006/'07;7040.0;310.0;6730.0;4.4
63;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2007/'08;6820.0;240.0;6580.0;3.4
64;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2008/'09;6120.0;170.0;5950.0;2.8
65;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;5 tot 10 jaar;2009/'10;5370.0;170.0;5200.0;3.2
66;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2004/'05;7900.0;490.0;7410.0;6.2
67;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2005/'06;7950.0;440.0;7510.0;5.6
68;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2006/'07;7960.0;420.0;7550.0;5.2
69;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2007/'08;7640.0;320.0;7330.0;4.1
70;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2008/'09;7330.0;200.0;7120.0;2.8
71;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;16 tot 18 jaar;10 jaar en langer;2009/'10;6980.0;230.0;6750.0;3.3
72;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2004/'05;42200.0;1980.0;40220.0;4.7
73;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2005/'06;40710.0;1750.0;38960.0;4.3
74;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2006/'07;38300.0;1290.0;37010.0;3.4
75;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2007/'08;35850.0;1040.0;34810.0;2.9
76;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2008/'09;34130.0;750.0;33390.0;2.2
77;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Totaal verblijfsduur;2009/'10;33320.0;840.0;32480.0;2.5
78;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2004/'05;12670.0;790.0;11890.0;6.2
79;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2005/'06;10730.0;660.0;10070.0;6.2
80;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2006/'07;8610.0;380.0;8230.0;4.4
81;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2007/'08;7380.0;290.0;7090.0;3.9
82;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2008/'09;7340.0;230.0;7110.0;3.1
83;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;Minder dan 5 jaar;2009/'10;7880.0;290.0;7590.0;3.7
84;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2004/'05;14940.0;580.0;14360.0;3.9
85;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2005/'06;15640.0;550.0;15100.0;3.5
86;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2006/'07;15670.0;430.0;15240.0;2.7
87;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2007/'08;15240.0;370.0;14870.0;2.4
88;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2008/'09;13870.0;270.0;13600.0;1.9
89;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;5 tot 10 jaar;2009/'10;12420.0;230.0;12180.0;1.9
90;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2004/'05;14540.0;610.0;13930.0;4.2
91;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2005/'06;14300.0;540.0;13760.0;3.8
92;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2006/'07;13990.0;490.0;13510.0;3.5
93;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2007/'08;13090.0;390.0;12710.0;2.9
94;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2008/'09;12920.0;250.0;12670.0;1.9
95;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;17 jaar of jonger;10 jaar en langer;2009/'10;13010.0;310.0;12700.0;2.4
96;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2004/'05;18060.0;2760.0;15300.0;15.3
97;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2005/'06;18660.0;2450.0;16210.0;13.1
98;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2006/'07;18310.0;2150.0;16160.0;11.8
99;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2007/'08;17780.0;2240.0;15550.0;12.6
100;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2008/'09;16870.0;1780.0;15090.0;10.5
101;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Totaal verblijfsduur;2009/'10;16490.0;1910.0;14580.0;11.6
102;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2004/'05;5760.0;1250.0;4510.0;21.7
103;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2005/'06;4600.0;870.0;3730.0;18.9
104;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2006/'07;3620.0;560.0;3060.0;15.5
105;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2007/'08;3120.0;590.0;2540.0;18.8
106;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2008/'09;3030.0;460.0;2570.0;15.2
107;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;Minder dan 5 jaar;2009/'10;3220.0;560.0;2660.0;17.3
108;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2004/'05;5080.0;620.0;4460.0;12.2
109;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2005/'06;5970.0;720.0;5250.0;12.1
110;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2006/'07;6230.0;680.0;5550.0;10.9
111;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2007/'08;6260.0;690.0;5560.0;11.1
112;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2008/'09;5710.0;550.0;5160.0;9.6
113;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;5 tot 10 jaar;2009/'10;5160.0;540.0;4620.0;10.5
114;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2004/'05;7210.0;890.0;6320.0;12.3
115;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2005/'06;8080.0;860.0;7230.0;10.6
116;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2006/'07;8440.0;910.0;7540.0;10.7
117;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2007/'08;8390.0;950.0;7430.0;11.4
118;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2008/'09;8120.0;770.0;7350.0;9.5
119;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 20 jaar;10 jaar en langer;2009/'10;8100.0;820.0;7290.0;10.1
120;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2004/'05;33250.0;5580.0;27670.0;16.8
121;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2005/'06;36710.0;5360.0;31350.0;14.6
122;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2006/'07;35840.0;4770.0;31070.0;13.3
123;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2007/'08;34330.0;4630.0;29700.0;13.5
124;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2008/'09;32260.0;3650.0;28600.0;11.3
125;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Totaal verblijfsduur;2009/'10;31780.0;3830.0;27960.0;12.0
126;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2004/'05;10830.0;2350.0;8480.0;21.7
127;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2005/'06;9730.0;1870.0;7860.0;19.2
128;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2006/'07;7300.0;1260.0;6040.0;17.3
129;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2007/'08;5810.0;1090.0;4730.0;18.7
130;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2008/'09;5650.0;890.0;4760.0;15.8
131;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;Minder dan 5 jaar;2009/'10;5960.0;1050.0;4910.0;17.6
132;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2004/'05;9090.0;1320.0;7770.0;14.5
133;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2005/'06;11400.0;1540.0;9860.0;13.5
134;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2006/'07;12120.0;1470.0;10650.0;12.1
135;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2007/'08;12070.0;1490.0;10580.0;12.3
136;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2008/'09;10700.0;1090.0;9600.0;10.2
137;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;5 tot 10 jaar;2009/'10;9790.0;1070.0;8720.0;10.9
138;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2004/'05;13310.0;1900.0;11400.0;14.3
139;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2005/'06;15570.0;1960.0;13610.0;12.6
140;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2006/'07;16400.0;2040.0;14360.0;12.4
141;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2007/'08;16410.0;2050.0;14360.0;12.5
142;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2008/'09;15890.0;1670.0;14230.0;10.5
143;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;18 tot 23 jaar;10 jaar en langer;2009/'10;16020.0;1710.0;14310.0;10.7
144;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2004/'05;15180.0;2820.0;12360.0;18.6
145;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2005/'06;18050.0;2910.0;15140.0;16.1
146;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2006/'07;17540.0;2620.0;14920.0;14.9
147;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2007/'08;16550.0;2400.0;14150.0;14.5
148;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2008/'09;15390.0;1880.0;13510.0;12.2
149;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Totaal verblijfsduur;2009/'10;15300.0;1920.0;13380.0;12.5
150;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2004/'05;5070.0;1100.0;3970.0;21.7
151;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2005/'06;5130.0;1000.0;4130.0;19.5
152;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2006/'07;3680.0;700.0;2980.0;19.0
153;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2007/'08;2690.0;500.0;2190.0;18.6
154;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2008/'09;2620.0;430.0;2190.0;16.5
155;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;Minder dan 5 jaar;2009/'10;2740.0;490.0;2250.0;17.9
156;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2004/'05;4010.0;700.0;3310.0;17.5
157;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2005/'06;5440.0;820.0;4620.0;15.1
158;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2006/'07;5890.0;790.0;5100.0;13.4
159;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2007/'08;5820.0;800.0;5020.0;13.7
160;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2008/'09;4990.0;550.0;4450.0;10.9
161;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;5 tot 10 jaar;2009/'10;4630.0;530.0;4100.0;11.4
162;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2004/'05;6100.0;1020.0;5080.0;16.7
163;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2005/'06;7480.0;1100.0;6390.0;14.7
164;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2006/'07;7950.0;1130.0;6830.0;14.2
165;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2007/'08;8030.0;1100.0;6930.0;13.6
166;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2008/'09;7770.0;900.0;6870.0;11.5
167;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;20 tot 23 jaar;10 jaar en langer;2009/'10;7920.0;900.0;7020.0;11.3
168;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2004/'05;75440.0;7560.0;67890.0;10.0
169;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2005/'06;77430.0;7120.0;70310.0;9.2
170;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2006/'07;74150.0;6060.0;68080.0;8.2
171;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2007/'08;70180.0;5670.0;64510.0;8.1
172;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2008/'09;66390.0;4400.0;61990.0;6.6
173;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Totaal verblijfsduur;2009/'10;65100.0;4660.0;60440.0;7.2
174;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2004/'05;23500.0;3130.0;20370.0;13.3
175;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2005/'06;20460.0;2530.0;17930.0;12.4
176;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2006/'07;15910.0;1640.0;14270.0;10.3
177;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2007/'08;13190.0;1380.0;11810.0;10.4
178;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2008/'09;12990.0;1120.0;11870.0;8.6
179;Totaal mannen en vrouwen;Allochtonen 1e generatie;0;22 jaar of jonger;Minder dan 5 jaar;2009/'10;13840.0;1340.0;12500.0;9.7
