ID;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Geboorteoverschot_4;Immigratie_5;EmigratieInclusiefAdministratieveC_6;MigratiesaldoInclusiefAdministratie_7;TotaalSaldoCorrecties_8;SaldoAdministratieveCorrecties_9;SaldoOverigeCorrecties_10;BevolkingOp31December_11;Bevolkingsgroei_12;BevolkingsgroeiRelatief_13
11;Totaal;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;12978154.0;118557.0;143316.0;-24759.0;17000.0;27966.0;-10966.0;-1534.0;-853.0;-681.0;12941748.0;-36406.0;-2.81
12;Totaal;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;1116716.0;21257.0;8619.0;12638.0;3430.0;6009.0;-2579.0;810.0;-200.0;1010.0;1127785.0;11069.0;9.91
13;Totaal;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;1127785.0;20610.0;8713.0;11897.0;3736.0;5964.0;-2228.0;494.0;-353.0;847.0;1138301.0;10516.0;9.32
14;Totaal;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;909840.0;24243.0;1551.0;22692.0;4859.0;8739.0;-3880.0;-1152.0;-902.0;-250.0;928402.0;18562.0;20.4
15;Totaal;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;928402.0;24873.0;1498.0;23375.0;4919.0;8524.0;-3605.0;-1352.0;-1134.0;-218.0;947954.0;19552.0;21.06
16;Totaal;Personen geboren buiten Nederland;Totaal;2022;2550837.0;416.0;15900.0;-15484.0;378122.0;136024.0;242098.0;-22023.0;-21522.0;-501.0;2776950.0;226113.0;88.64
17;Totaal;Personen geboren buiten Nederland;Totaal;2023;2776950.0;447.0;15994.0;-15547.0;310013.0;155848.0;154165.0;-30607.0;-29978.0;-629.0;2914939.0;137989.0;49.69
18;Totaal;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;138493.0;92.0;1218.0;-1126.0;1995.0;1105.0;890.0;-21.0;-48.0;27.0;138284.0;-209.0;-1.51
19;Totaal;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;138284.0;120.0;1202.0;-1082.0;1843.0;1049.0;794.0;62.0;-40.0;102.0;138098.0;-186.0;-1.35
20;Totaal;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;111388.0;142.0;1259.0;-1117.0;3472.0;1715.0;1757.0;327.0;-88.0;415.0;112443.0;1055.0;9.47
21;Totaal;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;112443.0;120.0;1216.0;-1096.0;3345.0;1791.0;1554.0;273.0;-120.0;393.0;113294.0;851.0;7.57
22;Totaal;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;2300956.0;182.0;13423.0;-13241.0;372655.0;133204.0;239451.0;-22329.0;-21386.0;-943.0;2526223.0;225267.0;97.9
23;Totaal;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;2526223.0;207.0;13576.0;-13369.0;304825.0;153008.0;151817.0;-30942.0;-29818.0;-1124.0;2663547.0;137324.0;54.36
24;Nederland;Totaal;Totaal;2022;13013279.0;121588.0;144042.0;-22454.0;16697.0;28538.0;-11841.0;-1296.0;-466.0;-830.0;12978154.0;-35125.0;-2.7
25;Nederland;Totaal;Totaal;2023;12978154.0;118557.0;143316.0;-24759.0;17000.0;27966.0;-10966.0;-1534.0;-853.0;-681.0;12941748.0;-36406.0;-2.81
26;Nederland;Totaal;Twee ouders geboren in Nederland;2022;13013279.0;121588.0;144042.0;-22454.0;16697.0;28538.0;-11841.0;-1296.0;-466.0;-830.0;12978154.0;-35125.0;-2.7
27;Nederland;Totaal;Twee ouders geboren in Nederland;2023;12978154.0;118557.0;143316.0;-24759.0;17000.0;27966.0;-10966.0;-1534.0;-853.0;-681.0;12941748.0;-36406.0;-2.81
28;Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2022;;;;;;;;;;;;;
29;Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2023;;;;;;;;;;;;;
30;Nederland;Totaal;Twee ouders geboren buiten Nederland;2022;;;;;;;;;;;;;
31;Nederland;Totaal;Twee ouders geboren buiten Nederland;2023;;;;;;;;;;;;;
32;Nederland;Personen geboren in Nederland;Totaal;2022;13013279.0;121588.0;144042.0;-22454.0;16697.0;28538.0;-11841.0;-1296.0;-466.0;-830.0;12978154.0;-35125.0;-2.7
33;Nederland;Personen geboren in Nederland;Totaal;2023;12978154.0;118557.0;143316.0;-24759.0;17000.0;27966.0;-10966.0;-1534.0;-853.0;-681.0;12941748.0;-36406.0;-2.81
34;Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;13013279.0;121588.0;144042.0;-22454.0;16697.0;28538.0;-11841.0;-1296.0;-466.0;-830.0;12978154.0;-35125.0;-2.7
35;Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;12978154.0;118557.0;143316.0;-24759.0;17000.0;27966.0;-10966.0;-1534.0;-853.0;-681.0;12941748.0;-36406.0;-2.81
36;Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;;;;;;;;;;;;;
37;Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;;;;;;;;;;;;;
38;Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;;;;;;;;;;;;;
39;Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;;;;;;;;;;;;;
40;Nederland;Personen geboren buiten Nederland;Totaal;2022;;;;;;;;;;;;;
41;Nederland;Personen geboren buiten Nederland;Totaal;2023;;;;;;;;;;;;;
42;Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
43;Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
44;Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;;;;;;;;;;;;;
45;Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;;;;;;;;;;;;;
46;Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;;;;;;;;;;;;;
47;Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;;;;;;;;;;;;;
48;Buiten Nederland;Totaal;Totaal;2022;4577393.0;45916.0;26070.0;19846.0;386411.0;150772.0;235639.0;-22365.0;-22624.0;259.0;4833137.0;255744.0;55.87
49;Buiten Nederland;Totaal;Totaal;2023;4833137.0;45930.0;26205.0;19725.0;318668.0;170336.0;148332.0;-31465.0;-31465.0;0.0;5001194.0;168057.0;34.77
50;Buiten Nederland;Totaal;Twee ouders geboren in Nederland;2022;138493.0;92.0;1218.0;-1126.0;1995.0;1105.0;890.0;-21.0;-48.0;27.0;138284.0;-209.0;-1.51
51;Buiten Nederland;Totaal;Twee ouders geboren in Nederland;2023;138284.0;120.0;1202.0;-1082.0;1843.0;1049.0;794.0;62.0;-40.0;102.0;138098.0;-186.0;-1.35
52;Buiten Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2022;1228104.0;21399.0;9878.0;11521.0;6902.0;7724.0;-822.0;1137.0;-288.0;1425.0;1240228.0;12124.0;9.87
53;Buiten Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2023;1240228.0;20730.0;9929.0;10801.0;7081.0;7755.0;-674.0;767.0;-473.0;1240.0;1251595.0;11367.0;9.17
54;Buiten Nederland;Totaal;Twee ouders geboren buiten Nederland;2022;3210796.0;24425.0;14974.0;9451.0;377514.0;141943.0;235571.0;-23481.0;-22288.0;-1193.0;3454625.0;243829.0;75.94
55;Buiten Nederland;Totaal;Twee ouders geboren buiten Nederland;2023;3454625.0;25080.0;15074.0;10006.0;309744.0;161532.0;148212.0;-32294.0;-30952.0;-1342.0;3611501.0;156876.0;45.41
56;Buiten Nederland;Personen geboren in Nederland;Totaal;2022;2026556.0;45500.0;10170.0;35330.0;8289.0;14748.0;-6459.0;-342.0;-1102.0;760.0;2056187.0;29631.0;14.62
57;Buiten Nederland;Personen geboren in Nederland;Totaal;2023;2056187.0;45483.0;10211.0;35272.0;8655.0;14488.0;-5833.0;-858.0;-1487.0;629.0;2086255.0;30068.0;14.62
58;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
59;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
60;Buiten Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;1116716.0;21257.0;8619.0;12638.0;3430.0;6009.0;-2579.0;810.0;-200.0;1010.0;1127785.0;11069.0;9.91
61;Buiten Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;1127785.0;20610.0;8713.0;11897.0;3736.0;5964.0;-2228.0;494.0;-353.0;847.0;1138301.0;10516.0;9.32
62;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;909840.0;24243.0;1551.0;22692.0;4859.0;8739.0;-3880.0;-1152.0;-902.0;-250.0;928402.0;18562.0;20.4
63;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;928402.0;24873.0;1498.0;23375.0;4919.0;8524.0;-3605.0;-1352.0;-1134.0;-218.0;947954.0;19552.0;21.06
64;Buiten Nederland;Personen geboren buiten Nederland;Totaal;2022;2550837.0;416.0;15900.0;-15484.0;378122.0;136024.0;242098.0;-22023.0;-21522.0;-501.0;2776950.0;226113.0;88.64
65;Buiten Nederland;Personen geboren buiten Nederland;Totaal;2023;2776950.0;447.0;15994.0;-15547.0;310013.0;155848.0;154165.0;-30607.0;-29978.0;-629.0;2914939.0;137989.0;49.69
66;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;138493.0;92.0;1218.0;-1126.0;1995.0;1105.0;890.0;-21.0;-48.0;27.0;138284.0;-209.0;-1.51
67;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;138284.0;120.0;1202.0;-1082.0;1843.0;1049.0;794.0;62.0;-40.0;102.0;138098.0;-186.0;-1.35
68;Buiten Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;111388.0;142.0;1259.0;-1117.0;3472.0;1715.0;1757.0;327.0;-88.0;415.0;112443.0;1055.0;9.47
69;Buiten Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;112443.0;120.0;1216.0;-1096.0;3345.0;1791.0;1554.0;273.0;-120.0;393.0;113294.0;851.0;7.57
70;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;2300956.0;182.0;13423.0;-13241.0;372655.0;133204.0;239451.0;-22329.0;-21386.0;-943.0;2526223.0;225267.0;97.9
71;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;2526223.0;207.0;13576.0;-13369.0;304825.0;153008.0;151817.0;-30942.0;-29818.0;-1124.0;2663547.0;137324.0;54.36
72;Europa (exclusief Nederland);Totaal;Totaal;2022;1477069.0;14615.0;12630.0;1985.0;238115.0;99526.0;138589.0;-16937.0;-16748.0;-189.0;1617454.0;140385.0;95.04
73;Europa (exclusief Nederland);Totaal;Totaal;2023;1617454.0;14909.0;12707.0;2202.0;168934.0;111524.0;57410.0;-23083.0;-23110.0;27.0;1677093.0;59639.0;36.87
74;Europa (exclusief Nederland);Totaal;Twee ouders geboren in Nederland;2022;46843.0;89.0;313.0;-224.0;1017.0;487.0;530.0;6.0;-22.0;28.0;47177.0;334.0;7.13
75;Europa (exclusief Nederland);Totaal;Twee ouders geboren in Nederland;2023;47177.0;107.0;318.0;-211.0;871.0;446.0;425.0;51.0;-6.0;57.0;47448.0;271.0;5.74
76;Europa (exclusief Nederland);Totaal;Eén ouder in NL, één ouder buiten NL;2022;537331.0;6952.0;7647.0;-695.0;2848.0;3466.0;-618.0;189.0;-131.0;320.0;536338.0;-993.0;-1.85
77;Europa (exclusief Nederland);Totaal;Eén ouder in NL, één ouder buiten NL;2023;536338.0;6925.0;7675.0;-750.0;2769.0;3300.0;-531.0;137.0;-161.0;298.0;535355.0;-983.0;-1.83
78;Europa (exclusief Nederland);Totaal;Twee ouders geboren buiten Nederland;2022;892895.0;7574.0;4670.0;2904.0;234250.0;95573.0;138677.0;-17132.0;-16595.0;-537.0;1033939.0;141044.0;157.96
79;Europa (exclusief Nederland);Totaal;Twee ouders geboren buiten Nederland;2023;1033939.0;7877.0;4714.0;3163.0;165294.0;107778.0;57516.0;-23271.0;-22943.0;-328.0;1094290.0;60351.0;58.37
80;Europa (exclusief Nederland);Personen geboren in Nederland;Totaal;2022;601820.0;14218.0;7811.0;6407.0;2086.0;5539.0;-3453.0;-184.0;-336.0;152.0;604926.0;3106.0;5.16
81;Europa (exclusief Nederland);Personen geboren in Nederland;Totaal;2023;604926.0;14492.0;7784.0;6708.0;2092.0;5402.0;-3310.0;-383.0;-465.0;82.0;608406.0;3480.0;5.75
82;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
83;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
84;Europa (exclusief Nederland);Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;482398.0;6819.0;7146.0;-327.0;1299.0;2596.0;-1297.0;115.0;-88.0;203.0;480977.0;-1421.0;-2.95
85;Europa (exclusief Nederland);Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;480977.0;6812.0;7180.0;-368.0;1333.0;2494.0;-1161.0;10.0;-117.0;127.0;479575.0;-1402.0;-2.91
86;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;119422.0;7399.0;665.0;6734.0;787.0;2943.0;-2156.0;-299.0;-248.0;-51.0;123949.0;4527.0;37.91
87;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;123949.0;7680.0;604.0;7076.0;759.0;2908.0;-2149.0;-393.0;-348.0;-45.0;128831.0;4882.0;39.39
88;Europa (exclusief Nederland);Personen geboren buiten Nederland;Totaal;2022;875249.0;397.0;4819.0;-4422.0;236029.0;93987.0;142042.0;-16753.0;-16412.0;-341.0;1012528.0;137279.0;156.85
89;Europa (exclusief Nederland);Personen geboren buiten Nederland;Totaal;2023;1012528.0;417.0;4923.0;-4506.0;166842.0;106122.0;60720.0;-22700.0;-22645.0;-55.0;1068687.0;56159.0;55.46
90;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;46843.0;89.0;313.0;-224.0;1017.0;487.0;530.0;6.0;-22.0;28.0;47177.0;334.0;7.13
91;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;47177.0;107.0;318.0;-211.0;871.0;446.0;425.0;51.0;-6.0;57.0;47448.0;271.0;5.74
92;Europa (exclusief Nederland);Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;54933.0;133.0;501.0;-368.0;1549.0;870.0;679.0;74.0;-43.0;117.0;55361.0;428.0;7.79
93;Europa (exclusief Nederland);Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;55361.0;113.0;495.0;-382.0;1436.0;806.0;630.0;127.0;-44.0;171.0;55780.0;419.0;7.57
94;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;773473.0;175.0;4005.0;-3830.0;233463.0;92630.0;140833.0;-16833.0;-16347.0;-486.0;909990.0;136517.0;176.5
95;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;909990.0;197.0;4110.0;-3913.0;164535.0;104870.0;59665.0;-22878.0;-22595.0;-283.0;965459.0;55469.0;60.96
96;Buiten Europa;Totaal;Totaal;2022;3100324.0;31301.0;13440.0;17861.0;148296.0;51246.0;97050.0;-5428.0;-5876.0;448.0;3215683.0;115359.0;37.21
97;Buiten Europa;Totaal;Totaal;2023;3215683.0;31021.0;13498.0;17523.0;149734.0;58812.0;90922.0;-8382.0;-8355.0;-27.0;3324101.0;108418.0;33.72
98;Buiten Europa;Totaal;Twee ouders geboren in Nederland;2022;91650.0;3.0;905.0;-902.0;978.0;618.0;360.0;-27.0;-26.0;-1.0;91107.0;-543.0;-5.92
99;Buiten Europa;Totaal;Twee ouders geboren in Nederland;2023;91107.0;13.0;884.0;-871.0;972.0;603.0;369.0;11.0;-34.0;45.0;90650.0;-457.0;-5.02
100;Buiten Europa;Totaal;Eén ouder in NL, één ouder buiten NL;2022;690773.0;14447.0;2231.0;12216.0;4054.0;4258.0;-204.0;948.0;-157.0;1105.0;703890.0;13117.0;18.99
101;Buiten Europa;Totaal;Eén ouder in NL, één ouder buiten NL;2023;703890.0;13805.0;2254.0;11551.0;4312.0;4455.0;-143.0;630.0;-312.0;942.0;716240.0;12350.0;17.55
102;Buiten Europa;Totaal;Twee ouders geboren buiten Nederland;2022;2317901.0;16851.0;10304.0;6547.0;143264.0;46370.0;96894.0;-6349.0;-5693.0;-656.0;2420686.0;102785.0;44.34
103;Buiten Europa;Totaal;Twee ouders geboren buiten Nederland;2023;2420686.0;17203.0;10360.0;6843.0;144450.0;53754.0;90696.0;-9023.0;-8009.0;-1014.0;2517211.0;96525.0;39.88
104;Buiten Europa;Personen geboren in Nederland;Totaal;2022;1424736.0;31282.0;2359.0;28923.0;6203.0;9209.0;-3006.0;-158.0;-766.0;608.0;1451261.0;26525.0;18.62
105;Buiten Europa;Personen geboren in Nederland;Totaal;2023;1451261.0;30991.0;2427.0;28564.0;6563.0;9086.0;-2523.0;-475.0;-1022.0;547.0;1477849.0;26588.0;18.32
106;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
107;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
108;Buiten Europa;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;634318.0;14438.0;1473.0;12965.0;2131.0;3413.0;-1282.0;695.0;-112.0;807.0;646808.0;12490.0;19.69
109;Buiten Europa;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;646808.0;13798.0;1533.0;12265.0;2403.0;3470.0;-1067.0;484.0;-236.0;720.0;658726.0;11918.0;18.43
110;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;790418.0;16844.0;886.0;15958.0;4072.0;5796.0;-1724.0;-853.0;-654.0;-199.0;804453.0;14035.0;17.76
111;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;804453.0;17193.0;894.0;16299.0;4160.0;5616.0;-1456.0;-959.0;-786.0;-173.0;819123.0;14670.0;18.24
112;Buiten Europa;Personen geboren buiten Nederland;Totaal;2022;1675588.0;19.0;11081.0;-11062.0;142093.0;42037.0;100056.0;-5270.0;-5110.0;-160.0;1764422.0;88834.0;53.02
113;Buiten Europa;Personen geboren buiten Nederland;Totaal;2023;1764422.0;30.0;11071.0;-11041.0;143171.0;49726.0;93445.0;-7907.0;-7333.0;-574.0;1846252.0;81830.0;46.38
114;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;91650.0;3.0;905.0;-902.0;978.0;618.0;360.0;-27.0;-26.0;-1.0;91107.0;-543.0;-5.92
115;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;91107.0;13.0;884.0;-871.0;972.0;603.0;369.0;11.0;-34.0;45.0;90650.0;-457.0;-5.02
116;Buiten Europa;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;56455.0;9.0;758.0;-749.0;1923.0;845.0;1078.0;253.0;-45.0;298.0;57082.0;627.0;11.11
117;Buiten Europa;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;57082.0;7.0;721.0;-714.0;1909.0;985.0;924.0;146.0;-76.0;222.0;57514.0;432.0;7.57
118;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;1527483.0;7.0;9418.0;-9411.0;139192.0;40574.0;98618.0;-5496.0;-5039.0;-457.0;1616233.0;88750.0;58.1
119;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;1616233.0;10.0;9466.0;-9456.0;140290.0;48138.0;92152.0;-8064.0;-7223.0;-841.0;1698088.0;81855.0;50.65
120;Indonesië;Totaal;Totaal;2022;363873.0;488.0;5109.0;-4621.0;3043.0;2025.0;1018.0;-76.0;-87.0;11.0;360281.0;-3592.0;-9.87
121;Indonesië;Totaal;Totaal;2023;360281.0;407.0;4957.0;-4550.0;2961.0;2131.0;830.0;-152.0;-157.0;5.0;356566.0;-3715.0;-10.31
122;Indonesië;Totaal;Twee ouders geboren in Nederland;2022;14572.0;0.0;621.0;-621.0;24.0;34.0;-10.0;-9.0;-4.0;-5.0;13936.0;-636.0;-43.65
123;Indonesië;Totaal;Twee ouders geboren in Nederland;2023;13936.0;0.0;596.0;-596.0;29.0;32.0;-3.0;-5.0;-8.0;3.0;13340.0;-596.0;-42.77
124;Indonesië;Totaal;Eén ouder in NL, één ouder buiten NL;2022;203794.0;369.0;1651.0;-1282.0;488.0;669.0;-181.0;57.0;12.0;45.0;202376.0;-1418.0;-6.96
125;Indonesië;Totaal;Eén ouder in NL, één ouder buiten NL;2023;202376.0;304.0;1664.0;-1360.0;483.0;648.0;-165.0;4.0;-21.0;25.0;200876.0;-1500.0;-7.41
126;Indonesië;Totaal;Twee ouders geboren buiten Nederland;2022;145507.0;119.0;2837.0;-2718.0;2531.0;1322.0;1209.0;-124.0;-95.0;-29.0;143969.0;-1538.0;-10.57
127;Indonesië;Totaal;Twee ouders geboren buiten Nederland;2023;143969.0;103.0;2697.0;-2594.0;2449.0;1451.0;998.0;-151.0;-128.0;-23.0;142350.0;-1619.0;-11.25
128;Indonesië;Personen geboren in Nederland;Totaal;2022;257745.0;488.0;1480.0;-992.0;548.0;871.0;-323.0;24.0;2.0;22.0;256452.0;-1293.0;-5.02
129;Indonesië;Personen geboren in Nederland;Totaal;2023;256452.0;407.0;1479.0;-1072.0;538.0;824.0;-286.0;-28.0;-37.0;9.0;255103.0;-1349.0;-5.26
130;Indonesië;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
131;Indonesië;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
132;Indonesië;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;190134.0;369.0;1033.0;-664.0;426.0;640.0;-214.0;41.0;12.0;29.0;189285.0;-849.0;-4.47
133;Indonesië;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;189285.0;304.0;1065.0;-761.0;426.0;609.0;-183.0;-4.0;-21.0;17.0;188358.0;-927.0;-4.9
134;Indonesië;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;67611.0;119.0;447.0;-328.0;122.0;231.0;-109.0;-17.0;-10.0;-7.0;67167.0;-444.0;-6.57
135;Indonesië;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;67167.0;103.0;414.0;-311.0;112.0;215.0;-103.0;-24.0;-16.0;-8.0;66745.0;-422.0;-6.28
136;Indonesië;Personen geboren buiten Nederland;Totaal;2022;106128.0;0.0;3629.0;-3629.0;2495.0;1154.0;1341.0;-100.0;-89.0;-11.0;103829.0;-2299.0;-21.66
137;Indonesië;Personen geboren buiten Nederland;Totaal;2023;103829.0;0.0;3478.0;-3478.0;2423.0;1307.0;1116.0;-124.0;-120.0;-4.0;101463.0;-2366.0;-22.79
138;Indonesië;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;14572.0;0.0;621.0;-621.0;24.0;34.0;-10.0;-9.0;-4.0;-5.0;13936.0;-636.0;-43.65
139;Indonesië;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;13936.0;0.0;596.0;-596.0;29.0;32.0;-3.0;-5.0;-8.0;3.0;13340.0;-596.0;-42.77
140;Indonesië;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;13660.0;0.0;618.0;-618.0;62.0;29.0;33.0;16.0;0.0;16.0;13091.0;-569.0;-41.65
141;Indonesië;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;13091.0;0.0;599.0;-599.0;57.0;39.0;18.0;8.0;0.0;8.0;12518.0;-573.0;-43.77
142;Indonesië;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;77896.0;0.0;2390.0;-2390.0;2409.0;1091.0;1318.0;-107.0;-85.0;-22.0;76802.0;-1094.0;-14.04
143;Indonesië;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;76802.0;0.0;2283.0;-2283.0;2337.0;1236.0;1101.0;-127.0;-112.0;-15.0;75605.0;-1197.0;-15.59
144;Marokko;Totaal;Totaal;2022;419442.0;4124.0;1315.0;2809.0;4821.0;2090.0;2731.0;-367.0;-419.0;52.0;425034.0;5592.0;13.33
