ID;Geslacht;Leeftijd;Migratieachtergrond;Geboortegeneratie;PersoonMetBaan_1;Eerste20Inkomensgroep_2;Tweede20Inkomensgroep_3;Derde20Inkomensgroep_4;Vierde20Inkomensgroep_5;Vijfde20Inkomensgroep_6;PersoonHeeftVoortdurendBaan_7;TotaalGedeeltelijk_8;k_3Jaar_9;k_2Tot3Jaar_10;k_12Jaar_11;k_1Jaar_12;PersoonHeeftGeenBaan_13;EenBaan_14;TweeBanen_15;DrieBanen_16;VierBanen_17;VijfTotTienBanen_18;TienOfMeerBanen_19
11;Totaal mannen en vrouwen;15 jaar;Totaal;1990 tot 1995;19.0;100.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;1.0;3.0;32.0;64.0;80.0;13.0;2.0;0.0;0.0;0.0
12;Totaal mannen en vrouwen;15 jaar;Totaal;1995 tot 2000;20.0;100.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;3.0;30.0;67.0;83.0;13.0;3.0;1.0;0.0;0.0
13;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
14;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
15;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
16;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
17;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
18;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
19;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
20;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
21;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
22;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1980 tot 1985;25.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1985 tot 1990;24.0;100.0;0.0;0.0;0.0;0.0;0.0;46.0;0.0;2.0;7.0;38.0;53.0;80.0;15.0;2.0;0.0;0.0;0.0
24;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1990 tot 1995;21.0;100.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;1.0;4.0;34.0;61.0;79.0;14.0;2.0;0.0;0.0;0.0
25;Totaal mannen en vrouwen;15 jaar;Nederlandse achtergrond;1995 tot 2000;22.0;100.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;4.0;32.0;64.0;82.0;14.0;3.0;1.0;0.0;0.0
26;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
27;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
28;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
29;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
30;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
31;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
32;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
33;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
34;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
35;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1980 tot 1985;18.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1985 tot 1990;15.0;100.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;1.0;3.0;26.0;70.0;81.0;13.0;2.0;0.0;0.0;0.0
37;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1990 tot 1995;12.0;100.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;1.0;23.0;75.0;83.0;10.0;1.0;0.0;0.0;0.0
38;Totaal mannen en vrouwen;15 jaar;Met migratieachtergrond;1995 tot 2000;13.0;100.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;1.0;22.0;77.0;88.0;10.0;1.0;0.0;0.0;0.0
39;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
40;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
41;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
42;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
43;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
44;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
45;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
46;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
47;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
48;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1980 tot 1985;19.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1985 tot 1990;17.0;100.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;1.0;4.0;30.0;65.0;81.0;14.0;1.0;0.0;0.0;0.0
50;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1990 tot 1995;14.0;100.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;2.0;26.0;72.0;81.0;11.0;1.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;15 jaar;Westerse migratieachtergrond;1995 tot 2000;14.0;100.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;2.0;23.0;75.0;87.0;11.0;2.0;0.0;0.0;0.0
52;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
53;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
54;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
55;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
56;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
57;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
58;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
59;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
60;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1980 tot 1985;17.0;99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1985 tot 1990;14.0;100.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;1.0;3.0;24.0;73.0;82.0;12.0;2.0;0.0;0.0;0.0
63;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1990 tot 1995;12.0;100.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;1.0;22.0;77.0;83.0;9.0;1.0;0.0;0.0;0.0
64;Totaal mannen en vrouwen;15 jaar;Niet-westerse migratieachtergrond;1995 tot 2000;13.0;100.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;1.0;21.0;78.0;89.0;9.0;1.0;0.0;0.0;0.0
65;Totaal mannen en vrouwen;15 jaar;Marokko;1935 tot 1940;;;;;;;;;;;;;;;;;;;
66;Totaal mannen en vrouwen;15 jaar;Marokko;1940 tot 1945;;;;;;;;;;;;;;;;;;;
67;Totaal mannen en vrouwen;15 jaar;Marokko;1945 tot 1950;;;;;;;;;;;;;;;;;;;
68;Totaal mannen en vrouwen;15 jaar;Marokko;1950 tot 1955;;;;;;;;;;;;;;;;;;;
69;Totaal mannen en vrouwen;15 jaar;Marokko;1955 tot 1960;;;;;;;;;;;;;;;;;;;
70;Totaal mannen en vrouwen;15 jaar;Marokko;1960 tot 1965;;;;;;;;;;;;;;;;;;;
71;Totaal mannen en vrouwen;15 jaar;Marokko;1965 tot 1970;;;;;;;;;;;;;;;;;;;
72;Totaal mannen en vrouwen;15 jaar;Marokko;1970 tot 1975;;;;;;;;;;;;;;;;;;;
73;Totaal mannen en vrouwen;15 jaar;Marokko;1975 tot 1980;;;;;;;;;;;;;;;;;;;
74;Totaal mannen en vrouwen;15 jaar;Marokko;1980 tot 1985;26.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;15 jaar;Marokko;1985 tot 1990;19.0;100.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;1.0;4.0;26.0;69.0;78.0;14.0;3.0;0.0;0.0;0.0
76;Totaal mannen en vrouwen;15 jaar;Marokko;1990 tot 1995;16.0;100.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;0.0;1.0;26.0;72.0;81.0;11.0;1.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;15 jaar;Marokko;1995 tot 2000;17.0;100.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;1.0;26.0;73.0;87.0;10.0;1.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;15 jaar;Turkije;1935 tot 1940;;;;;;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;15 jaar;Turkije;1940 tot 1945;;;;;;;;;;;;;;;;;;;
80;Totaal mannen en vrouwen;15 jaar;Turkije;1945 tot 1950;;;;;;;;;;;;;;;;;;;
81;Totaal mannen en vrouwen;15 jaar;Turkije;1950 tot 1955;;;;;;;;;;;;;;;;;;;
82;Totaal mannen en vrouwen;15 jaar;Turkije;1955 tot 1960;;;;;;;;;;;;;;;;;;;
83;Totaal mannen en vrouwen;15 jaar;Turkije;1960 tot 1965;;;;;;;;;;;;;;;;;;;
84;Totaal mannen en vrouwen;15 jaar;Turkije;1965 tot 1970;;;;;;;;;;;;;;;;;;;
85;Totaal mannen en vrouwen;15 jaar;Turkije;1970 tot 1975;;;;;;;;;;;;;;;;;;;
86;Totaal mannen en vrouwen;15 jaar;Turkije;1975 tot 1980;;;;;;;;;;;;;;;;;;;
87;Totaal mannen en vrouwen;15 jaar;Turkije;1980 tot 1985;16.0;99.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;Totaal mannen en vrouwen;15 jaar;Turkije;1985 tot 1990;13.0;99.0;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;2.0;21.0;76.0;85.0;10.0;1.0;0.0;0.0;0.0
89;Totaal mannen en vrouwen;15 jaar;Turkije;1990 tot 1995;11.0;100.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;1.0;20.0;79.0;85.0;7.0;1.0;0.0;0.0;0.0
90;Totaal mannen en vrouwen;15 jaar;Turkije;1995 tot 2000;12.0;100.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;1.0;18.0;81.0;91.0;8.0;1.0;0.0;0.0;0.0
91;Totaal mannen en vrouwen;15 jaar;Suriname;1935 tot 1940;;;;;;;;;;;;;;;;;;;
92;Totaal mannen en vrouwen;15 jaar;Suriname;1940 tot 1945;;;;;;;;;;;;;;;;;;;
93;Totaal mannen en vrouwen;15 jaar;Suriname;1945 tot 1950;;;;;;;;;;;;;;;;;;;
94;Totaal mannen en vrouwen;15 jaar;Suriname;1950 tot 1955;;;;;;;;;;;;;;;;;;;
95;Totaal mannen en vrouwen;15 jaar;Suriname;1955 tot 1960;;;;;;;;;;;;;;;;;;;
96;Totaal mannen en vrouwen;15 jaar;Suriname;1960 tot 1965;;;;;;;;;;;;;;;;;;;
97;Totaal mannen en vrouwen;15 jaar;Suriname;1965 tot 1970;;;;;;;;;;;;;;;;;;;
98;Totaal mannen en vrouwen;15 jaar;Suriname;1970 tot 1975;;;;;;;;;;;;;;;;;;;
99;Totaal mannen en vrouwen;15 jaar;Suriname;1975 tot 1980;;;;;;;;;;;;;;;;;;;
100;Totaal mannen en vrouwen;15 jaar;Suriname;1980 tot 1985;15.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;15 jaar;Suriname;1985 tot 1990;12.0;100.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;2.0;21.0;76.0;83.0;10.0;1.0;0.0;0.0;0.0
102;Totaal mannen en vrouwen;15 jaar;Suriname;1990 tot 1995;11.0;100.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;1.0;21.0;78.0;84.0;8.0;1.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;15 jaar;Suriname;1995 tot 2000;12.0;100.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;1.0;20.0;79.0;90.0;8.0;1.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1935 tot 1940;;;;;;;;;;;;;;;;;;;
105;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1940 tot 1945;;;;;;;;;;;;;;;;;;;
106;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1945 tot 1950;;;;;;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1950 tot 1955;;;;;;;;;;;;;;;;;;;
108;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1955 tot 1960;;;;;;;;;;;;;;;;;;;
109;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1960 tot 1965;;;;;;;;;;;;;;;;;;;
110;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1965 tot 1970;;;;;;;;;;;;;;;;;;;
111;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1970 tot 1975;;;;;;;;;;;;;;;;;;;
112;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1975 tot 1980;;;;;;;;;;;;;;;;;;;
113;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1980 tot 1985;16.0;99.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1985 tot 1990;11.0;100.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;3.0;24.0;73.0;83.0;11.0;1.0;0.0;0.0;0.0
115;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1990 tot 1995;10.0;100.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;1.0;21.0;78.0;83.0;10.0;1.0;0.0;0.0;0.0
116;Totaal mannen en vrouwen;15 jaar;(voormalige) Nederlandse Antillen, Aruba;1995 tot 2000;11.0;100.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;1.0;19.0;80.0;89.0;10.0;1.0;0.0;0.0;0.0
117;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1935 tot 1940;;;;;;;;;;;;;;;;;;;
118;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1940 tot 1945;;;;;;;;;;;;;;;;;;;
119;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1945 tot 1950;;;;;;;;;;;;;;;;;;;
120;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1950 tot 1955;;;;;;;;;;;;;;;;;;;
121;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1955 tot 1960;;;;;;;;;;;;;;;;;;;
122;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1960 tot 1965;;;;;;;;;;;;;;;;;;;
123;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1965 tot 1970;;;;;;;;;;;;;;;;;;;
124;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1970 tot 1975;;;;;;;;;;;;;;;;;;;
125;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1975 tot 1980;;;;;;;;;;;;;;;;;;;
126;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1980 tot 1985;14.0;99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1985 tot 1990;12.0;100.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;1.0;3.0;25.0;71.0;82.0;12.0;2.0;0.0;0.0;0.0
128;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1990 tot 1995;11.0;100.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;1.0;22.0;76.0;83.0;9.0;1.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;15 jaar;Overige niet-westerse migratieachterg...;1995 tot 2000;12.0;100.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;1.0;21.0;78.0;89.0;9.0;1.0;0.0;0.0;0.0
130;Totaal mannen en vrouwen;16 jaar;Totaal;1935 tot 1940;;;;;;;;;;;;;;;;;;;
131;Totaal mannen en vrouwen;16 jaar;Totaal;1940 tot 1945;;;;;;;;;;;;;;;;;;;
132;Totaal mannen en vrouwen;16 jaar;Totaal;1945 tot 1950;;;;;;;;;;;;;;;;;;;
133;Totaal mannen en vrouwen;16 jaar;Totaal;1950 tot 1955;;;;;;;;;;;;;;;;;;;
134;Totaal mannen en vrouwen;16 jaar;Totaal;1955 tot 1960;;;;;;;;;;;;;;;;;;;
135;Totaal mannen en vrouwen;16 jaar;Totaal;1960 tot 1965;;;;;;;;;;;;;;;;;;;
136;Totaal mannen en vrouwen;16 jaar;Totaal;1965 tot 1970;;;;;;;;;;;;;;;;;;;
137;Totaal mannen en vrouwen;16 jaar;Totaal;1970 tot 1975;;;;;;;;;;;;;;;;;;;
138;Totaal mannen en vrouwen;16 jaar;Totaal;1975 tot 1980;;;;;;;;;;;;;;;;;;;
139;Totaal mannen en vrouwen;16 jaar;Totaal;1980 tot 1985;43.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Totaal mannen en vrouwen;16 jaar;Totaal;1985 tot 1990;40.0;100.0;0.0;0.0;0.0;0.0;0.0;69.0;1.0;5.0;17.0;46.0;31.0;66.0;25.0;6.0;1.0;0.0;0.0
141;Totaal mannen en vrouwen;16 jaar;Totaal;1990 tot 1995;43.0;100.0;0.0;0.0;0.0;0.0;0.0;67.0;0.0;2.0;15.0;49.0;33.0;65.0;24.0;7.0;2.0;0.0;0.0
142;Totaal mannen en vrouwen;16 jaar;Totaal;1995 tot 2000;43.0;100.0;0.0;0.0;0.0;0.0;0.0;65.0;0.0;2.0;16.0;46.0;35.0;65.0;25.0;7.0;2.0;1.0;0.0
143;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
144;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
145;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
146;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
147;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
148;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
149;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
150;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
151;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
152;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1980 tot 1985;45.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1985 tot 1990;43.0;100.0;0.0;0.0;0.0;0.0;0.0;72.0;1.0;5.0;19.0;47.0;28.0;66.0;25.0;6.0;1.0;0.0;0.0
154;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1990 tot 1995;46.0;100.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;3.0;17.0;50.0;30.0;64.0;25.0;7.0;2.0;1.0;0.0
155;Totaal mannen en vrouwen;16 jaar;Nederlandse achtergrond;1995 tot 2000;46.0;100.0;0.0;0.0;0.0;0.0;0.0;68.0;0.0;3.0;18.0;47.0;32.0;64.0;25.0;8.0;2.0;1.0;0.0
156;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
157;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
158;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
159;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1950 tot 1955;;;;;;;;;;;;;;;;;;;
160;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1955 tot 1960;;;;;;;;;;;;;;;;;;;
161;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1960 tot 1965;;;;;;;;;;;;;;;;;;;
162;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1965 tot 1970;;;;;;;;;;;;;;;;;;;
163;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1970 tot 1975;;;;;;;;;;;;;;;;;;;
164;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1975 tot 1980;;;;;;;;;;;;;;;;;;;
165;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1980 tot 1985;33.0;99.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1985 tot 1990;27.0;100.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;2.0;11.0;42.0;44.0;70.0;22.0;5.0;1.0;0.0;0.0
167;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1990 tot 1995;32.0;100.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;1.0;9.0;47.0;43.0;68.0;23.0;5.0;1.0;0.0;0.0
168;Totaal mannen en vrouwen;16 jaar;Met migratieachtergrond;1995 tot 2000;32.0;100.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;1.0;10.0;44.0;45.0;69.0;24.0;5.0;1.0;0.0;0.0
169;Totaal mannen en vrouwen;16 jaar;Westerse migratieachtergrond;1935 tot 1940;;;;;;;;;;;;;;;;;;;
170;Totaal mannen en vrouwen;16 jaar;Westerse migratieachtergrond;1940 tot 1945;;;;;;;;;;;;;;;;;;;
171;Totaal mannen en vrouwen;16 jaar;Westerse migratieachtergrond;1945 tot 1950;;;;;;;;;;;;;;;;;;;
