ID;EigenaarOfHuurder;Huishoudkenmerken;Marges;Regio;Perioden;TevredenheidMetDeHuidigeWoning_1;TevredenheidMetDeHuidigeWoonomgeving_2
109;Totaal;Particuliere huishoudens;Waarde;Zuid-Holland (PV);2018;81.6;80.0
110;Totaal;Particuliere huishoudens;Waarde;Zuid-Holland (PV);2021;81.3;80.1
111;Totaal;Particuliere huishoudens;Waarde;Zuid-Holland (PV);2024;79.4;78.9
112;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2002;92.7;89.4
113;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2006;92.6;89.7
114;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2009;92.0;86.7
115;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2012;91.2;87.1
116;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2015;89.4;86.0
117;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2018;86.9;84.9
118;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2021;89.4;87.4
119;Totaal;Particuliere huishoudens;Waarde;Zeeland (PV);2024;86.5;86.4
120;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2002;91.3;86.6
121;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2006;92.0;86.8
122;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2009;91.9;85.1
123;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2012;90.5;85.8
124;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2015;89.2;84.4
125;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2018;86.2;84.8
126;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2021;87.7;85.2
127;Totaal;Particuliere huishoudens;Waarde;Noord-Brabant (PV);2024;83.9;82.7
128;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2002;90.0;84.7
129;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2006;91.1;86.0
130;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2009;89.9;82.6
131;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2012;89.4;82.1
132;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2015;87.9;81.4
133;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2018;85.8;83.9
134;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2021;86.1;83.7
135;Totaal;Particuliere huishoudens;Waarde;Limburg (PV);2024;82.9;83.5
136;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2002;89.7;87.4
137;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2006;90.7;87.3
138;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2009;91.3;85.2
139;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2012;88.9;84.3
140;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2015;89.3;82.6
141;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2018;86.5;85.8
142;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2021;86.4;84.4
143;Totaal;Particuliere huishoudens;Waarde;Oost-Groningen (CR);2024;86.8;83.5
144;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2002;89.2;86.3
145;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2006;90.3;89.8
146;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2009;96.2;90.3
147;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2012;89.0;88.0
148;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2015;83.9;76.9
149;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2018;80.3;84.7
150;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2021;76.6;72.3
151;Totaal;Particuliere huishoudens;Waarde;Delfzijl en omgeving (CR);2024;77.9;76.4
152;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2002;88.5;86.3
153;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2006;91.4;88.5
154;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2009;89.2;84.9
155;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2012;88.5;86.1
156;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2015;86.1;79.3
157;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2018;84.7;83.1
158;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2021;86.0;83.4
159;Totaal;Particuliere huishoudens;Waarde;Overig Groningen (CR);2024;79.3;80.3
160;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2002;90.3;89.9
161;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2006;91.6;86.3
162;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2009;92.2;86.4
163;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2012;89.0;87.3
164;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2015;86.3;84.1
165;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2018;86.7;86.5
166;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2021;88.6;87.3
167;Totaal;Particuliere huishoudens;Waarde;Noord-Friesland (CR);2024;80.2;81.7
168;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2002;93.5;92.2
169;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2006;90.8;91.3
170;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2009;90.5;90.6
171;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2012;92.8;90.0
172;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2015;87.2;88.3
173;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2018;90.0;83.7
174;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2021;88.5;87.2
175;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Friesland (CR);2024;89.0;91.7
176;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2002;90.7;90.3
177;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2006;92.7;87.5
178;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2009;92.4;84.6
179;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2012;92.0;86.9
180;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2015;89.7;87.0
181;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2018;86.8;86.0
182;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2021;89.7;87.2
183;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Friesland (CR);2024;84.0;89.0
184;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2002;91.5;88.8
185;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2006;94.7;90.6
186;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2009;93.8;90.5
187;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2012;93.2;90.3
188;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2015;91.4;88.5
189;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2018;86.4;90.2
190;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2021;87.4;90.4
191;Totaal;Particuliere huishoudens;Waarde;Noord-Drenthe (CR);2024;86.9;88.2
192;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2002;91.4;87.6
193;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2006;92.4;88.3
194;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2009;89.7;85.5
195;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2012;91.8;86.8
196;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2015;90.6;81.1
197;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2018;86.7;83.9
198;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2021;89.0;81.7
199;Totaal;Particuliere huishoudens;Waarde;Zuidoost-Drenthe (CR);2024;87.7;85.7
200;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2002;92.3;87.9
201;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2006;94.2;89.8
202;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2009;92.1;86.8
203;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2012;92.1;88.0
204;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2015;88.5;84.7
205;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2018;86.0;86.6
206;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2021;85.7;88.3
207;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Drenthe (CR);2024;83.1;89.2
208;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2002;92.6;87.0
209;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2006;91.3;88.7
210;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2009;92.0;85.6
211;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2012;90.7;87.3
212;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2015;89.3;84.6
213;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2018;88.1;88.0
214;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2021;90.2;88.3
215;Totaal;Particuliere huishoudens;Waarde;Noord-Overijssel (CR);2024;89.1;88.4
216;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2002;92.5;85.3
217;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2006;90.0;85.2
218;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2009;90.1;84.5
219;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2012;89.1;88.7
220;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2015;89.0;80.6
221;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2018;88.0;83.9
222;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2021;88.9;88.6
223;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Overijssel (CR);2024;87.5;87.1
224;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2002;91.2;86.1
225;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2006;91.0;86.9
226;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2009;90.5;86.7
227;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2012;89.5;85.9
228;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2015;88.0;84.1
229;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2018;85.3;83.1
230;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2021;90.6;86.4
231;Totaal;Particuliere huishoudens;Waarde;Twente (CR);2024;86.0;86.5
232;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2002;91.3;89.3
233;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2006;91.3;88.8
234;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2009;93.8;87.3
235;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2012;91.8;88.1
236;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2015;90.0;85.3
237;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2018;87.9;87.1
238;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2021;90.2;86.9
239;Totaal;Particuliere huishoudens;Waarde;Veluwe (CR);2024;86.7;87.2
240;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2002;93.0;90.2
241;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2006;93.3;90.6
242;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2009;94.4;87.2
243;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2012;92.3;87.5
244;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2015;89.6;83.9
245;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2018;88.8;85.6
246;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2021;90.1;86.7
247;Totaal;Particuliere huishoudens;Waarde;Achterhoek (CR);2024;88.9;89.9
248;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2002;86.3;81.6
249;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2006;89.6;83.3
250;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2009;88.1;81.8
251;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2012;88.8;84.5
252;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2015;85.0;80.3
253;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2018;83.3;84.1
254;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2021;84.9;83.8
255;Totaal;Particuliere huishoudens;Waarde;Arnhem/Nijmegen (CR);2024;82.3;83.8
256;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2002;93.1;88.9
257;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2006;93.7;89.4
258;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2009;91.4;86.6
259;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2012;93.8;86.4
260;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2015;91.1;85.8
261;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2018;86.3;83.0
262;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2021;89.7;85.9
263;Totaal;Particuliere huishoudens;Waarde;Zuidwest-Gelderland (CR);2024;85.1;83.4
264;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2002;90.6;84.3
265;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2006;89.3;84.1
266;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2009;90.5;82.9
267;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2012;89.7;83.8
268;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2015;87.5;81.4
269;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2018;86.9;83.3
270;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2021;86.4;85.5
271;Totaal;Particuliere huishoudens;Waarde;Utrecht (CR);2024;82.7;82.4
272;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2002;91.6;88.1
273;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2006;93.0;88.5
274;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2009;92.0;85.1
275;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2012;91.0;85.3
276;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2015;91.7;87.1
277;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2018;87.9;86.2
278;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2021;90.4;88.7
279;Totaal;Particuliere huishoudens;Waarde;Kop van Noord-Holland (CR);2024;88.1;85.9
280;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2002;90.4;89.0
281;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2006;90.7;87.7
282;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2009;91.3;88.4
283;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2012;89.3;86.5
284;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2015;88.1;84.1
285;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2018;86.1;85.7
286;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2021;89.5;88.8
287;Totaal;Particuliere huishoudens;Waarde;Alkmaar en omgeving (CR);2024;86.6;88.2
288;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2002;91.8;87.4
289;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2006;93.8;84.8
290;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2009;88.3;82.5
291;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2012;88.1;83.7
292;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2015;90.1;83.8
293;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2018;86.6;87.2
294;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2021;86.3;82.4
295;Totaal;Particuliere huishoudens;Waarde;IJmond (CR);2024;84.5;81.2
296;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2002;89.7;86.3
297;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2006;91.2;86.6
298;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2009;89.4;81.8
299;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2012;89.0;86.2
300;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2015;88.4;81.4
301;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2018;83.6;86.4
302;Totaal;Particuliere huishoudens;Waarde;Agglomeratie Haarlem (CR);2021;83.0;81.8
