ID;Geslacht;Leeftijd;Beroepen;TypeInkomen;Perioden;AantalWerkzameArtsen_1;GemiddeldeWinst_2;GemiddeldJaarloonExclBijzBeloning_3;GemiddeldJaarloonInclBijzBeloning_4;GemiddeldJaarloonInclPerVTE_5;GemiddeldeDividendenAanmBelang_6;GemiddeldInkomenUitOverigeArbeid_7;GemiddeldGestandaardiseerdInkomen_8
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Totaal;2022;19.5;;121.9;137.8;;;;
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2011;6.6;;123.5;144.0;153.8;;;61.8
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2012;6.8;;125.5;145.5;155.5;;;62.0
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2013;7.3;;126.3;150.2;160.6;;;63.3
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2014;7.5;;126.7;148.3;157.7;;;66.5
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2015;8.1;;131.4;156.1;166.1;;;67.6
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2016;8.6;;132.3;161.1;171.0;;;69.1
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2017;8.9;;133.5;157.6;167.8;;;70.0
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2018;9.2;;134.7;158.9;;;;69.9
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2019;9.5;;136.1;159.8;;;;75.1
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2020;9.9;;140.3;166.1;;;;76.9
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2021;10.3;;141.4;166.7;;;;77.9
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2022;10.5;;143.0;168.0;;;;
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2011;4.9;192.9;;;;;;84.3
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2012;5.2;194.5;;;;;;86.3
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2013;5.4;194.6;;;;;;86.4
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2014;5.3;201.4;;;;;;90.1
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2015;2.2;179.1;;;;;;85.7
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2016;2.2;181.0;;;;;;87.3
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2017;2.2;179.2;;;;;;87.9
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2018;1.9;169.8;;;;;;86.3
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2019;1.9;174.9;;;;;;90.9
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2020;2.0;172.7;;;;;;90.7
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2021;2.1;177.6;;;;;;93.6
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2022;2.1;;;;;;;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2011;1.4;6.2;116.1;125.5;135.1;44.6;;82.1
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2012;1.4;7.5;111.9;119.4;130.1;45.0;;82.6
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2013;1.3;7.9;110.7;133.7;143.0;23.4;;75.4
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2014;1.3;12.1;107.8;114.5;126.8;107.8;;119.4
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2015;4.3;2.7;116.7;121.5;128.3;6.7;;65.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2016;4.5;1.4;118.5;122.6;129.2;12.6;;66.2
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2017;4.7;1.4;118.7;123.6;131.4;20.5;;76.5
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2018;4.9;1.8;121.5;125.0;;24.6;;75.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2019;5.3;1.6;122.7;125.7;;77.0;;103.1
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2020;5.4;1.5;122.4;125.2;;34.7;;84.1
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2021;5.5;1.7;123.0;125.9;;29.8;;84.8
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts DGA;2022;5.6;;123.6;126.3;;;;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2011;1.2;48.6;116.6;137.0;164.0;3.0;10.5;80.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2012;1.3;50.7;113.5;133.0;159.9;1.3;9.6;80.3
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2013;1.2;43.4;116.7;142.4;171.0;0.3;7.8;80.7
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2014;1.2;51.5;112.7;132.5;160.2;2.5;8.9;84.7
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2015;1.3;30.8;137.3;160.6;176.8;0.2;9.6;83.7
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2016;1.2;25.6;134.3;164.8;184.5;1.3;8.5;83.1
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2017;1.1;24.2;137.8;162.7;180.8;2.0;7.8;86.6
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2018;1.1;23.1;135.3;158.6;;4.1;10.7;86.4
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2019;1.2;25.5;141.1;165.6;;5.8;11.8;93.5
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2020;1.0;22.8;140.9;165.2;;2.5;8.9;90.5
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2021;1.1;23.8;140.4;166.3;;2.9;9.8;95.9
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2022;1.2;;139.6;163.8;;;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2011;2.7;22.7;88.3;106.1;120.7;0.9;1.9;62.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2012;2.8;23.4;87.1;105.5;120.2;0.4;1.7;62.1
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2013;2.9;21.6;87.1;107.5;121.6;0.5;1.5;62.8
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2014;2.9;22.3;86.8;105.1;119.8;1.9;1.5;64.6
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2015;3.0;21.4;87.7;106.6;121.4;0.3;1.3;63.6
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2016;3.0;21.5;87.4;108.6;123.5;0.9;1.3;65.4
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2017;3.1;24.3;87.4;111.1;128.9;1.6;1.4;68.8
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2018;3.2;26.6;87.6;111.1;;0.7;1.2;67.4
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2019;3.3;28.0;89.5;113.1;;2.4;1.2;71.7
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2020;3.3;30.7;91.0;115.9;;1.4;1.4;74.7
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2021;3.4;31.9;93.6;119.4;;1.5;1.4;77.4
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Totaal;2022;3.4;;95.6;121.4;;;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2011;1.7;;101.2;121.8;134.9;;;54.9
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2012;1.7;;101.8;123.4;136.7;;;55.1
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2013;1.8;;102.4;126.9;139.5;;;56.6
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2014;1.8;;102.1;124.1;136.5;;;57.4
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2015;1.9;;103.0;125.8;138.5;;;57.3
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2016;1.9;;103.2;128.9;142.8;;;59.5
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2017;1.9;;105.4;135.0;150.8;;;61.8
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2018;2.0;;106.4;135.5;;;;60.4
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2019;2.0;;108.8;138.3;;;;63.7
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2020;2.1;;112.5;143.8;;;;66.6
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2021;2.1;;115.9;149.0;;;;69.3
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2022;2.1;;117.5;150.2;;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2011;0.3;122.9;;;;;;83.4
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2012;0.4;118.5;;;;;;81.6
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2013;0.4;111.3;;;;;;78.9
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2014;0.4;116.1;;;;;;83.9
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2015;0.4;110.9;;;;;;82.2
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2016;0.5;109.1;;;;;;82.7
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2017;0.5;112.6;;;;;;84.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2018;0.5;121.4;;;;;;83.2
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2019;0.5;130.2;;;;;;87.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2020;0.6;136.1;;;;;;91.1
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2021;0.6;141.6;;;;;;95.2
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2022;0.6;;;;;;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2011;0.1;;;;;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2012;0.1;;;;;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2013;0.1;;;;;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2014;0.1;;;;;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2015;0.1;6.3;89.9;99.7;113.2;3.3;;68.1
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2016;0.1;7.7;90.4;99.4;110.2;21.2;;76.7
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2017;0.1;5.2;90.4;96.8;109.2;39.8;;96.3
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2018;0.1;8.2;90.2;94.7;;16.7;;74.1
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2019;0.1;11.7;92.1;96.9;;53.6;;97.2
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2020;0.1;13.4;88.8;94.9;;33.1;;89.2
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2021;0.1;15.7;91.0;96.1;;28.3;;87.2
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts DGA;2022;0.2;;93.5;98.9;;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2011;0.6;30.5;99.3;119.5;140.8;0.1;8.8;68.2
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2012;0.6;31.2;98.0;119.6;142.0;0.0;8.0;68.7
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2013;0.6;29.3;98.9;121.7;145.7;0.0;7.6;69.4
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2014;0.6;27.5;96.8;116.6;139.9;0.5;7.5;67.4
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2015;0.6;28.2;98.0;119.1;143.1;0.5;6.6;69.2
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2016;0.6;25.7;101.0;125.4;148.6;0.2;7.3;68.9
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2017;0.6;28.7;100.8;128.1;156.3;0.4;7.3;72.5
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2018;0.6;31.2;102.1;129.8;;0.3;6.5;74.7
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2019;0.6;32.2;102.9;130.2;;0.6;6.8;78.9
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2020;0.6;37.1;102.8;131.3;;1.2;7.8;83.2
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2021;0.6;41.4;103.6;132.1;;0.3;8.1;85.5
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2022;0.6;;107.2;137.0;;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2011;10.4;99.8;14.1;16.5;23.6;0.9;0.4;66.0
121;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2012;10.6;94.9;13.9;16.3;23.4;0.9;0.3;64.2
122;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2013;10.8;90.6;13.7;16.8;23.9;0.7;0.3;62.8
123;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2014;11.2;93.3;13.4;16.1;23.4;2.4;0.2;65.8
124;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2015;11.5;89.7;13.3;16.0;23.4;0.4;0.2;62.4
125;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2016;11.6;94.2;13.3;16.1;23.5;0.5;0.2;64.9
126;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2017;12.0;92.7;13.3;16.3;24.9;0.9;0.2;65.1
127;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2018;12.3;95.1;13.1;16.0;;0.8;0.2;65.3
128;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2019;12.7;98.7;13.0;15.8;;2.1;0.3;70.4
129;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2020;13.1;103.6;13.3;16.1;;1.7;0.2;72.2
130;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2021;13.3;103.7;14.3;17.2;;1.4;0.3;73.3
131;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Totaal;2022;13.4;;14.8;17.7;;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2011;1.2;;58.8;70.2;90.1;;;46.6
133;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2012;1.2;;60.4;72.8;92.4;;;47.4
134;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2013;1.2;;61.3;76.9;97.7;;;48.4
135;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2014;1.2;;61.4;76.7;98.6;;;50.2
136;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2015;1.2;;61.9;76.2;98.0;;;49.0
137;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2016;1.2;;62.4;78.9;101.7;;;49.8
138;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2017;1.2;;63.8;81.1;106.4;;;52.5
139;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2018;1.2;;65.0;84.2;;;;52.1
140;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2019;1.1;;66.6;85.7;;;;56.6
141;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2020;1.2;;67.0;85.4;;;;58.9
142;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2021;1.2;;68.3;86.6;;;;57.5
143;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen werknemer (excl. DGA);2022;1.2;;69.4;87.7;;;;
144;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2011;7.7;123.9;;;;;;69.3
145;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2012;8.0;117.0;;;;;;66.7
146;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2013;8.3;111.3;;;;;;64.9
147;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2014;8.6;113.4;;;;;;66.8
148;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2015;9.0;108.2;;;;;;64.1
149;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2016;9.1;113.3;;;;;;66.9
150;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2017;9.4;111.2;;;;;;66.2
151;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2018;9.7;113.3;;;;;;66.7
152;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2019;10.1;116.9;;;;;;71.0
153;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2020;10.4;123.2;;;;;;73.5
154;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2021;10.4;125.2;;;;;;75.2
155;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts alleen zelfstandige (excl. DGA);2022;10.4;;;;;;;
156;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2011;0.3;8.8;84.8;88.6;93.8;24.8;;68.7
157;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2012;0.3;10.0;84.4;87.4;94.2;25.8;;72.0
158;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2013;0.3;9.5;86.3;100.0;109.3;20.7;;70.0
159;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2014;0.4;10.1;86.5;89.8;97.0;76.2;;101.6
160;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2015;0.3;12.2;86.8;95.4;104.1;13.7;;68.7
161;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2016;0.3;10.1;87.7;92.7;104.5;16.5;;65.8
162;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2017;0.4;11.8;89.4;98.2;107.7;28.6;;78.3
163;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2018;0.4;11.9;87.1;91.7;;24.6;;70.1
164;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2019;0.4;13.5;86.1;90.6;;65.3;;95.5
165;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2020;0.5;13.3;86.3;90.3;;48.6;;87.7
166;Totaal mannen en vrouwen;Totaal leeftijd;"Arts; huisartsgeneeskunde";Arts DGA;2021;0.5;14.4;85.8;89.1;;33.2;;80.6
