ID;Geslacht;Herkomstgroepering;Onderwijssoort;Woongemeente;Perioden;AantalLeerlingenOnderzoekspopulatie_1;PercentageVSVErsOnderzoekspopulatie_2
91;Totaal mannen en vrouwen;0;Totaal vo en mbo;Den Helder;2005/'06;4.7;6.0
92;Totaal mannen en vrouwen;0;Totaal vo en mbo;Den Helder;2006/'07*;4.7;5.0
93;Totaal mannen en vrouwen;0;Totaal vo en mbo;Helmond;2004/'05;6.1;6.0
94;Totaal mannen en vrouwen;0;Totaal vo en mbo;Helmond;2005/'06;6.2;5.0
95;Totaal mannen en vrouwen;0;Totaal vo en mbo;Helmond;2006/'07*;6.3;4.0
96;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hengelo (O.);2004/'05;6.2;4.0
97;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hengelo (O.);2005/'06;6.4;3.0
98;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hengelo (O.);2006/'07*;6.4;3.0
99;Totaal mannen en vrouwen;0;Totaal vo en mbo;'s-Hertogenbosch;2004/'05;9.0;6.0
100;Totaal mannen en vrouwen;0;Totaal vo en mbo;'s-Hertogenbosch;2005/'06;9.6;5.0
101;Totaal mannen en vrouwen;0;Totaal vo en mbo;'s-Hertogenbosch;2006/'07*;9.7;5.0
102;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hilversum;2004/'05;5.5;5.0
103;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hilversum;2005/'06;5.6;4.0
104;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hilversum;2006/'07*;5.7;5.0
105;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoogeveen;2004/'05;4.3;3.0
106;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoogeveen;2005/'06;4.5;3.0
107;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoogeveen;2006/'07*;4.5;4.0
108;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoorn;2004/'05;5.2;6.0
109;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoorn;2005/'06;5.5;5.0
110;Totaal mannen en vrouwen;0;Totaal vo en mbo;Hoorn;2006/'07*;5.6;6.0
111;Totaal mannen en vrouwen;0;Totaal vo en mbo;Kerkrade;2004/'05;3.3;6.0
112;Totaal mannen en vrouwen;0;Totaal vo en mbo;Kerkrade;2005/'06;3.3;6.0
113;Totaal mannen en vrouwen;0;Totaal vo en mbo;Kerkrade;2006/'07*;3.3;5.0
114;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leeuwarden;2004/'05;6.6;6.0
115;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leeuwarden;2005/'06;6.9;5.0
116;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leeuwarden;2006/'07*;7.0;5.0
117;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leiden;2004/'05;6.9;4.0
118;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leiden;2005/'06;7.2;5.0
119;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leiden;2006/'07*;7.3;4.0
120;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leidschendam-Voorburg;2004/'05;4.4;4.0
121;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leidschendam-Voorburg;2005/'06;4.9;4.0
122;Totaal mannen en vrouwen;0;Totaal vo en mbo;Leidschendam-Voorburg;2006/'07*;4.9;4.0
123;Totaal mannen en vrouwen;0;Totaal vo en mbo;Lelystad;2004/'05;5.6;6.0
124;Totaal mannen en vrouwen;0;Totaal vo en mbo;Lelystad;2005/'06;5.9;5.0
125;Totaal mannen en vrouwen;0;Totaal vo en mbo;Lelystad;2006/'07*;5.9;6.0
126;Totaal mannen en vrouwen;0;Totaal vo en mbo;Maastricht;2004/'05;7.2;6.0
127;Totaal mannen en vrouwen;0;Totaal vo en mbo;Maastricht;2005/'06;7.1;5.0
128;Totaal mannen en vrouwen;0;Totaal vo en mbo;Maastricht;2006/'07*;7.1;5.0
129;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nieuwegein;2004/'05;4.8;5.0
130;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nieuwegein;2005/'06;4.8;4.0
131;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nieuwegein;2006/'07*;4.7;4.0
132;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nijmegen;2004/'05;9.8;5.0
133;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nijmegen;2005/'06;10.1;5.0
134;Totaal mannen en vrouwen;0;Totaal vo en mbo;Nijmegen;2006/'07*;10.1;5.0
135;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oosterhout;2004/'05;4.0;4.0
136;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oosterhout;2005/'06;4.3;4.0
137;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oosterhout;2006/'07*;4.3;3.0
138;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oss;2004/'05;6.1;6.0
139;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oss;2005/'06;6.2;4.0
140;Totaal mannen en vrouwen;0;Totaal vo en mbo;Oss;2006/'07*;6.3;4.0
141;Totaal mannen en vrouwen;0;Totaal vo en mbo;Purmerend;2004/'05;5.9;6.0
142;Totaal mannen en vrouwen;0;Totaal vo en mbo;Purmerend;2005/'06;6.4;5.0
143;Totaal mannen en vrouwen;0;Totaal vo en mbo;Purmerend;2006/'07*;6.5;5.0
144;Totaal mannen en vrouwen;0;Totaal vo en mbo;Roosendaal;2004/'05;5.9;5.0
145;Totaal mannen en vrouwen;0;Totaal vo en mbo;Roosendaal;2005/'06;6.1;4.0
146;Totaal mannen en vrouwen;0;Totaal vo en mbo;Roosendaal;2006/'07*;6.1;4.0
147;Totaal mannen en vrouwen;0;Totaal vo en mbo;Rotterdam;2004/'05;41.8;8.0
148;Totaal mannen en vrouwen;0;Totaal vo en mbo;Rotterdam;2005/'06;44.0;6.0
149;Totaal mannen en vrouwen;0;Totaal vo en mbo;Rotterdam;2006/'07*;43.7;7.0
150;Totaal mannen en vrouwen;0;Totaal vo en mbo;Schiedam;2004/'05;5.3;7.0
151;Totaal mannen en vrouwen;0;Totaal vo en mbo;Schiedam;2005/'06;5.6;6.0
152;Totaal mannen en vrouwen;0;Totaal vo en mbo;Schiedam;2006/'07*;5.6;5.0
153;Totaal mannen en vrouwen;0;Totaal vo en mbo;Sittard-Geleen;2004/'05;7.0;5.0
154;Totaal mannen en vrouwen;0;Totaal vo en mbo;Sittard-Geleen;2005/'06;7.2;4.0
155;Totaal mannen en vrouwen;0;Totaal vo en mbo;Sittard-Geleen;2006/'07*;7.2;4.0
156;Totaal mannen en vrouwen;0;Totaal vo en mbo;Smallingerland;2004/'05;4.5;4.0
157;Totaal mannen en vrouwen;0;Totaal vo en mbo;Smallingerland;2005/'06;4.6;4.0
158;Totaal mannen en vrouwen;0;Totaal vo en mbo;Smallingerland;2006/'07*;4.7;3.0
159;Totaal mannen en vrouwen;0;Totaal vo en mbo;Spijkenisse;2004/'05;6.2;6.0
160;Totaal mannen en vrouwen;0;Totaal vo en mbo;Spijkenisse;2005/'06;6.6;5.0
161;Totaal mannen en vrouwen;0;Totaal vo en mbo;Spijkenisse;2006/'07*;6.4;5.0
162;Totaal mannen en vrouwen;0;Totaal vo en mbo;Terneuzen;2004/'05;4.1;5.0
163;Totaal mannen en vrouwen;0;Totaal vo en mbo;Terneuzen;2005/'06;4.2;4.0
164;Totaal mannen en vrouwen;0;Totaal vo en mbo;Terneuzen;2006/'07*;4.3;4.0
165;Totaal mannen en vrouwen;0;Totaal vo en mbo;Tilburg;2004/'05;13.5;6.0
166;Totaal mannen en vrouwen;0;Totaal vo en mbo;Tilburg;2005/'06;14.2;5.0
167;Totaal mannen en vrouwen;0;Totaal vo en mbo;Tilburg;2006/'07*;14.4;6.0
168;Totaal mannen en vrouwen;0;Totaal vo en mbo;Utrecht (gemeente);2004/'05;14.3;6.0
169;Totaal mannen en vrouwen;0;Totaal vo en mbo;Utrecht (gemeente);2005/'06;15.4;6.0
170;Totaal mannen en vrouwen;0;Totaal vo en mbo;Utrecht (gemeente);2006/'07*;15.6;6.0
171;Totaal mannen en vrouwen;0;Totaal vo en mbo;Veenendaal;2004/'05;5.3;4.0
172;Totaal mannen en vrouwen;0;Totaal vo en mbo;Veenendaal;2005/'06;5.6;3.0
173;Totaal mannen en vrouwen;0;Totaal vo en mbo;Veenendaal;2006/'07*;5.6;4.0
174;Totaal mannen en vrouwen;0;Totaal vo en mbo;Velsen;2004/'05;5.2;5.0
175;Totaal mannen en vrouwen;0;Totaal vo en mbo;Velsen;2005/'06;5.4;4.0
176;Totaal mannen en vrouwen;0;Totaal vo en mbo;Velsen;2006/'07*;5.6;4.0
177;Totaal mannen en vrouwen;0;Totaal vo en mbo;Venlo;2004/'05;6.9;5.0
178;Totaal mannen en vrouwen;0;Totaal vo en mbo;Venlo;2005/'06;7.2;5.0
179;Totaal mannen en vrouwen;0;Totaal vo en mbo;Venlo;2006/'07*;7.2;4.0
180;Totaal mannen en vrouwen;0;Totaal vo en mbo;Vlaardingen;2004/'05;5.0;6.0
181;Totaal mannen en vrouwen;0;Totaal vo en mbo;Vlaardingen;2005/'06;5.2;5.0
182;Totaal mannen en vrouwen;0;Totaal vo en mbo;Vlaardingen;2006/'07*;5.3;4.0
183;Totaal mannen en vrouwen;0;Totaal vo en mbo;Westland;2004/'05;6.9;4.0
184;Totaal mannen en vrouwen;0;Totaal vo en mbo;Westland;2005/'06;9.1;3.0
185;Totaal mannen en vrouwen;0;Totaal vo en mbo;Westland;2006/'07*;9.2;3.0
186;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zaanstad;2004/'05;9.8;6.0
187;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zaanstad;2005/'06;10.3;5.0
188;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zaanstad;2006/'07*;10.5;5.0
189;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zeist;2004/'05;3.9;5.0
190;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zeist;2005/'06;4.2;4.0
191;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zeist;2006/'07*;4.3;4.0
192;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zoetermeer;2004/'05;10.4;4.0
193;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zoetermeer;2005/'06;11.1;4.0
194;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zoetermeer;2006/'07*;11.0;4.0
195;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zwolle;2004/'05;8.6;4.0
196;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zwolle;2005/'06;8.9;4.0
197;Totaal mannen en vrouwen;0;Totaal vo en mbo;Zwolle;2006/'07*;9.1;4.0
198;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Totaal Nederland;2004/'05;864.4;2.0
199;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Totaal Nederland;2005/'06;902.9;2.0
200;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Totaal Nederland;2006/'07*;906.9;2.0
201;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alkmaar;2004/'05;4.8;3.0
202;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alkmaar;2005/'06;5.1;2.0
203;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alkmaar;2006/'07*;5.0;2.0
204;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almelo;2004/'05;3.6;3.0
205;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almelo;2005/'06;3.9;2.0
206;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almelo;2006/'07*;3.9;1.0
207;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almere;2004/'05;11.1;2.0
208;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almere;2005/'06;11.6;2.0
209;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Almere;2006/'07*;11.7;2.0
210;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alphen aan den Rijn;2004/'05;3.9;2.0
211;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alphen aan den Rijn;2005/'06;4.1;1.0
212;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Alphen aan den Rijn;2006/'07*;4.2;1.0
213;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amersfoort;2004/'05;6.8;2.0
214;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amersfoort;2005/'06;7.4;2.0
215;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amersfoort;2006/'07*;7.7;2.0
216;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amstelveen;2004/'05;3.7;2.0
217;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amstelveen;2005/'06;3.9;2.0
218;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amstelveen;2006/'07*;4.1;2.0
219;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amsterdam;2004/'05;29.9;4.0
220;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amsterdam;2005/'06;30.5;3.0
221;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Amsterdam;2006/'07*;30.1;3.0
222;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Apeldoorn;2004/'05;8.6;2.0
223;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Apeldoorn;2005/'06;8.9;2.0
224;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Apeldoorn;2006/'07*;8.7;2.0
225;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Arnhem;2004/'05;6.3;3.0
226;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Arnhem;2005/'06;6.5;2.0
227;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Arnhem;2006/'07*;6.5;2.0
228;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Assen;2004/'05;3.2;2.0
229;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Assen;2005/'06;3.5;1.0
230;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Assen;2006/'07*;3.6;1.0
231;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Barneveld;2004/'05;3.5;2.0
232;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Barneveld;2005/'06;3.6;2.0
233;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Barneveld;2006/'07*;3.6;2.0
234;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Bergen op Zoom;2004/'05;3.5;3.0
235;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Bergen op Zoom;2005/'06;3.8;2.0
236;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Bergen op Zoom;2006/'07*;3.8;2.0
237;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Breda;2004/'05;8.4;2.0
238;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Breda;2005/'06;8.9;2.0
239;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Breda;2006/'07*;9.1;2.0
240;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Capelle aan den IJssel;2004/'05;3.6;2.0
241;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Capelle aan den IJssel;2005/'06;3.7;2.0
242;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Capelle aan den IJssel;2006/'07*;3.8;1.0
243;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Delft;2004/'05;4.3;3.0
244;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Delft;2005/'06;4.2;2.0
245;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Delft;2006/'07*;4.3;2.0
246;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Deventer;2004/'05;4.2;2.0
247;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Deventer;2005/'06;4.8;2.0
248;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Deventer;2006/'07*;4.9;2.0
249;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Doetinchem;2004/'05;2.6;2.0
250;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Doetinchem;2005/'06;3.3;2.0
251;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Doetinchem;2006/'07*;3.3;1.0
252;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Dordrecht;2004/'05;5.5;2.0
253;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Dordrecht;2005/'06;6.5;2.0
254;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Dordrecht;2006/'07*;6.5;2.0
255;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Ede;2004/'05;6.3;2.0
256;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Ede;2005/'06;6.5;2.0
257;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Ede;2006/'07*;6.5;2.0
258;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Eindhoven;2004/'05;9.4;3.0
259;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Eindhoven;2005/'06;9.6;3.0
260;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Eindhoven;2006/'07*;9.7;2.0
261;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Emmen;2004/'05;5.3;2.0
262;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Emmen;2005/'06;5.6;2.0
263;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Emmen;2006/'07*;5.6;2.0
264;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Enschede;2004/'05;7.0;2.0
265;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Enschede;2005/'06;7.4;2.0
266;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Enschede;2006/'07*;7.5;2.0
267;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Gouda;2004/'05;3.9;2.0
268;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Gouda;2005/'06;4.2;2.0
269;Totaal mannen en vrouwen;0;Voortgezet onderwijs;Gouda;2006/'07*;4.3;1.0
270;Totaal mannen en vrouwen;0;Voortgezet onderwijs;'s-Gravenhage (gemeente);2004/'05;21.6;4.0
271;Totaal mannen en vrouwen;0;Voortgezet onderwijs;'s-Gravenhage (gemeente);2005/'06;21.9;3.0
272;Totaal mannen en vrouwen;0;Voortgezet onderwijs;'s-Gravenhage (gemeente);2006/'07*;21.8;3.0
