ID;Geslacht;Leeftijd;Onderwijsniveau;PositieInDeWerkkring;Marges;Perioden;Organisatiegraad_1
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;18.3
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;21.8
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;21.4
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;20.3
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;20.1
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;20.0
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;18.9
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;19.3
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2018;9.3
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2019;9.1
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2020;9.5
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2021;8.6
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2022;9.4
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2023;8.7
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Waarde;2024;9.1
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2018;8.8
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2019;8.6
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2020;9.0
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;8.0
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;8.7
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;8.1
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;8.5
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;9.8
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;9.7
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;10.1
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;9.2
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;10.1
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;9.4
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2024;9.8
63;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2018;17.5
64;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2019;17.1
65;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2020;17.1
66;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2021;16.2
67;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2022;15.7
68;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2023;14.8
69;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2024;15.4
70;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2018;16.8
71;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2019;16.3
72;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2020;16.3
73;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2021;15.3
74;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2022;14.7
75;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2023;13.9
76;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2024;14.4
77;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2018;18.3
78;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2019;17.9
79;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2020;18.0
80;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2021;17.0
81;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2022;16.7
82;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2023;15.9
83;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2024;16.4
84;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2018;23.2
85;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2019;22.3
86;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2020;21.7
87;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2021;20.9
88;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2022;21.6
89;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2023;20.2
90;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2024;21.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2018;22.2
92;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2019;21.2
93;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2020;20.6
94;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2021;19.7
95;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2022;20.1
96;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2023;18.8
97;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;19.6
98;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;24.3
99;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;23.4
100;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;22.8
101;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;22.1
102;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;23.1
103;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;21.7
104;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;22.5
105;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2018;8.1
106;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2019;8.2
107;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2020;8.8
108;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2021;7.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2022;7.9
110;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2023;7.7
111;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2024;8.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2018;7.3
113;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2019;7.3
114;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2020;7.8
115;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;5.9
116;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;6.7
117;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;6.6
118;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;6.9
119;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;9.1
120;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;9.3
121;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;10.0
122;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;8.1
123;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;9.2
124;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;9.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2024;9.2
126;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2018;19.6
127;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2019;19.6
128;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2020;18.9
129;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2021;18.7
130;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2022;17.8
131;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2023;16.9
132;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2024;17.7
133;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2018;19.1
134;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2019;19.1
135;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2020;18.3
136;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2021;18.1
137;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2022;17.1
138;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2023;16.2
139;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2024;17.0
140;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2018;20.1
141;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2019;20.2
142;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2020;19.4
143;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2021;19.3
144;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2022;18.6
145;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2023;17.6
146;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2024;18.4
147;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2018;22.9
148;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2019;23.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2020;21.5
150;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2021;21.5
151;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2022;21.1
152;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2023;20.0
153;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2024;20.9
154;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2018;22.3
155;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2019;22.4
156;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2020;20.9
157;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2021;20.8
158;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2022;20.1
159;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2023;19.1
160;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;20.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;23.5
162;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;23.7
163;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;22.2
164;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;22.2
165;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;22.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;20.9
167;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;21.9
168;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2018;9.5
169;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2019;9.1
170;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2020;9.8
171;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2021;9.1
172;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2022;10.0
173;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2023;9.5
174;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2024;9.5
175;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2018;8.7
176;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2019;8.3
177;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2020;8.9
178;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;8.2
179;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;8.9
180;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;8.4
181;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;8.4
182;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;10.3
183;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;10.0
184;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;10.8
185;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;10.1
186;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;11.2
187;Totaal mannen en vrouwen;15 tot 75 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;10.7
