ID;Geslacht;Persoonskenmerken;Onderwijsniveau;Baankenmerken;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
50;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Cao-sector: overheid;2010;214.3;20.0
51;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;1089.1;17.5
52;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Dienstverband: voltijd;2010;927.6;18.1
53;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Totaal;Dienstverband: deeltijd;2010;636.6;17.7
54;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;227.4;14.3
55;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;27.7;13.0
56;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;8.3;16.2
57;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;191.3;14.3
58;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;139.2;14.5
59;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;88.1;13.8
60;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Totaal;2010;712.4;16.3
61;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;128.6;17.1
62;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;59.2;17.6
63;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;524.7;16.0
64;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;403.8;16.3
65;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;308.6;16.2
66;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Totaal;2010;624.5;21.1
67;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;104.5;20.8
68;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;146.9;21.2
69;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;373.1;21.2
70;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;384.6;21.2
71;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;239.8;20.8
72;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Totaal;2010;1745.5;22.3
73;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;303.9;20.4
74;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: overheid;2010;236.6;24.5
75;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;1205.1;22.3
76;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Dienstverband: voltijd;2010;896.1;23.4
77;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Dienstverband: deeltijd;2010;849.4;20.4
78;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;347.2;15.9
79;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;49.9;14.0
80;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;15.1;17.7
81;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;282.2;16.0
82;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;185.6;16.5
83;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;161.6;14.4
84;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Totaal;2010;801.7;19.5
85;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;156.4;18.4
86;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;76.2;20.2
87;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;569.1;19.6
88;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;394.5;20.3
89;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;407.2;18.1
90;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Totaal;2010;596.5;29.6
91;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;97.5;26.3
92;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;145.3;27.6
93;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;353.7;31.0
94;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;316.0;31.4
95;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;280.5;26.3
96;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Totaal;2010;1726.6;23.5
97;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;385.4;20.6
98;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: overheid;2010;306.1;26.7
99;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;1035.2;23.5
100;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Dienstverband: voltijd;2010;901.8;25.1
101;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Dienstverband: deeltijd;2010;824.8;20.4
102;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;448.3;16.9
103;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;84.6;14.6
104;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;26.8;18.6
105;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;336.8;17.2
106;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;229.3;17.9
107;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;219.0;14.8
108;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Totaal;2010;754.4;20.9
109;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;193.9;18.9
110;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;98.6;22.1
111;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;462.0;21.3
112;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;378.7;22.1
113;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;375.7;18.7
114;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Totaal;2010;523.9;32.5
115;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;106.9;27.4
116;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;180.7;30.5
117;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;236.4;35.9
118;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;293.9;35.0
119;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;230.1;27.3
120;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Totaal;2010;974.6;24.1
121;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;221.8;21.7
122;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: overheid;2010;212.9;28.5
123;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;539.9;23.3
124;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Dienstverband: voltijd;2010;485.5;25.6
125;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Totaal;Dienstverband: deeltijd;2010;489.1;21.4
126;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;306.6;17.4
127;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;64.7;15.5
128;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;24.3;18.4
129;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;217.6;17.8
130;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;136.4;18.4
131;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;170.2;15.8
132;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Totaal;2010;363.7;21.8
133;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;93.9;19.7
134;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;52.5;22.9
135;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;217.3;22.2
136;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;187.0;22.8
137;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;176.7;19.7
138;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Totaal;2010;304.3;33.0
139;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;63.2;29.7
140;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;136.1;32.5
141;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;105.0;35.4
142;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;162.1;35.2
143;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;142.2;28.8
144;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Totaal;2010;6053.6;20.6
145;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;1146.5;19.3
146;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Cao-sector: overheid;2010;883.7;24.4
147;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;4023.4;20.0
148;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Dienstverband: voltijd;2010;2974.6;21.7
149;Totaal mannen en vrouwen;Herkomst: autochtoon;Totaal;Dienstverband: deeltijd;2010;3079.0;18.5
150;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;1580.6;14.6
151;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;239.2;13.4
152;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;74.9;16.6
153;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;1266.5;14.7
154;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;676.8;15.7
155;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;903.8;12.6
156;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Totaal;2010;2686.0;18.5
157;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;576.0;17.8
158;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;272.6;20.2
159;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;1837.4;18.3
160;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;1306.5;19.2
161;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;1379.5;17.1
162;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Totaal;2010;1787.0;28.0
163;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;331.3;25.2
164;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;536.2;27.8
165;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;919.5;28.9
166;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;991.4;29.3
167;Totaal mannen en vrouwen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;795.7;25.3
168;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Totaal;2010;1277.1;18.9
169;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;204.0;18.6
170;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: overheid;2010;152.7;23.5
171;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;920.3;18.2
172;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Dienstverband: voltijd;2010;621.9;20.0
173;Totaal mannen en vrouwen;Herkomst: allochtoon;Totaal;Dienstverband: deeltijd;2010;655.2;16.9
174;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;416.0;13.8
175;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;56.8;13.5
176;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;16.2;16.2
177;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;343.0;13.7
178;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;180.3;14.6
179;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;235.8;12.4
180;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;520.2;17.2
181;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;93.5;17.2
182;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;51.4;19.2
183;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;375.3;16.8
184;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;246.3;17.8
185;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;273.9;16.0
186;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Totaal;2010;340.9;26.7
187;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;53.7;25.5
188;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;85.1;27.6
189;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;202.0;26.6
190;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;195.3;27.8
191;Totaal mannen en vrouwen;Herkomst: allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;145.6;24.2
192;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Totaal;2010;510.3;21.9
193;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;84.7;20.7
194;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: overheid;2010;77.3;26.0
195;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;348.3;21.2
196;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Dienstverband: voltijd;2010;255.7;23.2
197;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Totaal;Dienstverband: deeltijd;2010;254.6;19.3
198;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;122.0;14.6
