ID;Geslacht;Peilleeftijd;Migratieachtergrond;BurgerlijkeStaat;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
26;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gehuwd;2011;5233750;5900.0;9200.0;28.0;4800.0;10900.0;33.0;58.0;10700.0;20100.0;61.0
27;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gehuwd;2012;5128100;5900.0;9300.0;27.0;5000.0;11100.0;33.0;56.0;10900.0;20400.0;60.0
28;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gehuwd;2013;5023850;6000.0;9300.0;28.0;5100.0;10400.0;32.0;50.0;11100.0;19700.0;60.0
29;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gehuwd;2014;4930050;6000.0;9300.0;28.0;5400.0;10700.0;32.0;50.0;11400.0;20000.0;60.0
30;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2005;161100;8500.0;10500.0;37.0;4500.0;5800.0;20.0;63.0;13000.0;16300.0;57.0
31;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2006;159750;8600.0;10600.0;36.0;4300.0;5900.0;20.0;63.0;12900.0;16500.0;56.0
32;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2007;157800;9000.0;10900.0;35.0;4900.0;6600.0;21.0;64.0;13900.0;17500.0;56.0
33;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2008;155200;9300.0;11300.0;35.0;5700.0;7500.0;23.0;66.0;15000.0;18800.0;58.0
34;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2009;152700;9700.0;11800.0;44.0;5000.0;6700.0;25.0;63.0;14700.0;18500.0;69.0
35;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2010;150750;9900.0;11900.0;43.0;4800.0;6500.0;23.0;64.0;14700.0;18400.0;66.0
36;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2011;143500;10000.0;12100.0;42.0;4900.0;6700.0;23.0;63.0;14900.0;18800.0;65.0
37;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2012;137400;10100.0;12300.0;41.0;5000.0;6800.0;22.0;59.0;15100.0;19100.0;63.0
38;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2013;132600;10100.0;12300.0;44.0;5300.0;6900.0;25.0;57.0;15400.0;19200.0;69.0
39;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Verweduwd;2014;128250;10200.0;12300.0;43.0;7500.0;9100.0;31.0;57.0;17700.0;21400.0;74.0
40;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2005;837500;6300.0;9800.0;40.0;3700.0;7400.0;30.0;37.0;10000.0;17200.0;70.0
41;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2006;853600;6500.0;9900.0;38.0;3800.0;8200.0;31.0;38.0;10300.0;18100.0;69.0
42;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2007;910300;6700.0;10300.0;37.0;4300.0;9400.0;34.0;40.0;11000.0;19700.0;71.0
43;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2008;924950;7000.0;10600.0;37.0;4600.0;9900.0;34.0;42.0;11600.0;20500.0;71.0
44;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2009;933000;7400.0;11100.0;37.0;4400.0;9000.0;30.0;38.0;11800.0;20100.0;67.0
45;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2010;941050;7500.0;11200.0;37.0;4300.0;8700.0;29.0;38.0;11800.0;19900.0;66.0
46;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2011;941900;7700.0;11500.0;37.0;4200.0;8600.0;28.0;37.0;11900.0;20100.0;65.0
47;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2012;946050;7900.0;11600.0;37.0;4300.0;8700.0;28.0;36.0;12200.0;20300.0;65.0
48;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2013;954600;8000.0;11700.0;39.0;4400.0;8200.0;27.0;32.0;12400.0;19900.0;66.0
49;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Gescheiden;2014;966350;8000.0;11700.0;38.0;4900.0;8600.0;28.0;32.0;12900.0;20300.0;66.0
50;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2005;5385850;3400.0;10300.0;56.0;1800.0;6200.0;33.0;23.0;5200.0;16500.0;89.0
51;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2006;5452750;3500.0;10400.0;53.0;1800.0;7100.0;36.0;24.0;5300.0;17500.0;89.0
52;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2007;5554500;3600.0;10700.0;52.0;2100.0;7900.0;38.0;25.0;5700.0;18600.0;90.0
53;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2008;5648350;3800.0;11000.0;51.0;2200.0;8300.0;38.0;26.0;6000.0;19300.0;89.0
54;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2009;5729000;4000.0;11500.0;53.0;2100.0;7300.0;34.0;23.0;6100.0;18800.0;87.0
55;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2010;5811700;4000.0;11600.0;53.0;2000.0;7100.0;32.0;23.0;6000.0;18700.0;85.0
56;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2011;5885600;4100.0;11800.0;53.0;2000.0;7000.0;31.0;22.0;6100.0;18800.0;84.0
57;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2012;5952150;4200.0;12000.0;53.0;2000.0;6900.0;31.0;20.0;6200.0;18900.0;84.0
58;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2013;6038700;4200.0;12000.0;57.0;2100.0;6200.0;29.0;18.0;6300.0;18200.0;86.0
59;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Totaal;Niet-gehuwd;2014;6138000;4300.0;12000.0;56.0;2300.0;6300.0;30.0;18.0;6600.0;18300.0;86.0
60;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2005;8811050;4400.0;9200.0;39.0;3500.0;8600.0;37.0;50.0;7900.0;17800.0;76.0
61;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2006;8806100;4500.0;9300.0;37.0;3500.0;9600.0;38.0;51.0;8000.0;18900.0;75.0
62;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2007;8796750;4700.0;9600.0;36.0;4100.0;10600.0;40.0;51.0;8800.0;20200.0;76.0
63;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2008;8775000;4900.0;9900.0;36.0;4200.0;11000.0;40.0;51.0;9100.0;20900.0;76.0
64;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2009;8752050;5100.0;10400.0;37.0;4100.0;10700.0;38.0;46.0;9200.0;21100.0;75.0
65;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2010;8733150;5200.0;10600.0;37.0;4000.0;10400.0;36.0;45.0;9200.0;21000.0;73.0
66;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2011;8651500;5300.0;10800.0;37.0;3800.0;10300.0;35.0;44.0;9100.0;21100.0;72.0
67;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2012;8582550;5400.0;10900.0;37.0;4000.0;10400.0;35.0;42.0;9400.0;21300.0;72.0
68;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2013;8532000;5400.0;10900.0;39.0;4000.0;9500.0;34.0;37.0;9400.0;20400.0;73.0
69;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Totaal burgerlijke staat;2014;8488600;5400.0;11000.0;38.0;4400.0;9800.0;34.0;37.0;9800.0;20800.0;72.0
70;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2005;3406250;2800.0;10400.0;58.0;1400.0;6500.0;36.0;21.0;4200.0;16900.0;94.0
71;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2006;3445600;2900.0;10600.0;55.0;1500.0;7500.0;39.0;22.0;4400.0;18100.0;94.0
72;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2007;3458050;3000.0;10900.0;54.0;1800.0;8300.0;42.0;23.0;4800.0;19200.0;96.0
73;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2008;3494000;3100.0;11200.0;53.0;1800.0;8700.0;41.0;24.0;4900.0;19900.0;94.0
74;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2009;3536650;3300.0;11700.0;55.0;1800.0;8300.0;39.0;21.0;5100.0;20000.0;94.0
75;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2010;3573250;3400.0;11900.0;55.0;1800.0;8000.0;37.0;21.0;5200.0;19900.0;92.0
76;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2011;3609400;3500.0;12100.0;55.0;1700.0;8000.0;36.0;20.0;5200.0;20100.0;91.0
77;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2012;3648300;3600.0;12200.0;56.0;1800.0;7900.0;36.0;19.0;5400.0;20100.0;92.0
78;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2013;3701200;3600.0;12200.0;59.0;1800.0;7000.0;34.0;17.0;5400.0;19200.0;93.0
79;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Ongehuwd;2014;3750250;3600.0;12200.0;58.0;2000.0;7000.0;34.0;17.0;5600.0;19200.0;92.0
80;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2005;4652350;5200.0;8100.0;30.0;4800.0;10300.0;38.0;72.0;10000.0;18400.0;68.0
81;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2006;4598100;5300.0;8200.0;28.0;4900.0;11400.0;39.0;73.0;10200.0;19600.0;67.0
82;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2007;4531450;5500.0;8500.0;28.0;5700.0;12600.0;41.0;73.0;11200.0;21100.0;69.0
83;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2008;4467350;5700.0;8700.0;27.0;5800.0;13000.0;40.0;72.0;11500.0;21700.0;67.0
84;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2009;4401400;6000.0;9200.0;28.0;5800.0;12700.0;39.0;66.0;11800.0;21900.0;67.0
85;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2010;4342650;6100.0;9300.0;28.0;5600.0;12400.0;37.0;65.0;11700.0;21700.0;65.0
86;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2011;4232700;6200.0;9400.0;27.0;5400.0;12400.0;36.0;63.0;11600.0;21800.0;63.0
87;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2012;4128650;6300.0;9500.0;27.0;5700.0;12600.0;36.0;62.0;12000.0;22100.0;63.0
88;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2013;4023650;6400.0;9500.0;28.0;5800.0;11900.0;35.0;56.0;12200.0;21400.0;63.0
89;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gehuwd;2014;3926750;6400.0;9500.0;27.0;6300.0;12300.0;35.0;55.0;12700.0;21800.0;62.0
90;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2005;133150;8900.0;10800.0;37.0;4800.0;6100.0;21.0;67.0;13700.0;16900.0;58.0
91;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2006;131800;9100.0;11000.0;36.0;4600.0;6200.0;21.0;68.0;13700.0;17200.0;57.0
92;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2007;130100;9400.0;11300.0;35.0;5300.0;7100.0;22.0;69.0;14700.0;18400.0;57.0
93;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2008;127300;9800.0;11700.0;35.0;6100.0;8000.0;24.0;71.0;15900.0;19700.0;59.0
94;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2009;124600;10300.0;12300.0;44.0;5500.0;7400.0;26.0;68.0;15800.0;19700.0;70.0
95;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2010;122550;10500.0;12400.0;42.0;5300.0;7200.0;25.0;69.0;15800.0;19600.0;67.0
96;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2011;115850;10600.0;12600.0;41.0;5500.0;7400.0;24.0;69.0;16100.0;20000.0;65.0
97;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2012;110200;10700.0;12800.0;40.0;5600.0;7600.0;24.0;65.0;16300.0;20400.0;64.0
98;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2013;105850;10700.0;12800.0;43.0;6000.0;7800.0;26.0;63.0;16700.0;20600.0;69.0
99;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Verweduwd;2014;101850;10800.0;12800.0;41.0;8500.0;10300.0;33.0;63.0;19300.0;23100.0;74.0
100;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2005;619300;6800.0;10200.0;40.0;4200.0;8200.0;32.0;42.0;11000.0;18400.0;72.0
101;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2006;630600;7000.0;10300.0;37.0;4300.0;9000.0;33.0;44.0;11300.0;19300.0;70.0
102;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2007;677200;7200.0;10700.0;36.0;4900.0;10300.0;35.0;46.0;12100.0;21000.0;71.0
103;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2008;686300;7500.0;11000.0;36.0;5100.0;10800.0;35.0;48.0;12600.0;21800.0;71.0
104;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2009;689350;7900.0;11500.0;37.0;5100.0;10500.0;34.0;43.0;13000.0;22000.0;71.0
105;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2010;694700;8100.0;11600.0;36.0;5000.0;10200.0;32.0;43.0;13100.0;21800.0;68.0
106;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2011;693600;8300.0;11900.0;36.0;4900.0;10200.0;31.0;43.0;13200.0;22100.0;67.0
107;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2012;695350;8400.0;12000.0;36.0;5100.0;10300.0;31.0;41.0;13500.0;22300.0;67.0
108;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2013;701300;8500.0;12000.0;38.0;5200.0;9700.0;30.0;37.0;13700.0;21700.0;68.0
109;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Gescheiden;2014;709750;8500.0;12000.0;37.0;5800.0;10200.0;31.0;37.0;14300.0;22200.0;68.0
110;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2005;4158700;3600.0;10400.0;53.0;2000.0;6700.0;34.0;26.0;5600.0;17100.0;87.0
111;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2006;4208000;3700.0;10500.0;50.0;2000.0;7700.0;37.0;27.0;5700.0;18200.0;87.0
112;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2007;4265300;3900.0;10900.0;50.0;2400.0;8600.0;39.0;28.0;6300.0;19500.0;89.0
113;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2008;4307650;4000.0;11200.0;49.0;2500.0;9000.0;39.0;29.0;6500.0;20200.0;88.0
114;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2009;4350600;4200.0;11700.0;51.0;2400.0;8600.0;37.0;26.0;6600.0;20300.0;88.0
115;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2010;4390500;4300.0;11800.0;51.0;2400.0;8300.0;36.0;26.0;6700.0;20100.0;87.0
116;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2011;4418800;4400.0;12000.0;51.0;2300.0;8300.0;35.0;25.0;6700.0;20300.0;86.0
117;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2012;4453850;4500.0;12200.0;51.0;2400.0;8200.0;34.0;23.0;6900.0;20400.0;85.0
118;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2013;4508350;4500.0;12200.0;54.0;2500.0;7400.0;33.0;21.0;7000.0;19600.0;87.0
119;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Nederlandse achtergrond;Niet-gehuwd;2014;4561850;4500.0;12200.0;53.0;2700.0;7600.0;33.0;21.0;7200.0;19800.0;86.0
120;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2005;2210850;3000.0;8500.0;48.0;1800.0;5500.0;31.0;25.0;4800.0;14000.0;79.0
121;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2006;2226900;3100.0;8700.0;46.0;1900.0;6300.0;33.0;25.0;5000.0;15000.0;79.0
122;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2007;2263100;3200.0;9000.0;45.0;2200.0;7100.0;36.0;26.0;5400.0;16100.0;81.0
123;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2008;2322250;3300.0;9300.0;44.0;2100.0;7400.0;35.0;27.0;5400.0;16700.0;79.0
124;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2009;2373350;3500.0;9700.0;47.0;1600.0;4100.0;20.0;22.0;5100.0;13800.0;67.0
125;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2010;2422100;3600.0;9800.0;47.0;1500.0;3900.0;18.0;22.0;5100.0;13700.0;65.0
126;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2011;2467800;3700.0;10000.0;47.0;1400.0;3700.0;17.0;21.0;5100.0;13700.0;64.0
127;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2012;2497750;3700.0;10100.0;47.0;1400.0;3600.0;17.0;20.0;5100.0;13700.0;64.0
128;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2013;2530600;3800.0;10200.0;50.0;1400.0;3300.0;16.0;17.0;5200.0;13500.0;66.0
129;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Totaal burgerlijke staat;2014;2579450;3800.0;10200.0;49.0;1500.0;3300.0;16.0;17.0;5300.0;13500.0;65.0
130;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Ongehuwd;2005;980950;2000.0;9900.0;76.0;800.0;4100.0;31.0;11.0;2800.0;14000.0;107.0
131;Totaal mannen en vrouwen;Totaal 15 tot 65 jaar;Met migratieachtergrond;Ongehuwd;2006;993800;2100.0;10100.0;72.0;800.0;4800.0;34.0;11.0;2900.0;14900.0;106.0
