ID;Geslacht;BedrijfstakkenBranches;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;UitstromersHoMetWerkTotaal_1;UitstromersHoMetWerkZonderDiploma_2;UitstromersHoMetWerkMetDiploma_3
180;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2010/'11;1220.0;510.0;710.0
181;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2011/'12;1240.0;500.0;750.0
182;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2012/'13;940.0;370.0;570.0
183;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;9;2013/'14;960.0;380.0;580.0
184;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2006/'07;19190.0;7260.0;11920.0
185;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2007/'08;18980.0;6810.0;12170.0
186;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2008/'09;16400.0;5690.0;10720.0
187;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2009/'10;17030.0;6200.0;10830.0
188;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2010/'11;18240.0;6510.0;11730.0
189;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2011/'12;17900.0;6040.0;11870.0
190;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2012/'13;14230.0;4580.0;9650.0
191;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Nederlands;2013/'14;14640.0;5160.0;9480.0
192;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2006/'07;170.0;70.0;100.0
193;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2007/'08;150.0;60.0;90.0
194;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2008/'09;160.0;50.0;110.0
195;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2009/'10;160.0;60.0;100.0
196;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2010/'11;170.0;60.0;110.0
197;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2011/'12;180.0;80.0;100.0
198;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2012/'13;120.0;40.0;80.0
199;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: EER;2013/'14;150.0;50.0;100.0
200;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2006/'07;90.0;60.0;40.0
201;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2007/'08;60.0;40.0;20.0
202;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2008/'09;60.0;40.0;30.0
203;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2009/'10;50.0;30.0;20.0
204;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2010/'11;50.0;30.0;20.0
205;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2011/'12;70.0;50.0;20.0
206;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2012/'13;50.0;30.0;20.0
207;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;Nationaliteit: Overig;2013/'14;60.0;30.0;20.0
208;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2006/'07;2170.0;580.0;1590.0
209;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2007/'08;2120.0;640.0;1480.0
210;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2008/'09;1920.0;510.0;1410.0
211;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2009/'10;1980.0;590.0;1390.0
212;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2010/'11;2010.0;680.0;1330.0
213;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2011/'12;2260.0;720.0;1540.0
214;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2012/'13;2020.0;580.0;1440.0
215;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;0;2013/'14;2180.0;570.0;1600.0
216;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2006/'07;30.0;30.0;0.0
217;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2007/'08;50.0;50.0;0.0
218;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2008/'09;40.0;40.0;0.0
219;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2009/'10;50.0;50.0;0.0
220;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2010/'11;50.0;50.0;0.0
221;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2011/'12;70.0;70.0;0.0
222;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2012/'13;50.0;50.0;0.0
223;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;1;2013/'14;50.0;50.0;0.0
224;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2006/'07;690.0;230.0;460.0
225;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2007/'08;660.0;230.0;430.0
226;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2008/'09;550.0;180.0;370.0
227;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2009/'10;630.0;230.0;400.0
228;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2010/'11;650.0;260.0;390.0
229;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2011/'12;750.0;280.0;470.0
230;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2012/'13;660.0;230.0;430.0
231;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;2;2013/'14;740.0;240.0;510.0
232;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2006/'07;910.0;130.0;780.0
233;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2007/'08;890.0;150.0;750.0
234;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2008/'09;860.0;110.0;750.0
235;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2009/'10;870.0;140.0;730.0
236;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2010/'11;840.0;150.0;690.0
237;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2011/'12;920.0;150.0;780.0
238;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2012/'13;880.0;150.0;730.0
239;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;3;2013/'14;950.0;140.0;810.0
240;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2006/'07;210.0;60.0;150.0
241;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2007/'08;210.0;60.0;150.0
242;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2008/'09;170.0;40.0;120.0
243;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2009/'10;160.0;50.0;110.0
244;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2010/'11;170.0;60.0;110.0
245;Mannen en vrouwen;A-U Alle economische activiteiten ;1;2;4;2011/'12;190.0;70.0;120.0
