ID;Geslacht;Leeftijd;DiagnoseIndelingICD9;Perioden;TotaalOpnamen_1;TotaalOpnamenPer10000Inwoners_2;Dagopnamen_3;DagopnamenPer10000Inwoners_4;KlinischeOpnamen_5;KlinischeOpnamenPer10000Inwoners_6;VerpleegdagenVanKlinischeOpnamen_7;VerpleegdagenPer10000Inwoners_8;GemVerpleegduurPerKlinischeOpname_9
11;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1992;;;;;1546279.0;1018.4;15869986.0;10452.0;10.3
12;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1993;2089853.0;1366.8;531790.0;347.8;1558063.0;1019.0;15607863.0;10207.7;10.0
13;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1994;2178260.0;1416.0;590195.0;383.7;1588066.0;1032.3;15403720.0;10013.4;9.7
14;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1995;2222548.0;1438.0;647264.0;418.8;1575284.0;1019.2;15012068.0;9712.6;9.5
15;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1996;2274871.0;1464.8;697589.0;449.2;1577282.0;1015.6;14777700.0;9515.6;9.4
16;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1997;2309180.0;1479.1;742589.0;475.7;1566592.0;1003.5;14357951.0;9196.9;9.2
17;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1998;2332365.0;1484.6;794291.0;505.6;1538074.0;979.0;13887623.0;8839.6;9.0
18;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;1999;2346051.0;1483.7;836109.0;528.8;1509942.0;954.9;13138404.0;8308.9;8.7
19;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2000;2354064.0;1477.9;884258.0;555.2;1469806.0;922.8;12411800.0;7792.5;8.4
20;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2001;2440147.0;1520.9;981393.0;611.7;1458754.0;909.2;11997070.0;7477.6;8.2
21;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2002;2615974.0;1620.0;1105733.0;684.8;1510241.0;935.3;11784603.0;7297.9;7.8
22;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2003;2782968.0;1715.3;1214005.0;748.3;1568963.0;967.0;11700914.0;7212.0;7.5
23;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2004;2993696.0;1839.1;1344487.0;825.9;1649209.0;1013.1;11626135.0;7142.1;7.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2005;3130192.0;1918.4;1437059.0;880.7;1693133.0;1037.7;11542497.0;7073.9;6.8
25;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2006;3307964.0;2023.8;1567680.0;959.1;1740284.0;1064.7;11444917.0;7002.1;6.6
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2007;3472447.0;2119.9;1688873.0;1031.0;1783574.0;1088.9;11269736.0;6880.1;6.3
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2008;3647540.0;2217.7;1804531.0;1097.1;1843009.0;1120.5;11209074.0;6815.1;6.1
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2009;3848545.0;2328.1;1941580.0;1174.5;1906965.0;1153.6;11068816.0;6695.9;5.8
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2010;4049974.0;2437.5;2074506.0;1248.6;1975468.0;1188.9;10991423.0;6615.2;5.6
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2011;4259161.0;2551.8;2227694.0;1334.7;2031467.0;1217.1;10734765.0;6431.4;5.3
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;2012;4309708.0;2572.5;2330065.0;1390.8;1979643.0;1181.7;10295979.0;6145.7;5.2
32;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1981;;;;;16258.0;11.4;280954.0;197.2;17.3
33;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1982;;;;;17138.0;12.0;280318.0;195.9;16.4
34;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1983;;;;;17308.0;12.0;271945.0;189.3;15.7
35;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1984;;;;;16103.0;11.2;243596.0;168.9;15.1
36;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1985;;;;;16197.0;11.2;237627.0;164.0;14.7
37;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1986;;;;;16579.0;11.4;237622.0;163.0;14.3
38;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1987;;;;;15304.0;10.4;219555.0;149.7;14.3
39;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1988;;;;;16477.0;11.2;227875.0;154.4;13.8
40;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1989;;;;;16659.0;11.2;224129.0;150.9;13.5
41;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1990;;;;;15920.0;10.6;210904.0;141.0;13.2
42;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1991;;;;;16754.0;11.1;229045.0;152.0;13.7
43;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1992;;;;;17578.0;11.6;237927.0;156.7;13.5
44;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1993;21306.0;13.9;3480.0;2.3;17826.0;11.7;234194.0;153.2;13.1
45;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1994;22743.0;14.8;3617.0;2.4;19126.0;12.4;243918.0;158.6;12.8
46;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1995;22326.0;14.4;3522.0;2.3;18804.0;12.2;235228.0;152.2;12.5
47;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1996;23437.0;15.1;3783.0;2.4;19654.0;12.7;240000.0;154.5;12.2
48;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1997;22940.0;14.7;3911.0;2.5;19029.0;12.2;230807.0;147.8;12.1
49;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1998;22844.0;14.5;3932.0;2.5;18912.0;12.0;218059.0;138.8;11.5
50;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;1999;22556.0;14.3;4083.0;2.6;18473.0;11.7;205325.0;129.9;11.1
51;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2000;23072.0;14.5;4381.0;2.8;18691.0;11.7;196488.0;123.4;10.5
52;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2001;22729.0;14.2;4385.0;2.7;18344.0;11.4;195882.0;122.1;10.7
53;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2002;23707.0;14.7;4722.0;2.9;18985.0;11.8;196429.0;121.6;10.3
54;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2003;24669.0;15.2;5719.0;3.5;18950.0;11.7;188204.0;116.0;9.9
55;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2004;26391.0;16.2;6289.0;3.9;20102.0;12.3;194527.0;119.5;9.7
56;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2005;28130.0;17.2;7238.0;4.4;20892.0;12.8;195304.0;119.7;9.3
57;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2006;30109.0;18.4;7250.0;4.4;22859.0;14.0;201586.0;123.3;8.8
58;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2007;30512.0;18.6;7698.0;4.7;22814.0;13.9;201315.0;122.9;8.8
59;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2008;33640.0;20.5;8324.0;5.1;25316.0;15.4;214847.0;130.6;8.5
60;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2009;34363.0;20.8;8158.0;4.9;26205.0;15.9;222140.0;134.4;8.5
61;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2010;38238.0;23.0;9781.0;5.9;28457.0;17.1;235229.0;141.6;8.3
62;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2011;40079.0;24.0;11192.0;6.7;28887.0;17.3;231581.0;138.7;8.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;001-139 Totaal infect. en par. zkten;2012;42845.0;25.6;10592.0;6.3;32253.0;19.3;253678.0;151.4;7.9
64;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1981;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1982;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1983;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1984;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1985;;;;;;;;;
69;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1986;;;;;;;;;
70;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1987;;;;;;;;;
71;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1988;;;;;;;;;
72;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1989;;;;;;;;;
73;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1990;;;;;;;;;
74;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1991;;;;;;;;;
75;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1992;;;;;;;;;
76;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1993;;;;;;;;;
77;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1994;;;;;;;;;
78;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1995;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1996;;;;;;;;;
80;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1997;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1998;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;1999;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2000;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2001;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2002;;;;;;;;;
86;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2003;;;;;;;;;
87;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2004;;;;;;;;;
88;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2005;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2006;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2007;;;;;;;;;
91;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2008;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2009;;;;;;;;;
93;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2010;;;;;;;;;
94;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2011;10.0;0.0;5.0;0.0;5.0;0.0;21.0;0.0;4.2
95;Totaal mannen en vrouwen;Totaal alle leeftijden;001 Cholera;2012;67.0;0.0;29.0;0.0;38.0;0.0;192.0;0.1;5.1
96;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1981;;;;;544.0;0.4;9374.0;6.6;17.2
97;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1982;;;;;491.0;0.3;8367.0;5.8;17.0
98;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1983;;;;;417.0;0.3;7299.0;5.1;17.5
99;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1984;;;;;315.0;0.2;5463.0;3.8;17.3
100;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1985;;;;;280.0;0.2;4246.0;2.9;15.2
101;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1986;;;;;259.0;0.2;4281.0;2.9;16.5
102;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1987;;;;;202.0;0.1;2891.0;2.0;14.3
103;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1988;;;;;195.0;0.1;2692.0;1.8;13.8
104;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1989;;;;;183.0;0.1;2582.0;1.7;14.1
105;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1990;;;;;169.0;0.1;2376.0;1.6;14.1
106;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1991;;;;;121.0;0.1;1522.0;1.0;12.6
107;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1992;;;;;126.0;0.1;1766.0;1.2;14.0
108;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1993;123.0;0.1;;;123.0;0.1;1468.0;1.0;11.9
109;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1994;140.0;0.1;;;140.0;0.1;1656.0;1.1;11.8
110;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1995;102.0;0.1;;;102.0;0.1;1124.0;0.7;11.0
111;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1996;77.0;0.0;;;77.0;0.0;912.0;0.6;11.8
112;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1997;75.0;0.0;6.0;0.0;69.0;0.0;725.0;0.5;10.5
113;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1998;51.0;0.0;;;51.0;0.0;433.0;0.3;8.5
114;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;1999;53.0;0.0;;;53.0;0.0;564.0;0.4;10.6
115;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2000;51.0;0.0;;;51.0;0.0;451.0;0.3;8.8
116;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2001;53.0;0.0;6.0;0.0;47.0;0.0;459.0;0.3;9.8
117;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2002;27.0;0.0;;;27.0;0.0;272.0;0.2;10.1
118;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2003;32.0;0.0;;;32.0;0.0;245.0;0.2;7.7
119;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2004;40.0;0.0;;;40.0;0.0;370.0;0.2;9.2
120;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2005;28.0;0.0;;;24.0;0.0;215.0;0.1;9.0
121;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2006;35.0;0.0;5.0;0.0;30.0;0.0;240.0;0.1;8.0
122;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2007;19.0;0.0;;;19.0;0.0;168.0;0.1;8.8
123;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2008;13.0;0.0;;;13.0;0.0;103.0;0.1;7.9
124;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2009;26.0;0.0;;;26.0;0.0;236.0;0.1;9.1
125;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2010;27.0;0.0;;;27.0;0.0;223.0;0.1;8.3
126;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2011;23.0;0.0;7.0;0.0;16.0;0.0;96.0;0.1;6.0
127;Totaal mannen en vrouwen;Totaal alle leeftijden;002 Typhus abdominalis en paratyfus;2012;38.0;0.0;13.0;0.0;25.0;0.0;176.0;0.1;7.0
128;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1981;;;;;1305.0;0.9;22384.0;15.7;17.2
129;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1982;;;;;1283.0;0.9;22188.0;15.5;17.3
130;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1983;;;;;1133.0;0.8;17580.0;12.2;15.5
131;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1984;;;;;1054.0;0.7;15172.0;10.5;14.4
132;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1985;;;;;970.0;0.7;13519.0;9.3;13.9
133;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1986;;;;;974.0;0.7;13250.0;9.1;13.6
134;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1987;;;;;874.0;0.6;11792.0;8.0;13.5
135;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1988;;;;;808.0;0.5;10033.0;6.8;12.4
136;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1989;;;;;876.0;0.6;11314.0;7.6;12.9
137;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1990;;;;;810.0;0.5;9449.0;6.3;11.7
138;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1991;;;;;788.0;0.5;8906.0;5.9;11.3
139;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1992;;;;;761.0;0.5;8738.0;5.8;11.5
140;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1993;798.0;0.5;;;796.0;0.5;8137.0;5.3;10.2
141;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1994;964.0;0.6;11.0;0.0;953.0;0.6;9687.0;6.3;10.2
142;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1995;891.0;0.6;;;889.0;0.6;9360.0;6.1;10.5
143;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1996;832.0;0.5;;;832.0;0.5;9103.0;5.9;10.9
144;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1997;688.0;0.4;;;688.0;0.4;7239.0;4.6;10.5
145;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1998;604.0;0.4;;;604.0;0.4;6289.0;4.0;10.4
146;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;1999;581.0;0.4;;;577.0;0.4;5601.0;3.5;9.7
147;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2000;558.0;0.4;;;556.0;0.3;5285.0;3.3;9.5
148;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2001;642.0;0.4;;;638.0;0.4;5775.0;3.6;9.1
149;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2002;478.0;0.3;;;476.0;0.3;4226.0;2.6;8.9
150;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2003;626.0;0.4;7.0;0.0;619.0;0.4;5201.0;3.2;8.4
151;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2004;467.0;0.3;21.0;0.0;446.0;0.3;3769.0;2.3;8.5
152;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2005;370.0;0.2;19.0;0.0;351.0;0.2;3055.0;1.9;8.7
153;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2006;443.0;0.3;;;442.0;0.3;3596.0;2.2;8.1
154;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2007;343.0;0.2;11.0;0.0;332.0;0.2;2858.0;1.7;8.6
155;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2008;429.0;0.3;16.0;0.0;413.0;0.3;3278.0;2.0;7.9
156;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2009;357.0;0.2;;;355.0;0.2;2781.0;1.7;7.8
157;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2010;408.0;0.2;6.0;0.0;402.0;0.2;2999.0;1.8;7.5
158;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2011;383.0;0.2;7.0;0.0;376.0;0.2;2804.0;1.7;7.5
159;Totaal mannen en vrouwen;Totaal alle leeftijden;003 Overige salmonella infecties;2012;610.0;0.4;;;606.0;0.4;4360.0;2.6;7.2
160;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1981;;;;;94.0;0.1;1581.0;1.1;16.8
161;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1982;;;;;105.0;0.1;1578.0;1.1;15.0
162;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1983;;;;;108.0;0.1;1835.0;1.3;17.0
163;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1984;;;;;144.0;0.1;2056.0;1.4;14.3
164;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1985;;;;;115.0;0.1;1664.0;1.1;14.5
165;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1986;;;;;89.0;0.1;1156.0;0.8;13.0
166;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1987;;;;;92.0;0.1;1215.0;0.8;13.2
167;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1988;;;;;106.0;0.1;1325.0;0.9;12.5
168;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1989;;;;;97.0;0.1;1173.0;0.8;12.1
169;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1990;;;;;90.0;0.1;931.0;0.6;10.3
170;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1991;;;;;82.0;0.1;796.0;0.5;9.7
171;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1992;;;;;84.0;0.1;753.0;0.5;9.0
172;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1993;81.0;0.1;;;80.0;0.1;771.0;0.5;9.6
173;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1994;58.0;0.0;;;58.0;0.0;483.0;0.3;8.3
174;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1995;75.0;0.0;;;75.0;0.0;665.0;0.4;8.9
175;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1996;49.0;0.0;;;49.0;0.0;394.0;0.3;8.0
176;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1997;61.0;0.0;;;61.0;0.0;452.0;0.3;7.4
177;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1998;60.0;0.0;;;58.0;0.0;442.0;0.3;7.6
178;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;1999;53.0;0.0;;;53.0;0.0;482.0;0.3;9.1
179;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2000;33.0;0.0;;;33.0;0.0;211.0;0.1;6.4
180;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2001;36.0;0.0;;;35.0;0.0;268.0;0.2;7.7
181;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2002;21.0;0.0;;;21.0;0.0;176.0;0.1;8.4
182;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2003;26.0;0.0;;;26.0;0.0;156.0;0.1;6.0
183;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2004;30.0;0.0;;;30.0;0.0;185.0;0.1;6.2
184;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2005;25.0;0.0;;;25.0;0.0;133.0;0.1;5.3
185;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2006;17.0;0.0;;;15.0;0.0;105.0;0.1;7.0
186;Totaal mannen en vrouwen;Totaal alle leeftijden;004 Shigellose;2007;15.0;0.0;;;15.0;0.0;93.0;0.1;6.2
