ID;Geslacht;Leeftijd;Herkomst;Onderwijsniveau;Onderwijsrichting;Perioden;TotaleBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking15Tot65Jaar_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;BrutoArbeidsparticipatie_6;NettoArbeidsparticipatie_7;Werkloosheidspercentage_8
55;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;5;2008;1607.0;1313.0;1267.0;46.0;294.0;81.7;78.8;3.5
56;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;5;2009;1649.0;1349.0;1283.0;66.0;300.0;81.8;77.8;4.9
57;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;5;2010;1613.0;1328.0;1258.0;70.0;285.0;82.3;78.0;5.3
58;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;5;2011;1593.0;1311.0;1239.0;72.0;282.0;82.3;77.7;5.5
59;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;5;2012;;;;;;;;
60;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2001;247.0;212.0;207.0;4.0;35.0;85.7;84.0;2.1
61;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2002;259.0;222.0;216.0;6.0;37.0;85.7;83.5;2.6
62;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2003;265.0;230.0;222.0;8.0;35.0;86.7;83.7;3.4
63;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2004;261.0;225.0;218.0;7.0;36.0;86.3;83.4;3.3
64;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2005;269.0;228.0;218.0;10.0;41.0;84.8;81.1;4.4
65;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2006;280.0;240.0;232.0;8.0;40.0;85.6;82.8;3.3
66;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2007;287.0;247.0;240.0;7.0;40.0;86.0;83.7;2.7
67;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2008;288.0;246.0;240.0;7.0;42.0;85.4;83.0;2.8
68;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2009;312.0;267.0;258.0;10.0;45.0;85.6;82.5;3.6
69;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2010;316.0;272.0;259.0;12.0;44.0;86.0;82.1;4.5
70;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2011;297.0;254.0;243.0;11.0;42.0;85.7;81.9;4.5
71;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;6;2012;;;;;;;;
72;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2001;221.0;187.0;181.0;5.0;34.0;84.4;81.9;2.9
73;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2002;214.0;179.0;172.0;7.0;35.0;83.8;80.3;4.1
74;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2003;222.0;186.0;175.0;11.0;36.0;83.8;78.9;5.8
75;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2004;228.0;186.0;175.0;11.0;42.0;81.4;76.6;5.9
76;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2005;238.0;194.0;181.0;12.0;44.0;81.4;76.3;6.3
77;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2006;242.0;201.0;191.0;9.0;41.0;83.0;79.1;4.6
78;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2007;228.0;189.0;181.0;8.0;39.0;82.8;79.5;4.0
79;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2008;245.0;209.0;202.0;7.0;36.0;85.2;82.5;3.2
80;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2009;257.0;217.0;209.0;9.0;40.0;84.6;81.1;4.1
81;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2010;262.0;222.0;212.0;10.0;40.0;84.6;80.8;4.4
82;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2011;257.0;216.0;206.0;10.0;40.0;84.2;80.3;4.7
83;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;7;2012;;;;;;;;
84;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2001;1763.0;1463.0;1435.0;28.0;300.0;83.0;81.4;1.9
85;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2002;1786.0;1492.0;1455.0;37.0;293.0;83.6;81.5;2.5
86;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2003;1778.0;1474.0;1417.0;57.0;304.0;82.9;79.7;3.9
87;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2004;1734.0;1423.0;1355.0;68.0;311.0;82.1;78.1;4.8
88;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2005;1707.0;1412.0;1349.0;63.0;296.0;82.7;79.0;4.4
89;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2006;1673.0;1395.0;1348.0;46.0;279.0;83.3;80.6;3.3
90;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2007;1666.0;1401.0;1368.0;33.0;265.0;84.1;82.1;2.4
91;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2008;1710.0;1450.0;1420.0;30.0;260.0;84.8;83.0;2.1
92;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2009;1720.0;1451.0;1400.0;51.0;269.0;84.4;81.4;3.5
93;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2010;1682.0;1410.0;1349.0;61.0;273.0;83.8;80.2;4.3
94;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2011;1650.0;1387.0;1327.0;60.0;263.0;84.0;80.4;4.3
95;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;8;2012;;;;;;;;
96;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2001;276.0;234.0;230.0;5.0;42.0;84.9;83.3;2.0
97;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2002;285.0;238.0;234.0;4.0;47.0;83.7;82.1;1.9
98;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2003;282.0;238.0;232.0;6.0;44.0;84.4;82.3;2.5
99;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2004;281.0;238.0;229.0;9.0;43.0;84.6;81.5;3.8
100;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2005;288.0;244.0;236.0;8.0;44.0;84.8;82.2;3.1
101;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2006;286.0;242.0;235.0;7.0;45.0;84.3;81.9;2.9
102;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2007;286.0;245.0;240.0;5.0;41.0;85.7;84.0;2.0
103;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2008;282.0;243.0;238.0;5.0;39.0;86.1;84.3;2.1
104;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2009;283.0;244.0;238.0;5.0;39.0;86.3;84.4;2.2
105;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2010;287.0;245.0;237.0;8.0;42.0;85.5;82.8;3.2
106;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2011;281.0;241.0;232.0;8.0;41.0;85.5;82.7;3.4
107;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;9;2012;;;;;;;;
108;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2001;1737.0;1054.0;1012.0;41.0;683.0;60.7;58.3;3.9
109;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2002;1777.0;1104.0;1059.0;45.0;674.0;62.1;59.6;4.1
110;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2003;1784.0;1121.0;1069.0;52.0;663.0;62.8;59.9;4.6
111;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2004;1752.0;1138.0;1077.0;61.0;614.0;65.0;61.5;5.4
112;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2005;1767.0;1149.0;1086.0;63.0;617.0;65.1;61.5;5.5
113;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2006;1819.0;1194.0;1134.0;60.0;625.0;65.7;62.3;5.0
114;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2007;1829.0;1227.0;1177.0;51.0;602.0;67.1;64.3;4.1
115;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2008;1868.0;1282.0;1238.0;44.0;586.0;68.6;66.3;3.4
116;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2009;1913.0;1331.0;1283.0;47.0;582.0;69.6;67.1;3.5
117;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2010;1894.0;1338.0;1280.0;57.0;556.0;70.6;67.6;4.3
118;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2011;1831.0;1301.0;1247.0;54.0;530.0;71.0;68.1;4.1
119;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Gezondheidszorg, sociale dienstverlening;2012;;;;;;;;
120;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2001;289.0;241.0;235.0;6.0;49.0;83.1;81.1;2.4
121;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2002;308.0;256.0;246.0;9.0;52.0;83.1;80.1;3.6
122;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2003;334.0;271.0;256.0;14.0;63.0;81.1;76.8;5.3
123;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2004;350.0;288.0;272.0;16.0;62.0;82.3;77.6;5.6
124;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2005;374.0;311.0;293.0;18.0;63.0;83.2;78.5;5.7
125;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2006;371.0;309.0;295.0;14.0;62.0;83.3;79.6;4.4
126;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2007;363.0;303.0;292.0;11.0;59.0;83.6;80.7;3.6
127;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2008;378.0;314.0;302.0;12.0;64.0;83.2;80.1;3.8
128;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2009;384.0;323.0;307.0;17.0;61.0;84.0;79.7;5.1
129;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2010;400.0;335.0;315.0;19.0;66.0;83.6;78.8;5.8
130;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2011;404.0;333.0;316.0;17.0;71.0;82.4;78.2;5.2
131;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Horeca, recreatie, transport, logistiek;2012;;;;;;;;
132;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2001;187.0;125.0;119.0;6.0;62.0;66.9;63.5;5.1
133;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2002;193.0;137.0;130.0;7.0;56.0;70.8;67.1;5.2
134;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2003;204.0;142.0;129.0;13.0;63.0;69.4;63.2;8.9
135;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2004;402.0;278.0;247.0;30.0;124.0;69.1;61.5;11.0
136;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2005;473.0;337.0;300.0;36.0;136.0;71.2;63.5;10.8
137;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2006;483.0;346.0;312.0;34.0;137.0;71.6;64.5;9.8
138;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2007;478.0;342.0;313.0;28.0;136.0;71.5;65.6;8.3
139;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2008;283.0;209.0;197.0;12.0;75.0;73.7;69.4;5.8
140;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2009;191.0;139.0;128.0;12.0;51.0;73.1;67.0;8.4
141;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2010;219.0;159.0;145.0;13.0;61.0;72.4;66.3;8.3
142;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2011;234.0;176.0;162.0;13.0;58.0;75.2;69.4;7.7
143;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Totaal onderwijsniveau;Onbekende onderwijsrichting;2012;;;;;;;;
144;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2001;1345.0;530.0;496.0;34.0;815.0;39.4;36.8;6.4
145;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2002;1291.0;516.0;477.0;39.0;775.0;40.0;36.9;7.6
146;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2003;1216.0;474.0;426.0;48.0;743.0;39.0;35.0;10.2
147;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2004;1075.0;426.0;371.0;55.0;649.0;39.6;34.5;12.8
148;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2005;992.0;389.0;340.0;49.0;602.0;39.3;34.3;12.6
149;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2006;954.0;377.0;331.0;46.0;577.0;39.5;34.7;12.2
150;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2007;914.0;369.0;336.0;34.0;544.0;40.4;36.8;9.1
151;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2008;919.0;385.0;352.0;33.0;534.0;41.9;38.3;8.7
152;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2009;912.0;384.0;347.0;37.0;527.0;42.1;38.1;9.7
153;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2010;905.0;379.0;337.0;42.0;526.0;41.9;37.3;11.0
154;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2011;925.0;401.0;361.0;40.0;524.0;43.4;39.0;10.0
155;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;1;2012;890.0;382.0;336.0;46.0;508.0;42.9;37.8;12.0
156;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2001;1345.0;530.0;496.0;34.0;815.0;39.4;36.8;6.4
157;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2002;1291.0;516.0;477.0;39.0;775.0;40.0;36.9;7.6
158;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2003;1216.0;474.0;426.0;48.0;743.0;39.0;35.0;10.2
159;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2004;1075.0;426.0;371.0;55.0;649.0;39.6;34.5;12.8
160;Mannen en vrouwen;Totaal leeftijd;Totaal herkomst;Basisonderwijs;2;2005;992.0;389.0;340.0;49.0;602.0;39.3;34.3;12.6
