ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10
24;Zelfstandige;01 Landbouw;2013;83.6;81.6;34.8;30.0;33.8;28.3;35.0;33.0;587.8;297.3
25;Zelfstandige;01 Landbouw;2014;82.7;81.1;34.4;29.8;33.4;28.1;35.8;33.5;625.9;322.5
26;Zelfstandige;01 Landbouw;2015;81.7;79.3;29.4;25.0;28.3;23.9;32.5;30.6;659.7;347.1
27;Zelfstandige;011 Teelt van eenjarige gewassen;2007;33.4;27.8;36.5;27.1;36.6;25.3;32.6;28.2;576.6;202.2
28;Zelfstandige;011 Teelt van eenjarige gewassen;2008;30.9;29.3;32.5;26.0;32.5;24.3;30.8;28.8;639.7;222.5
29;Zelfstandige;011 Teelt van eenjarige gewassen;2009;27.6;26.9;22.3;21.6;22.4;20.3;22.4;25.2;649.2;236.5
30;Zelfstandige;011 Teelt van eenjarige gewassen;2010;20.0;18.8;40.4;30.6;40.3;28.6;35.5;31.5;638.5;272.3
31;Zelfstandige;011 Teelt van eenjarige gewassen;2011;20.0;19.5;37.1;30.6;36.4;28.2;36.1;34.2;621.1;268.9
32;Zelfstandige;011 Teelt van eenjarige gewassen;2012;18.5;18.0;36.6;29.9;35.9;27.4;35.9;33.8;648.6;288.1
33;Zelfstandige;011 Teelt van eenjarige gewassen;2013;18.0;17.6;41.4;34.1;40.2;31.3;39.4;36.2;674.8;326.0
34;Zelfstandige;011 Teelt van eenjarige gewassen;2014;18.2;17.8;38.9;31.6;37.4;29.1;39.2;35.7;714.2;347.3
35;Zelfstandige;011 Teelt van eenjarige gewassen;2015;17.0;16.5;36.7;28.6;35.0;27.0;37.7;33.8;754.2;372.2
36;Zelfstandige;0111 Teelt van granen en peulvruchten;2007;21.0;17.5;35.3;25.7;35.0;23.8;32.4;27.9;600.5;249.4
37;Zelfstandige;0111 Teelt van granen en peulvruchten;2008;19.2;18.5;35.3;26.7;34.9;24.4;34.6;30.2;683.6;278.5
38;Zelfstandige;0111 Teelt van granen en peulvruchten;2009;17.0;16.7;28.6;22.3;28.7;20.6;28.8;26.4;728.0;312.6
39;Zelfstandige;0111 Teelt van granen en peulvruchten;2010;9.5;8.8;40.4;30.5;40.5;27.7;37.6;32.7;718.5;350.8
40;Zelfstandige;0111 Teelt van granen en peulvruchten;2011;9.3;9.1;41.7;32.0;40.7;28.6;40.7;36.6;700.6;347.0
41;Zelfstandige;0111 Teelt van granen en peulvruchten;2012;8.1;7.9;37.7;30.3;36.6;26.9;38.4;35.0;775.3;388.4
42;Zelfstandige;0111 Teelt van granen en peulvruchten;2013;7.7;7.6;45.4;35.8;43.6;32.1;43.9;38.8;837.0;455.0
43;Zelfstandige;0111 Teelt van granen en peulvruchten;2014;7.9;7.8;38.7;30.7;36.4;27.4;40.0;36.2;871.6;480.0
44;Zelfstandige;0111 Teelt van granen en peulvruchten;2015;6.8;6.6;33.9;27.4;31.5;25.3;36.8;33.5;961.1;538.3
45;Zelfstandige;0113 Teelt van groenten en knolgewassen;2007;12.4;10.3;38.5;29.6;39.3;28.6;33.1;28.9;531.2;133.3
46;Zelfstandige;0113 Teelt van groenten en knolgewassen;2008;11.7;10.8;27.9;24.7;28.6;23.9;24.6;26.4;555.6;135.2
47;Zelfstandige;0113 Teelt van groenten en knolgewassen;2009;10.6;10.2;12.2;20.3;12.4;19.9;12.1;23.4;526.9;129.8
48;Zelfstandige;0113 Teelt van groenten en knolgewassen;2010;6.2;6.0;46.6;34.8;46.1;33.1;37.7;32.5;641.1;268.3
49;Zelfstandige;0113 Teelt van groenten en knolgewassen;2011;6.5;6.3;34.4;31.7;34.0;30.0;33.4;33.6;620.4;264.8
50;Zelfstandige;0113 Teelt van groenten en knolgewassen;2012;6.4;6.2;38.5;31.6;38.4;30.0;35.8;34.3;638.4;284.7
51;Zelfstandige;0113 Teelt van groenten en knolgewassen;2013;6.4;6.2;42.9;36.4;42.3;34.3;39.1;36.4;661.6;325.0
52;Zelfstandige;0113 Teelt van groenten en knolgewassen;2014;6.4;6.2;38.7;34.2;38.0;32.2;38.1;35.9;715.3;361.2
53;Zelfstandige;0113 Teelt van groenten en knolgewassen;2015;6.4;6.2;40.2;30.4;38.9;29.2;39.4;34.7;753.8;371.9
54;Zelfstandige;0116 Teelt van vezelgewassen;2007;0.0;;;;;;;;;
55;Zelfstandige;0116 Teelt van vezelgewassen;2008;0.0;;;;;;;;;
56;Zelfstandige;0116 Teelt van vezelgewassen;2009;0.0;;;;;;;;;
57;Zelfstandige;0116 Teelt van vezelgewassen;2010;0.1;0.0;;;;;;;;
58;Zelfstandige;0116 Teelt van vezelgewassen;2011;0.1;0.1;;;;;;;;
59;Zelfstandige;0116 Teelt van vezelgewassen;2012;0.0;0.0;;;;;;;;
60;Zelfstandige;0116 Teelt van vezelgewassen;2013;0.0;0.0;;;;;;;;
61;Zelfstandige;0116 Teelt van vezelgewassen;2014;0.0;0.0;;;;;;;;
62;Zelfstandige;0116 Teelt van vezelgewassen;2015;0.0;0.0;;;;;;;;
63;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2007;0.0;;;;;;;;;
64;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2008;0.0;;;;;;;;;
65;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2009;0.0;;;;;;;;;
66;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2010;4.2;3.9;31.3;25.4;31.0;24.0;27.3;27.2;488.3;140.9
67;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2011;4.2;4.0;30.9;25.9;30.7;24.6;30.3;30.8;487.2;140.2
68;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2012;4.0;3.9;31.2;26.2;30.4;24.9;31.1;31.5;480.7;148.9
69;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2013;3.9;3.8;31.1;26.7;30.3;25.2;31.2;31.6;467.8;157.6
70;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2014;3.8;3.7;39.8;30.3;38.7;28.7;39.6;34.4;484.7;168.8
71;Zelfstandige;0119 Teelt van andere eenjarige gewassen;2015;3.8;3.7;36.0;27.6;34.8;26.3;36.6;32.4;531.9;191.5
72;Zelfstandige;012 Teelt van meerjarige gewassen;2007;2.0;1.7;29.0;24.6;28.8;23.3;29.0;27.3;509.2;174.3
73;Zelfstandige;012 Teelt van meerjarige gewassen;2008;2.0;2.0;35.5;29.3;35.1;27.9;33.8;30.9;550.4;186.7
74;Zelfstandige;012 Teelt van meerjarige gewassen;2009;2.0;2.0;23.2;20.6;22.8;19.8;24.6;24.9;552.0;188.7
75;Zelfstandige;012 Teelt van meerjarige gewassen;2010;2.4;2.3;29.2;24.7;28.1;23.4;28.9;27.1;533.8;218.7
76;Zelfstandige;012 Teelt van meerjarige gewassen;2011;2.4;2.4;29.9;24.5;29.0;22.9;31.9;30.5;523.6;210.5
77;Zelfstandige;012 Teelt van meerjarige gewassen;2012;2.4;2.4;33.4;28.5;32.3;26.5;34.7;32.9;543.9;231.3
78;Zelfstandige;012 Teelt van meerjarige gewassen;2013;2.4;2.4;39.0;30.8;37.4;28.9;38.3;34.5;561.2;261.5
79;Zelfstandige;012 Teelt van meerjarige gewassen;2014;2.4;2.4;26.3;24.2;24.7;22.5;29.6;31.2;592.1;276.2
80;Zelfstandige;012 Teelt van meerjarige gewassen;2015;2.5;2.4;30.0;24.8;27.8;23.5;33.3;31.8;636.4;302.7
81;Zelfstandige;0121 Teelt van druiven;2007;0.0;;;;;;;;;
82;Zelfstandige;0121 Teelt van druiven;2008;0.0;;;;;;;;;
83;Zelfstandige;0121 Teelt van druiven;2009;0.0;;;;;;;;;
84;Zelfstandige;0121 Teelt van druiven;2010;0.0;0.0;;;;;;;;
85;Zelfstandige;0121 Teelt van druiven;2011;0.0;0.0;;;;;;;;
86;Zelfstandige;0121 Teelt van druiven;2012;0.0;0.0;;;;;;;;
87;Zelfstandige;0121 Teelt van druiven;2013;0.0;0.0;;;;;;;;
88;Zelfstandige;0121 Teelt van druiven;2014;0.0;0.0;;;;;;;;
89;Zelfstandige;0121 Teelt van druiven;2015;0.0;0.0;;;;;;;;
90;Zelfstandige;0124 Teelt van pit- en steenvruchten;2007;2.0;1.7;29.0;24.6;28.8;23.3;29.0;27.3;509.2;174.3
91;Zelfstandige;0124 Teelt van pit- en steenvruchten;2008;2.0;2.0;35.5;29.3;35.1;27.9;33.8;30.9;550.4;186.7
92;Zelfstandige;0124 Teelt van pit- en steenvruchten;2009;2.0;2.0;23.2;20.6;22.8;19.8;24.6;24.9;552.0;188.7
93;Zelfstandige;0124 Teelt van pit- en steenvruchten;2010;2.0;2.0;29.0;24.6;27.7;23.0;28.7;27.0;539.5;222.9
94;Zelfstandige;0124 Teelt van pit- en steenvruchten;2011;2.1;2.0;29.5;24.2;28.4;22.9;31.7;30.4;528.1;217.3
95;Zelfstandige;0124 Teelt van pit- en steenvruchten;2012;2.1;2.0;33.9;29.1;32.7;27.3;35.0;33.2;558.0;240.1
96;Zelfstandige;0124 Teelt van pit- en steenvruchten;2013;2.0;2.0;40.3;31.5;38.4;29.3;39.3;35.0;575.5;283.7
97;Zelfstandige;0124 Teelt van pit- en steenvruchten;2014;1.9;1.9;27.1;23.8;25.1;22.0;30.4;31.1;616.3;295.7
98;Zelfstandige;0124 Teelt van pit- en steenvruchten;2015;1.9;1.9;29.1;24.2;26.8;22.5;32.8;31.6;651.1;322.0
99;Zelfstandige;0125 Teelt van overige vruchten;2007;0.0;;;;;;;;;
100;Zelfstandige;0125 Teelt van overige vruchten;2008;0.0;;;;;;;;;
101;Zelfstandige;0125 Teelt van overige vruchten;2009;0.0;;;;;;;;;
102;Zelfstandige;0125 Teelt van overige vruchten;2010;0.2;0.2;31.1;25.0;31.5;24.4;30.4;27.1;526.4;181.7
103;Zelfstandige;0125 Teelt van overige vruchten;2011;0.3;0.3;29.5;25.8;29.4;24.3;33.0;31.9;521.7;152.4
104;Zelfstandige;0125 Teelt van overige vruchten;2012;0.3;0.3;28.1;22.3;27.2;21.3;32.0;30.9;504.0;168.2
105;Zelfstandige;0125 Teelt van overige vruchten;2013;0.3;0.3;31.5;25.6;31.2;25.0;33.3;31.1;502.2;174.9
106;Zelfstandige;0125 Teelt van overige vruchten;2014;0.4;0.4;17.9;24.8;17.3;23.2;21.8;31.1;490.5;186.3
107;Zelfstandige;0125 Teelt van overige vruchten;2015;0.4;0.4;29.7;26.0;28.2;25.6;32.8;32.4;590.1;221.4
108;Zelfstandige;0127 Teelt van gewassen voor dranken;2007;0.0;;;;;;;;;
109;Zelfstandige;0127 Teelt van gewassen voor dranken;2008;0.0;;;;;;;;;
110;Zelfstandige;0127 Teelt van gewassen voor dranken;2009;0.0;;;;;;;;;
111;Zelfstandige;0127 Teelt van gewassen voor dranken;2010;0.0;;;;;;;;;
112;Zelfstandige;0127 Teelt van gewassen voor dranken;2011;0.0;;;;;;;;;
113;Zelfstandige;0127 Teelt van gewassen voor dranken;2012;0.0;;;;;;;;;
114;Zelfstandige;0127 Teelt van gewassen voor dranken;2013;0.0;;;;;;;;;
115;Zelfstandige;0127 Teelt van gewassen voor dranken;2014;0.0;;;;;;;;;
116;Zelfstandige;0127 Teelt van gewassen voor dranken;2015;0.0;;;;;;;;;
117;Zelfstandige;0128 Teelt van specerijen;2007;0.0;;;;;;;;;
118;Zelfstandige;0128 Teelt van specerijen;2008;0.0;;;;;;;;;
119;Zelfstandige;0128 Teelt van specerijen;2009;0.0;;;;;;;;;
120;Zelfstandige;0128 Teelt van specerijen;2010;0.0;0.0;;;;;;;;
121;Zelfstandige;0128 Teelt van specerijen;2011;0.0;0.0;;;;;;;;
122;Zelfstandige;0128 Teelt van specerijen;2012;0.0;0.0;;;;;;;;
123;Zelfstandige;0128 Teelt van specerijen;2013;0.0;0.0;;;;;;;;
124;Zelfstandige;0128 Teelt van specerijen;2014;0.0;0.0;;;;;;;;
125;Zelfstandige;0128 Teelt van specerijen;2015;0.0;0.0;;;;;;;;
126;Zelfstandige;0129 Teelt van overig meerjarig gewas;2007;0.0;;;;;;;;;
127;Zelfstandige;0129 Teelt van overig meerjarig gewas;2008;0.0;;;;;;;;;
128;Zelfstandige;0129 Teelt van overig meerjarig gewas;2009;0.0;;;;;;;;;
129;Zelfstandige;0129 Teelt van overig meerjarig gewas;2010;0.0;0.0;;;;;;;;
130;Zelfstandige;0129 Teelt van overig meerjarig gewas;2011;0.0;0.0;;;;;;;;
131;Zelfstandige;0129 Teelt van overig meerjarig gewas;2012;0.1;0.1;;;;;;;;
132;Zelfstandige;0129 Teelt van overig meerjarig gewas;2013;0.1;0.1;;;;;;;;
133;Zelfstandige;0129 Teelt van overig meerjarig gewas;2014;0.1;0.1;;;;;;;;
134;Zelfstandige;0129 Teelt van overig meerjarig gewas;2015;0.1;0.1;45.0;32.3;43.1;31.6;40.8;36.3;633.8;169.3
135;Zelfstandige;013 Teelt van sierplanten;2007;3.2;2.7;33.1;28.8;32.9;28.0;30.4;28.4;463.6;125.4
136;Zelfstandige;013 Teelt van sierplanten;2008;3.1;2.9;31.8;27.2;31.6;26.6;29.8;28.4;497.4;129.3
137;Zelfstandige;013 Teelt van sierplanten;2009;2.9;2.9;30.4;26.3;30.2;25.5;28.0;27.4;480.3;133.3
138;Zelfstandige;013 Teelt van sierplanten;2010;6.6;6.2;33.1;28.1;32.8;27.0;28.9;27.7;483.6;142.2
139;Zelfstandige;013 Teelt van sierplanten;2011;6.5;6.2;34.4;29.1;34.2;28.0;31.9;30.8;474.0;136.2
140;Zelfstandige;013 Teelt van sierplanten;2012;6.3;6.1;34.1;30.0;33.8;29.1;32.9;31.7;462.0;149.5
141;Zelfstandige;013 Teelt van sierplanten;2013;6.1;5.8;34.5;30.3;33.9;29.3;32.2;31.3;449.5;160.3
142;Zelfstandige;013 Teelt van sierplanten;2014;5.9;5.7;39.3;32.4;39.2;31.2;37.5;33.5;469.9;173.2
143;Zelfstandige;013 Teelt van sierplanten;2015;5.8;5.6;36.4;31.0;36.0;29.9;36.2;32.9;505.1;183.8
144;Zelfstandige;0130 Teelt van sierplanten;2007;3.2;2.7;33.1;28.8;32.9;28.0;30.4;28.4;463.6;125.4
145;Zelfstandige;0130 Teelt van sierplanten;2008;3.1;2.9;31.8;27.2;31.6;26.6;29.8;28.4;497.4;129.3
146;Zelfstandige;0130 Teelt van sierplanten;2009;2.9;2.9;30.4;26.3;30.2;25.5;28.0;27.4;480.3;133.3
147;Zelfstandige;0130 Teelt van sierplanten;2010;6.6;6.2;33.1;28.1;32.8;27.0;28.9;27.7;483.6;142.2
148;Zelfstandige;0130 Teelt van sierplanten;2011;6.5;6.2;34.4;29.1;34.2;28.0;31.9;30.8;474.0;136.2
149;Zelfstandige;0130 Teelt van sierplanten;2012;6.3;6.1;34.1;30.0;33.8;29.1;32.9;31.7;462.0;149.5
150;Zelfstandige;0130 Teelt van sierplanten;2013;6.1;5.8;34.5;30.3;33.9;29.3;32.2;31.3;449.5;160.3
151;Zelfstandige;0130 Teelt van sierplanten;2014;5.9;5.7;39.3;32.4;39.2;31.2;37.5;33.5;469.9;173.2
152;Zelfstandige;0130 Teelt van sierplanten;2015;5.8;5.6;36.4;31.0;36.0;29.9;36.2;32.9;505.1;183.8
153;Zelfstandige;014 Veeteelt en fokkerijen;2007;40.5;34.2;24.8;21.1;24.9;20.0;27.0;26.2;587.8;209.4
154;Zelfstandige;014 Veeteelt en fokkerijen;2008;40.9;39.1;26.4;22.9;26.2;21.7;32.0;30.1;651.0;232.2
155;Zelfstandige;014 Veeteelt en fokkerijen;2009;38.7;38.3;20.2;17.7;20.2;16.7;24.0;24.0;659.4;247.5
156;Zelfstandige;014 Veeteelt en fokkerijen;2010;42.4;41.1;28.8;24.1;28.5;22.8;30.1;28.1;584.6;291.8
157;Zelfstandige;014 Veeteelt en fokkerijen;2011;43.5;43.0;30.6;27.3;30.3;25.6;33.2;32.3;572.5;288.9
158;Zelfstandige;014 Veeteelt en fokkerijen;2012;43.3;42.8;31.0;26.4;30.1;24.9;33.7;31.8;632.8;338.1
159;Zelfstandige;014 Veeteelt en fokkerijen;2013;43.4;43.0;31.9;28.6;30.8;26.7;34.4;33.4;691.7;399.4
160;Zelfstandige;014 Veeteelt en fokkerijen;2014;42.4;42.1;32.1;28.5;30.9;26.8;35.2;34.1;763.4;457.9
161;Zelfstandige;014 Veeteelt en fokkerijen;2015;42.4;41.6;24.9;22.0;23.6;21.0;30.3;29.6;810.3;502.9
162;Zelfstandige;0141 Melkveehouderij;2007;36.0;30.6;24.1;20.8;24.4;19.7;26.7;26.0;598.2;220.1
163;Zelfstandige;0141 Melkveehouderij;2008;36.4;34.9;26.2;22.8;26.0;21.5;32.5;30.4;665.3;244.1
164;Zelfstandige;0141 Melkveehouderij;2009;34.0;33.7;17.9;16.7;17.9;15.6;22.6;23.3;675.4;261.3
165;Zelfstandige;0141 Melkveehouderij;2010;31.1;30.3;28.1;24.5;28.1;23.3;29.8;28.3;614.8;328.8
166;Zelfstandige;0141 Melkveehouderij;2011;30.9;30.7;33.6;29.0;33.5;27.6;35.2;33.4;605.3;328.6
167;Zelfstandige;0141 Melkveehouderij;2012;30.3;30.1;29.1;26.3;28.5;24.9;32.2;31.3;688.0;401.3
168;Zelfstandige;0141 Melkveehouderij;2013;30.7;30.4;33.3;30.0;32.4;28.4;35.2;34.2;763.2;486.5
169;Zelfstandige;0141 Melkveehouderij;2014;29.5;29.3;33.1;30.0;32.2;28.4;35.6;35.0;867.8;586.7
170;Zelfstandige;0141 Melkveehouderij;2015;29.3;28.8;23.8;22.2;22.9;21.5;29.4;29.5;936.8;652.1
171;Zelfstandige;0142 Rundveehouderij (geen melkvee);2007;0.0;;;;;;;;;
172;Zelfstandige;0142 Rundveehouderij (geen melkvee);2008;0.0;;;;;;;;;
173;Zelfstandige;0142 Rundveehouderij (geen melkvee);2009;0.0;;;;;;;;;
174;Zelfstandige;0142 Rundveehouderij (geen melkvee);2010;2.5;2.4;24.4;17.5;22.5;15.0;27.7;25.3;548.7;232.3
175;Zelfstandige;0142 Rundveehouderij (geen melkvee);2011;3.5;3.4;28.1;22.7;25.7;20.0;33.3;30.7;555.0;241.6
176;Zelfstandige;0142 Rundveehouderij (geen melkvee);2012;3.7;3.6;27.1;21.6;25.0;18.4;31.9;29.9;593.1;284.3
177;Zelfstandige;0142 Rundveehouderij (geen melkvee);2013;3.7;3.7;27.3;22.4;24.5;19.6;32.8;30.7;620.3;310.7
178;Zelfstandige;0142 Rundveehouderij (geen melkvee);2014;3.9;3.9;28.3;23.4;25.4;20.9;33.4;31.6;628.3;315.3
179;Zelfstandige;0142 Rundveehouderij (geen melkvee);2015;3.9;3.8;24.1;19.9;21.1;17.5;30.5;29.5;674.6;337.9
180;Zelfstandige;0143 Paardenfokkerij;2007;0.0;;;;;;;;;
181;Zelfstandige;0143 Paardenfokkerij;2008;0.0;;;;;;;;;
182;Zelfstandige;0143 Paardenfokkerij;2009;0.0;;;;;;;;;
183;Zelfstandige;0143 Paardenfokkerij;2010;0.3;0.3;26.1;12.9;23.5;9.9;23.4;21.4;426.1;186.2
184;Zelfstandige;0143 Paardenfokkerij;2011;0.4;0.4;18.0;13.2;14.7;9.2;24.6;23.4;463.6;212.7
185;Zelfstandige;0143 Paardenfokkerij;2012;0.4;0.4;16.2;11.6;13.8;7.5;24.4;24.0;435.5;184.7
186;Zelfstandige;0143 Paardenfokkerij;2013;0.5;0.5;18.1;12.8;15.3;9.6;30.9;24.5;384.3;168.8
187;Zelfstandige;0143 Paardenfokkerij;2014;0.5;0.5;23.6;16.9;19.8;13.3;33.9;27.4;399.4;184.8
188;Zelfstandige;0143 Paardenfokkerij;2015;0.6;0.6;22.5;15.4;19.1;12.7;32.8;26.4;433.1;197.8
189;Zelfstandige;0145 Schapen- en geitenhouderij;2007;0.7;0.6;24.1;17.5;21.9;16.3;26.0;23.7;484.8;138.1
190;Zelfstandige;0145 Schapen- en geitenhouderij;2008;0.7;0.7;20.2;16.6;19.0;15.6;22.8;24.2;539.4;152.9
191;Zelfstandige;0145 Schapen- en geitenhouderij;2009;0.9;0.8;21.0;15.8;18.7;15.2;23.0;21.8;514.8;161.1
192;Zelfstandige;0145 Schapen- en geitenhouderij;2010;1.5;1.5;25.3;17.4;23.9;16.2;26.7;24.1;484.9;191.3
193;Zelfstandige;0145 Schapen- en geitenhouderij;2011;1.6;1.5;20.4;16.8;18.3;15.2;28.0;25.6;464.6;183.3
194;Zelfstandige;0145 Schapen- en geitenhouderij;2012;1.6;1.5;24.0;19.5;21.6;17.5;30.0;27.1;468.0;187.5
195;Zelfstandige;0145 Schapen- en geitenhouderij;2013;1.5;1.5;30.9;22.4;28.5;21.1;34.6;29.6;489.7;225.8
196;Zelfstandige;0145 Schapen- en geitenhouderij;2014;1.6;1.6;37.1;25.0;35.2;23.7;41.2;32.7;512.5;244.9
197;Zelfstandige;0145 Schapen- en geitenhouderij;2015;1.6;1.6;34.6;22.7;32.4;20.3;38.7;30.4;529.8;263.3
198;Zelfstandige;0146 Varkenshouderij;2007;0.8;0.7;14.8;15.7;14.4;15.8;14.6;19.0;503.8;104.3
199;Zelfstandige;0146 Varkenshouderij;2008;0.8;0.7;23.6;22.0;23.4;21.3;23.1;22.8;519.2;122.7
200;Zelfstandige;0146 Varkenshouderij;2009;0.9;0.9;30.6;26.5;29.9;25.6;27.8;26.3;545.3;150.8
201;Zelfstandige;0146 Varkenshouderij;2010;4.0;3.8;28.1;21.9;27.4;21.0;28.6;26.5;497.1;191.3
202;Zelfstandige;0146 Varkenshouderij;2011;4.2;4.1;20.2;18.0;19.7;16.9;24.6;26.3;492.0;182.7
203;Zelfstandige;0146 Varkenshouderij;2012;4.3;4.2;41.8;32.5;40.6;30.7;40.7;36.9;529.8;208.0
204;Zelfstandige;0146 Varkenshouderij;2013;4.1;4.1;30.0;25.2;29.3;24.2;32.7;31.7;556.5;263.0
205;Zelfstandige;0146 Varkenshouderij;2014;4.1;4.1;25.3;21.8;24.6;21.4;30.3;29.8;603.3;286.2
206;Zelfstandige;0146 Varkenshouderij;2015;4.0;4.0;19.7;17.6;18.7;16.8;25.6;26.8;624.5;307.9
207;Zelfstandige;0147 Pluimveehouderij;2007;2.4;2.1;36.7;29.4;36.3;28.1;34.6;31.0;509.7;112.6
208;Zelfstandige;0147 Pluimveehouderij;2008;2.4;2.3;31.3;27.0;31.5;25.2;31.2;30.9;537.6;124.3
209;Zelfstandige;0147 Pluimveehouderij;2009;2.4;2.4;48.0;36.7;48.1;34.8;42.5;36.3;596.1;167.4
210;Zelfstandige;0147 Pluimveehouderij;2010;2.3;2.3;44.5;35.0;43.9;32.5;40.1;34.3;547.3;198.4
211;Zelfstandige;0147 Pluimveehouderij;2011;2.3;2.3;21.7;27.1;21.7;25.2;23.9;31.3;534.1;194.0
212;Zelfstandige;0147 Pluimveehouderij;2012;2.3;2.3;44.9;33.6;44.0;31.7;43.2;37.7;519.8;205.7
213;Zelfstandige;0147 Pluimveehouderij;2013;2.2;2.2;25.1;24.9;24.2;23.7;26.7;31.0;541.6;235.3
214;Zelfstandige;0147 Pluimveehouderij;2014;2.2;2.2;37.5;33.0;36.6;31.2;38.8;36.6;542.3;227.9
215;Zelfstandige;0147 Pluimveehouderij;2015;2.2;2.2;40.7;29.9;39.1;28.8;40.1;36.2;590.5;250.2
216;Zelfstandige;0149 Overige fokkerij en houderij;2007;0.5;0.4;32.1;24.3;30.9;23.8;31.0;26.1;421.0;123.0
217;Zelfstandige;0149 Overige fokkerij en houderij;2008;0.5;0.5;32.3;25.0;31.3;24.1;31.5;29.3;480.0;129.2
218;Zelfstandige;0149 Overige fokkerij en houderij;2009;0.5;0.5;28.4;23.3;26.9;22.2;29.0;26.5;438.3;106.3
