ID;Geslacht;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;TotaalGediplomeerdenVavo_1;VavoGediplomeerdenVmboT_2;VavoGediplomeerdenHavo_3;VavoGediplomeerdenVwo_4
38;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2014/'15;1691.0;278.0;979.0;434.0
39;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2015/'16;1714.0;280.0;1021.0;413.0
40;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2016/'17;1649.0;233.0;968.0;448.0
41;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2017/'18;1858.0;306.0;1051.0;501.0
42;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2018/'19;1784.0;301.0;1011.0;472.0
43;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2019/'20;1800.0;300.0;958.0;542.0
44;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Oost-Nederland (LD);2020/'21;888.0;172.0;510.0;206.0
45;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2006/'07;2100.0;447.0;1087.0;566.0
46;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2007/'08;2542.0;552.0;1250.0;740.0
47;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2008/'09;3102.0;506.0;1841.0;755.0
48;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2009/'10;3256.0;507.0;1577.0;1172.0
49;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2010/'11;3878.0;563.0;2195.0;1120.0
50;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2011/'12;3637.0;532.0;2119.0;986.0
51;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2012/'13;3981.0;618.0;2093.0;1270.0
52;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2013/'14;3395.0;664.0;1875.0;856.0
53;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2014/'15;3559.0;662.0;1839.0;1058.0
54;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2015/'16;3326.0;610.0;1809.0;907.0
55;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2016/'17;3348.0;582.0;1883.0;883.0
56;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2017/'18;3692.0;703.0;1967.0;1022.0
57;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2018/'19;3666.0;628.0;2034.0;1004.0
58;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2019/'20;3961.0;640.0;2094.0;1227.0
59;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;West-Nederland (LD);2020/'21;1717.0;317.0;1021.0;379.0
60;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2006/'07;720.0;144.0;437.0;139.0
61;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2007/'08;911.0;183.0;507.0;221.0
62;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2008/'09;1326.0;208.0;840.0;278.0
63;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2009/'10;1410.0;199.0;757.0;454.0
64;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2010/'11;1585.0;239.0;875.0;471.0
65;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2011/'12;1474.0;212.0;861.0;401.0
66;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2012/'13;1531.0;228.0;830.0;473.0
67;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2013/'14;1359.0;236.0;788.0;335.0
68;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2014/'15;1467.0;258.0;819.0;390.0
69;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2015/'16;1433.0;228.0;852.0;353.0
70;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2016/'17;1485.0;236.0;818.0;431.0
71;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2017/'18;1607.0;255.0;884.0;468.0
72;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2018/'19;1595.0;259.0;886.0;450.0
73;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2019/'20;1528.0;243.0;838.0;447.0
74;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Zuid-Nederland (LD);2020/'21;695.0;137.0;415.0;143.0
75;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2006/'07;19.0;9.0;9.0;1.0
76;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2007/'08;11.0;3.0;7.0;1.0
77;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2008/'09;13.0;3.0;7.0;3.0
78;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2009/'10;12.0;5.0;3.0;4.0
79;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2010/'11;25.0;6.0;13.0;6.0
80;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2011/'12;16.0;5.0;5.0;6.0
81;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2012/'13;14.0;2.0;10.0;2.0
82;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2013/'14;21.0;4.0;12.0;5.0
83;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2014/'15;21.0;4.0;10.0;7.0
84;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2015/'16;14.0;2.0;10.0;2.0
85;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2016/'17;23.0;3.0;12.0;8.0
86;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2017/'18;18.0;2.0;9.0;7.0
87;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2018/'19;17.0;5.0;9.0;3.0
88;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2019/'20;25.0;6.0;11.0;8.0
89;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Niet in te delen (LD);2020/'21;22.0;5.0;11.0;6.0
90;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2006/'07;174.0;25.0;105.0;44.0
91;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2007/'08;216.0;33.0;134.0;49.0
92;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2008/'09;285.0;41.0;167.0;77.0
93;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2009/'10;266.0;25.0;152.0;89.0
94;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2010/'11;293.0;30.0;182.0;81.0
95;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2011/'12;254.0;20.0;154.0;80.0
96;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2012/'13;293.0;36.0;173.0;84.0
97;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2013/'14;219.0;23.0;137.0;59.0
98;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2014/'15;226.0;25.0;134.0;67.0
99;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2015/'16;225.0;20.0;132.0;73.0
100;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2016/'17;243.0;20.0;145.0;78.0
101;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2017/'18;234.0;13.0;144.0;77.0
102;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2018/'19;264.0;32.0;152.0;80.0
103;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2019/'20;239.0;31.0;121.0;87.0
104;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Groningen (PV);2020/'21;90.0;5.0;57.0;28.0
105;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2006/'07;111.0;15.0;73.0;23.0
106;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2007/'08;163.0;18.0;96.0;49.0
107;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2008/'09;233.0;20.0;156.0;57.0
108;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2009/'10;299.0;33.0;158.0;108.0
109;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2010/'11;292.0;29.0;178.0;85.0
110;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2011/'12;225.0;18.0;147.0;60.0
111;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2012/'13;263.0;33.0;154.0;76.0
112;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2013/'14;194.0;25.0;123.0;46.0
113;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2014/'15;214.0;25.0;121.0;68.0
114;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2015/'16;241.0;38.0;141.0;62.0
115;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2016/'17;233.0;30.0;131.0;72.0
116;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2017/'18;288.0;47.0;157.0;84.0
117;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2018/'19;284.0;39.0;178.0;67.0
118;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2019/'20;293.0;47.0;146.0;100.0
119;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Fryslân (PV);2020/'21;105.0;10.0;71.0;24.0
120;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2006/'07;46.0;8.0;20.0;18.0
121;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2007/'08;144.0;10.0;103.0;31.0
122;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2008/'09;203.0;13.0;151.0;39.0
123;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2009/'10;265.0;11.0;171.0;83.0
124;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2010/'11;233.0;8.0;170.0;55.0
125;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2011/'12;216.0;10.0;151.0;55.0
126;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2012/'13;258.0;13.0;180.0;65.0
127;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2013/'14;161.0;10.0;121.0;30.0
128;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2014/'15;165.0;10.0;115.0;40.0
129;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2015/'16;195.0;6.0;138.0;51.0
130;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2016/'17;197.0;12.0;146.0;39.0
131;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2017/'18;179.0;12.0;120.0;47.0
132;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2018/'19;226.0;14.0;154.0;58.0
133;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2019/'20;233.0;13.0;158.0;62.0
134;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Drenthe (PV);2020/'21;80.0;5.0;65.0;10.0
135;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2006/'07;298.0;51.0;158.0;89.0
136;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2007/'08;452.0;85.0;251.0;116.0
137;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2008/'09;525.0;61.0;324.0;140.0
138;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2009/'10;620.0;75.0;329.0;216.0
139;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2010/'11;615.0;71.0;372.0;172.0
140;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2011/'12;508.0;57.0;335.0;116.0
141;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2012/'13;598.0;78.0;336.0;184.0
142;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2013/'14;449.0;71.0;267.0;111.0
143;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2014/'15;528.0;78.0;308.0;142.0
144;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2015/'16;560.0;71.0;349.0;140.0
145;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2016/'17;490.0;59.0;301.0;130.0
146;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2017/'18;571.0;85.0;327.0;159.0
147;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2018/'19;535.0;75.0;334.0;126.0
148;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2019/'20;531.0;84.0;286.0;161.0
149;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Overijssel (PV);2020/'21;297.0;46.0;169.0;82.0
150;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2006/'07;74.0;18.0;39.0;17.0
151;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2007/'08;102.0;17.0;56.0;29.0
152;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2008/'09;134.0;16.0;90.0;28.0
153;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2009/'10;168.0;17.0;82.0;69.0
154;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2010/'11;178.0;16.0;109.0;53.0
155;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2011/'12;168.0;21.0;97.0;50.0
156;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2012/'13;214.0;34.0;127.0;53.0
157;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2013/'14;184.0;27.0;113.0;44.0
158;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2014/'15;163.0;23.0;97.0;43.0
159;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2015/'16;166.0;21.0;100.0;45.0
160;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2016/'17;143.0;8.0;90.0;45.0
161;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2017/'18;188.0;24.0;104.0;60.0
162;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2018/'19;197.0;25.0;126.0;46.0
163;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2019/'20;201.0;20.0;123.0;58.0
164;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Flevoland (PV);2020/'21;77.0;11.0;45.0;21.0
165;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2006/'07;499.0;116.0;264.0;119.0
166;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2007/'08;676.0;159.0;330.0;187.0
167;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2008/'09;700.0;119.0;416.0;165.0
168;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2009/'10;876.0;125.0;508.0;243.0
169;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2010/'11;1150.0;149.0;701.0;300.0
170;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2011/'12;1006.0;131.0;627.0;248.0
171;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2012/'13;1065.0;157.0;607.0;301.0
172;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2013/'14;1023.0;205.0;580.0;238.0
173;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2014/'15;1000.0;177.0;574.0;249.0
174;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2015/'16;988.0;188.0;572.0;228.0
175;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2016/'17;1016.0;166.0;577.0;273.0
176;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2017/'18;1099.0;197.0;620.0;282.0
177;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2018/'19;1052.0;201.0;551.0;300.0
178;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2019/'20;1068.0;196.0;549.0;323.0
179;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Gelderland (PV);2020/'21;514.0;115.0;296.0;103.0
180;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2006/'07;398.0;80.0;202.0;116.0
181;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2007/'08;496.0;107.0;230.0;159.0
182;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2008/'09;620.0;103.0;368.0;149.0
183;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2009/'10;617.0;81.0;315.0;221.0
184;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2010/'11;632.0;85.0;342.0;205.0
185;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2011/'12;570.0;96.0;326.0;148.0
186;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2012/'13;646.0;93.0;328.0;225.0
187;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2013/'14;582.0;85.0;346.0;151.0
188;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2014/'15;553.0;72.0;300.0;181.0
189;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2015/'16;504.0;90.0;281.0;133.0
190;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2016/'17;507.0;79.0;295.0;133.0
191;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2017/'18;566.0;96.0;308.0;162.0
192;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2018/'19;562.0;91.0;318.0;153.0
193;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2019/'20;620.0;84.0;340.0;196.0
194;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Utrecht (PV);2020/'21;272.0;42.0;168.0;62.0
195;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2006/'07;771.0;148.0;430.0;193.0
196;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2007/'08;953.0;210.0;466.0;277.0
197;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2008/'09;1164.0;182.0;681.0;301.0
198;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2009/'10;1196.0;177.0;544.0;475.0
199;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2010/'11;1282.0;165.0;739.0;378.0
200;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2011/'12;1185.0;165.0;675.0;345.0
201;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2012/'13;1373.0;214.0;728.0;431.0
202;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2013/'14;1210.0;255.0;637.0;318.0
203;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2014/'15;1277.0;229.0;686.0;362.0
204;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2015/'16;1182.0;191.0;651.0;340.0
205;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2016/'17;1261.0;186.0;697.0;378.0
206;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal;Noord-Holland (PV);2017/'18;1380.0;229.0;715.0;436.0
