ID;PersoonInHuishouden;Persoonskenmerken;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
1374;Hoofdkostwinner;Hbo;2003 2e kwartaal;-31.0;-82.0;-32.0;-10.0;-1.0;-28.0;-57.0;-82.0;-32.0;-13.0;-10.0;-1.0;-28.0;100.0;0.0;1.0;13.0;30.0;54.0;1.0;100.0;2.0;11.0;38.0;23.0;22.0;5.0;100.0;9.0;11.0;48.0;19.0;12.0;1.0;100.0;5.0;11.0;63.0;12.0;5.0;3.0;100.0;12.0;42.0;39.0;7.0;100.0;62.0;28.0;2.0;7.0;0.0;1.0;100.0;9.0;24.0;15.0;49.0;3.0;2.0;100.0;57.0;28.0;10.0;1.0;1.0;3.0;100.0;1.0;3.0;35.0;40.0;19.0;2.0;100.0;65.0;12.0;8.0;13.0;2.0;100.0;82.0;5.0;4.0;7.0;2.0;100.0;5.0;8.0;59.0;9.0;17.0;2.0;100.0;18.0;11.0;18.0;51.0;2.0;100.0;4.0;7.0;8.0;78.0;2.0;100.0;28.0;5.0;8.0;57.0;2.0;100.0;6.0;8.0;8.0;29.0;25.0;18.0;6.0;;;;;;;;;
1375;Hoofdkostwinner;Hbo;2003 3e kwartaal;-28.0;-80.0;-16.0;-12.0;-2.0;-28.0;-48.0;-80.0;-16.0;-14.0;-12.0;-2.0;-28.0;100.0;0.0;2.0;14.0;30.0;52.0;1.0;100.0;4.0;19.0;36.0;22.0;17.0;3.0;100.0;9.0;9.0;52.0;20.0;10.0;1.0;100.0;7.0;11.0;62.0;14.0;6.0;2.0;100.0;12.0;42.0;40.0;6.0;100.0;55.0;31.0;4.0;9.0;1.0;1.0;100.0;7.0;22.0;19.0;46.0;5.0;2.0;100.0;55.0;30.0;9.0;3.0;1.0;2.0;100.0;1.0;2.0;31.0;40.0;25.0;1.0;100.0;67.0;13.0;7.0;12.0;1.0;100.0;80.0;6.0;4.0;9.0;1.0;100.0;7.0;6.0;55.0;11.0;20.0;1.0;100.0;17.0;8.0;16.0;58.0;0.0;100.0;5.0;7.0;6.0;82.0;0.0;100.0;30.0;4.0;7.0;59.0;1.0;100.0;6.0;8.0;8.0;31.0;22.0;17.0;8.0;;;;;;;;;
1376;Hoofdkostwinner;Hbo;2003 4e kwartaal;-27.0;-73.0;-8.0;-23.0;-5.0;-29.0;-41.0;-73.0;-8.0;-19.0;-23.0;-5.0;-29.0;100.0;0.0;3.0;19.0;28.0;49.0;1.0;100.0;5.0;20.0;40.0;17.0;16.0;3.0;100.0;6.0;9.0;49.0;19.0;18.0;1.0;100.0;6.0;9.0;62.0;13.0;7.0;3.0;100.0;13.0;40.0;41.0;6.0;100.0;49.0;29.0;5.0;14.0;2.0;1.0;100.0;10.0;19.0;15.0;46.0;8.0;2.0;100.0;46.0;32.0;15.0;6.0;1.0;1.0;100.0;2.0;3.0;35.0;39.0;20.0;1.0;100.0;59.0;12.0;10.0;17.0;2.0;100.0;79.0;7.0;3.0;9.0;1.0;100.0;7.0;5.0;56.0;15.0;15.0;1.0;100.0;17.0;11.0;16.0;55.0;1.0;100.0;5.0;7.0;7.0;80.0;1.0;100.0;24.0;5.0;7.0;63.0;1.0;100.0;4.0;9.0;8.0;26.0;23.0;22.0;8.0;;;;;;;;;
1377;Hoofdkostwinner;Hbo;2003;-29.0;-80.0;-25.0;-12.0;-1.0;-28.0;-53.0;-80.0;-25.0;-14.0;-12.0;-1.0;-28.0;100.0;0.0;1.0;15.0;30.0;51.0;1.0;100.0;3.0;14.0;37.0;23.0;19.0;4.0;100.0;8.0;10.0;50.0;19.0;12.0;1.0;100.0;6.0;11.0;62.0;13.0;6.0;2.0;100.0;11.0;43.0;39.0;6.0;100.0;57.0;30.0;4.0;8.0;1.0;1.0;100.0;8.0;21.0;16.0;48.0;5.0;2.0;100.0;52.0;30.0;11.0;3.0;1.0;2.0;100.0;1.0;3.0;32.0;41.0;21.0;1.0;100.0;64.0;12.0;8.0;14.0;2.0;100.0;81.0;6.0;3.0;8.0;1.0;100.0;6.0;6.0;57.0;11.0;18.0;1.0;100.0;17.0;11.0;16.0;54.0;1.0;100.0;5.0;7.0;7.0;80.0;1.0;100.0;28.0;5.0;7.0;59.0;1.0;100.0;5.0;8.0;8.0;28.0;24.0;19.0;7.0;;;;;;;;;
1378;Hoofdkostwinner;Hbo;2004 1e kwartaal;-18.0;-58.0;10.0;-17.0;-3.0;-24.0;-24.0;-58.0;10.0;-15.0;-17.0;-3.0;-24.0;100.0;0.0;6.0;28.0;30.0;34.0;1.0;100.0;5.0;27.0;43.0;13.0;8.0;4.0;100.0;8.0;8.0;51.0;17.0;16.0;0.0;100.0;6.0;10.0;64.0;12.0;6.0;2.0;100.0;15.0;42.0;39.0;5.0;100.0;42.0;28.0;7.0;18.0;4.0;1.0;100.0;12.0;20.0;13.0;48.0;5.0;1.0;100.0;36.0;34.0;21.0;6.0;2.0;1.0;100.0;2.0;4.0;36.0;37.0;21.0;1.0;100.0;61.0;13.0;8.0;16.0;2.0;100.0;82.0;5.0;3.0;9.0;1.0;100.0;7.0;5.0;54.0;12.0;20.0;2.0;100.0;17.0;11.0;16.0;54.0;1.0;100.0;5.0;5.0;7.0;82.0;1.0;100.0;30.0;5.0;7.0;58.0;1.0;100.0;5.0;8.0;10.0;28.0;21.0;22.0;6.0;;;;;;;;;
1379;Hoofdkostwinner;Hbo;2004 2e kwartaal;-17.0;-48.0;-1.0;-16.0;5.0;-27.0;-24.0;-48.0;-1.0;-13.0;-16.0;5.0;-27.0;100.0;1.0;9.0;30.0;25.0;33.0;2.0;100.0;5.0;22.0;42.0;17.0;11.0;3.0;100.0;8.0;8.0;52.0;17.0;15.0;0.0;100.0;8.0;12.0;63.0;10.0;5.0;3.0;100.0;14.0;40.0;40.0;6.0;100.0;32.0;30.0;7.0;26.0;4.0;2.0;100.0;14.0;23.0;13.0;44.0;4.0;3.0;100.0;37.0;32.0;20.0;6.0;1.0;3.0;100.0;2.0;4.0;32.0;41.0;21.0;1.0;100.0;63.0;12.0;7.0;16.0;1.0;100.0;81.0;6.0;3.0;9.0;1.0;100.0;5.0;6.0;57.0;11.0;18.0;2.0;100.0;19.0;11.0;16.0;53.0;2.0;100.0;4.0;9.0;7.0;79.0;1.0;100.0;30.0;6.0;7.0;57.0;0.0;100.0;5.0;9.0;8.0;28.0;21.0;21.0;8.0;;;;;;;;;
1380;Hoofdkostwinner;Hbo;2004 3e kwartaal;-11.0;-38.0;15.0;-14.0;5.0;-22.0;-11.0;-38.0;15.0;-10.0;-14.0;5.0;-22.0;100.0;1.0;13.0;31.0;25.0;27.0;2.0;100.0;6.0;29.0;41.0;13.0;8.0;3.0;100.0;8.0;9.0;50.0;19.0;13.0;0.0;100.0;7.0;14.0;61.0;11.0;5.0;2.0;100.0;18.0;36.0;40.0;6.0;100.0;30.0;32.0;5.0;26.0;4.0;2.0;100.0;15.0;25.0;12.0;42.0;3.0;2.0;100.0;26.0;26.0;25.0;18.0;2.0;3.0;100.0;1.0;4.0;31.0;41.0;22.0;1.0;100.0;64.0;13.0;8.0;13.0;2.0;100.0;82.0;4.0;4.0;7.0;2.0;100.0;4.0;7.0;58.0;12.0;18.0;1.0;100.0;17.0;12.0;20.0;49.0;1.0;100.0;6.0;7.0;7.0;80.0;1.0;100.0;26.0;6.0;6.0;61.0;1.0;100.0;7.0;7.0;10.0;26.0;22.0;20.0;7.0;;;;;;;;;
1381;Hoofdkostwinner;Hbo;2004 4e kwartaal;-20.0;-43.0;-7.0;-21.0;-7.0;-25.0;-25.0;-43.0;-7.0;-18.0;-21.0;-7.0;-25.0;100.0;1.0;9.0;36.0;25.0;27.0;2.0;100.0;3.0;23.0;39.0;19.0;14.0;4.0;100.0;6.0;7.0;52.0;19.0;16.0;0.0;100.0;5.0;11.0;60.0;14.0;8.0;2.0;100.0;16.0;37.0;41.0;5.0;100.0;29.0;31.0;5.0;30.0;4.0;2.0;100.0;19.0;26.0;10.0;38.0;4.0;2.0;100.0;27.0;28.0;27.0;15.0;1.0;3.0;100.0;2.0;4.0;37.0;38.0;18.0;1.0;100.0;63.0;11.0;10.0;15.0;2.0;100.0;81.0;5.0;4.0;8.0;2.0;100.0;6.0;8.0;55.0;12.0;18.0;1.0;100.0;18.0;10.0;17.0;53.0;2.0;100.0;6.0;6.0;6.0;81.0;1.0;100.0;26.0;4.0;7.0;62.0;1.0;100.0;7.0;8.0;10.0;26.0;20.0;21.0;8.0;;;;;;;;;
1382;Hoofdkostwinner;Hbo;2004;-17.0;-46.0;4.0;-17.0;0.0;-24.0;-21.0;-46.0;4.0;-14.0;-17.0;0.0;-24.0;100.0;1.0;9.0;31.0;26.0;30.0;2.0;100.0;5.0;25.0;41.0;15.0;10.0;3.0;100.0;8.0;8.0;51.0;18.0;15.0;0.0;100.0;7.0;12.0;62.0;12.0;6.0;2.0;100.0;16.0;39.0;40.0;6.0;100.0;33.0;30.0;6.0;25.0;4.0;2.0;100.0;15.0;24.0;12.0;43.0;4.0;2.0;100.0;31.0;30.0;23.0;11.0;1.0;2.0;100.0;1.0;4.0;34.0;39.0;20.0;1.0;100.0;63.0;12.0;8.0;15.0;2.0;100.0;82.0;5.0;3.0;8.0;2.0;100.0;6.0;7.0;56.0;12.0;18.0;2.0;100.0;18.0;11.0;17.0;52.0;1.0;100.0;5.0;7.0;7.0;80.0;1.0;100.0;28.0;5.0;7.0;60.0;1.0;100.0;6.0;8.0;10.0;27.0;21.0;21.0;7.0;;;;;;;;;
1383;Hoofdkostwinner;Hbo;2005 1e kwartaal;-15.0;-38.0;12.0;-24.0;-5.0;-22.0;-13.0;-38.0;12.0;-17.0;-24.0;-5.0;-22.0;100.0;2.0;11.0;36.0;27.0;23.0;1.0;100.0;5.0;27.0;43.0;14.0;7.0;4.0;100.0;5.0;7.0;49.0;20.0;17.0;1.0;100.0;5.0;12.0;59.0;14.0;7.0;2.0;100.0;15.0;41.0;38.0;6.0;100.0;28.0;31.0;7.0;26.0;6.0;2.0;100.0;21.0;27.0;11.0;36.0;3.0;2.0;100.0;21.0;27.0;27.0;18.0;3.0;4.0;100.0;3.0;4.0;32.0;42.0;17.0;1.0;100.0;64.0;11.0;8.0;16.0;2.0;100.0;79.0;6.0;3.0;10.0;2.0;100.0;6.0;8.0;53.0;12.0;20.0;1.0;100.0;16.0;13.0;17.0;53.0;1.0;100.0;8.0;5.0;7.0;79.0;1.0;100.0;27.0;4.0;6.0;62.0;1.0;100.0;6.0;9.0;12.0;24.0;22.0;19.0;9.0;;;;;;;;;
1384;Hoofdkostwinner;Hbo;2005 2e kwartaal;-13.0;-32.0;6.0;-20.0;0.0;-22.0;-13.0;-32.0;6.0;-14.0;-20.0;0.0;-22.0;100.0;2.0;12.0;39.0;20.0;25.0;2.0;100.0;3.0;26.0;45.0;15.0;8.0;3.0;100.0;8.0;9.0;46.0;19.0;18.0;0.0;100.0;6.0;10.0;65.0;11.0;5.0;2.0;100.0;16.0;40.0;38.0;5.0;100.0;27.0;28.0;8.0;31.0;4.0;2.0;100.0;17.0;28.0;9.0;41.0;3.0;2.0;100.0;21.0;28.0;30.0;17.0;2.0;3.0;100.0;3.0;4.0;36.0;39.0;19.0;1.0;100.0;61.0;12.0;7.0;18.0;2.0;100.0;79.0;5.0;4.0;11.0;1.0;100.0;7.0;6.0;55.0;12.0;19.0;1.0;100.0;16.0;8.0;21.0;54.0;1.0;100.0;6.0;7.0;8.0;78.0;0.0;100.0;26.0;3.0;6.0;64.0;1.0;100.0;7.0;9.0;12.0;24.0;20.0;20.0;8.0;;;;;;;;;
1385;Hoofdkostwinner;Hbo;2005 3e kwartaal;-17.0;-41.0;2.0;-20.0;-2.0;-23.0;-20.0;-41.0;2.0;-15.0;-20.0;-2.0;-23.0;100.0;1.0;9.0;37.0;24.0;27.0;1.0;100.0;3.0;24.0;44.0;16.0;10.0;3.0;100.0;5.0;10.0;50.0;19.0;16.0;0.0;100.0;7.0;12.0;59.0;12.0;9.0;2.0;100.0;18.0;35.0;41.0;7.0;100.0;24.0;32.0;7.0;32.0;3.0;2.0;100.0;21.0;28.0;9.0;37.0;3.0;3.0;100.0;20.0;25.0;31.0;18.0;2.0;4.0;100.0;2.0;4.0;33.0;41.0;18.0;2.0;100.0;62.0;12.0;8.0;17.0;2.0;100.0;78.0;5.0;4.0;10.0;2.0;100.0;6.0;7.0;56.0;10.0;18.0;3.0;100.0;15.0;10.0;15.0;59.0;1.0;100.0;4.0;7.0;7.0;81.0;1.0;100.0;26.0;6.0;6.0;60.0;1.0;100.0;7.0;6.0;12.0;30.0;20.0;18.0;7.0;;;;;;;;;
1386;Hoofdkostwinner;Hbo;2005 4e kwartaal;-12.0;-19.0;11.0;-15.0;-3.0;-33.0;-4.0;-19.0;11.0;-17.0;-15.0;-3.0;-33.0;100.0;2.0;17.0;41.0;18.0;20.0;2.0;100.0;6.0;30.0;35.0;14.0;11.0;4.0;100.0;7.0;10.0;52.0;17.0;14.0;1.0;100.0;6.0;16.0;50.0;16.0;9.0;3.0;100.0;13.0;36.0;45.0;5.0;100.0;20.0;32.0;7.0;37.0;3.0;3.0;100.0;25.0;27.0;7.0;34.0;2.0;4.0;100.0;11.0;17.0;32.0;31.0;4.0;4.0;100.0;3.0;6.0;35.0;39.0;16.0;1.0;100.0;58.0;14.0;8.0;19.0;1.0;100.0;80.0;4.0;4.0;11.0;2.0;100.0;6.0;8.0;57.0;12.0;16.0;1.0;100.0;15.0;10.0;15.0;58.0;1.0;100.0;6.0;7.0;6.0;79.0;1.0;100.0;26.0;4.0;7.0;61.0;1.0;100.0;7.0;10.0;10.0;26.0;21.0;21.0;6.0;;;;;;;;;
1387;Hoofdkostwinner;Hbo;2005;-14.0;-32.0;8.0;-20.0;-3.0;-25.0;-12.0;-32.0;8.0;-16.0;-20.0;-3.0;-25.0;100.0;2.0;12.0;38.0;23.0;24.0;2.0;100.0;5.0;27.0;42.0;14.0;9.0;3.0;100.0;6.0;9.0;49.0;19.0;16.0;1.0;100.0;6.0;12.0;58.0;13.0;8.0;2.0;100.0;15.0;38.0;41.0;6.0;100.0;25.0;31.0;7.0;31.0;4.0;2.0;100.0;21.0;27.0;9.0;37.0;3.0;2.0;100.0;18.0;24.0;30.0;21.0;3.0;4.0;100.0;2.0;5.0;34.0;40.0;17.0;1.0;100.0;61.0;12.0;8.0;17.0;2.0;100.0;79.0;5.0;4.0;10.0;2.0;100.0;6.0;7.0;55.0;11.0;18.0;2.0;100.0;15.0;10.0;17.0;56.0;1.0;100.0;6.0;7.0;7.0;79.0;1.0;100.0;26.0;4.0;6.0;62.0;1.0;100.0;7.0;8.0;12.0;26.0;21.0;19.0;7.0;;;;;;;;;
1388;Hoofdkostwinner;Hbo;2006 1e kwartaal;-2.0;-7.0;26.0;-12.0;0.0;-15.0;10.0;-7.0;26.0;-9.0;-12.0;0.0;-15.0;100.0;5.0;24.0;35.0;17.0;18.0;2.0;100.0;9.0;35.0;35.0;10.0;7.0;3.0;100.0;8.0;12.0;48.0;16.0;16.0;1.0;100.0;8.0;13.0;56.0;13.0;8.0;2.0;100.0;17.0;43.0;32.0;8.0;100.0;20.0;30.0;7.0;37.0;3.0;2.0;100.0;27.0;28.0;6.0;35.0;2.0;3.0;100.0;7.0;16.0;30.0;34.0;9.0;4.0;100.0;2.0;3.0;35.0;43.0;15.0;1.0;100.0;63.0;13.0;8.0;14.0;1.0;100.0;79.0;5.0;5.0;10.0;1.0;100.0;7.0;8.0;56.0;11.0;17.0;2.0;100.0;17.0;9.0;17.0;56.0;1.0;100.0;5.0;7.0;6.0;81.0;1.0;100.0;31.0;5.0;6.0;57.0;1.0;100.0;5.0;9.0;13.0;24.0;18.0;23.0;8.0;;;;;;;;;
1389;Hoofdkostwinner;Hbo;2006 2e kwartaal;7.0;16.0;36.0;-16.0;8.0;-11.0;26.0;16.0;36.0;-6.0;-16.0;8.0;-11.0;100.0;8.0;30.0;37.0;10.0;12.0;2.0;100.0;13.0;34.0;37.0;6.0;5.0;4.0;100.0;9.0;10.0;46.0;18.0;17.0;1.0;100.0;6.0;16.0;61.0;9.0;5.0;2.0;100.0;19.0;44.0;30.0;8.0;100.0;19.0;33.0;8.0;35.0;2.0;3.0;100.0;21.0;31.0;8.0;36.0;1.0;3.0;100.0;11.0;14.0;22.0;34.0;15.0;4.0;100.0;2.0;4.0;38.0;40.0;14.0;2.0;100.0;60.0;12.0;9.0;17.0;1.0;100.0;81.0;4.0;3.0;9.0;3.0;100.0;6.0;8.0;60.0;11.0;15.0;1.0;100.0;14.0;11.0;16.0;58.0;1.0;100.0;4.0;7.0;7.0;81.0;1.0;100.0;32.0;5.0;4.0;58.0;1.0;100.0;6.0;11.0;10.0;23.0;17.0;25.0;8.0;;;;;;;;;
1390;Hoofdkostwinner;Hbo;2006 3e kwartaal;13.0;27.0;37.0;-10.0;3.0;9.0;32.0;27.0;37.0;1.0;-10.0;3.0;9.0;100.0;12.0;31.0;38.0;8.0;9.0;2.0;100.0;11.0;35.0;38.0;5.0;3.0;7.0;100.0;8.0;15.0;44.0;16.0;17.0;0.0;100.0;8.0;12.0;60.0;11.0;5.0;4.0;100.0;27.0;45.0;18.0;10.0;100.0;19.0;33.0;9.0;34.0;2.0;2.0;100.0;28.0;34.0;7.0;26.0;2.0;3.0;100.0;4.0;8.0;25.0;38.0;20.0;5.0;100.0;2.0;3.0;35.0;41.0;18.0;2.0;100.0;63.0;12.0;7.0;15.0;2.0;100.0;81.0;5.0;2.0;10.0;2.0;100.0;6.0;8.0;61.0;10.0;14.0;1.0;100.0;19.0;12.0;14.0;54.0;1.0;100.0;6.0;7.0;7.0;79.0;1.0;100.0;33.0;5.0;3.0;59.0;0.0;100.0;7.0;7.0;11.0;25.0;20.0;21.0;8.0;;;;;;;;;
1391;Hoofdkostwinner;Hbo;2006 4e kwartaal;15.0;34.0;34.0;-10.0;7.0;11.0;34.0;34.0;34.0;2.0;-10.0;7.0;11.0;100.0;17.0;34.0;31.0;7.0;9.0;3.0;100.0;9.0;35.0;34.0;5.0;5.0;12.0;100.0;7.0;10.0;55.0;14.0;13.0;0.0;100.0;8.0;14.0;59.0;11.0;5.0;3.0;100.0;30.0;41.0;19.0;10.0;100.0;20.0;34.0;8.0;34.0;2.0;3.0;100.0;29.0;34.0;6.0;25.0;1.0;4.0;100.0;3.0;7.0;27.0;40.0;17.0;6.0;100.0;1.0;6.0;35.0;42.0;14.0;1.0;100.0;60.0;14.0;9.0;16.0;3.0;100.0;78.0;3.0;6.0;11.0;2.0;100.0;8.0;9.0;57.0;10.0;15.0;1.0;100.0;15.0;12.0;15.0;56.0;2.0;100.0;4.0;6.0;7.0;82.0;1.0;100.0;25.0;6.0;8.0;60.0;1.0;100.0;5.0;10.0;11.0;23.0;21.0;21.0;10.0;;;;;;;;;
1392;Hoofdkostwinner;Hbo;2006;8.0;18.0;33.0;-12.0;4.0;-2.0;26.0;18.0;33.0;-3.0;-12.0;4.0;-2.0;100.0;11.0;30.0;35.0;11.0;12.0;2.0;100.0;10.0;35.0;36.0;7.0;5.0;7.0;100.0;8.0;12.0;48.0;16.0;16.0;0.0;100.0;7.0;14.0;59.0;11.0;6.0;3.0;100.0;23.0;43.0;25.0;9.0;100.0;20.0;33.0;8.0;35.0;2.0;2.0;100.0;26.0;32.0;7.0;30.0;1.0;3.0;100.0;6.0;11.0;26.0;36.0;15.0;5.0;100.0;2.0;4.0;36.0;41.0;15.0;2.0;100.0;61.0;13.0;8.0;16.0;2.0;100.0;80.0;4.0;4.0;10.0;2.0;100.0;7.0;8.0;58.0;10.0;15.0;1.0;100.0;16.0;11.0;15.0;56.0;1.0;100.0;5.0;7.0;7.0;81.0;1.0;100.0;30.0;5.0;5.0;59.0;1.0;100.0;6.0;9.0;11.0;24.0;19.0;23.0;8.0;;;;;;;;;
1393;Hoofdkostwinner;Hbo;2007 1e kwartaal;25.0;47.0;41.0;5.0;14.0;20.0;44.0;47.0;41.0;13.0;5.0;14.0;20.0;100.0;20.0;35.0;34.0;4.0;3.0;4.0;100.0;10.0;37.0;38.0;4.0;2.0;8.0;100.0;12.0;12.0;55.0;12.0;8.0;1.0;100.0;9.0;18.0;57.0;9.0;4.0;3.0;100.0;33.0;43.0;13.0;11.0;100.0;13.0;30.0;9.0;44.0;2.0;3.0;100.0;30.0;33.0;4.0;30.0;1.0;3.0;100.0;2.0;6.0;25.0;43.0;20.0;4.0;100.0;0.0;3.0;35.0;43.0;17.0;2.0;100.0;65.0;13.0;8.0;12.0;2.0;100.0;81.0;4.0;3.0;9.0;2.0;100.0;7.0;7.0;61.0;9.0;15.0;1.0;100.0;18.0;12.0;17.0;52.0;1.0;100.0;6.0;8.0;7.0;78.0;1.0;100.0;30.0;6.0;6.0;56.0;1.0;100.0;5.0;10.0;11.0;24.0;18.0;22.0;10.0;;;;;;;;;
1394;Hoofdkostwinner;Hbo;2007 2e kwartaal;24.0;43.0;31.0;12.0;12.0;21.0;37.0;43.0;31.0;15.0;12.0;12.0;21.0;100.0;19.0;32.0;36.0;5.0;4.0;5.0;100.0;11.0;29.0;44.0;6.0;3.0;7.0;100.0;11.0;16.0;57.0;8.0;7.0;1.0;100.0;8.0;15.0;63.0;8.0;3.0;3.0;100.0;34.0;42.0;13.0;10.0;100.0;13.0;35.0;9.0;39.0;2.0;2.0;100.0;30.0;33.0;5.0;27.0;1.0;4.0;100.0;5.0;7.0;23.0;38.0;21.0;6.0;100.0;2.0;5.0;33.0;42.0;17.0;2.0;100.0;64.0;11.0;7.0;16.0;2.0;100.0;80.0;5.0;3.0;9.0;2.0;100.0;6.0;10.0;58.0;9.0;16.0;2.0;100.0;13.0;11.0;15.0;59.0;1.0;100.0;4.0;7.0;7.0;80.0;1.0;100.0;31.0;6.0;5.0;58.0;0.0;100.0;6.0;9.0;12.0;22.0;19.0;23.0;8.0;;;;;;;;;
1395;Hoofdkostwinner;Hbo;2007 3e kwartaal;21.0;41.0;16.0;13.0;13.0;23.0;28.0;41.0;16.0;16.0;13.0;13.0;23.0;100.0;18.0;32.0;37.0;5.0;4.0;4.0;100.0;6.0;26.0;46.0;11.0;5.0;6.0;100.0;12.0;18.0;53.0;10.0;7.0;1.0;100.0;8.0;17.0;62.0;7.0;5.0;2.0;100.0;36.0;40.0;13.0;11.0;100.0;12.0;34.0;8.0;41.0;2.0;3.0;100.0;34.0;33.0;4.0;25.0;1.0;3.0;100.0;3.0;8.0;30.0;40.0;14.0;5.0;100.0;2.0;3.0;33.0;42.0;19.0;1.0;100.0;67.0;10.0;8.0;14.0;1.0;100.0;81.0;5.0;4.0;8.0;2.0;100.0;6.0;10.0;58.0;10.0;14.0;2.0;100.0;13.0;12.0;19.0;55.0;1.0;100.0;7.0;7.0;8.0;77.0;1.0;100.0;32.0;7.0;7.0;54.0;0.0;100.0;5.0;7.0;13.0;21.0;23.0;22.0;9.0;;;;;;;;;
1396;Hoofdkostwinner;Hbo;2007 4e kwartaal;3.0;16.0;-6.0;2.0;4.0;2.0;5.0;16.0;-6.0;2.0;2.0;4.0;2.0;100.0;10.0;26.0;42.0;11.0;8.0;3.0;100.0;4.0;19.0;44.0;19.0;10.0;4.0;100.0;12.0;12.0;53.0;13.0;10.0;0.0;100.0;9.0;14.0;57.0;12.0;6.0;2.0;100.0;24.0;42.0;22.0;12.0;100.0;18.0;41.0;10.0;28.0;0.0;2.0;100.0;38.0;41.0;4.0;13.0;1.0;2.0;100.0;5.0;10.0;33.0;33.0;14.0;5.0;100.0;2.0;5.0;34.0;41.0;18.0;1.0;100.0;64.0;9.0;9.0;16.0;2.0;100.0;82.0;4.0;4.0;8.0;2.0;100.0;9.0;9.0;56.0;10.0;16.0;1.0;100.0;16.0;11.0;16.0;56.0;1.0;100.0;5.0;7.0;5.0;81.0;1.0;100.0;28.0;6.0;8.0;58.0;1.0;100.0;7.0;9.0;10.0;20.0;20.0;24.0;10.0;;;;;;;;;
