ID;Geslacht;Leeftijd;IndicatieZMVGrondslagEnZzp;GebruikZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4;OpnamedagenInJaar_5
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Oost-Nederland (LD);2014;88490.0;2.44;73025.0;2.05;
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2009;189080.0;2.39;142835.0;1.84;
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2010;199360.0;2.5;148610.0;1.9;
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2011;204950.0;2.55;154800.0;1.96;
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2012;212900.0;2.64;159875.0;2.02;
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2013;186755.0;2.3;149625.0;1.88;
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;West-Nederland (LD);2014;179505.0;2.2;145000.0;1.81;
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2009;90650.0;2.5;70770.0;1.98;
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2010;95535.0;2.63;73640.0;2.06;
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2011;98045.0;2.69;76530.0;2.13;
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2012;101615.0;2.78;79040.0;2.2;
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2013;91825.0;2.51;74960.0;2.08;
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2014;89480.0;2.44;73025.0;2.02;
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2009;15345.0;2.62;11425.0;1.98;
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2010;16190.0;2.75;11890.0;2.05;
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2011;16575.0;2.8;12230.0;2.1;
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2012;16940.0;2.86;12755.0;2.19;
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2013;15230.0;2.57;12155.0;2.09;
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2014;14565.0;2.44;11855.0;2.03;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2009;16610.0;2.53;12455.0;1.93;
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2010;17645.0;2.69;13150.0;2.03;
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2011;18040.0;2.74;13870.0;2.14;
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2012;18750.0;2.85;14310.0;2.21;
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2013;16740.0;2.55;13775.0;2.13;
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2014;16420.0;2.5;13515.0;2.09;
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2009;14635.0;2.94;11365.0;2.32;
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2010;15580.0;3.13;11965.0;2.43;
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2011;15975.0;3.2;12355.0;2.52;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2012;16400.0;3.3;12580.0;2.57;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2013;14775.0;2.98;12015.0;2.46;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2014;14215.0;2.87;11740.0;2.4;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2009;28475.0;2.48;21590.0;1.91;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2010;30150.0;2.62;22830.0;2.01;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2011;31240.0;2.7;24025.0;2.11;
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2012;32460.0;2.8;25115.0;2.2;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2013;29375.0;2.53;23980.0;2.1;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2014;28470.0;2.46;23470.0;2.06;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2009;5760.0;1.46;4325.0;1.12;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2010;6405.0;1.61;4780.0;1.22;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2011;6770.0;1.68;5150.0;1.3;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2012;7260.0;1.79;5605.0;1.41;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2013;6820.0;1.67;5450.0;1.36;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2014;6715.0;1.63;5350.0;1.33;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2009;53615.0;2.65;41985.0;2.1;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2010;57060.0;2.81;44020.0;2.2;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2011;58725.0;2.88;45840.0;2.28;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2012;60430.0;2.96;47335.0;2.35;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2013;55025.0;2.69;45185.0;2.24;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2014;53305.0;2.6;44210.0;2.18;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2009;28610.0;2.31;22190.0;1.82;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2010;30075.0;2.41;22995.0;1.87;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2011;30710.0;2.45;23700.0;1.92;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2012;31635.0;2.51;24335.0;1.95;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2013;28030.0;2.21;23020.0;1.84;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2014;27010.0;2.11;22260.0;1.76;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2009;64740.0;2.38;48825.0;1.83;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2010;68430.0;2.5;50670.0;1.88;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2011;70435.0;2.55;52930.0;1.95;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2012;73055.0;2.63;54595.0;2.0;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2013;62570.0;2.24;50150.0;1.83;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2014;59685.0;2.12;48160.0;1.74;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2009;85810.0;2.4;64310.0;1.84;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2010;90490.0;2.52;67055.0;1.9;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2011;93160.0;2.57;70025.0;1.97;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2012;97195.0;2.67;72550.0;2.04;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2013;85930.0;2.35;68370.0;1.91;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2014;82805.0;2.26;66490.0;1.85;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2009;9920.0;2.56;7510.0;1.97;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2010;10365.0;2.67;7890.0;2.07;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2011;10645.0;2.74;8145.0;2.13;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2012;11010.0;2.83;8395.0;2.2;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2013;10225.0;2.63;8080.0;2.12;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2014;10005.0;2.58;8090.0;2.13;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2009;58715.0;2.37;46245.0;1.89;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2010;62170.0;2.5;48305.0;1.97;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2011;64220.0;2.57;50395.0;2.05;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2012;66675.0;2.66;52260.0;2.12;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2013;60990.0;2.42;49975.0;2.02;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2014;59575.0;2.36;48805.0;1.96;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2009;31935.0;2.79;24530.0;2.18;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2010;33365.0;2.92;25335.0;2.26;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2011;33825.0;2.96;26135.0;2.33;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2012;34940.0;3.05;26780.0;2.39;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2013;30835.0;2.7;24980.0;2.23;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2014;29910.0;2.62;24220.0;2.17;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2009;;;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2010;;;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2011;;;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2012;;;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2013;;;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2014;;;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2009;;;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2010;;;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2011;;;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2012;;;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2013;;;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2014;;;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2009;;;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2010;;;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2011;;;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2012;;;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2013;;;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2014;;;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2009;;;;;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2010;;;;;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2011;;;;;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2012;;;;;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2013;;;;;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2014;;;;;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2009;;;;;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2010;;;;;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2011;;;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2012;;;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2013;;;;;
